ID;RegioS;Woningtype;Perioden;BeginstandWoningvoorraad_1
116;West-Nederland (LD);Hoekwoning;2021;426698.0
117;West-Nederland (LD);Hoekwoning;2022;429406.0
118;West-Nederland (LD);Hoekwoning;2023;431688.0
119;West-Nederland (LD);Hoekwoning;2024;434034.0
120;West-Nederland (LD);Tussenwoning;2021;1140909.0
121;West-Nederland (LD);Tussenwoning;2022;1147597.0
122;West-Nederland (LD);Tussenwoning;2023;1153500.0
123;West-Nederland (LD);Tussenwoning;2024;1159774.0
124;West-Nederland (LD);Onbekend woningtype eengezinswoning;2021;1136.0
125;West-Nederland (LD);Onbekend woningtype eengezinswoning;2022;1176.0
126;West-Nederland (LD);Onbekend woningtype eengezinswoning;2023;1396.0
127;West-Nederland (LD);Onbekend woningtype eengezinswoning;2024;1509.0
128;West-Nederland, exclusief G4 (LD);Totaal woningen;2021;
129;West-Nederland, exclusief G4 (LD);Totaal woningen;2022;
130;West-Nederland, exclusief G4 (LD);Totaal woningen;2023;
131;West-Nederland, exclusief G4 (LD);Totaal woningen;2024;
132;West-Nederland, exclusief G4 (LD);Meergezinswoningen totaal;2021;
133;West-Nederland, exclusief G4 (LD);Meergezinswoningen totaal;2022;
134;West-Nederland, exclusief G4 (LD);Meergezinswoningen totaal;2023;
135;West-Nederland, exclusief G4 (LD);Meergezinswoningen totaal;2024;
136;West-Nederland, exclusief G4 (LD);Eengezinswoningen totaal;2021;
137;West-Nederland, exclusief G4 (LD);Eengezinswoningen totaal;2022;
138;West-Nederland, exclusief G4 (LD);Eengezinswoningen totaal;2023;
139;West-Nederland, exclusief G4 (LD);Eengezinswoningen totaal;2024;
140;West-Nederland, exclusief G4 (LD);Vrijstaande woning;2021;
141;West-Nederland, exclusief G4 (LD);Vrijstaande woning;2022;
142;West-Nederland, exclusief G4 (LD);Vrijstaande woning;2023;
143;West-Nederland, exclusief G4 (LD);Vrijstaande woning;2024;
144;West-Nederland, exclusief G4 (LD);2-onder-1-kapwoning;2021;
145;West-Nederland, exclusief G4 (LD);2-onder-1-kapwoning;2022;
146;West-Nederland, exclusief G4 (LD);2-onder-1-kapwoning;2023;
147;West-Nederland, exclusief G4 (LD);2-onder-1-kapwoning;2024;
148;West-Nederland, exclusief G4 (LD);Hoekwoning;2021;
149;West-Nederland, exclusief G4 (LD);Hoekwoning;2022;
150;West-Nederland, exclusief G4 (LD);Hoekwoning;2023;
151;West-Nederland, exclusief G4 (LD);Hoekwoning;2024;
152;West-Nederland, exclusief G4 (LD);Tussenwoning;2021;
153;West-Nederland, exclusief G4 (LD);Tussenwoning;2022;
154;West-Nederland, exclusief G4 (LD);Tussenwoning;2023;
155;West-Nederland, exclusief G4 (LD);Tussenwoning;2024;
156;West-Nederland, exclusief G4 (LD);Onbekend woningtype eengezinswoning;2021;
157;West-Nederland, exclusief G4 (LD);Onbekend woningtype eengezinswoning;2022;
158;West-Nederland, exclusief G4 (LD);Onbekend woningtype eengezinswoning;2023;
159;West-Nederland, exclusief G4 (LD);Onbekend woningtype eengezinswoning;2024;
160;Zuid-Nederland (LD);Totaal woningen;2021;1688043.0
161;Zuid-Nederland (LD);Totaal woningen;2022;1704849.0
162;Zuid-Nederland (LD);Totaal woningen;2023;1723034.0
163;Zuid-Nederland (LD);Totaal woningen;2024;1739450.0
164;Zuid-Nederland (LD);Meergezinswoningen totaal;2021;435601.0
165;Zuid-Nederland (LD);Meergezinswoningen totaal;2022;444461.0
166;Zuid-Nederland (LD);Meergezinswoningen totaal;2023;455213.0
167;Zuid-Nederland (LD);Meergezinswoningen totaal;2024;464608.0
168;Zuid-Nederland (LD);Eengezinswoningen totaal;2021;1252442.0
169;Zuid-Nederland (LD);Eengezinswoningen totaal;2022;1260388.0
170;Zuid-Nederland (LD);Eengezinswoningen totaal;2023;1267821.0
171;Zuid-Nederland (LD);Eengezinswoningen totaal;2024;1274842.0
172;Zuid-Nederland (LD);Vrijstaande woning;2021;275607.0
173;Zuid-Nederland (LD);Vrijstaande woning;2022;277536.0
174;Zuid-Nederland (LD);Vrijstaande woning;2023;279067.0
175;Zuid-Nederland (LD);Vrijstaande woning;2024;280644.0
176;Zuid-Nederland (LD);2-onder-1-kapwoning;2021;191539.0
177;Zuid-Nederland (LD);2-onder-1-kapwoning;2022;193228.0
178;Zuid-Nederland (LD);2-onder-1-kapwoning;2023;193980.0
179;Zuid-Nederland (LD);2-onder-1-kapwoning;2024;194899.0
180;Zuid-Nederland (LD);Hoekwoning;2021;247776.0
181;Zuid-Nederland (LD);Hoekwoning;2022;249244.0
182;Zuid-Nederland (LD);Hoekwoning;2023;250846.0
183;Zuid-Nederland (LD);Hoekwoning;2024;252313.0
184;Zuid-Nederland (LD);Tussenwoning;2021;536896.0
185;Zuid-Nederland (LD);Tussenwoning;2022;539664.0
186;Zuid-Nederland (LD);Tussenwoning;2023;543002.0
187;Zuid-Nederland (LD);Tussenwoning;2024;545908.0
188;Zuid-Nederland (LD);Onbekend woningtype eengezinswoning;2021;624.0
189;Zuid-Nederland (LD);Onbekend woningtype eengezinswoning;2022;716.0
190;Zuid-Nederland (LD);Onbekend woningtype eengezinswoning;2023;926.0
191;Zuid-Nederland (LD);Onbekend woningtype eengezinswoning;2024;1078.0
192;Extra-Regio (LD);Totaal woningen;2021;
193;Extra-Regio (LD);Totaal woningen;2022;
194;Extra-Regio (LD);Totaal woningen;2023;
195;Extra-Regio (LD);Totaal woningen;2024;
196;Extra-Regio (LD);Meergezinswoningen totaal;2021;
197;Extra-Regio (LD);Meergezinswoningen totaal;2022;
198;Extra-Regio (LD);Meergezinswoningen totaal;2023;
199;Extra-Regio (LD);Meergezinswoningen totaal;2024;
200;Extra-Regio (LD);Eengezinswoningen totaal;2021;
201;Extra-Regio (LD);Eengezinswoningen totaal;2022;
202;Extra-Regio (LD);Eengezinswoningen totaal;2023;
203;Extra-Regio (LD);Eengezinswoningen totaal;2024;
204;Extra-Regio (LD);Vrijstaande woning;2021;
205;Extra-Regio (LD);Vrijstaande woning;2022;
206;Extra-Regio (LD);Vrijstaande woning;2023;
207;Extra-Regio (LD);Vrijstaande woning;2024;
208;Extra-Regio (LD);2-onder-1-kapwoning;2021;
209;Extra-Regio (LD);2-onder-1-kapwoning;2022;
210;Extra-Regio (LD);2-onder-1-kapwoning;2023;
211;Extra-Regio (LD);2-onder-1-kapwoning;2024;
212;Extra-Regio (LD);Hoekwoning;2021;
213;Extra-Regio (LD);Hoekwoning;2022;
214;Extra-Regio (LD);Hoekwoning;2023;
215;Extra-Regio (LD);Hoekwoning;2024;
216;Extra-Regio (LD);Tussenwoning;2021;
217;Extra-Regio (LD);Tussenwoning;2022;
218;Extra-Regio (LD);Tussenwoning;2023;
219;Extra-Regio (LD);Tussenwoning;2024;
220;Extra-Regio (LD);Onbekend woningtype eengezinswoning;2021;
221;Extra-Regio (LD);Onbekend woningtype eengezinswoning;2022;
222;Extra-Regio (LD);Onbekend woningtype eengezinswoning;2023;
223;Extra-Regio (LD);Onbekend woningtype eengezinswoning;2024;
224;Buitenland (LD);Totaal woningen;2021;
225;Buitenland (LD);Totaal woningen;2022;
226;Buitenland (LD);Totaal woningen;2023;
227;Buitenland (LD);Totaal woningen;2024;
228;Buitenland (LD);Meergezinswoningen totaal;2021;
229;Buitenland (LD);Meergezinswoningen totaal;2022;
230;Buitenland (LD);Meergezinswoningen totaal;2023;
231;Buitenland (LD);Meergezinswoningen totaal;2024;
232;Buitenland (LD);Eengezinswoningen totaal;2021;
233;Buitenland (LD);Eengezinswoningen totaal;2022;
234;Buitenland (LD);Eengezinswoningen totaal;2023;
235;Buitenland (LD);Eengezinswoningen totaal;2024;
236;Buitenland (LD);Vrijstaande woning;2021;
237;Buitenland (LD);Vrijstaande woning;2022;
238;Buitenland (LD);Vrijstaande woning;2023;
239;Buitenland (LD);Vrijstaande woning;2024;
240;Buitenland (LD);2-onder-1-kapwoning;2021;
241;Buitenland (LD);2-onder-1-kapwoning;2022;
242;Buitenland (LD);2-onder-1-kapwoning;2023;
243;Buitenland (LD);2-onder-1-kapwoning;2024;
244;Buitenland (LD);Hoekwoning;2021;
245;Buitenland (LD);Hoekwoning;2022;
246;Buitenland (LD);Hoekwoning;2023;
247;Buitenland (LD);Hoekwoning;2024;
248;Buitenland (LD);Tussenwoning;2021;
249;Buitenland (LD);Tussenwoning;2022;
250;Buitenland (LD);Tussenwoning;2023;
251;Buitenland (LD);Tussenwoning;2024;
252;Buitenland (LD);Onbekend woningtype eengezinswoning;2021;
253;Buitenland (LD);Onbekend woningtype eengezinswoning;2022;
254;Buitenland (LD);Onbekend woningtype eengezinswoning;2023;
255;Buitenland (LD);Onbekend woningtype eengezinswoning;2024;
256;Niet in te delen (LD);Totaal woningen;2021;
257;Niet in te delen (LD);Totaal woningen;2022;
258;Niet in te delen (LD);Totaal woningen;2023;
259;Niet in te delen (LD);Totaal woningen;2024;
260;Niet in te delen (LD);Meergezinswoningen totaal;2021;
261;Niet in te delen (LD);Meergezinswoningen totaal;2022;
262;Niet in te delen (LD);Meergezinswoningen totaal;2023;
263;Niet in te delen (LD);Meergezinswoningen totaal;2024;
264;Niet in te delen (LD);Eengezinswoningen totaal;2021;
265;Niet in te delen (LD);Eengezinswoningen totaal;2022;
266;Niet in te delen (LD);Eengezinswoningen totaal;2023;
267;Niet in te delen (LD);Eengezinswoningen totaal;2024;
268;Niet in te delen (LD);Vrijstaande woning;2021;
269;Niet in te delen (LD);Vrijstaande woning;2022;
270;Niet in te delen (LD);Vrijstaande woning;2023;
271;Niet in te delen (LD);Vrijstaande woning;2024;
272;Niet in te delen (LD);2-onder-1-kapwoning;2021;
273;Niet in te delen (LD);2-onder-1-kapwoning;2022;
274;Niet in te delen (LD);2-onder-1-kapwoning;2023;
275;Niet in te delen (LD);2-onder-1-kapwoning;2024;
276;Niet in te delen (LD);Hoekwoning;2021;
277;Niet in te delen (LD);Hoekwoning;2022;
278;Niet in te delen (LD);Hoekwoning;2023;
279;Niet in te delen (LD);Hoekwoning;2024;
280;Niet in te delen (LD);Tussenwoning;2021;
281;Niet in te delen (LD);Tussenwoning;2022;
282;Niet in te delen (LD);Tussenwoning;2023;
283;Niet in te delen (LD);Tussenwoning;2024;
284;Niet in te delen (LD);Onbekend woningtype eengezinswoning;2021;
285;Niet in te delen (LD);Onbekend woningtype eengezinswoning;2022;
286;Niet in te delen (LD);Onbekend woningtype eengezinswoning;2023;
287;Niet in te delen (LD);Onbekend woningtype eengezinswoning;2024;
288;Groningen (PV);Totaal woningen;2021;285012.0
289;Groningen (PV);Totaal woningen;2022;287568.0
290;Groningen (PV);Totaal woningen;2023;290562.0
291;Groningen (PV);Totaal woningen;2024;292812.0
292;Groningen (PV);Meergezinswoningen totaal;2021;99360.0
293;Groningen (PV);Meergezinswoningen totaal;2022;100905.0
294;Groningen (PV);Meergezinswoningen totaal;2023;102789.0
295;Groningen (PV);Meergezinswoningen totaal;2024;104194.0
296;Groningen (PV);Eengezinswoningen totaal;2021;185652.0
297;Groningen (PV);Eengezinswoningen totaal;2022;186663.0
298;Groningen (PV);Eengezinswoningen totaal;2023;187773.0
299;Groningen (PV);Eengezinswoningen totaal;2024;188618.0
300;Groningen (PV);Vrijstaande woning;2021;67959.0
301;Groningen (PV);Vrijstaande woning;2022;68305.0
302;Groningen (PV);Vrijstaande woning;2023;68379.0
303;Groningen (PV);Vrijstaande woning;2024;68728.0
304;Groningen (PV);2-onder-1-kapwoning;2021;34233.0
305;Groningen (PV);2-onder-1-kapwoning;2022;34424.0
306;Groningen (PV);2-onder-1-kapwoning;2023;34614.0
307;Groningen (PV);2-onder-1-kapwoning;2024;34665.0
308;Groningen (PV);Hoekwoning;2021;27594.0
309;Groningen (PV);Hoekwoning;2022;27745.0
310;Groningen (PV);Hoekwoning;2023;28128.0
311;Groningen (PV);Hoekwoning;2024;28266.0
312;Groningen (PV);Tussenwoning;2021;55850.0
313;Groningen (PV);Tussenwoning;2022;56151.0
314;Groningen (PV);Tussenwoning;2023;56610.0
315;Groningen (PV);Tussenwoning;2024;56916.0
316;Groningen (PV);Onbekend woningtype eengezinswoning;2021;16.0
317;Groningen (PV);Onbekend woningtype eengezinswoning;2022;38.0
318;Groningen (PV);Onbekend woningtype eengezinswoning;2023;42.0
319;Groningen (PV);Onbekend woningtype eengezinswoning;2024;43.0
320;Fryslân (PV);Totaal woningen;2021;304693.0
321;Fryslân (PV);Totaal woningen;2022;306633.0
322;Fryslân (PV);Totaal woningen;2023;308768.0
323;Fryslân (PV);Totaal woningen;2024;310787.0
324;Fryslân (PV);Meergezinswoningen totaal;2021;59579.0
325;Fryslân (PV);Meergezinswoningen totaal;2022;60471.0
326;Fryslân (PV);Meergezinswoningen totaal;2023;61586.0
327;Fryslân (PV);Meergezinswoningen totaal;2024;62811.0
328;Fryslân (PV);Eengezinswoningen totaal;2021;245114.0
329;Fryslân (PV);Eengezinswoningen totaal;2022;246162.0
330;Fryslân (PV);Eengezinswoningen totaal;2023;247182.0
331;Fryslân (PV);Eengezinswoningen totaal;2024;247976.0
332;Fryslân (PV);Vrijstaande woning;2021;88896.0
333;Fryslân (PV);Vrijstaande woning;2022;89239.0
334;Fryslân (PV);Vrijstaande woning;2023;89426.0
335;Fryslân (PV);Vrijstaande woning;2024;89729.0
336;Fryslân (PV);2-onder-1-kapwoning;2021;48499.0
337;Fryslân (PV);2-onder-1-kapwoning;2022;48729.0
338;Fryslân (PV);2-onder-1-kapwoning;2023;49011.0
339;Fryslân (PV);2-onder-1-kapwoning;2024;49092.0
340;Fryslân (PV);Hoekwoning;2021;38984.0
341;Fryslân (PV);Hoekwoning;2022;39093.0
342;Fryslân (PV);Hoekwoning;2023;39178.0
343;Fryslân (PV);Hoekwoning;2024;39184.0
344;Fryslân (PV);Tussenwoning;2021;68393.0
345;Fryslân (PV);Tussenwoning;2022;68746.0
346;Fryslân (PV);Tussenwoning;2023;69202.0
347;Fryslân (PV);Tussenwoning;2024;69538.0
348;Fryslân (PV);Onbekend woningtype eengezinswoning;2021;342.0
349;Fryslân (PV);Onbekend woningtype eengezinswoning;2022;355.0
350;Fryslân (PV);Onbekend woningtype eengezinswoning;2023;365.0
351;Fryslân (PV);Onbekend woningtype eengezinswoning;2024;433.0
352;Drenthe (PV);Totaal woningen;2021;224556.0
353;Drenthe (PV);Totaal woningen;2022;226319.0
354;Drenthe (PV);Totaal woningen;2023;227907.0
355;Drenthe (PV);Totaal woningen;2024;229268.0
356;Drenthe (PV);Meergezinswoningen totaal;2021;41819.0
357;Drenthe (PV);Meergezinswoningen totaal;2022;42361.0
358;Drenthe (PV);Meergezinswoningen totaal;2023;43351.0
359;Drenthe (PV);Meergezinswoningen totaal;2024;43844.0
360;Drenthe (PV);Eengezinswoningen totaal;2021;182737.0
361;Drenthe (PV);Eengezinswoningen totaal;2022;183958.0
362;Drenthe (PV);Eengezinswoningen totaal;2023;184556.0
363;Drenthe (PV);Eengezinswoningen totaal;2024;185424.0
364;Drenthe (PV);Vrijstaande woning;2021;65251.0
365;Drenthe (PV);Vrijstaande woning;2022;65694.0
366;Drenthe (PV);Vrijstaande woning;2023;65993.0
367;Drenthe (PV);Vrijstaande woning;2024;66310.0
368;Drenthe (PV);2-onder-1-kapwoning;2021;40521.0
369;Drenthe (PV);2-onder-1-kapwoning;2022;40825.0
370;Drenthe (PV);2-onder-1-kapwoning;2023;40953.0
371;Drenthe (PV);2-onder-1-kapwoning;2024;41137.0
372;Drenthe (PV);Hoekwoning;2021;27924.0
373;Drenthe (PV);Hoekwoning;2022;28053.0
374;Drenthe (PV);Hoekwoning;2023;28154.0
375;Drenthe (PV);Hoekwoning;2024;28309.0
376;Drenthe (PV);Tussenwoning;2021;48979.0
377;Drenthe (PV);Tussenwoning;2022;49286.0
378;Drenthe (PV);Tussenwoning;2023;49342.0
379;Drenthe (PV);Tussenwoning;2024;49577.0
380;Drenthe (PV);Onbekend woningtype eengezinswoning;2021;62.0
381;Drenthe (PV);Onbekend woningtype eengezinswoning;2022;100.0
382;Drenthe (PV);Onbekend woningtype eengezinswoning;2023;114.0
383;Drenthe (PV);Onbekend woningtype eengezinswoning;2024;91.0
384;Overijssel (PV);Totaal woningen;2021;514993.0
385;Overijssel (PV);Totaal woningen;2022;518558.0
386;Overijssel (PV);Totaal woningen;2023;522916.0
387;Overijssel (PV);Totaal woningen;2024;527085.0
388;Overijssel (PV);Meergezinswoningen totaal;2021;129092.0
389;Overijssel (PV);Meergezinswoningen totaal;2022;130181.0
390;Overijssel (PV);Meergezinswoningen totaal;2023;132379.0
391;Overijssel (PV);Meergezinswoningen totaal;2024;134204.0
392;Overijssel (PV);Eengezinswoningen totaal;2021;385901.0
393;Overijssel (PV);Eengezinswoningen totaal;2022;388377.0
394;Overijssel (PV);Eengezinswoningen totaal;2023;390537.0
395;Overijssel (PV);Eengezinswoningen totaal;2024;392881.0
396;Overijssel (PV);Vrijstaande woning;2021;94327.0
397;Overijssel (PV);Vrijstaande woning;2022;94900.0
398;Overijssel (PV);Vrijstaande woning;2023;95747.0
399;Overijssel (PV);Vrijstaande woning;2024;96497.0
400;Overijssel (PV);2-onder-1-kapwoning;2021;71509.0
401;Overijssel (PV);2-onder-1-kapwoning;2022;71950.0
402;Overijssel (PV);2-onder-1-kapwoning;2023;72400.0
403;Overijssel (PV);2-onder-1-kapwoning;2024;72720.0
404;Overijssel (PV);Hoekwoning;2021;76027.0
405;Overijssel (PV);Hoekwoning;2022;76472.0
406;Overijssel (PV);Hoekwoning;2023;76778.0
407;Overijssel (PV);Hoekwoning;2024;77202.0
408;Overijssel (PV);Tussenwoning;2021;143890.0
409;Overijssel (PV);Tussenwoning;2022;144854.0
410;Overijssel (PV);Tussenwoning;2023;145380.0
411;Overijssel (PV);Tussenwoning;2024;146216.0
412;Overijssel (PV);Onbekend woningtype eengezinswoning;2021;148.0
413;Overijssel (PV);Onbekend woningtype eengezinswoning;2022;201.0
414;Overijssel (PV);Onbekend woningtype eengezinswoning;2023;232.0
415;Overijssel (PV);Onbekend woningtype eengezinswoning;2024;246.0
416;Flevoland (PV);Totaal woningen;2021;174659.0
417;Flevoland (PV);Totaal woningen;2022;178000.0
418;Flevoland (PV);Totaal woningen;2023;181165.0
419;Flevoland (PV);Totaal woningen;2024;184425.0
420;Flevoland (PV);Meergezinswoningen totaal;2021;37938.0
421;Flevoland (PV);Meergezinswoningen totaal;2022;39588.0
422;Flevoland (PV);Meergezinswoningen totaal;2023;41112.0
423;Flevoland (PV);Meergezinswoningen totaal;2024;43028.0
424;Flevoland (PV);Eengezinswoningen totaal;2021;136721.0
425;Flevoland (PV);Eengezinswoningen totaal;2022;138412.0
426;Flevoland (PV);Eengezinswoningen totaal;2023;140053.0
427;Flevoland (PV);Eengezinswoningen totaal;2024;141397.0
428;Flevoland (PV);Vrijstaande woning;2021;18081.0
429;Flevoland (PV);Vrijstaande woning;2022;18568.0
430;Flevoland (PV);Vrijstaande woning;2023;19161.0
431;Flevoland (PV);Vrijstaande woning;2024;19561.0
432;Flevoland (PV);2-onder-1-kapwoning;2021;10191.0
433;Flevoland (PV);2-onder-1-kapwoning;2022;10423.0
434;Flevoland (PV);2-onder-1-kapwoning;2023;10612.0
435;Flevoland (PV);2-onder-1-kapwoning;2024;10789.0
436;Flevoland (PV);Hoekwoning;2021;27778.0
437;Flevoland (PV);Hoekwoning;2022;28106.0
438;Flevoland (PV);Hoekwoning;2023;28272.0
439;Flevoland (PV);Hoekwoning;2024;28444.0
440;Flevoland (PV);Tussenwoning;2021;80607.0
441;Flevoland (PV);Tussenwoning;2022;81299.0
442;Flevoland (PV);Tussenwoning;2023;81997.0
443;Flevoland (PV);Tussenwoning;2024;82541.0
444;Flevoland (PV);Onbekend woningtype eengezinswoning;2021;64.0
445;Flevoland (PV);Onbekend woningtype eengezinswoning;2022;16.0
446;Flevoland (PV);Onbekend woningtype eengezinswoning;2023;11.0
447;Flevoland (PV);Onbekend woningtype eengezinswoning;2024;62.0
448;Gelderland (PV);Totaal woningen;2021;922524.0
449;Gelderland (PV);Totaal woningen;2022;932116.0
450;Gelderland (PV);Totaal woningen;2023;940858.0
451;Gelderland (PV);Totaal woningen;2024;950582.0
452;Gelderland (PV);Meergezinswoningen totaal;2021;239490.0
453;Gelderland (PV);Meergezinswoningen totaal;2022;243871.0
454;Gelderland (PV);Meergezinswoningen totaal;2023;247890.0
455;Gelderland (PV);Meergezinswoningen totaal;2024;253398.0
