ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;OmzetNetto_1;PersoneleKosten_2;ToegevoegdeWaardeTegenMarktprijzen_3
422;I Horeca;Oost-Nederland (LD);2011;3252;886;1415.0
423;I Horeca;Oost-Nederland (LD);2012;3307;907;1433.0
424;I Horeca;Oost-Nederland (LD);2013;3890;1178;1702.0
425;I Horeca;Oost-Nederland (LD);2014;3303;903;
426;I Horeca;West-Nederland (LD);2009;9202;2780;3902.0
427;I Horeca;West-Nederland (LD);2010;9444;2788;4096.0
428;I Horeca;West-Nederland (LD);2011;10240;3028;4566.0
429;I Horeca;West-Nederland (LD);2012;10410;3086;4629.0
430;I Horeca;West-Nederland (LD);2013;10148;3014;4524.0
431;I Horeca;West-Nederland (LD);2014;11024;3226;
432;I Horeca;Zuid-Nederland (LD);2009;3492;974;1452.0
433;I Horeca;Zuid-Nederland (LD);2010;3709;1013;1550.0
434;I Horeca;Zuid-Nederland (LD);2011;3789;1041;1649.0
435;I Horeca;Zuid-Nederland (LD);2012;3875;1084;1693.0
436;I Horeca;Zuid-Nederland (LD);2013;4882;1222;2068.0
437;I Horeca;Zuid-Nederland (LD);2014;4794;1280;
438;I Horeca;Groningen (PV);2009;415;106;164.0
439;I Horeca;Groningen (PV);2010;439;112;174.0
440;I Horeca;Groningen (PV);2011;438;114;183.0
441;I Horeca;Groningen (PV);2012;446;119;185.0
442;I Horeca;Groningen (PV);2013;201;66;81.0
443;I Horeca;Groningen (PV);2014;464;126;
444;I Horeca;Friesland (PV);2009;553;142;227.0
445;I Horeca;Friesland (PV);2010;606;157;261.0
446;I Horeca;Friesland (PV);2011;628;165;280.0
447;I Horeca;Friesland (PV);2012;649;175;291.0
448;I Horeca;Friesland (PV);2013;307;78;148.0
449;I Horeca;Friesland (PV);2014;637;172;
450;I Horeca;Drenthe (PV);2009;459;133;193.0
451;I Horeca;Drenthe (PV);2010;484;130;203.0
452;I Horeca;Drenthe (PV);2011;518;141;216.0
453;I Horeca;Drenthe (PV);2012;535;146;226.0
454;I Horeca;Drenthe (PV);2013;324;97;147.0
455;I Horeca;Drenthe (PV);2014;503;136;
456;I Horeca;Overijssel (PV);2009;948;267;411.0
457;I Horeca;Overijssel (PV);2010;1011;277;445.0
458;I Horeca;Overijssel (PV);2011;1044;287;471.0
459;I Horeca;Overijssel (PV);2012;1076;301;486.0
460;I Horeca;Overijssel (PV);2013;1392;430;623.0
461;I Horeca;Overijssel (PV);2014;1045;289;
462;I Horeca;Flevoland (PV);2009;246;66;101.0
463;I Horeca;Flevoland (PV);2010;255;69;105.0
464;I Horeca;Flevoland (PV);2011;253;72;108.0
465;I Horeca;Flevoland (PV);2012;276;76;119.0
466;I Horeca;Flevoland (PV);2013;126;38;53.0
467;I Horeca;Flevoland (PV);2014;289;80;
468;I Horeca;Gelderland (PV);2009;1743;469;711.0
469;I Horeca;Gelderland (PV);2010;1857;482;759.0
470;I Horeca;Gelderland (PV);2011;1955;527;836.0
471;I Horeca;Gelderland (PV);2012;1956;530;828.0
472;I Horeca;Gelderland (PV);2013;2372;710;1025.0
473;I Horeca;Gelderland (PV);2014;1969;533;
474;I Horeca;Utrecht (PV);2009;1178;355;517.0
475;I Horeca;Utrecht (PV);2010;1223;355;541.0
476;I Horeca;Utrecht (PV);2011;1254;368;568.0
477;I Horeca;Utrecht (PV);2012;1309;378;580.0
478;I Horeca;Utrecht (PV);2013;1724;539;783.0
479;I Horeca;Utrecht (PV);2014;1390;424;
480;I Horeca;Noord-Holland (PV);2009;4172;1280;1752.0
481;I Horeca;Noord-Holland (PV);2010;4272;1295;1886.0
482;I Horeca;Noord-Holland (PV);2011;4809;1438;2160.0
483;I Horeca;Noord-Holland (PV);2012;4858;1456;2178.0
484;I Horeca;Noord-Holland (PV);2013;5135;1453;2259.0
485;I Horeca;Noord-Holland (PV);2014;5318;1560;
486;I Horeca;Zuid-Holland (PV);2009;3253;999;1390.0
487;I Horeca;Zuid-Holland (PV);2010;3329;986;1408.0
488;I Horeca;Zuid-Holland (PV);2011;3540;1063;1557.0
489;I Horeca;Zuid-Holland (PV);2012;3607;1091;1595.0
490;I Horeca;Zuid-Holland (PV);2013;2894;926;1303.0
491;I Horeca;Zuid-Holland (PV);2014;3653;1077;
492;I Horeca;Zeeland (PV);2009;599;146;243.0
493;I Horeca;Zeeland (PV);2010;620;152;260.0
494;I Horeca;Zeeland (PV);2011;637;159;280.0
495;I Horeca;Zeeland (PV);2012;636;162;277.0
496;I Horeca;Zeeland (PV);2013;396;96;179.0
497;I Horeca;Zeeland (PV);2014;663;165;
498;I Horeca;Noord-Brabant (PV);2009;2229;633;937.0
499;I Horeca;Noord-Brabant (PV);2010;2413;662;1015.0
500;I Horeca;Noord-Brabant (PV);2011;2475;684;1086.0
501;I Horeca;Noord-Brabant (PV);2012;2546;717;1110.0
502;I Horeca;Noord-Brabant (PV);2013;3354;877;1409.0
503;I Horeca;Noord-Brabant (PV);2014;3169;843;
504;I Horeca;Limburg (PV);2009;1263;341;515.0
505;I Horeca;Limburg (PV);2010;1296;352;535.0
506;I Horeca;Limburg (PV);2011;1314;357;564.0
507;I Horeca;Limburg (PV);2012;1328;367;583.0
508;I Horeca;Limburg (PV);2013;1528;345;659.0
509;I Horeca;Limburg (PV);2014;1625;437;
510;J Informatie en communicatie;Nederland;2009;50182;14334;23239.0
511;J Informatie en communicatie;Nederland;2010;49770;13923;23557.0
512;J Informatie en communicatie;Nederland;2011;49530;14358;23358.0
513;J Informatie en communicatie;Nederland;2012;51054;15156;24136.0
514;J Informatie en communicatie;Nederland;2013;49566;15019;23516.0
515;J Informatie en communicatie;Nederland;2014;57623;16370;
516;J Informatie en communicatie;Noord-Nederland (LD);2009;3446;909;1826.0
517;J Informatie en communicatie;Noord-Nederland (LD);2010;3178;815;1843.0
518;J Informatie en communicatie;Noord-Nederland (LD);2011;3105;889;1741.0
519;J Informatie en communicatie;Noord-Nederland (LD);2012;3041;891;1691.0
520;J Informatie en communicatie;Noord-Nederland (LD);2013;2877;840;1537.0
521;J Informatie en communicatie;Noord-Nederland (LD);2014;2891;810;
522;J Informatie en communicatie;Oost-Nederland (LD);2009;5389;1762;2475.0
523;J Informatie en communicatie;Oost-Nederland (LD);2010;5423;1738;2615.0
524;J Informatie en communicatie;Oost-Nederland (LD);2011;5265;1742;2361.0
525;J Informatie en communicatie;Oost-Nederland (LD);2012;5604;1825;2691.0
526;J Informatie en communicatie;Oost-Nederland (LD);2013;5730;1875;2763.0
527;J Informatie en communicatie;Oost-Nederland (LD);2014;7043;1939;
528;J Informatie en communicatie;West-Nederland (LD);2009;34394;9783;15891.0
529;J Informatie en communicatie;West-Nederland (LD);2010;33898;9381;15727.0
530;J Informatie en communicatie;West-Nederland (LD);2011;34238;9713;16163.0
531;J Informatie en communicatie;West-Nederland (LD);2012;35527;10392;16576.0
532;J Informatie en communicatie;West-Nederland (LD);2013;34019;10178;16082.0
533;J Informatie en communicatie;West-Nederland (LD);2014;40595;11387;
534;J Informatie en communicatie;Zuid-Nederland (LD);2009;6953;1880;3047.0
535;J Informatie en communicatie;Zuid-Nederland (LD);2010;7271;1989;3372.0
536;J Informatie en communicatie;Zuid-Nederland (LD);2011;6922;2014;3093.0
537;J Informatie en communicatie;Zuid-Nederland (LD);2012;6881;2048;3178.0
538;J Informatie en communicatie;Zuid-Nederland (LD);2013;6940;2126;3135.0
539;J Informatie en communicatie;Zuid-Nederland (LD);2014;7094;2234;
540;J Informatie en communicatie;Groningen (PV);2009;2374;605;1361.0
541;J Informatie en communicatie;Groningen (PV);2010;2216;535;1345.0
542;J Informatie en communicatie;Groningen (PV);2011;2003;563;1163.0
543;J Informatie en communicatie;Groningen (PV);2012;1892;553;1086.0
544;J Informatie en communicatie;Groningen (PV);2013;1640;478;943.0
545;J Informatie en communicatie;Groningen (PV);2014;1842;507;
546;J Informatie en communicatie;Friesland (PV);2009;723;192;321.0
547;J Informatie en communicatie;Friesland (PV);2010;672;184;358.0
548;J Informatie en communicatie;Friesland (PV);2011;797;217;429.0
549;J Informatie en communicatie;Friesland (PV);2012;809;209;438.0
550;J Informatie en communicatie;Friesland (PV);2013;778;190;380.0
551;J Informatie en communicatie;Friesland (PV);2014;678;170;
552;J Informatie en communicatie;Drenthe (PV);2009;349;112;144.0
553;J Informatie en communicatie;Drenthe (PV);2010;290;96;140.0
554;J Informatie en communicatie;Drenthe (PV);2011;306;110;149.0
555;J Informatie en communicatie;Drenthe (PV);2012;341;129;168.0
556;J Informatie en communicatie;Drenthe (PV);2013;460;171;213.0
557;J Informatie en communicatie;Drenthe (PV);2014;372;133;
558;J Informatie en communicatie;Overijssel (PV);2009;1599;465;732.0
559;J Informatie en communicatie;Overijssel (PV);2010;1747;485;840.0
560;J Informatie en communicatie;Overijssel (PV);2011;1478;462;666.0
561;J Informatie en communicatie;Overijssel (PV);2012;1792;523;845.0
562;J Informatie en communicatie;Overijssel (PV);2013;1782;574;876.0
563;J Informatie en communicatie;Overijssel (PV);2014;2540;539;
564;J Informatie en communicatie;Flevoland (PV);2009;782;270;338.0
565;J Informatie en communicatie;Flevoland (PV);2010;670;225;303.0
566;J Informatie en communicatie;Flevoland (PV);2011;668;225;289.0
567;J Informatie en communicatie;Flevoland (PV);2012;703;234;298.0
568;J Informatie en communicatie;Flevoland (PV);2013;839;246;351.0
569;J Informatie en communicatie;Flevoland (PV);2014;971;336;
570;J Informatie en communicatie;Gelderland (PV);2009;3008;1026;1406.0
571;J Informatie en communicatie;Gelderland (PV);2010;3005;1029;1472.0
572;J Informatie en communicatie;Gelderland (PV);2011;3118;1055;1406.0
573;J Informatie en communicatie;Gelderland (PV);2012;3109;1067;1547.0
574;J Informatie en communicatie;Gelderland (PV);2013;3109;1055;1536.0
575;J Informatie en communicatie;Gelderland (PV);2014;3533;1063;
576;J Informatie en communicatie;Utrecht (PV);2009;6987;2563;3549.0
577;J Informatie en communicatie;Utrecht (PV);2010;5791;2257;2891.0
578;J Informatie en communicatie;Utrecht (PV);2011;6537;2496;3308.0
579;J Informatie en communicatie;Utrecht (PV);2012;6943;2679;3535.0
580;J Informatie en communicatie;Utrecht (PV);2013;6690;2664;3551.0
581;J Informatie en communicatie;Utrecht (PV);2014;6416;2594;
582;J Informatie en communicatie;Noord-Holland (PV);2009;15489;4052;6530.0
583;J Informatie en communicatie;Noord-Holland (PV);2010;16385;4203;6999.0
584;J Informatie en communicatie;Noord-Holland (PV);2011;15279;4160;6806.0
585;J Informatie en communicatie;Noord-Holland (PV);2012;15233;4343;6870.0
586;J Informatie en communicatie;Noord-Holland (PV);2013;14388;4163;6667.0
587;J Informatie en communicatie;Noord-Holland (PV);2014;22569;5864;
588;J Informatie en communicatie;Zuid-Holland (PV);2009;11708;3116;5712.0
589;J Informatie en communicatie;Zuid-Holland (PV);2010;11464;2858;5716.0
590;J Informatie en communicatie;Zuid-Holland (PV);2011;12164;2991;5931.0
591;J Informatie en communicatie;Zuid-Holland (PV);2012;13158;3306;6068.0
592;J Informatie en communicatie;Zuid-Holland (PV);2013;12692;3297;5754.0
593;J Informatie en communicatie;Zuid-Holland (PV);2014;11341;2876;
594;J Informatie en communicatie;Zeeland (PV);2009;210;52;99.0
595;J Informatie en communicatie;Zeeland (PV);2010;258;63;121.0
596;J Informatie en communicatie;Zeeland (PV);2011;257;66;119.0
597;J Informatie en communicatie;Zeeland (PV);2012;193;64;103.0
598;J Informatie en communicatie;Zeeland (PV);2013;250;55;110.0
599;J Informatie en communicatie;Zeeland (PV);2014;269;53;
600;J Informatie en communicatie;Noord-Brabant (PV);2009;4273;1322;1983.0
601;J Informatie en communicatie;Noord-Brabant (PV);2010;4737;1421;2323.0
602;J Informatie en communicatie;Noord-Brabant (PV);2011;4403;1512;2118.0
603;J Informatie en communicatie;Noord-Brabant (PV);2012;4375;1513;2105.0
604;J Informatie en communicatie;Noord-Brabant (PV);2013;4478;1595;2158.0
605;J Informatie en communicatie;Noord-Brabant (PV);2014;4769;1610;
606;J Informatie en communicatie;Limburg (PV);2009;2680;557;1064.0
607;J Informatie en communicatie;Limburg (PV);2010;2534;567;1049.0
608;J Informatie en communicatie;Limburg (PV);2011;2519;502;975.0
609;J Informatie en communicatie;Limburg (PV);2012;2507;535;1073.0
610;J Informatie en communicatie;Limburg (PV);2013;2461;532;977.0
611;J Informatie en communicatie;Limburg (PV);2014;2324;624;
612;M Specialistische zakelijke diensten;Nederland;2009;67613;25569;32980.0
613;M Specialistische zakelijke diensten;Nederland;2010;70342;25806;34083.0
614;M Specialistische zakelijke diensten;Nederland;2011;72818;27103;35657.0
615;M Specialistische zakelijke diensten;Nederland;2012;74503;26744;35461.0
616;M Specialistische zakelijke diensten;Nederland;2013;74648;27125;35417.0
617;M Specialistische zakelijke diensten;Nederland;2014;74130;27413;
618;M Specialistische zakelijke diensten;Noord-Nederland (LD);2009;4092;1450;1961.0
619;M Specialistische zakelijke diensten;Noord-Nederland (LD);2010;4245;1504;2019.0
620;M Specialistische zakelijke diensten;Noord-Nederland (LD);2011;4377;1577;2118.0
621;M Specialistische zakelijke diensten;Noord-Nederland (LD);2012;4332;1509;2105.0
622;M Specialistische zakelijke diensten;Noord-Nederland (LD);2013;3247;1150;1379.0
623;M Specialistische zakelijke diensten;Noord-Nederland (LD);2014;4361;1435;
624;M Specialistische zakelijke diensten;Oost-Nederland (LD);2009;10470;3997;5190.0
625;M Specialistische zakelijke diensten;Oost-Nederland (LD);2010;11714;4450;5924.0
626;M Specialistische zakelijke diensten;Oost-Nederland (LD);2011;11750;4493;6004.0
627;M Specialistische zakelijke diensten;Oost-Nederland (LD);2012;11557;4443;5901.0
628;M Specialistische zakelijke diensten;Oost-Nederland (LD);2013;13541;4999;6572.0
629;M Specialistische zakelijke diensten;Oost-Nederland (LD);2014;12833;4189;
630;M Specialistische zakelijke diensten;West-Nederland (LD);2009;41812;16011;20034.0
631;M Specialistische zakelijke diensten;West-Nederland (LD);2010;43352;15727;20551.0
632;M Specialistische zakelijke diensten;West-Nederland (LD);2011;45017;16763;21655.0
633;M Specialistische zakelijke diensten;West-Nederland (LD);2012;46558;16596;21717.0
634;M Specialistische zakelijke diensten;West-Nederland (LD);2013;46342;16292;21670.0
635;M Specialistische zakelijke diensten;West-Nederland (LD);2014;44751;17118;
636;M Specialistische zakelijke diensten;Zuid-Nederland (LD);2009;11239;4111;5794.0
637;M Specialistische zakelijke diensten;Zuid-Nederland (LD);2010;11030;4125;5588.0
638;M Specialistische zakelijke diensten;Zuid-Nederland (LD);2011;11674;4270;5881.0
639;M Specialistische zakelijke diensten;Zuid-Nederland (LD);2012;12056;4196;5738.0
640;M Specialistische zakelijke diensten;Zuid-Nederland (LD);2013;11517;4684;5796.0
641;M Specialistische zakelijke diensten;Zuid-Nederland (LD);2014;12185;4669;
642;M Specialistische zakelijke diensten;Groningen (PV);2009;1468;576;740.0
643;M Specialistische zakelijke diensten;Groningen (PV);2010;1526;584;758.0
644;M Specialistische zakelijke diensten;Groningen (PV);2011;1615;632;830.0
645;M Specialistische zakelijke diensten;Groningen (PV);2012;1583;594;797.0
646;M Specialistische zakelijke diensten;Groningen (PV);2013;1382;492;606.0
647;M Specialistische zakelijke diensten;Groningen (PV);2014;1552;566;
648;M Specialistische zakelijke diensten;Friesland (PV);2009;1417;524;737.0
649;M Specialistische zakelijke diensten;Friesland (PV);2010;1445;544;748.0
650;M Specialistische zakelijke diensten;Friesland (PV);2011;1444;555;746.0
651;M Specialistische zakelijke diensten;Friesland (PV);2012;1476;543;773.0
652;M Specialistische zakelijke diensten;Friesland (PV);2013;784;329;367.0
653;M Specialistische zakelijke diensten;Friesland (PV);2014;978;355;
654;M Specialistische zakelijke diensten;Drenthe (PV);2009;1207;350;484.0
655;M Specialistische zakelijke diensten;Drenthe (PV);2010;1275;376;514.0
656;M Specialistische zakelijke diensten;Drenthe (PV);2011;1318;390;543.0
657;M Specialistische zakelijke diensten;Drenthe (PV);2012;1273;372;536.0
658;M Specialistische zakelijke diensten;Drenthe (PV);2013;1081;329;406.0
659;M Specialistische zakelijke diensten;Drenthe (PV);2014;1831;514;
660;M Specialistische zakelijke diensten;Overijssel (PV);2009;2952;1126;1483.0
661;M Specialistische zakelijke diensten;Overijssel (PV);2010;3279;1251;1690.0
662;M Specialistische zakelijke diensten;Overijssel (PV);2011;3293;1287;1735.0
663;M Specialistische zakelijke diensten;Overijssel (PV);2012;3172;1248;1675.0
664;M Specialistische zakelijke diensten;Overijssel (PV);2013;3681;1545;1847.0
665;M Specialistische zakelijke diensten;Overijssel (PV);2014;5296;1357;
666;M Specialistische zakelijke diensten;Flevoland (PV);2009;1125;381;495.0
667;M Specialistische zakelijke diensten;Flevoland (PV);2010;1236;438;582.0
668;M Specialistische zakelijke diensten;Flevoland (PV);2011;1192;451;599.0
669;M Specialistische zakelijke diensten;Flevoland (PV);2012;1133;429;586.0
670;M Specialistische zakelijke diensten;Flevoland (PV);2013;919;425;476.0
671;M Specialistische zakelijke diensten;Flevoland (PV);2014;861;389;
672;M Specialistische zakelijke diensten;Gelderland (PV);2009;6394;2490;3212.0
673;M Specialistische zakelijke diensten;Gelderland (PV);2010;7199;2761;3652.0
674;M Specialistische zakelijke diensten;Gelderland (PV);2011;7265;2754;3670.0
675;M Specialistische zakelijke diensten;Gelderland (PV);2012;7252;2766;3639.0
676;M Specialistische zakelijke diensten;Gelderland (PV);2013;8941;3029;4249.0
677;M Specialistische zakelijke diensten;Gelderland (PV);2014;6676;2444;
678;M Specialistische zakelijke diensten;Utrecht (PV);2009;8283;3210;3751.0
679;M Specialistische zakelijke diensten;Utrecht (PV);2010;7850;2959;3698.0
680;M Specialistische zakelijke diensten;Utrecht (PV);2011;8612;3362;4179.0
681;M Specialistische zakelijke diensten;Utrecht (PV);2012;8559;3245;4012.0
682;M Specialistische zakelijke diensten;Utrecht (PV);2013;8967;2950;4862.0
683;M Specialistische zakelijke diensten;Utrecht (PV);2014;7974;3475;
684;M Specialistische zakelijke diensten;Noord-Holland (PV);2009;17376;6140;8072.0
685;M Specialistische zakelijke diensten;Noord-Holland (PV);2010;17951;6141;8496.0
686;M Specialistische zakelijke diensten;Noord-Holland (PV);2011;18758;6626;9054.0
687;M Specialistische zakelijke diensten;Noord-Holland (PV);2012;20053;6713;9253.0
688;M Specialistische zakelijke diensten;Noord-Holland (PV);2013;18101;6038;7698.0
689;M Specialistische zakelijke diensten;Noord-Holland (PV);2014;19697;6653;
690;M Specialistische zakelijke diensten;Zuid-Holland (PV);2009;15625;6456;7919.0
691;M Specialistische zakelijke diensten;Zuid-Holland (PV);2010;16882;6381;7992.0
692;M Specialistische zakelijke diensten;Zuid-Holland (PV);2011;16973;6504;8042.0
693;M Specialistische zakelijke diensten;Zuid-Holland (PV);2012;17271;6375;8077.0
694;M Specialistische zakelijke diensten;Zuid-Holland (PV);2013;18804;7076;8853.0
695;M Specialistische zakelijke diensten;Zuid-Holland (PV);2014;16603;6798;
696;M Specialistische zakelijke diensten;Zeeland (PV);2009;528;206;291.0
697;M Specialistische zakelijke diensten;Zeeland (PV);2010;668;246;365.0
698;M Specialistische zakelijke diensten;Zeeland (PV);2011;674;271;380.0
699;M Specialistische zakelijke diensten;Zeeland (PV);2012;675;264;374.0
700;M Specialistische zakelijke diensten;Zeeland (PV);2013;471;229;257.0
701;M Specialistische zakelijke diensten;Zeeland (PV);2014;477;194;
702;M Specialistische zakelijke diensten;Noord-Brabant (PV);2009;8114;3003;4160.0
703;M Specialistische zakelijke diensten;Noord-Brabant (PV);2010;8540;3158;4301.0
704;M Specialistische zakelijke diensten;Noord-Brabant (PV);2011;8871;3203;4471.0
705;M Specialistische zakelijke diensten;Noord-Brabant (PV);2012;9160;3169;4358.0
706;M Specialistische zakelijke diensten;Noord-Brabant (PV);2013;9089;3702;4589.0
707;M Specialistische zakelijke diensten;Noord-Brabant (PV);2014;8916;3460;
708;M Specialistische zakelijke diensten;Limburg (PV);2009;3125;1108;1634.0
709;M Specialistische zakelijke diensten;Limburg (PV);2010;2490;967;1287.0
710;M Specialistische zakelijke diensten;Limburg (PV);2011;2803;1067;1410.0
711;M Specialistische zakelijke diensten;Limburg (PV);2012;2896;1027;1380.0
712;M Specialistische zakelijke diensten;Limburg (PV);2013;2428;982;1207.0
713;M Specialistische zakelijke diensten;Limburg (PV);2014;3269;1209;
714;N Verhuur en overige zakelijke diensten;Nederland;2009;46713;15636;19909.0
715;N Verhuur en overige zakelijke diensten;Nederland;2010;47630;15965;20594.0
716;N Verhuur en overige zakelijke diensten;Nederland;2011;51411;16642;21206.0
717;N Verhuur en overige zakelijke diensten;Nederland;2012;52275;16782;21932.0
718;N Verhuur en overige zakelijke diensten;Nederland;2013;53912;17667;23159.0
719;N Verhuur en overige zakelijke diensten;Nederland;2014;58103;18855;
720;N Verhuur en overige zakelijke diensten;Noord-Nederland (LD);2009;3227;1082;1286.0
721;N Verhuur en overige zakelijke diensten;Noord-Nederland (LD);2010;3183;1028;1289.0
722;N Verhuur en overige zakelijke diensten;Noord-Nederland (LD);2011;3574;1119;1325.0
723;N Verhuur en overige zakelijke diensten;Noord-Nederland (LD);2012;3712;1201;1433.0
724;N Verhuur en overige zakelijke diensten;Noord-Nederland (LD);2013;3969;1297;1453.0
725;N Verhuur en overige zakelijke diensten;Noord-Nederland (LD);2014;4017;1380;
726;N Verhuur en overige zakelijke diensten;Oost-Nederland (LD);2009;8256;2764;3716.0
727;N Verhuur en overige zakelijke diensten;Oost-Nederland (LD);2010;8352;3016;3870.0
728;N Verhuur en overige zakelijke diensten;Oost-Nederland (LD);2011;8984;3059;4056.0
729;N Verhuur en overige zakelijke diensten;Oost-Nederland (LD);2012;8511;2732;3474.0
730;N Verhuur en overige zakelijke diensten;Oost-Nederland (LD);2013;8278;2860;3627.0
731;N Verhuur en overige zakelijke diensten;Oost-Nederland (LD);2014;8732;3028;
732;N Verhuur en overige zakelijke diensten;West-Nederland (LD);2009;27166;8654;11284.0
733;N Verhuur en overige zakelijke diensten;West-Nederland (LD);2010;27433;8700;11532.0
734;N Verhuur en overige zakelijke diensten;West-Nederland (LD);2011;28368;8983;11442.0
735;N Verhuur en overige zakelijke diensten;West-Nederland (LD);2012;29958;9271;12439.0
736;N Verhuur en overige zakelijke diensten;West-Nederland (LD);2013;30998;9676;13188.0
737;N Verhuur en overige zakelijke diensten;West-Nederland (LD);2014;34819;10783;
738;N Verhuur en overige zakelijke diensten;Zuid-Nederland (LD);2009;8065;3137;3623.0
739;N Verhuur en overige zakelijke diensten;Zuid-Nederland (LD);2010;8662;3220;3904.0
740;N Verhuur en overige zakelijke diensten;Zuid-Nederland (LD);2011;10485;3482;4384.0
741;N Verhuur en overige zakelijke diensten;Zuid-Nederland (LD);2012;10095;3578;4586.0
742;N Verhuur en overige zakelijke diensten;Zuid-Nederland (LD);2013;10667;3834;4890.0
743;N Verhuur en overige zakelijke diensten;Zuid-Nederland (LD);2014;10534;3663;
744;N Verhuur en overige zakelijke diensten;Groningen (PV);2009;1157;449;481.0
745;N Verhuur en overige zakelijke diensten;Groningen (PV);2010;1152;430;489.0
746;N Verhuur en overige zakelijke diensten;Groningen (PV);2011;1232;438;502.0
747;N Verhuur en overige zakelijke diensten;Groningen (PV);2012;1301;471;527.0
748;N Verhuur en overige zakelijke diensten;Groningen (PV);2013;1380;516;546.0
749;N Verhuur en overige zakelijke diensten;Groningen (PV);2014;1364;538;
750;N Verhuur en overige zakelijke diensten;Friesland (PV);2009;1199;352;435.0
751;N Verhuur en overige zakelijke diensten;Friesland (PV);2010;1218;323;428.0
752;N Verhuur en overige zakelijke diensten;Friesland (PV);2011;1449;347;455.0
753;N Verhuur en overige zakelijke diensten;Friesland (PV);2012;1417;358;451.0
754;N Verhuur en overige zakelijke diensten;Friesland (PV);2013;1607;418;487.0
755;N Verhuur en overige zakelijke diensten;Friesland (PV);2014;1587;409;
756;N Verhuur en overige zakelijke diensten;Drenthe (PV);2009;871;280;370.0
757;N Verhuur en overige zakelijke diensten;Drenthe (PV);2010;813;275;371.0
758;N Verhuur en overige zakelijke diensten;Drenthe (PV);2011;892;334;367.0
759;N Verhuur en overige zakelijke diensten;Drenthe (PV);2012;994;372;455.0
760;N Verhuur en overige zakelijke diensten;Drenthe (PV);2013;982;363;420.0
761;N Verhuur en overige zakelijke diensten;Drenthe (PV);2014;1065;434;
762;N Verhuur en overige zakelijke diensten;Overijssel (PV);2009;2750;951;1146.0
763;N Verhuur en overige zakelijke diensten;Overijssel (PV);2010;2703;1014;1187.0
764;N Verhuur en overige zakelijke diensten;Overijssel (PV);2011;3001;997;1283.0
765;N Verhuur en overige zakelijke diensten;Overijssel (PV);2012;2507;900;1009.0
766;N Verhuur en overige zakelijke diensten;Overijssel (PV);2013;2376;928;1025.0
767;N Verhuur en overige zakelijke diensten;Overijssel (PV);2014;2343;961;
768;N Verhuur en overige zakelijke diensten;Flevoland (PV);2009;1229;284;679.0
769;N Verhuur en overige zakelijke diensten;Flevoland (PV);2010;1138;264;601.0
770;N Verhuur en overige zakelijke diensten;Flevoland (PV);2011;1169;286;679.0
771;N Verhuur en overige zakelijke diensten;Flevoland (PV);2012;1264;296;653.0
772;N Verhuur en overige zakelijke diensten;Flevoland (PV);2013;1261;267;626.0
773;N Verhuur en overige zakelijke diensten;Flevoland (PV);2014;1469;384;
774;N Verhuur en overige zakelijke diensten;Gelderland (PV);2009;4276;1529;1891.0
775;N Verhuur en overige zakelijke diensten;Gelderland (PV);2010;4512;1738;2082.0
776;N Verhuur en overige zakelijke diensten;Gelderland (PV);2011;4815;1776;2094.0
777;N Verhuur en overige zakelijke diensten;Gelderland (PV);2012;4740;1537;1812.0
778;N Verhuur en overige zakelijke diensten;Gelderland (PV);2013;4641;1665;1976.0
779;N Verhuur en overige zakelijke diensten;Gelderland (PV);2014;4921;1683;
780;N Verhuur en overige zakelijke diensten;Utrecht (PV);2009;4327;1508;2138.0
781;N Verhuur en overige zakelijke diensten;Utrecht (PV);2010;4079;1564;1871.0
782;N Verhuur en overige zakelijke diensten;Utrecht (PV);2011;4568;1535;1933.0
783;N Verhuur en overige zakelijke diensten;Utrecht (PV);2012;5203;1807;2055.0
784;N Verhuur en overige zakelijke diensten;Utrecht (PV);2013;5281;2031;2037.0
785;N Verhuur en overige zakelijke diensten;Utrecht (PV);2014;5570;2210;
786;N Verhuur en overige zakelijke diensten;Noord-Holland (PV);2009;10554;3257;4149.0
787;N Verhuur en overige zakelijke diensten;Noord-Holland (PV);2010;11316;3374;4668.0
788;N Verhuur en overige zakelijke diensten;Noord-Holland (PV);2011;11957;3691;4825.0
789;N Verhuur en overige zakelijke diensten;Noord-Holland (PV);2012;12842;3662;5549.0
790;N Verhuur en overige zakelijke diensten;Noord-Holland (PV);2013;14209;3998;6614.0
791;N Verhuur en overige zakelijke diensten;Noord-Holland (PV);2014;17213;4600;
792;N Verhuur en overige zakelijke diensten;Zuid-Holland (PV);2009;11579;3657;4708.0
793;N Verhuur en overige zakelijke diensten;Zuid-Holland (PV);2010;11325;3508;4680.0
794;N Verhuur en overige zakelijke diensten;Zuid-Holland (PV);2011;11048;3502;4366.0
795;N Verhuur en overige zakelijke diensten;Zuid-Holland (PV);2012;11151;3522;4494.0
796;N Verhuur en overige zakelijke diensten;Zuid-Holland (PV);2013;10800;3423;4248.0
797;N Verhuur en overige zakelijke diensten;Zuid-Holland (PV);2014;11316;3723;
798;N Verhuur en overige zakelijke diensten;Zeeland (PV);2009;705;232;290.0
799;N Verhuur en overige zakelijke diensten;Zeeland (PV);2010;713;254;312.0
800;N Verhuur en overige zakelijke diensten;Zeeland (PV);2011;795;255;317.0
801;N Verhuur en overige zakelijke diensten;Zeeland (PV);2012;761;281;341.0
