ID;Interval;Leeftijd;Perioden;TotaalMannenEnVrouwen_1;Mannen_2;Vrouwen_3
0;1;Totaal over alle leeftijden;2009;16481307;8149242;8332065
1;1;Totaal over alle leeftijden;2010;16536426;8176091;8360335
2;1;Totaal over alle leeftijden;2011;16585431;8199872;8385559
3;1;Totaal over alle leeftijden;2012;16633678;8223580;8410098
4;1;Totaal over alle leeftijden;2013;16682055;8247768;8434287
5;1;Totaal over alle leeftijden;2014;16730836;8272489;8458347
6;1;Totaal over alle leeftijden;2015;16779270;8297223;8482047
7;1;Totaal over alle leeftijden;2016;16827607;8321859;8505748
8;1;Totaal over alle leeftijden;2017;16875564;8346109;8529455
9;1;Totaal over alle leeftijden;2018;16922595;8369709;8552886
10;1;Totaal over alle leeftijden;2019;16968691;8392628;8576063
11;1;Totaal over alle leeftijden;2020;17013802;8414854;8598948
12;1;Totaal over alle leeftijden;2021;17057990;8436413;8621577
13;1;Totaal over alle leeftijden;2022;17100937;8457123;8643814
14;1;Totaal over alle leeftijden;2023;17142635;8476991;8665644
15;1;Totaal over alle leeftijden;2024;17182786;8495870;8686916
16;1;Totaal over alle leeftijden;2025;17221168;8513652;8707516
17;1;Totaal over alle leeftijden;2026;17257596;8530254;8727342
18;1;Totaal over alle leeftijden;2027;17291878;8545615;8746263
19;1;Totaal over alle leeftijden;2028;17323881;8559691;8764190
20;1;Totaal over alle leeftijden;2029;17353493;8572458;8781035
21;1;Totaal over alle leeftijden;2030;17380484;8583805;8796679
22;1;Totaal over alle leeftijden;2031;17404667;8593652;8811015
23;1;Totaal over alle leeftijden;2032;17425846;8601915;8823931
24;1;Totaal over alle leeftijden;2033;17443840;8608512;8835328
25;1;Totaal over alle leeftijden;2034;17458442;8613368;8845074
26;1;Totaal over alle leeftijden;2035;17469512;8616438;8853074
27;1;Totaal over alle leeftijden;2036;17477044;8617781;8859263
28;1;Totaal over alle leeftijden;2037;17481037;8617412;8863625
29;1;Totaal over alle leeftijden;2038;17481663;8615442;8866221
30;1;Totaal over alle leeftijden;2039;17479174;8612012;8867162
31;1;Totaal over alle leeftijden;2040;17473887;8607299;8866588
32;1;Totaal over alle leeftijden;2041;17466119;8601470;8864649
33;1;Totaal over alle leeftijden;2042;17456254;8594694;8861560
34;1;Totaal over alle leeftijden;2043;17444679;8587186;8857493
35;1;Totaal over alle leeftijden;2044;17431748;8579116;8852632
36;1;Totaal over alle leeftijden;2045;17417847;8570665;8847182
37;1;Totaal over alle leeftijden;2046;17403234;8561949;8841285
38;1;Totaal over alle leeftijden;2047;17388185;8553093;8835092
39;1;Totaal over alle leeftijden;2048;17373003;8544250;8828753
40;1;Totaal over alle leeftijden;2049;17357885;8535530;8822355
41;1;Totaal over alle leeftijden;2050;17342986;8527013;8815973
42;1;0 tot 5 jaar;2009;931808;476269;455540
43;1;0 tot 5 jaar;2010;920002;470332;449672
44;1;0 tot 5 jaar;2011;911591;465943;445648
45;1;0 tot 5 jaar;2012;905188;462473;442715
46;1;0 tot 5 jaar;2013;902191;461292;440899
47;1;0 tot 5 jaar;2014;895518;457915;437604
48;1;0 tot 5 jaar;2015;892793;456548;436245
49;1;0 tot 5 jaar;2016;893209;456779;436430
50;1;0 tot 5 jaar;2017;895071;457748;437322
51;1;0 tot 5 jaar;2018;898008;459265;438744
52;1;0 tot 5 jaar;2019;901623;461130;440492
53;1;0 tot 5 jaar;2020;906349;463566;442783
54;1;0 tot 5 jaar;2021;911672;466308;445362
55;1;0 tot 5 jaar;2022;917209;469156;448054
56;1;0 tot 5 jaar;2023;922756;472012;450744
57;1;0 tot 5 jaar;2024;928037;474735;453301
58;1;0 tot 5 jaar;2025;932878;477231;455647
59;1;0 tot 5 jaar;2026;937117;479421;457695
60;1;0 tot 5 jaar;2027;940732;481293;459439
61;1;0 tot 5 jaar;2028;943737;482853;460882
62;1;0 tot 5 jaar;2029;946178;484125;462054
63;1;0 tot 5 jaar;2030;948109;485138;462970
64;1;0 tot 5 jaar;2031;949457;485848;463607
65;1;0 tot 5 jaar;2032;950167;486238;463930
66;1;0 tot 5 jaar;2033;950114;486231;463882
67;1;0 tot 5 jaar;2034;949206;485791;463414
68;1;0 tot 5 jaar;2035;947375;484876;462499
69;1;0 tot 5 jaar;2036;944678;483518;461158
70;1;0 tot 5 jaar;2037;941191;481751;459439
71;1;0 tot 5 jaar;2038;937127;479689;457440
72;1;0 tot 5 jaar;2039;932742;477459;455283
73;1;0 tot 5 jaar;2040;928339;475228;453113
