ID;RegioS;Perioden;TotaleWoningvoorraad_1;AantalEigenWoningen_2;TotaalHuurwoning_3;InBezitWoningcorporatie_4;InBezitOverigeVerhuurders_5;EigendomOnbekend_6;EigenWoningen_7;TotaalRelatief_8;InBezitWoningcorporatie_9;InBezitOverigeVerhuurders_10;OnbekendRelatief_11;Regiocode_12;UniekeCode_13
491;'s-Gravenhage (GA);2007;303378.0;135991.0;145967.0;;;21420.0;44.8;48.1;;;7.1;13.0;GA
492;'s-Gravenhage (GA);2008;303770.0;138867.0;144714.0;;;20189.0;45.7;47.6;;;6.6;13.0;GA
493;'s-Gravenhage (GA);2009;306003.0;139928.0;159811.0;102884.0;56927.0;6264.0;45.7;52.2;33.6;18.6;2.0;13.0;GA
494;'s-Gravenhage (GA);2010;309438.0;138568.0;164038.0;105729.0;58309.0;6832.0;44.8;53.0;34.2;18.8;2.2;13.0;GA
495;'s-Gravenhage (GA);2011;311402.0;137451.0;168501.0;101270.0;67231.0;5450.0;44.1;54.1;32.5;21.6;1.8;13.0;GA
496;'s-Gravenhage (GA);2012;313076.0;142543.0;164724.0;100177.0;64547.0;5809.0;45.5;52.6;32.0;20.6;1.9;13.0;GA
497;Rotterdam (GA);2006;464523.0;163848.0;272929.0;;;27746.0;35.3;58.8;;;6.0;14.0;GA
498;Rotterdam (GA);2007;466872.0;171203.0;261023.0;;;34646.0;36.7;55.9;;;7.4;14.0;GA
499;Rotterdam (GA);2008;468776.0;180087.0;259800.0;;;28889.0;38.4;55.4;;;6.2;14.0;GA
500;Rotterdam (GA);2009;469947.0;185486.0;279761.0;216299.0;63462.0;4700.0;39.5;59.5;46.0;13.5;1.0;14.0;GA
501;Rotterdam (GA);2010;471978.0;187092.0;280783.0;214911.0;65872.0;4103.0;39.6;59.5;45.5;14.0;0.9;14.0;GA
502;Rotterdam (GA);2011;475637.0;188429.0;281977.0;210735.0;71242.0;5231.0;39.6;59.3;44.3;15.0;1.1;14.0;GA
503;Rotterdam (GA);2012;475875.0;193324.0;278583.0;207553.0;71030.0;3968.0;40.6;58.5;43.6;14.9;0.8;14.0;GA
504;Dordrecht (GA);2006;105214.0;56394.0;45825.0;;;2995.0;53.6;43.6;;;2.8;15.0;GA
505;Dordrecht (GA);2007;101795.0;54955.0;44127.0;;;2713.0;54.0;43.3;;;2.7;15.0;GA
506;Dordrecht (GA);2008;102400.0;56194.0;43287.0;;;2919.0;54.9;42.3;;;2.9;15.0;GA
507;Dordrecht (GA);2009;103540.0;57467.0;45560.0;35552.0;10008.0;513.0;55.5;44.0;34.3;9.7;0.5;15.0;GA
508;Dordrecht (GA);2010;104143.0;57871.0;45876.0;35765.0;10111.0;396.0;55.6;44.1;34.3;9.7;0.4;15.0;GA
509;Dordrecht (GA);2011;104503.0;57581.0;46487.0;35257.0;11230.0;435.0;55.1;44.5;33.7;10.7;0.4;15.0;GA
510;Dordrecht (GA);2012;104961.0;59261.0;45373.0;35260.0;10113.0;327.0;56.5;43.2;33.6;9.6;0.3;15.0;GA
511;Breda (GA);2006;73956.0;39659.0;32572.0;;;1725.0;53.6;44.0;;;2.3;16.0;GA
512;Breda (GA);2007;74517.0;40807.0;31966.0;;;1744.0;54.8;42.9;;;2.3;16.0;GA
513;Breda (GA);2008;75323.0;41080.0;32106.0;;;2137.0;54.5;42.6;;;2.8;16.0;GA
514;Breda (GA);2009;75885.0;41636.0;34017.0;24441.0;9576.0;232.0;54.9;44.8;32.2;12.6;0.3;16.0;GA
515;Breda (GA);2010;76276.0;41322.0;34769.0;24549.0;10220.0;185.0;54.2;45.6;32.2;13.4;0.2;16.0;GA
516;Breda (GA);2011;76982.0;41888.0;34889.0;23884.0;11005.0;205.0;54.4;45.3;31.0;14.3;0.3;16.0;GA
517;Breda (GA);2012;77903.0;43047.0;34615.0;23947.0;10668.0;241.0;55.3;44.4;30.7;13.7;0.3;16.0;GA
518;Tilburg (GA);2006;93760.0;51132.0;40401.0;;;2227.0;54.5;43.1;;;2.4;17.0;GA
519;Tilburg (GA);2007;94719.0;52318.0;40047.0;;;2354.0;55.2;42.3;;;2.5;17.0;GA
520;Tilburg (GA);2008;96082.0;53383.0;40032.0;;;2667.0;55.6;41.7;;;2.8;17.0;GA
521;Tilburg (GA);2009;97440.0;54488.0;42532.0;33339.0;9193.0;420.0;55.9;43.6;34.2;9.4;0.4;17.0;GA
522;Tilburg (GA);2010;98800.0;54535.0;43875.0;33600.0;10275.0;390.0;55.2;44.4;34.0;10.4;0.4;17.0;GA
523;Tilburg (GA);2011;99307.0;55179.0;43778.0;33322.0;10456.0;350.0;55.6;44.1;33.6;10.5;0.4;17.0;GA
524;Tilburg (GA);2012;99866.0;57319.0;42210.0;33068.0;9142.0;337.0;57.4;42.3;33.1;9.2;0.3;17.0;GA
525;'s-Hertogenbosch (GA);2006;68512.0;33997.0;32855.0;;;1660.0;49.6;48.0;;;2.4;18.0;GA
526;'s-Hertogenbosch (GA);2007;69298.0;34941.0;32456.0;;;1901.0;50.4;46.8;;;2.7;18.0;GA
527;'s-Hertogenbosch (GA);2008;70530.0;35863.0;32711.0;;;1956.0;50.8;46.4;;;2.8;18.0;GA
528;'s-Hertogenbosch (GA);2009;71731.0;36772.0;34635.0;26146.0;8489.0;324.0;51.3;48.3;36.5;11.8;0.5;18.0;GA
529;'s-Hertogenbosch (GA);2010;73095.0;37286.0;35730.0;26568.0;9162.0;79.0;51.0;48.9;36.3;12.5;0.1;18.0;GA
530;'s-Hertogenbosch (GA);2011;73814.0;37459.0;36155.0;25951.0;10204.0;200.0;50.7;49.0;35.2;13.8;0.3;18.0;GA
531;'s-Hertogenbosch (GA);2012;74147.0;38619.0;35339.0;26413.0;8926.0;189.0;52.1;47.7;35.6;12.0;0.3;18.0;GA
532;Eindhoven (GA);2006;141247.0;71233.0;65358.0;;;4656.0;50.4;46.3;;;3.3;19.0;GA
533;Eindhoven (GA);2007;142391.0;73370.0;64413.0;;;4608.0;51.5;45.2;;;3.2;19.0;GA
534;Eindhoven (GA);2008;143124.0;74579.0;64044.0;;;4501.0;52.1;44.7;;;3.1;19.0;GA
535;Eindhoven (GA);2009;143104.0;75715.0;66478.0;51643.0;14835.0;911.0;52.9;46.5;36.1;10.4;0.6;19.0;GA
536;Eindhoven (GA);2010;145844.0;76927.0;68158.0;52904.0;15254.0;759.0;52.7;46.7;36.3;10.5;0.5;19.0;GA
537;Eindhoven (GA);2011;146899.0;76598.0;69379.0;51226.0;18153.0;922.0;52.1;47.2;34.9;12.4;0.6;19.0;GA
538;Eindhoven (GA);2012;148264.0;78562.0;68869.0;51294.0;17575.0;833.0;53.0;46.5;34.6;11.9;0.6;19.0;GA
539;Geleen/Sittard (GA);2006;61708.0;36497.0;22735.0;;;2476.0;59.1;36.8;;;4.0;20.0;GA
540;Geleen/Sittard (GA);2007;61834.0;36503.0;22549.0;;;2782.0;59.0;36.5;;;4.5;20.0;GA
541;Geleen/Sittard (GA);2008;62886.0;37355.0;23062.0;;;2469.0;59.4;36.7;;;3.9;20.0;GA
542;Geleen/Sittard (GA);2009;63021.0;37866.0;24772.0;16973.0;7799.0;383.0;60.1;39.3;26.9;12.4;0.6;20.0;GA
543;Geleen/Sittard (GA);2010;63112.0;37715.0;25042.0;17250.0;7792.0;355.0;59.8;39.7;27.3;12.3;0.6;20.0;GA
544;Geleen/Sittard (GA);2011;63848.0;37567.0;26100.0;17104.0;8996.0;181.0;58.8;40.9;26.8;14.1;0.3;20.0;GA
545;Geleen/Sittard (GA);2012;63932.0;38250.0;25483.0;17219.0;8264.0;199.0;59.8;39.9;26.9;12.9;0.3;20.0;GA
546;Heerlen (GA);2006;99262.0;49826.0;44489.0;;;4947.0;50.2;44.8;;;5.0;21.0;GA
547;Heerlen (GA);2007;99983.0;51405.0;43424.0;;;5154.0;51.4;43.4;;;5.2;21.0;GA
548;Heerlen (GA);2008;100146.0;51886.0;43144.0;;;5116.0;51.8;43.1;;;5.1;21.0;GA
549;Heerlen (GA);2009;100313.0;52344.0;47157.0;35216.0;11941.0;812.0;52.2;47.0;35.1;11.9;0.8;21.0;GA
550;Heerlen (GA);2010;100799.0;52120.0;47869.0;35819.0;12050.0;810.0;51.7;47.5;35.5;12.0;0.8;21.0;GA
551;Heerlen (GA);2011;100472.0;51403.0;48389.0;33935.0;14454.0;680.0;51.2;48.2;33.8;14.4;0.7;21.0;GA
552;Heerlen (GA);2012;100882.0;52277.0;47907.0;34157.0;13750.0;698.0;51.8;47.5;33.9;13.6;0.7;21.0;GA
553;Maastricht (GA);2006;55569.0;22384.0;30223.0;;;2962.0;40.3;54.4;;;5.3;22.0;GA
554;Maastricht (GA);2007;56209.0;22445.0;29987.0;;;3777.0;39.9;53.3;;;6.7;22.0;GA
555;Maastricht (GA);2008;56472.0;22774.0;29735.0;;;3963.0;40.3;52.7;;;7.0;22.0;GA
556;Maastricht (GA);2009;56425.0;23093.0;32476.0;22931.0;9545.0;856.0;40.9;57.6;40.6;16.9;1.5;22.0;GA
557;Maastricht (GA);2010;56662.0;22904.0;33192.0;22972.0;10220.0;566.0;40.4;58.6;40.5;18.0;1.0;22.0;GA
558;Maastricht (GA);2011;56825.0;22676.0;33491.0;22350.0;11141.0;658.0;39.9;58.9;39.3;19.6;1.2;22.0;GA
559;Maastricht (GA);2012;57010.0;24033.0;32399.0;22135.0;10264.0;578.0;42.2;56.8;38.8;18.0;1.0;22.0;GA
560;Geen stadsgewest (SG);2006;2905225.0;1794732.0;1030000.0;;;80493.0;61.8;35.5;;;2.8;0.0;SG
561;Geen stadsgewest (SG);2007;2933182.0;1829906.0;1018994.0;;;84282.0;62.4;34.7;;;2.9;0.0;SG
562;Geen stadsgewest (SG);2008;2968462.0;1865300.0;1020614.0;;;82548.0;62.8;34.4;;;2.8;0.0;SG
563;Geen stadsgewest (SG);2009;2994755.0;1898397.0;1079889.0;807627.0;272262.0;16469.0;63.4;36.1;27.0;9.1;0.5;0.0;SG
564;Geen stadsgewest (SG);2010;3030031.0;1908073.0;1104741.0;820403.0;284338.0;17217.0;63.0;36.5;27.1;9.4;0.6;0.0;SG
565;Geen stadsgewest (SG);2011;3042196.0;1904518.0;1122976.0;807657.0;315319.0;14702.0;62.6;36.9;26.5;10.4;0.5;0.0;SG
566;Geen stadsgewest (SG);2012;3064244.0;1949325.0;1099072.0;808073.0;290999.0;15847.0;63.6;35.9;26.4;9.5;0.5;0.0;SG
567;Groningen (SG);2006;148213.0;77539.0;66587.0;;;4087.0;52.3;44.9;;;2.8;1.0;SG
568;Groningen (SG);2007;148722.0;78495.0;65651.0;;;4576.0;52.8;44.1;;;3.1;1.0;SG
569;Groningen (SG);2008;150408.0;80101.0;65391.0;;;4916.0;53.3;43.5;;;3.3;1.0;SG
570;Groningen (SG);2009;151407.0;81583.0;68905.0;48640.0;20265.0;919.0;53.9;45.5;32.1;13.4;0.6;1.0;SG
571;Groningen (SG);2010;152786.0;81387.0;70599.0;48683.0;21916.0;800.0;53.3;46.2;31.9;14.3;0.5;1.0;SG
572;Groningen (SG);2011;153435.0;81629.0;71043.0;48390.0;22653.0;763.0;53.2;46.3;31.5;14.8;0.5;1.0;SG
573;Groningen (SG);2012;154462.0;83914.0;69646.0;48527.0;21119.0;902.0;54.3;45.1;31.4;13.7;0.6;1.0;SG
574;Leeuwarden (SG);2006;71496.0;40347.0;28776.0;;;2373.0;56.4;40.2;;;3.3;2.0;SG
575;Leeuwarden (SG);2007;72146.0;41391.0;28200.0;;;2555.0;57.4;39.1;;;3.5;2.0;SG
576;Leeuwarden (SG);2008;73140.0;42335.0;28461.0;;;2344.0;57.9;38.9;;;3.2;2.0;SG
577;Leeuwarden (SG);2009;73841.0;42724.0;30845.0;21783.0;9062.0;272.0;57.9;41.8;29.5;12.3;0.4;2.0;SG
578;Leeuwarden (SG);2010;74218.0;42389.0;31621.0;22192.0;9429.0;208.0;57.1;42.6;29.9;12.7;0.3;2.0;SG
579;Leeuwarden (SG);2011;74523.0;41975.0;32359.0;21692.0;10667.0;189.0;56.3;43.4;29.1;14.3;0.3;2.0;SG
580;Leeuwarden (SG);2012;74903.0;42867.0;31863.0;21720.0;10143.0;173.0;57.2;42.5;29.0;13.5;0.2;2.0;SG
581;Zwolle (SG);2006;70367.0;38425.0;29770.0;;;2172.0;54.6;42.3;;;3.1;3.0;SG
582;Zwolle (SG);2007;71298.0;39534.0;29595.0;;;2169.0;55.4;41.5;;;3.0;3.0;SG
583;Zwolle (SG);2008;72381.0;40756.0;29723.0;;;1902.0;56.3;41.1;;;2.6;3.0;SG
584;Zwolle (SG);2009;73361.0;41691.0;31274.0;22844.0;8430.0;396.0;56.8;42.6;31.1;11.5;0.5;3.0;SG
585;Zwolle (SG);2010;74186.0;41608.0;32114.0;23411.0;8703.0;464.0;56.1;43.3;31.6;11.7;0.6;3.0;SG
586;Zwolle (SG);2011;74524.0;41865.0;32288.0;23074.0;9214.0;371.0;56.2;43.3;31.0;12.4;0.5;3.0;SG
587;Zwolle (SG);2012;75205.0;42926.0;31871.0;22552.0;9319.0;408.0;57.1;42.4;30.0;12.4;0.5;3.0;SG
588;Enschede (SG);2006;132014.0;68223.0;58955.0;;;4836.0;51.7;44.7;;;3.7;4.0;SG
589;Enschede (SG);2007;132609.0;70201.0;57165.0;;;5243.0;52.9;43.1;;;4.0;4.0;SG
590;Enschede (SG);2008;133743.0;71146.0;56634.0;;;5963.0;53.2;42.3;;;4.5;4.0;SG
591;Enschede (SG);2009;135256.0;72436.0;61096.0;48869.0;12227.0;1724.0;53.6;45.2;36.1;9.0;1.3;4.0;SG
592;Enschede (SG);2010;135896.0;72321.0;62128.0;49142.0;12986.0;1447.0;53.2;45.7;36.2;9.6;1.1;4.0;SG
593;Enschede (SG);2011;136036.0;72001.0;62053.0;47745.0;14308.0;1982.0;52.9;45.6;35.1;10.5;1.5;4.0;SG
594;Enschede (SG);2012;137080.0;74369.0;60681.0;48134.0;12547.0;2030.0;54.3;44.3;35.1;9.2;1.5;4.0;SG
595;Apeldoorn (SG);2006;86101.0;49526.0;34072.0;;;2503.0;57.5;39.6;;;2.9;5.0;SG
596;Apeldoorn (SG);2007;86551.0;50284.0;33539.0;;;2728.0;58.1;38.8;;;3.2;5.0;SG
597;Apeldoorn (SG);2008;86940.0;50908.0;33330.0;;;2702.0;58.6;38.3;;;3.1;5.0;SG
598;Apeldoorn (SG);2009;87902.0;51950.0;35246.0;26704.0;8542.0;706.0;59.1;40.1;30.4;9.7;0.8;5.0;SG
599;Apeldoorn (SG);2010;88406.0;52369.0;35380.0;26030.0;9350.0;657.0;59.2;40.0;29.4;10.6;0.7;5.0;SG
600;Apeldoorn (SG);2011;88643.0;52052.0;36044.0;25881.0;10163.0;547.0;58.7;40.7;29.2;11.5;0.6;5.0;SG
601;Apeldoorn (SG);2012;89215.0;53468.0;35131.0;25781.0;9350.0;616.0;59.9;39.4;28.9;10.5;0.7;5.0;SG
602;Arnhem (SG);2006;148179.0;75560.0;68944.0;;;3675.0;51.0;46.5;;;2.5;6.0;SG
603;Arnhem (SG);2007;149539.0;77917.0;67401.0;;;4221.0;52.1;45.1;;;2.8;6.0;SG
604;Arnhem (SG);2008;151799.0;80027.0;67117.0;;;4655.0;52.7;44.2;;;3.1;6.0;SG
605;Arnhem (SG);2009;153493.0;82081.0;70432.0;50895.0;19537.0;980.0;53.5;45.9;33.2;12.7;0.6;6.0;SG
606;Arnhem (SG);2010;156142.0;83051.0;71931.0;50217.0;21714.0;1160.0;53.2;46.1;32.2;13.9;0.7;6.0;SG
607;Arnhem (SG);2011;156542.0;83333.0;72084.0;48754.0;23330.0;1125.0;53.2;46.0;31.1;14.9;0.7;6.0;SG
608;Arnhem (SG);2012;157621.0;86474.0;69992.0;47665.0;22327.0;1155.0;54.9;44.4;30.2;14.2;0.7;6.0;SG
609;Nijmegen (SG);2006;114170.0;57297.0;54405.0;;;2468.0;50.2;47.7;;;2.2;7.0;SG
610;Nijmegen (SG);2007;115518.0;58681.0;54465.0;;;2372.0;50.8;47.1;;;2.1;7.0;SG
611;Nijmegen (SG);2008;116608.0;59775.0;54139.0;;;2694.0;51.3;46.4;;;2.3;7.0;SG
612;Nijmegen (SG);2009;117694.0;61261.0;56152.0;42087.0;14065.0;281.0;52.1;47.7;35.8;12.0;0.2;7.0;SG
613;Nijmegen (SG);2010;118704.0;59915.0;57337.0;42544.0;14793.0;1452.0;50.5;48.3;35.8;12.5;1.2;7.0;SG
614;Nijmegen (SG);2011;119916.0;61477.0;58162.0;42557.0;15605.0;277.0;51.3;48.5;35.5;13.0;0.2;7.0;SG
615;Nijmegen (SG);2012;120896.0;63043.0;57454.0;41601.0;15853.0;399.0;52.1;47.5;34.4;13.1;0.3;7.0;SG
616;Amersfoort (SG);2006;109061.0;62757.0;43516.0;;;2788.0;57.5;39.9;;;2.6;8.0;SG
617;Amersfoort (SG);2007;110105.0;65451.0;42200.0;;;2454.0;59.4;38.3;;;2.2;8.0;SG
618;Amersfoort (SG);2008;111371.0;66791.0;42157.0;;;2423.0;60.0;37.9;;;2.2;8.0;SG
619;Amersfoort (SG);2009;113207.0;68794.0;44089.0;32321.0;11768.0;324.0;60.8;38.9;28.6;10.4;0.3;8.0;SG
620;Amersfoort (SG);2010;114750.0;69446.0;44990.0;32786.0;12204.0;314.0;60.5;39.2;28.6;10.6;0.3;8.0;SG
621;Amersfoort (SG);2011;115845.0;69981.0;45541.0;32511.0;13030.0;323.0;60.4;39.3;28.1;11.2;0.3;8.0;SG
622;Amersfoort (SG);2012;116672.0;71489.0;44764.0;32098.0;12666.0;419.0;61.3;38.4;27.5;10.9;0.4;8.0;SG
623;Utrecht (SG);2006;242177.0;124354.0;110746.0;;;7077.0;51.3;45.7;;;2.9;9.0;SG
624;Utrecht (SG);2007;245296.0;128164.0;107631.0;;;9501.0;52.2;43.9;;;3.9;9.0;SG
625;Utrecht (SG);2008;249762.0;132757.0;108469.0;;;8536.0;53.2;43.4;;;3.4;9.0;SG
626;Utrecht (SG);2009;252883.0;133279.0;117751.0;84487.0;33264.0;1853.0;52.7;46.6;33.4;13.2;0.7;9.0;SG
627;Utrecht (SG);2010;256779.0;135429.0;119858.0;84284.0;35574.0;1492.0;52.7;46.7;32.8;13.9;0.6;9.0;SG
628;Utrecht (SG);2011;267875.0;140875.0;124463.0;85180.0;39283.0;2537.0;52.6;46.5;31.8;14.7;0.9;9.0;SG
629;Utrecht (SG);2012;270422.0;146220.0;121249.0;85305.0;35944.0;2953.0;54.1;44.8;31.5;13.3;1.1;9.0;SG
630;Amsterdam (SG);2006;679896.0;238345.0;417381.0;;;24170.0;35.1;61.4;;;3.6;10.0;SG
631;Amsterdam (SG);2007;684922.0;248693.0;392388.0;;;43841.0;36.3;57.3;;;6.4;10.0;SG
632;Amsterdam (SG);2008;692590.0;258758.0;389203.0;;;44629.0;37.4;56.2;;;6.4;10.0;SG
633;Amsterdam (SG);2009;699781.0;267695.0;420864.0;268438.0;152426.0;11222.0;38.3;60.1;38.4;21.8;1.6;10.0;SG
634;Amsterdam (SG);2010;706317.0;268531.0;428117.0;290125.0;137992.0;9669.0;38.0;60.6;41.1;19.5;1.4;10.0;SG
635;Amsterdam (SG);2011;708818.0;273487.0;426427.0;284862.0;141565.0;8904.0;38.6;60.2;40.2;20.0;1.3;10.0;SG
636;Amsterdam (SG);2012;714255.0;282248.0;422157.0;278637.0;143520.0;9850.0;39.5;59.1;39.0;20.1;1.4;10.0;SG
637;Haarlem (SG);2006;177944.0;95998.0;74553.0;;;7393.0;53.9;41.9;;;4.2;11.0;SG
638;Haarlem (SG);2007;178722.0;97827.0;72502.0;;;8393.0;54.7;40.6;;;4.7;11.0;SG
639;Haarlem (SG);2008;181784.0;100519.0;74115.0;;;7150.0;55.3;40.8;;;3.9;11.0;SG
640;Haarlem (SG);2009;182703.0;101832.0;78868.0;57368.0;21500.0;2003.0;55.7;43.2;31.4;11.8;1.1;11.0;SG
641;Haarlem (SG);2010;184708.0;101791.0;80923.0;58869.0;22054.0;1994.0;55.1;43.8;31.9;11.9;1.1;11.0;SG
642;Haarlem (SG);2011;185673.0;102107.0;81761.0;56998.0;24763.0;1805.0;55.0;44.0;30.7;13.3;1.0;11.0;SG
643;Haarlem (SG);2012;187040.0;104612.0;80593.0;57448.0;23145.0;1835.0;55.9;43.1;30.7;12.4;1.0;11.0;SG
644;Leiden (SG);2006;136766.0;76079.0;57928.0;;;2759.0;55.6;42.4;;;2.0;12.0;SG
645;Leiden (SG);2007;137756.0;77960.0;56038.0;;;3758.0;56.6;40.7;;;2.7;12.0;SG
646;Leiden (SG);2008;139047.0;79291.0;55577.0;;;4179.0;57.0;40.0;;;3.0;12.0;SG
647;Leiden (SG);2009;140220.0;80440.0;59073.0;41206.0;17867.0;707.0;57.4;42.1;29.4;12.7;0.5;12.0;SG
648;Leiden (SG);2010;142016.0;81274.0;59792.0;41471.0;18321.0;950.0;57.2;42.1;29.2;12.9;0.7;12.0;SG
649;Leiden (SG);2011;143119.0;78362.0;63887.0;40953.0;22934.0;870.0;54.8;44.6;28.6;16.0;0.6;12.0;SG
650;Leiden (SG);2012;144457.0;84304.0;59149.0;40355.0;18794.0;1004.0;58.4;40.9;27.9;13.0;0.7;12.0;SG
651;'s-Gravenhage (SG);2006;455107.0;213180.0;219726.0;;;22201.0;46.8;48.3;;;4.9;13.0;SG
652;'s-Gravenhage (SG);2007;459422.0;218212.0;214643.0;;;26567.0;47.5;46.7;;;5.8;13.0;SG
653;'s-Gravenhage (SG);2008;461870.0;223095.0;213796.0;;;24979.0;48.3;46.3;;;5.4;13.0;SG
654;'s-Gravenhage (SG);2009;466560.0;226700.0;232915.0;160264.0;72651.0;6945.0;48.6;49.9;34.4;15.6;1.5;13.0;SG
655;'s-Gravenhage (SG);2010;471996.0;226256.0;238150.0;163752.0;74398.0;7590.0;47.9;50.5;34.7;15.8;1.6;13.0;SG
656;'s-Gravenhage (SG);2011;475402.0;226054.0;243407.0;158896.0;84511.0;5941.0;47.6;51.2;33.4;17.8;1.2;13.0;SG
657;'s-Gravenhage (SG);2012;478410.0;233381.0;238674.0;157530.0;81144.0;6355.0;48.8;49.9;32.9;17.0;1.3;13.0;SG
658;Rotterdam (SG);2006;541361.0;209928.0;302041.0;;;29392.0;38.8;55.8;;;5.4;14.0;SG
659;Rotterdam (SG);2007;543956.0;217589.0;290097.0;;;36270.0;40.0;53.3;;;6.7;14.0;SG
660;Rotterdam (SG);2008;546735.0;227257.0;288843.0;;;30635.0;41.6;52.8;;;5.6;14.0;SG
661;Rotterdam (SG);2009;548357.0;233449.0;309976.0;240101.0;69875.0;4932.0;42.6;56.5;43.8;12.7;0.9;14.0;SG
662;Rotterdam (SG);2010;543576.0;230165.0;309149.0;237249.0;71900.0;4262.0;42.3;56.9;43.6;13.2;0.8;14.0;SG
663;Rotterdam (SG);2011;547815.0;230799.0;311585.0;233030.0;78555.0;5431.0;42.1;56.9;42.5;14.3;1.0;14.0;SG
664;Rotterdam (SG);2012;548486.0;236602.0;307763.0;229999.0;77764.0;4121.0;43.1;56.1;41.9;14.2;0.8;14.0;SG
665;Dordrecht (SG);2006;122328.0;66710.0;52168.0;;;3450.0;54.5;42.6;;;2.8;15.0;SG
666;Dordrecht (SG);2007;118975.0;65411.0;50463.0;;;3101.0;55.0;42.4;;;2.6;15.0;SG
667;Dordrecht (SG);2008;119619.0;66780.0;49570.0;;;3269.0;55.8;41.4;;;2.7;15.0;SG
668;Dordrecht (SG);2009;121519.0;68586.0;52385.0;40476.0;11909.0;548.0;56.4;43.1;33.3;9.8;0.5;15.0;SG
669;Dordrecht (SG);2010;122597.0;69289.0;52877.0;41354.0;11523.0;431.0;56.5;43.1;33.7;9.4;0.4;15.0;SG
670;Dordrecht (SG);2011;123584.0;69282.0;53825.0;40864.0;12961.0;477.0;56.1;43.6;33.1;10.5;0.4;15.0;SG
671;Dordrecht (SG);2012;124322.0;71363.0;52592.0;40930.0;11662.0;367.0;57.4;42.3;32.9;9.4;0.3;15.0;SG
672;Breda (SG);2006;130613.0;75362.0;52271.0;;;2980.0;57.7;40.0;;;2.3;16.0;SG
673;Breda (SG);2007;131743.0;77092.0;51604.0;;;3047.0;58.5;39.2;;;2.3;16.0;SG
674;Breda (SG);2008;133619.0;78061.0;51994.0;;;3564.0;58.4;38.9;;;2.7;16.0;SG
675;Breda (SG);2009;134787.0;79141.0;55153.0;40523.0;14630.0;493.0;58.7;40.9;30.1;10.9;0.4;16.0;SG
676;Breda (SG);2010;135716.0;78867.0;56408.0;40827.0;15581.0;441.0;58.1;41.6;30.1;11.5;0.3;16.0;SG
677;Breda (SG);2011;136565.0;79390.0;56792.0;39868.0;16924.0;383.0;58.1;41.6;29.2;12.4;0.3;16.0;SG
678;Breda (SG);2012;137632.0;81009.0;56194.0;39847.0;16347.0;429.0;58.9;40.8;29.0;11.9;0.3;16.0;SG
679;Tilburg (SG);2006;119048.0;68289.0;48040.0;;;2719.0;57.4;40.4;;;2.3;17.0;SG
680;Tilburg (SG);2007;120282.0;69688.0;47746.0;;;2848.0;57.9;39.7;;;2.4;17.0;SG
681;Tilburg (SG);2008;122301.0;71175.0;47934.0;;;3192.0;58.2;39.2;;;2.6;17.0;SG
682;Tilburg (SG);2009;123850.0;72412.0;50950.0;39406.0;11544.0;488.0;58.5;41.1;31.8;9.3;0.4;17.0;SG
683;Tilburg (SG);2010;125398.0;72357.0;52570.0;39866.0;12704.0;471.0;57.7;41.9;31.8;10.1;0.4;17.0;SG
684;Tilburg (SG);2011;126086.0;73071.0;52616.0;39293.0;13323.0;399.0;58.0;41.7;31.2;10.6;0.3;17.0;SG
685;Tilburg (SG);2012;126780.0;75497.0;50903.0;39106.0;11797.0;380.0;59.5;40.2;30.8;9.3;0.3;17.0;SG
686;'s-Hertogenbosch (SG);2006;79030.0;41881.0;35255.0;;;1894.0;53.0;44.6;;;2.4;18.0;SG
687;'s-Hertogenbosch (SG);2007;79870.0;42887.0;34819.0;;;2164.0;53.7;43.6;;;2.7;18.0;SG
688;'s-Hertogenbosch (SG);2008;81468.0;44101.0;35178.0;;;2189.0;54.1;43.2;;;2.7;18.0;SG
689;'s-Hertogenbosch (SG);2009;82779.0;45114.0;37259.0;28052.0;9207.0;406.0;54.5;45.0;33.9;11.1;0.5;18.0;SG
690;'s-Hertogenbosch (SG);2010;84192.0;45647.0;38383.0;28426.0;9957.0;162.0;54.2;45.6;33.8;11.8;0.2;18.0;SG
691;'s-Hertogenbosch (SG);2011;84919.0;45774.0;38882.0;27717.0;11165.0;263.0;53.9;45.8;32.6;13.1;0.3;18.0;SG
692;'s-Hertogenbosch (SG);2012;85266.0;47062.0;37953.0;28154.0;9799.0;251.0;55.2;44.5;33.0;11.5;0.3;18.0;SG
693;Eindhoven (SG);2006;175084.0;94661.0;75130.0;;;5293.0;54.1;42.9;;;3.0;19.0;SG
694;Eindhoven (SG);2007;176361.0;96806.0;74289.0;;;5266.0;54.9;42.1;;;3.0;19.0;SG
695;Eindhoven (SG);2008;177448.0;98104.0;74126.0;;;5218.0;55.3;41.8;;;2.9;19.0;SG
696;Eindhoven (SG);2009;177556.0;99295.0;77213.0;59222.0;17991.0;1048.0;55.9;43.5;33.4;10.1;0.6;19.0;SG
697;Eindhoven (SG);2010;180473.0;100456.0;79112.0;60715.0;18397.0;905.0;55.7;43.8;33.6;10.2;0.5;19.0;SG
698;Eindhoven (SG);2011;181921.0;100083.0;80779.0;59243.0;21536.0;1059.0;55.0;44.4;32.6;11.8;0.6;19.0;SG
699;Eindhoven (SG);2012;183691.0;102371.0;80346.0;59531.0;20815.0;974.0;55.7;43.7;32.4;11.3;0.5;19.0;SG
