ID;RegioS;Perioden;TotaleWoningvoorraad_1;AantalEigenWoningen_2;TotaalHuurwoning_3;InBezitWoningcorporatie_4;InBezitOverigeVerhuurders_5;EigendomOnbekend_6;EigenWoningen_7;TotaalRelatief_8;InBezitWoningcorporatie_9;InBezitOverigeVerhuurders_10;OnbekendRelatief_11;Regiocode_12;UniekeCode_13
1653;Goedereede;2007;4538.0;2948.0;1508.0;;;82.0;65.0;33.2;;;1.8;511.0;GM
1654;Goedereede;2008;4561.0;2978.0;1480.0;;;103.0;65.3;32.4;;;2.3;511.0;GM
1655;Goedereede;2009;4595.0;3037.0;1553.0;1126.0;427.0;5.0;66.1;33.8;24.5;9.3;0.1;511.0;GM
1656;Goedereede;2010;4606.0;3011.0;1589.0;1139.0;450.0;6.0;65.4;34.5;24.7;9.8;0.1;511.0;GM
1657;Goedereede;2011;4663.0;2991.0;1667.0;1180.0;487.0;5.0;64.1;35.7;25.3;10.4;0.1;511.0;GM
1658;Goedereede;2012;4681.0;3024.0;1652.0;1176.0;476.0;5.0;64.6;35.3;25.1;10.2;0.1;511.0;GM
1659;Goes;2006;15982.0;9422.0;6164.0;;;396.0;59.0;38.6;;;2.5;664.0;GM
1660;Goes;2007;16173.0;9488.0;6228.0;;;457.0;58.7;38.5;;;2.8;664.0;GM
1661;Goes;2008;16420.0;9607.0;6387.0;;;426.0;58.5;38.9;;;2.6;664.0;GM
1662;Goes;2009;16551.0;9714.0;6820.0;5185.0;1635.0;17.0;58.7;41.2;31.3;9.9;0.1;664.0;GM
1663;Goes;2010;16616.0;9221.0;7344.0;5245.0;2099.0;51.0;55.5;44.2;31.6;12.6;0.3;664.0;GM
1664;Goes;2011;16725.0;9457.0;7251.0;5194.0;2057.0;17.0;56.5;43.4;31.1;12.3;0.1;664.0;GM
1665;Goes;2012;16948.0;10114.0;6815.0;5209.0;1606.0;19.0;59.7;40.2;30.7;9.5;0.1;664.0;GM
1666;Goirle;2006;8774.0;6086.0;2517.0;;;171.0;69.4;28.7;;;1.9;785.0;GM
1667;Goirle;2007;8892.0;6126.0;2583.0;;;183.0;68.9;29.0;;;2.1;785.0;GM
1668;Goirle;2008;9106.0;6230.0;2676.0;;;200.0;68.4;29.4;;;2.2;785.0;GM
1669;Goirle;2009;9170.0;6335.0;2815.0;2463.0;352.0;20.0;69.1;30.7;26.9;3.8;0.2;785.0;GM
1670;Goirle;2010;9299.0;6437.0;2847.0;2454.0;393.0;15.0;69.2;30.6;26.4;4.2;0.2;785.0;GM
1671;Goirle;2011;9499.0;6578.0;2906.0;2438.0;468.0;15.0;69.2;30.6;25.7;4.9;0.2;785.0;GM
1672;Goirle;2012;9500.0;6602.0;2880.0;2409.0;471.0;18.0;69.5;30.3;25.4;5.0;0.2;785.0;GM
1673;Gorinchem;2006;15291.0;6231.0;8095.0;;;965.0;40.7;52.9;;;6.3;512.0;GM
1674;Gorinchem;2007;15392.0;6557.0;7732.0;;;1103.0;42.6;50.2;;;7.2;512.0;GM
1675;Gorinchem;2008;15453.0;6709.0;7657.0;;;1087.0;43.4;49.6;;;7.0;512.0;GM
1676;Gorinchem;2009;15473.0;6903.0;8306.0;7073.0;1233.0;264.0;44.6;53.7;45.7;8.0;1.7;512.0;GM
1677;Gorinchem;2010;15474.0;6902.0;8316.0;7061.0;1255.0;256.0;44.6;53.7;45.6;8.1;1.7;512.0;GM
1678;Gorinchem;2011;15668.0;6944.0;8503.0;7083.0;1420.0;221.0;44.3;54.3;45.2;9.1;1.4;512.0;GM
1679;Gorinchem;2012;15669.0;7070.0;8375.0;7071.0;1304.0;224.0;45.1;53.4;45.1;8.3;1.4;512.0;GM
1680;Gouda;2006;30076.0;14673.0;14485.0;;;918.0;48.8;48.2;;;3.1;513.0;GM
1681;Gouda;2007;30009.0;14973.0;14229.0;;;807.0;49.9;47.4;;;2.7;513.0;GM
1682;Gouda;2008;30309.0;15220.0;14219.0;;;870.0;50.2;46.9;;;2.9;513.0;GM
1683;Gouda;2009;30507.0;15556.0;14907.0;10110.0;4797.0;44.0;51.0;48.9;33.1;15.7;0.1;513.0;GM
1684;Gouda;2010;30781.0;15695.0;15042.0;10419.0;4623.0;44.0;51.0;48.9;33.8;15.0;0.1;513.0;GM
1685;Gouda;2011;30730.0;15288.0;15379.0;9967.0;5412.0;63.0;49.7;50.0;32.4;17.6;0.2;513.0;GM
1686;Gouda;2012;30868.0;16755.0;14054.0;9617.0;4437.0;59.0;54.3;45.5;31.2;14.4;0.2;513.0;GM
1687;Graafstroom;2006;3347.0;2180.0;1068.0;;;99.0;65.1;31.9;;;3.0;693.0;GM
1688;Graafstroom;2007;3372.0;2178.0;1089.0;;;105.0;64.6;32.3;;;3.1;693.0;GM
1689;Graafstroom;2008;3411.0;2224.0;1108.0;;;79.0;65.2;32.5;;;2.3;693.0;GM
1690;Graafstroom;2009;3420.0;2250.0;1150.0;797.0;353.0;20.0;65.8;33.6;23.3;10.3;0.6;693.0;GM
1691;Graafstroom;2010;3442.0;2356.0;1065.0;795.0;270.0;21.0;68.4;30.9;23.1;7.8;0.6;693.0;GM
1692;Graafstroom;2011;3434.0;2304.0;1119.0;790.0;329.0;11.0;67.1;32.6;23.0;9.6;0.3;693.0;GM
1693;Graafstroom;2012;3520.0;2399.0;1111.0;804.0;307.0;10.0;68.2;31.6;22.8;8.7;0.3;693.0;GM
1694;Graft-De Rijp;2006;2536.0;1829.0;654.0;;;53.0;72.1;25.8;;;2.1;365.0;GM
1695;Graft-De Rijp;2007;2541.0;1831.0;681.0;;;29.0;72.1;26.8;;;1.1;365.0;GM
1696;Graft-De Rijp;2008;2586.0;1862.0;672.0;;;52.0;72.0;26.0;;;2.0;365.0;GM
1697;Graft-De Rijp;2009;2589.0;1876.0;704.0;409.0;295.0;9.0;72.5;27.2;15.8;11.4;0.3;365.0;GM
1698;Graft-De Rijp;2010;2604.0;1869.0;725.0;435.0;290.0;10.0;71.8;27.8;16.7;11.1;0.4;365.0;GM
1699;Graft-De Rijp;2011;2604.0;1830.0;766.0;434.0;332.0;8.0;70.3;29.4;16.7;12.7;0.3;365.0;GM
1700;Graft-De Rijp;2012;2608.0;1866.0;733.0;418.0;315.0;9.0;71.5;28.1;16.0;12.1;0.3;365.0;GM
1701;Grave;2006;4828.0;3121.0;1605.0;;;102.0;64.6;33.2;;;2.1;786.0;GM
1702;Grave;2007;4839.0;3076.0;1654.0;;;109.0;63.6;34.2;;;2.3;786.0;GM
1703;Grave;2008;4892.0;3117.0;1646.0;;;129.0;63.7;33.6;;;2.6;786.0;GM
1704;Grave;2009;4914.0;3158.0;1744.0;1075.0;669.0;12.0;64.3;35.5;21.9;13.6;0.2;786.0;GM
1705;Grave;2010;4962.0;3145.0;1804.0;1085.0;719.0;13.0;63.4;36.4;21.9;14.5;0.3;786.0;GM
1706;Grave;2011;4963.0;3145.0;1806.0;1073.0;733.0;12.0;63.4;36.4;21.6;14.8;0.2;786.0;GM
1707;Grave;2012;4983.0;3183.0;1789.0;1073.0;716.0;11.0;63.9;35.9;21.5;14.4;0.2;786.0;GM
1708;'s-Gravendeel;2006;3691.0;2193.0;1375.0;;;123.0;59.4;37.3;;;3.3;517.0;GM
1709;'s-Gravendeel;2007;;;;;;;;;;;;;
1710;'s-Gravendeel;2008;;;;;;;;;;;;;
1711;'s-Gravendeel;2009;;;;;;;;;;;;;
1712;'s-Gravendeel;2010;;;;;;;;;;;;;
1713;'s-Gravendeel;2011;;;;;;;;;;;;;
1714;'s-Gravendeel;2012;;;;;;;;;;;;;
1715;'s-Gravenhage;2006;230601.0;99226.0;116115.0;;;15260.0;43.0;50.4;;;6.6;518.0;GM
1716;'s-Gravenhage;2007;231997.0;100781.0;112322.0;;;18894.0;43.4;48.4;;;8.1;518.0;GM
1717;'s-Gravenhage;2008;232404.0;103625.0;110851.0;;;17928.0;44.6;47.7;;;7.7;518.0;GM
1718;'s-Gravenhage;2009;234393.0;103966.0;124331.0;81280.0;43051.0;6096.0;44.4;53.0;34.7;18.4;2.6;518.0;GM
1719;'s-Gravenhage;2010;237505.0;102801.0;127978.0;83981.0;43997.0;6726.0;43.3;53.9;35.4;18.5;2.8;518.0;GM
1720;'s-Gravenhage;2011;239145.0;102497.0;131477.0;79796.0;51681.0;5171.0;42.9;55.0;33.4;21.6;2.2;518.0;GM
1721;'s-Gravenhage;2012;240572.0;105959.0;129039.0;78747.0;50292.0;5574.0;44.0;53.6;32.7;20.9;2.3;518.0;GM
1722;Groenlo;2006;11342.0;7864.0;2975.0;;;503.0;69.3;26.2;;;4.4;240.0;GM
1723;Groenlo;2007;;;;;;;;;;;;;
1724;Groenlo;2008;;;;;;;;;;;;;
1725;Groenlo;2009;;;;;;;;;;;;;
1726;Groenlo;2010;;;;;;;;;;;;;
1727;Groenlo;2011;;;;;;;;;;;;;
1728;Groenlo;2012;;;;;;;;;;;;;
1729;Groesbeek;2006;7333.0;4080.0;3123.0;;;130.0;55.6;42.6;;;1.8;241.0;GM
1730;Groesbeek;2007;7414.0;4158.0;3143.0;;;113.0;56.1;42.4;;;1.5;241.0;GM
1731;Groesbeek;2008;7567.0;4267.0;3174.0;;;126.0;56.4;41.9;;;1.7;241.0;GM
1732;Groesbeek;2009;7612.0;4274.0;3318.0;2415.0;903.0;20.0;56.1;43.6;31.7;11.9;0.3;241.0;GM
1733;Groesbeek;2010;7639.0;4277.0;3341.0;2442.0;899.0;21.0;56.0;43.7;32.0;11.8;0.3;241.0;GM
1734;Groesbeek;2011;7647.0;4276.0;3345.0;2359.0;986.0;26.0;55.9;43.7;30.8;12.9;0.3;241.0;GM
1735;Groesbeek;2012;7706.0;4377.0;3304.0;2341.0;963.0;25.0;56.8;42.9;30.4;12.5;0.3;241.0;GM
1736;Groningen;2006;82721.0;32415.0;48030.0;;;2276.0;39.2;58.1;;;2.8;14.0;GM
1737;Groningen;2007;82831.0;32903.0;47343.0;;;2585.0;39.7;57.2;;;3.1;14.0;GM
1738;Groningen;2008;83640.0;33597.0;47045.0;;;2998.0;40.2;56.2;;;3.6;14.0;GM
1739;Groningen;2009;84180.0;34473.0;49440.0;35463.0;13977.0;267.0;41.0;58.7;42.1;16.6;0.3;14.0;GM
1740;Groningen;2010;85204.0;34581.0;50435.0;35470.0;14965.0;188.0;40.6;59.2;41.6;17.6;0.2;14.0;GM
1741;Groningen;2011;85784.0;34837.0;50762.0;35267.0;15495.0;185.0;40.6;59.2;41.1;18.1;0.2;14.0;GM
1742;Groningen;2012;86384.0;36100.0;49960.0;35419.0;14541.0;324.0;41.8;57.8;41.0;16.8;0.4;14.0;GM
1743;Grootegast;2006;4426.0;3101.0;1251.0;;;74.0;70.1;28.3;;;1.7;15.0;GM
1744;Grootegast;2007;4479.0;3165.0;1247.0;;;67.0;70.7;27.8;;;1.5;15.0;GM
1745;Grootegast;2008;4615.0;3290.0;1258.0;;;67.0;71.3;27.3;;;1.5;15.0;GM
1746;Grootegast;2009;4634.0;3324.0;1298.0;983.0;315.0;12.0;71.7;28.0;21.2;6.8;0.3;15.0;GM
1747;Grootegast;2010;4652.0;3304.0;1337.0;940.0;397.0;11.0;71.0;28.7;20.2;8.5;0.2;15.0;GM
1748;Grootegast;2011;4655.0;3283.0;1363.0;915.0;448.0;9.0;70.5;29.3;19.7;9.6;0.2;15.0;GM
1749;Grootegast;2012;4760.0;3375.0;1353.0;929.0;424.0;32.0;70.9;28.4;19.5;8.9;0.7;15.0;GM
1750;Gulpen-Wittem;2006;6281.0;4220.0;1803.0;;;258.0;67.2;28.7;;;4.1;1729.0;GM
1751;Gulpen-Wittem;2007;6294.0;4303.0;1761.0;;;230.0;68.4;28.0;;;3.7;1729.0;GM
1752;Gulpen-Wittem;2008;6331.0;4357.0;1789.0;;;185.0;68.8;28.3;;;2.9;1729.0;GM
1753;Gulpen-Wittem;2009;6327.0;4409.0;1907.0;1199.0;708.0;11.0;69.7;30.1;19.0;11.2;0.2;1729.0;GM
1754;Gulpen-Wittem;2010;6315.0;4363.0;1938.0;1234.0;704.0;14.0;69.1;30.7;19.5;11.1;0.2;1729.0;GM
1755;Gulpen-Wittem;2011;6426.0;4296.0;2119.0;1239.0;880.0;11.0;66.9;33.0;19.3;13.7;0.2;1729.0;GM
1756;Gulpen-Wittem;2012;6446.0;4369.0;2066.0;1222.0;844.0;11.0;67.8;32.1;19.0;13.1;0.2;1729.0;GM
1757;Haaksbergen;2006;9451.0;6186.0;2898.0;;;367.0;65.5;30.7;;;3.9;158.0;GM
1758;Haaksbergen;2007;9525.0;6300.0;2780.0;;;445.0;66.1;29.2;;;4.7;158.0;GM
1759;Haaksbergen;2008;9671.0;6439.0;2786.0;;;446.0;66.6;28.8;;;4.6;158.0;GM
1760;Haaksbergen;2009;9675.0;6474.0;3016.0;2044.0;972.0;185.0;66.9;31.2;21.1;10.0;1.9;158.0;GM
1761;Haaksbergen;2010;9719.0;6477.0;3053.0;2246.0;807.0;189.0;66.6;31.4;23.1;8.3;1.9;158.0;GM
1762;Haaksbergen;2011;9722.0;6462.0;3080.0;2189.0;891.0;180.0;66.5;31.7;22.5;9.2;1.9;158.0;GM
1763;Haaksbergen;2012;9775.0;6587.0;3023.0;2210.0;813.0;165.0;67.4;30.9;22.6;8.3;1.7;158.0;GM
1764;Haaren;2006;4907.0;3795.0;1041.0;;;71.0;77.3;21.2;;;1.4;788.0;GM
1765;Haaren;2007;4914.0;3812.0;1029.0;;;73.0;77.6;20.9;;;1.5;788.0;GM
1766;Haaren;2008;4906.0;3839.0;1016.0;;;51.0;78.3;20.7;;;1.0;788.0;GM
1767;Haaren;2009;4907.0;3811.0;1089.0;589.0;500.0;7.0;77.7;22.2;12.0;10.2;0.1;788.0;GM
1768;Haaren;2010;4967.0;3770.0;1152.0;746.0;406.0;45.0;75.9;23.2;15.0;8.2;0.9;788.0;GM
1769;Haaren;2011;4968.0;3777.0;1180.0;755.0;425.0;11.0;76.0;23.8;15.2;8.6;0.2;788.0;GM
1770;Haaren;2012;4990.0;3823.0;1157.0;772.0;385.0;10.0;76.6;23.2;15.5;7.7;0.2;788.0;GM
1771;Haarlem;2006;67323.0;32873.0;30662.0;;;3788.0;48.8;45.5;;;5.6;392.0;GM
1772;Haarlem;2007;67485.0;33604.0;29238.0;;;4643.0;49.8;43.3;;;6.9;392.0;GM
1773;Haarlem;2008;69402.0;35400.0;30549.0;;;3453.0;51.0;44.0;;;5.0;392.0;GM
1774;Haarlem;2009;69505.0;35869.0;32514.0;22992.0;9522.0;1122.0;51.6;46.8;33.1;13.7;1.6;392.0;GM
1775;Haarlem;2010;70674.0;35552.0;33982.0;24043.0;9939.0;1140.0;50.3;48.1;34.0;14.1;1.6;392.0;GM
1776;Haarlem;2011;70976.0;35697.0;34190.0;22853.0;11337.0;1089.0;50.3;48.2;32.2;16.0;1.5;392.0;GM
1777;Haarlem;2012;71653.0;36818.0;33663.0;23269.0;10394.0;1172.0;51.4;47.0;32.5;14.5;1.6;392.0;GM
1778;Haarlemmerliede en Spaarnwoude;2006;2121.0;1396.0;672.0;;;53.0;65.8;31.7;;;2.5;393.0;GM
1779;Haarlemmerliede en Spaarnwoude;2007;2121.0;1397.0;665.0;;;59.0;65.9;31.4;;;2.8;393.0;GM
1780;Haarlemmerliede en Spaarnwoude;2008;2168.0;1414.0;697.0;;;57.0;65.2;32.1;;;2.6;393.0;GM
1781;Haarlemmerliede en Spaarnwoude;2009;2168.0;1424.0;735.0;521.0;214.0;9.0;65.7;33.9;24.0;9.9;0.4;393.0;GM
1782;Haarlemmerliede en Spaarnwoude;2010;2193.0;1434.0;751.0;521.0;230.0;8.0;65.4;34.2;23.8;10.5;0.4;393.0;GM
1783;Haarlemmerliede en Spaarnwoude;2011;2209.0;1426.0;778.0;521.0;257.0;5.0;64.6;35.2;23.6;11.6;0.2;393.0;GM
1784;Haarlemmerliede en Spaarnwoude;2012;2209.0;1430.0;771.0;497.0;274.0;8.0;64.7;34.9;22.5;12.4;0.4;393.0;GM
1785;Haarlemmermeer;2006;54256.0;34456.0;18562.0;;;1238.0;63.5;34.2;;;2.3;394.0;GM
1786;Haarlemmermeer;2007;55344.0;35702.0;18520.0;;;1122.0;64.5;33.5;;;2.0;394.0;GM
1787;Haarlemmermeer;2008;56394.0;36324.0;18796.0;;;1274.0;64.4;33.3;;;2.3;394.0;GM
1788;Haarlemmermeer;2009;56811.0;37023.0;19617.0;13734.0;5883.0;171.0;65.2;34.5;24.2;10.4;0.3;394.0;GM
1789;Haarlemmermeer;2010;57059.0;36824.0;20043.0;13824.0;6219.0;192.0;64.5;35.1;24.2;10.9;0.3;394.0;GM
1790;Haarlemmermeer;2011;57265.0;36817.0;20297.0;13564.0;6733.0;151.0;64.3;35.4;23.7;11.8;0.3;394.0;GM
1791;Haarlemmermeer;2012;57515.0;37473.0;19893.0;13693.0;6200.0;149.0;65.2;34.6;23.8;10.8;0.3;394.0;GM
1792;Haelen;2006;3959.0;3102.0;708.0;;;149.0;78.4;17.9;;;3.8;914.0;GM
1793;Haelen;2007;;;;;;;;;;;;;
1794;Haelen;2008;;;;;;;;;;;;;
1795;Haelen;2009;;;;;;;;;;;;;
1796;Haelen;2010;;;;;;;;;;;;;
1797;Haelen;2011;;;;;;;;;;;;;
1798;Haelen;2012;;;;;;;;;;;;;
1799;Halderberge;2006;11667.0;7283.0;4079.0;;;305.0;62.4;35.0;;;2.6;1655.0;GM
1800;Halderberge;2007;11846.0;7430.0;4019.0;;;397.0;62.7;33.9;;;3.4;1655.0;GM
1801;Halderberge;2008;12093.0;7613.0;4109.0;;;371.0;63.0;34.0;;;3.1;1655.0;GM
1802;Halderberge;2009;12087.0;7644.0;4380.0;3796.0;584.0;63.0;63.2;36.2;31.4;4.8;0.5;1655.0;GM
1803;Halderberge;2010;12254.0;7753.0;4454.0;3791.0;663.0;47.0;63.3;36.3;30.9;5.4;0.4;1655.0;GM
1804;Halderberge;2011;12306.0;7724.0;4545.0;3777.0;768.0;37.0;62.8;36.9;30.7;6.2;0.3;1655.0;GM
1805;Halderberge;2012;12487.0;7979.0;4462.0;3724.0;738.0;46.0;63.9;35.7;29.8;5.9;0.4;1655.0;GM
1806;Hardenberg;2006;21060.0;13666.0;6911.0;;;483.0;64.9;32.8;;;2.3;160.0;GM
1807;Hardenberg;2007;21192.0;13920.0;6656.0;;;616.0;65.7;31.4;;;2.9;160.0;GM
1808;Hardenberg;2008;21587.0;14366.0;6671.0;;;550.0;66.5;30.9;;;2.5;160.0;GM
1809;Hardenberg;2009;22077.0;14645.0;7371.0;4840.0;2531.0;61.0;66.3;33.4;21.9;11.5;0.3;160.0;GM
1810;Hardenberg;2010;22407.0;14608.0;7726.0;5102.0;2624.0;73.0;65.2;34.5;22.8;11.7;0.3;160.0;GM
1811;Hardenberg;2011;22509.0;14650.0;7790.0;4891.0;2899.0;69.0;65.1;34.6;21.7;12.9;0.3;160.0;GM
1812;Hardenberg;2012;22661.0;14882.0;7709.0;4815.0;2894.0;70.0;65.7;34.0;21.2;12.8;0.3;160.0;GM
1813;Harderwijk;2006;16247.0;9213.0;6482.0;;;552.0;56.7;39.9;;;3.4;243.0;GM
1814;Harderwijk;2007;16578.0;9394.0;6373.0;;;811.0;56.7;38.4;;;4.9;243.0;GM
1815;Harderwijk;2008;16713.0;9647.0;6611.0;;;455.0;57.7;39.6;;;2.7;243.0;GM
1816;Harderwijk;2009;17300.0;9982.0;7068.0;5093.0;1975.0;250.0;57.7;40.9;29.4;11.4;1.4;243.0;GM
1817;Harderwijk;2010;17868.0;10173.0;7506.0;5282.0;2224.0;189.0;56.9;42.0;29.6;12.4;1.1;243.0;GM
1818;Harderwijk;2011;18298.0;10420.0;7677.0;5344.0;2333.0;201.0;56.9;42.0;29.2;12.8;1.1;243.0;GM
1819;Harderwijk;2012;18352.0;10451.0;7596.0;5532.0;2064.0;305.0;56.9;41.4;30.1;11.2;1.7;243.0;GM
1820;Hardinxveld-Giessendam;2006;6618.0;4040.0;2435.0;;;143.0;61.0;36.8;;;2.2;523.0;GM
1821;Hardinxveld-Giessendam;2007;6650.0;4062.0;2421.0;;;167.0;61.1;36.4;;;2.5;523.0;GM
1822;Hardinxveld-Giessendam;2008;6652.0;4081.0;2391.0;;;180.0;61.3;35.9;;;2.7;523.0;GM
1823;Hardinxveld-Giessendam;2009;6747.0;4204.0;2534.0;2095.0;439.0;9.0;62.3;37.6;31.1;6.5;0.1;523.0;GM
1824;Hardinxveld-Giessendam;2010;6738.0;4172.0;2557.0;2080.0;477.0;9.0;61.9;37.9;30.9;7.1;0.1;523.0;GM
1825;Hardinxveld-Giessendam;2011;6887.0;4188.0;2672.0;2094.0;578.0;27.0;60.8;38.8;30.4;8.4;0.4;523.0;GM
1826;Hardinxveld-Giessendam;2012;6953.0;4258.0;2690.0;2139.0;551.0;5.0;61.2;38.7;30.8;7.9;0.1;523.0;GM
1827;Haren;2006;8366.0;5564.0;2483.0;;;319.0;66.5;29.7;;;3.8;17.0;GM
1828;Haren;2007;8378.0;5524.0;2600.0;;;254.0;65.9;31.0;;;3.0;17.0;GM
1829;Haren;2008;8388.0;5571.0;2522.0;;;295.0;66.4;30.1;;;3.5;17.0;GM
1830;Haren;2009;8396.0;5580.0;2679.0;1211.0;1468.0;137.0;66.5;31.9;14.4;17.5;1.6;17.0;GM
1831;Haren;2010;8446.0;5426.0;2974.0;1248.0;1726.0;46.0;64.2;35.2;14.8;20.4;0.5;17.0;GM
1832;Haren;2011;8441.0;5423.0;2903.0;1294.0;1609.0;115.0;64.2;34.4;15.3;19.1;1.4;17.0;GM
1833;Haren;2012;8461.0;5448.0;2901.0;1252.0;1649.0;112.0;64.4;34.3;14.8;19.5;1.3;17.0;GM
1834;Harenkarspel;2006;5893.0;4130.0;1665.0;;;98.0;70.1;28.3;;;1.7;395.0;GM
1835;Harenkarspel;2007;6001.0;4167.0;1749.0;;;85.0;69.4;29.1;;;1.4;395.0;GM
1836;Harenkarspel;2008;6034.0;4204.0;1753.0;;;77.0;69.7;29.1;;;1.3;395.0;GM
1837;Harenkarspel;2009;6092.0;4446.0;1608.0;1192.0;416.0;38.0;73.0;26.4;19.6;6.8;0.6;395.0;GM
1838;Harenkarspel;2010;6153.0;4449.0;1663.0;1197.0;466.0;41.0;72.3;27.0;19.5;7.6;0.7;395.0;GM
1839;Harenkarspel;2011;6178.0;4454.0;1670.0;1167.0;503.0;54.0;72.1;27.0;18.9;8.1;0.9;395.0;GM
1840;Harenkarspel;2012;6211.0;4502.0;1651.0;1184.0;467.0;58.0;72.5;26.6;19.1;7.5;0.9;395.0;GM
1841;Harlingen;2006;6779.0;3541.0;2842.0;;;396.0;52.2;41.9;;;5.8;72.0;GM
1842;Harlingen;2007;6836.0;3682.0;2835.0;;;319.0;53.9;41.5;;;4.7;72.0;GM
1843;Harlingen;2008;6926.0;3888.0;2633.0;;;405.0;56.1;38.0;;;5.8;72.0;GM
1844;Harlingen;2009;6987.0;3934.0;2939.0;2433.0;506.0;114.0;56.3;42.1;34.8;7.2;1.6;72.0;GM
1845;Harlingen;2010;7033.0;3926.0;3054.0;2364.0;690.0;53.0;55.8;43.4;33.6;9.8;0.8;72.0;GM
1846;Harlingen;2011;7091.0;3951.0;3022.0;2417.0;605.0;118.0;55.7;42.6;34.1;8.5;1.7;72.0;GM
1847;Harlingen;2012;7174.0;4026.0;3030.0;2443.0;587.0;118.0;56.1;42.2;34.1;8.2;1.6;72.0;GM
1848;Hattem;2006;4758.0;2880.0;1697.0;;;181.0;60.5;35.7;;;3.8;244.0;GM
1849;Hattem;2007;4754.0;2925.0;1631.0;;;198.0;61.5;34.3;;;4.2;244.0;GM
1850;Hattem;2008;4746.0;2970.0;1669.0;;;107.0;62.6;35.2;;;2.3;244.0;GM
1851;Hattem;2009;4803.0;2999.0;1785.0;1310.0;475.0;19.0;62.4;37.2;27.3;9.9;0.4;244.0;GM
1852;Hattem;2010;4811.0;2959.0;1807.0;1314.0;493.0;45.0;61.5;37.6;27.3;10.2;0.9;244.0;GM
1853;Hattem;2011;4810.0;2976.0;1816.0;1359.0;457.0;18.0;61.9;37.8;28.3;9.5;0.4;244.0;GM
1854;Hattem;2012;4828.0;3020.0;1790.0;1343.0;447.0;18.0;62.6;37.1;27.8;9.3;0.4;244.0;GM
1855;Heel;2006;3097.0;2465.0;582.0;;;50.0;79.6;18.8;;;1.6;1937.0;GM
1856;Heel;2007;;;;;;;;;;;;;
1857;Heel;2008;;;;;;;;;;;;;
1858;Heel;2009;;;;;;;;;;;;;
1859;Heel;2010;;;;;;;;;;;;;
1860;Heel;2011;;;;;;;;;;;;;
1861;Heel;2012;;;;;;;;;;;;;
1862;Heemskerk;2006;15438.0;8128.0;6888.0;;;422.0;52.6;44.6;;;2.7;396.0;GM
1863;Heemskerk;2007;15693.0;8234.0;7031.0;;;428.0;52.5;44.8;;;2.7;396.0;GM
1864;Heemskerk;2008;16170.0;8637.0;7154.0;;;379.0;53.4;44.2;;;2.3;396.0;GM
1865;Heemskerk;2009;16415.0;8779.0;7597.0;5845.0;1752.0;39.0;53.5;46.3;35.6;10.7;0.2;396.0;GM
1866;Heemskerk;2010;16844.0;8939.0;7866.0;5928.0;1938.0;39.0;53.1;46.7;35.2;11.5;0.2;396.0;GM
1867;Heemskerk;2011;16900.0;8941.0;7921.0;5663.0;2258.0;38.0;52.9;46.9;33.5;13.4;0.2;396.0;GM
1868;Heemskerk;2012;16982.0;9049.0;7896.0;5614.0;2282.0;37.0;53.3;46.5;33.1;13.4;0.2;396.0;GM
1869;Heemstede;2006;10998.0;6731.0;4024.0;;;243.0;61.2;36.6;;;2.2;397.0;GM
1870;Heemstede;2007;11091.0;6839.0;3956.0;;;296.0;61.7;35.7;;;2.7;397.0;GM
1871;Heemstede;2008;11176.0;6892.0;3977.0;;;307.0;61.7;35.6;;;2.7;397.0;GM
1872;Heemstede;2009;11262.0;6992.0;4243.0;2479.0;1764.0;27.0;62.1;37.7;22.0;15.7;0.2;397.0;GM
1873;Heemstede;2010;11445.0;7134.0;4287.0;2491.0;1796.0;24.0;62.3;37.5;21.8;15.7;0.2;397.0;GM
1874;Heemstede;2011;11555.0;7133.0;4403.0;2500.0;1903.0;19.0;61.7;38.1;21.6;16.5;0.2;397.0;GM
1875;Heemstede;2012;11555.0;7276.0;4261.0;2492.0;1769.0;18.0;63.0;36.9;21.6;15.3;0.2;397.0;GM
1876;Heerde;2006;6973.0;4482.0;2232.0;;;259.0;64.3;32.0;;;3.7;246.0;GM
1877;Heerde;2007;7002.0;4452.0;2218.0;;;332.0;63.6;31.7;;;4.7;246.0;GM
1878;Heerde;2008;7290.0;4729.0;2309.0;;;252.0;64.9;31.7;;;3.5;246.0;GM
1879;Heerde;2009;7410.0;4769.0;2449.0;1748.0;701.0;192.0;64.4;33.0;23.6;9.5;2.6;246.0;GM
1880;Heerde;2010;7410.0;4696.0;2512.0;1734.0;778.0;202.0;63.4;33.9;23.4;10.5;2.7;246.0;GM
1881;Heerde;2011;7410.0;4718.0;2522.0;1743.0;779.0;170.0;63.7;34.0;23.5;10.5;2.3;246.0;GM
1882;Heerde;2012;7427.0;4800.0;2454.0;1733.0;721.0;173.0;64.6;33.0;23.3;9.7;2.3;246.0;GM
1883;Heerenveen;2006;18988.0;9940.0;8176.0;;;872.0;52.3;43.1;;;4.6;74.0;GM
1884;Heerenveen;2007;19084.0;10240.0;7863.0;;;981.0;53.7;41.2;;;5.1;74.0;GM
1885;Heerenveen;2008;19214.0;10519.0;7895.0;;;800.0;54.7;41.1;;;4.2;74.0;GM
1886;Heerenveen;2009;19443.0;10772.0;8542.0;5983.0;2559.0;129.0;55.4;43.9;30.8;13.2;0.7;74.0;GM
