ID;Geslacht;Kenmerken;Perioden;InkomendeGrensarbeidUitBelgie_1;InkomendeGrensarbeidUitDuitsland_2;UitgaandeGrensarbeidNaarBelgie_3;UitgaandeGrensarbeidNaarDuitsland_4
324;Mannen;Groningen (PV);2001;5.0;45.0;5.0;150
325;Mannen;Groningen (PV);2002;;;0.0;85
326;Mannen;Groningen (PV);2003;;;;70
327;Mannen;Groningen (PV);2004;;;;90
328;Mannen;Groningen (PV);2005;;;;95
329;Mannen;Oost-Groningen (Cr 01);1999;0.0;15.0;0.0;90
330;Mannen;Oost-Groningen (Cr 01);2000;0.0;15.0;0.0;85
331;Mannen;Oost-Groningen (Cr 01);2001;0.0;20.0;0.0;105
332;Mannen;Oost-Groningen (Cr 01);2002;;;0.0;60
333;Mannen;Oost-Groningen (Cr 01);2003;;;;50
334;Mannen;Oost-Groningen (Cr 01);2004;;;;70
335;Mannen;Oost-Groningen (Cr 01);2005;;;;70
336;Mannen;Delfzijl (Cr 02);1999;0.0;0.0;0.0;15
337;Mannen;Delfzijl (Cr 02);2000;0.0;0.0;0.0;15
338;Mannen;Delfzijl (Cr 02);2001;0.0;5.0;0.0;20
339;Mannen;Delfzijl (Cr 02);2002;;;0.0;10
340;Mannen;Delfzijl (Cr 02);2003;;;;5
341;Mannen;Delfzijl (Cr 02);2004;;;;10
342;Mannen;Delfzijl (Cr 02);2005;;;;10
343;Mannen;Overig-Groningen (Cr 03);1999;0.0;10.0;5.0;25
344;Mannen;Overig-Groningen (Cr 03);2000;0.0;10.0;5.0;20
345;Mannen;Overig-Groningen (Cr 03);2001;5.0;20.0;5.0;25
346;Mannen;Overig-Groningen (Cr 03);2002;;;0.0;15
347;Mannen;Overig-Groningen (Cr 03);2003;;;;10
348;Mannen;Overig-Groningen (Cr 03);2004;;;;15
349;Mannen;Overig-Groningen (Cr 03);2005;;;;15
350;Mannen;Friesland (PV);1999;0.0;5.0;5.0;20
351;Mannen;Friesland (PV);2000;0.0;5.0;5.0;15
352;Mannen;Friesland (PV);2001;0.0;5.0;5.0;20
353;Mannen;Friesland (PV);2002;;;5.0;20
354;Mannen;Friesland (PV);2003;;;;5
355;Mannen;Friesland (PV);2004;;;;5
356;Mannen;Friesland (PV);2005;;;;0
357;Mannen;Drenthe (PV);1999;20.0;80.0;5.0;220
358;Mannen;Drenthe (PV);2000;50.0;115.0;0.0;235
359;Mannen;Drenthe (PV);2001;60.0;200.0;0.0;245
360;Mannen;Drenthe (PV);2002;;;0.0;165
361;Mannen;Drenthe (PV);2003;;;;140
362;Mannen;Drenthe (PV);2004;;;;130
363;Mannen;Drenthe (PV);2005;;;;110
364;Mannen;Noord-Drenthe (Cr 07);1999;0.0;0.0;0.0;20
365;Mannen;Noord-Drenthe (Cr 07);2000;0.0;0.0;0.0;20
366;Mannen;Noord-Drenthe (Cr 07);2001;0.0;5.0;0.0;20
367;Mannen;Noord-Drenthe (Cr 07);2002;;;0.0;15
368;Mannen;Noord-Drenthe (Cr 07);2003;;;;15
369;Mannen;Noord-Drenthe (Cr 07);2004;;;;15
370;Mannen;Noord-Drenthe (Cr 07);2005;;;;15
371;Mannen;Zuidoost-Drenthe (Cr 08);1999;0.0;35.0;5.0;195
372;Mannen;Zuidoost-Drenthe (Cr 08);2000;0.0;60.0;0.0;210
373;Mannen;Zuidoost-Drenthe (Cr 08);2001;0.0;85.0;0.0;215
374;Mannen;Zuidoost-Drenthe (Cr 08);2002;;;0.0;145
375;Mannen;Zuidoost-Drenthe (Cr 08);2003;;;;120
376;Mannen;Zuidoost-Drenthe (Cr 08);2004;;;;110
377;Mannen;Zuidoost-Drenthe (Cr 08);2005;;;;90
378;Mannen;Zuidwest-Drenthe (Cr 09);1999;20.0;50.0;0.0;5
379;Mannen;Zuidwest-Drenthe (Cr 09);2000;50.0;55.0;0.0;10
380;Mannen;Zuidwest-Drenthe (Cr 09);2001;55.0;110.0;0.0;5
381;Mannen;Zuidwest-Drenthe (Cr 09);2002;;;0.0;5
382;Mannen;Zuidwest-Drenthe (Cr 09);2003;;;;5
383;Mannen;Zuidwest-Drenthe (Cr 09);2004;;;;5
384;Mannen;Zuidwest-Drenthe (Cr 09);2005;;;;5
385;Mannen;Overijssel (PV);1999;10.0;295.0;0.0;900
386;Mannen;Overijssel (PV);2000;10.0;460.0;5.0;895
387;Mannen;Overijssel (PV);2001;30.0;645.0;0.0;830
388;Mannen;Overijssel (PV);2002;;;0.0;740
389;Mannen;Overijssel (PV);2003;;;;655
390;Mannen;Overijssel (PV);2004;;;;590
391;Mannen;Overijssel (PV);2005;;;;555
392;Mannen;Noord-Overijssel (Cr 10);1999;5.0;65.0;0.0;20
393;Mannen;Noord-Overijssel (Cr 10);2000;5.0;80.0;0.0;25
394;Mannen;Noord-Overijssel (Cr 10);2001;5.0;110.0;0.0;25
395;Mannen;Noord-Overijssel (Cr 10);2002;;;0.0;15
396;Mannen;Noord-Overijssel (Cr 10);2003;;;;15
397;Mannen;Noord-Overijssel (Cr 10);2004;;;;15
398;Mannen;Noord-Overijssel (Cr 10);2005;;;;15
399;Mannen;Zuidwest-Overijssel (Cr 11);1999;5.0;5.0;0.0;15
400;Mannen;Zuidwest-Overijssel (Cr 11);2000;5.0;20.0;0.0;15
401;Mannen;Zuidwest-Overijssel (Cr 11);2001;0.0;25.0;0.0;10
402;Mannen;Zuidwest-Overijssel (Cr 11);2002;;;0.0;15
403;Mannen;Zuidwest-Overijssel (Cr 11);2003;;;;0
404;Mannen;Zuidwest-Overijssel (Cr 11);2004;;;;0
405;Mannen;Zuidwest-Overijssel (Cr 11);2005;;;;0
406;Mannen;Twente (Cr 12);1999;5.0;225.0;0.0;860
407;Mannen;Twente (Cr 12);2000;5.0;360.0;0.0;850
408;Mannen;Twente (Cr 12);2001;20.0;510.0;0.0;795
409;Mannen;Twente (Cr 12);2002;;;0.0;710
410;Mannen;Twente (Cr 12);2003;;;;640
411;Mannen;Twente (Cr 12);2004;;;;570
412;Mannen;Twente (Cr 12);2005;;;;535
413;Mannen;Flevoland (PV);1999;0.0;0.0;40.0;10
414;Mannen;Flevoland (PV);2000;0.0;0.0;35.0;10
415;Mannen;Flevoland (PV);2001;5.0;0.0;40.0;10
416;Mannen;Flevoland (PV);2002;;;35.0;10
417;Mannen;Flevoland (PV);2003;;;;10
418;Mannen;Flevoland (PV);2004;;;;5
419;Mannen;Flevoland (PV);2005;;;;5
420;Mannen;Gelderland (PV);1999;95.0;240.0;40.0;1720
421;Mannen;Gelderland (PV);2000;75.0;465.0;40.0;1655
422;Mannen;Gelderland (PV);2001;70.0;915.0;35.0;1535
423;Mannen;Gelderland (PV);2002;;;30.0;1340
424;Mannen;Gelderland (PV);2003;;;;1240
425;Mannen;Gelderland (PV);2004;;;;1150
426;Mannen;Gelderland (PV);2005;;;;1010
427;Mannen;Veluwe (Cr 13);1999;40.0;15.0;5.0;35
428;Mannen;Veluwe (Cr 13);2000;15.0;80.0;5.0;30
429;Mannen;Veluwe (Cr 13);2001;15.0;80.0;5.0;20
430;Mannen;Veluwe (Cr 13);2002;;;5.0;15
431;Mannen;Veluwe (Cr 13);2003;;;;15
432;Mannen;Veluwe (Cr 13);2004;;;;10
433;Mannen;Veluwe (Cr 13);2005;;;;5
434;Mannen;Achterhoek (Cr 14);1999;0.0;80.0;5.0;1080
435;Mannen;Achterhoek (Cr 14);2000;5.0;135.0;5.0;1055
436;Mannen;Achterhoek (Cr 14);2001;5.0;365.0;0.0;995
437;Mannen;Achterhoek (Cr 14);2002;;;5.0;900
438;Mannen;Achterhoek (Cr 14);2003;;;;830
439;Mannen;Achterhoek (Cr 14);2004;;;;780
440;Mannen;Achterhoek (Cr 14);2005;;;;705
441;Mannen;Arnhem/Nijmegen (Cr 15);1999;50.0;140.0;25.0;595
442;Mannen;Arnhem/Nijmegen (Cr 15);2000;50.0;240.0;30.0;565
443;Mannen;Arnhem/Nijmegen (Cr 15);2001;50.0;465.0;25.0;510
444;Mannen;Arnhem/Nijmegen (Cr 15);2002;;;20.0;425
445;Mannen;Arnhem/Nijmegen (Cr 15);2003;;;;390
446;Mannen;Arnhem/Nijmegen (Cr 15);2004;;;;355
447;Mannen;Arnhem/Nijmegen (Cr 15);2005;;;;290
448;Mannen;Zuidwest-Gelderland (Cr 16);1999;5.0;5.0;10.0;10
449;Mannen;Zuidwest-Gelderland (Cr 16);2000;5.0;5.0;5.0;10
450;Mannen;Zuidwest-Gelderland (Cr 16);2001;5.0;10.0;5.0;10
451;Mannen;Zuidwest-Gelderland (Cr 16);2002;;;0.0;5
452;Mannen;Zuidwest-Gelderland (Cr 16);2003;;;;5
453;Mannen;Zuidwest-Gelderland (Cr 16);2004;;;;5
454;Mannen;Zuidwest-Gelderland (Cr 16);2005;;;;5
455;Mannen;Utrecht (PV);1999;20.0;15.0;15.0;25
456;Mannen;Utrecht (PV);2000;25.0;85.0;10.0;15
457;Mannen;Utrecht (PV);2001;20.0;55.0;5.0;20
458;Mannen;Utrecht (PV);2002;;;5.0;15
459;Mannen;Utrecht (PV);2003;;;;20
460;Mannen;Utrecht (PV);2004;;;;15
461;Mannen;Utrecht (PV);2005;;;;5
462;Mannen;Noord-Holland PV);1999;40.0;20.0;45.0;50
463;Mannen;Noord-Holland PV);2000;50.0;105.0;45.0;40
464;Mannen;Noord-Holland PV);2001;60.0;110.0;40.0;45
465;Mannen;Noord-Holland PV);2002;;;40.0;45
466;Mannen;Noord-Holland PV);2003;;;;20
467;Mannen;Noord-Holland PV);2004;;;;25
468;Mannen;Noord-Holland PV);2005;;;;5
469;Mannen;Zuid-Holland (PV);1999;190.0;100.0;130.0;45
470;Mannen;Zuid-Holland (PV);2000;180.0;130.0;120.0;45
471;Mannen;Zuid-Holland (PV);2001;180.0;170.0;115.0;40
472;Mannen;Zuid-Holland (PV);2002;;;110.0;50
473;Mannen;Zuid-Holland (PV);2003;;;;25
474;Mannen;Zuid-Holland (PV);2004;;;;20
475;Mannen;Zuid-Holland (PV);2005;;;;10
476;Mannen;Zeeland (PV);1999;625.0;5.0;1685.0;10
477;Mannen;Zeeland (PV);2000;610.0;10.0;1715.0;10
478;Mannen;Zeeland (PV);2001;650.0;15.0;1750.0;10
479;Mannen;Zeeland (PV);2002;;;1820.0;10
480;Mannen;Zeeland (PV);2003;;;;15
481;Mannen;Zeeland (PV);2004;;;;10
482;Mannen;Zeeland (PV);2005;;;;10
483;Mannen;Zeeuws-Vlaanderen (Cr 31);1999;595.0;5.0;1390.0;5
484;Mannen;Zeeuws-Vlaanderen (Cr 31);2000;580.0;10.0;1425.0;5
485;Mannen;Zeeuws-Vlaanderen (Cr 31);2001;620.0;10.0;1460.0;5
486;Mannen;Zeeuws-Vlaanderen (Cr 31);2002;;;1525.0;5
487;Mannen;Zeeuws-Vlaanderen (Cr 31);2003;;;;5
488;Mannen;Zeeuws-Vlaanderen (Cr 31);2004;;;;5
489;Mannen;Zeeuws-Vlaanderen (Cr 31);2005;;;;5
490;Mannen;Overig-Zeeland (Cr 32);1999;30.0;0.0;300.0;10
491;Mannen;Overig-Zeeland (Cr 32);2000;30.0;0.0;290.0;10
492;Mannen;Overig-Zeeland (Cr 32);2001;30.0;5.0;290.0;5
493;Mannen;Overig-Zeeland (Cr 32);2002;;;295.0;10
494;Mannen;Overig-Zeeland (Cr 32);2003;;;;10
495;Mannen;Overig-Zeeland (Cr 32);2004;;;;5
496;Mannen;Overig-Zeeland (Cr 32);2005;;;;5
497;Mannen;Noord-Brabant (PV);1999;3635.0;280.0;1940.0;340
498;Mannen;Noord-Brabant (PV);2000;3395.0;495.0;1915.0;310
499;Mannen;Noord-Brabant (PV);2001;3630.0;1040.0;1875.0;275
500;Mannen;Noord-Brabant (PV);2002;;;1790.0;245
501;Mannen;Noord-Brabant (PV);2003;;;;215
502;Mannen;Noord-Brabant (PV);2004;;;;205
503;Mannen;Noord-Brabant (PV);2005;;;;175
504;Mannen;West-Noord-Brabant (Cr 33);1999;700.0;10.0;1290.0;25
505;Mannen;West-Noord-Brabant (Cr 33);2000;660.0;10.0;1300.0;20
506;Mannen;West-Noord-Brabant (Cr 33);2001;730.0;85.0;1260.0;20
507;Mannen;West-Noord-Brabant (Cr 33);2002;;;1215.0;15
508;Mannen;West-Noord-Brabant (Cr 33);2003;;;;15
509;Mannen;West-Noord-Brabant (Cr 33);2004;;;;15
510;Mannen;West-Noord-Brabant (Cr 33);2005;;;;5
511;Mannen;Midden-Noord-Brabant (Cr 34);1999;765.0;80.0;150.0;20
512;Mannen;Midden-Noord-Brabant (Cr 34);2000;990.0;140.0;145.0;20
513;Mannen;Midden-Noord-Brabant (Cr 34);2001;1065.0;390.0;155.0;15
514;Mannen;Midden-Noord-Brabant (Cr 34);2002;;;150.0;10
515;Mannen;Midden-Noord-Brabant (Cr 34);2003;;;;15
516;Mannen;Midden-Noord-Brabant (Cr 34);2004;;;;15
517;Mannen;Midden-Noord-Brabant (Cr 34);2005;;;;5
518;Mannen;Noordoost-Noord-Brabant (Cr 35);1999;140.0;115.0;60.0;150
519;Mannen;Noordoost-Noord-Brabant (Cr 35);2000;135.0;220.0;55.0;125
520;Mannen;Noordoost-Noord-Brabant (Cr 35);2001;160.0;405.0;75.0;110
521;Mannen;Noordoost-Noord-Brabant (Cr 35);2002;;;70.0;100
522;Mannen;Noordoost-Noord-Brabant (Cr 35);2003;;;;95
523;Mannen;Noordoost-Noord-Brabant (Cr 35);2004;;;;85
524;Mannen;Noordoost-Noord-Brabant (Cr 35);2005;;;;80
525;Mannen;Zuidoost-Noord-Brabant (Cr 36);1999;2030.0;75.0;440.0;145
526;Mannen;Zuidoost-Noord-Brabant (Cr 36);2000;1615.0;120.0;415.0;145
527;Mannen;Zuidoost-Noord-Brabant (Cr 36);2001;1675.0;165.0;385.0;130
528;Mannen;Zuidoost-Noord-Brabant (Cr 36);2002;;;355.0;120
529;Mannen;Zuidoost-Noord-Brabant (Cr 36);2003;;;;95
530;Mannen;Zuidoost-Noord-Brabant (Cr 36);2004;;;;90
531;Mannen;Zuidoost-Noord-Brabant (Cr 36);2005;;;;85
532;Mannen;Limburg (PV);1999;3695.0;950.0;1035.0;6635
533;Mannen;Limburg (PV);2000;3335.0;1005.0;1050.0;6170
534;Mannen;Limburg (PV);2001;3445.0;1465.0;1030.0;5845
535;Mannen;Limburg (PV);2002;;;965.0;5185
536;Mannen;Limburg (PV);2003;;;;4720
537;Mannen;Limburg (PV);2004;;;;4330
538;Mannen;Limburg (PV);2005;;;;3990
539;Mannen;Noord-Limburg (Cr 37);1999;75.0;490.0;55.0;1475
540;Mannen;Noord-Limburg (Cr 37);2000;240.0;420.0;95.0;1370
541;Mannen;Noord-Limburg (Cr 37);2001;245.0;570.0;90.0;1260
542;Mannen;Noord-Limburg (Cr 37);2002;;;80.0;1145
543;Mannen;Noord-Limburg (Cr 37);2003;;;;1025
544;Mannen;Noord-Limburg (Cr 37);2004;;;;960
545;Mannen;Noord-Limburg (Cr 37);2005;;;;885
546;Mannen;Midden-Limburg (Cr 38);1999;645.0;60.0;200.0;785
547;Mannen;Midden-Limburg (Cr 38);2000;640.0;95.0;195.0;745
548;Mannen;Midden-Limburg (Cr 38);2001;660.0;130.0;180.0;710
549;Mannen;Midden-Limburg (Cr 38);2002;;;160.0;645
550;Mannen;Midden-Limburg (Cr 38);2003;;;;615
551;Mannen;Midden-Limburg (Cr 38);2004;;;;575
552;Mannen;Midden-Limburg (Cr 38);2005;;;;545
553;Mannen;Zuid-Limburg (Cr 39);1999;2975.0;400.0;780.0;4375
554;Mannen;Zuid-Limburg (Cr 39);2000;2455.0;490.0;760.0;4050
555;Mannen;Zuid-Limburg (Cr 39);2001;2545.0;765.0;760.0;3870
556;Mannen;Zuid-Limburg (Cr 39);2002;;;725.0;3395
557;Mannen;Zuid-Limburg (Cr 39);2003;;;;3085
558;Mannen;Zuid-Limburg (Cr 39);2004;;;;2795
559;Mannen;Zuid-Limburg (Cr 39);2005;;;;2560
560;Vrouwen;Nederland, totaal, incl. onbekend;1999;7625.0;915.0;1190.0;3930
561;Vrouwen;Nederland, totaal, incl. onbekend;2000;8000.0;1395.0;1245.0;3705
562;Vrouwen;Nederland, totaal, incl. onbekend;2001;8420.0;1990.0;1250.0;3535
563;Vrouwen;Nederland, totaal, incl. onbekend;2002;9275.0;2830.0;1290.0;3240
564;Vrouwen;Nederland, totaal, incl. onbekend;2003;;3865.0;;2965
565;Vrouwen;Nederland, totaal, incl. onbekend;2004;;4575.0;;2800
566;Vrouwen;Nederland, totaal, incl. onbekend;2005;;5050.0;;2725
567;Vrouwen;24 jaar en jonger;1999;980.0;165.0;130.0;250
568;Vrouwen;24 jaar en jonger;2000;960.0;260.0;135.0;305
569;Vrouwen;24 jaar en jonger;2001;875.0;410.0;145.0;250
570;Vrouwen;24 jaar en jonger;2002;1025.0;545.0;130.0;215
571;Vrouwen;24 jaar en jonger;2003;;720.0;;190
572;Vrouwen;24 jaar en jonger;2004;;735.0;;155
573;Vrouwen;24 jaar en jonger;2005;;740.0;;160
574;Vrouwen;25 tot 35 jaar;1999;3055.0;385.0;520.0;1330
575;Vrouwen;25 tot 35 jaar;2000;3015.0;525.0;550.0;1530
576;Vrouwen;25 tot 35 jaar;2001;3075.0;695.0;520.0;1330
577;Vrouwen;25 tot 35 jaar;2002;3235.0;920.0;495.0;1090
578;Vrouwen;25 tot 35 jaar;2003;;1250.0;;905
579;Vrouwen;25 tot 35 jaar;2004;;1530.0;;775
580;Vrouwen;25 tot 35 jaar;2005;;1655.0;;695
581;Vrouwen;35 tot 45 jaar;1999;2200.0;220.0;355.0;1030
582;Vrouwen;35 tot 45 jaar;2000;2395.0;365.0;345.0;985
583;Vrouwen;35 tot 45 jaar;2001;2610.0;520.0;355.0;1030
584;Vrouwen;35 tot 45 jaar;2002;2860.0;780.0;400.0;995
585;Vrouwen;35 tot 45 jaar;2003;;1070.0;;965
586;Vrouwen;35 tot 45 jaar;2004;;1265.0;;945
587;Vrouwen;35 tot 45 jaar;2005;;1425.0;;925
588;Vrouwen;45 tot 55 jaar;1999;1180.0;125.0;185.0;710
589;Vrouwen;45 tot 55 jaar;2000;1365.0;220.0;175.0;690
590;Vrouwen;45 tot 55 jaar;2001;1550.0;310.0;185.0;710
591;Vrouwen;45 tot 55 jaar;2002;1735.0;490.0;215.0;705
592;Vrouwen;45 tot 55 jaar;2003;;685.0;;665
593;Vrouwen;45 tot 55 jaar;2004;;845.0;;660
594;Vrouwen;45 tot 55 jaar;2005;;985.0;;655
595;Vrouwen;55 tot 65 jaar;1999;205.0;20.0;45.0;210
596;Vrouwen;55 tot 65 jaar;2000;260.0;30.0;35.0;190
597;Vrouwen;55 tot 65 jaar;2001;315.0;55.0;45.0;210
598;Vrouwen;55 tot 65 jaar;2002;420.0;90.0;50.0;220
599;Vrouwen;55 tot 65 jaar;2003;;140.0;;230
600;Vrouwen;55 tot 65 jaar;2004;;200.0;;250
601;Vrouwen;55 tot 65 jaar;2005;;245.0;;280
602;Vrouwen;Groningen (PV);1999;5.0;10.0;0.0;45
603;Vrouwen;Groningen (PV);2000;0.0;10.0;0.0;50
604;Vrouwen;Groningen (PV);2001;5.0;10.0;0.0;45
605;Vrouwen;Groningen (PV);2002;;;0.0;45
606;Vrouwen;Groningen (PV);2003;;;;35
607;Vrouwen;Groningen (PV);2004;;;;40
608;Vrouwen;Groningen (PV);2005;;;;35
609;Vrouwen;Oost-Groningen (Cr 01);1999;0.0;5.0;0.0;35
610;Vrouwen;Oost-Groningen (Cr 01);2000;0.0;5.0;0.0;30
611;Vrouwen;Oost-Groningen (Cr 01);2001;0.0;5.0;0.0;25
612;Vrouwen;Oost-Groningen (Cr 01);2002;;;0.0;30
613;Vrouwen;Oost-Groningen (Cr 01);2003;;;;25
614;Vrouwen;Oost-Groningen (Cr 01);2004;;;;25
615;Vrouwen;Oost-Groningen (Cr 01);2005;;;;25
616;Vrouwen;Delfzijl (Cr 02);1999;0.0;0.0;0.0;5
617;Vrouwen;Delfzijl (Cr 02);2000;0.0;0.0;0.0;0
618;Vrouwen;Delfzijl (Cr 02);2001;0.0;0.0;0.0;5
619;Vrouwen;Delfzijl (Cr 02);2002;;;0.0;5
620;Vrouwen;Delfzijl (Cr 02);2003;;;;0
621;Vrouwen;Delfzijl (Cr 02);2004;;;;0
622;Vrouwen;Delfzijl (Cr 02);2005;;;;0
623;Vrouwen;Overig-Groningen (Cr 03);1999;5.0;10.0;0.0;10
624;Vrouwen;Overig-Groningen (Cr 03);2000;0.0;5.0;0.0;15
625;Vrouwen;Overig-Groningen (Cr 03);2001;5.0;5.0;0.0;15
626;Vrouwen;Overig-Groningen (Cr 03);2002;;;0.0;10
627;Vrouwen;Overig-Groningen (Cr 03);2003;;;;10
628;Vrouwen;Overig-Groningen (Cr 03);2004;;;;10
629;Vrouwen;Overig-Groningen (Cr 03);2005;;;;10
630;Vrouwen;Friesland (PV);1999;0.0;0.0;0.0;5
631;Vrouwen;Friesland (PV);2000;0.0;5.0;0.0;5
632;Vrouwen;Friesland (PV);2001;0.0;5.0;0.0;5
633;Vrouwen;Friesland (PV);2002;;;0.0;10
634;Vrouwen;Friesland (PV);2003;;;;5
635;Vrouwen;Friesland (PV);2004;;;;5
636;Vrouwen;Friesland (PV);2005;;;;5
637;Vrouwen;Drenthe (PV);1999;30.0;45.0;0.0;65
638;Vrouwen;Drenthe (PV);2000;45.0;60.0;0.0;60
639;Vrouwen;Drenthe (PV);2001;60.0;80.0;0.0;55
640;Vrouwen;Drenthe (PV);2002;;;0.0;45
641;Vrouwen;Drenthe (PV);2003;;;;40
642;Vrouwen;Drenthe (PV);2004;;;;30
643;Vrouwen;Drenthe (PV);2005;;;;25
644;Vrouwen;Noord-Drenthe (Cr 07);1999;0.0;0.0;0.0;10
645;Vrouwen;Noord-Drenthe (Cr 07);2000;0.0;0.0;0.0;5
646;Vrouwen;Noord-Drenthe (Cr 07);2001;0.0;5.0;0.0;5
647;Vrouwen;Noord-Drenthe (Cr 07);2002;;;0.0;0
648;Vrouwen;Noord-Drenthe (Cr 07);2003;;;;0
649;Vrouwen;Noord-Drenthe (Cr 07);2004;;;;5
650;Vrouwen;Noord-Drenthe (Cr 07);2005;;;;5
651;Vrouwen;Zuidoost-Drenthe (Cr 08);1999;0.0;30.0;0.0;55
652;Vrouwen;Zuidoost-Drenthe (Cr 08);2000;0.0;30.0;0.0;55
653;Vrouwen;Zuidoost-Drenthe (Cr 08);2001;0.0;45.0;0.0;50
654;Vrouwen;Zuidoost-Drenthe (Cr 08);2002;;;0.0;35
655;Vrouwen;Zuidoost-Drenthe (Cr 08);2003;;;;35
656;Vrouwen;Zuidoost-Drenthe (Cr 08);2004;;;;25
657;Vrouwen;Zuidoost-Drenthe (Cr 08);2005;;;;20
658;Vrouwen;Zuidwest-Drenthe (Cr 09);1999;25.0;15.0;0.0;0
659;Vrouwen;Zuidwest-Drenthe (Cr 09);2000;45.0;25.0;0.0;5
660;Vrouwen;Zuidwest-Drenthe (Cr 09);2001;60.0;30.0;0.0;5
661;Vrouwen;Zuidwest-Drenthe (Cr 09);2002;;;0.0;5
662;Vrouwen;Zuidwest-Drenthe (Cr 09);2003;;;;5
663;Vrouwen;Zuidwest-Drenthe (Cr 09);2004;;;;5
664;Vrouwen;Zuidwest-Drenthe (Cr 09);2005;;;;0
665;Vrouwen;Overijssel (PV);1999;5.0;115.0;0.0;375
666;Vrouwen;Overijssel (PV);2000;5.0;215.0;0.0;380
667;Vrouwen;Overijssel (PV);2001;10.0;300.0;0.0;335
668;Vrouwen;Overijssel (PV);2002;;;5.0;310
669;Vrouwen;Overijssel (PV);2003;;;;270
670;Vrouwen;Overijssel (PV);2004;;;;260
671;Vrouwen;Overijssel (PV);2005;;;;255
672;Vrouwen;Noord-Overijssel (Cr 10);1999;0.0;20.0;0.0;20
673;Vrouwen;Noord-Overijssel (Cr 10);2000;0.0;25.0;0.0;15
674;Vrouwen;Noord-Overijssel (Cr 10);2001;0.0;25.0;0.0;15
675;Vrouwen;Noord-Overijssel (Cr 10);2002;;;0.0;10
676;Vrouwen;Noord-Overijssel (Cr 10);2003;;;;5
677;Vrouwen;Noord-Overijssel (Cr 10);2004;;;;5
678;Vrouwen;Noord-Overijssel (Cr 10);2005;;;;5
679;Vrouwen;Zuidwest-Overijssel (Cr 11);1999;0.0;0.0;0.0;5
680;Vrouwen;Zuidwest-Overijssel (Cr 11);2000;0.0;0.0;0.0;5
681;Vrouwen;Zuidwest-Overijssel (Cr 11);2001;0.0;0.0;0.0;5
682;Vrouwen;Zuidwest-Overijssel (Cr 11);2002;;;0.0;5
683;Vrouwen;Zuidwest-Overijssel (Cr 11);2003;;;;0
684;Vrouwen;Zuidwest-Overijssel (Cr 11);2004;;;;0
685;Vrouwen;Zuidwest-Overijssel (Cr 11);2005;;;;0
686;Vrouwen;Twente (Cr 12);1999;5.0;95.0;0.0;350
687;Vrouwen;Twente (Cr 12);2000;5.0;190.0;0.0;365
688;Vrouwen;Twente (Cr 12);2001;10.0;275.0;0.0;315
689;Vrouwen;Twente (Cr 12);2002;;;0.0;300
690;Vrouwen;Twente (Cr 12);2003;;;;265
691;Vrouwen;Twente (Cr 12);2004;;;;250
692;Vrouwen;Twente (Cr 12);2005;;;;250
693;Vrouwen;Flevoland (PV);1999;0.0;0.0;0.0;0
694;Vrouwen;Flevoland (PV);2000;0.0;0.0;0.0;0
695;Vrouwen;Flevoland (PV);2001;0.0;0.0;0.0;0
696;Vrouwen;Flevoland (PV);2002;;;0.0;0
697;Vrouwen;Flevoland (PV);2003;;;;5
698;Vrouwen;Flevoland (PV);2004;;;;5
699;Vrouwen;Flevoland (PV);2005;;;;0
700;Vrouwen;Gelderland (PV);1999;160.0;120.0;15.0;755
701;Vrouwen;Gelderland (PV);2000;60.0;170.0;10.0;710
702;Vrouwen;Gelderland (PV);2001;50.0;290.0;10.0;655
703;Vrouwen;Gelderland (PV);2002;;;10.0;590
704;Vrouwen;Gelderland (PV);2003;;;;510
705;Vrouwen;Gelderland (PV);2004;;;;485
706;Vrouwen;Gelderland (PV);2005;;;;425
707;Vrouwen;Veluwe (Cr 13);1999;20.0;5.0;0.0;20
708;Vrouwen;Veluwe (Cr 13);2000;5.0;0.0;0.0;15
709;Vrouwen;Veluwe (Cr 13);2001;5.0;5.0;0.0;15
710;Vrouwen;Veluwe (Cr 13);2002;;;0.0;10
711;Vrouwen;Veluwe (Cr 13);2003;;;;15
712;Vrouwen;Veluwe (Cr 13);2004;;;;15
713;Vrouwen;Veluwe (Cr 13);2005;;;;5
714;Vrouwen;Achterhoek (Cr 14);1999;15.0;45.0;0.0;445
715;Vrouwen;Achterhoek (Cr 14);2000;5.0;50.0;0.0;415
716;Vrouwen;Achterhoek (Cr 14);2001;10.0;95.0;0.0;375
717;Vrouwen;Achterhoek (Cr 14);2002;;;0.0;345
718;Vrouwen;Achterhoek (Cr 14);2003;;;;300
719;Vrouwen;Achterhoek (Cr 14);2004;;;;285
720;Vrouwen;Achterhoek (Cr 14);2005;;;;255
721;Vrouwen;Arnhem/Nijmegen (Cr 15);1999;130.0;70.0;10.0;280
722;Vrouwen;Arnhem/Nijmegen (Cr 15);2000;45.0;115.0;10.0;265
723;Vrouwen;Arnhem/Nijmegen (Cr 15);2001;35.0;190.0;10.0;255
724;Vrouwen;Arnhem/Nijmegen (Cr 15);2002;;;10.0;220
725;Vrouwen;Arnhem/Nijmegen (Cr 15);2003;;;;190
726;Vrouwen;Arnhem/Nijmegen (Cr 15);2004;;;;180
727;Vrouwen;Arnhem/Nijmegen (Cr 15);2005;;;;160
728;Vrouwen;Zuidwest-Gelderland (Cr 16);1999;0.0;0.0;0.0;15
