ID;RegioSEnBedrijfskenmerken;Perioden;UitgesprokenFaillissementen_1;k_0000bLandbouwBosbouwVisserijAB_2;CTMENijverheidGeenBouwnijverheid_3;FBouwnijverheid_4;GReparatieVanConsumentenartikelen_5;HHoreca_6;IVervoerOpslagEnCommunicatie_7;JFinancieleInstellingen_8;KVHEnHandelInOnroerendGoed_9;k_8000bOnderwijsZorgRecreatie_10;Onbekend_11
747;Bedrijfsleeftijd 9 tot 10 jaar;1999;75.0;3.0;7.0;8.0;20.0;5.0;1.0;3.0;24.0;4.0;0.0
748;Bedrijfsleeftijd 9 tot 10 jaar;2000;90.0;2.0;13.0;14.0;32.0;6.0;5.0;2.0;12.0;4.0;0.0
749;Bedrijfsleeftijd 9 tot 10 jaar;2001;123.0;2.0;18.0;16.0;31.0;10.0;8.0;10.0;22.0;6.0;0.0
750;Bedrijfsleeftijd 9 tot 10 jaar;2002;147.0;6.0;19.0;14.0;37.0;1.0;9.0;15.0;38.0;8.0;0.0
751;Bedrijfsleeftijd 9 tot 10 jaar;2003;270.0;9.0;23.0;32.0;60.0;11.0;16.0;31.0;77.0;10.0;1.0
752;Bedrijfsleeftijd 9 tot 10 jaar;2004;244.0;11.0;29.0;34.0;54.0;11.0;9.0;27.0;53.0;15.0;1.0
753;Bedrijfsleeftijd 9 tot 10 jaar;2005;269.0;10.0;22.0;50.0;59.0;10.0;21.0;33.0;49.0;11.0;4.0
754;Bedrijfsleeftijd 9 tot 10 jaar;2006;210.0;6.0;16.0;33.0;47.0;13.0;13.0;19.0;51.0;11.0;1.0
755;Bedrijfsleeftijd 9 tot 10 jaar;2007;;;;;;;;;;;
756;Bedrijfsleeftijd 9 tot 10 jaar;2008;;;;;;;;;;;
757;Bedrijfsleeftijd 9 tot 10 jaar;2009;;;;;;;;;;;
758;Bedrijfsleeftijd 9 tot 10 jaar;2010;;;;;;;;;;;
759;Bedrijfsleeftijd 9 tot 10 jaar;2011;;;;;;;;;;;
760;Bedrijfsleeftijd 10 tot 15 jaar;1993;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
761;Bedrijfsleeftijd 10 tot 15 jaar;1994;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
762;Bedrijfsleeftijd 10 tot 15 jaar;1995;417.0;10.0;48.0;49.0;149.0;31.0;21.0;19.0;65.0;20.0;5.0
763;Bedrijfsleeftijd 10 tot 15 jaar;1996;424.0;3.0;52.0;57.0;154.0;34.0;20.0;12.0;71.0;21.0;0.0
764;Bedrijfsleeftijd 10 tot 15 jaar;1997;412.0;9.0;57.0;57.0;138.0;26.0;26.0;12.0;69.0;15.0;3.0
765;Bedrijfsleeftijd 10 tot 15 jaar;1998;341.0;7.0;39.0;42.0;116.0;19.0;21.0;19.0;59.0;19.0;0.0
766;Bedrijfsleeftijd 10 tot 15 jaar;1999;289.0;4.0;30.0;44.0;94.0;15.0;16.0;11.0;59.0;16.0;0.0
767;Bedrijfsleeftijd 10 tot 15 jaar;2000;317.0;6.0;60.0;32.0;88.0;9.0;20.0;16.0;75.0;11.0;0.0
768;Bedrijfsleeftijd 10 tot 15 jaar;2001;392.0;6.0;50.0;58.0;106.0;11.0;22.0;22.0;92.0;24.0;1.0
769;Bedrijfsleeftijd 10 tot 15 jaar;2002;472.0;9.0;66.0;41.0;116.0;21.0;35.0;39.0;118.0;27.0;0.0
770;Bedrijfsleeftijd 10 tot 15 jaar;2003;793.0;16.0;107.0;86.0;193.0;32.0;45.0;90.0;191.0;31.0;2.0
771;Bedrijfsleeftijd 10 tot 15 jaar;2004;1004.0;27.0;139.0;105.0;274.0;48.0;53.0;104.0;209.0;42.0;3.0
772;Bedrijfsleeftijd 10 tot 15 jaar;2005;952.0;21.0;72.0;128.0;235.0;61.0;57.0;126.0;206.0;39.0;7.0
773;Bedrijfsleeftijd 10 tot 15 jaar;2006;843.0;20.0;70.0;94.0;219.0;65.0;74.0;88.0;166.0;46.0;1.0
774;Bedrijfsleeftijd 10 tot 15 jaar;2007;;;;;;;;;;;
775;Bedrijfsleeftijd 10 tot 15 jaar;2008;;;;;;;;;;;
776;Bedrijfsleeftijd 10 tot 15 jaar;2009;;;;;;;;;;;
777;Bedrijfsleeftijd 10 tot 15 jaar;2010;;;;;;;;;;;
778;Bedrijfsleeftijd 10 tot 15 jaar;2011;;;;;;;;;;;
779;Bedrijfsleeftijd 15 en meer jaren;1993;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
780;Bedrijfsleeftijd 15 en meer jaren;1994;;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
781;Bedrijfsleeftijd 15 en meer jaren;1995;657.0;13.0;96.0;105.0;220.0;43.0;35.0;27.0;91.0;24.0;3.0
782;Bedrijfsleeftijd 15 en meer jaren;1996;576.0;10.0;91.0;75.0;229.0;28.0;44.0;14.0;66.0;19.0;0.0
783;Bedrijfsleeftijd 15 en meer jaren;1997;640.0;10.0;124.0;83.0;224.0;52.0;50.0;19.0;53.0;24.0;1.0
784;Bedrijfsleeftijd 15 en meer jaren;1998;552.0;12.0;87.0;83.0;200.0;45.0;30.0;17.0;59.0;19.0;0.0
785;Bedrijfsleeftijd 15 en meer jaren;1999;503.0;6.0;105.0;65.0;178.0;31.0;31.0;17.0;56.0;14.0;0.0
786;Bedrijfsleeftijd 15 en meer jaren;2000;523.0;5.0;100.0;74.0;177.0;32.0;39.0;28.0;54.0;14.0;0.0
787;Bedrijfsleeftijd 15 en meer jaren;2001;599.0;14.0;134.0;76.0;194.0;27.0;35.0;20.0;88.0;10.0;1.0
788;Bedrijfsleeftijd 15 en meer jaren;2002;764.0;7.0;156.0;97.0;240.0;37.0;33.0;48.0;119.0;26.0;1.0
789;Bedrijfsleeftijd 15 en meer jaren;2003;1357.0;24.0;306.0;190.0;313.0;65.0;80.0;141.0;190.0;46.0;2.0
790;Bedrijfsleeftijd 15 en meer jaren;2004;1426.0;43.0;262.0;181.0;361.0;80.0;75.0;153.0;219.0;48.0;4.0
791;Bedrijfsleeftijd 15 en meer jaren;2005;1542.0;30.0;265.0;169.0;411.0;123.0;102.0;139.0;235.0;66.0;2.0
792;Bedrijfsleeftijd 15 en meer jaren;2006;1265.0;30.0;170.0;148.0;312.0;164.0;85.0;117.0;183.0;53.0;3.0
793;Bedrijfsleeftijd 15 en meer jaren;2007;;;;;;;;;;;
794;Bedrijfsleeftijd 15 en meer jaren;2008;;;;;;;;;;;
795;Bedrijfsleeftijd 15 en meer jaren;2009;;;;;;;;;;;
796;Bedrijfsleeftijd 15 en meer jaren;2010;;;;;;;;;;;
797;Bedrijfsleeftijd 15 en meer jaren;2011;;;;;;;;;;;
798;Bedrijfsleeftijd onbekend;1993;5512.0;149.0;790.0;702.0;1626.0;335.0;333.0;348.0;915.0;245.0;69.0
799;Bedrijfsleeftijd onbekend;1994;5333.0;134.0;718.0;688.0;1625.0;340.0;320.0;294.0;907.0;275.0;32.0
800;Bedrijfsleeftijd onbekend;1995;1037.0;28.0;78.0;106.0;252.0;137.0;50.0;90.0;179.0;79.0;38.0
801;Bedrijfsleeftijd onbekend;1996;998.0;25.0;101.0;93.0;235.0;124.0;52.0;71.0;183.0;83.0;31.0
802;Bedrijfsleeftijd onbekend;1997;916.0;26.0;84.0;61.0;196.0;112.0;65.0;93.0;168.0;78.0;33.0
803;Bedrijfsleeftijd onbekend;1998;721.0;14.0;81.0;66.0;162.0;94.0;31.0;62.0;116.0;84.0;11.0
804;Bedrijfsleeftijd onbekend;1999;515.0;16.0;63.0;53.0;85.0;42.0;29.0;52.0;107.0;54.0;14.0
805;Bedrijfsleeftijd onbekend;2000;598.0;10.0;66.0;71.0;105.0;53.0;32.0;58.0;119.0;60.0;24.0
806;Bedrijfsleeftijd onbekend;2001;711.0;7.0;64.0;103.0;108.0;32.0;60.0;74.0;167.0;69.0;27.0
807;Bedrijfsleeftijd onbekend;2002;949.0;10.0;105.0;100.0;150.0;32.0;55.0;162.0;260.0;64.0;11.0
808;Bedrijfsleeftijd onbekend;2003;200.0;5.0;17.0;32.0;38.0;14.0;9.0;29.0;43.0;4.0;9.0
809;Bedrijfsleeftijd onbekend;2004;46.0;3.0;3.0;4.0;9.0;5.0;3.0;3.0;3.0;5.0;8.0
810;Bedrijfsleeftijd onbekend;2005;42.0;0.0;2.0;3.0;9.0;5.0;4.0;0.0;8.0;1.0;10.0
811;Bedrijfsleeftijd onbekend;2006;42.0;0.0;2.0;4.0;9.0;7.0;2.0;2.0;9.0;1.0;6.0
812;Bedrijfsleeftijd onbekend;2007;;;;;;;;;;;
813;Bedrijfsleeftijd onbekend;2008;;;;;;;;;;;
814;Bedrijfsleeftijd onbekend;2009;;;;;;;;;;;
815;Bedrijfsleeftijd onbekend;2010;;;;;;;;;;;
816;Bedrijfsleeftijd onbekend;2011;;;;;;;;;;;
