ID;RegioSEnBedrijfskenmerken;Perioden;UitgesprokenFaillissementen_1;k_0000bLandbouwBosbouwVisserijAB_2;CTMENijverheidGeenBouwnijverheid_3;FBouwnijverheid_4;GReparatieVanConsumentenartikelen_5;HHoreca_6;IVervoerOpslagEnCommunicatie_7;JFinancieleInstellingen_8;KVHEnHandelInOnroerendGoed_9;k_8000bOnderwijsZorgRecreatie_10;Onbekend_11
0;Nederland;1993;5512.0;149.0;790.0;702.0;1626.0;335.0;333.0;348.0;915.0;245.0;69.0
1;Nederland;1994;5333.0;134.0;718.0;688.0;1625.0;340.0;320.0;294.0;907.0;275.0;32.0
2;Nederland;1995;4783.0;118.0;531.0;580.0;1523.0;383.0;274.0;227.0;857.0;239.0;51.0
3;Nederland;1996;4534.0;84.0;536.0;618.0;1460.0;338.0;289.0;175.0;769.0;228.0;37.0
4;Nederland;1997;4409.0;92.0;525.0;560.0;1370.0;332.0;317.0;218.0;719.0;236.0;40.0
5;Nederland;1998;4015.0;69.0;475.0;559.0;1206.0;296.0;268.0;183.0;690.0;256.0;13.0
6;Nederland;1999;3238.0;60.0;393.0;467.0;963.0;179.0;227.0;151.0;626.0;158.0;14.0
7;Nederland;2000;3579.0;57.0;428.0;531.0;964.0;195.0;254.0;204.0;724.0;196.0;26.0
8;Nederland;2001;4330.0;61.0;507.0;645.0;1069.0;192.0;298.0;242.0;1063.0;223.0;30.0
9;Nederland;2002;4963.0;71.0;604.0;607.0;1120.0;173.0;315.0;463.0;1346.0;244.0;20.0
10;Nederland;2003;6386.0;122.0;804.0;887.0;1346.0;271.0;404.0;643.0;1611.0;261.0;37.0
11;Nederland;2004;6648.0;189.0;741.0;855.0;1562.0;332.0;372.0;742.0;1497.0;324.0;34.0
12;Nederland;2005;6780.0;139.0;657.0;897.0;1595.0;420.0;469.0;744.0;1456.0;337.0;66.0
13;Nederland;2006;5941.0;141.0;505.0;766.0;1421.0;540.0;396.0;569.0;1251.0;307.0;45.0
14;Nederland;2007;4602.0;83.0;463.0;615.0;1163.0;298.0;240.0;445.0;1001.0;284.0;10.0
15;Nederland;2008;4635.0;88.0;426.0;628.0;1211.0;233.0;276.0;448.0;1029.0;289.0;7.0
16;Nederland;2009;8040.0;143.0;915.0;997.0;1934.0;311.0;476.0;826.0;1965.0;473.0;0.0
17;Nederland;2010;7210.0;140.0;880.0;1123.0;1628.0;345.0;418.0;588.0;1616.0;467.0;5.0
18;Nederland;2011;7134.0;143.0;777.0;1090.0;1588.0;425.0;380.0;607.0;1667.0;450.0;7.0
19;Noord-Nederland (LD);1993;463.0;18.0;76.0;62.0;130.0;45.0;25.0;22.0;58.0;22.0;5.0
20;Noord-Nederland (LD);1994;448.0;17.0;62.0;49.0;142.0;52.0;21.0;13.0;53.0;34.0;5.0
21;Noord-Nederland (LD);1995;435.0;15.0;52.0;65.0;129.0;51.0;23.0;18.0;46.0;34.0;2.0
22;Noord-Nederland (LD);1996;418.0;11.0;47.0;50.0;139.0;52.0;31.0;15.0;53.0;16.0;4.0
23;Noord-Nederland (LD);1997;393.0;12.0;53.0;58.0;113.0;37.0;20.0;14.0;65.0;19.0;2.0
24;Noord-Nederland (LD);1998;377.0;11.0;53.0;62.0;103.0;36.0;19.0;4.0;58.0;29.0;2.0
25;Noord-Nederland (LD);1999;300.0;8.0;38.0;46.0;81.0;27.0;27.0;8.0;50.0;13.0;2.0
26;Noord-Nederland (LD);2000;338.0;8.0;44.0;55.0;91.0;22.0;15.0;29.0;57.0;17.0;0.0
27;Noord-Nederland (LD);2001;380.0;5.0;68.0;80.0;79.0;27.0;23.0;23.0;62.0;12.0;1.0
28;Noord-Nederland (LD);2002;411.0;5.0;97.0;49.0;96.0;14.0;20.0;40.0;72.0;16.0;2.0
29;Noord-Nederland (LD);2003;628.0;10.0;98.0;106.0;123.0;28.0;47.0;58.0;127.0;26.0;5.0
30;Noord-Nederland (LD);2004;594.0;17.0;71.0;88.0;127.0;36.0;39.0;65.0;109.0;39.0;3.0
31;Noord-Nederland (LD);2005;615.0;20.0;69.0;115.0;147.0;49.0;43.0;62.0;87.0;20.0;3.0
32;Noord-Nederland (LD);2006;489.0;18.0;51.0;69.0;127.0;41.0;19.0;55.0;86.0;19.0;4.0
33;Noord-Nederland (LD);2007;418.0;13.0;54.0;71.0;104.0;21.0;16.0;30.0;80.0;26.0;3.0
34;Noord-Nederland (LD);2008;454.0;24.0;41.0;79.0;116.0;17.0;27.0;39.0;80.0;31.0;0.0
35;Noord-Nederland (LD);2009;728.0;15.0;90.0;96.0;164.0;25.0;48.0;84.0;158.0;48.0;0.0
36;Noord-Nederland (LD);2010;669.0;8.0;103.0;108.0;138.0;28.0;40.0;49.0;157.0;37.0;1.0
37;Noord-Nederland (LD);2011;633.0;16.0;81.0;118.0;157.0;33.0;47.0;42.0;112.0;27.0;0.0
38;Oost-Nederland (LD);1993;1055.0;24.0;184.0;133.0;302.0;68.0;49.0;66.0;156.0;56.0;17.0
39;Oost-Nederland (LD);1994;991.0;21.0;153.0;120.0;300.0;71.0;42.0;61.0;172.0;45.0;6.0
40;Oost-Nederland (LD);1995;860.0;15.0;119.0;96.0;303.0;70.0;47.0;28.0;134.0;44.0;4.0
41;Oost-Nederland (LD);1996;870.0;17.0;116.0;125.0;282.0;61.0;56.0;26.0;134.0;48.0;5.0
42;Oost-Nederland (LD);1997;862.0;18.0;135.0;109.0;279.0;65.0;51.0;36.0;111.0;52.0;6.0
43;Oost-Nederland (LD);1998;780.0;18.0;107.0;118.0;227.0;45.0;58.0;42.0;121.0;41.0;3.0
44;Oost-Nederland (LD);1999;628.0;7.0;88.0;90.0;176.0;32.0;42.0;25.0;127.0;38.0;3.0
45;Oost-Nederland (LD);2000;724.0;14.0;98.0;94.0;205.0;48.0;42.0;36.0;140.0;42.0;5.0
46;Oost-Nederland (LD);2001;926.0;14.0;133.0;116.0;230.0;42.0;43.0;54.0;236.0;51.0;7.0
47;Oost-Nederland (LD);2002;974.0;14.0;139.0;123.0;235.0;29.0;54.0;97.0;234.0;48.0;1.0
48;Oost-Nederland (LD);2003;1373.0;23.0;223.0;172.0;303.0;61.0;59.0;140.0;329.0;59.0;4.0
49;Oost-Nederland (LD);2004;1387.0;30.0;176.0;161.0;325.0;69.0;86.0;177.0;287.0;71.0;5.0
50;Oost-Nederland (LD);2005;1439.0;21.0;178.0;187.0;334.0;81.0;93.0;176.0;291.0;68.0;10.0
51;Oost-Nederland (LD);2006;1237.0;19.0;127.0;141.0;308.0;137.0;86.0;123.0;237.0;54.0;5.0
52;Oost-Nederland (LD);2007;1013.0;13.0;125.0;106.0;288.0;71.0;55.0;104.0;188.0;61.0;2.0
53;Oost-Nederland (LD);2008;998.0;20.0;104.0;127.0;287.0;60.0;39.0;95.0;210.0;56.0;0.0
54;Oost-Nederland (LD);2009;1795.0;29.0;240.0;237.0;446.0;63.0;97.0;205.0;382.0;96.0;0.0
55;Oost-Nederland (LD);2010;1593.0;28.0;227.0;248.0;361.0;93.0;81.0;148.0;292.0;113.0;2.0
56;Oost-Nederland (LD);2011;1530.0;28.0;229.0;234.0;355.0;91.0;78.0;126.0;304.0;82.0;3.0
57;West-Nederland (LD);1993;2832.0;75.0;339.0;343.0;854.0;151.0;181.0;190.0;531.0;133.0;35.0
58;West-Nederland (LD);1994;2804.0;78.0;331.0;345.0;855.0;136.0;188.0;170.0;529.0;154.0;18.0
59;West-Nederland (LD);1995;2492.0;71.0;220.0;284.0;786.0;191.0;151.0;139.0;499.0;122.0;29.0
60;West-Nederland (LD);1996;2288.0;45.0;238.0;295.0;746.0;154.0;146.0;97.0;424.0;121.0;22.0
61;West-Nederland (LD);1997;2313.0;49.0;203.0;286.0;714.0;175.0;184.0;126.0;416.0;142.0;18.0
62;West-Nederland (LD);1998;2016.0;31.0;191.0;249.0;631.0;153.0;128.0;107.0;381.0;139.0;6.0
63;West-Nederland (LD);1999;1594.0;23.0;153.0;218.0;502.0;88.0;121.0;81.0;320.0;80.0;8.0
64;West-Nederland (LD);2000;1727.0;27.0;151.0;262.0;483.0;84.0;143.0;107.0;356.0;98.0;16.0
65;West-Nederland (LD);2001;2125.0;30.0;150.0;293.0;567.0;83.0;178.0;118.0;572.0;121.0;13.0
66;West-Nederland (LD);2002;2504.0;42.0;207.0;281.0;562.0;92.0;169.0;239.0;766.0;136.0;10.0
67;West-Nederland (LD);2003;3033.0;73.0;289.0;413.0;639.0;123.0;201.0;299.0;838.0;136.0;22.0
68;West-Nederland (LD);2004;3185.0;109.0;293.0;388.0;756.0;141.0;170.0;343.0;818.0;151.0;16.0
69;West-Nederland (LD);2005;3203.0;69.0;244.0;395.0;766.0;208.0;221.0;329.0;759.0;169.0;43.0
70;West-Nederland (LD);2006;2854.0;84.0;178.0;393.0;646.0;256.0;186.0;254.0;657.0;176.0;24.0
71;West-Nederland (LD);2007;2136.0;33.0;159.0;288.0;511.0;145.0;117.0;198.0;529.0;153.0;3.0
72;West-Nederland (LD);2008;2102.0;31.0;169.0;275.0;510.0;109.0;127.0;209.0;535.0;132.0;5.0
73;West-Nederland (LD);2009;3604.0;63.0;305.0;456.0;843.0;134.0;210.0;354.0;995.0;244.0;0.0
74;West-Nederland (LD);2010;3298.0;75.0;343.0;464.0;736.0;139.0;193.0;287.0;807.0;254.0;0.0
75;West-Nederland (LD);2011;3269.0;65.0;268.0;465.0;733.0;190.0;154.0;301.0;869.0;223.0;1.0
76;Zuid-Nederland (LD);1993;1162.0;32.0;191.0;164.0;340.0;71.0;78.0;70.0;170.0;34.0;12.0
77;Zuid-Nederland (LD);1994;1090.0;18.0;172.0;174.0;328.0;81.0;69.0;50.0;153.0;42.0;3.0
78;Zuid-Nederland (LD);1995;996.0;17.0;140.0;135.0;305.0;71.0;53.0;42.0;178.0;39.0;16.0
79;Zuid-Nederland (LD);1996;958.0;11.0;135.0;148.0;293.0;71.0;56.0;37.0;158.0;43.0;6.0
80;Zuid-Nederland (LD);1997;841.0;13.0;134.0;107.0;264.0;55.0;62.0;42.0;127.0;23.0;14.0
81;Zuid-Nederland (LD);1998;842.0;9.0;124.0;130.0;245.0;62.0;63.0;30.0;130.0;47.0;2.0
82;Zuid-Nederland (LD);1999;716.0;22.0;114.0;113.0;204.0;32.0;37.0;37.0;129.0;27.0;1.0
83;Zuid-Nederland (LD);2000;790.0;8.0;135.0;120.0;185.0;41.0;54.0;32.0;171.0;39.0;5.0
84;Zuid-Nederland (LD);2001;899.0;12.0;156.0;156.0;193.0;40.0;54.0;47.0;193.0;39.0;9.0
85;Zuid-Nederland (LD);2002;1074.0;10.0;161.0;154.0;227.0;38.0;72.0;87.0;274.0;44.0;7.0
86;Zuid-Nederland (LD);2003;1352.0;16.0;194.0;196.0;281.0;59.0;97.0;146.0;317.0;40.0;6.0
87;Zuid-Nederland (LD);2004;1482.0;33.0;201.0;218.0;354.0;86.0;77.0;157.0;283.0;63.0;10.0
88;Zuid-Nederland (LD);2005;1523.0;29.0;166.0;200.0;348.0;82.0;112.0;177.0;319.0;80.0;10.0
89;Zuid-Nederland (LD);2006;1361.0;20.0;149.0;163.0;340.0;106.0;105.0;137.0;271.0;58.0;12.0
90;Zuid-Nederland (LD);2007;1035.0;24.0;125.0;150.0;260.0;61.0;52.0;113.0;204.0;44.0;2.0
91;Zuid-Nederland (LD);2008;1081.0;13.0;112.0;147.0;298.0;47.0;83.0;105.0;204.0;70.0;2.0
92;Zuid-Nederland (LD);2009;1913.0;36.0;280.0;208.0;481.0;89.0;121.0;183.0;430.0;85.0;0.0
93;Zuid-Nederland (LD);2010;1650.0;29.0;207.0;303.0;393.0;85.0;104.0;104.0;360.0;63.0;2.0
94;Zuid-Nederland (LD);2011;1702.0;34.0;199.0;273.0;343.0;111.0;101.0;138.0;382.0;118.0;3.0
95;Groningen (PV);1993;169.0;5.0;38.0;21.0;48.0;19.0;7.0;5.0;15.0;8.0;3.0
96;Groningen (PV);1994;166.0;6.0;20.0;16.0;55.0;20.0;8.0;6.0;20.0;14.0;1.0
97;Groningen (PV);1995;163.0;6.0;20.0;25.0;45.0;21.0;8.0;7.0;18.0;11.0;2.0
98;Groningen (PV);1996;154.0;4.0;20.0;15.0;52.0;26.0;11.0;3.0;16.0;5.0;2.0
99;Groningen (PV);1997;160.0;4.0;24.0;29.0;48.0;16.0;6.0;5.0;23.0;4.0;1.0
100;Groningen (PV);1998;136.0;0.0;19.0;21.0;38.0;17.0;6.0;3.0;21.0;11.0;0.0
101;Groningen (PV);1999;115.0;4.0;19.0;17.0;26.0;11.0;9.0;2.0;19.0;6.0;2.0
102;Groningen (PV);2000;117.0;4.0;10.0;22.0;36.0;9.0;2.0;9.0;19.0;6.0;0.0
103;Groningen (PV);2001;130.0;1.0;19.0;25.0;24.0;18.0;7.0;4.0;24.0;8.0;0.0
104;Groningen (PV);2002;154.0;1.0;28.0;23.0;40.0;8.0;8.0;12.0;28.0;5.0;1.0
105;Groningen (PV);2003;250.0;1.0;36.0;43.0;45.0;13.0;19.0;31.0;49.0;12.0;1.0
106;Groningen (PV);2004;215.0;3.0;25.0;36.0;43.0;17.0;16.0;26.0;35.0;13.0;1.0
107;Groningen (PV);2005;233.0;6.0;27.0;36.0;64.0;20.0;9.0;24.0;36.0;10.0;1.0
108;Groningen (PV);2006;171.0;1.0;16.0;22.0;55.0;13.0;10.0;19.0;24.0;9.0;2.0
109;Groningen (PV);2007;156.0;3.0;23.0;21.0;45.0;11.0;9.0;12.0;21.0;9.0;2.0
110;Groningen (PV);2008;153.0;3.0;18.0;21.0;43.0;7.0;8.0;12.0;29.0;12.0;0.0
111;Groningen (PV);2009;234.0;4.0;20.0;36.0;50.0;9.0;23.0;28.0;46.0;18.0;0.0
112;Groningen (PV);2010;259.0;1.0;36.0;40.0;44.0;12.0;23.0;14.0;73.0;16.0;0.0
113;Groningen (PV);2011;215.0;3.0;29.0;36.0;54.0;12.0;22.0;14.0;34.0;11.0;0.0
114;Friesland (PV);1993;165.0;6.0;21.0;26.0;47.0;14.0;8.0;15.0;20.0;7.0;1.0
115;Friesland (PV);1994;155.0;7.0;28.0;17.0;43.0;15.0;8.0;4.0;20.0;11.0;2.0
116;Friesland (PV);1995;140.0;4.0;19.0;22.0;42.0;17.0;8.0;6.0;10.0;12.0;0.0
117;Friesland (PV);1996;163.0;1.0;23.0;27.0;51.0;14.0;5.0;9.0;23.0;9.0;1.0
118;Friesland (PV);1997;130.0;2.0;20.0;15.0;32.0;15.0;8.0;8.0;21.0;9.0;0.0
119;Friesland (PV);1998;131.0;7.0;16.0;20.0;36.0;8.0;7.0;1.0;22.0;12.0;2.0
120;Friesland (PV);1999;96.0;4.0;13.0;10.0;32.0;9.0;9.0;4.0;13.0;2.0;0.0
121;Friesland (PV);2000;114.0;3.0;17.0;16.0;33.0;6.0;5.0;10.0;22.0;2.0;0.0
122;Friesland (PV);2001;124.0;1.0;27.0;25.0;29.0;5.0;4.0;11.0;19.0;2.0;1.0
123;Friesland (PV);2002;132.0;1.0;36.0;17.0;28.0;3.0;6.0;17.0;20.0;3.0;1.0
124;Friesland (PV);2003;195.0;3.0;35.0;22.0;40.0;5.0;15.0;15.0;48.0;9.0;3.0
125;Friesland (PV);2004;179.0;2.0;23.0;27.0;42.0;10.0;10.0;20.0;33.0;12.0;0.0
126;Friesland (PV);2005;190.0;2.0;25.0;38.0;43.0;18.0;12.0;15.0;28.0;9.0;0.0
127;Friesland (PV);2006;148.0;4.0;21.0;20.0;30.0;14.0;5.0;17.0;30.0;5.0;2.0
128;Friesland (PV);2007;130.0;1.0;23.0;27.0;33.0;5.0;4.0;3.0;28.0;5.0;1.0
129;Friesland (PV);2008;129.0;2.0;13.0;29.0;29.0;7.0;4.0;12.0;25.0;8.0;0.0
130;Friesland (PV);2009;229.0;5.0;40.0;28.0;47.0;6.0;4.0;26.0;65.0;8.0;0.0
131;Friesland (PV);2010;180.0;4.0;28.0;33.0;34.0;8.0;8.0;10.0;44.0;10.0;1.0
132;Friesland (PV);2011;196.0;5.0;30.0;40.0;44.0;11.0;11.0;11.0;38.0;6.0;0.0
133;Drenthe (PV);1993;129.0;7.0;17.0;15.0;35.0;12.0;10.0;2.0;23.0;7.0;1.0
134;Drenthe (PV);1994;127.0;4.0;14.0;16.0;44.0;17.0;5.0;3.0;13.0;9.0;2.0
135;Drenthe (PV);1995;132.0;5.0;13.0;18.0;42.0;13.0;7.0;5.0;18.0;11.0;0.0
136;Drenthe (PV);1996;101.0;6.0;4.0;8.0;36.0;12.0;15.0;3.0;14.0;2.0;1.0
137;Drenthe (PV);1997;103.0;6.0;9.0;14.0;33.0;6.0;6.0;1.0;21.0;6.0;1.0
138;Drenthe (PV);1998;110.0;4.0;18.0;21.0;29.0;11.0;6.0;0.0;15.0;6.0;0.0
139;Drenthe (PV);1999;89.0;0.0;6.0;19.0;23.0;7.0;9.0;2.0;18.0;5.0;0.0
140;Drenthe (PV);2000;107.0;1.0;17.0;17.0;22.0;7.0;8.0;10.0;16.0;9.0;0.0
141;Drenthe (PV);2001;126.0;3.0;22.0;30.0;26.0;4.0;12.0;8.0;19.0;2.0;0.0
142;Drenthe (PV);2002;125.0;3.0;33.0;9.0;28.0;3.0;6.0;11.0;24.0;8.0;0.0
143;Drenthe (PV);2003;183.0;6.0;27.0;41.0;38.0;10.0;13.0;12.0;30.0;5.0;1.0
144;Drenthe (PV);2004;200.0;12.0;23.0;25.0;42.0;9.0;13.0;19.0;41.0;14.0;2.0
145;Drenthe (PV);2005;192.0;12.0;17.0;41.0;40.0;11.0;22.0;23.0;23.0;1.0;2.0
146;Drenthe (PV);2006;170.0;13.0;14.0;27.0;42.0;14.0;4.0;19.0;32.0;5.0;0.0
147;Drenthe (PV);2007;132.0;9.0;8.0;23.0;26.0;5.0;3.0;15.0;31.0;12.0;0.0
148;Drenthe (PV);2008;172.0;19.0;10.0;29.0;44.0;3.0;15.0;15.0;26.0;11.0;0.0
149;Drenthe (PV);2009;265.0;6.0;30.0;32.0;67.0;10.0;21.0;30.0;47.0;22.0;0.0
150;Drenthe (PV);2010;230.0;3.0;39.0;35.0;60.0;8.0;9.0;25.0;40.0;11.0;0.0
151;Drenthe (PV);2011;222.0;8.0;22.0;42.0;59.0;10.0;14.0;17.0;40.0;10.0;0.0
152;Overijssel (PV);1993;356.0;6.0;58.0;39.0;101.0;29.0;19.0;26.0;53.0;20.0;5.0
153;Overijssel (PV);1994;334.0;6.0;62.0;40.0;99.0;31.0;15.0;21.0;44.0;13.0;3.0
154;Overijssel (PV);1995;311.0;5.0;43.0;31.0;116.0;24.0;22.0;9.0;44.0;15.0;2.0
155;Overijssel (PV);1996;290.0;2.0;44.0;37.0;113.0;23.0;13.0;5.0;37.0;15.0;1.0
156;Overijssel (PV);1997;289.0;2.0;49.0;34.0;95.0;26.0;12.0;15.0;36.0;18.0;2.0
157;Overijssel (PV);1998;239.0;6.0;31.0;39.0;72.0;13.0;24.0;10.0;33.0;10.0;1.0
158;Overijssel (PV);1999;200.0;1.0;33.0;29.0;56.0;16.0;13.0;6.0;31.0;13.0;2.0
159;Overijssel (PV);2000;211.0;4.0;31.0;27.0;67.0;8.0;11.0;13.0;36.0;12.0;2.0
160;Overijssel (PV);2001;329.0;5.0;52.0;40.0;84.0;15.0;10.0;19.0;81.0;20.0;3.0
161;Overijssel (PV);2002;309.0;4.0;58.0;37.0;85.0;6.0;15.0;23.0;68.0;13.0;0.0
162;Overijssel (PV);2003;420.0;6.0;66.0;54.0;104.0;15.0;27.0;43.0;89.0;16.0;0.0
163;Overijssel (PV);2004;442.0;13.0;71.0;51.0;104.0;20.0;24.0;56.0;71.0;29.0;3.0
164;Overijssel (PV);2005;429.0;4.0;70.0;40.0;105.0;34.0;23.0;46.0;82.0;20.0;5.0
165;Overijssel (PV);2006;387.0;9.0;38.0;41.0;89.0;48.0;23.0;39.0;78.0;21.0;1.0
166;Overijssel (PV);2007;332.0;2.0;40.0;32.0;78.0;21.0;22.0;43.0;65.0;27.0;2.0
167;Overijssel (PV);2008;313.0;6.0;35.0;39.0;88.0;31.0;11.0;30.0;57.0;16.0;0.0
168;Overijssel (PV);2009;558.0;6.0;75.0;75.0;148.0;17.0;31.0;67.0;114.0;25.0;0.0
169;Overijssel (PV);2010;562.0;7.0;94.0;89.0;125.0;34.0;35.0;55.0;80.0;42.0;1.0
170;Overijssel (PV);2011;540.0;7.0;102.0;84.0;133.0;32.0;24.0;43.0;87.0;27.0;1.0
171;Flevoland (PV);1993;113.0;1.0;22.0;14.0;33.0;7.0;4.0;7.0;14.0;6.0;5.0
172;Flevoland (PV);1994;97.0;1.0;11.0;13.0;29.0;4.0;7.0;1.0;22.0;6.0;3.0
173;Flevoland (PV);1995;90.0;1.0;16.0;9.0;23.0;9.0;9.0;5.0;15.0;3.0;0.0
174;Flevoland (PV);1996;106.0;6.0;8.0;17.0;42.0;7.0;3.0;3.0;11.0;7.0;2.0
175;Flevoland (PV);1997;126.0;7.0;17.0;14.0;39.0;6.0;9.0;4.0;19.0;11.0;0.0
176;Flevoland (PV);1998;93.0;3.0;11.0;11.0;29.0;1.0;10.0;5.0;15.0;7.0;1.0
177;Flevoland (PV);1999;74.0;1.0;7.0;15.0;21.0;1.0;3.0;3.0;21.0;2.0;0.0
178;Flevoland (PV);2000;73.0;2.0;7.0;10.0;22.0;3.0;3.0;6.0;15.0;4.0;1.0
179;Flevoland (PV);2001;121.0;3.0;14.0;17.0;32.0;9.0;10.0;6.0;22.0;7.0;1.0
180;Flevoland (PV);2002;127.0;2.0;11.0;12.0;29.0;4.0;10.0;21.0;38.0;0.0;0.0
181;Flevoland (PV);2003;187.0;4.0;32.0;29.0;41.0;2.0;1.0;16.0;56.0;6.0;0.0
182;Flevoland (PV);2004;201.0;3.0;23.0;30.0;60.0;4.0;12.0;24.0;36.0;8.0;1.0
183;Flevoland (PV);2005;232.0;8.0;20.0;26.0;57.0;9.0;13.0;34.0;55.0;10.0;0.0
184;Flevoland (PV);2006;144.0;2.0;11.0;17.0;43.0;10.0;7.0;11.0;35.0;7.0;1.0
185;Flevoland (PV);2007;144.0;4.0;19.0;14.0;43.0;4.0;5.0;13.0;32.0;10.0;0.0
186;Flevoland (PV);2008;160.0;7.0;14.0;10.0;39.0;7.0;3.0;20.0;50.0;10.0;0.0
187;Flevoland (PV);2009;242.0;6.0;33.0;26.0;60.0;7.0;7.0;28.0;64.0;11.0;0.0
188;Flevoland (PV);2010;190.0;7.0;27.0;20.0;49.0;9.0;5.0;18.0;38.0;17.0;0.0
189;Flevoland (PV);2011;209.0;4.0;35.0;18.0;50.0;6.0;8.0;18.0;54.0;16.0;0.0
190;Gelderland (PV);1993;586.0;17.0;104.0;80.0;168.0;32.0;26.0;33.0;89.0;30.0;7.0
191;Gelderland (PV);1994;560.0;14.0;80.0;67.0;172.0;36.0;20.0;39.0;106.0;26.0;0.0
192;Gelderland (PV);1995;459.0;9.0;60.0;56.0;164.0;37.0;16.0;14.0;75.0;26.0;2.0
193;Gelderland (PV);1996;474.0;9.0;64.0;71.0;127.0;31.0;40.0;18.0;86.0;26.0;2.0
194;Gelderland (PV);1997;447.0;9.0;69.0;61.0;145.0;33.0;30.0;17.0;56.0;23.0;4.0
195;Gelderland (PV);1998;448.0;9.0;65.0;68.0;126.0;31.0;24.0;27.0;73.0;24.0;1.0
196;Gelderland (PV);1999;354.0;5.0;48.0;46.0;99.0;15.0;26.0;16.0;75.0;23.0;1.0
197;Gelderland (PV);2000;440.0;8.0;60.0;57.0;116.0;37.0;28.0;17.0;89.0;26.0;2.0
198;Gelderland (PV);2001;476.0;6.0;67.0;59.0;114.0;18.0;23.0;29.0;133.0;24.0;3.0
199;Gelderland (PV);2002;538.0;8.0;70.0;74.0;121.0;19.0;29.0;53.0;128.0;35.0;1.0
200;Gelderland (PV);2003;766.0;13.0;125.0;89.0;158.0;44.0;31.0;81.0;184.0;37.0;4.0
201;Gelderland (PV);2004;744.0;14.0;82.0;80.0;161.0;45.0;50.0;97.0;180.0;34.0;1.0
202;Gelderland (PV);2005;778.0;9.0;88.0;121.0;172.0;38.0;57.0;96.0;154.0;38.0;5.0
203;Gelderland (PV);2006;706.0;8.0;78.0;83.0;176.0;79.0;56.0;73.0;124.0;26.0;3.0
204;Gelderland (PV);2007;537.0;7.0;66.0;60.0;167.0;46.0;28.0;48.0;91.0;24.0;0.0
205;Gelderland (PV);2008;525.0;7.0;55.0;78.0;160.0;22.0;25.0;45.0;103.0;30.0;0.0
206;Gelderland (PV);2009;995.0;17.0;132.0;136.0;238.0;39.0;59.0;110.0;204.0;60.0;0.0
207;Gelderland (PV);2010;841.0;14.0;106.0;139.0;187.0;50.0;41.0;75.0;174.0;54.0;1.0
208;Gelderland (PV);2011;781.0;17.0;92.0;132.0;172.0;53.0;46.0;65.0;163.0;39.0;2.0
209;Utrecht (PV);1993;415.0;7.0;47.0;57.0;136.0;17.0;14.0;33.0;79.0;20.0;5.0
210;Utrecht (PV);1994;373.0;3.0;44.0;39.0;121.0;13.0;14.0;30.0;81.0;24.0;4.0
211;Utrecht (PV);1995;308.0;2.0;29.0;45.0;99.0;17.0;16.0;15.0;69.0;13.0;3.0
212;Utrecht (PV);1996;274.0;1.0;25.0;28.0;95.0;12.0;16.0;18.0;55.0;18.0;6.0
213;Utrecht (PV);1997;299.0;2.0;30.0;44.0;88.0;26.0;14.0;19.0;59.0;14.0;3.0
214;Utrecht (PV);1998;249.0;1.0;28.0;38.0;74.0;13.0;12.0;21.0;46.0;16.0;0.0
215;Utrecht (PV);1999;224.0;3.0;18.0;28.0;75.0;9.0;16.0;17.0;39.0;17.0;2.0
216;Utrecht (PV);2000;277.0;5.0;19.0;31.0;85.0;8.0;21.0;23.0;70.0;13.0;2.0
217;Utrecht (PV);2001;309.0;6.0;25.0;29.0;70.0;9.0;24.0;18.0;106.0;19.0;3.0
218;Utrecht (PV);2002;461.0;0.0;34.0;47.0;90.0;11.0;21.0;52.0;179.0;27.0;0.0
219;Utrecht (PV);2003;464.0;10.0;40.0;58.0;93.0;13.0;23.0;52.0;145.0;28.0;2.0
220;Utrecht (PV);2004;516.0;5.0;53.0;43.0;102.0;22.0;30.0;53.0;181.0;25.0;2.0
221;Utrecht (PV);2005;439.0;1.0;49.0;58.0;102.0;20.0;23.0;38.0;117.0;24.0;7.0
222;Utrecht (PV);2006;385.0;2.0;19.0;67.0;94.0;34.0;23.0;32.0;83.0;25.0;6.0
223;Utrecht (PV);2007;378.0;1.0;34.0;60.0;89.0;8.0;15.0;32.0;110.0;27.0;2.0
224;Utrecht (PV);2008;321.0;2.0;37.0;36.0;79.0;13.0;22.0;39.0;75.0;18.0;0.0
225;Utrecht (PV);2009;615.0;1.0;48.0;77.0;153.0;18.0;22.0;74.0;182.0;40.0;0.0
226;Utrecht (PV);2010;502.0;7.0;60.0;64.0;104.0;18.0;22.0;35.0;150.0;42.0;0.0
227;Utrecht (PV);2011;471.0;3.0;39.0;68.0;93.0;21.0;19.0;42.0;149.0;37.0;0.0
228;Noord-Holland (PV);1993;992.0;9.0;130.0;84.0;319.0;49.0;55.0;65.0;216.0;57.0;8.0
229;Noord-Holland (PV);1994;990.0;10.0;127.0;101.0;310.0;45.0;57.0;67.0;206.0;60.0;7.0
230;Noord-Holland (PV);1995;860.0;9.0;81.0;70.0;281.0;74.0;34.0;70.0;172.0;57.0;12.0
231;Noord-Holland (PV);1996;830.0;6.0;88.0;93.0;300.0;66.0;32.0;38.0;147.0;55.0;5.0
232;Noord-Holland (PV);1997;858.0;9.0;73.0;97.0;280.0;65.0;59.0;46.0;163.0;60.0;6.0
233;Noord-Holland (PV);1998;755.0;7.0;72.0;75.0;258.0;64.0;33.0;35.0;143.0;67.0;1.0
