ID;Leeftijd;Jaar;Mannen_1;Vrouwen_2
61;10;1996/1997;0.00017;0.0001
62;10;1997/1998;0.00011;6e-05
63;10;1998/1999;0.00019;7e-05
64;10;1999/2000;0.00013;0.0001
65;10;1995/1996-1999/2000;0.00015;9e-05
66;11;1995/1996;0.00014;0.00012
67;11;1996/1997;0.00012;0.00012
68;11;1997/1998;9e-05;0.00013
69;11;1998/1999;4e-05;4e-05
70;11;1999/2000;0.00016;5e-05
71;11;1995/1996-1999/2000;0.00011;9e-05
72;12;1995/1996;0.00022;0.0001
73;12;1996/1997;0.00018;0.00017
74;12;1997/1998;0.00016;0.00013
75;12;1998/1999;0.00021;0.00013
76;12;1999/2000;0.00019;0.00018
77;12;1995/1996-1999/2000;0.00019;0.00014
78;13;1995/1996;0.00018;0.00024
79;13;1996/1997;0.00022;0.00019
80;13;1997/1998;0.00017;0.00014
81;13;1998/1999;0.00021;0.00018
82;13;1999/2000;0.00015;0.00017
83;13;1995/1996-1999/2000;0.00019;0.00018
84;14;1995/1996;0.00023;0.00017
85;14;1996/1997;0.00022;0.00011
86;14;1997/1998;0.0003;0.00022
87;14;1998/1999;0.00027;0.00013
88;14;1999/2000;0.00019;0.00016
89;14;1995/1996-1999/2000;0.00024;0.00016
90;15;1995/1996;0.00027;0.00024
91;15;1996/1997;0.00029;0.00019
92;15;1997/1998;0.00028;0.00021
93;15;1998/1999;0.00025;0.0002
94;15;1999/2000;0.00027;0.00021
95;15;1995/1996-1999/2000;0.00027;0.00021
96;16;1995/1996;0.00059;0.00025
97;16;1996/1997;0.00046;0.00021
98;16;1997/1998;0.00045;0.00021
99;16;1998/1999;0.00043;0.00026
100;16;1999/2000;0.00038;0.00024
101;16;1995/1996-1999/2000;0.00046;0.00023
102;17;1995/1996;0.00052;0.00023
103;17;1996/1997;0.00055;0.00021
104;17;1997/1998;0.00037;0.00024
105;17;1998/1999;0.00047;0.00015
106;17;1999/2000;0.00053;0.00032
107;17;1995/1996-1999/2000;0.00049;0.00023
108;18;1995/1996;0.00053;0.00026
109;18;1996/1997;0.00045;0.00029
110;18;1997/1998;0.00068;0.00023
111;18;1998/1999;0.00052;0.0002
112;18;1999/2000;0.00059;0.00023
113;18;1995/1996-1999/2000;0.00056;0.00024
114;19;1995/1996;0.00058;0.00019
115;19;1996/1997;0.00075;0.00027
116;19;1997/1998;0.00055;0.00027
117;19;1998/1999;0.00069;0.00032
118;19;1999/2000;0.00065;0.00023
119;19;1995/1996-1999/2000;0.00064;0.00025
120;20;1995/1996;0.00073;0.00034
121;20;1996/1997;0.00066;0.00026
122;20;1997/1998;0.00073;0.00031
123;20;1998/1999;0.00064;0.00027
124;20;1999/2000;0.00067;0.00023
125;20;1995/1996-1999/2000;0.00068;0.00028
126;21;1995/1996;0.00064;0.00029
127;21;1996/1997;0.00055;0.00028
128;21;1997/1998;0.00066;0.0003
129;21;1998/1999;0.00071;0.00027
130;21;1999/2000;0.00068;0.00028
131;21;1995/1996-1999/2000;0.00065;0.00028
132;22;1995/1996;0.00083;0.00035
133;22;1996/1997;0.00066;0.00026
134;22;1997/1998;0.00053;0.00031
135;22;1998/1999;0.00057;0.00034
136;22;1999/2000;0.0007;0.00026
137;22;1995/1996-1999/2000;0.00066;0.00031
138;23;1995/1996;0.00068;0.00033
139;23;1996/1997;0.00063;0.00027
140;23;1997/1998;0.00069;0.00025
141;23;1998/1999;0.00085;0.00025
142;23;1999/2000;0.00063;0.00023
143;23;1995/1996-1999/2000;0.00069;0.00027
144;24;1995/1996;0.00072;0.00031
145;24;1996/1997;0.00078;0.00028
146;24;1997/1998;0.0006;0.00027
147;24;1998/1999;0.00066;0.00025
148;24;1999/2000;0.00068;0.00032
149;24;1995/1996-1999/2000;0.00069;0.00029
150;25;1995/1996;0.00086;0.00031
151;25;1996/1997;0.00066;0.00042
152;25;1997/1998;0.00076;0.00031
153;25;1998/1999;0.00064;0.00032
154;25;1999/2000;0.0007;0.00025
155;25;1995/1996-1999/2000;0.00073;0.00033
156;26;1995/1996;0.00058;0.00031
157;26;1996/1997;0.00077;0.00035
158;26;1997/1998;0.00071;0.00031
159;26;1998/1999;0.00081;0.00032
160;26;1999/2000;0.00062;0.00037
161;26;1995/1996-1999/2000;0.0007;0.00033
162;27;1995/1996;0.00066;0.00041
163;27;1996/1997;0.00062;0.00034
164;27;1997/1998;0.00071;0.00043
165;27;1998/1999;0.00076;0.00042
166;27;1999/2000;0.00068;0.00028
167;27;1995/1996-1999/2000;0.00068;0.00038
168;28;1995/1996;0.00057;0.00037
169;28;1996/1997;0.00068;0.0004
170;28;1997/1998;0.00072;0.00033
171;28;1998/1999;0.00079;0.00031
172;28;1999/2000;0.00063;0.00028
173;28;1995/1996-1999/2000;0.00068;0.00034
174;29;1995/1996;0.00072;0.00044
175;29;1996/1997;0.00073;0.00044
176;29;1997/1998;0.00061;0.00041
177;29;1998/1999;0.00064;0.00042
178;29;1999/2000;0.00065;0.00033
179;29;1995/1996-1999/2000;0.00067;0.00041
180;30;1995/1996;0.00076;0.00037
181;30;1996/1997;0.00075;0.00037
182;30;1997/1998;0.00075;0.00041
183;30;1998/1999;0.00061;0.0005
184;30;1999/2000;0.00072;0.00041
185;30;1995/1996-1999/2000;0.00072;0.00041
186;31;1995/1996;0.00081;0.00051
187;31;1996/1997;0.0008;0.00046
188;31;1997/1998;0.00076;0.00034
189;31;1998/1999;0.00076;0.00041
190;31;1999/2000;0.00069;0.00048
191;31;1995/1996-1999/2000;0.00077;0.00044
192;32;1995/1996;0.00087;0.00052
193;32;1996/1997;0.0008;0.00034
194;32;1997/1998;0.00091;0.00045
195;32;1998/1999;0.00074;0.00042
196;32;1999/2000;0.00083;0.00036
197;32;1995/1996-1999/2000;0.00083;0.00042
198;33;1995/1996;0.00086;0.00051
199;33;1996/1997;0.00085;0.00059
200;33;1997/1998;0.00095;0.00052
201;33;1998/1999;0.00074;0.00059
202;33;1999/2000;0.00086;0.00046
203;33;1995/1996-1999/2000;0.00085;0.00054
204;34;1995/1996;0.00109;0.00074
205;34;1996/1997;0.00076;0.0007
206;34;1997/1998;0.00076;0.00053
207;34;1998/1999;0.00099;0.00055
208;34;1999/2000;0.00076;0.00059
209;34;1995/1996-1999/2000;0.00087;0.00062
210;35;1995/1996;0.00106;0.00067
211;35;1996/1997;0.0011;0.00056
212;35;1997/1998;0.00078;0.00049
213;35;1998/1999;0.00074;0.00061
214;35;1999/2000;0.0009;0.00074
215;35;1995/1996-1999/2000;0.00091;0.00062
216;36;1995/1996;0.00109;0.00071
217;36;1996/1997;0.001;0.00078
218;36;1997/1998;0.00107;0.00084
219;36;1998/1999;0.00079;0.00071
220;36;1999/2000;0.00097;0.0007
221;36;1995/1996-1999/2000;0.00099;0.00075
222;37;1995/1996;0.00119;0.00092
223;37;1996/1997;0.0013;0.00064
224;37;1997/1998;0.001;0.00082
225;37;1998/1999;0.00103;0.00075
226;37;1999/2000;0.001;0.00065
227;37;1995/1996-1999/2000;0.0011;0.00075
228;38;1995/1996;0.00133;0.00118
229;38;1996/1997;0.00114;0.00085
230;38;1997/1998;0.00113;0.00087
231;38;1998/1999;0.00131;0.00094
232;38;1999/2000;0.00135;0.00085
233;38;1995/1996-1999/2000;0.00125;0.00094
234;39;1995/1996;0.00123;0.00093
235;39;1996/1997;0.00137;0.00093
236;39;1997/1998;0.00133;0.00099
237;39;1998/1999;0.0015;0.00091
238;39;1999/2000;0.00108;0.00101
239;39;1995/1996-1999/2000;0.0013;0.00095
240;40;1995/1996;0.00171;0.00117
241;40;1996/1997;0.0014;0.00109
242;40;1997/1998;0.00138;0.00119
243;40;1998/1999;0.00138;0.00116
244;40;1999/2000;0.00132;0.00118
245;40;1995/1996-1999/2000;0.00144;0.00116
246;41;1995/1996;0.00167;0.00133
247;41;1996/1997;0.0016;0.00121
248;41;1997/1998;0.00153;0.00134
249;41;1998/1999;0.00156;0.00124
250;41;1999/2000;0.00156;0.00116
251;41;1995/1996-1999/2000;0.00158;0.00125
252;42;1995/1996;0.00183;0.00146
253;42;1996/1997;0.00192;0.00134
254;42;1997/1998;0.00178;0.00134
255;42;1998/1999;0.00185;0.00152
256;42;1999/2000;0.00174;0.00132
257;42;1995/1996-1999/2000;0.00182;0.00139
258;43;1995/1996;0.0023;0.00148
259;43;1996/1997;0.00192;0.00166
260;43;1997/1998;0.00179;0.00147
261;43;1998/1999;0.00189;0.00138
262;43;1999/2000;0.00203;0.00126
263;43;1995/1996-1999/2000;0.00198;0.00145
264;44;1995/1996;0.00227;0.00164
265;44;1996/1997;0.00222;0.00162
266;44;1997/1998;0.00221;0.00146
267;44;1998/1999;0.00235;0.00178
268;44;1999/2000;0.0022;0.00159
269;44;1995/1996-1999/2000;0.00225;0.00162
270;45;1995/1996;0.0025;0.00177
271;45;1996/1997;0.00239;0.00185
272;45;1997/1998;0.00192;0.00173
273;45;1998/1999;0.00225;0.0017
274;45;1999/2000;0.00241;0.00196
275;45;1995/1996-1999/2000;0.00229;0.0018
276;46;1995/1996;0.00292;0.00175
277;46;1996/1997;0.00239;0.00189
278;46;1997/1998;0.00248;0.00209
279;46;1998/1999;0.0027;0.00188
280;46;1999/2000;0.00247;0.00216
281;46;1995/1996-1999/2000;0.00259;0.00195
282;47;1995/1996;0.00325;0.00203
283;47;1996/1997;0.00296;0.002
284;47;1997/1998;0.00291;0.0021
285;47;1998/1999;0.00288;0.00235
286;47;1999/2000;0.00334;0.00244
287;47;1995/1996-1999/2000;0.00307;0.00218
288;48;1995/1996;0.00321;0.00226
289;48;1996/1997;0.00351;0.00204
290;48;1997/1998;0.00315;0.00253
291;48;1998/1999;0.003;0.00231
292;48;1999/2000;0.00298;0.00237
293;48;1995/1996-1999/2000;0.00318;0.0023
294;49;1995/1996;0.00363;0.00255
295;49;1996/1997;0.0036;0.0025
296;49;1997/1998;0.00358;0.00258
297;49;1998/1999;0.00366;0.00247
298;49;1999/2000;0.00364;0.00263
299;49;1995/1996-1999/2000;0.00362;0.00254
300;50;1995/1996;0.004;0.00273
301;50;1996/1997;0.00383;0.00286
302;50;1997/1998;0.00372;0.00233
303;50;1998/1999;0.00399;0.00292
304;50;1999/2000;0.00363;0.00273
305;50;1995/1996-1999/2000;0.00383;0.00271
306;51;1995/1996;0.00472;0.00343
307;51;1996/1997;0.00431;0.00288
308;51;1997/1998;0.0041;0.00292
309;51;1998/1999;0.00476;0.00291
310;51;1999/2000;0.00394;0.00292
311;51;1995/1996-1999/2000;0.00436;0.003
312;52;1995/1996;0.00536;0.00337
313;52;1996/1997;0.00509;0.00336
314;52;1997/1998;0.00464;0.0034
315;52;1998/1999;0.00474;0.00368
316;52;1999/2000;0.0048;0.00343
317;52;1995/1996-1999/2000;0.00491;0.00346
318;53;1995/1996;0.00543;0.00321
319;53;1996/1997;0.00552;0.00347
320;53;1997/1998;0.00523;0.00337
321;53;1998/1999;0.00523;0.00399
322;53;1999/2000;0.0051;0.00328
323;53;1995/1996-1999/2000;0.00529;0.00345
324;54;1995/1996;0.00585;0.00378
325;54;1996/1997;0.00634;0.00365
326;54;1997/1998;0.00592;0.00371
327;54;1998/1999;0.00593;0.00376
328;54;1999/2000;0.00586;0.00368
329;54;1995/1996-1999/2000;0.00598;0.00372
330;55;1995/1996;0.00644;0.00376
331;55;1996/1997;0.00641;0.00428
332;55;1997/1998;0.00623;0.00381
333;55;1998/1999;0.007;0.00406
334;55;1999/2000;0.00673;0.0044
335;55;1995/1996-1999/2000;0.00658;0.00407
336;56;1995/1996;0.00781;0.00454
337;56;1996/1997;0.0074;0.00413
338;56;1997/1998;0.0065;0.00442
339;56;1998/1999;0.00722;0.00429
340;56;1999/2000;0.00735;0.00424
341;56;1995/1996-1999/2000;0.00726;0.00432
342;57;1995/1996;0.00847;0.0052
343;57;1996/1997;0.00794;0.00489
344;57;1997/1998;0.00783;0.00475
345;57;1998/1999;0.00771;0.00475
346;57;1999/2000;0.00799;0.00468
347;57;1995/1996-1999/2000;0.00799;0.00485
348;58;1995/1996;0.00935;0.00554
349;58;1996/1997;0.00959;0.00548
350;58;1997/1998;0.00883;0.0056
351;58;1998/1999;0.00868;0.00534
352;58;1999/2000;0.00854;0.00524
353;58;1995/1996-1999/2000;0.00899;0.00544
354;59;1995/1996;0.01025;0.00585
355;59;1996/1997;0.01016;0.00578
356;59;1997/1998;0.00947;0.00602
357;59;1998/1999;0.00966;0.00507
358;59;1999/2000;0.00911;0.00566
359;59;1995/1996-1999/2000;0.00971;0.00567
360;60;1995/1996;0.01185;0.00693
361;60;1996/1997;0.01228;0.00662
362;60;1997/1998;0.01103;0.00571
363;60;1998/1999;0.01066;0.00627
364;60;1999/2000;0.01092;0.00628
365;60;1995/1996-1999/2000;0.01133;0.00636
366;61;1995/1996;0.01281;0.00671
367;61;1996/1997;0.01331;0.00659
368;61;1997/1998;0.0125;0.00684
369;61;1998/1999;0.01273;0.00733
370;61;1999/2000;0.01236;0.00709
371;61;1995/1996-1999/2000;0.01273;0.00692
372;62;1995/1996;0.01512;0.00818
373;62;1996/1997;0.01499;0.00721
374;62;1997/1998;0.01358;0.00787
375;62;1998/1999;0.0135;0.00744
376;62;1999/2000;0.01323;0.00734
377;62;1995/1996-1999/2000;0.01407;0.0076
378;63;1995/1996;0.01734;0.00858
379;63;1996/1997;0.01612;0.00895
380;63;1997/1998;0.01509;0.00818
381;63;1998/1999;0.0157;0.00797
382;63;1999/2000;0.01455;0.00807
383;63;1995/1996-1999/2000;0.01575;0.00835
384;64;1995/1996;0.0188;0.00927
385;64;1996/1997;0.01907;0.00948
386;64;1997/1998;0.01725;0.00842
387;64;1998/1999;0.01813;0.00968
388;64;1999/2000;0.01674;0.00919
389;64;1995/1996-1999/2000;0.018;0.00921
390;65;1995/1996;0.02105;0.01099
391;65;1996/1997;0.02024;0.00993
392;65;1997/1998;0.01957;0.01036
393;65;1998/1999;0.02004;0.00903
394;65;1999/2000;0.01883;0.01014
395;65;1995/1996-1999/2000;0.01994;0.0101
396;66;1995/1996;0.02464;0.01189
397;66;1996/1997;0.02271;0.01112
398;66;1997/1998;0.02258;0.01011
399;66;1998/1999;0.02153;0.0112
400;66;1999/2000;0.02101;0.0109
401;66;1995/1996-1999/2000;0.02248;0.01104
402;67;1995/1996;0.02597;0.01271
403;67;1996/1997;0.02527;0.01297
404;67;1997/1998;0.02429;0.0125
405;67;1998/1999;0.02447;0.01148
406;67;1999/2000;0.02359;0.01144
407;67;1995/1996-1999/2000;0.0247;0.01222
408;68;1995/1996;0.02745;0.01515
409;68;1996/1997;0.02738;0.01397
410;68;1997/1998;0.02679;0.01308
411;68;1998/1999;0.02842;0.014
412;68;1999/2000;0.02553;0.01448
413;68;1995/1996-1999/2000;0.02711;0.01413
414;69;1995/1996;0.03068;0.01599
415;69;1996/1997;0.03125;0.01575
416;69;1997/1998;0.02962;0.01457
417;69;1998/1999;0.03047;0.01489
418;69;1999/2000;0.0281;0.01478
419;69;1995/1996-1999/2000;0.02999;0.01519
420;70;1995/1996;0.03631;0.01708
421;70;1996/1997;0.03316;0.01683
422;70;1997/1998;0.0322;0.01659
423;70;1998/1999;0.03072;0.01613
424;70;1999/2000;0.03208;0.01707
425;70;1995/1996-1999/2000;0.03287;0.01674
426;71;1995/1996;0.04006;0.01854
427;71;1996/1997;0.0389;0.01946
428;71;1997/1998;0.03508;0.01794
429;71;1998/1999;0.03677;0.01931
430;71;1999/2000;0.0355;0.01895
431;71;1995/1996-1999/2000;0.03724;0.01884
432;72;1995/1996;0.04418;0.02115
433;72;1996/1997;0.04181;0.01957
434;72;1997/1998;0.0398;0.02059
435;72;1998/1999;0.04057;0.01979
436;72;1999/2000;0.03975;0.0204
437;72;1995/1996-1999/2000;0.04124;0.0203
438;73;1995/1996;0.04665;0.02318
439;73;1996/1997;0.0468;0.0223
440;73;1997/1998;0.0457;0.02211
441;73;1998/1999;0.04475;0.0231
442;73;1999/2000;0.04404;0.02185
443;73;1995/1996-1999/2000;0.04559;0.02251
444;74;1995/1996;0.05342;0.02588
445;74;1996/1997;0.05183;0.02669
446;74;1997/1998;0.05023;0.02515
447;74;1998/1999;0.05121;0.02423
448;74;1999/2000;0.04915;0.02519
449;74;1995/1996-1999/2000;0.05116;0.02542
450;75;1995/1996;0.05969;0.02951
451;75;1996/1997;0.05736;0.02838
452;75;1997/1998;0.05413;0.02749
453;75;1998/1999;0.05366;0.0287
454;75;1999/2000;0.05457;0.02837
455;75;1995/1996-1999/2000;0.05587;0.02849
456;76;1995/1996;0.06629;0.03245
457;76;1996/1997;0.06115;0.03149
458;76;1997/1998;0.05946;0.03133
459;76;1998/1999;0.05988;0.03141
460;76;1999/2000;0.05857;0.03094
461;76;1995/1996-1999/2000;0.06089;0.0315
462;77;1995/1996;0.07413;0.03792
463;77;1996/1997;0.07188;0.03552
464;77;1997/1998;0.0646;0.03549
465;77;1998/1999;0.06796;0.03506
466;77;1999/2000;0.06505;0.03549
467;77;1995/1996-1999/2000;0.06838;0.03584
468;78;1995/1996;0.08136;0.04069
469;78;1996/1997;0.07518;0.04076
470;78;1997/1998;0.07392;0.0395
471;78;1998/1999;0.07365;0.04178
472;78;1999/2000;0.0734;0.03983
473;78;1995/1996-1999/2000;0.07535;0.04053
474;79;1995/1996;0.08837;0.04891
475;79;1996/1997;0.08494;0.04502
476;79;1997/1998;0.08318;0.04389
477;79;1998/1999;0.0805;0.04419
478;79;1999/2000;0.08156;0.04525
479;79;1995/1996-1999/2000;0.08361;0.04546
480;80;1995/1996;0.09293;0.05343
481;80;1996/1997;0.09487;0.05258
482;80;1997/1998;0.08962;0.05129
483;80;1998/1999;0.09042;0.05112
484;80;1999/2000;0.09027;0.05114
485;80;1995/1996-1999/2000;0.09161;0.05191
486;81;1995/1996;0.10213;0.06047
487;81;1996/1997;0.10039;0.05719
488;81;1997/1998;0.10005;0.05865
489;81;1998/1999;0.10054;0.06074
490;81;1999/2000;0.10097;0.05981
491;81;1995/1996-1999/2000;0.10083;0.05938
492;82;1995/1996;0.11836;0.0686
493;82;1996/1997;0.10735;0.06611
494;82;1997/1998;0.10791;0.06478
495;82;1998/1999;0.11417;0.06745
496;82;1999/2000;0.10744;0.06772
497;82;1995/1996-1999/2000;0.11103;0.06694
498;83;1995/1996;0.13142;0.07699
499;83;1996/1997;0.12339;0.07684
500;83;1997/1998;0.11835;0.0741
501;83;1998/1999;0.12164;0.07495
502;83;1999/2000;0.11992;0.07698
503;83;1995/1996-1999/2000;0.1229;0.07596
504;84;1995/1996;0.13717;0.08795
505;84;1996/1997;0.13374;0.08599
506;84;1997/1998;0.12685;0.08257
507;84;1998/1999;0.13164;0.0854
508;84;1999/2000;0.13549;0.08452
509;84;1995/1996-1999/2000;0.13288;0.08525
510;85;1995/1996;0.14606;0.09973
511;85;1996/1997;0.13957;0.09234
512;85;1997/1998;0.14224;0.09251
513;85;1998/1999;0.14259;0.0974
514;85;1999/2000;0.14263;0.09591
515;85;1995/1996-1999/2000;0.14262;0.09559
516;86;1995/1996;0.16697;0.10713
517;86;1996/1997;0.15745;0.10517
518;86;1997/1998;0.15161;0.10734
519;86;1998/1999;0.15896;0.10972
520;86;1999/2000;0.15557;0.10651
521;86;1995/1996-1999/2000;0.15806;0.10719
522;87;1995/1996;0.17698;0.12398
523;87;1996/1997;0.16949;0.12314
524;87;1997/1998;0.16049;0.11772
525;87;1998/1999;0.17207;0.12485
526;87;1999/2000;0.17179;0.12534
527;87;1995/1996-1999/2000;0.17019;0.12302
528;88;1995/1996;0.18999;0.14576
529;88;1996/1997;0.19069;0.13556
530;88;1997/1998;0.18538;0.13266
531;88;1998/1999;0.1941;0.1356
532;88;1999/2000;0.18435;0.13446
533;88;1995/1996-1999/2000;0.18891;0.13675
534;89;1995/1996;0.21131;0.15468
535;89;1996/1997;0.20363;0.14936
536;89;1997/1998;0.19866;0.14876
537;89;1998/1999;0.21083;0.15382
538;89;1999/2000;0.20213;0.15443
539;89;1995/1996-1999/2000;0.20525;0.15222
540;90;1995/1996;0.2209;0.17258
541;90;1996/1997;0.21524;0.16569
542;90;1997/1998;0.2153;0.16225
543;90;1998/1999;0.22125;0.175
544;90;1999/2000;0.22598;0.1691
545;90;1995/1996-1999/2000;0.2198;0.16894
546;91;1995/1996;0.23879;0.19372
547;91;1996/1997;0.22797;0.1854
548;91;1997/1998;0.21994;0.18451
549;91;1998/1999;0.25947;0.1898
550;91;1999/2000;0.2465;0.18969
551;91;1995/1996-1999/2000;0.23874;0.18861
552;92;1995/1996;0.2437;0.21906
553;92;1996/1997;0.24901;0.20581
554;92;1997/1998;0.24368;0.19786
555;92;1998/1999;0.27119;0.20727
556;92;1999/2000;0.26511;0.21441
557;92;1995/1996-1999/2000;0.25465;0.20884
558;93;1995/1996;0.27647;0.22726
559;93;1996/1997;0.25677;0.22131
560;93;1997/1998;0.24957;0.22272
561;93;1998/1999;0.28979;0.23258
562;93;1999/2000;0.25921;0.22251
563;93;1995/1996-1999/2000;0.26646;0.22531
564;94;1995/1996;0.31639;0.24023
565;94;1996/1997;0.28124;0.25155
566;94;1997/1998;0.26357;0.24232
567;94;1998/1999;0.2692;0.24779
568;94;1999/2000;0.29973;0.25021
569;94;1995/1996-1999/2000;0.28592;0.2465
570;95;1995/1996;0.2956;0.27916
571;95;1996/1997;0.3106;0.26179
572;95;1997/1998;0.29486;0.26266
573;95;1998/1999;0.2995;0.27857
574;95;1999/2000;0.32232;0.27223
575;95;1995/1996-1999/2000;0.30481;0.27078
576;96;1995/1996;0.32945;0.29752
577;96;1996/1997;0.32288;0.28753
578;96;1997/1998;0.32631;0.27858
579;96;1998/1999;0.35569;0.30589
580;96;1999/2000;0.32192;0.30329
581;96;1995/1996-1999/2000;0.33131;0.29468
582;97;1995/1996;0.39056;0.30937
583;97;1996/1997;0.33108;0.32662
584;97;1997/1998;0.36449;0.30932
585;97;1998/1999;0.34318;0.32374
586;97;1999/2000;0.39819;0.30428
587;97;1995/1996-1999/2000;0.36491;0.3148
588;98;1995/1996;0.39338;0.33273
589;98;1996/1997;0.34177;0.33654
590;98;1997/1998;0.367;0.33591
591;98;1998/1999;0.38113;0.35176
592;98;1999/2000;0.35517;0.34431
593;98;1995/1996-1999/2000;0.36816;0.34046
594;99;1995/1996;0.40746;0.38304
595;99;1996/1997;0.35366;0.33367
596;99;1997/1998;0.40909;0.34263
597;99;1998/1999;0.35106;0.35267
598;99;1999/2000;0.41317;0.34697
599;99;1995/1996-1999/2000;0.38595;0.35167
600;100 jaar;1995/1996;0.48718;0.3853
601;100 jaar;1996/1997;0.51456;0.38581
602;100 jaar;1997/1998;0.46667;0.37805
603;100 jaar;1998/1999;0.40217;0.38289
604;100 jaar;1999/2000;0.41322;0.36874
605;100 jaar;1995/1996-1999/2000;0.45725;0.37993
606;101 jaar;1995/1996;0.48485;0.41104
607;101 jaar;1996/1997;0.45763;0.39672
608;101 jaar;1997/1998;0.52;0.38497
609;101 jaar;1998/1999;0.58929;0.42157
610;101 jaar;1999/2000;0.50909;0.39274
611;101 jaar;1995/1996-1999/2000;0.51049;0.40162
612;102 jaar;1995/1996;0.61702;0.41892
613;102 jaar;1996/1997;0.52941;0.42484
614;102 jaar;1997/1998;0.59375;0.45455
615;102 jaar;1998/1999;0.58333;0.47619
616;102 jaar;1999/2000;0.52174;0.44318
617;102 jaar;1995/1996-1999/2000;0.575;0.44444
618;103 jaar;1995/1996;0.47059;0.53012
619;103 jaar;1996/1997;0.5;0.34884
620;103 jaar;1997/1998;0.4375;0.31034
621;103 jaar;1998/1999;0.69231;0.48889
622;103 jaar;1999/2000;0.5;0.50562
623;103 jaar;1995/1996-1999/2000;0.51351;0.43678
624;104 jaar;1995/1996;0.35714;0.56818
625;104 jaar;1996/1997;0.55556;0.4359
626;104 jaar;1997/1998;0.44444;0.53571
627;104 jaar;1998/1999;0.22222;0.46667
628;104 jaar;1999/2000;0.75;0.58696
629;104 jaar;1995/1996-1999/2000;0.42222;0.51837
630;105 jaar;1995/1996;0.66667;0.40909
631;105 jaar;1996/1997;0.55556;0.57895
632;105 jaar;1997/1998;0.5;0.63636
633;105 jaar;1998/1999;0.2;0.38462
634;105 jaar;1999/2000;0.42857;0.4375
635;105 jaar;1995/1996-1999/2000;0.46429;0.47934
