ID;Geslacht;Leeftijd;WijkenEnBuurten;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7
1437;Totaal mannen en vrouwen;15 tot 75 jaar;Buitenveldert West Midden;720;460;65.0;71.0;42.0;28.0;29.0
1438;Totaal mannen en vrouwen;15 tot 75 jaar;Zuiderhof;30;20;;;;;
1439;Totaal mannen en vrouwen;15 tot 75 jaar;Buitenveldert-Oost;5670;3640;64.0;82.0;48.0;34.0;18.0
1440;Totaal mannen en vrouwen;15 tot 75 jaar;De Klenckebuurt;490;340;69.0;84.0;56.0;28.0;16.0
1441;Totaal mannen en vrouwen;15 tot 75 jaar;Buitenveldert Oost Midden;2370;1460;61.0;85.0;51.0;34.0;15.0
1442;Totaal mannen en vrouwen;15 tot 75 jaar;Buitenveldert Zuidoost;2800;1840;66.0;79.0;43.0;36.0;21.0
1443;Totaal mannen en vrouwen;15 tot 75 jaar;Amstelpark;10;10;;;;;
1444;Totaal mannen en vrouwen;15 tot 75 jaar;Amstel III/Bullewijk;630;470;74.0;88.0;26.0;62.0;12.0
1445;Totaal mannen en vrouwen;15 tot 75 jaar;Hoofdcentrum Zuidoost;20;20;;;;;
1446;Totaal mannen en vrouwen;15 tot 75 jaar;Amstel III deel A/B Noord;70;50;;;;;
1447;Totaal mannen en vrouwen;15 tot 75 jaar;Amstel III deel C/D Noord;20;20;;;;;
1448;Totaal mannen en vrouwen;15 tot 75 jaar;Amstel III deel A/B Zuid;430;310;73.0;90.0;18.0;72.0;10.0
1449;Totaal mannen en vrouwen;15 tot 75 jaar;Amstel III deel C/D Zuid;0;0;;;;;
1450;Totaal mannen en vrouwen;15 tot 75 jaar;AMC;0;0;;;;;
1451;Totaal mannen en vrouwen;15 tot 75 jaar;Hoge Dijk;90;60;;;;;
1452;Totaal mannen en vrouwen;15 tot 75 jaar;Bijlmer Centrum (D,F,H);19860;12530;63.0;90.0;41.0;50.0;10.0
1453;Totaal mannen en vrouwen;15 tot 75 jaar;Venserpolder West;4190;2620;63.0;91.0;46.0;45.0;9.0
1454;Totaal mannen en vrouwen;15 tot 75 jaar;Venserpolder Oost;2870;1920;67.0;90.0;47.0;43.0;10.0
1455;Totaal mannen en vrouwen;15 tot 75 jaar;D-buurt;1810;1020;57.0;93.0;20.0;73.0;7.0
1456;Totaal mannen en vrouwen;15 tot 75 jaar;F-buurt;3440;2530;74.0;88.0;42.0;47.0;12.0
1457;Totaal mannen en vrouwen;15 tot 75 jaar;Amsterdamse Poort;1010;450;45.0;91.0;43.0;48.0;9.0
1458;Totaal mannen en vrouwen;15 tot 75 jaar;Hoptille;1390;800;58.0;92.0;34.0;58.0;8.0
1459;Totaal mannen en vrouwen;15 tot 75 jaar;Rechte H-buurt;2420;1440;59.0;93.0;40.0;53.0;7.0
1460;Totaal mannen en vrouwen;15 tot 75 jaar;Hakfort/Huigenbos;2020;1260;63.0;89.0;36.0;53.0;11.0
1461;Totaal mannen en vrouwen;15 tot 75 jaar;Huntum;160;100;65.0;;;;
1462;Totaal mannen en vrouwen;15 tot 75 jaar;Vogeltjeswei;560;370;66.0;88.0;52.0;36.0;12.0
1463;Totaal mannen en vrouwen;15 tot 75 jaar;Nelson Mandelapark;0;0;;;;;
1464;Totaal mannen en vrouwen;15 tot 75 jaar;Bijlmer Oost (E,G,K);23190;15130;65.0;88.0;44.0;44.0;12.0
1465;Totaal mannen en vrouwen;15 tot 75 jaar;E-buurt;1590;1210;76.0;89.0;49.0;40.0;11.0
1466;Totaal mannen en vrouwen;15 tot 75 jaar;G-buurt West;3140;2190;70.0;87.0;45.0;41.0;13.0
1467;Totaal mannen en vrouwen;15 tot 75 jaar;Bijlmermuseum Noord;1810;950;53.0;92.0;38.0;54.0;8.0
1468;Totaal mannen en vrouwen;15 tot 75 jaar;Kortvoort;2010;1160;58.0;91.0;43.0;48.0;9.0
1469;Totaal mannen en vrouwen;15 tot 75 jaar;Kelbergen;770;490;63.0;89.0;46.0;43.0;11.0
1470;Totaal mannen en vrouwen;15 tot 75 jaar;K-buurt Midden;1850;1220;66.0;90.0;36.0;54.0;10.0
1471;Totaal mannen en vrouwen;15 tot 75 jaar;K-buurt Zuidoost;1000;770;77.0;85.0;47.0;38.0;15.0
1472;Totaal mannen en vrouwen;15 tot 75 jaar;K-buurt Zuidwest;1120;780;70.0;86.0;47.0;39.0;14.0
1473;Totaal mannen en vrouwen;15 tot 75 jaar;Grunder/Koningshoef;1360;990;73.0;89.0;50.0;39.0;11.0
1474;Totaal mannen en vrouwen;15 tot 75 jaar;G-buurt Oost;2550;1650;65.0;83.0;45.0;37.0;17.0
1475;Totaal mannen en vrouwen;15 tot 75 jaar;Kantershof;1720;1050;61.0;89.0;49.0;39.0;11.0
1476;Totaal mannen en vrouwen;15 tot 75 jaar;Gooise Kant;310;270;87.0;90.0;55.0;35.0;10.0
1477;Totaal mannen en vrouwen;15 tot 75 jaar;G-buurt Noord;1420;790;55.0;92.0;39.0;53.0;8.0
1478;Totaal mannen en vrouwen;15 tot 75 jaar;Bijlmermuseum Zuid;2530;1610;64.0;89.0;38.0;51.0;11.0
1479;Totaal mannen en vrouwen;15 tot 75 jaar;Nellestein;2410;1660;69.0;86.0;49.0;37.0;14.0
1480;Totaal mannen en vrouwen;15 tot 75 jaar;L-buurt;2360;1630;69.0;86.0;49.0;37.0;14.0
1481;Totaal mannen en vrouwen;15 tot 75 jaar;Gaasperpark;20;10;;;;;
1482;Totaal mannen en vrouwen;15 tot 75 jaar;Gaasperplas;30;20;;;;;
1483;Totaal mannen en vrouwen;15 tot 75 jaar;Holendrecht/Reigersbos;13990;8630;62.0;89.0;47.0;43.0;11.0
1484;Totaal mannen en vrouwen;15 tot 75 jaar;Holendrecht West;2050;1090;53.0;93.0;39.0;54.0;7.0
1485;Totaal mannen en vrouwen;15 tot 75 jaar;Reigersbos Noord;3230;1970;61.0;92.0;45.0;47.0;8.0
1486;Totaal mannen en vrouwen;15 tot 75 jaar;Holendrecht Oost;1960;1220;62.0;85.0;52.0;33.0;15.0
1487;Totaal mannen en vrouwen;15 tot 75 jaar;Gaasperdam Noord;1560;1030;66.0;88.0;46.0;42.0;12.0
1488;Totaal mannen en vrouwen;15 tot 75 jaar;Gaasperdam Zuid;1180;760;64.0;90.0;45.0;46.0;10.0
1489;Totaal mannen en vrouwen;15 tot 75 jaar;Reigersbos Midden;1970;1260;64.0;88.0;47.0;42.0;12.0
1490;Totaal mannen en vrouwen;15 tot 75 jaar;Reigersbos Zuid;2030;1300;64.0;88.0;53.0;35.0;12.0
1491;Totaal mannen en vrouwen;15 tot 75 jaar;Gein;9100;5980;66.0;88.0;51.0;38.0;12.0
1492;Totaal mannen en vrouwen;15 tot 75 jaar;Gein Noordwest;2290;1450;64.0;90.0;45.0;45.0;10.0
1493;Totaal mannen en vrouwen;15 tot 75 jaar;Gein Zuidwest;1330;840;63.0;92.0;46.0;46.0;8.0
1494;Totaal mannen en vrouwen;15 tot 75 jaar;Gein Noordoost;2730;1910;70.0;86.0;56.0;30.0;14.0
1495;Totaal mannen en vrouwen;15 tot 75 jaar;Gein Zuidoost;2750;1770;64.0;88.0;52.0;36.0;12.0
1496;Totaal mannen en vrouwen;15 tot 75 jaar;Driemond;1210;880;73.0;83.0;56.0;27.0;17.0
1497;Totaal mannen en vrouwen;15 tot 75 jaar;Dorp Driemond;1120;810;73.0;84.0;56.0;28.0;16.0
1498;Totaal mannen en vrouwen;15 tot 75 jaar;Landelijk gebied Driemond;90;70;;;;;
1499;Totaal mannen en vrouwen;15 tot 75 jaar;Apeldoorn;120640;83430;69.0;86.0;56.0;30.0;14.0
1500;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum;6040;4140;69.0;87.0;48.0;39.0;13.0
1501;Totaal mannen en vrouwen;15 tot 75 jaar;Binnenstad;4760;3340;70.0;88.0;46.0;42.0;12.0
1502;Totaal mannen en vrouwen;15 tot 75 jaar;De Haven;1280;800;63.0;82.0;52.0;29.0;18.0
1503;Totaal mannen en vrouwen;15 tot 75 jaar;West;15790;10640;67.0;84.0;54.0;29.0;16.0
1504;Totaal mannen en vrouwen;15 tot 75 jaar;Brinkhorst;2380;1630;68.0;84.0;55.0;29.0;16.0
1505;Totaal mannen en vrouwen;15 tot 75 jaar;Sprengenweg-Noord;730;440;60.0;80.0;50.0;30.0;20.0
1506;Totaal mannen en vrouwen;15 tot 75 jaar;Sprengenbos;3080;2210;72.0;83.0;56.0;27.0;17.0
1507;Totaal mannen en vrouwen;15 tot 75 jaar;Berg en Bos;1420;880;62.0;62.0;42.0;20.0;38.0
1508;Totaal mannen en vrouwen;15 tot 75 jaar;Driehuizen;3520;2500;71.0;87.0;57.0;29.0;13.0
1509;Totaal mannen en vrouwen;15 tot 75 jaar;Orden;4650;2970;64.0;89.0;54.0;34.0;11.0
1510;Totaal mannen en vrouwen;15 tot 75 jaar;Park Berg en Bos;10;0;;;;;
1511;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidwest;10940;7500;69.0;86.0;60.0;27.0;14.0
1512;Totaal mannen en vrouwen;15 tot 75 jaar;Ugchelen;2520;1700;67.0;84.0;59.0;25.0;16.0
1513;Totaal mannen en vrouwen;15 tot 75 jaar;Ugchelen-Zuid;130;60;;;;;
1514;Totaal mannen en vrouwen;15 tot 75 jaar;De Heeze;1860;1230;66.0;90.0;59.0;30.0;10.0
1515;Totaal mannen en vrouwen;15 tot 75 jaar;Westenenk;2830;2020;71.0;87.0;60.0;27.0;13.0
1516;Totaal mannen en vrouwen;15 tot 75 jaar;Winkewijert;1320;990;76.0;90.0;63.0;27.0;10.0
1517;Totaal mannen en vrouwen;15 tot 75 jaar;De Bouwhof;1780;1180;66.0;87.0;62.0;25.0;13.0
1518;Totaal mannen en vrouwen;15 tot 75 jaar;Brouwersmolen-Noord;130;90;;;;;
1519;Totaal mannen en vrouwen;15 tot 75 jaar;Dennenheuvel;60;40;;;;;
1520;Totaal mannen en vrouwen;15 tot 75 jaar;Holthuizen;110;70;;;;;
1521;Totaal mannen en vrouwen;15 tot 75 jaar;Brouwersmolen-Zuid;110;20;;;;;
1522;Totaal mannen en vrouwen;15 tot 75 jaar;Wernem;100;80;;;;;
1523;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid;14210;9750;69.0;89.0;56.0;33.0;11.0
1524;Totaal mannen en vrouwen;15 tot 75 jaar;Brummelhof;2740;1940;71.0;86.0;57.0;29.0;14.0
1525;Totaal mannen en vrouwen;15 tot 75 jaar;Vogelkwartier;3790;2590;68.0;90.0;56.0;33.0;10.0
1526;Totaal mannen en vrouwen;15 tot 75 jaar;Staatsliedenkwartier;2390;1540;65.0;91.0;52.0;39.0;9.0
1527;Totaal mannen en vrouwen;15 tot 75 jaar;Componistenkwartier;2580;1750;68.0;90.0;59.0;30.0;10.0
1528;Totaal mannen en vrouwen;15 tot 75 jaar;Rivierenkwartier;2130;1500;71.0;92.0;57.0;35.0;8.0
1529;Totaal mannen en vrouwen;15 tot 75 jaar;Malkenschoten;160;110;65.0;;;;
1530;Totaal mannen en vrouwen;15 tot 75 jaar;Kayersmolen-Noord;340;270;78.0;82.0;50.0;32.0;18.0
1531;Totaal mannen en vrouwen;15 tot 75 jaar;Kayersmolen-Midden;70;50;;;;;
1532;Totaal mannen en vrouwen;15 tot 75 jaar;Kayersmolen-Zuid;10;10;;;;;
1533;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidoost;19580;13120;67.0;91.0;60.0;30.0;9.0
1534;Totaal mannen en vrouwen;15 tot 75 jaar;Matendreef;3250;2270;70.0;90.0;59.0;32.0;10.0
1535;Totaal mannen en vrouwen;15 tot 75 jaar;Matenhorst;2290;1550;68.0;91.0;60.0;31.0;9.0
1536;Totaal mannen en vrouwen;15 tot 75 jaar;Matendonk;3960;2560;65.0;92.0;60.0;31.0;8.0
1537;Totaal mannen en vrouwen;15 tot 75 jaar;Matenhoeve;3670;2470;67.0;92.0;63.0;28.0;8.0
1538;Totaal mannen en vrouwen;15 tot 75 jaar;Matenveld;4400;2990;68.0;91.0;61.0;30.0;9.0
1539;Totaal mannen en vrouwen;15 tot 75 jaar;Matengaarde;1910;1200;63.0;89.0;59.0;30.0;11.0
1540;Totaal mannen en vrouwen;15 tot 75 jaar;Matenhoek;120;80;;;;;
1541;Totaal mannen en vrouwen;15 tot 75 jaar;Kuipersveld;0;0;;;;;
1542;Totaal mannen en vrouwen;15 tot 75 jaar;Oost;13920;10280;74.0;88.0;60.0;28.0;12.0
1543;Totaal mannen en vrouwen;15 tot 75 jaar;Welgelegen;2980;2070;70.0;84.0;58.0;26.0;16.0
1544;Totaal mannen en vrouwen;15 tot 75 jaar;Osseveld-West;1810;1260;70.0;87.0;59.0;29.0;13.0
1545;Totaal mannen en vrouwen;15 tot 75 jaar;Osseveld-Oost;3800;2940;78.0;90.0;61.0;29.0;10.0
1546;Totaal mannen en vrouwen;15 tot 75 jaar;Woudhuis;4550;3350;74.0;89.0;61.0;28.0;11.0
1547;Totaal mannen en vrouwen;15 tot 75 jaar;Groot Zonnehoeve;730;600;83.0;88.0;62.0;25.0;12.0
1548;Totaal mannen en vrouwen;15 tot 75 jaar;De Voorwaarts;10;10;;;;;
1549;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijvenpark Ecofactorij;0;0;;;;;
1550;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijvenpark Oost;50;40;;;;;
1551;Totaal mannen en vrouwen;15 tot 75 jaar;Noordoost;16560;11490;69.0;88.0;58.0;31.0;12.0
1552;Totaal mannen en vrouwen;15 tot 75 jaar;Zevenhuizen;1720;1190;69.0;85.0;60.0;25.0;15.0
1553;Totaal mannen en vrouwen;15 tot 75 jaar;Sluisoord;2980;1780;60.0;89.0;54.0;35.0;11.0
1554;Totaal mannen en vrouwen;15 tot 75 jaar;De Mheen;2410;1790;74.0;90.0;58.0;33.0;10.0
1555;Totaal mannen en vrouwen;15 tot 75 jaar;Anklaar;2890;1890;66.0;87.0;55.0;32.0;13.0
1556;Totaal mannen en vrouwen;15 tot 75 jaar;Sprenkelaar;2760;1730;63.0;89.0;53.0;36.0;11.0
1557;Totaal mannen en vrouwen;15 tot 75 jaar;Bedrijvenpark Apeldoorn Noord;130;70;;;;;
1558;Totaal mannen en vrouwen;15 tot 75 jaar;Sleutelbloem;50;30;;;;;
1559;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidbroek - Mozaïek & Rooster;3500;2910;83.0;88.0;63.0;25.0;12.0
1560;Totaal mannen en vrouwen;15 tot 75 jaar;Zuidbroek - De Wellen;130;90;;;;;
1561;Totaal mannen en vrouwen;15 tot 75 jaar;Noord;9200;6170;67.0;79.0;52.0;27.0;21.0
1562;Totaal mannen en vrouwen;15 tot 75 jaar;De Parken;1750;1240;71.0;68.0;44.0;23.0;32.0
1563;Totaal mannen en vrouwen;15 tot 75 jaar;Spainkbos;860;550;64.0;75.0;48.0;28.0;25.0
1564;Totaal mannen en vrouwen;15 tot 75 jaar;Loolaan-Noord;1540;1070;69.0;79.0;52.0;27.0;21.0
1565;Totaal mannen en vrouwen;15 tot 75 jaar;Het Loo;1010;660;66.0;82.0;59.0;23.0;18.0
1566;Totaal mannen en vrouwen;15 tot 75 jaar;Kerschoten-West;700;430;61.0;84.0;54.0;30.0;16.0
1567;Totaal mannen en vrouwen;15 tot 75 jaar;Kerschoten;2590;1690;65.0;89.0;57.0;32.0;11.0
1568;Totaal mannen en vrouwen;15 tot 75 jaar;Paleispark;40;30;;;;;
1569;Totaal mannen en vrouwen;15 tot 75 jaar;Stadhoudersmolen;140;110;;;;;
1570;Totaal mannen en vrouwen;15 tot 75 jaar;Hommelbrink;580;390;67.0;80.0;55.0;25.0;20.0
1571;Totaal mannen en vrouwen;15 tot 75 jaar;Uddel en omgeving;2230;1770;79.0;73.0;44.0;28.0;27.0
1572;Totaal mannen en vrouwen;15 tot 75 jaar;Uddel;1430;1140;79.0;79.0;48.0;31.0;21.0
1573;Totaal mannen en vrouwen;15 tot 75 jaar;Agrarisch gebied Uddel;440;340;78.0;59.0;32.0;27.0;41.0
1574;Totaal mannen en vrouwen;15 tot 75 jaar;Bosgebied Meerveld;270;220;81.0;64.0;43.0;21.0;36.0
1575;Totaal mannen en vrouwen;15 tot 75 jaar;Bosgebied Nieuw Milligen;90;70;;;;;
1576;Totaal mannen en vrouwen;15 tot 75 jaar;Hoog Soeren en Radio Kootwijk;270;180;69.0;63.0;48.0;15.0;37.0
1577;Totaal mannen en vrouwen;15 tot 75 jaar;Orderbos;0;0;;;;;
1578;Totaal mannen en vrouwen;15 tot 75 jaar;Hoog Soeren;130;80;;;;;
1579;Totaal mannen en vrouwen;15 tot 75 jaar;Bosgebied Hoog Soeren;40;30;;;;;
1580;Totaal mannen en vrouwen;15 tot 75 jaar;Bosgebied Hoog Buurloo;90;70;;;;;
1581;Totaal mannen en vrouwen;15 tot 75 jaar;Hoenderloo en omgeving;1170;720;62.0;78.0;50.0;28.0;22.0
1582;Totaal mannen en vrouwen;15 tot 75 jaar;Hoenderloo;580;390;67.0;80.0;53.0;27.0;20.0
1583;Totaal mannen en vrouwen;15 tot 75 jaar;Bosgebied Ugchelen;60;40;;;;;
1584;Totaal mannen en vrouwen;15 tot 75 jaar;Bosgebied Hoenderloo;180;110;63.0;;;;
1585;Totaal mannen en vrouwen;15 tot 75 jaar;Miggelenberg;360;180;51.0;75.0;46.0;29.0;25.0
1586;Totaal mannen en vrouwen;15 tot 75 jaar;Loenen en omgeving;2520;1780;71.0;81.0;55.0;26.0;19.0
1587;Totaal mannen en vrouwen;15 tot 75 jaar;Het Goreld;210;160;79.0;69.0;50.0;19.0;31.0
1588;Totaal mannen en vrouwen;15 tot 75 jaar;Loenen;1690;1160;68.0;86.0;59.0;28.0;14.0
1589;Totaal mannen en vrouwen;15 tot 75 jaar;Bosgebied Loenen;620;460;74.0;73.0;49.0;23.0;27.0
1590;Totaal mannen en vrouwen;15 tot 75 jaar;Beekbergen en omgeving;3370;2300;68.0;80.0;49.0;31.0;20.0
1591;Totaal mannen en vrouwen;15 tot 75 jaar;Beekbergen;1830;1290;70.0;84.0;56.0;28.0;16.0
1592;Totaal mannen en vrouwen;15 tot 75 jaar;Bosgebied Beekbergen-West;240;170;70.0;63.0;42.0;22.0;37.0
1593;Totaal mannen en vrouwen;15 tot 75 jaar;Agrarisch gebied Beekbergen;350;250;71.0;77.0;49.0;29.0;23.0
1594;Totaal mannen en vrouwen;15 tot 75 jaar;Bosgebied Beekbergen-Zuid;960;590;62.0;77.0;35.0;42.0;23.0
1595;Totaal mannen en vrouwen;15 tot 75 jaar;Lieren en omgeving;910;670;74.0;76.0;53.0;22.0;24.0
1596;Totaal mannen en vrouwen;15 tot 75 jaar;Lieren;430;310;71.0;80.0;56.0;23.0;20.0
1597;Totaal mannen en vrouwen;15 tot 75 jaar;Agrarisch gebied Lieren-Oosterhuizen;390;300;78.0;74.0;52.0;22.0;26.0
1598;Totaal mannen en vrouwen;15 tot 75 jaar;Bosgebied Oosterhuizen;90;60;;;;;
1599;Totaal mannen en vrouwen;15 tot 75 jaar;Klarenbeek en omgeving;1520;1170;77.0;77.0;53.0;23.0;23.0
1600;Totaal mannen en vrouwen;15 tot 75 jaar;Wolthuis;190;150;80.0;74.0;47.0;27.0;26.0
1601;Totaal mannen en vrouwen;15 tot 75 jaar;Klarenbeek;480;350;73.0;86.0;61.0;25.0;14.0
1602;Totaal mannen en vrouwen;15 tot 75 jaar;De Hooilanden;670;520;78.0;73.0;49.0;24.0;27.0
1603;Totaal mannen en vrouwen;15 tot 75 jaar;De Hooilanden-Oosterhuizen;180;150;81.0;71.0;57.0;14.0;29.0
1604;Totaal mannen en vrouwen;15 tot 75 jaar;Wenum Wiesel Beemte;2420;1750;72.0;70.0;48.0;22.0;30.0
1605;Totaal mannen en vrouwen;15 tot 75 jaar;Wenum;250;190;75.0;71.0;50.0;21.0;29.0
1606;Totaal mannen en vrouwen;15 tot 75 jaar;Beemte;110;90;;;;;
1607;Totaal mannen en vrouwen;15 tot 75 jaar;Bosgebied Wiesel;0;0;;;;;
1608;Totaal mannen en vrouwen;15 tot 75 jaar;Agrarisch gebied Wiesel;770;500;65.0;62.0;41.0;21.0;38.0
1609;Totaal mannen en vrouwen;15 tot 75 jaar;Agrarisch gebied Wenum;620;460;74.0;76.0;54.0;22.0;24.0
1610;Totaal mannen en vrouwen;15 tot 75 jaar;Agrarisch gebied Beemte Broekland;670;520;77.0;70.0;47.0;23.0;30.0
1611;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam;8590;5270;61.0;89.0;58.0;31.0;11.0
1612;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 00;8590;5270;61.0;89.0;58.0;31.0;11.0
1613;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam-Centrum;1740;1060;61.0;85.0;55.0;30.0;15.0
1614;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam-West;2330;1540;66.0;91.0;60.0;30.0;9.0
1615;Totaal mannen en vrouwen;15 tot 75 jaar;Appingedam-Oost;4060;2330;57.0;92.0;58.0;34.0;8.0
1616;Totaal mannen en vrouwen;15 tot 75 jaar;Verspr.h. Damsterdiep en Eemskanaal;250;190;78.0;80.0;58.0;22.0;20.0
1617;Totaal mannen en vrouwen;15 tot 75 jaar;Verspr.h. ten zuiden van Eemskanaal;80;60;;;;;
1618;Totaal mannen en vrouwen;15 tot 75 jaar;Verspr.h. ten N. van het Damsterdiep;120;90;;;;;
1619;Totaal mannen en vrouwen;15 tot 75 jaar;Arnhem;122910;81430;66.0;85.0;51.0;34.0;15.0
1620;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum;5470;3800;69.0;86.0;42.0;45.0;14.0
1621;Totaal mannen en vrouwen;15 tot 75 jaar;Markt;1180;860;73.0;84.0;42.0;42.0;16.0
1622;Totaal mannen en vrouwen;15 tot 75 jaar;Weverstraat;1510;960;63.0;84.0;43.0;42.0;16.0
1623;Totaal mannen en vrouwen;15 tot 75 jaar;Rijnstraat;1160;890;76.0;89.0;40.0;49.0;11.0
1624;Totaal mannen en vrouwen;15 tot 75 jaar;Janssingel;210;180;85.0;89.0;45.0;44.0;11.0
1625;Totaal mannen en vrouwen;15 tot 75 jaar;Stationsplein;290;220;77.0;87.0;41.0;47.0;13.0
1626;Totaal mannen en vrouwen;15 tot 75 jaar;Utrechtsestraat;1110;690;62.0;88.0;41.0;47.0;12.0
1627;Totaal mannen en vrouwen;15 tot 75 jaar;Spijkerkwartier;6070;4330;71.0;83.0;40.0;43.0;17.0
1628;Totaal mannen en vrouwen;15 tot 75 jaar;Hommelstraat;1250;830;67.0;85.0;41.0;44.0;15.0
1629;Totaal mannen en vrouwen;15 tot 75 jaar;Spijkerbuurt;3070;2220;72.0;82.0;39.0;44.0;18.0
1630;Totaal mannen en vrouwen;15 tot 75 jaar;Boulevardwijk;1750;1280;73.0;81.0;40.0;41.0;19.0
1631;Totaal mannen en vrouwen;15 tot 75 jaar;Arnhemse Broek;4640;2810;61.0;85.0;45.0;39.0;15.0
1632;Totaal mannen en vrouwen;15 tot 75 jaar;Statenkwartier;1670;1010;61.0;86.0;44.0;42.0;14.0
1633;Totaal mannen en vrouwen;15 tot 75 jaar;Arnhemse Broek;2240;1350;60.0;85.0;45.0;40.0;15.0
1634;Totaal mannen en vrouwen;15 tot 75 jaar;Van Verschuerbuurt;370;210;55.0;81.0;44.0;38.0;19.0
1635;Totaal mannen en vrouwen;15 tot 75 jaar;Industrieterrein;70;40;;;;;
1636;Totaal mannen en vrouwen;15 tot 75 jaar;Bij de John Frostbrug;0;0;;;;;
1637;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwe Kadekwartier;300;200;66.0;85.0;59.0;26.0;15.0
1638;Totaal mannen en vrouwen;15 tot 75 jaar;Presikhaaf-West;6460;3590;56.0;88.0;45.0;43.0;12.0
1639;Totaal mannen en vrouwen;15 tot 75 jaar;Presikhaaf I;1630;850;52.0;86.0;45.0;41.0;14.0
1640;Totaal mannen en vrouwen;15 tot 75 jaar;Presikhaaf II;1480;880;60.0;84.0;46.0;38.0;16.0
1641;Totaal mannen en vrouwen;15 tot 75 jaar;Presikhaaf III;3350;1860;56.0;91.0;44.0;46.0;9.0
1642;Totaal mannen en vrouwen;15 tot 75 jaar;Presikhaaf-Oost;5660;3460;61.0;91.0;50.0;41.0;9.0
1643;Totaal mannen en vrouwen;15 tot 75 jaar;Over het Lange Water;3820;2370;62.0;91.0;54.0;38.0;9.0
1644;Totaal mannen en vrouwen;15 tot 75 jaar;Elsweide;380;250;65.0;84.0;57.0;27.0;16.0
1645;Totaal mannen en vrouwen;15 tot 75 jaar;Winkelcentrum;1450;830;57.0;91.0;36.0;56.0;9.0
1646;Totaal mannen en vrouwen;15 tot 75 jaar;Ijsseloord;10;10;;;;;
1647;Totaal mannen en vrouwen;15 tot 75 jaar;St. Marten/Sonsbeek;4910;3730;76.0;82.0;49.0;33.0;18.0
1648;Totaal mannen en vrouwen;15 tot 75 jaar;St. Marten;1410;1010;71.0;81.0;47.0;34.0;19.0
1649;Totaal mannen en vrouwen;15 tot 75 jaar;Graaf Ottoplein e.o.;2690;2130;79.0;84.0;47.0;37.0;16.0
1650;Totaal mannen en vrouwen;15 tot 75 jaar;Sonsbeek-Noord;810;590;74.0;77.0;58.0;19.0;23.0
1651;Totaal mannen en vrouwen;15 tot 75 jaar;Klarendal;6270;3960;63.0;85.0;49.0;36.0;15.0
1652;Totaal mannen en vrouwen;15 tot 75 jaar;Klarendal-Zuid;1940;1130;58.0;85.0;43.0;42.0;15.0
1653;Totaal mannen en vrouwen;15 tot 75 jaar;Klarendal-Noord;1940;1190;61.0;83.0;46.0;37.0;17.0
1654;Totaal mannen en vrouwen;15 tot 75 jaar;Onder de Linden;1170;800;68.0;85.0;58.0;27.0;15.0
1655;Totaal mannen en vrouwen;15 tot 75 jaar;St. Janskerkstraat e.o.;1220;850;70.0;86.0;51.0;35.0;14.0
1656;Totaal mannen en vrouwen;15 tot 75 jaar;Velperweg e.o.;6350;4620;73.0;82.0;54.0;27.0;18.0
1657;Totaal mannen en vrouwen;15 tot 75 jaar;Velperweg-Noord;940;620;66.0;85.0;46.0;39.0;15.0
1658;Totaal mannen en vrouwen;15 tot 75 jaar;Molenbeke;890;690;78.0;81.0;56.0;25.0;19.0
1659;Totaal mannen en vrouwen;15 tot 75 jaar;Terrein ENKA;120;90;;;;;
1660;Totaal mannen en vrouwen;15 tot 75 jaar;Plattenburg;1450;1050;72.0;84.0;52.0;32.0;16.0
1661;Totaal mannen en vrouwen;15 tot 75 jaar;Angerenstein;1460;1070;73.0;78.0;55.0;22.0;22.0
1662;Totaal mannen en vrouwen;15 tot 75 jaar;Paasberg;1490;1090;73.0;81.0;58.0;23.0;19.0
1663;Totaal mannen en vrouwen;15 tot 75 jaar;Alteveer/Cranevelt;2370;1620;68.0;80.0;56.0;23.0;20.0
1664;Totaal mannen en vrouwen;15 tot 75 jaar;Hazegrietje;140;100;;;;;
1665;Totaal mannen en vrouwen;15 tot 75 jaar;Alteveer/Cranevelt;2230;1520;68.0;81.0;56.0;24.0;19.0
1666;Totaal mannen en vrouwen;15 tot 75 jaar;Geitenkamp;3110;1630;53.0;88.0;50.0;39.0;12.0
1667;Totaal mannen en vrouwen;15 tot 75 jaar;Geitenkamp;3110;1630;53.0;88.0;50.0;39.0;12.0
1668;Totaal mannen en vrouwen;15 tot 75 jaar;Monnikenhuizen;3150;2140;68.0;83.0;56.0;28.0;17.0
