ID;Geslacht;Leeftijd;WijkenEnBuurten;BeroepsEnNietBeroepsbevolking_1;WerkzameBeroepsbevolking_2;NettoArbeidsparticipatie_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7
44;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Gasselte;220;130;60.0;;;;
45;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 15 Gasselternijveen;1430;890;62.0;85.0;53.0;33.0;15.0
46;Totaal mannen en vrouwen;15 tot 75 jaar;Gasselternijveen;1390;860;62.0;86.0;53.0;33.0;14.0
47;Totaal mannen en vrouwen;15 tot 75 jaar;Gasselterboerveen;40;30;;;;;
48;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Gasselternijveen;0;0;;;;;
49;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 16 Gasselternijveenschemond;530;350;65.0;80.0;53.0;27.0;20.0
50;Totaal mannen en vrouwen;15 tot 75 jaar;Gasselternijveenschemond;500;330;66.0;81.0;54.0;28.0;19.0
51;Totaal mannen en vrouwen;15 tot 75 jaar;Gasselterboerveenschemond;30;10;;;;;
52;Totaal mannen en vrouwen;15 tot 75 jaar;Verspr.h. Gasselternijveenschemond;10;0;;;;;
53;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 17 Gieten;3640;2410;66.0;84.0;57.0;27.0;16.0
54;Totaal mannen en vrouwen;15 tot 75 jaar;Gieten;3510;2330;66.0;84.0;57.0;27.0;16.0
55;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Gieten;130;80;;;;;
56;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 18 Gieterveen;980;680;69.0;78.0;49.0;29.0;22.0
57;Totaal mannen en vrouwen;15 tot 75 jaar;Gieterveen;520;370;70.0;84.0;51.0;33.0;16.0
58;Totaal mannen en vrouwen;15 tot 75 jaar;Bonnerveen;80;60;;;;;
59;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwediep;200;140;67.0;;;;
60;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Gieterveen;160;110;66.0;;;;
61;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 19 Rolde;3200;2120;66.0;82.0;55.0;27.0;18.0
62;Totaal mannen en vrouwen;15 tot 75 jaar;Rolde;2570;1670;65.0;84.0;56.0;28.0;16.0
63;Totaal mannen en vrouwen;15 tot 75 jaar;Ballo;130;70;;;;;
64;Totaal mannen en vrouwen;15 tot 75 jaar;Nijlande;50;40;;;;;
65;Totaal mannen en vrouwen;15 tot 75 jaar;Deurze;70;60;;;;;
66;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Nooitgedacht;250;190;75.0;80.0;58.0;22.0;20.0
67;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Rolde;120;90;;;;;
68;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 20 Grolloo;870;640;74.0;70.0;47.0;22.0;30.0
69;Totaal mannen en vrouwen;15 tot 75 jaar;Grolloo;480;350;75.0;80.0;55.0;25.0;20.0
70;Totaal mannen en vrouwen;15 tot 75 jaar;Schoonloo;140;100;;;;;
71;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Papenvoort;50;40;;;;;
72;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Grolloo;200;140;71.0;;;;
73;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 21 Ekehaar;390;280;73.0;70.0;47.0;23.0;30.0
74;Totaal mannen en vrouwen;15 tot 75 jaar;Ekehaar;200;140;72.0;;;;
75;Totaal mannen en vrouwen;15 tot 75 jaar;Amen;80;60;;;;;
76;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Ekehaar;110;80;;;;;
77;Totaal mannen en vrouwen;15 tot 75 jaar;Aalsmeer;23300;17790;76.0;83.0;54.0;29.0;17.0
78;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 00 Aalsmeer;9110;6770;74.0;82.0;52.0;30.0;18.0
79;Totaal mannen en vrouwen;15 tot 75 jaar;Centrum;1890;1430;76.0;81.0;54.0;27.0;19.0
80;Totaal mannen en vrouwen;15 tot 75 jaar;Stommeer;4790;3570;75.0;84.0;53.0;31.0;16.0
81;Totaal mannen en vrouwen;15 tot 75 jaar;Hornmeer;1770;1250;70.0;86.0;53.0;33.0;14.0
82;Totaal mannen en vrouwen;15 tot 75 jaar;Uiterweg;670;520;78.0;64.0;44.0;20.0;36.0
83;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Kudelstraat en Kalslagen;6920;5360;77.0;87.0;59.0;29.0;13.0
84;Totaal mannen en vrouwen;15 tot 75 jaar;Kudelstaart;6920;5360;77.0;87.0;59.0;29.0;13.0
85;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Oosteinde;7260;5670;78.0;80.0;52.0;28.0;20.0
86;Totaal mannen en vrouwen;15 tot 75 jaar;Bovenlanden;770;590;77.0;70.0;46.0;24.0;30.0
87;Totaal mannen en vrouwen;15 tot 75 jaar;Greenpark;600;440;73.0;75.0;48.0;27.0;25.0
88;Totaal mannen en vrouwen;15 tot 75 jaar;Oosteinde;5570;4390;79.0;83.0;54.0;29.0;17.0
89;Totaal mannen en vrouwen;15 tot 75 jaar;Schinkelpolder;330;250;76.0;63.0;45.0;18.0;37.0
90;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten;19920;14460;73.0;85.0;58.0;27.0;15.0
91;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Buitengebied Aalten;3110;2440;79.0;70.0;47.0;24.0;30.0
92;Totaal mannen en vrouwen;15 tot 75 jaar;Barlo-Kern;90;80;;;;;
93;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Barlo;380;290;78.0;66.0;41.0;25.0;34.0
94;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Heurne;280;220;79.0;72.0;47.0;25.0;28.0
95;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen IJzerlo;360;290;82.0;69.0;46.0;24.0;31.0
96;Totaal mannen en vrouwen;15 tot 75 jaar;IJzerlo-kern;120;90;;;;;
97;Totaal mannen en vrouwen;15 tot 75 jaar;Lintelo-kern;130;100;;;;;
98;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen ten westen van Aalten;200;160;78.0;59.0;37.0;22.0;41.0
99;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Lintelo;480;390;80.0;65.0;46.0;19.0;35.0
100;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Dalese Veld;80;70;;;;;
101;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Dale;500;380;76.0;79.0;54.0;25.0;21.0
102;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Haart;430;330;76.0;66.0;42.0;24.0;34.0
103;Totaal mannen en vrouwen;15 tot 75 jaar;Haart-kern;60;40;;;;;
104;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Bredevoort;1460;1090;75.0;83.0;56.0;27.0;17.0
105;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Bredevoort;150;120;80.0;;;;
106;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Hollenberg;160;120;76.0;;;;
107;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Het Zwanenbroek;60;50;;;;;
108;Totaal mannen en vrouwen;15 tot 75 jaar;Bredevoort;1080;790;73.0;87.0;58.0;28.0;13.0
109;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Aalten Kern;9260;6770;73.0;89.0;61.0;28.0;11.0
110;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern West;1520;1040;68.0;92.0;61.0;31.0;8.0
111;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern Zuid 1;1790;1320;74.0;88.0;60.0;28.0;12.0
112;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern Zuid 2;1170;930;79.0;91.0;63.0;28.0;9.0
113;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern Noord/Noordoost;1850;1380;74.0;89.0;63.0;26.0;11.0
114;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten Kern 't Kobus;630;520;82.0;87.0;65.0;21.0;13.0
115;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern Oost;770;570;74.0;92.0;66.0;26.0;8.0
116;Totaal mannen en vrouwen;15 tot 75 jaar;Aalten-kern Centrum;1520;1020;67.0;84.0;55.0;29.0;16.0
117;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Dinxperlo;6100;4160;68.0;87.0;59.0;27.0;13.0
118;Totaal mannen en vrouwen;15 tot 75 jaar;Dinxperlo Centrum/Oost;1930;1260;65.0;88.0;57.0;31.0;12.0
119;Totaal mannen en vrouwen;15 tot 75 jaar;Dinxperlo Noord;1340;900;67.0;90.0;60.0;30.0;10.0
120;Totaal mannen en vrouwen;15 tot 75 jaar;Dinxperlo West;1870;1300;70.0;89.0;65.0;25.0;11.0
121;Totaal mannen en vrouwen;15 tot 75 jaar;De Heurne-kern;270;200;75.0;88.0;63.0;25.0;12.0
122;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Dinxperlo;180;130;72.0;;;;
123;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen De Heurne;510;360;72.0;71.0;51.0;20.0;29.0
124;Totaal mannen en vrouwen;15 tot 75 jaar;Achtkarspelen;20680;13890;67.0;82.0;51.0;31.0;18.0
125;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 00 Noord;8790;5860;67.0;83.0;52.0;31.0;17.0
126;Totaal mannen en vrouwen;15 tot 75 jaar;Buitenpost;3620;2370;65.0;88.0;57.0;30.0;12.0
127;Totaal mannen en vrouwen;15 tot 75 jaar;Twijzel;780;540;69.0;79.0;47.0;31.0;21.0
128;Totaal mannen en vrouwen;15 tot 75 jaar;Kootstertille;1590;1050;66.0;84.0;50.0;34.0;16.0
129;Totaal mannen en vrouwen;15 tot 75 jaar;Twijzelerheide;1180;760;64.0;84.0;49.0;35.0;16.0
130;Totaal mannen en vrouwen;15 tot 75 jaar;Gerkesklooster;530;390;72.0;84.0;52.0;32.0;16.0
131;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Buitenpost;500;340;69.0;70.0;47.0;22.0;30.0
132;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Twijzel;60;50;;;;;
133;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Kootstertille;270;210;76.0;69.0;46.0;23.0;31.0
134;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Twijzelerheide;190;120;64.0;;;;
135;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Gerkesklooster;60;40;;;;;
136;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Centrum;2490;1750;70.0;79.0;50.0;29.0;21.0
137;Totaal mannen en vrouwen;15 tot 75 jaar;Stroobos;190;130;68.0;;;;
138;Totaal mannen en vrouwen;15 tot 75 jaar;Drogeham;1140;780;68.0;83.0;53.0;30.0;17.0
139;Totaal mannen en vrouwen;15 tot 75 jaar;Augustinusga;810;600;74.0;83.0;53.0;30.0;17.0
140;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Stroobos;40;40;;;;;
141;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Drogeham;150;110;71.0;;;;
142;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Augustinusga;150;100;69.0;;;;
143;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Zuid;9390;6280;67.0;83.0;51.0;32.0;17.0
144;Totaal mannen en vrouwen;15 tot 75 jaar;Surhuisterveen;3920;2580;66.0;85.0;53.0;32.0;15.0
145;Totaal mannen en vrouwen;15 tot 75 jaar;Harkema;3010;1960;65.0;84.0;52.0;32.0;16.0
146;Totaal mannen en vrouwen;15 tot 75 jaar;Surhuizum;700;520;74.0;86.0;52.0;34.0;14.0
147;Totaal mannen en vrouwen;15 tot 75 jaar;Boelenslaan;560;390;70.0;87.0;55.0;32.0;13.0
148;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Surhuisterveen;320;220;68.0;75.0;41.0;35.0;25.0
149;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Harkema;220;160;69.0;69.0;41.0;28.0;31.0
150;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Surhuizum;300;220;72.0;65.0;44.0;22.0;35.0
151;Totaal mannen en vrouwen;15 tot 75 jaar;Verspreide huizen Boelenslaan;360;240;65.0;70.0;43.0;26.0;30.0
152;Totaal mannen en vrouwen;15 tot 75 jaar;Alblasserdam;14280;10030;70.0;86.0;57.0;29.0;14.0
153;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Centrum;3310;2340;71.0;83.0;56.0;26.0;17.0
154;Totaal mannen en vrouwen;15 tot 75 jaar;Cortgene;580;390;67.0;79.0;58.0;21.0;21.0
155;Totaal mannen en vrouwen;15 tot 75 jaar;Redersbuurt;420;260;61.0;86.0;53.0;33.0;14.0
156;Totaal mannen en vrouwen;15 tot 75 jaar;kerkbuurt;1140;870;76.0;85.0;59.0;26.0;15.0
157;Totaal mannen en vrouwen;15 tot 75 jaar;Polderbuurt;400;310;78.0;78.0;51.0;27.0;22.0
158;Totaal mannen en vrouwen;15 tot 75 jaar;De Werven;770;520;67.0;82.0;54.0;27.0;18.0
159;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Kinderdijk;2770;2020;73.0;87.0;58.0;29.0;13.0
160;Totaal mannen en vrouwen;15 tot 75 jaar;Dijk;440;340;78.0;75.0;51.0;24.0;25.0
161;Totaal mannen en vrouwen;15 tot 75 jaar;Vogelbuurt;910;670;73.0;92.0;63.0;29.0;8.0
162;Totaal mannen en vrouwen;15 tot 75 jaar;Waterland;360;250;70.0;87.0;58.0;29.0;13.0
163;Totaal mannen en vrouwen;15 tot 75 jaar;Groene Long;10;10;;;;;
164;Totaal mannen en vrouwen;15 tot 75 jaar;Rivierenbuurt;650;440;68.0;87.0;56.0;32.0;13.0
165;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuw Kinderdijk;400;310;78.0;87.0;56.0;31.0;13.0
166;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Blokweer;5620;3950;70.0;89.0;59.0;30.0;11.0
167;Totaal mannen en vrouwen;15 tot 75 jaar;Zeelt;770;580;75.0;89.0;61.0;28.0;11.0
168;Totaal mannen en vrouwen;15 tot 75 jaar;Middelland;480;360;75.0;88.0;61.0;26.0;12.0
169;Totaal mannen en vrouwen;15 tot 75 jaar;Blokweer Noord;760;520;69.0;90.0;61.0;29.0;10.0
170;Totaal mannen en vrouwen;15 tot 75 jaar;Blokweer Zuid;600;440;72.0;88.0;66.0;22.0;12.0
171;Totaal mannen en vrouwen;15 tot 75 jaar;Drentsebuurt;650;410;64.0;87.0;58.0;29.0;13.0
172;Totaal mannen en vrouwen;15 tot 75 jaar;Florabuurt;1110;790;71.0;91.0;58.0;33.0;9.0
173;Totaal mannen en vrouwen;15 tot 75 jaar;Staatsliedenbuurt;1240;840;68.0;88.0;54.0;34.0;12.0
174;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Souburgh;2410;1600;66.0;84.0;56.0;28.0;16.0
175;Totaal mannen en vrouwen;15 tot 75 jaar;Schildersbuurt;830;520;63.0;86.0;62.0;24.0;14.0
176;Totaal mannen en vrouwen;15 tot 75 jaar;Schrijversbuurt;1130;760;67.0;84.0;53.0;30.0;16.0
177;Totaal mannen en vrouwen;15 tot 75 jaar;Klein Alblas;210;180;84.0;74.0;53.0;21.0;26.0
178;Totaal mannen en vrouwen;15 tot 75 jaar;Oranjebuurt;240;140;58.0;;;;
179;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Bedrijventerrein;60;40;;;;;
180;Totaal mannen en vrouwen;15 tot 75 jaar;Vinkenwaard;10;10;;;;;
181;Totaal mannen en vrouwen;15 tot 75 jaar;Hoogendijk;10;10;;;;;
182;Totaal mannen en vrouwen;15 tot 75 jaar;Nieuwland;30;20;;;;;
183;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 06 Landelijk gebied;120;80;;;;;
184;Totaal mannen en vrouwen;15 tot 75 jaar;Polder Blokweer;0;0;;;;;
185;Totaal mannen en vrouwen;15 tot 75 jaar;Polder Kortland;50;40;;;;;
186;Totaal mannen en vrouwen;15 tot 75 jaar;Polder Souburgh;10;10;;;;;
187;Totaal mannen en vrouwen;15 tot 75 jaar;Polder Vinkenwaard;50;40;;;;;
188;Totaal mannen en vrouwen;15 tot 75 jaar;Albrandswaard;18740;13530;72.0;85.0;61.0;24.0;15.0
189;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 01 Poortugaal-Noord;2130;1650;78.0;87.0;63.0;24.0;13.0
190;Totaal mannen en vrouwen;15 tot 75 jaar;Valckesteyn;1930;1520;79.0;87.0;63.0;24.0;13.0
191;Totaal mannen en vrouwen;15 tot 75 jaar;Zwaardijk-Kruisdijk;60;40;;;;;
192;Totaal mannen en vrouwen;15 tot 75 jaar;Poortugaal;50;30;;;;;
193;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Poortugaal;90;70;;;;;
194;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 02 Rhoon-Noord;1520;1060;69.0;83.0;58.0;25.0;17.0
195;Totaal mannen en vrouwen;15 tot 75 jaar;Rhoon Noord;1490;1040;69.0;83.0;58.0;26.0;17.0
196;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Rhoon-Noord;30;20;;;;;
197;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 03 Poortugaal-Zuid;5130;3460;67.0;88.0;61.0;26.0;12.0
198;Totaal mannen en vrouwen;15 tot 75 jaar;Beatrixstraat;720;460;64.0;86.0;58.0;28.0;14.0
199;Totaal mannen en vrouwen;15 tot 75 jaar;Landweg;1460;1060;73.0;87.0;61.0;27.0;13.0
200;Totaal mannen en vrouwen;15 tot 75 jaar;Poortugaal-Centrum;660;410;62.0;86.0;61.0;25.0;14.0
201;Totaal mannen en vrouwen;15 tot 75 jaar;Poortugaal Zuid;1880;1360;72.0;91.0;64.0;26.0;9.0
202;Totaal mannen en vrouwen;15 tot 75 jaar;Polder Albrandswaard;340;130;37.0;;;;
203;Totaal mannen en vrouwen;15 tot 75 jaar;Kijvelanden;50;40;;;;;
204;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 04 Rhoon-Zuid;4430;3130;71.0;83.0;60.0;23.0;17.0
205;Totaal mannen en vrouwen;15 tot 75 jaar;Rhoon-Centrum;1080;730;67.0;84.0;60.0;23.0;16.0
206;Totaal mannen en vrouwen;15 tot 75 jaar;Ghijseland;880;600;68.0;79.0;58.0;22.0;21.0
207;Totaal mannen en vrouwen;15 tot 75 jaar;Overhoeken;80;60;;;;;
208;Totaal mannen en vrouwen;15 tot 75 jaar;Park Rhoon;570;370;66.0;85.0;59.0;26.0;15.0
209;Totaal mannen en vrouwen;15 tot 75 jaar;Rhoon-Zuidoost;830;680;82.0;86.0;65.0;21.0;14.0
210;Totaal mannen en vrouwen;15 tot 75 jaar;Tijsjesdijk;850;580;68.0;85.0;58.0;27.0;15.0
211;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied Rhoon-Zuid;130;100;;;;;
212;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 05 Buitengebied Albrandswaard;210;160;75.0;65.0;44.0;22.0;35.0
213;Totaal mannen en vrouwen;15 tot 75 jaar;Portland-Koedoodzone;10;10;;;;;
214;Totaal mannen en vrouwen;15 tot 75 jaar;Buitengebied;200;150;75.0;65.0;43.0;22.0;35.0
215;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 06 Portland;5330;4080;77.0;86.0;62.0;24.0;14.0
216;Totaal mannen en vrouwen;15 tot 75 jaar;Driehoek;1510;1230;82.0;86.0;63.0;23.0;14.0
217;Totaal mannen en vrouwen;15 tot 75 jaar;Portland-Centrum;1140;890;78.0;86.0;63.0;24.0;14.0
218;Totaal mannen en vrouwen;15 tot 75 jaar;Wijkpark Portland;90;70;;;;;
219;Totaal mannen en vrouwen;15 tot 75 jaar;De Eilanden;2580;1890;73.0;87.0;62.0;25.0;13.0
220;Totaal mannen en vrouwen;15 tot 75 jaar;Wijk 07 Rotterdam-Albrandswaard;0;0;;;;;
221;Totaal mannen en vrouwen;15 tot 75 jaar;Distripark;0;0;;;;;
222;Totaal mannen en vrouwen;15 tot 75 jaar;Alkmaar;83110;57500;69.0;85.0;55.0;30.0;15.0
223;Totaal mannen en vrouwen;15 tot 75 jaar;Zuid;10530;7150;68.0;82.0;52.0;30.0;18.0
224;Totaal mannen en vrouwen;15 tot 75 jaar;Kooimeer;1390;820;59.0;89.0;49.0;40.0;11.0
225;Totaal mannen en vrouwen;15 tot 75 jaar;Dillenburg en Stadhouderskwartier;880;610;69.0;84.0;55.0;29.0;16.0
226;Totaal mannen en vrouwen;15 tot 75 jaar;Staatsliedenkwartier en Landstraten;1630;1110;68.0;85.0;55.0;31.0;15.0
227;Totaal mannen en vrouwen;15 tot 75 jaar;Oud-Rochdale;650;370;56.0;89.0;55.0;35.0;11.0
228;Totaal mannen en vrouwen;15 tot 75 jaar;Emmakwartier;1020;740;72.0;75.0;50.0;25.0;25.0
229;Totaal mannen en vrouwen;15 tot 75 jaar;Nassaukwartier en Hout;1120;790;71.0;77.0;51.0;26.0;23.0
230;Totaal mannen en vrouwen;15 tot 75 jaar;Oranjepark;970;640;66.0;76.0;51.0;25.0;24.0
231;Totaal mannen en vrouwen;15 tot 75 jaar;Cranenbroek;390;260;67.0;81.0;59.0;22.0;19.0
232;Totaal mannen en vrouwen;15 tot 75 jaar;Bloemwijk en Zocherkwartier;1380;980;71.0;84.0;51.0;33.0;16.0
233;Totaal mannen en vrouwen;15 tot 75 jaar;Burgemeesterskwartier;1100;830;75.0;79.0;53.0;26.0;21.0
234;Totaal mannen en vrouwen;15 tot 75 jaar;Oudorp;10120;7050;70.0;84.0;55.0;29.0;16.0
235;Totaal mannen en vrouwen;15 tot 75 jaar;Rekerbuurt en Ooievaarsnest;1780;1320;74.0;83.0;57.0;26.0;17.0
236;Totaal mannen en vrouwen;15 tot 75 jaar;Oudorp-Noord en Oudorp-Oost;1570;1110;70.0;85.0;56.0;29.0;15.0
