ID;SectorBranchesSIC2008;Periods;TurnoverIndices_1;TurnoverYearOnYearChange_2
468;62 Support activities in the field of IT;2007 4th quarter;112.6;8.4
469;62 Support activities in the field of IT;2007;95.5;11.6
470;62 Support activities in the field of IT;2008 1st quarter;99.0;6.4
471;62 Support activities in the field of IT;2008 2nd quarter;96.4;8.9
472;62 Support activities in the field of IT;2008 3rd quarter;94.9;7.8
473;62 Support activities in the field of IT;2008 4th quarter;118.0;4.7
474;62 Support activities in the field of IT;2008;102.1;6.8
475;62 Support activities in the field of IT;2009 1st quarter;104.2;5.3
476;62 Support activities in the field of IT;2009 2nd quarter;96.0;-0.4
477;62 Support activities in the field of IT;2009 3rd quarter;89.2;-6.0
478;62 Support activities in the field of IT;2009 4th quarter;113.0;-4.2
479;62 Support activities in the field of IT;2009;100.6;-1.4
480;62 Support activities in the field of IT;2010 1st quarter;100.6;-3.5
481;62 Support activities in the field of IT;2010 2nd quarter;93.0;-3.2
482;62 Support activities in the field of IT;2010 3rd quarter;90.3;1.3
483;62 Support activities in the field of IT;2010 4th quarter;116.2;2.9
484;62 Support activities in the field of IT;2010;100.0;-0.6
485;62 Support activities in the field of IT;2011 1st quarter;101.9;1.4
486;62 Support activities in the field of IT;2011 2nd quarter;96.1;3.4
487;62 Support activities in the field of IT;2011 3rd quarter;96.2;6.6
488;62 Support activities in the field of IT;2011 4th quarter;118.5;1.9
489;62 Support activities in the field of IT;2011;103.2;3.2
490;62 Support activities in the field of IT;2012 1st quarter;101.1;-0.8
491;62 Support activities in the field of IT;2012 2nd quarter;93.4;-2.8
492;62 Support activities in the field of IT;2012 3rd quarter;92.7;-3.7
493;62 Support activities in the field of IT;2012 4th quarter;108.3;-8.5
494;62 Support activities in the field of IT;2012;98.9;-4.2
495;62 Support activities in the field of IT;2013 1st quarter;95.4;-5.7
496;62 Support activities in the field of IT;2013 2nd quarter;92.5;-0.9
497;62 Support activities in the field of IT;2013 3rd quarter;91.8;-1.0
498;62 Support activities in the field of IT;2013 4th quarter;112.3;3.6
499;62 Support activities in the field of IT;2013;98.0;-0.9
500;62 Support activities in the field of IT;2014 1st quarter;102.1;7.1
501;62 Support activities in the field of IT;2014 2nd quarter;99.6;7.6
502;62 Support activities in the field of IT;2014 3rd quarter;97.4;6.1
503;62 Support activities in the field of IT;2014 4th quarter;119.8;6.7
504;62 Support activities in the field of IT;2014;104.7;6.9
505;62 Support activities in the field of IT;2015 1st quarter;107.2;5.0
506;62 Support activities in the field of IT;2015 2nd quarter;109.0;9.5
507;62 Support activities in the field of IT;2015 3rd quarter;105.3;8.2
508;62 Support activities in the field of IT;2015 4th quarter;132.0;10.2
509;62 Support activities in the field of IT;2015;113.4;8.3
510;62 Support activities in the field of IT;2016 1st quarter;113.0;5.5
511;62 Support activities in the field of IT;2016 2nd quarter;109.6;0.5
512;62 Support activities in the field of IT;2016 3rd quarter;108.1;2.6
513;62 Support activities in the field of IT;2016 4th quarter;132.9;0.7
514;62 Support activities in the field of IT;2016;115.9;2.2
515;62 Support activities in the field of IT;2017 1st quarter;118.4;4.7
516;62 Support activities in the field of IT;2017 2nd quarter;115.9;5.8
517;62 Support activities in the field of IT;2017 3rd quarter;114.9;6.3
518;62 Support activities in the field of IT;2017 4th quarter;141.0;6.1
519;62 Support activities in the field of IT;2017;122.5;5.7
520;63 Information service activities;2005 1st quarter;74.2;
521;63 Information service activities;2005 2nd quarter;76.2;
522;63 Information service activities;2005 3rd quarter;74.9;
523;63 Information service activities;2005 4th quarter;91.0;
524;63 Information service activities;2005;79.1;
525;63 Information service activities;2006 1st quarter;83.1;12.0
526;63 Information service activities;2006 2nd quarter;83.8;9.9
527;63 Information service activities;2006 3rd quarter;83.1;11.0
528;63 Information service activities;2006 4th quarter;102.3;12.4
529;63 Information service activities;2006;88.1;11.4
530;63 Information service activities;2007 1st quarter;93.5;12.5
531;63 Information service activities;2007 2nd quarter;94.7;13.0
532;63 Information service activities;2007 3rd quarter;94.4;13.6
533;63 Information service activities;2007 4th quarter;110.8;8.4
534;63 Information service activities;2007;98.3;11.7
535;63 Information service activities;2008 1st quarter;99.4;6.4
536;63 Information service activities;2008 2nd quarter;103.1;8.9
537;63 Information service activities;2008 3rd quarter;101.8;7.8
538;63 Information service activities;2008 4th quarter;116.0;4.7
539;63 Information service activities;2008;105.1;6.9
540;63 Information service activities;2009 1st quarter;103.7;4.2
541;63 Information service activities;2009 2nd quarter;102.0;-1.2
542;63 Information service activities;2009 3rd quarter;95.5;-6.2
543;63 Information service activities;2009 4th quarter;111.2;-4.2
544;63 Information service activities;2009;103.1;-1.9
545;63 Information service activities;2010 1st quarter;96.2;-7.2
546;63 Information service activities;2010 2nd quarter;94.9;-6.9
547;63 Information service activities;2010 3rd quarter;98.3;3.0
548;63 Information service activities;2010 4th quarter;110.5;-0.6
549;63 Information service activities;2010;100.0;-3.0
550;63 Information service activities;2011 1st quarter;101.8;5.7
551;63 Information service activities;2011 2nd quarter;101.7;7.2
552;63 Information service activities;2011 3rd quarter;99.2;0.8
553;63 Information service activities;2011 4th quarter;119.2;7.8
554;63 Information service activities;2011;105.5;5.5
555;63 Information service activities;2012 1st quarter;108.7;6.8
556;63 Information service activities;2012 2nd quarter;110.1;8.2
557;63 Information service activities;2012 3rd quarter;107.2;8.2
558;63 Information service activities;2012 4th quarter;125.7;5.4
559;63 Information service activities;2012;112.9;7.1
560;63 Information service activities;2013 1st quarter;113.9;4.8
561;63 Information service activities;2013 2nd quarter;115.4;4.8
562;63 Information service activities;2013 3rd quarter;113.3;5.6
563;63 Information service activities;2013 4th quarter;130.5;3.9
564;63 Information service activities;2013;118.3;4.7
565;63 Information service activities;2014 1st quarter;123.3;8.3
566;63 Information service activities;2014 2nd quarter;122.6;6.2
567;63 Information service activities;2014 3rd quarter;122.6;8.3
568;63 Information service activities;2014 4th quarter;152.8;17.0
569;63 Information service activities;2014;130.3;10.2
570;63 Information service activities;2015 1st quarter;147.2;19.3
571;63 Information service activities;2015 2nd quarter;152.9;24.8
572;63 Information service activities;2015 3rd quarter;157.0;28.0
573;63 Information service activities;2015 4th quarter;187.5;22.7
574;63 Information service activities;2015;161.1;23.6
575;63 Information service activities;2016 1st quarter;166.8;13.3
576;63 Information service activities;2016 2nd quarter;168.3;10.0
577;63 Information service activities;2016 3rd quarter;169.3;7.9
578;63 Information service activities;2016 4th quarter;200.2;6.8
579;63 Information service activities;2016;176.2;9.3
580;63 Information service activities;2017 1st quarter;189.8;13.8
581;63 Information service activities;2017 2nd quarter;193.1;14.8
582;63 Information service activities;2017 3rd quarter;234.2;38.3
583;63 Information service activities;2017 4th quarter;236.5;18.1
584;63 Information service activities;2017;213.4;21.1
