ID;RegioS;Geslacht;Leeftijd;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
1529;Aa en Hunze;Vrouw;65 jaar en ouder;2.4;12.7
1530;Aalburg;Totaal mannen en vrouwen;Totaal leeftijd;7.5;18.6
1531;Aalburg;Totaal mannen en vrouwen;15 tot 25 jaar;0.9;10.5
1532;Aalburg;Totaal mannen en vrouwen;25 tot 45 jaar;2.9;19.7
1533;Aalburg;Totaal mannen en vrouwen;45 tot 65 jaar;2.2;21.2
1534;Aalburg;Totaal mannen en vrouwen;65 jaar en ouder;1.5;17.7
1535;Aalburg;Man;Totaal leeftijd;4.3;22.8
1536;Aalburg;Man;15 tot 25 jaar;0.5;11.6
1537;Aalburg;Man;25 tot 45 jaar;1.7;24.9
1538;Aalburg;Man;45 tot 65 jaar;1.4;25.8
1539;Aalburg;Man;65 jaar en ouder;0.7;18.9
1540;Aalburg;Vrouw;Totaal leeftijd;3.2;13.1
1541;Aalburg;Vrouw;15 tot 25 jaar;0.4;9.4
1542;Aalburg;Vrouw;25 tot 45 jaar;1.2;12.5
1543;Aalburg;Vrouw;45 tot 65 jaar;0.7;12.4
1544;Aalburg;Vrouw;65 jaar en ouder;0.8;16.7
1545;Aalsmeer;Totaal mannen en vrouwen;Totaal leeftijd;16.5;19.4
1546;Aalsmeer;Totaal mannen en vrouwen;15 tot 25 jaar;1.3;8.2
1547;Aalsmeer;Totaal mannen en vrouwen;25 tot 45 jaar;5.9;20.0
1548;Aalsmeer;Totaal mannen en vrouwen;45 tot 65 jaar;5.6;23.0
1549;Aalsmeer;Totaal mannen en vrouwen;65 jaar en ouder;3.6;17.1
1550;Aalsmeer;Man;Totaal leeftijd;8.7;24.4
1551;Aalsmeer;Man;15 tot 25 jaar;0.7;8.9
1552;Aalsmeer;Man;25 tot 45 jaar;3.1;24.5
1553;Aalsmeer;Man;45 tot 65 jaar;3.3;28.9
1554;Aalsmeer;Man;65 jaar en ouder;1.6;21.8
1555;Aalsmeer;Vrouw;Totaal leeftijd;7.7;13.8
1556;Aalsmeer;Vrouw;15 tot 25 jaar;0.6;7.4
1557;Aalsmeer;Vrouw;25 tot 45 jaar;2.7;14.9
1558;Aalsmeer;Vrouw;45 tot 65 jaar;2.3;14.7
1559;Aalsmeer;Vrouw;65 jaar en ouder;2.0;13.4
1560;Aalten;Totaal mannen en vrouwen;Totaal leeftijd;18.4;16.3
1561;Aalten;Totaal mannen en vrouwen;15 tot 25 jaar;1.7;8.9
1562;Aalten;Totaal mannen en vrouwen;25 tot 45 jaar;6.5;17.3
1563;Aalten;Totaal mannen en vrouwen;45 tot 65 jaar;6.0;18.9
1564;Aalten;Totaal mannen en vrouwen;65 jaar en ouder;4.2;14.0
1565;Aalten;Man;Totaal leeftijd;9.9;19.9
1566;Aalten;Man;15 tot 25 jaar;0.9;9.4
1567;Aalten;Man;25 tot 45 jaar;3.6;20.4
1568;Aalten;Man;45 tot 65 jaar;3.5;23.7
1569;Aalten;Man;65 jaar en ouder;1.8;17.0
1570;Aalten;Vrouw;Totaal leeftijd;8.5;12.0
1571;Aalten;Vrouw;15 tot 25 jaar;0.8;8.3
1572;Aalten;Vrouw;25 tot 45 jaar;2.9;13.4
1573;Aalten;Vrouw;45 tot 65 jaar;2.5;12.0
1574;Aalten;Vrouw;65 jaar en ouder;2.4;11.7
1575;Abcoude;Totaal mannen en vrouwen;Totaal leeftijd;5.6;26.6
1576;Abcoude;Totaal mannen en vrouwen;15 tot 25 jaar;0.3;7.9
1577;Abcoude;Totaal mannen en vrouwen;25 tot 45 jaar;1.9;27.9
1578;Abcoude;Totaal mannen en vrouwen;45 tot 65 jaar;2.0;30.8
1579;Abcoude;Totaal mannen en vrouwen;65 jaar en ouder;1.3;23.1
1580;Abcoude;Man;Totaal leeftijd;2.9;34.8
1581;Abcoude;Man;15 tot 25 jaar;;
1582;Abcoude;Man;25 tot 45 jaar;1.0;35.7
1583;Abcoude;Man;45 tot 65 jaar;1.2;40.2
1584;Abcoude;Man;65 jaar en ouder;0.6;31.1
1585;Abcoude;Vrouw;Totaal leeftijd;2.6;17.7
1586;Abcoude;Vrouw;15 tot 25 jaar;;
1587;Abcoude;Vrouw;25 tot 45 jaar;0.9;19.9
1588;Abcoude;Vrouw;45 tot 65 jaar;0.9;18.3
1589;Abcoude;Vrouw;65 jaar en ouder;0.7;16.0
1590;Achtkarspelen;Totaal mannen en vrouwen;Totaal leeftijd;18.0;16.0
1591;Achtkarspelen;Totaal mannen en vrouwen;15 tot 25 jaar;1.8;9.9
1592;Achtkarspelen;Totaal mannen en vrouwen;25 tot 45 jaar;6.6;16.9
1593;Achtkarspelen;Totaal mannen en vrouwen;45 tot 65 jaar;5.8;18.0
1594;Achtkarspelen;Totaal mannen en vrouwen;65 jaar en ouder;3.8;14.0
1595;Achtkarspelen;Man;Totaal leeftijd;10.1;19.2
1596;Achtkarspelen;Man;15 tot 25 jaar;1.0;10.7
1597;Achtkarspelen;Man;25 tot 45 jaar;3.8;20.2
1598;Achtkarspelen;Man;45 tot 65 jaar;3.7;21.5
1599;Achtkarspelen;Man;65 jaar en ouder;1.7;17.1
1600;Achtkarspelen;Vrouw;Totaal leeftijd;7.9;11.7
1601;Achtkarspelen;Vrouw;15 tot 25 jaar;0.8;8.9
1602;Achtkarspelen;Vrouw;25 tot 45 jaar;2.8;12.4
1603;Achtkarspelen;Vrouw;45 tot 65 jaar;2.2;12.1
1604;Achtkarspelen;Vrouw;65 jaar en ouder;2.1;11.5
1605;Alblasserdam;Totaal mannen en vrouwen;Totaal leeftijd;11.9;17.8
1606;Alblasserdam;Totaal mannen en vrouwen;15 tot 25 jaar;1.3;9.6
1607;Alblasserdam;Totaal mannen en vrouwen;25 tot 45 jaar;4.2;19.5
1608;Alblasserdam;Totaal mannen en vrouwen;45 tot 65 jaar;3.5;21.3
1609;Alblasserdam;Totaal mannen en vrouwen;65 jaar en ouder;2.9;15.0
1610;Alblasserdam;Man;Totaal leeftijd;6.4;22.6
1611;Alblasserdam;Man;15 tot 25 jaar;0.7;10.2
1612;Alblasserdam;Man;25 tot 45 jaar;2.4;24.2
1613;Alblasserdam;Man;45 tot 65 jaar;2.1;26.8
1614;Alblasserdam;Man;65 jaar en ouder;1.3;19.1
1615;Alblasserdam;Vrouw;Totaal leeftijd;5.5;12.2
1616;Alblasserdam;Vrouw;15 tot 25 jaar;0.6;8.9
1617;Alblasserdam;Vrouw;25 tot 45 jaar;1.9;13.4
1618;Alblasserdam;Vrouw;45 tot 65 jaar;1.3;12.6
1619;Alblasserdam;Vrouw;65 jaar en ouder;1.7;11.9
1620;Albrandswaard;Totaal mannen en vrouwen;Totaal leeftijd;14.0;20.9
1621;Albrandswaard;Totaal mannen en vrouwen;15 tot 25 jaar;1.0;9.1
1622;Albrandswaard;Totaal mannen en vrouwen;25 tot 45 jaar;5.5;21.1
1623;Albrandswaard;Totaal mannen en vrouwen;45 tot 65 jaar;4.9;24.6
1624;Albrandswaard;Totaal mannen en vrouwen;65 jaar en ouder;2.6;17.9
1625;Albrandswaard;Man;Totaal leeftijd;7.4;26.3
1626;Albrandswaard;Man;15 tot 25 jaar;0.5;9.4
1627;Albrandswaard;Man;25 tot 45 jaar;2.9;26.0
1628;Albrandswaard;Man;45 tot 65 jaar;2.8;30.8
1629;Albrandswaard;Man;65 jaar en ouder;1.2;23.0
1630;Albrandswaard;Vrouw;Totaal leeftijd;6.6;14.8
1631;Albrandswaard;Vrouw;15 tot 25 jaar;0.5;8.8
1632;Albrandswaard;Vrouw;25 tot 45 jaar;2.6;15.6
1633;Albrandswaard;Vrouw;45 tot 65 jaar;2.1;15.9
1634;Albrandswaard;Vrouw;65 jaar en ouder;1.4;13.5
1635;Alkemade;Totaal mannen en vrouwen;Totaal leeftijd;9.8;18.1
1636;Alkemade;Totaal mannen en vrouwen;15 tot 25 jaar;1.1;8.4
1637;Alkemade;Totaal mannen en vrouwen;25 tot 45 jaar;3.4;19.8
1638;Alkemade;Totaal mannen en vrouwen;45 tot 65 jaar;3.4;21.7
1639;Alkemade;Totaal mannen en vrouwen;65 jaar en ouder;1.9;14.4
1640;Alkemade;Man;Totaal leeftijd;5.4;22.7
1641;Alkemade;Man;15 tot 25 jaar;0.6;8.7
1642;Alkemade;Man;25 tot 45 jaar;1.9;24.2
1643;Alkemade;Man;45 tot 65 jaar;2.0;27.5
1644;Alkemade;Man;65 jaar en ouder;0.8;17.9
1645;Alkemade;Vrouw;Totaal leeftijd;4.5;12.6
1646;Alkemade;Vrouw;15 tot 25 jaar;0.5;8.0
1647;Alkemade;Vrouw;25 tot 45 jaar;1.5;14.5
1648;Alkemade;Vrouw;45 tot 65 jaar;1.4;13.1
1649;Alkemade;Vrouw;65 jaar en ouder;1.0;11.5
1650;Alkmaar;Totaal mannen en vrouwen;Totaal leeftijd;64.8;17.6
1651;Alkmaar;Totaal mannen en vrouwen;15 tot 25 jaar;6.2;9.5
1652;Alkmaar;Totaal mannen en vrouwen;25 tot 45 jaar;24.7;18.3
1653;Alkmaar;Totaal mannen en vrouwen;45 tot 65 jaar;21.7;20.1
1654;Alkmaar;Totaal mannen en vrouwen;65 jaar en ouder;12.2;15.8
1655;Alkmaar;Man;Totaal leeftijd;33.2;21.2
1656;Alkmaar;Man;15 tot 25 jaar;3.1;9.9
1657;Alkmaar;Man;25 tot 45 jaar;13.1;21.2
1658;Alkmaar;Man;45 tot 65 jaar;11.9;24.9
1659;Alkmaar;Man;65 jaar en ouder;5.1;19.6
1660;Alkmaar;Vrouw;Totaal leeftijd;31.6;13.8
1661;Alkmaar;Vrouw;15 tot 25 jaar;3.1;9.1
1662;Alkmaar;Vrouw;25 tot 45 jaar;11.6;15.1
1663;Alkmaar;Vrouw;45 tot 65 jaar;9.9;14.4
1664;Alkmaar;Vrouw;65 jaar en ouder;7.0;13.0
1665;Almelo;Totaal mannen en vrouwen;Totaal leeftijd;47.9;16.4
1666;Almelo;Totaal mannen en vrouwen;15 tot 25 jaar;4.3;8.8
1667;Almelo;Totaal mannen en vrouwen;25 tot 45 jaar;18.0;16.7
1668;Almelo;Totaal mannen en vrouwen;45 tot 65 jaar;15.3;18.8
1669;Almelo;Totaal mannen en vrouwen;65 jaar en ouder;10.3;15.3
1670;Almelo;Man;Totaal leeftijd;25.0;19.9
1671;Almelo;Man;15 tot 25 jaar;2.2;9.4
1672;Almelo;Man;25 tot 45 jaar;9.8;19.8
1673;Almelo;Man;45 tot 65 jaar;8.8;23.1
1674;Almelo;Man;65 jaar en ouder;4.3;19.0
1675;Almelo;Vrouw;Totaal leeftijd;22.8;12.4
1676;Almelo;Vrouw;15 tot 25 jaar;2.1;8.2
1677;Almelo;Vrouw;25 tot 45 jaar;8.3;13.1
1678;Almelo;Vrouw;45 tot 65 jaar;6.5;12.9
1679;Almelo;Vrouw;65 jaar en ouder;5.9;12.5
1680;Almere;Totaal mannen en vrouwen;Totaal leeftijd;109.6;18.3
1681;Almere;Totaal mannen en vrouwen;15 tot 25 jaar;10.4;9.2
1682;Almere;Totaal mannen en vrouwen;25 tot 45 jaar;51.0;19.0
1683;Almere;Totaal mannen en vrouwen;45 tot 65 jaar;35.7;21.0
1684;Almere;Totaal mannen en vrouwen;65 jaar en ouder;12.5;15.0
1685;Almere;Man;Totaal leeftijd;56.7;21.9
1686;Almere;Man;15 tot 25 jaar;5.3;9.4
1687;Almere;Man;25 tot 45 jaar;26.1;22.5
1688;Almere;Man;45 tot 65 jaar;19.8;25.4
1689;Almere;Man;65 jaar en ouder;5.5;18.6
1690;Almere;Vrouw;Totaal leeftijd;52.9;14.4
1691;Almere;Vrouw;15 tot 25 jaar;5.1;9.1
1692;Almere;Vrouw;25 tot 45 jaar;24.9;15.4
1693;Almere;Vrouw;45 tot 65 jaar;15.9;15.6
1694;Almere;Vrouw;65 jaar en ouder;7.0;12.0
1695;Alphen aan den Rijn;Totaal mannen en vrouwen;Totaal leeftijd;47.4;19.2
1696;Alphen aan den Rijn;Totaal mannen en vrouwen;15 tot 25 jaar;4.6;9.1
1697;Alphen aan den Rijn;Totaal mannen en vrouwen;25 tot 45 jaar;19.1;19.7
1698;Alphen aan den Rijn;Totaal mannen en vrouwen;45 tot 65 jaar;15.8;22.8
1699;Alphen aan den Rijn;Totaal mannen en vrouwen;65 jaar en ouder;7.9;16.7
1700;Alphen aan den Rijn;Man;Totaal leeftijd;24.9;23.8
1701;Alphen aan den Rijn;Man;15 tot 25 jaar;2.3;9.4
1702;Alphen aan den Rijn;Man;25 tot 45 jaar;10.1;23.4
1703;Alphen aan den Rijn;Man;45 tot 65 jaar;9.1;28.8
1704;Alphen aan den Rijn;Man;65 jaar en ouder;3.4;21.6
1705;Alphen aan den Rijn;Vrouw;Totaal leeftijd;22.5;14.2
1706;Alphen aan den Rijn;Vrouw;15 tot 25 jaar;2.3;8.8
1707;Alphen aan den Rijn;Vrouw;25 tot 45 jaar;8.9;15.6
1708;Alphen aan den Rijn;Vrouw;45 tot 65 jaar;6.8;14.8
1709;Alphen aan den Rijn;Vrouw;65 jaar en ouder;4.5;13.1
1710;Alphen-Chaam;Totaal mannen en vrouwen;Totaal leeftijd;6.4;18.8
1711;Alphen-Chaam;Totaal mannen en vrouwen;15 tot 25 jaar;0.6;7.6
1712;Alphen-Chaam;Totaal mannen en vrouwen;25 tot 45 jaar;2.1;19.1
1713;Alphen-Chaam;Totaal mannen en vrouwen;45 tot 65 jaar;2.3;22.9
1714;Alphen-Chaam;Totaal mannen en vrouwen;65 jaar en ouder;1.3;16.1
1715;Alphen-Chaam;Man;Totaal leeftijd;3.5;23.7
1716;Alphen-Chaam;Man;15 tot 25 jaar;0.3;7.7
1717;Alphen-Chaam;Man;25 tot 45 jaar;1.1;23.5
1718;Alphen-Chaam;Man;45 tot 65 jaar;1.4;28.9
1719;Alphen-Chaam;Man;65 jaar en ouder;0.6;20.3
1720;Alphen-Chaam;Vrouw;Totaal leeftijd;2.9;12.9
1721;Alphen-Chaam;Vrouw;15 tot 25 jaar;0.3;7.6
1722;Alphen-Chaam;Vrouw;25 tot 45 jaar;1.0;14.0
1723;Alphen-Chaam;Vrouw;45 tot 65 jaar;0.9;13.8
1724;Alphen-Chaam;Vrouw;65 jaar en ouder;0.7;12.1
1725;Ambt Montfort;Totaal mannen en vrouwen;Totaal leeftijd;7.4;16.8
1726;Ambt Montfort;Totaal mannen en vrouwen;15 tot 25 jaar;0.6;8.3
1727;Ambt Montfort;Totaal mannen en vrouwen;25 tot 45 jaar;2.4;17.7
1728;Ambt Montfort;Totaal mannen en vrouwen;45 tot 65 jaar;2.7;19.3
1729;Ambt Montfort;Totaal mannen en vrouwen;65 jaar en ouder;1.7;14.4
1730;Ambt Montfort;Man;Totaal leeftijd;4.0;20.8
1731;Ambt Montfort;Man;15 tot 25 jaar;0.3;8.4
1732;Ambt Montfort;Man;25 tot 45 jaar;1.3;22.0
1733;Ambt Montfort;Man;45 tot 65 jaar;1.7;23.8
1734;Ambt Montfort;Man;65 jaar en ouder;0.8;17.3
1735;Ambt Montfort;Vrouw;Totaal leeftijd;3.4;12.0
1736;Ambt Montfort;Vrouw;15 tot 25 jaar;0.3;8.1
1737;Ambt Montfort;Vrouw;25 tot 45 jaar;1.1;12.8
1738;Ambt Montfort;Vrouw;45 tot 65 jaar;1.1;12.0
1739;Ambt Montfort;Vrouw;65 jaar en ouder;1.0;12.2
1740;Ameland;Totaal mannen en vrouwen;Totaal leeftijd;2.3;16.5
1741;Ameland;Totaal mannen en vrouwen;15 tot 25 jaar;;
1742;Ameland;Totaal mannen en vrouwen;25 tot 45 jaar;0.9;16.7
1743;Ameland;Totaal mannen en vrouwen;45 tot 65 jaar;0.8;18.6
1744;Ameland;Totaal mannen en vrouwen;65 jaar en ouder;0.5;14.5
1745;Ameland;Man;Totaal leeftijd;1.3;19.9
1746;Ameland;Man;15 tot 25 jaar;;
1747;Ameland;Man;25 tot 45 jaar;0.5;19.7
1748;Ameland;Man;45 tot 65 jaar;0.5;22.4
1749;Ameland;Man;65 jaar en ouder;0.2;17.9
1750;Ameland;Vrouw;Totaal leeftijd;1.1;12.4
1751;Ameland;Vrouw;15 tot 25 jaar;;
1752;Ameland;Vrouw;25 tot 45 jaar;0.4;13.0
1753;Ameland;Vrouw;45 tot 65 jaar;0.3;13.2
1754;Ameland;Vrouw;65 jaar en ouder;0.3;11.5
1755;Amersfoort;Totaal mannen en vrouwen;Totaal leeftijd;90.5;19.4
1756;Amersfoort;Totaal mannen en vrouwen;15 tot 25 jaar;7.6;9.0
1757;Amersfoort;Totaal mannen en vrouwen;25 tot 45 jaar;39.6;20.5
1758;Amersfoort;Totaal mannen en vrouwen;45 tot 65 jaar;27.5;22.3
1759;Amersfoort;Totaal mannen en vrouwen;65 jaar en ouder;15.7;16.9
1760;Amersfoort;Man;Totaal leeftijd;46.1;23.8
1761;Amersfoort;Man;15 tot 25 jaar;3.9;9.2
1762;Amersfoort;Man;25 tot 45 jaar;20.8;24.5
1763;Amersfoort;Man;45 tot 65 jaar;15.1;27.7
1764;Amersfoort;Man;65 jaar en ouder;6.3;21.3
1765;Amersfoort;Vrouw;Totaal leeftijd;44.4;14.9
1766;Amersfoort;Vrouw;15 tot 25 jaar;3.8;8.8
1767;Amersfoort;Vrouw;25 tot 45 jaar;18.9;16.1
1768;Amersfoort;Vrouw;45 tot 65 jaar;12.4;15.6
1769;Amersfoort;Vrouw;65 jaar en ouder;9.4;13.9
1770;Amstelveen;Totaal mannen en vrouwen;Totaal leeftijd;53.1;22.7
1771;Amstelveen;Totaal mannen en vrouwen;15 tot 25 jaar;3.8;8.6
1772;Amstelveen;Totaal mannen en vrouwen;25 tot 45 jaar;17.4;24.2
1773;Amstelveen;Totaal mannen en vrouwen;45 tot 65 jaar;17.5;26.8
1774;Amstelveen;Totaal mannen en vrouwen;65 jaar en ouder;14.4;19.5
1775;Amstelveen;Man;Totaal leeftijd;26.0;28.5
1776;Amstelveen;Man;15 tot 25 jaar;1.9;9.1
1777;Amstelveen;Man;25 tot 45 jaar;9.1;28.9
1778;Amstelveen;Man;45 tot 65 jaar;9.4;33.8
1779;Amstelveen;Man;65 jaar en ouder;5.7;25.4
1780;Amstelveen;Vrouw;Totaal leeftijd;27.1;17.1
1781;Amstelveen;Vrouw;15 tot 25 jaar;1.9;8.1
1782;Amstelveen;Vrouw;25 tot 45 jaar;8.3;19.0
1783;Amstelveen;Vrouw;45 tot 65 jaar;8.1;18.6
1784;Amstelveen;Vrouw;65 jaar en ouder;8.7;15.7
1785;Amsterdam;Totaal mannen en vrouwen;Totaal leeftijd;486.2;19.0
1786;Amsterdam;Totaal mannen en vrouwen;15 tot 25 jaar;37.9;9.3
1787;Amsterdam;Totaal mannen en vrouwen;25 tot 45 jaar;216.0;20.8
1788;Amsterdam;Totaal mannen en vrouwen;45 tot 65 jaar;150.0;20.5
1789;Amsterdam;Totaal mannen en vrouwen;65 jaar en ouder;82.3;16.2
1790;Amsterdam;Man;Totaal leeftijd;244.2;21.4
1791;Amsterdam;Man;15 tot 25 jaar;17.4;9.4
1792;Amsterdam;Man;25 tot 45 jaar;112.6;22.7
1793;Amsterdam;Man;45 tot 65 jaar;80.5;23.2
1794;Amsterdam;Man;65 jaar en ouder;33.7;19.0
1795;Amsterdam;Vrouw;Totaal leeftijd;242.0;16.6
1796;Amsterdam;Vrouw;15 tot 25 jaar;20.4;9.2
1797;Amsterdam;Vrouw;25 tot 45 jaar;103.4;18.7
1798;Amsterdam;Vrouw;45 tot 65 jaar;69.5;17.4
1799;Amsterdam;Vrouw;65 jaar en ouder;48.6;14.3
1800;Andijk;Totaal mannen en vrouwen;Totaal leeftijd;4.3;17.6
1801;Andijk;Totaal mannen en vrouwen;15 tot 25 jaar;0.4;10.0
1802;Andijk;Totaal mannen en vrouwen;25 tot 45 jaar;1.5;19.2
1803;Andijk;Totaal mannen en vrouwen;45 tot 65 jaar;1.7;20.1
1804;Andijk;Totaal mannen en vrouwen;65 jaar en ouder;0.8;13.1
1805;Andijk;Man;Totaal leeftijd;2.4;22.0
1806;Andijk;Man;15 tot 25 jaar;;
1807;Andijk;Man;25 tot 45 jaar;0.8;24.0
1808;Andijk;Man;45 tot 65 jaar;1.0;24.7
1809;Andijk;Man;65 jaar en ouder;0.4;15.7
1810;Andijk;Vrouw;Totaal leeftijd;2.0;12.3
1811;Andijk;Vrouw;15 tot 25 jaar;;
1812;Andijk;Vrouw;25 tot 45 jaar;0.7;13.5
1813;Andijk;Vrouw;45 tot 65 jaar;0.7;13.1
1814;Andijk;Vrouw;65 jaar en ouder;0.4;11.0
1815;Anna Paulowna;Totaal mannen en vrouwen;Totaal leeftijd;9.1;17.0
1816;Anna Paulowna;Totaal mannen en vrouwen;15 tot 25 jaar;0.9;9.4
1817;Anna Paulowna;Totaal mannen en vrouwen;25 tot 45 jaar;3.3;18.0
1818;Anna Paulowna;Totaal mannen en vrouwen;45 tot 65 jaar;3.2;19.3
1819;Anna Paulowna;Totaal mannen en vrouwen;65 jaar en ouder;1.6;14.4
1820;Anna Paulowna;Man;Totaal leeftijd;5.0;20.9
1821;Anna Paulowna;Man;15 tot 25 jaar;0.5;10.1
1822;Anna Paulowna;Man;25 tot 45 jaar;1.9;21.4
1823;Anna Paulowna;Man;45 tot 65 jaar;1.9;24.2
1824;Anna Paulowna;Man;65 jaar en ouder;0.7;17.9
1825;Anna Paulowna;Vrouw;Totaal leeftijd;4.1;12.1
1826;Anna Paulowna;Vrouw;15 tot 25 jaar;0.5;8.7
1827;Anna Paulowna;Vrouw;25 tot 45 jaar;1.5;13.6
1828;Anna Paulowna;Vrouw;45 tot 65 jaar;1.3;12.1
1829;Anna Paulowna;Vrouw;65 jaar en ouder;0.8;11.2
1830;Apeldoorn;Totaal mannen en vrouwen;Totaal leeftijd;105.7;18.1
1831;Apeldoorn;Totaal mannen en vrouwen;15 tot 25 jaar;8.9;8.6
1832;Apeldoorn;Totaal mannen en vrouwen;25 tot 45 jaar;37.1;18.7
1833;Apeldoorn;Totaal mannen en vrouwen;45 tot 65 jaar;35.7;20.9
1834;Apeldoorn;Totaal mannen en vrouwen;65 jaar en ouder;24.0;16.4
1835;Apeldoorn;Man;Totaal leeftijd;55.0;22.3
1836;Apeldoorn;Man;15 tot 25 jaar;4.7;8.9
1837;Apeldoorn;Man;25 tot 45 jaar;20.0;22.1
1838;Apeldoorn;Man;45 tot 65 jaar;20.3;26.3
1839;Apeldoorn;Man;65 jaar en ouder;10.1;20.9
1840;Apeldoorn;Vrouw;Totaal leeftijd;50.7;13.5
1841;Apeldoorn;Vrouw;15 tot 25 jaar;4.2;8.2
1842;Apeldoorn;Vrouw;25 tot 45 jaar;17.1;14.7
1843;Apeldoorn;Vrouw;45 tot 65 jaar;15.4;13.9
1844;Apeldoorn;Vrouw;65 jaar en ouder;13.9;13.1
1845;Appingedam;Totaal mannen en vrouwen;Totaal leeftijd;8.3;16.4
1846;Appingedam;Totaal mannen en vrouwen;15 tot 25 jaar;0.6;9.2
1847;Appingedam;Totaal mannen en vrouwen;25 tot 45 jaar;2.7;16.8
1848;Appingedam;Totaal mannen en vrouwen;45 tot 65 jaar;2.7;19.5
1849;Appingedam;Totaal mannen en vrouwen;65 jaar en ouder;2.3;14.1
1850;Appingedam;Man;Totaal leeftijd;4.4;20.0
1851;Appingedam;Man;15 tot 25 jaar;0.3;8.8
1852;Appingedam;Man;25 tot 45 jaar;1.4;20.0
1853;Appingedam;Man;45 tot 65 jaar;1.7;23.8
1854;Appingedam;Man;65 jaar en ouder;0.9;17.0
1855;Appingedam;Vrouw;Totaal leeftijd;4.0;12.4
1856;Appingedam;Vrouw;15 tot 25 jaar;0.3;9.7
1857;Appingedam;Vrouw;25 tot 45 jaar;1.2;13.0
1858;Appingedam;Vrouw;45 tot 65 jaar;1.1;12.9
1859;Appingedam;Vrouw;65 jaar en ouder;1.3;12.1
1860;Arcen en Velden;Totaal mannen en vrouwen;Totaal leeftijd;6.1;17.8
1861;Arcen en Velden;Totaal mannen en vrouwen;15 tot 25 jaar;0.6;6.9
1862;Arcen en Velden;Totaal mannen en vrouwen;25 tot 45 jaar;2.0;17.8
1863;Arcen en Velden;Totaal mannen en vrouwen;45 tot 65 jaar;2.2;22.1
1864;Arcen en Velden;Totaal mannen en vrouwen;65 jaar en ouder;1.2;15.6
1865;Arcen en Velden;Man;Totaal leeftijd;3.2;22.0
1866;Arcen en Velden;Man;15 tot 25 jaar;0.3;7.4
1867;Arcen en Velden;Man;25 tot 45 jaar;1.1;21.9
1868;Arcen en Velden;Man;45 tot 65 jaar;1.3;26.6
1869;Arcen en Velden;Man;65 jaar en ouder;0.6;19.7
1870;Arcen en Velden;Vrouw;Totaal leeftijd;2.8;13.0
1871;Arcen en Velden;Vrouw;15 tot 25 jaar;0.3;6.4
1872;Arcen en Velden;Vrouw;25 tot 45 jaar;0.9;12.9
1873;Arcen en Velden;Vrouw;45 tot 65 jaar;0.9;15.9
1874;Arcen en Velden;Vrouw;65 jaar en ouder;0.7;12.1
1875;Arnhem;Totaal mannen en vrouwen;Totaal leeftijd;96.0;17.1
1876;Arnhem;Totaal mannen en vrouwen;15 tot 25 jaar;8.8;9.1
1877;Arnhem;Totaal mannen en vrouwen;25 tot 45 jaar;40.6;17.9
1878;Arnhem;Totaal mannen en vrouwen;45 tot 65 jaar;28.9;18.9
1879;Arnhem;Totaal mannen en vrouwen;65 jaar en ouder;17.8;16.3
1880;Arnhem;Man;Totaal leeftijd;48.6;19.9
1881;Arnhem;Man;15 tot 25 jaar;4.3;9.6
1882;Arnhem;Man;25 tot 45 jaar;21.4;19.8
1883;Arnhem;Man;45 tot 65 jaar;15.7;22.7
1884;Arnhem;Man;65 jaar en ouder;7.2;20.2
1885;Arnhem;Vrouw;Totaal leeftijd;47.4;14.2
1886;Arnhem;Vrouw;15 tot 25 jaar;4.5;8.7
1887;Arnhem;Vrouw;25 tot 45 jaar;19.1;15.7
1888;Arnhem;Vrouw;45 tot 65 jaar;13.2;14.4
1889;Arnhem;Vrouw;65 jaar en ouder;10.6;13.6
1890;Assen;Totaal mannen en vrouwen;Totaal leeftijd;42.5;17.3
1891;Assen;Totaal mannen en vrouwen;15 tot 25 jaar;3.6;8.1
1892;Assen;Totaal mannen en vrouwen;25 tot 45 jaar;16.3;17.7
1893;Assen;Totaal mannen en vrouwen;45 tot 65 jaar;13.9;20.0
1894;Assen;Totaal mannen en vrouwen;65 jaar en ouder;8.8;15.9
1895;Assen;Man;Totaal leeftijd;21.8;21.0
1896;Assen;Man;15 tot 25 jaar;1.8;8.3
1897;Assen;Man;25 tot 45 jaar;8.6;20.6
1898;Assen;Man;45 tot 65 jaar;7.8;24.6
1899;Assen;Man;65 jaar en ouder;3.7;20.2
1900;Assen;Vrouw;Totaal leeftijd;20.7;13.4
1901;Assen;Vrouw;15 tot 25 jaar;1.8;7.9
1902;Assen;Vrouw;25 tot 45 jaar;7.7;14.5
1903;Assen;Vrouw;45 tot 65 jaar;6.2;14.1
1904;Assen;Vrouw;65 jaar en ouder;5.1;12.8
1905;Asten;Totaal mannen en vrouwen;Totaal leeftijd;11.0;18.0
1906;Asten;Totaal mannen en vrouwen;15 tot 25 jaar;1.1;8.6
1907;Asten;Totaal mannen en vrouwen;25 tot 45 jaar;3.8;19.1
1908;Asten;Totaal mannen en vrouwen;45 tot 65 jaar;3.9;21.4
1909;Asten;Totaal mannen en vrouwen;65 jaar en ouder;2.2;14.6
1910;Asten;Man;Totaal leeftijd;6.0;22.7
1911;Asten;Man;15 tot 25 jaar;0.6;9.3
1912;Asten;Man;25 tot 45 jaar;2.1;23.9
1913;Asten;Man;45 tot 65 jaar;2.3;27.1
