ID;Nationaliteit;Perioden;TotaalAsielverzoekenEnNareizigers_1;EersteAsielverzoekenPersonen_2;VolgendeAsielverzoeken_3;NareizigersPersonen_4
80;(voormalige) Sovjet-Unie;2005;1185.0;1185.0;;
81;(voormalige) Sovjet-Unie;2006;1330.0;1330.0;;
82;(voormalige) Sovjet-Unie;2007;495.0;365.0;130.0;
83;(voormalige) Sovjet-Unie;2008;630.0;480.0;150.0;
84;(voormalige) Sovjet-Unie;2009;1225.0;1125.0;100.0;
85;(voormalige) Sovjet-Unie;2010;1775.0;1640.0;135.0;
86;(voormalige) Sovjet-Unie;2011;1875.0;1585.0;290.0;
87;(voormalige) Sovjet-Unie;2012;1685.0;1380.0;305.0;
88;(voormalige) Sovjet-Unie;2013;1050.0;770.0;265.0;15.0
89;(voormalige) Sovjet-Unie;2014;1205.0;1015.0;175.0;20.0
90;(voormalige) Sovjet-Unie;2015;1500.0;1320.0;160.0;25.0
91;(voormalige) Sovjet-Unie;2016;1380.0;1230.0;135.0;15.0
92;(voormalige) Sovjet-Unie;2017;1920.0;1705.0;205.0;10.0
93;(voormalige) Sovjet-Unie;2018;2800.0;2560.0;225.0;15.0
94;(voormalige) Sovjet-Unie;2019;3105.0;2850.0;240.0;15.0
95;(voormalige) Sovjet-Unie;2020;815.0;710.0;85.0;20.0
96;(voormalige) Sovjet-Unie;2021;800.0;680.0;95.0;25.0
97;(voormalige) Sovjet-Unie;2022;2625.0;2475.0;115.0;35.0
98;(voormalige) Sovjet-Unie;2023;2245.0;2115.0;110.0;20.0
99;(voormalige) Sovjet-Unie;2024;1795.0;1685.0;90.0;20.0
100;(voormalig) Joegoslavië;1975;;;;
101;(voormalig) Joegoslavië;1976;;;;
102;(voormalig) Joegoslavië;1977;;;;
103;(voormalig) Joegoslavië;1978;;;;
104;(voormalig) Joegoslavië;1979;;;;
105;(voormalig) Joegoslavië;1980;;;;
106;(voormalig) Joegoslavië;1981;;;;
107;(voormalig) Joegoslavië;1982;10.0;10.0;;
108;(voormalig) Joegoslavië;1983;10.0;10.0;;
109;(voormalig) Joegoslavië;1984;15.0;15.0;;
110;(voormalig) Joegoslavië;1985;15.0;15.0;;
111;(voormalig) Joegoslavië;1986;15.0;15.0;;
112;(voormalig) Joegoslavië;1987;65.0;65.0;;
113;(voormalig) Joegoslavië;1988;120.0;120.0;;
114;(voormalig) Joegoslavië;1989;505.0;505.0;;
115;(voormalig) Joegoslavië;1990;580.0;580.0;;
116;(voormalig) Joegoslavië;1991;2735.0;2735.0;;
117;(voormalig) Joegoslavië;1992;5620.0;5620.0;;
118;(voormalig) Joegoslavië;1993;10185.0;10185.0;;
119;(voormalig) Joegoslavië;1994;13440.0;13440.0;;
120;(voormalig) Joegoslavië;1995;6150.0;6150.0;;
121;(voormalig) Joegoslavië;1996;1975.0;1975.0;;
122;(voormalig) Joegoslavië;1997;3790.0;3790.0;;
123;(voormalig) Joegoslavië;1998;8330.0;8330.0;;
124;(voormalig) Joegoslavië;1999;5080.0;5080.0;;
125;(voormalig) Joegoslavië;2000;5650.0;5650.0;;
126;(voormalig) Joegoslavië;2001;2200.0;2200.0;;
127;(voormalig) Joegoslavië;2002;855.0;855.0;;
128;(voormalig) Joegoslavië;2003;545.0;545.0;;
129;(voormalig) Joegoslavië;2004;500.0;500.0;;
130;(voormalig) Joegoslavië;2005;450.0;450.0;;
131;(voormalig) Joegoslavië;2006;775.0;775.0;;
132;(voormalig) Joegoslavië;2007;95.0;55.0;40.0;
133;(voormalig) Joegoslavië;2008;65.0;45.0;20.0;
134;(voormalig) Joegoslavië;2009;135.0;100.0;35.0;
135;(voormalig) Joegoslavië;2010;520.0;505.0;15.0;
136;(voormalig) Joegoslavië;2011;445.0;415.0;25.0;
137;(voormalig) Joegoslavië;2012;320.0;290.0;25.0;
138;(voormalig) Joegoslavië;2013;515.0;490.0;25.0;
139;(voormalig) Joegoslavië;2014;515.0;495.0;15.0;
140;(voormalig) Joegoslavië;2015;1380.0;1365.0;15.0;
141;(voormalig) Joegoslavië;2016;2180.0;2160.0;20.0;
142;(voormalig) Joegoslavië;2017;460.0;395.0;65.0;
143;(voormalig) Joegoslavië;2018;365.0;310.0;55.0;
144;(voormalig) Joegoslavië;2019;860.0;770.0;90.0;
145;(voormalig) Joegoslavië;2020;240.0;190.0;50.0;0.0
146;(voormalig) Joegoslavië;2021;90.0;75.0;15.0;
147;(voormalig) Joegoslavië;2022;45.0;40.0;5.0;0.0
148;(voormalig) Joegoslavië;2023;45.0;40.0;5.0;0.0
149;(voormalig) Joegoslavië;2024;50.0;45.0;5.0;0.0
150;Afghaans ;1975;;;;
151;Afghaans ;1976;;;;
152;Afghaans ;1977;;;;
153;Afghaans ;1978;;;;
154;Afghaans ;1979;;;;
155;Afghaans ;1980;15.0;15.0;;
156;Afghaans ;1981;15.0;15.0;;
157;Afghaans ;1982;20.0;20.0;;
158;Afghaans ;1983;30.0;30.0;;
159;Afghaans ;1984;35.0;35.0;;
160;Afghaans ;1985;135.0;135.0;;
161;Afghaans ;1986;450.0;450.0;;
162;Afghaans ;1987;65.0;65.0;;
163;Afghaans ;1988;45.0;45.0;;
164;Afghaans ;1989;265.0;265.0;;
165;Afghaans ;1990;570.0;570.0;;
166;Afghaans ;1991;295.0;295.0;;
167;Afghaans ;1992;350.0;350.0;;
168;Afghaans ;1993;1505.0;1505.0;;
169;Afghaans ;1994;2525.0;2525.0;;
170;Afghaans ;1995;1910.0;1910.0;;
171;Afghaans ;1996;3020.0;3020.0;;
172;Afghaans ;1997;5920.0;5920.0;;
173;Afghaans ;1998;7120.0;7120.0;;
174;Afghaans ;1999;4400.0;4400.0;;
175;Afghaans ;2000;5030.0;5030.0;;
176;Afghaans ;2001;3625.0;3625.0;;
177;Afghaans ;2002;1080.0;1080.0;;
178;Afghaans ;2003;485.0;485.0;;
179;Afghaans ;2004;690.0;690.0;;
180;Afghaans ;2005;900.0;900.0;;
181;Afghaans ;2006;930.0;930.0;;
182;Afghaans ;2007;520.0;190.0;330.0;
183;Afghaans ;2008;705.0;395.0;310.0;
184;Afghaans ;2009;1400.0;1280.0;120.0;
185;Afghaans ;2010;1585.0;1365.0;220.0;
186;Afghaans ;2011;2395.0;1885.0;510.0;
187;Afghaans ;2012;1620.0;1025.0;595.0;
188;Afghaans ;2013;1520.0;455.0;910.0;155.0
189;Afghaans ;2014;975.0;450.0;425.0;100.0
190;Afghaans ;2015;2945.0;2550.0;310.0;85.0
191;Afghaans ;2016;1445.0;1025.0;360.0;65.0
192;Afghaans ;2017;870.0;320.0;465.0;85.0
193;Afghaans ;2018;1205.0;325.0;635.0;250.0
194;Afghaans ;2019;895.0;435.0;355.0;100.0
195;Afghaans ;2020;605.0;390.0;180.0;35.0
196;Afghaans ;2021;3425.0;3005.0;300.0;120.0
197;Afghaans ;2022;2945.0;2730.0;55.0;160.0
198;Afghaans ;2023;870.0;670.0;10.0;190.0
199;Afghaans ;2024;665.0;490.0;15.0;160.0
200;Albanees ;1975;;;;
201;Albanees ;1976;;;;
202;Albanees ;1977;;;;
203;Albanees ;1978;;;;
204;Albanees ;1979;;;;
205;Albanees ;1980;;;;
206;Albanees ;1981;10.0;10.0;;
207;Albanees ;1982;;;;
208;Albanees ;1983;;;;
209;Albanees ;1984;;;;
210;Albanees ;1985;10.0;10.0;;
211;Albanees ;1986;10.0;10.0;;
212;Albanees ;1987;30.0;30.0;;
213;Albanees ;1988;10.0;10.0;;
214;Albanees ;1989;40.0;40.0;;
215;Albanees ;1990;40.0;40.0;;
216;Albanees ;1991;225.0;225.0;;
217;Albanees ;1992;140.0;140.0;;
218;Albanees ;1993;275.0;275.0;;
219;Albanees ;1994;620.0;620.0;;
220;Albanees ;1995;105.0;105.0;;
221;Albanees ;1996;90.0;90.0;;
222;Albanees ;1997;300.0;300.0;;
223;Albanees ;1998;245.0;245.0;;
224;Albanees ;1999;175.0;175.0;;
225;Albanees ;2000;215.0;215.0;;
226;Albanees ;2001;140.0;140.0;;
227;Albanees ;2002;105.0;105.0;;
228;Albanees ;2003;50.0;50.0;;
229;Albanees ;2004;50.0;50.0;;
230;Albanees ;2005;30.0;30.0;;
231;Albanees ;2006;25.0;25.0;;
232;Albanees ;2007;10.0;10.0;0.0;
233;Albanees ;2008;10.0;10.0;0.0;
234;Albanees ;2009;15.0;15.0;0.0;
235;Albanees ;2010;15.0;15.0;0.0;
236;Albanees ;2011;30.0;20.0;10.0;
237;Albanees ;2012;20.0;15.0;0.0;
238;Albanees ;2013;35.0;30.0;5.0;
239;Albanees ;2014;90.0;85.0;5.0;
240;Albanees ;2015;1015.0;1005.0;10.0;5.0
241;Albanees ;2016;1700.0;1665.0;35.0;
242;Albanees ;2017;375.0;365.0;10.0;
243;Albanees ;2018;575.0;550.0;25.0;
244;Albanees ;2019;270.0;190.0;75.0;5.0
245;Albanees ;2020;90.0;80.0;5.0;
246;Albanees ;2021;55.0;55.0;0.0;
247;Albanees ;2022;60.0;50.0;5.0;5.0
248;Albanees ;2023;30.0;30.0;5.0;0.0
249;Albanees ;2024;25.0;20.0;5.0;0.0
250;Algerijns ;1975;;;;
251;Algerijns ;1976;;;;
252;Algerijns ;1977;;;;
253;Algerijns ;1978;;;;
254;Algerijns ;1979;;;;
255;Algerijns ;1980;;;;
256;Algerijns ;1981;;;;
257;Algerijns ;1982;;;;
258;Algerijns ;1983;;;;
259;Algerijns ;1984;;;;
260;Algerijns ;1985;;;;
261;Algerijns ;1986;10.0;10.0;;
262;Algerijns ;1987;15.0;15.0;;
263;Algerijns ;1988;30.0;30.0;;
264;Algerijns ;1989;45.0;45.0;;
265;Algerijns ;1990;105.0;105.0;;
266;Algerijns ;1991;80.0;80.0;;
267;Algerijns ;1992;145.0;145.0;;
268;Algerijns ;1993;345.0;345.0;;
269;Algerijns ;1994;1320.0;1320.0;;
270;Algerijns ;1995;650.0;650.0;;
271;Algerijns ;1996;440.0;440.0;;
272;Algerijns ;1997;525.0;525.0;;
273;Algerijns ;1998;820.0;820.0;;
274;Algerijns ;1999;635.0;635.0;;
275;Algerijns ;2000;420.0;420.0;;
276;Algerijns ;2001;330.0;330.0;;
277;Algerijns ;2002;200.0;200.0;;
278;Algerijns ;2003;105.0;105.0;;
279;Algerijns ;2004;65.0;65.0;;
280;Algerijns ;2005;55.0;55.0;;
281;Algerijns ;2006;55.0;55.0;;
282;Algerijns ;2007;45.0;30.0;15.0;
283;Algerijns ;2008;25.0;25.0;5.0;
284;Algerijns ;2009;40.0;35.0;5.0;
285;Algerijns ;2010;30.0;20.0;10.0;
286;Algerijns ;2011;15.0;15.0;5.0;
287;Algerijns ;2012;35.0;25.0;10.0;
288;Algerijns ;2013;40.0;30.0;10.0;
289;Algerijns ;2014;20.0;15.0;5.0;
290;Algerijns ;2015;55.0;40.0;5.0;10.0
291;Algerijns ;2016;990.0;980.0;5.0;5.0
292;Algerijns ;2017;925.0;890.0;35.0;
293;Algerijns ;2018;1335.0;1265.0;70.0;0.0
294;Algerijns ;2019;1315.0;1210.0;105.0;
295;Algerijns ;2020;1060.0;995.0;70.0;0.0
296;Algerijns ;2021;1175.0;1105.0;60.0;10.0
297;Algerijns ;2022;1265.0;1205.0;55.0;5.0
298;Algerijns ;2023;1645.0;1555.0;85.0;0.0
299;Algerijns ;2024;1220.0;950.0;265.0;5.0
300;Angolees ;1975;;;;
301;Angolees ;1976;;;;
302;Angolees ;1977;;;;
303;Angolees ;1978;;;;
304;Angolees ;1979;;;;
305;Angolees ;1980;;;;
306;Angolees ;1981;;;;
307;Angolees ;1982;;;;
308;Angolees ;1983;;;;
309;Angolees ;1984;;;;
310;Angolees ;1985;10.0;10.0;;
311;Angolees ;1986;30.0;30.0;;
312;Angolees ;1987;290.0;290.0;;
313;Angolees ;1988;75.0;75.0;;
314;Angolees ;1989;205.0;205.0;;
315;Angolees ;1990;260.0;260.0;;
316;Angolees ;1991;160.0;160.0;;
317;Angolees ;1992;120.0;120.0;;
318;Angolees ;1993;540.0;540.0;;
319;Angolees ;1994;1375.0;1375.0;;
320;Angolees ;1995;740.0;740.0;;
321;Angolees ;1996;420.0;420.0;;
322;Angolees ;1997;375.0;375.0;;
323;Angolees ;1998;610.0;610.0;;
324;Angolees ;1999;1585.0;1585.0;;
325;Angolees ;2000;2180.0;2180.0;;
326;Angolees ;2001;4115.0;4115.0;;
327;Angolees ;2002;1895.0;1895.0;;
328;Angolees ;2003;370.0;370.0;;
329;Angolees ;2004;175.0;175.0;;
330;Angolees ;2005;220.0;220.0;;
331;Angolees ;2006;210.0;210.0;;
332;Angolees ;2007;80.0;35.0;45.0;
333;Angolees ;2008;75.0;30.0;40.0;
334;Angolees ;2009;60.0;35.0;20.0;
335;Angolees ;2010;50.0;30.0;20.0;
336;Angolees ;2011;25.0;20.0;10.0;
337;Angolees ;2012;15.0;15.0;0.0;
338;Angolees ;2013;20.0;20.0;5.0;
339;Angolees ;2014;10.0;5.0;0.0;
340;Angolees ;2015;15.0;15.0;5.0;
341;Angolees ;2016;15.0;15.0;;
342;Angolees ;2017;30.0;25.0;5.0;
343;Angolees ;2018;35.0;30.0;5.0;
344;Angolees ;2019;65.0;55.0;10.0;
345;Angolees ;2020;15.0;10.0;0.0;
346;Angolees ;2021;10.0;5.0;5.0;
347;Angolees ;2022;20.0;15.0;0.0;0.0
348;Angolees ;2023;30.0;25.0;5.0;0.0
349;Angolees ;2024;45.0;40.0;5.0;0.0
350;Armeens ;1975;;;;
351;Armeens ;1976;;;;
352;Armeens ;1977;;;;
353;Armeens ;1978;;;;
354;Armeens ;1979;;;;
355;Armeens ;1980;;;;
356;Armeens ;1981;;;;
357;Armeens ;1982;;;;
358;Armeens ;1983;;;;
359;Armeens ;1984;;;;
360;Armeens ;1985;;;;
361;Armeens ;1986;;;;
362;Armeens ;1987;;;;
363;Armeens ;1988;;;;
364;Armeens ;1989;;;;
365;Armeens ;1990;;;;
366;Armeens ;1991;;;;
367;Armeens ;1992;40.0;40.0;;
368;Armeens ;1993;350.0;350.0;;
369;Armeens ;1994;1080.0;1080.0;;
370;Armeens ;1995;360.0;360.0;;
371;Armeens ;1996;365.0;365.0;;
372;Armeens ;1997;430.0;430.0;;
373;Armeens ;1998;710.0;710.0;;
374;Armeens ;1999;1250.0;1250.0;;
375;Armeens ;2000;805.0;805.0;;
376;Armeens ;2001;525.0;525.0;;
377;Armeens ;2002;420.0;420.0;;
378;Armeens ;2003;200.0;200.0;;
379;Armeens ;2004;245.0;245.0;;
380;Armeens ;2005;195.0;195.0;;
381;Armeens ;2006;280.0;280.0;;
382;Armeens ;2007;155.0;115.0;35.0;
383;Armeens ;2008;240.0;210.0;35.0;
384;Armeens ;2009;370.0;350.0;20.0;
385;Armeens ;2010;650.0;610.0;40.0;
386;Armeens ;2011;580.0;470.0;110.0;
387;Armeens ;2012;315.0;200.0;115.0;
388;Armeens ;2013;265.0;180.0;85.0;5.0
389;Armeens ;2014;210.0;145.0;60.0;0.0
390;Armeens ;2015;115.0;75.0;40.0;0.0
391;Armeens ;2016;100.0;50.0;45.0;5.0
392;Armeens ;2017;190.0;110.0;80.0;
393;Armeens ;2018;100.0;60.0;35.0;
394;Armeens ;2019;105.0;70.0;30.0;0.0
395;Armeens ;2020;35.0;25.0;10.0;0.0
396;Armeens ;2021;45.0;35.0;15.0;
397;Armeens ;2022;60.0;50.0;10.0;0.0
398;Armeens ;2023;70.0;50.0;20.0;0.0
399;Armeens ;2024;45.0;35.0;5.0;0.0
400;Azerbeidzjaans ;1975;;;;
401;Azerbeidzjaans ;1976;;;;
402;Azerbeidzjaans ;1977;;;;
403;Azerbeidzjaans ;1978;;;;
404;Azerbeidzjaans ;1979;;;;
405;Azerbeidzjaans ;1980;;;;
406;Azerbeidzjaans ;1981;;;;
407;Azerbeidzjaans ;1982;;;;
408;Azerbeidzjaans ;1983;;;;
409;Azerbeidzjaans ;1984;;;;
410;Azerbeidzjaans ;1985;;;;
411;Azerbeidzjaans ;1986;;;;
412;Azerbeidzjaans ;1987;;;;
413;Azerbeidzjaans ;1988;;;;
414;Azerbeidzjaans ;1989;;;;
415;Azerbeidzjaans ;1990;;;;
416;Azerbeidzjaans ;1991;;;;
417;Azerbeidzjaans ;1992;10.0;10.0;;
418;Azerbeidzjaans ;1993;25.0;25.0;;
419;Azerbeidzjaans ;1994;105.0;105.0;;
420;Azerbeidzjaans ;1995;130.0;130.0;;
421;Azerbeidzjaans ;1996;185.0;185.0;;
422;Azerbeidzjaans ;1997;315.0;315.0;;
423;Azerbeidzjaans ;1998;1265.0;1265.0;;
424;Azerbeidzjaans ;1999;2450.0;2450.0;;
425;Azerbeidzjaans ;2000;1155.0;1155.0;;
426;Azerbeidzjaans ;2001;635.0;635.0;;
427;Azerbeidzjaans ;2002;340.0;340.0;;
428;Azerbeidzjaans ;2003;280.0;280.0;;
429;Azerbeidzjaans ;2004;250.0;250.0;;
430;Azerbeidzjaans ;2005;285.0;285.0;;
431;Azerbeidzjaans ;2006;385.0;385.0;;
432;Azerbeidzjaans ;2007;80.0;50.0;30.0;
433;Azerbeidzjaans ;2008;110.0;60.0;50.0;
434;Azerbeidzjaans ;2009;140.0;120.0;20.0;
435;Azerbeidzjaans ;2010;105.0;80.0;25.0;
436;Azerbeidzjaans ;2011;150.0;120.0;30.0;
437;Azerbeidzjaans ;2012;100.0;70.0;30.0;
438;Azerbeidzjaans ;2013;95.0;60.0;35.0;
439;Azerbeidzjaans ;2014;80.0;45.0;30.0;5.0
440;Azerbeidzjaans ;2015;65.0;35.0;35.0;
441;Azerbeidzjaans ;2016;80.0;65.0;15.0;
442;Azerbeidzjaans ;2017;135.0;115.0;20.0;
443;Azerbeidzjaans ;2018;300.0;240.0;60.0;
444;Azerbeidzjaans ;2019;425.0;375.0;50.0;
445;Azerbeidzjaans ;2020;140.0;115.0;25.0;0.0
446;Azerbeidzjaans ;2021;90.0;80.0;15.0;
447;Azerbeidzjaans ;2022;145.0;125.0;15.0;5.0
448;Azerbeidzjaans ;2023;135.0;120.0;10.0;0.0
449;Azerbeidzjaans ;2024;170.0;150.0;20.0;0.0
450;Bengalees ;1975;;;;
451;Bengalees ;1976;;;;
452;Bengalees ;1977;;;;
453;Bengalees ;1978;;;;
454;Bengalees ;1979;;;;
455;Bengalees ;1980;;;;
456;Bengalees ;1981;;;;
457;Bengalees ;1982;10.0;10.0;;
458;Bengalees ;1983;;;;
459;Bengalees ;1984;15.0;15.0;;
460;Bengalees ;1985;60.0;60.0;;
461;Bengalees ;1986;215.0;215.0;;
462;Bengalees ;1987;830.0;830.0;;
463;Bengalees ;1988;215.0;215.0;;
464;Bengalees ;1989;105.0;105.0;;
465;Bengalees ;1990;115.0;115.0;;
466;Bengalees ;1991;65.0;65.0;;
467;Bengalees ;1992;45.0;45.0;;
468;Bengalees ;1993;50.0;50.0;;
469;Bengalees ;1994;130.0;130.0;;
470;Bengalees ;1995;245.0;245.0;;
471;Bengalees ;1996;85.0;85.0;;
472;Bengalees ;1997;55.0;55.0;;
473;Bengalees ;1998;40.0;40.0;;
474;Bengalees ;1999;50.0;50.0;;
475;Bengalees ;2000;80.0;80.0;;
476;Bengalees ;2001;55.0;55.0;;
477;Bengalees ;2002;35.0;35.0;;
478;Bengalees ;2003;20.0;20.0;;
479;Bengalees ;2004;25.0;25.0;;
480;Bengalees ;2005;25.0;25.0;;
481;Bengalees ;2006;25.0;25.0;;
482;Bengalees ;2007;5.0;5.0;0.0;
483;Bengalees ;2008;15.0;10.0;5.0;
484;Bengalees ;2009;15.0;15.0;0.0;
485;Bengalees ;2010;15.0;15.0;0.0;
486;Bengalees ;2011;25.0;25.0;0.0;
487;Bengalees ;2012;45.0;35.0;10.0;
488;Bengalees ;2013;40.0;20.0;10.0;10.0
489;Bengalees ;2014;15.0;10.0;0.0;
490;Bengalees ;2015;40.0;30.0;5.0;5.0
491;Bengalees ;2016;25.0;20.0;5.0;
492;Bengalees ;2017;20.0;20.0;0.0;
493;Bengalees ;2018;30.0;20.0;5.0;
494;Bengalees ;2019;25.0;20.0;5.0;
495;Bengalees ;2020;25.0;20.0;5.0;0.0
496;Bengalees ;2021;15.0;10.0;0.0;5.0
497;Bengalees ;2022;25.0;20.0;5.0;0.0
498;Bengalees ;2023;30.0;20.0;5.0;5.0
499;Bengalees ;2024;40.0;40.0;0.0;0.0
500;Benins ;1975;;;;
501;Benins ;1976;;;;
502;Benins ;1977;;;;
503;Benins ;1978;;;;
504;Benins ;1979;;;;
505;Benins ;1980;;;;
506;Benins ;1981;;;;
507;Benins ;1982;;;;
508;Benins ;1983;;;;
509;Benins ;1984;;;;
510;Benins ;1985;;;;
511;Benins ;1986;;;;
512;Benins ;1987;;;;
513;Benins ;1988;;;;
514;Benins ;1989;;;;
515;Benins ;1990;;;;
516;Benins ;1991;;;;
517;Benins ;1992;;;;
518;Benins ;1993;;;;
519;Benins ;1994;10.0;10.0;;
520;Benins ;1995;5.0;5.0;;
521;Benins ;1996;5.0;5.0;;
522;Benins ;1997;5.0;5.0;;
523;Benins ;1998;5.0;5.0;;
524;Benins ;1999;10.0;10.0;;
525;Benins ;2000;30.0;30.0;;
526;Benins ;2001;105.0;105.0;;
527;Benins ;2002;105.0;105.0;;
528;Benins ;2003;10.0;10.0;;
529;Benins ;2004;5.0;5.0;;
530;Benins ;2005;5.0;5.0;;
531;Benins ;2006;0.0;0.0;;
532;Benins ;2007;5.0;0.0;5.0;
533;Benins ;2008;5.0;5.0;0.0;
534;Benins ;2009;5.0;5.0;0.0;
535;Benins ;2010;15.0;15.0;0.0;
536;Benins ;2011;10.0;5.0;0.0;
537;Benins ;2012;10.0;5.0;0.0;
538;Benins ;2013;5.0;5.0;0.0;
539;Benins ;2014;0.0;;0.0;
540;Benins ;2015;5.0;5.0;;
541;Benins ;2016;5.0;5.0;;
542;Benins ;2017;15.0;15.0;0.0;
543;Benins ;2018;15.0;10.0;5.0;
544;Benins ;2019;5.0;5.0;5.0;
545;Benins ;2020;5.0;5.0;;
546;Benins ;2021;5.0;5.0;;
547;Benins ;2022;10.0;10.0;0.0;0.0
548;Benins ;2023;30.0;25.0;5.0;0.0
549;Benins ;2024;10.0;10.0;0.0;0.0
550;Bosnisch ;1975;;;;
551;Bosnisch ;1976;;;;
552;Bosnisch ;1977;;;;
553;Bosnisch ;1978;;;;
554;Bosnisch ;1979;;;;
555;Bosnisch ;1980;;;;
556;Bosnisch ;1981;;;;
557;Bosnisch ;1982;;;;
558;Bosnisch ;1983;;;;
559;Bosnisch ;1984;;;;
560;Bosnisch ;1985;;;;
561;Bosnisch ;1986;;;;
562;Bosnisch ;1987;;;;
563;Bosnisch ;1988;;;;
564;Bosnisch ;1989;;;;
565;Bosnisch ;1990;;;;
566;Bosnisch ;1991;;;;
567;Bosnisch ;1992;815.0;815.0;;
568;Bosnisch ;1993;4940.0;4940.0;;
569;Bosnisch ;1994;8635.0;8635.0;;
570;Bosnisch ;1995;4225.0;4225.0;;
571;Bosnisch ;1996;985.0;985.0;;
572;Bosnisch ;1997;1970.0;1970.0;;
573;Bosnisch ;1998;3770.0;3770.0;;
574;Bosnisch ;1999;1170.0;1170.0;;
575;Bosnisch ;2000;1635.0;1635.0;;
576;Bosnisch ;2001;1025.0;1025.0;;
577;Bosnisch ;2002;220.0;220.0;;
578;Bosnisch ;2003;105.0;105.0;;
579;Bosnisch ;2004;55.0;55.0;;
580;Bosnisch ;2005;95.0;95.0;;
