ID;Regions;LeisureAccommodation;Periods;AllCountries_1;Netherlands_2;ForeignCountries_3;AllCountries_4;Netherlands_5;ForeignCountries_6
307;Groningen;Group accommodation;2006;34.9;32.3;2.6;93.6;82.9;10.6
308;Groningen;Group accommodation;2007;21.5;;;63.4;;
309;Groningen;Group accommodation;2008;19.2;16.5;2.7;63.2;43.2;20.0
310;Groningen;Group accommodation;2009;25.8;25.5;0.3;50.3;48.5;1.7
311;Groningen;Group accommodation;2010;22.2;20.0;2.3;57.8;41.9;15.9
312;Friesland;All leisure accommodation;1998;578.4;450.5;127.9;3462.1;2607.5;854.6
313;Friesland;All leisure accommodation;1999;638.8;492.0;146.8;3589.1;2684.0;905.1
314;Friesland;All leisure accommodation;2000;625.1;497.6;127.5;3456.4;2711.6;744.8
315;Friesland;All leisure accommodation;2001;643.3;489.6;153.7;3520.9;2677.4;843.5
316;Friesland;All leisure accommodation;2002;656.1;492.2;163.9;3906.3;2840.2;1066.0
317;Friesland;All leisure accommodation;2003;711.6;563.3;148.3;3991.7;3077.0;914.7
318;Friesland;All leisure accommodation;2004;640.3;512.7;127.6;3504.5;2682.2;822.2
319;Friesland;All leisure accommodation;2005;591.5;444.4;147.1;3225.9;2390.9;835.1
320;Friesland;All leisure accommodation;2006;602.0;460.8;141.2;3090.3;2332.3;758.0
321;Friesland;All leisure accommodation;2007;635.2;524.3;110.9;3126.4;2458.6;667.8
322;Friesland;All leisure accommodation;2008;628.7;498.8;129.9;3099.5;2430.9;668.7
323;Friesland;All leisure accommodation;2009;794.4;588.8;205.6;3705.3;2692.5;1012.8
324;Friesland;All leisure accommodation;2010;679.1;566.6;112.6;3258.5;2637.7;620.8
325;Friesland;Camp sites;1998;232.2;178.0;54.2;1478.8;1230.6;248.1
326;Friesland;Camp sites;1999;255.6;195.0;60.6;1601.4;1299.2;302.2
327;Friesland;Camp sites;2000;251.8;200.9;50.9;1591.7;1370.7;221.0
328;Friesland;Camp sites;2001;241.7;203.5;38.2;1623.7;1418.2;205.5
329;Friesland;Camp sites;2002;247.8;178.2;69.6;1745.8;1391.8;353.9
330;Friesland;Camp sites;2003;282.2;231.5;50.7;1676.7;1428.8;247.9
331;Friesland;Camp sites;2004;215.3;176.5;38.8;1386.9;1187.2;199.7
332;Friesland;Camp sites;2005;237.6;182.5;55.0;1497.0;1268.9;228.1
333;Friesland;Camp sites;2006;225.9;167.0;59.0;1229.8;990.4;239.4
334;Friesland;Camp sites;2007;217.6;188.9;28.7;1157.7;1027.5;130.2
335;Friesland;Camp sites;2008;229.3;187.8;41.5;1172.1;1020.5;151.6
336;Friesland;Camp sites;2009;296.0;198.0;98.0;1474.4;1060.8;413.6
337;Friesland;Camp sites;2010;211.0;184.4;26.6;1153.8;1063.6;90.2
338;Friesland;Holiday parks;1998;179.7;137.0;42.7;1163.6;845.3;318.3
339;Friesland;Holiday parks;1999;211.5;155.6;55.9;1227.2;901.7;325.5
340;Friesland;Holiday parks;2000;212.5;160.9;51.5;1176.4;875.3;301.0
341;Friesland;Holiday parks;2001;236.4;158.0;78.4;1182.5;808.4;374.1
342;Friesland;Holiday parks;2002;216.7;163.8;52.8;1349.4;985.4;364.0
343;Friesland;Holiday parks;2003;239.2;177.2;62.0;1526.8;1118.5;408.3
344;Friesland;Holiday parks;2004;220.7;169.4;51.2;1375.5;1016.2;359.3
345;Friesland;Holiday parks;2005;166.2;114.3;51.9;980.4;646.8;333.6
346;Friesland;Holiday parks;2006;204.7;157.5;47.2;1196.3;908.4;287.9
347;Friesland;Holiday parks;2007;243.9;196.5;47.3;1324.6;1033.3;291.4
348;Friesland;Holiday parks;2008;238.6;192.2;46.4;1352.6;1046.1;306.5
349;Friesland;Holiday parks;2009;284.3;223.8;60.5;1527.1;1157.3;369.8
350;Friesland;Holiday parks;2010;274.0;223.1;50.9;1395.7;1099.6;296.1
351;Friesland;Group accommodation;1998;166.4;135.5;31.0;819.7;531.5;288.2
352;Friesland;Group accommodation;1999;171.7;141.4;30.3;760.4;483.1;277.3
353;Friesland;Group accommodation;2000;160.9;135.8;25.1;688.3;465.6;222.7
354;Friesland;Group accommodation;2001;165.3;128.1;37.2;714.7;450.8;263.9
355;Friesland;Group accommodation;2002;191.6;150.2;41.5;811.0;463.0;348.1
356;Friesland;Group accommodation;2003;190.2;154.6;35.6;788.2;529.8;258.4
357;Friesland;Group accommodation;2004;204.3;166.7;37.6;742.0;478.8;263.2
358;Friesland;Group accommodation;2005;187.7;147.5;40.2;748.5;475.1;273.3
359;Friesland;Group accommodation;2006;171.4;136.4;35.0;664.2;433.5;230.7
360;Friesland;Group accommodation;2007;173.8;138.9;34.9;644.1;397.8;246.2
361;Friesland;Group accommodation;2008;160.9;118.9;42.0;574.8;364.2;210.6
362;Friesland;Group accommodation;2009;214.1;166.9;47.1;703.9;474.4;229.5
363;Friesland;Group accommodation;2010;194.1;159.1;35.0;709.0;474.5;234.5
364;Drenthe;All leisure accommodation;1998;792.4;721.4;71.0;4498.6;4126.8;371.8
365;Drenthe;All leisure accommodation;1999;885.8;807.7;78.1;4785.0;4417.1;367.9
366;Drenthe;All leisure accommodation;2000;987.0;877.4;109.5;4892.4;4378.4;514.0
367;Drenthe;All leisure accommodation;2001;993.2;896.5;96.6;4818.3;4374.0;444.3
368;Drenthe;All leisure accommodation;2002;964.4;880.4;84.0;5017.5;4629.9;387.6
369;Drenthe;All leisure accommodation;2003;945.2;873.4;71.8;4567.5;4265.1;302.4
370;Drenthe;All leisure accommodation;2004;898.5;801.9;96.6;4353.6;3932.3;421.3
371;Drenthe;All leisure accommodation;2005;824.5;766.8;57.7;4115.8;3852.9;262.9
372;Drenthe;All leisure accommodation;2006;989.0;899.1;89.8;4839.0;4450.3;388.6
373;Drenthe;All leisure accommodation;2007;1010.6;935.8;74.8;4895.4;4533.2;362.2
374;Drenthe;All leisure accommodation;2008;1029.4;959.8;69.6;4812.0;4499.6;312.4
375;Drenthe;All leisure accommodation;2009;1087.6;998.9;88.7;5056.9;4648.9;408.0
376;Drenthe;All leisure accommodation;2010;1082.6;996.1;86.5;5107.6;4694.9;412.6
377;Drenthe;Camp sites;1998;242.3;236.0;6.2;1789.7;1766.1;23.5
378;Drenthe;Camp sites;1999;264.8;264.8;;1739.8;1739.8;
379;Drenthe;Camp sites;2000;265.8;255.4;10.4;1646.0;1607.2;38.8
380;Drenthe;Camp sites;2001;243.7;237.5;6.2;1552.0;1525.5;26.6
381;Drenthe;Camp sites;2002;245.4;244.5;;1721.1;1715.2;
382;Drenthe;Camp sites;2003;288.6;281.0;7.6;1729.2;1693.2;36.1
383;Drenthe;Camp sites;2004;261.2;244.6;16.6;1706.2;1635.9;70.2
384;Drenthe;Camp sites;2005;223.4;220.2;3.2;1546.2;1534.0;12.2
385;Drenthe;Camp sites;2006;256.7;250.4;6.3;1724.1;1691.6;32.5
386;Drenthe;Camp sites;2007;228.3;;;1549.6;;
387;Drenthe;Camp sites;2008;245.0;242.8;2.2;1471.2;1458.5;12.6
388;Drenthe;Camp sites;2009;262.6;259.7;2.9;1487.2;1470.0;17.2
389;Drenthe;Camp sites;2010;241.0;234.7;6.2;1479.1;1445.9;33.2
390;Drenthe;Holiday parks;1998;440.3;377.7;62.6;2406.4;2080.2;326.1
391;Drenthe;Holiday parks;1999;511.8;435.9;75.9;2752.2;2407.1;345.1
392;Drenthe;Holiday parks;2000;604.0;507.0;97.1;2927.1;2462.6;464.5
393;Drenthe;Holiday parks;2001;630.4;540.9;89.5;2983.7;2579.7;404.0
394;Drenthe;Holiday parks;2002;592.8;514.1;78.7;2875.8;2514.4;361.4
395;Drenthe;Holiday parks;2003;524.0;462.7;61.3;2513.1;2260.9;252.2
396;Drenthe;Holiday parks;2004;520.1;442.3;77.9;2337.6;2001.8;335.7
397;Drenthe;Holiday parks;2005;473.9;423.0;51.0;2270.1;2036.1;233.9
398;Drenthe;Holiday parks;2006;587.1;512.3;74.8;2701.3;2390.2;311.1
399;Drenthe;Holiday parks;2007;650.1;582.0;68.1;3007.2;2687.6;319.5
400;Drenthe;Holiday parks;2008;647.3;584.5;62.8;3016.5;2736.4;280.1
401;Drenthe;Holiday parks;2009;700.3;622.1;78.2;3256.6;2892.9;363.6
402;Drenthe;Holiday parks;2010;719.2;642.4;76.8;3295.7;2939.7;355.9
403;Drenthe;Group accommodation;1998;109.9;107.7;2.2;302.6;280.4;22.2
404;Drenthe;Group accommodation;1999;109.2;105.3;3.9;293.0;262.0;30.9
405;Drenthe;Group accommodation;2000;117.2;115.1;2.1;319.3;308.6;10.6
406;Drenthe;Group accommodation;2001;119.0;118.1;;282.6;268.9;
407;Drenthe;Group accommodation;2002;126.2;121.8;4.4;420.5;400.3;20.3
408;Drenthe;Group accommodation;2003;132.6;129.7;2.9;325.1;311.1;14.1
409;Drenthe;Group accommodation;2004;117.2;115.1;2.1;309.9;294.6;15.3
410;Drenthe;Group accommodation;2005;127.2;123.7;3.5;299.6;282.8;16.8
411;Drenthe;Group accommodation;2006;145.2;136.5;8.7;413.6;368.5;45.0
412;Drenthe;Group accommodation;2007;132.1;;;338.6;;
413;Drenthe;Group accommodation;2008;137.1;132.4;4.6;324.4;304.7;19.6
414;Drenthe;Group accommodation;2009;124.6;117.2;7.5;313.2;285.9;27.2
415;Drenthe;Group accommodation;2010;122.4;119.0;3.4;332.7;309.3;23.5
416;Overijssel;All leisure accommodation;1998;791.3;725.2;66.1;3685.0;3341.6;343.4
417;Overijssel;All leisure accommodation;1999;756.0;700.2;55.8;3804.2;3522.7;281.5
418;Overijssel;All leisure accommodation;2000;842.0;780.7;61.3;3982.6;3685.2;297.4
419;Overijssel;All leisure accommodation;2001;789.6;727.0;62.5;3739.8;3458.1;281.7
420;Overijssel;All leisure accommodation;2002;850.9;794.5;56.4;3915.4;3670.3;245.1
421;Overijssel;All leisure accommodation;2003;881.9;835.7;46.1;4043.1;3836.0;207.1
422;Overijssel;All leisure accommodation;2004;907.2;835.5;71.7;4264.2;3974.8;289.4
423;Overijssel;All leisure accommodation;2005;952.4;881.0;71.4;4135.1;3887.3;247.8
424;Overijssel;All leisure accommodation;2006;899.9;799.6;100.2;3919.2;3651.1;268.1
425;Overijssel;All leisure accommodation;2007;857.2;769.8;87.4;3869.3;3596.8;272.5
426;Overijssel;All leisure accommodation;2008;889.0;791.9;97.1;4126.8;3777.7;349.1
427;Overijssel;All leisure accommodation;2009;891.1;837.8;53.4;4447.0;4190.3;256.8
428;Overijssel;All leisure accommodation;2010;844.8;769.9;74.9;4059.1;3705.0;354.1
429;Overijssel;Camp sites;1998;233.0;223.8;9.2;1522.9;1496.1;26.8
430;Overijssel;Camp sites;1999;240.7;226.9;13.8;1662.9;1612.2;50.6
431;Overijssel;Camp sites;2000;261.0;242.5;18.5;1703.1;1632.8;70.3
432;Overijssel;Camp sites;2001;237.4;218.9;18.5;1595.8;1529.4;66.4
433;Overijssel;Camp sites;2002;257.5;244.5;13.0;1770.7;1724.4;46.3
434;Overijssel;Camp sites;2003;320.1;306.4;13.6;1907.6;1870.9;36.7
435;Overijssel;Camp sites;2004;318.2;297.8;20.3;2161.7;2083.3;78.4
436;Overijssel;Camp sites;2005;393.8;373.7;20.1;2130.0;2074.9;55.1
437;Overijssel;Camp sites;2006;366.5;347.2;19.4;2095.3;2036.7;58.5
438;Overijssel;Camp sites;2007;280.4;;;1757.5;;
439;Overijssel;Camp sites;2008;284.3;270.9;13.4;1792.0;1756.4;35.7
440;Overijssel;Camp sites;2009;301.7;291.6;10.1;1987.9;1945.7;42.2
441;Overijssel;Camp sites;2010;286.7;271.9;14.8;1799.8;1745.1;54.7
442;Overijssel;Holiday parks;1998;453.6;408.2;45.4;1830.9;1575.9;255.0
443;Overijssel;Holiday parks;1999;413.6;384.9;28.7;1824.4;1665.0;159.5
444;Overijssel;Holiday parks;2000;477.8;439.2;38.6;1978.4;1776.6;201.8
445;Overijssel;Holiday parks;2001;456.7;421.2;35.5;1834.7;1659.0;175.6
446;Overijssel;Holiday parks;2002;453.0;422.0;31.1;1749.9;1607.4;142.5
447;Overijssel;Holiday parks;2003;431.8;401.9;29.9;1787.0;1632.9;154.1
448;Overijssel;Holiday parks;2004;412.8;374.8;38.0;1640.1;1500.6;139.5
449;Overijssel;Holiday parks;2005;428.3;389.6;38.7;1625.3;1476.5;148.9
450;Overijssel;Holiday parks;2006;378.4;317.3;61.1;1407.5;1265.0;142.5
451;Overijssel;Holiday parks;2007;425.6;363.1;62.5;1683.4;1518.1;165.3
452;Overijssel;Holiday parks;2008;459.2;387.9;71.3;1897.6;1651.0;246.5
453;Overijssel;Holiday parks;2009;449.0;415.7;33.4;2047.5;1892.7;154.8
454;Overijssel;Holiday parks;2010;409.5;360.8;48.7;1836.8;1609.8;227.0
455;Overijssel;Group accommodation;1998;104.7;93.3;11.4;331.2;269.5;61.7
456;Overijssel;Group accommodation;1999;101.8;88.4;13.4;317.0;245.5;71.4
457;Overijssel;Group accommodation;2000;103.2;99.0;4.2;301.1;275.7;25.3
458;Overijssel;Group accommodation;2001;95.4;86.9;8.5;309.4;269.7;39.6
459;Overijssel;Group accommodation;2002;140.3;128.0;12.4;394.8;338.5;56.3
460;Overijssel;Group accommodation;2003;130.0;127.4;2.6;348.5;332.2;16.3
461;Overijssel;Group accommodation;2004;176.3;162.9;13.4;462.5;391.0;71.5
462;Overijssel;Group accommodation;2005;130.3;117.7;12.6;379.7;336.0;43.8
463;Overijssel;Group accommodation;2006;154.9;135.2;19.8;416.5;349.4;67.1
464;Overijssel;Group accommodation;2007;151.1;;;428.4;;
465;Overijssel;Group accommodation;2008;145.5;133.1;12.4;437.2;370.3;66.9
466;Overijssel;Group accommodation;2009;140.4;130.5;9.9;411.6;351.9;59.7
467;Overijssel;Group accommodation;2010;148.6;137.2;11.5;422.5;350.1;72.3
468;Flevoland;All leisure accommodation;1998;301.4;214.7;86.7;1480.1;1036.6;443.5
469;Flevoland;All leisure accommodation;1999;355.0;239.9;115.0;1667.2;1135.6;531.6
470;Flevoland;All leisure accommodation;2000;304.7;229.6;75.1;1490.0;1134.7;355.3
471;Flevoland;All leisure accommodation;2001;96.1;75.4;20.7;559.8;456.1;103.7
472;Flevoland;All leisure accommodation;2002;255.0;187.8;67.2;1325.9;993.1;332.8
473;Flevoland;All leisure accommodation;2003;356.9;265.8;91.2;1573.2;1154.4;418.9
474;Flevoland;All leisure accommodation;2004;328.2;255.3;72.9;1376.0;1039.4;336.6
475;Flevoland;All leisure accommodation;2005;329.3;258.4;70.9;1485.2;1141.4;343.8
476;Flevoland;All leisure accommodation;2006;365.0;289.5;75.5;1571.2;1209.7;361.4
477;Flevoland;All leisure accommodation;2007;359.2;271.5;87.7;1524.1;1106.0;418.1
478;Flevoland;All leisure accommodation;2008;339.5;261.6;77.9;1490.3;1133.0;357.3
479;Flevoland;All leisure accommodation;2009;342.5;272.0;70.5;1539.6;1194.6;345.0
480;Flevoland;All leisure accommodation;2010;333.0;258.3;74.7;1429.3;1073.6;355.7
481;Flevoland;Camp sites;1998;76.2;51.4;24.8;407.1;280.5;126.6
482;Flevoland;Camp sites;1999;59.6;41.1;18.5;288.9;214.5;74.4
483;Flevoland;Camp sites;2000;81.9;62.8;19.2;445.7;364.0;81.7
484;Flevoland;Camp sites;2001;59.1;47.1;12.0;292.2;244.6;47.6
485;Flevoland;Camp sites;2002;68.5;49.5;19.0;413.2;322.2;91.0
486;Flevoland;Camp sites;2003;79.5;48.6;30.9;424.4;278.0;146.4
487;Flevoland;Camp sites;2004;63.5;45.4;18.1;312.9;229.0;83.9
488;Flevoland;Camp sites;2005;77.3;59.8;17.5;441.5;359.3;82.2
489;Flevoland;Camp sites;2006;87.6;79.8;7.8;453.8;416.5;37.3
490;Flevoland;Camp sites;2007;66.6;;;331.6;;
491;Flevoland;Camp sites;2008;81.4;61.1;20.3;434.3;355.8;78.5
492;Flevoland;Camp sites;2009;80.1;67.3;12.8;457.3;393.1;64.2
493;Flevoland;Camp sites;2010;93.3;78.0;15.3;443.9;376.0;68.0
494;Flevoland;Holiday parks;1998;213.1;151.6;61.5;1043.1;728.5;314.6
495;Flevoland;Holiday parks;1999;282.8;188.8;94.0;1347.0;896.0;451.1
496;Flevoland;Holiday parks;2000;210.6;155.4;55.2;1009.5;739.5;270.0
497;Flevoland;Holiday parks;2001;31.0;22.3;8.8;255.3;198.6;56.8
498;Flevoland;Holiday parks;2002;185.9;137.8;48.1;911.3;669.6;241.7
499;Flevoland;Holiday parks;2003;271.4;211.3;60.1;1140.7;868.7;272.1
500;Flevoland;Holiday parks;2004;243.8;189.7;54.1;1015.1;765.9;249.2
501;Flevoland;Holiday parks;2005;232.4;179.8;52.6;987.3;733.0;254.2
502;Flevoland;Holiday parks;2006;255.6;189.9;65.7;1062.5;746.6;315.9
503;Flevoland;Holiday parks;2007;267.1;192.9;74.3;1118.2;754.1;364.1
504;Flevoland;Holiday parks;2008;235.2;179.0;56.2;991.9;719.7;272.2
505;Flevoland;Holiday parks;2009;239.9;183.1;56.8;1019.8;744.6;275.2
506;Flevoland;Holiday parks;2010;213.9;155.4;58.6;909.8;627.7;282.1
507;Flevoland;Group accommodation;1998;12.1;11.7;;29.9;27.6;
508;Flevoland;Group accommodation;1999;12.6;10.1;2.5;31.3;25.1;6.2
509;Flevoland;Group accommodation;2000;12.2;11.5;;34.7;31.1;
510;Flevoland;Group accommodation;2001;5.9;5.9;;12.3;12.3;
511;Flevoland;Group accommodation;2002;;;;;;
512;Flevoland;Group accommodation;2003;6.0;5.8;;8.0;7.7;
513;Flevoland;Group accommodation;2004;20.9;20.2;;48.0;44.5;
514;Flevoland;Group accommodation;2005;19.6;18.8;;56.5;49.1;
515;Flevoland;Group accommodation;2006;21.8;19.7;2.0;54.9;46.7;8.2
516;Flevoland;Group accommodation;2007;25.4;;;74.3;;
517;Flevoland;Group accommodation;2008;22.9;21.6;1.4;64.2;57.5;6.6
518;Flevoland;Group accommodation;2009;22.5;21.6;0.9;62.6;57.0;5.7
519;Flevoland;Group accommodation;2010;25.7;;;75.6;;
520;Gelderland;All leisure accommodation;1998;1414.2;1333.1;81.2;7505.6;7132.3;373.3
521;Gelderland;All leisure accommodation;1999;1536.1;1425.4;110.8;7903.0;7367.3;535.7
522;Gelderland;All leisure accommodation;2000;1492.1;1406.9;85.2;7568.7;7197.9;370.8
523;Gelderland;All leisure accommodation;2001;1425.6;1337.1;88.5;7367.7;6967.9;399.8
524;Gelderland;All leisure accommodation;2002;1425.3;1319.9;105.4;7422.7;6920.8;501.9
525;Gelderland;All leisure accommodation;2003;1639.7;1508.5;131.3;7923.0;7378.8;544.2
526;Gelderland;All leisure accommodation;2004;1369.7;1278.3;91.4;6772.6;6359.9;412.8
527;Gelderland;All leisure accommodation;2005;1395.9;1282.2;113.7;7342.9;6787.1;555.8
528;Gelderland;All leisure accommodation;2006;1417.1;1304.7;112.4;7003.9;6478.1;525.8
529;Gelderland;All leisure accommodation;2007;1551.6;1421.1;130.4;7447.7;6870.5;577.3
530;Gelderland;All leisure accommodation;2008;1416.4;1305.6;110.8;7032.2;6535.6;496.6
531;Gelderland;All leisure accommodation;2009;1409.2;1318.5;90.6;7063.3;6665.8;397.5
532;Gelderland;All leisure accommodation;2010;1445.2;1344.9;100.4;6903.6;6423.2;480.4
533;Gelderland;Camp sites;1998;524.6;479.8;44.8;3235.4;3072.7;162.7
534;Gelderland;Camp sites;1999;574.7;516.8;57.9;3263.5;3051.3;212.3
535;Gelderland;Camp sites;2000;514.8;469.5;45.3;3016.7;2865.3;151.4
536;Gelderland;Camp sites;2001;468.2;429.5;38.7;2855.7;2729.7;125.9
537;Gelderland;Camp sites;2002;534.8;474.7;60.1;3101.6;2889.0;212.5
538;Gelderland;Camp sites;2003;727.4;640.2;87.2;3867.1;3556.4;310.7
539;Gelderland;Camp sites;2004;534.4;494.0;40.4;3058.9;2907.9;150.9
540;Gelderland;Camp sites;2005;493.5;435.3;58.2;3278.0;3017.4;260.6
541;Gelderland;Camp sites;2006;469.9;420.4;49.5;2786.3;2574.1;212.2
542;Gelderland;Camp sites;2007;537.6;483.4;54.2;2936.9;2733.6;203.3
543;Gelderland;Camp sites;2008;413.6;374.1;39.5;2552.1;2394.9;157.2
544;Gelderland;Camp sites;2009;477.0;439.2;37.9;2965.9;2829.0;136.9
545;Gelderland;Camp sites;2010;498.0;454.1;43.9;2828.7;2629.8;198.9
546;Gelderland;Holiday parks;1998;680.2;650.0;30.2;3646.7;3469.7;177.0
547;Gelderland;Holiday parks;1999;754.9;710.1;44.8;4049.9;3788.7;261.2
548;Gelderland;Holiday parks;2000;775.9;740.7;35.2;4018.7;3824.3;194.4
549;Gelderland;Holiday parks;2001;764.3;719.4;44.9;3967.1;3725.3;241.7
550;Gelderland;Holiday parks;2002;678.4;640.2;38.1;3695.2;3436.1;259.1
551;Gelderland;Holiday parks;2003;667.2;629.8;37.4;3342.1;3139.8;202.3
552;Gelderland;Holiday parks;2004;638.4;592.5;45.9;3162.4;2915.6;246.8
553;Gelderland;Holiday parks;2005;694.1;642.4;51.7;3465.3;3193.7;271.5
554;Gelderland;Holiday parks;2006;732.7;681.0;51.7;3632.7;3356.5;276.2
555;Gelderland;Holiday parks;2007;814.4;742.9;71.5;3984.3;3628.2;356.1
556;Gelderland;Holiday parks;2008;768.2;703.5;64.7;3854.9;3531.4;323.6
557;Gelderland;Holiday parks;2009;734.0;682.3;51.7;3580.9;3322.4;258.6
558;Gelderland;Holiday parks;2010;729.5;676.5;53.0;3482.4;3217.8;264.5
559;Gelderland;Group accommodation;1998;209.5;203.4;6.1;623.6;589.9;33.7
560;Gelderland;Group accommodation;1999;206.5;198.5;8.0;589.6;527.4;62.2
561;Gelderland;Group accommodation;2000;201.4;196.7;4.7;533.3;508.3;25.0
562;Gelderland;Group accommodation;2001;193.1;188.2;5.0;544.9;512.9;32.1
563;Gelderland;Group accommodation;2002;212.1;204.9;7.2;626.0;595.7;30.3
564;Gelderland;Group accommodation;2003;245.1;238.4;6.7;713.8;682.6;31.2
565;Gelderland;Group accommodation;2004;196.9;191.8;5.1;551.4;536.3;15.0
566;Gelderland;Group accommodation;2005;208.2;204.5;3.8;599.7;576.0;23.6
567;Gelderland;Group accommodation;2006;214.5;203.3;11.2;584.9;547.4;37.5
568;Gelderland;Group accommodation;2007;199.5;194.8;4.7;526.5;508.6;17.9
569;Gelderland;Group accommodation;2008;234.7;228.0;6.6;625.2;609.4;15.9
570;Gelderland;Group accommodation;2009;198.2;197.1;1.1;516.4;514.5;2.0
571;Gelderland;Group accommodation;2010;217.8;214.3;3.5;592.6;575.6;17.0
572;Utrecht;All leisure accommodation;1998;179.9;160.7;19.3;950.5;873.2;77.2
573;Utrecht;All leisure accommodation;1999;200.1;179.7;20.4;1041.7;881.7;159.9
574;Utrecht;All leisure accommodation;2000;157.2;139.0;18.2;815.4;696.9;118.5
575;Utrecht;All leisure accommodation;2001;155.2;137.3;17.9;867.0;757.4;109.7
576;Utrecht;All leisure accommodation;2002;187.8;168.6;19.2;1041.9;941.0;100.9
577;Utrecht;All leisure accommodation;2003;152.5;146.0;6.5;760.3;696.9;63.4
578;Utrecht;All leisure accommodation;2004;171.5;160.2;11.3;820.5;767.2;53.3
579;Utrecht;All leisure accommodation;2005;198.7;188.8;9.9;1091.9;1025.2;66.6
580;Utrecht;All leisure accommodation;2006;208.2;189.9;18.4;1034.6;958.4;76.1
581;Utrecht;All leisure accommodation;2007;192.1;183.3;8.7;1014.2;960.4;53.9
582;Utrecht;All leisure accommodation;2008;235.0;223.3;11.8;1025.6;954.7;71.0
583;Utrecht;All leisure accommodation;2009;224.3;209.7;14.6;1062.6;985.1;77.4
584;Utrecht;All leisure accommodation;2010;224.2;211.8;12.4;833.6;771.4;62.3
585;Utrecht;Camp sites;1998;68.9;53.3;15.6;379.2;338.8;40.4
586;Utrecht;Camp sites;1999;93.1;82.9;10.2;455.2;424.1;31.0
587;Utrecht;Camp sites;2000;64.5;55.5;9.0;345.0;317.2;27.9
588;Utrecht;Camp sites;2001;77.5;67.3;10.1;426.3;390.4;35.9
589;Utrecht;Camp sites;2002;92.3;78.3;14.0;475.7;429.3;46.3
590;Utrecht;Camp sites;2003;61.7;60.1;1.6;309.2;300.1;9.1
591;Utrecht;Camp sites;2004;66.4;63.3;3.1;386.8;378.7;8.1
592;Utrecht;Camp sites;2005;79.5;74.2;5.3;624.5;601.4;23.1
593;Utrecht;Camp sites;2006;92.1;;;592.3;;
594;Utrecht;Camp sites;2007;76.9;;;425.2;;
595;Utrecht;Camp sites;2008;111.1;107.7;3.5;502.2;487.1;15.2
596;Utrecht;Camp sites;2009;107.9;99.8;8.1;517.4;483.4;34.0
597;Utrecht;Camp sites;2010;87.5;81.4;6.1;362.0;340.3;21.7
598;Utrecht;Holiday parks;1998;42.1;39.0;3.1;331.8;298.7;33.1
599;Utrecht;Holiday parks;1999;43.2;32.6;10.6;437.1;305.9;131.3
600;Utrecht;Holiday parks;2000;34.0;25.3;8.6;323.3;237.4;85.9
601;Utrecht;Holiday parks;2001;33.9;27.3;6.6;314.8;248.2;66.6
602;Utrecht;Holiday parks;2002;38.6;33.6;5.0;349.1;294.2;54.9
603;Utrecht;Holiday parks;2003;30.3;26.7;3.6;306.0;257.8;48.2
604;Utrecht;Holiday parks;2004;53.1;45.9;7.2;294.3;254.5;39.8
605;Utrecht;Holiday parks;2005;39.3;35.1;4.2;295.1;254.6;40.5
606;Utrecht;Holiday parks;2006;54.1;42.1;12.0;293.3;242.2;51.1
607;Utrecht;Holiday parks;2007;52.4;45.7;6.7;367.2;322.8;44.4
608;Utrecht;Holiday parks;2008;58.5;;;386.6;;
609;Utrecht;Holiday parks;2009;54.3;;;344.3;;
610;Utrecht;Holiday parks;2010;47.4;40.3;7.1;330.8;285.6;45.3
611;Utrecht;Group accommodation;1998;68.9;68.3;;239.5;235.8;
612;Utrecht;Group accommodation;1999;63.8;63.8;;149.4;149.4;
613;Utrecht;Group accommodation;2000;58.7;58.2;;147.0;142.3;
614;Utrecht;Group accommodation;2001;43.8;42.6;1.2;125.9;118.8;7.2
615;Utrecht;Group accommodation;2002;56.9;56.9;;217.1;217.1;
616;Utrecht;Group accommodation;2003;60.4;59.2;1.3;145.1;139.0;6.1
617;Utrecht;Group accommodation;2004;52.0;51.0;;139.4;134.0;
618;Utrecht;Group accommodation;2005;79.9;79.4;;172.3;169.2;
619;Utrecht;Group accommodation;2006;62.1;;;149.0;;
620;Utrecht;Group accommodation;2007;62.8;;;221.7;;
621;Utrecht;Group accommodation;2008;65.4;;;136.8;;
622;Utrecht;Group accommodation;2009;62.1;;;201.0;;
623;Utrecht;Group accommodation;2010;89.3;;;140.8;;
624;Noord-Holland;All leisure accommodation;1998;939.2;578.5;360.7;5354.5;3227.5;2127.0
625;Noord-Holland;All leisure accommodation;1999;1296.6;736.3;560.3;6921.4;3864.2;3057.1
626;Noord-Holland;All leisure accommodation;2000;1191.4;662.5;528.9;5830.1;3419.1;2411.0
627;Noord-Holland;All leisure accommodation;2001;1129.7;647.3;482.3;5755.1;3465.5;2289.6
628;Noord-Holland;All leisure accommodation;2002;1161.0;670.8;490.2;5968.0;3521.7;2446.4
629;Noord-Holland;All leisure accommodation;2003;1188.8;643.8;545.0;6117.1;3452.2;2664.9
630;Noord-Holland;All leisure accommodation;2004;1096.6;637.6;459.1;6005.9;3521.8;2484.1
631;Noord-Holland;All leisure accommodation;2005;1024.7;628.9;395.8;5809.2;3639.6;2169.6
632;Noord-Holland;All leisure accommodation;2006;1185.3;753.2;432.1;6354.9;4056.6;2298.3
633;Noord-Holland;All leisure accommodation;2007;1242.9;737.9;505.0;6336.7;3886.1;2450.6
