ID;Bestedingspatroon;Reisduur;SoortCijfers;Perioden;TotaalInterneToeristischeBestedingen_1;TotaalBestedingenDoorNietIngezetenen_2;ZakelijkMotief_3;RecreatiefMotief_4;TotaalBestedingenDoorIngezetenen_5;TotaalBestemmingNederland_6;ZakelijkMotief_7;RecreatiefMotief_8;TotaalBestemmingBuitenland_9;ZakelijkMotief_10;RecreatiefMotief_11;DuurzameRecreatiegoederen_12;SocialeOverdrachten_13
577;Bestedingen totaal overige diensten;Meerdaags;Prijsniveau 2005;2006;;253;6;247;74;74;0;74;0;0;0;;
578;Bestedingen totaal overige diensten;Meerdaags;Prijsniveau 2005;2007;;262;6;256;72;72;0;72;0;0;0;;
579;Bestedingen totaal overige diensten;Meerdaags;Prijsniveau 2005;2008;;260;6;254;68;68;0;68;0;0;0;;
580;Bestedingen totaal overige diensten;Meerdaags;Prijsniveau 2005;2009;;255;6;249;67;67;0;67;0;0;0;;
581;Bestedingen totaal overige diensten;Meerdaags;Prijsniveau 2005;2010;;254;6;248;67;67;0;67;0;0;0;;
582;Bestedingen totaal overige diensten;Meerdaags;Prijsniveau 2005;2011;;254;6;248;67;67;0;67;0;0;0;;
583;Bestedingen totaal overige diensten;Meerdaags;Lopende prijzen;2001;;212;6;206;63;63;0;63;0;0;0;;
584;Bestedingen totaal overige diensten;Meerdaags;Lopende prijzen;2002;;226;6;220;66;66;0;66;0;0;0;;
585;Bestedingen totaal overige diensten;Meerdaags;Lopende prijzen;2003;;225;6;219;70;70;0;70;0;0;0;;
586;Bestedingen totaal overige diensten;Meerdaags;Lopende prijzen;2004;;233;6;227;75;75;0;75;0;0;0;;
587;Bestedingen totaal overige diensten;Meerdaags;Lopende prijzen;2005;;236;6;230;72;72;0;72;0;0;0;;
588;Bestedingen totaal overige diensten;Meerdaags;Lopende prijzen;2006;;255;6;249;75;75;0;75;0;0;0;;
589;Bestedingen totaal overige diensten;Meerdaags;Lopende prijzen;2007;;271;6;265;75;75;0;75;0;0;0;;
590;Bestedingen totaal overige diensten;Meerdaags;Lopende prijzen;2008;;277;6;271;73;73;0;73;0;0;0;;
591;Bestedingen totaal overige diensten;Meerdaags;Lopende prijzen;2009;;280;6;274;74;74;0;74;0;0;0;;
592;Bestedingen totaal overige diensten;Meerdaags;Lopende prijzen;2010;;285;6;279;75;75;0;75;0;0;0;;
593;Bestedingen totaal overige diensten;Meerdaags;Lopende prijzen;2011;;289;6;283;75;75;0;75;0;0;0;;
594;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2001;2213.0;177;6;171;1017;1017;16;1002;0;0;0;0.0;1016.0
595;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2002;2264.0;182;6;176;1049;1049;17;1033;0;0;0;0.0;1031.0
596;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2003;2221.0;175;6;169;1062;1062;16;1047;0;0;0;0.0;983.0
597;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2004;2214.0;174;6;168;1057;1057;16;1042;0;0;0;0.0;982.0
598;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2005;2212.0;174;6;168;1075;1075;17;1058;0;0;0;0.0;963.0
599;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2006;2302.0;184;6;178;1116;1116;18;1098;0;0;0;0.0;1002.0
600;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2007;2355.0;192;6;186;1155;1155;18;1137;0;0;0;0.0;1009.0
601;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2008;2336.0;191;6;185;1145;1145;18;1127;0;0;0;0.0;1000.0
602;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2009;2276.0;186;6;180;1116;1116;17;1099;0;0;0;0.0;974.0
603;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2010;2269.0;185;6;179;1112;1112;18;1095;0;0;0;0.0;971.0
604;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Prijsniveau 2005;2011;2264.0;185;6;179;1109;1109;18;1092;0;0;0;0.0;968.0
605;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Lopende prijzen;2001;1916.0;156;6;150;866;866;15;851;0;0;0;0.0;894.0
606;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Lopende prijzen;2002;2028.0;166;6;160;920;920;16;904;0;0;0;0.0;942.0
607;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Lopende prijzen;2003;2091.0;166;6;160;989;989;16;973;0;0;0;0.0;936.0
608;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Lopende prijzen;2004;2155.0;171;6;165;1027;1027;16;1011;0;0;0;0.0;957.0
609;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Lopende prijzen;2005;2212.0;174;6;168;1075;1075;17;1058;0;0;0;0.0;963.0
610;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Lopende prijzen;2006;2349.0;188;6;182;1137;1137;18;1119;0;0;0;0.0;1024.0
611;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Lopende prijzen;2007;2468.0;201;6;195;1210;1210;19;1191;0;0;0;0.0;1057.0
612;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Lopende prijzen;2008;2543.0;207;6;201;1247;1247;20;1227;0;0;0;0.0;1089.0
613;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Lopende prijzen;2009;2573.0;209;6;203;1262;1262;20;1242;0;0;0;0.0;1102.0
614;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Lopende prijzen;2010;2612.0;212;6;206;1281;1281;21;1260;0;0;0;0.0;1119.0
615;Bestedingen culturele diensten;Totaal eendaags en meerdaags;Lopende prijzen;2011;2645.0;215;6;209;1297;1297;21;1276;0;0;0;0.0;1133.0
616;Bestedingen culturele diensten;Eendaags;Prijsniveau 2005;2001;;13;0;13;953;953;16;937;0;0;0;;
617;Bestedingen culturele diensten;Eendaags;Prijsniveau 2005;2002;;13;0;13;983;983;17;966;0;0;0;;
618;Bestedingen culturele diensten;Eendaags;Prijsniveau 2005;2003;;13;0;13;998;998;16;982;0;0;0;;
619;Bestedingen culturele diensten;Eendaags;Prijsniveau 2005;2004;;12;0;12;993;993;16;977;0;0;0;;
620;Bestedingen culturele diensten;Eendaags;Prijsniveau 2005;2005;;12;0;12;1015;1015;17;998;0;0;0;;
621;Bestedingen culturele diensten;Eendaags;Prijsniveau 2005;2006;;12;0;12;1054;1054;18;1035;0;0;0;;
622;Bestedingen culturele diensten;Eendaags;Prijsniveau 2005;2007;;13;0;13;1095;1095;18;1076;0;0;0;;
623;Bestedingen culturele diensten;Eendaags;Prijsniveau 2005;2008;;14;0;14;1089;1089;18;1070;0;0;0;;
624;Bestedingen culturele diensten;Eendaags;Prijsniveau 2005;2009;;14;0;14;1061;1061;17;1042;0;0;0;;
625;Bestedingen culturele diensten;Eendaags;Prijsniveau 2005;2010;;14;0;14;1057;1057;18;1038;0;0;0;;
626;Bestedingen culturele diensten;Eendaags;Prijsniveau 2005;2011;;14;0;14;1054;1054;18;1035;0;0;0;;
627;Bestedingen culturele diensten;Eendaags;Lopende prijzen;2001;;13;0;13;815;815;15;800;0;0;0;;
628;Bestedingen culturele diensten;Eendaags;Lopende prijzen;2002;;13;0;13;866;866;16;850;0;0;0;;
629;Bestedingen culturele diensten;Eendaags;Lopende prijzen;2003;;13;0;13;931;931;16;915;0;0;0;;
630;Bestedingen culturele diensten;Eendaags;Lopende prijzen;2004;;12;0;12;964;964;16;948;0;0;0;;
631;Bestedingen culturele diensten;Eendaags;Lopende prijzen;2005;;12;0;12;1015;1015;17;998;0;0;0;;
632;Bestedingen culturele diensten;Eendaags;Lopende prijzen;2006;;12;0;12;1074;1074;18;1056;0;0;0;;
633;Bestedingen culturele diensten;Eendaags;Lopende prijzen;2007;;13;0;13;1147;1147;19;1128;0;0;0;;
634;Bestedingen culturele diensten;Eendaags;Lopende prijzen;2008;;14;0;14;1186;1186;20;1166;0;0;0;;
635;Bestedingen culturele diensten;Eendaags;Lopende prijzen;2009;;14;0;14;1200;1200;20;1180;0;0;0;;
636;Bestedingen culturele diensten;Eendaags;Lopende prijzen;2010;;14;0;14;1218;1218;21;1197;0;0;0;;
637;Bestedingen culturele diensten;Eendaags;Lopende prijzen;2011;;14;0;14;1234;1234;21;1213;0;0;0;;
638;Bestedingen culturele diensten;Meerdaags;Prijsniveau 2005;2001;;164;6;158;67;67;0;67;0;0;0;;
639;Bestedingen culturele diensten;Meerdaags;Prijsniveau 2005;2002;;169;6;163;68;68;0;68;0;0;0;;
640;Bestedingen culturele diensten;Meerdaags;Prijsniveau 2005;2003;;162;6;156;65;65;0;65;0;0;0;;
641;Bestedingen culturele diensten;Meerdaags;Prijsniveau 2005;2004;;162;6;156;65;65;0;65;0;0;0;;
642;Bestedingen culturele diensten;Meerdaags;Prijsniveau 2005;2005;;162;6;156;60;60;0;60;0;0;0;;
643;Bestedingen culturele diensten;Meerdaags;Prijsniveau 2005;2006;;172;6;166;63;63;0;63;0;0;0;;
644;Bestedingen culturele diensten;Meerdaags;Prijsniveau 2005;2007;;179;6;173;60;60;0;60;0;0;0;;
645;Bestedingen culturele diensten;Meerdaags;Prijsniveau 2005;2008;;177;6;171;56;56;0;56;0;0;0;;
646;Bestedingen culturele diensten;Meerdaags;Prijsniveau 2005;2009;;172;6;166;55;55;0;55;0;0;0;;
647;Bestedingen culturele diensten;Meerdaags;Prijsniveau 2005;2010;;171;6;165;55;55;0;55;0;0;0;;
648;Bestedingen culturele diensten;Meerdaags;Prijsniveau 2005;2011;;171;6;165;55;55;0;55;0;0;0;;
649;Bestedingen culturele diensten;Meerdaags;Lopende prijzen;2001;;143;6;137;51;51;0;51;0;0;0;;
650;Bestedingen culturele diensten;Meerdaags;Lopende prijzen;2002;;153;6;147;54;54;0;54;0;0;0;;
651;Bestedingen culturele diensten;Meerdaags;Lopende prijzen;2003;;153;6;147;58;58;0;58;0;0;0;;
652;Bestedingen culturele diensten;Meerdaags;Lopende prijzen;2004;;159;6;153;63;63;0;63;0;0;0;;
653;Bestedingen culturele diensten;Meerdaags;Lopende prijzen;2005;;162;6;156;60;60;0;60;0;0;0;;
654;Bestedingen culturele diensten;Meerdaags;Lopende prijzen;2006;;176;6;170;63;63;0;63;0;0;0;;
655;Bestedingen culturele diensten;Meerdaags;Lopende prijzen;2007;;188;6;182;63;63;0;63;0;0;0;;
656;Bestedingen culturele diensten;Meerdaags;Lopende prijzen;2008;;193;6;187;61;61;0;61;0;0;0;;
657;Bestedingen culturele diensten;Meerdaags;Lopende prijzen;2009;;195;6;189;62;62;0;62;0;0;0;;
658;Bestedingen culturele diensten;Meerdaags;Lopende prijzen;2010;;198;6;192;63;63;0;63;0;0;0;;
659;Bestedingen culturele diensten;Meerdaags;Lopende prijzen;2011;;201;6;195;63;63;0;63;0;0;0;;
660;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Prijsniveau 2005;2001;2338.0;85;0;85;1752;1752;16;1737;0;0;0;0.0;501.0
661;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Prijsniveau 2005;2002;2366.0;87;0;87;1800;1800;16;1785;0;0;0;0.0;479.0
662;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Prijsniveau 2005;2003;2368.0;85;0;85;1822;1822;18;1804;0;0;0;0.0;461.0
663;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Prijsniveau 2005;2004;2401.0;84;0;84;1856;1856;18;1838;0;0;0;0.0;461.0
664;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Prijsniveau 2005;2005;2427.0;84;0;84;1862;1862;19;1843;0;0;0;0.0;481.0
665;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Prijsniveau 2005;2006;2543.0;90;0;90;1959;1959;20;1939;0;0;0;0.0;493.0
666;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Prijsniveau 2005;2007;2621.0;93;0;93;2022;2022;20;2002;0;0;0;0.0;506.0
667;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Prijsniveau 2005;2008;2651.0;94;0;94;2046;2046;20;2026;0;0;0;0.0;512.0
668;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Prijsniveau 2005;2009;2667.0;94;0;94;2059;2059;20;2039;0;0;0;0.0;515.0
669;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Prijsniveau 2005;2010;2660.0;94;0;94;2053;2053;21;2032;0;0;0;0.0;514.0
670;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Prijsniveau 2005;2011;2654.0;94;0;94;2048;2048;21;2027;0;0;0;0.0;513.0
671;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Lopende prijzen;2001;2150.0;80;0;80;1621;1621;16;1605;0;0;0;0.0;449.0
672;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Lopende prijzen;2002;2252.0;84;0;84;1716;1716;16;1700;0;0;0;0.0;452.0
673;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Lopende prijzen;2003;2324.0;83;0;83;1787;1787;18;1769;0;0;0;0.0;454.0
674;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Lopende prijzen;2004;2370.0;84;0;84;1840;1840;18;1822;0;0;0;0.0;446.0
675;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Lopende prijzen;2005;2427.0;84;0;84;1862;1862;19;1843;0;0;0;0.0;481.0
676;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Lopende prijzen;2006;2553.0;89;0;89;1953;1953;20;1933;0;0;0;0.0;511.0
677;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Lopende prijzen;2007;2667.0;93;0;93;2035;2035;20;2015;0;0;0;0.0;539.0
678;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Lopende prijzen;2008;2730.0;95;0;95;2083;2083;20;2063;0;0;0;0.0;552.0
679;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Lopende prijzen;2009;2766.0;96;0;96;2111;2111;20;2091;0;0;0;0.0;559.0
680;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Lopende prijzen;2010;2809.0;98;0;98;2143;2143;21;2122;0;0;0;0.0;568.0
681;Bestedingen sport en overige recreatie;Totaal eendaags en meerdaags;Lopende prijzen;2011;2843.0;99;0;99;2169;2169;21;2148;0;0;0;0.0;575.0
682;Bestedingen sport en overige recreatie;Eendaags;Prijsniveau 2005;2001;;11;0;11;1740;1740;16;1725;0;0;0;;
683;Bestedingen sport en overige recreatie;Eendaags;Prijsniveau 2005;2002;;11;0;11;1788;1788;16;1773;0;0;0;;
684;Bestedingen sport en overige recreatie;Eendaags;Prijsniveau 2005;2003;;11;0;11;1810;1810;18;1792;0;0;0;;
685;Bestedingen sport en overige recreatie;Eendaags;Prijsniveau 2005;2004;;10;0;10;1844;1844;18;1826;0;0;0;;
686;Bestedingen sport en overige recreatie;Eendaags;Prijsniveau 2005;2005;;10;0;10;1850;1850;19;1831;0;0;0;;
687;Bestedingen sport en overige recreatie;Eendaags;Prijsniveau 2005;2006;;10;0;10;1947;1947;20;1927;0;0;0;;
688;Bestedingen sport en overige recreatie;Eendaags;Prijsniveau 2005;2007;;10;0;10;2010;2010;20;1990;0;0;0;;
689;Bestedingen sport en overige recreatie;Eendaags;Prijsniveau 2005;2008;;11;0;11;2034;2034;20;2014;0;0;0;;
690;Bestedingen sport en overige recreatie;Eendaags;Prijsniveau 2005;2009;;11;0;11;2047;2047;20;2027;0;0;0;;
691;Bestedingen sport en overige recreatie;Eendaags;Prijsniveau 2005;2010;;11;0;11;2041;2041;21;2020;0;0;0;;
692;Bestedingen sport en overige recreatie;Eendaags;Prijsniveau 2005;2011;;11;0;11;2036;2036;21;2015;0;0;0;;
693;Bestedingen sport en overige recreatie;Eendaags;Lopende prijzen;2001;;11;0;11;1609;1609;16;1593;0;0;0;;
694;Bestedingen sport en overige recreatie;Eendaags;Lopende prijzen;2002;;11;0;11;1704;1704;16;1688;0;0;0;;
695;Bestedingen sport en overige recreatie;Eendaags;Lopende prijzen;2003;;11;0;11;1775;1775;18;1757;0;0;0;;
696;Bestedingen sport en overige recreatie;Eendaags;Lopende prijzen;2004;;10;0;10;1828;1828;18;1810;0;0;0;;
697;Bestedingen sport en overige recreatie;Eendaags;Lopende prijzen;2005;;10;0;10;1850;1850;19;1831;0;0;0;;
698;Bestedingen sport en overige recreatie;Eendaags;Lopende prijzen;2006;;10;0;10;1941;1941;20;1921;0;0;0;;
699;Bestedingen sport en overige recreatie;Eendaags;Lopende prijzen;2007;;10;0;10;2023;2023;20;2003;0;0;0;;
700;Bestedingen sport en overige recreatie;Eendaags;Lopende prijzen;2008;;11;0;11;2071;2071;20;2051;0;0;0;;
701;Bestedingen sport en overige recreatie;Eendaags;Lopende prijzen;2009;;11;0;11;2099;2099;20;2079;0;0;0;;
702;Bestedingen sport en overige recreatie;Eendaags;Lopende prijzen;2010;;11;0;11;2131;2131;21;2110;0;0;0;;
703;Bestedingen sport en overige recreatie;Eendaags;Lopende prijzen;2011;;11;0;11;2157;2157;21;2136;0;0;0;;
704;Bestedingen sport en overige recreatie;Meerdaags;Prijsniveau 2005;2001;;74;0;74;12;12;0;12;0;0;0;;
705;Bestedingen sport en overige recreatie;Meerdaags;Prijsniveau 2005;2002;;76;0;76;12;12;0;12;0;0;0;;
706;Bestedingen sport en overige recreatie;Meerdaags;Prijsniveau 2005;2003;;74;0;74;12;12;0;12;0;0;0;;
707;Bestedingen sport en overige recreatie;Meerdaags;Prijsniveau 2005;2004;;74;0;74;12;12;0;12;0;0;0;;
708;Bestedingen sport en overige recreatie;Meerdaags;Prijsniveau 2005;2005;;74;0;74;12;12;0;12;0;0;0;;
709;Bestedingen sport en overige recreatie;Meerdaags;Prijsniveau 2005;2006;;80;0;80;12;12;0;12;0;0;0;;
710;Bestedingen sport en overige recreatie;Meerdaags;Prijsniveau 2005;2007;;83;0;83;12;12;0;12;0;0;0;;
711;Bestedingen sport en overige recreatie;Meerdaags;Prijsniveau 2005;2008;;83;0;83;12;12;0;12;0;0;0;;
712;Bestedingen sport en overige recreatie;Meerdaags;Prijsniveau 2005;2009;;83;0;83;12;12;0;12;0;0;0;;
713;Bestedingen sport en overige recreatie;Meerdaags;Prijsniveau 2005;2010;;83;0;83;12;12;0;12;0;0;0;;
714;Bestedingen sport en overige recreatie;Meerdaags;Prijsniveau 2005;2011;;83;0;83;12;12;0;12;0;0;0;;
715;Bestedingen sport en overige recreatie;Meerdaags;Lopende prijzen;2001;;69;0;69;12;12;0;12;0;0;0;;
716;Bestedingen sport en overige recreatie;Meerdaags;Lopende prijzen;2002;;73;0;73;12;12;0;12;0;0;0;;
717;Bestedingen sport en overige recreatie;Meerdaags;Lopende prijzen;2003;;72;0;72;12;12;0;12;0;0;0;;
718;Bestedingen sport en overige recreatie;Meerdaags;Lopende prijzen;2004;;74;0;74;12;12;0;12;0;0;0;;
719;Bestedingen sport en overige recreatie;Meerdaags;Lopende prijzen;2005;;74;0;74;12;12;0;12;0;0;0;;
720;Bestedingen sport en overige recreatie;Meerdaags;Lopende prijzen;2006;;79;0;79;12;12;0;12;0;0;0;;
721;Bestedingen sport en overige recreatie;Meerdaags;Lopende prijzen;2007;;83;0;83;12;12;0;12;0;0;0;;
722;Bestedingen sport en overige recreatie;Meerdaags;Lopende prijzen;2008;;84;0;84;12;12;0;12;0;0;0;;
723;Bestedingen sport en overige recreatie;Meerdaags;Lopende prijzen;2009;;85;0;85;12;12;0;12;0;0;0;;
724;Bestedingen sport en overige recreatie;Meerdaags;Lopende prijzen;2010;;87;0;87;12;12;0;12;0;0;0;;
725;Bestedingen sport en overige recreatie;Meerdaags;Lopende prijzen;2011;;88;0;88;12;12;0;12;0;0;0;;
726;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Prijsniveau 2005;2001;8040.0;2624;239;2384;3337;3055;942;2113;282;61;221;2093.0;0.0
727;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Prijsniveau 2005;2002;8034.0;2635;234;2401;3316;3035;936;2099;281;61;220;2097.0;0.0
728;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Prijsniveau 2005;2003;7935.0;2591;231;2360;3320;3039;938;2101;281;61;220;2041.0;0.0
729;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Prijsniveau 2005;2004;8040.0;2514;226;2288;3274;2996;927;2069;278;61;217;2244.0;0.0
730;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Prijsniveau 2005;2005;8309.0;2539;229;2310;3527;3229;997;2232;298;65;233;2243.0;0.0
731;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Prijsniveau 2005;2006;8691.0;2681;243;2438;3720;3406;1052;2354;314;68;246;2297.0;0.0
732;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Prijsniveau 2005;2007;9095.0;2853;259;2593;3891;3563;1099;2463;328;71;257;2356.0;0.0
733;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Prijsniveau 2005;2008;9258.0;2897;264;2632;3969;3635;1121;2513;335;72;263;2397.0;0.0
734;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Prijsniveau 2005;2009;8773.0;2835;259;2575;3783;3465;1069;2395;319;68;252;2154.0;0.0
735;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Prijsniveau 2005;2010;9073.0;3101;284;2816;3906;3578;1104;2473;329;70;261;2058.0;0.0
736;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Prijsniveau 2005;2011;9254.0;3287;302;2984;3947;3615;1116;2498;333;70;265;2010.0;0.0
737;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Lopende prijzen;2001;7708.0;2385;222;2163;3112;2848;879;1969;264;58;206;2211.0;0.0
738;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Lopende prijzen;2002;7847.0;2459;222;2237;3128;2863;884;1979;265;58;207;2260.0;0.0
739;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Lopende prijzen;2003;7827.0;2486;224;2262;3174;2905;897;2008;269;59;210;2167.0;0.0
740;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Lopende prijzen;2004;7961.0;2482;224;2258;3168;2899;897;2002;269;59;210;2311.0;0.0
741;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Lopende prijzen;2005;8309.0;2539;229;2310;3527;3229;997;2232;298;65;233;2243.0;0.0
742;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Lopende prijzen;2006;8867.0;2732;247;2485;3822;3498;1080;2418;324;71;253;2313.0;0.0
743;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Lopende prijzen;2007;9432.0;2946;266;2680;4073;3728;1151;2577;345;76;269;2413.0;0.0
744;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Lopende prijzen;2008;9821.0;3080;278;2802;4318;3952;1220;2732;366;81;285;2423.0;0.0
745;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Lopende prijzen;2009;9254.0;3021;273;2748;4024;3683;1137;2546;341;75;266;2209.0;0.0
746;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Lopende prijzen;2010;9801.0;3347;302;3045;4312;3946;1218;2728;366;81;285;2142.0;0.0
747;Tot.niet karakteristieke goed. en dienst;Totaal eendaags en meerdaags;Lopende prijzen;2011;10240.0;3594;324;3270;4520;4137;1277;2860;383;85;298;2126.0;0.0
748;Tot.niet karakteristieke goed. en dienst;Eendaags;Prijsniveau 2005;2001;;391;13;378;2459;2339;800;1540;119;24;96;;
749;Tot.niet karakteristieke goed. en dienst;Eendaags;Prijsniveau 2005;2002;;394;13;381;2442;2323;795;1529;118;24;95;;
750;Tot.niet karakteristieke goed. en dienst;Eendaags;Prijsniveau 2005;2003;;387;13;374;2445;2326;796;1531;118;24;95;;
751;Tot.niet karakteristieke goed. en dienst;Eendaags;Prijsniveau 2005;2004;;378;13;365;2413;2295;787;1508;117;24;94;;
752;Tot.niet karakteristieke goed. en dienst;Eendaags;Prijsniveau 2005;2005;;381;14;367;2598;2471;846;1625;127;26;101;;
753;Tot.niet karakteristieke goed. en dienst;Eendaags;Prijsniveau 2005;2006;;404;16;388;2741;2607;893;1714;133;27;106;;
754;Tot.niet karakteristieke goed. en dienst;Eendaags;Prijsniveau 2005;2007;;430;17;413;2869;2728;934;1794;139;28;111;;
755;Tot.niet karakteristieke goed. en dienst;Eendaags;Prijsniveau 2005;2008;;437;17;420;2927;2783;952;1831;142;28;114;;
756;Tot.niet karakteristieke goed. en dienst;Eendaags;Prijsniveau 2005;2009;;428;17;411;2790;2652;907;1745;136;26;109;;
757;Tot.niet karakteristieke goed. en dienst;Eendaags;Prijsniveau 2005;2010;;469;19;450;2879;2738;936;1801;140;26;113;;
758;Tot.niet karakteristieke goed. en dienst;Eendaags;Prijsniveau 2005;2011;;498;21;477;2909;2767;946;1820;141;25;115;;
759;Tot.niet karakteristieke goed. en dienst;Eendaags;Lopende prijzen;2001;;357;14;343;2293;2180;746;1434;113;23;90;;
760;Tot.niet karakteristieke goed. en dienst;Eendaags;Lopende prijzen;2002;;369;14;355;2304;2191;750;1441;113;23;90;;
761;Tot.niet karakteristieke goed. en dienst;Eendaags;Lopende prijzen;2003;;373;14;359;2337;2223;761;1462;114;23;91;;
762;Tot.niet karakteristieke goed. en dienst;Eendaags;Lopende prijzen;2004;;374;14;360;2334;2220;761;1459;114;23;91;;
763;Tot.niet karakteristieke goed. en dienst;Eendaags;Lopende prijzen;2005;;381;14;367;2598;2471;846;1625;127;26;101;;
764;Tot.niet karakteristieke goed. en dienst;Eendaags;Lopende prijzen;2006;;410;16;394;2815;2677;916;1761;138;28;110;;
765;Tot.niet karakteristieke goed. en dienst;Eendaags;Lopende prijzen;2007;;442;17;425;3000;2853;977;1876;147;30;117;;
766;Tot.niet karakteristieke goed. en dienst;Eendaags;Lopende prijzen;2008;;462;17;445;3181;3025;1035;1990;156;32;124;;
767;Tot.niet karakteristieke goed. en dienst;Eendaags;Lopende prijzen;2009;;453;17;436;2966;2820;965;1855;146;30;116;;
768;Tot.niet karakteristieke goed. en dienst;Eendaags;Lopende prijzen;2010;;502;18;484;3176;3020;1033;1987;156;32;124;;
769;Tot.niet karakteristieke goed. en dienst;Eendaags;Lopende prijzen;2011;;539;20;519;3330;3166;1083;2083;164;34;130;;
770;Tot.niet karakteristieke goed. en dienst;Meerdaags;Prijsniveau 2005;2001;;2233;226;2007;878;716;142;574;162;37;125;;
771;Tot.niet karakteristieke goed. en dienst;Meerdaags;Prijsniveau 2005;2002;;2241;221;2020;874;712;141;571;162;37;125;;
772;Tot.niet karakteristieke goed. en dienst;Meerdaags;Prijsniveau 2005;2003;;2204;218;1986;875;713;142;571;162;37;125;;
773;Tot.niet karakteristieke goed. en dienst;Meerdaags;Prijsniveau 2005;2004;;2136;213;1923;861;701;140;561;160;37;123;;
774;Tot.niet karakteristieke goed. en dienst;Meerdaags;Prijsniveau 2005;2005;;2158;215;1943;929;758;151;607;171;39;132;;
775;Tot.niet karakteristieke goed. en dienst;Meerdaags;Prijsniveau 2005;2006;;2277;227;2050;979;799;158;640;181;41;140;;
