ID;Geslacht;Diplomasoort;Studierichting;Vooropleiding;Herkomstgroepering;Opleidingsvorm;Perioden;TotaalGediplomeerden_1;StudieduurInMaanden_2
877;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Totaal opleidingsvorm;2008/'09;51;44.0
878;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Totaal opleidingsvorm;2009/'10;65;43.0
879;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Totaal opleidingsvorm;2010/'11;82;47.0
880;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Totaal opleidingsvorm;2011/'12;106;40.0
881;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Totaal opleidingsvorm;2012/'13;101;44.0
882;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;1995/'96;8;
883;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;1996/'97;8;
884;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;1997/'98;6;
885;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;1998/'99;4;
886;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;1999/'00;7;
887;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;2000/'01;7;
888;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;2001/'02;17;
889;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;2002/'03;15;
890;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;2003/'04;20;
891;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;2004/'05;35;
892;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;2005/'06;34;
893;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;2006/'07;47;
894;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;2007/'08;60;37.0
895;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;2008/'09;47;
896;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;2009/'10;53;39.0
897;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;2010/'11;72;47.0
898;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;2011/'12;91;37.0
899;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Voltijd;2012/'13;81;42.0
900;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;1995/'96;3;
901;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;1996/'97;1;
902;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;1997/'98;0;0.0
903;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;1998/'99;0;0.0
904;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;1999/'00;1;
905;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;2000/'01;1;
906;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;2001/'02;2;
907;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;2002/'03;2;
908;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;2003/'04;2;
909;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;2004/'05;7;
910;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;2005/'06;5;
911;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;2006/'07;11;
912;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;2007/'08;10;
913;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;2008/'09;4;
914;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;2009/'10;12;
915;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;2010/'11;10;
916;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;2011/'12;15;
917;Totaal mannen en vrouwen;Master;0;HBO;Marokko;Deeltijd;2012/'13;20;
918;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;1995/'96;13;
919;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;1996/'97;8;
920;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;1997/'98;11;
921;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;1998/'99;8;
922;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;1999/'00;6;
923;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;2000/'01;11;
924;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;2001/'02;10;
925;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;2002/'03;19;
926;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;2003/'04;39;
927;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;2004/'05;27;
928;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;2005/'06;45;
929;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;2006/'07;51;46.0
930;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;2007/'08;61;44.0
931;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;2008/'09;54;46.0
932;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;2009/'10;48;
933;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;2010/'11;61;43.0
934;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;2011/'12;90;46.0
935;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Totaal opleidingsvorm;2012/'13;83;44.0
936;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;1995/'96;12;
937;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;1996/'97;8;
938;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;1997/'98;9;
939;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;1998/'99;4;
940;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;1999/'00;5;
941;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;2000/'01;7;
942;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;2001/'02;8;
943;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;2002/'03;15;
944;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;2003/'04;34;
945;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;2004/'05;24;
946;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;2005/'06;34;
947;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;2006/'07;44;
948;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;2007/'08;52;41.0
949;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;2008/'09;48;
950;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;2009/'10;40;
951;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;2010/'11;54;41.0
952;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;2011/'12;73;44.0
953;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Voltijd;2012/'13;75;43.0
954;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;1995/'96;1;
955;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;1996/'97;0;0.0
956;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;1997/'98;2;
957;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;1998/'99;4;
958;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;1999/'00;1;
959;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;2000/'01;4;
960;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;2001/'02;2;
961;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;2002/'03;4;
962;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;2003/'04;5;
963;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;2004/'05;3;
964;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;2005/'06;11;
965;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;2006/'07;7;
966;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;2007/'08;9;
967;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;2008/'09;6;
968;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;2009/'10;8;
969;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;2010/'11;7;
970;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;2011/'12;17;
971;Totaal mannen en vrouwen;Master;0;HBO;Turkije;Deeltijd;2012/'13;8;
972;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;1995/'96;59;59.0
973;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;1996/'97;36;
974;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;1997/'98;40;
975;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;1998/'99;31;
976;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;1999/'00;29;
977;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;2000/'01;30;
978;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;2001/'02;34;
979;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;2002/'03;41;
980;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;2003/'04;47;
981;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;2004/'05;76;46.0
982;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;2005/'06;76;47.0
983;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;2006/'07;104;50.0
984;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;2007/'08;127;51.0
985;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;2008/'09;119;46.0
986;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;2009/'10;136;48.0
987;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;2010/'11;184;47.0
988;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;2011/'12;154;44.0
989;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Totaal opleidingsvorm;2012/'13;163;46.0
990;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;1995/'96;41;
991;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;1996/'97;28;
992;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;1997/'98;25;
993;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;1998/'99;16;
994;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;1999/'00;22;
995;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;2000/'01;16;
996;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;2001/'02;24;
997;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;2002/'03;25;
998;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;2003/'04;35;
999;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;2004/'05;60;39.0
1000;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;2005/'06;64;44.0
1001;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;2006/'07;78;42.0
1002;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;2007/'08;106;43.0
1003;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;2008/'09;96;42.0
1004;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;2009/'10;114;46.0
1005;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;2010/'11;154;44.0
1006;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;2011/'12;124;42.0
1007;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Voltijd;2012/'13;132;40.0
1008;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;1995/'96;18;
1009;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;1996/'97;8;
1010;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;1997/'98;15;
1011;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;1998/'99;15;
1012;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;1999/'00;7;
1013;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;2000/'01;14;
1014;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;2001/'02;10;
1015;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;2002/'03;16;
1016;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;2003/'04;12;
1017;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;2004/'05;16;
1018;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;2005/'06;12;
1019;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;2006/'07;26;
1020;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;2007/'08;21;
1021;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;2008/'09;23;
1022;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;2009/'10;22;
1023;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;2010/'11;30;
1024;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;2011/'12;30;
1025;Totaal mannen en vrouwen;Master;0;HBO;Suriname;Deeltijd;2012/'13;31;
1026;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;1995/'96;35;
1027;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;1996/'97;15;
1028;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;1997/'98;25;
1029;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;1998/'99;21;
1030;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;1999/'00;19;
1031;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;2000/'01;19;
1032;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;2001/'02;25;
1033;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;2002/'03;44;
1034;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;2003/'04;33;
1035;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;2004/'05;42;
1036;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;2005/'06;56;51.0
1037;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;2006/'07;75;49.0
1038;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;2007/'08;52;46.0
1039;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;2008/'09;72;44.0
1040;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;2009/'10;56;44.0
1041;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;2010/'11;73;50.0
1042;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;2011/'12;90;47.0
1043;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Totaal opleidingsvorm;2012/'13;78;41.0
1044;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;1995/'96;31;
1045;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;1996/'97;15;
1046;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;1997/'98;21;
1047;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;1998/'99;14;
1048;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;1999/'00;14;
1049;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;2000/'01;12;
1050;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;2001/'02;21;
1051;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;2002/'03;33;
1052;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;2003/'04;29;
1053;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;2004/'05;36;
1054;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;2005/'06;47;
1055;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;2006/'07;64;44.0
1056;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;2007/'08;43;
1057;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;2008/'09;68;45.0
1058;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;2009/'10;52;43.0
1059;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;2010/'11;59;46.0
1060;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;2011/'12;86;45.0
1061;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Voltijd;2012/'13;70;40.0
1062;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;1995/'96;4;
1063;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;1996/'97;0;0.0
1064;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;1997/'98;4;
1065;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;1998/'99;7;
1066;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;1999/'00;5;
1067;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;2000/'01;7;
1068;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;2001/'02;4;
1069;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;2002/'03;11;
1070;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;2003/'04;4;
1071;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;2004/'05;6;
1072;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;2005/'06;9;
1073;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;2006/'07;11;
1074;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;2007/'08;9;
1075;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;2008/'09;4;
1076;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;2009/'10;4;
1077;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;2010/'11;14;
1078;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;2011/'12;4;
1079;Totaal mannen en vrouwen;Master;0;HBO;(voormalige) Nederlandse Antillen, Aruba;Deeltijd;2012/'13;8;
1080;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;1995/'96;22;
1081;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;1996/'97;19;
1082;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;1997/'98;22;
1083;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;1998/'99;14;
1084;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;1999/'00;18;
1085;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;2000/'01;19;
1086;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;2001/'02;19;
1087;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;2002/'03;39;
1088;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;2003/'04;57;33.0
1089;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;2004/'05;84;35.0
1090;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;2005/'06;136;35.0
1091;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;2006/'07;183;39.0
1092;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;2007/'08;173;39.0
1093;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;2008/'09;204;37.0
1094;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;2009/'10;190;37.0
1095;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;2010/'11;254;39.0
1096;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;2011/'12;334;39.0
1097;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Totaal opleidingsvorm;2012/'13;300;36.0
1098;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;1995/'96;20;
1099;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;1996/'97;16;
1100;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;1997/'98;15;
1101;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;1998/'99;10;
1102;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;1999/'00;13;
1103;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;2000/'01;11;
1104;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;2001/'02;17;
1105;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;2002/'03;37;
1106;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;2003/'04;53;30.0
1107;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;2004/'05;81;33.0
1108;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;2005/'06;123;32.0
1109;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;2006/'07;169;37.0
1110;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;2007/'08;162;39.0
1111;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;2008/'09;192;35.0
1112;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;2009/'10;179;37.0
1113;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;2010/'11;233;36.0
1114;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;2011/'12;301;36.0
1115;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Voltijd;2012/'13;275;35.0
1116;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Deeltijd;1995/'96;2;
1117;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Deeltijd;1996/'97;3;
1118;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Deeltijd;1997/'98;7;
1119;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Deeltijd;1998/'99;4;
1120;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Deeltijd;1999/'00;5;
1121;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Deeltijd;2000/'01;8;
1122;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Deeltijd;2001/'02;2;
1123;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Deeltijd;2002/'03;2;
1124;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Deeltijd;2003/'04;4;
1125;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Deeltijd;2004/'05;3;
1126;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Deeltijd;2005/'06;13;
1127;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Deeltijd;2006/'07;14;
1128;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Deeltijd;2007/'08;11;
1129;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Deeltijd;2008/'09;12;
1130;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Deeltijd;2009/'10;11;
1131;Totaal mannen en vrouwen;Master;0;HBO;Overig niet-westerse allochtoon;Deeltijd;2010/'11;21;
