ID;BestemmingVanInvoer;Perioden;InvoerVanGoederenEnDiensten_1;InvoerVanGoederen_2;InvoerVanDiensten_3;InvoerVanGoederenEnDiensten_4;InvoerVanGoederen_5;InvoerVanDiensten_6;InvoerVanGoederenEnDiensten_7;InvoerVanGoederen_8;InvoerVanDiensten_9;InvoerVanGoederenEnDiensten_10;InvoerVanGoederen_11;InvoerVanDiensten_12
223;C Industrie;1998;51207;44221;6986;83678.0;75480.0;9560.0;;2.9;21.6;61.2;58.6;73.1
224;C Industrie;1999;53901;45596;8305;85216.0;75342.0;10959.0;;-0.2;14.6;63.3;60.5;75.8
225;C Industrie;2000;66166;56268;9898;88751.0;77095.0;12509.0;;2.3;14.1;74.6;73.0;79.1
226;C Industrie;2001;64863;53602;11261;88492.0;75696.0;13556.0;;-1.8;8.4;73.3;70.8;83.1
227;C Industrie;2002;62836;50641;12195;87730.0;74375.0;14008.0;;-1.7;3.3;71.6;68.1;87.1
228;C Industrie;2003;61781;48654;13127;86628.0;72798.0;14336.0;;-2.1;2.3;71.3;66.8;91.6
229;C Industrie;2004;67776;53080;14696;89853.0;74374.0;15698.0;;2.2;9.5;75.4;71.4;93.6
230;C Industrie;2005;74556;59151;15405;90580.0;74340.0;16309.0;;0.0;3.9;82.3;79.6;94.5
231;C Industrie;2006;81829;65829;16000;93059.0;76237.0;16872.0;;2.6;3.5;87.9;86.3;94.8
232;C Industrie;2007;86905;70488;16417;94093.0;77188.0;16964.0;;1.2;0.5;92.4;91.3;96.8
233;C Industrie;2008;93029;75502;17527;91865.0;74192.0;17664.0;;-3.9;4.1;101.3;101.8;99.2
234;C Industrie;2009;73603;55965;17638;84686.0;66911.0;17805.0;;-9.8;0.8;86.9;83.6;99.1
235;C Industrie;2010;88829;69980;18849;88829.0;69980.0;18849.0;;4.6;5.9;100.0;100.0;100.0
236;C Industrie;2011;107393;86460;20933;95046.0;74391.0;20655.0;;6.3;9.6;113.0;116.2;101.3
237;C Industrie;2012;112402;90683;21719;95637.0;74496.0;21194.0;;0.1;2.6;117.5;121.7;102.5
238;C Industrie;2013;110361;88539;21822;96505.0;75399.0;21117.0;0.9;1.2;-0.4;114.4;117.4;103.3
239;C Industrie;2014;109432;86076;23356;99357.0;77044.0;22403.0;3.0;2.2;6.1;110.1;111.7;104.3
240;C Industrie;2015;107771;79931;27840;106113.0;82223.0;23990.0;6.8;6.7;7.1;101.6;97.2;116.0
241;C Industrie;2016;104750;76620;28130;108513.0;84739.0;23983.0;2.3;3.1;0.0;96.5;90.4;117.3
242;10-12 Voedings-, genotmiddelenindustrie;1995;8579;8071;508;11283.0;10470.0;818.0;;;;76.0;77.1;62.1
243;10-12 Voedings-, genotmiddelenindustrie;1996;8721;8211;510;11178.0;10376.0;806.0;-0.9;-0.9;-1.6;78.0;79.1;63.3
244;10-12 Voedings-, genotmiddelenindustrie;1997;9290;8727;563;11408.0;10546.0;877.0;2.1;1.6;8.8;81.4;82.8;64.2
245;10-12 Voedings-, genotmiddelenindustrie;1998;9430;8850;580;11685.0;10815.0;881.0;2.4;2.6;0.5;80.7;81.8;65.8
246;10-12 Voedings-, genotmiddelenindustrie;1999;9167;8562;605;12049.0;11166.0;892.0;3.1;3.2;1.2;76.1;76.7;67.8
247;10-12 Voedings-, genotmiddelenindustrie;2000;9454;8809;645;12024.0;11111.0;926.0;-0.2;-0.5;3.8;78.6;79.3;69.7
248;10-12 Voedings-, genotmiddelenindustrie;2001;10054;9369;685;12640.0;11684.0;969.0;5.1;5.2;4.7;79.5;80.2;70.7
249;10-12 Voedings-, genotmiddelenindustrie;2002;10229;9501;728;12854.0;11918.0;943.0;1.7;2.0;-2.6;79.6;79.7;77.2
250;10-12 Voedings-, genotmiddelenindustrie;2003;9859;9097;762;12655.0;11740.0;923.0;-1.5;-1.5;-2.2;77.9;77.5;82.6
251;10-12 Voedings-, genotmiddelenindustrie;2004;10003;9196;807;12866.0;11935.0;938.0;1.7;1.7;1.7;77.7;77.1;86.0
252;10-12 Voedings-, genotmiddelenindustrie;2005;10014;9176;838;13407.0;12475.0;944.0;4.2;4.5;0.6;74.7;73.6;88.7
253;10-12 Voedings-, genotmiddelenindustrie;2006;10410;9523;887;13421.0;12422.0;999.0;0.1;-0.4;5.8;77.6;76.7;88.7
254;10-12 Voedings-, genotmiddelenindustrie;2007;12194;11232;962;13404.0;12333.0;1061.0;-0.1;-0.7;6.2;91.0;91.1;90.6
255;10-12 Voedings-, genotmiddelenindustrie;2008;14270;13245;1025;13502.0;12418.0;1075.0;0.7;0.7;1.2;105.7;106.7;95.4
256;10-12 Voedings-, genotmiddelenindustrie;2009;11813;10744;1069;12610.0;11518.0;1092.0;-6.6;-7.2;1.7;93.7;93.3;97.8
257;10-12 Voedings-, genotmiddelenindustrie;2010;12732;11616;1116;12732.0;11616.0;1116.0;1.0;0.8;2.2;100.0;100.0;100.0
258;10-12 Voedings-, genotmiddelenindustrie;2011;15210;13982;1228;13468.0;12261.0;1207.0;5.8;5.6;8.2;112.9;114.0;101.7
259;10-12 Voedings-, genotmiddelenindustrie;2012;15989;14717;1272;13665.0;12425.0;1242.0;1.5;1.3;2.9;117.0;118.4;102.4
260;10-12 Voedings-, genotmiddelenindustrie;2013;17038;15645;1393;14573.0;13223.0;1357.0;6.6;6.4;9.2;116.9;118.3;102.7
261;10-12 Voedings-, genotmiddelenindustrie;2014;16961;15115;1846;15149.0;13426.0;1778.0;3.9;1.5;31.1;112.0;112.6;103.8
262;10-12 Voedings-, genotmiddelenindustrie;2015;18616;16651;1965;16438.0;14615.0;1879.0;8.5;8.9;5.6;113.3;113.9;104.6
263;10-12 Voedings-, genotmiddelenindustrie;2016;19173;17070;2103;17389.0;15466.0;1983.0;5.8;5.8;5.5;110.3;110.4;106.1
264;10 Voedingsmiddelenindustrie;1995;7502;7131;371;9778.0;9173.0;601.0;;;;76.7;77.7;61.7
265;10 Voedingsmiddelenindustrie;1996;7616;7247;369;9671.0;9074.0;593.0;-1.1;-1.1;-1.3;78.7;79.9;62.2
266;10 Voedingsmiddelenindustrie;1997;8106;7701;405;9843.0;9201.0;646.0;1.8;1.4;8.9;82.4;83.7;62.7
267;10 Voedingsmiddelenindustrie;1998;8288;7870;418;10137.0;9487.0;651.0;3.0;3.1;0.7;81.8;83.0;64.2
268;10 Voedingsmiddelenindustrie;1999;7948;7511;437;10424.0;9768.0;654.0;2.8;3.0;0.5;76.2;76.9;66.8
269;10 Voedingsmiddelenindustrie;2000;8192;7721;471;10385.0;9698.0;690.0;-0.4;-0.7;5.5;78.9;79.6;68.3
270;10 Voedingsmiddelenindustrie;2001;8751;8250;501;10995.0;10266.0;731.0;5.9;5.9;5.9;79.6;80.4;68.6
271;10 Voedingsmiddelenindustrie;2002;8774;8242;532;11066.0;10364.0;700.0;0.7;0.9;-4.2;79.3;79.5;76.0
272;10 Voedingsmiddelenindustrie;2003;8499;7917;582;10932.0;10226.0;704.0;-1.2;-1.3;0.6;77.7;77.4;82.7
273;10 Voedingsmiddelenindustrie;2004;8736;8116;620;11254.0;10530.0;722.0;2.9;3.0;2.6;77.6;77.1;85.8
274;10 Voedingsmiddelenindustrie;2005;8728;8088;640;11776.0;11053.0;725.0;4.6;5.0;0.3;74.1;73.2;88.3
275;10 Voedingsmiddelenindustrie;2006;9351;8684;667;12148.0;11384.0;763.0;3.2;3.0;5.3;77.0;76.3;87.4
276;10 Voedingsmiddelenindustrie;2007;10993;10272;721;12065.0;11246.0;810.0;-0.7;-1.2;6.1;91.1;91.3;89.0
277;10 Voedingsmiddelenindustrie;2008;13028;12259;769;12191.0;11365.0;817.0;1.0;1.1;0.8;106.9;107.9;94.1
278;10 Voedingsmiddelenindustrie;2009;10634;9824;810;11360.0;10529.0;832.0;-6.8;-7.4;1.8;93.6;93.3;97.4
279;10 Voedingsmiddelenindustrie;2010;11403;10558;845;11403.0;10558.0;845.0;0.4;0.3;1.6;100.0;100.0;100.0
280;10 Voedingsmiddelenindustrie;2011;13765;12826;939;12115.0;11193.0;922.0;6.2;6.0;9.1;113.6;114.6;101.8
281;10 Voedingsmiddelenindustrie;2012;14452;13480;972;12267.0;11322.0;947.0;1.3;1.2;2.7;117.8;119.1;102.7
282;10 Voedingsmiddelenindustrie;2013;15511;14424;1087;13162.0;12113.0;1056.0;7.3;7.0;11.5;117.8;119.1;103.0
283;10 Voedingsmiddelenindustrie;2014;15449;13925;1524;13712.0;12305.0;1463.0;4.2;1.6;38.6;112.7;113.2;104.1
284;10 Voedingsmiddelenindustrie;2015;17064;15435;1629;14969.0;13477.0;1551.0;9.2;9.5;6.0;114.0;114.5;105.0
285;10 Voedingsmiddelenindustrie;2016;17635;15884;1751;15924.0;14344.0;1641.0;6.4;6.4;5.8;110.7;110.7;106.7
286;11 Drankenindustrie;1995;538;460;78;738.0;604.0;133.0;;;;72.9;76.2;58.5
287;11 Drankenindustrie;1996;540;460;80;717.0;588.0;128.0;-2.8;-2.6;-3.8;75.3;78.3;62.4
288;11 Drankenindustrie;1997;555;464;91;725.0;585.0;141.0;1.1;-0.4;10.0;76.5;79.3;64.5
289;11 Drankenindustrie;1998;539;445;94;715.0;578.0;138.0;-1.4;-1.3;-2.2;75.4;77.0;68.2
290;11 Drankenindustrie;1999;565;468;97;754.0;613.0;142.0;5.6;6.1;3.2;74.9;76.4;68.2
291;11 Drankenindustrie;2000;588;487;101;776.0;634.0;142.0;2.8;3.4;0.0;75.8;76.9;71.0
292;11 Drankenindustrie;2001;626;516;110;813.0;666.0;147.0;4.8;5.1;3.0;77.0;77.5;75.1
293;11 Drankenindustrie;2002;674;548;126;870.0;709.0;161.0;7.0;6.4;10.0;77.5;77.3;78.2
294;11 Drankenindustrie;2003;650;541;109;858.0;718.0;141.0;-1.3;1.3;-12.7;75.7;75.4;77.5
295;11 Drankenindustrie;2004;650;532;118;828.0;685.0;143.0;-3.5;-4.6;1.8;78.5;77.7;82.3
296;11 Drankenindustrie;2005;648;520;128;825.0;678.0;147.0;-0.3;-0.9;2.5;78.5;76.7;87.1
297;11 Drankenindustrie;2006;750;607;143;917.0;762.0;156.0;11.1;12.3;6.3;81.8;79.7;91.6
298;11 Drankenindustrie;2007;849;692;157;956.0;792.0;165.0;4.3;4.0;5.6;88.8;87.4;95.2
299;11 Drankenindustrie;2008;900;733;167;953.0;785.0;168.0;-0.4;-0.9;1.9;94.5;93.4;99.4
300;11 Drankenindustrie;2009;846;679;167;911.0;743.0;167.0;-4.4;-5.3;-0.6;92.9;91.4;100.0
301;11 Drankenindustrie;2010;974;799;175;974.0;799.0;175.0;7.0;7.5;4.8;100.0;100.0;100.0
302;11 Drankenindustrie;2011;1037;858;179;977.0;800.0;177.0;0.3;0.1;1.1;106.1;107.3;101.1
303;11 Drankenindustrie;2012;1113;930;183;1007.0;826.0;181.0;3.1;3.3;2.2;110.5;112.6;101.1
304;11 Drankenindustrie;2013;1131;951;180;1037.0;858.0;178.0;3.0;3.9;-1.6;109.1;110.8;101.1
305;11 Drankenindustrie;2014;1132;944;188;1069.0;884.0;184.0;3.1;3.0;3.3;105.9;106.8;102.2
306;11 Drankenindustrie;2015;1212;982;230;1152.0;927.0;225.0;7.8;4.9;22.3;105.2;105.9;102.2
307;11 Drankenindustrie;2016;1199;959;240;1142.0;910.0;232.0;-0.9;-1.8;3.0;105.0;105.3;103.5
308;12 Tabaksindustrie;1995;539;480;59;714.0;651.0;83.0;;;;75.5;73.7;71.3
309;12 Tabaksindustrie;1996;565;504;61;737.0;674.0;83.0;3.2;3.5;0.0;76.7;74.7;73.7
310;12 Tabaksindustrie;1997;629;562;67;786.0;720.0;88.0;6.7;6.7;6.6;80.0;78.1;76.0
311;12 Tabaksindustrie;1998;603;535;68;776.0;707.0;91.0;-1.3;-1.8;3.0;77.7;75.7;74.9
312;12 Tabaksindustrie;1999;654;583;71;814.0;743.0;93.0;4.8;5.0;2.9;80.4;78.5;76.0
313;12 Tabaksindustrie;2000;674;601;73;807.0;738.0;92.0;-0.8;-0.7;-1.4;83.5;81.5;79.2
314;12 Tabaksindustrie;2001;677;603;74;777.0;708.0;91.0;-3.7;-4.0;-1.4;87.1;85.1;81.4
315;12 Tabaksindustrie;2002;781;711;70;857.0;799.0;81.0;10.2;12.8;-10.8;91.2;89.0;86.4
316;12 Tabaksindustrie;2003;710;639;71;810.0;754.0;78.0;-5.5;-5.6;-4.3;87.7;84.8;91.5
317;12 Tabaksindustrie;2004;617;548;69;738.0;684.0;73.0;-8.9;-9.2;-5.6;83.6;80.1;94.2
318;12 Tabaksindustrie;2005;638;568;70;759.0;707.0;73.0;2.9;3.3;0.0;84.0;80.4;95.6
319;12 Tabaksindustrie;2006;309;232;77;357.0;277.0;81.0;-53.0;-60.7;10.0;86.6;83.6;95.6
320;12 Tabaksindustrie;2007;352;268;84;379.0;293.0;87.0;6.1;5.6;7.8;92.9;91.5;96.8
321;12 Tabaksindustrie;2008;342;253;89;354.0;265.0;90.0;-6.5;-9.7;3.6;96.6;95.6;99.0
322;12 Tabaksindustrie;2009;333;241;92;340.0;246.0;94.0;-4.1;-7.1;4.5;98.0;98.1;97.9
323;12 Tabaksindustrie;2010;355;259;96;355.0;259.0;96.0;4.5;5.4;2.2;100.0;100.0;100.0
324;12 Tabaksindustrie;2011;408;298;110;376.0;268.0;108.0;5.9;3.5;12.5;108.5;111.2;101.9
325;12 Tabaksindustrie;2012;424;307;117;393.0;278.0;115.0;4.4;3.7;6.4;108.0;110.5;101.9
326;12 Tabaksindustrie;2013;396;270;126;369.0;248.0;123.0;-5.9;-10.7;6.8;107.2;108.9;102.7
327;12 Tabaksindustrie;2014;380;246;134;360.0;232.0;130.0;-2.5;-6.3;5.6;105.5;105.8;103.4
328;12 Tabaksindustrie;2015;340;234;106;301.0;201.0;102.0;-16.3;-13.4;-21.6;112.8;116.3;104.4
329;12 Tabaksindustrie;2016;339;227;112;302.0;196.0;108.0;0.3;-2.6;6.6;112.2;115.8;103.5
330;13-15 Textiel-, kleding-, lederindustrie;1995;1124;1030;94;1310.0;1265.0;79.0;;;;85.8;81.4;119.6
331;13-15 Textiel-, kleding-, lederindustrie;1996;1140;1055;85;1301.0;1268.0;70.0;-0.7;0.2;-10.6;87.6;83.2;121.0
332;13-15 Textiel-, kleding-, lederindustrie;1997;1248;1160;88;1409.0;1381.0;71.0;8.3;8.9;1.2;88.6;84.0;123.8
333;13-15 Textiel-, kleding-, lederindustrie;1998;1253;1150;103;1388.0;1344.0;81.0;-1.5;-2.7;13.6;90.3;85.6;127.5
334;13-15 Textiel-, kleding-, lederindustrie;1999;1141;1035;106;1269.0;1218.0;82.0;-8.5;-9.4;1.0;89.9;85.0;130.0
335;13-15 Textiel-, kleding-, lederindustrie;2000;1137;1020;117;1208.0;1144.0;88.0;-4.8;-6.1;7.5;94.1;89.2;133.4
336;13-15 Textiel-, kleding-, lederindustrie;2001;1000;889;111;1022.0;956.0;82.0;-15.4;-16.4;-6.8;97.8;93.0;135.8
337;13-15 Textiel-, kleding-, lederindustrie;2002;954;840;114;991.0;922.0;83.0;-3.0;-3.6;1.8;96.2;91.1;137.0
338;13-15 Textiel-, kleding-, lederindustrie;2003;840;732;108;893.0;821.0;81.0;-10.0;-11.0;-2.6;94.1;89.2;133.3
339;13-15 Textiel-, kleding-, lederindustrie;2004;803;699;104;875.0;794.0;86.0;-2.0;-3.3;6.5;91.8;88.0;120.6
340;13-15 Textiel-, kleding-, lederindustrie;2005;775;674;101;826.0;738.0;90.0;-5.6;-7.0;3.8;93.9;91.3;112.8
341;13-15 Textiel-, kleding-, lederindustrie;2006;872;772;100;913.0;821.0;96.0;10.6;11.1;6.9;95.5;94.1;104.4
342;13-15 Textiel-, kleding-, lederindustrie;2007;878;763;115;921.0;807.0;116.0;0.9;-1.7;21.0;95.3;94.6;99.2
343;13-15 Textiel-, kleding-, lederindustrie;2008;786;667;119;813.0;695.0;119.0;-11.7;-13.9;2.6;96.7;96.0;100.1
344;13-15 Textiel-, kleding-, lederindustrie;2009;687;570;117;727.0;609.0;118.0;-10.6;-12.3;-0.8;94.5;93.6;99.2
345;13-15 Textiel-, kleding-, lederindustrie;2010;811;683;128;811.0;683.0;128.0;11.5;12.1;8.5;100.0;100.0;100.0
346;13-15 Textiel-, kleding-, lederindustrie;2011;900;759;141;819.0;680.0;139.0;1.0;-0.4;8.6;109.9;111.6;101.4
347;13-15 Textiel-, kleding-, lederindustrie;2012;837;696;141;753.0;615.0;138.0;-8.1;-9.5;-0.7;111.2;113.1;102.2
348;13-15 Textiel-, kleding-, lederindustrie;2013;872;712;160;794.0;640.0;156.0;5.5;4.0;12.8;109.8;111.2;102.8
349;13-15 Textiel-, kleding-, lederindustrie;2014;875;735;140;803.0;668.0;135.0;1.1;4.4;-13.1;109.0;110.0;103.5
350;13-15 Textiel-, kleding-, lederindustrie;2015;951;816;135;832.0;702.0;130.0;3.7;5.0;-3.6;114.2;116.3;103.5
351;13-15 Textiel-, kleding-, lederindustrie;2016;969;828;141;865.0;729.0;135.0;3.9;3.9;3.7;112.1;113.5;104.3
352;16-18 Hout-, papier-, grafische industr.;1995;3710;3409;301;4213.0;3793.0;421.0;;;;88.1;89.9;71.5
353;16-18 Hout-, papier-, grafische industr.;1996;3665;3360;305;4462.0;4036.0;421.0;5.9;6.4;0.0;82.1;83.2;72.4
354;16-18 Hout-, papier-, grafische industr.;1997;3859;3553;306;4710.0;4287.0;414.0;5.6;6.2;-1.6;81.9;82.9;73.9
355;16-18 Hout-, papier-, grafische industr.;1998;4008;3681;327;4857.0;4415.0;433.0;3.1;3.0;4.6;82.5;83.4;75.5
356;16-18 Hout-, papier-, grafische industr.;1999;3981;3684;297;4771.0;4369.0;391.0;-1.8;-1.1;-9.8;83.4;84.3;76.0
357;16-18 Hout-, papier-, grafische industr.;2000;4387;4053;334;4808.0;4374.0;425.0;0.8;0.1;8.8;91.3;92.7;78.6
358;16-18 Hout-, papier-, grafische industr.;2001;4188;3831;357;4572.0;4129.0;440.0;-4.9;-5.6;3.6;91.6;92.8;81.1
359;16-18 Hout-, papier-, grafische industr.;2002;3907;3527;380;4390.0;3940.0;451.0;-4.0;-4.6;2.5;89.0;89.5;84.2
360;16-18 Hout-, papier-, grafische industr.;2003;3757;3382;375;4209.0;3781.0;429.0;-4.1;-4.0;-5.0;89.3;89.4;87.4
361;16-18 Hout-, papier-, grafische industr.;2004;3682;3311;371;4219.0;3798.0;422.0;0.2;0.4;-1.6;87.3;87.2;87.9
362;16-18 Hout-, papier-, grafische industr.;2005;3638;3268;370;4134.0;3719.0;416.0;-2.0;-2.1;-1.3;88.0;87.9;88.9
363;16-18 Hout-, papier-, grafische industr.;2006;3652;3279;373;4022.0;3611.0;412.0;-2.7;-2.9;-1.1;90.8;90.8;90.6
364;16-18 Hout-, papier-, grafische industr.;2007;3999;3599;400;4167.0;3745.0;423.0;3.6;3.7;2.7;96.0;96.1;94.6
365;16-18 Hout-, papier-, grafische industr.;2008;3775;3376;399;3892.0;3484.0;409.0;-6.6;-7.0;-3.3;97.0;96.9;97.5
366;16-18 Hout-, papier-, grafische industr.;2009;3190;2776;414;3436.0;3011.0;426.0;-11.7;-13.6;4.0;92.8;92.2;97.3
367;16-18 Hout-, papier-, grafische industr.;2010;3489;3047;442;3489.0;3047.0;442.0;1.5;1.2;3.9;100.0;100.0;100.0
368;16-18 Hout-, papier-, grafische industr.;2011;3646;3178;468;3482.0;3019.0;463.0;-0.2;-0.9;4.8;104.7;105.3;101.1
369;16-18 Hout-, papier-, grafische industr.;2012;3567;3126;441;3408.0;2969.0;438.0;-2.1;-1.7;-5.3;104.7;105.3;100.6
370;16-18 Hout-, papier-, grafische industr.;2013;3450;3022;428;3323.0;2897.0;425.0;-2.5;-2.4;-2.9;103.8;104.3;100.6
371;16-18 Hout-, papier-, grafische industr.;2014;3552;3121;431;3459.0;3032.0;426.0;4.1;4.6;0.2;102.7;102.9;101.1
372;16-18 Hout-, papier-, grafische industr.;2015;3641;3186;455;3463.0;3019.0;443.0;0.1;-0.4;3.9;105.1;105.5;102.7
373;16-18 Hout-, papier-, grafische industr.;2016;3668;3201;467;3512.0;3062.0;449.0;1.4;1.4;1.3;104.5;104.6;104.0
374;16 Houtindustrie;1995;639;614;25;781.0;728.0;56.0;;;;81.8;84.3;44.3
375;16 Houtindustrie;1996;632;613;19;779.0;731.0;47.0;-0.3;0.3;-16.0;81.1;83.9;40.1
376;16 Houtindustrie;1997;701;679;22;837.0;784.0;52.0;7.4;7.3;10.5;83.8;86.6;42.0
377;16 Houtindustrie;1998;736;708;28;873.0;818.0;55.0;4.3;4.3;4.5;84.3;86.6;51.1
378;16 Houtindustrie;1999;730;702;28;854.0;801.0;51.0;-2.2;-2.0;-7.1;85.5;87.6;55.0
379;16 Houtindustrie;2000;769;736;33;886.0;831.0;55.0;3.8;3.7;7.1;86.8;88.5;60.5
380;16 Houtindustrie;2001;722;688;34;853.0;798.0;55.0;-3.8;-3.9;0.0;84.6;86.2;62.4
381;16 Houtindustrie;2002;685;644;41;822.0;768.0;55.0;-3.6;-3.8;0.0;83.3;83.8;75.2
382;16 Houtindustrie;2003;653;615;38;792.0;749.0;43.0;-3.6;-2.5;-22.0;82.4;82.1;89.3
383;16 Houtindustrie;2004;673;633;40;809.0;764.0;45.0;2.1;2.0;5.3;83.2;82.9;89.3
384;16 Houtindustrie;2005;708;670;38;827.0;786.0;41.0;2.2;2.8;-7.5;85.6;85.3;91.7
385;16 Houtindustrie;2006;816;773;43;903.0;856.0;47.0;9.2;9.0;13.2;90.3;90.3;91.7
386;16 Houtindustrie;2007;984;939;45;968.0;920.0;48.0;7.2;7.5;2.3;101.6;102.1;93.8
387;16 Houtindustrie;2008;948;902;46;940.0;892.0;48.0;-2.9;-3.1;0.0;100.9;101.2;95.9
388;16 Houtindustrie;2009;772;726;46;818.0;770.0;48.0;-13.0;-13.6;0.0;94.4;94.3;95.9
389;16 Houtindustrie;2010;818;769;49;818.0;769.0;49.0;0.0;-0.1;2.2;100.0;100.0;100.0
390;16 Houtindustrie;2011;826;777;49;797.0;748.0;49.0;-2.6;-2.7;0.0;103.6;103.9;100.0
391;16 Houtindustrie;2012;734;689;45;697.0;651.0;46.0;-12.6;-13.0;-6.1;105.4;105.9;97.8
392;16 Houtindustrie;2013;650;604;46;624.0;577.0;47.0;-10.5;-11.3;2.2;104.2;104.7;97.8
393;16 Houtindustrie;2014;709;665;44;673.0;629.0;45.0;8.0;8.9;-4.3;105.3;105.8;97.8
394;16 Houtindustrie;2015;801;751;50;721.0;670.0;51.0;7.1;6.6;13.6;111.1;112.0;97.8
395;16 Houtindustrie;2016;830;775;55;760.0;706.0;54.0;5.4;5.3;6.0;109.3;109.8;101.5
396;17 Papierindustrie;1995;1737;1634;103;2135.0;1995.0;138.0;;;;81.4;81.9;74.4
397;17 Papierindustrie;1996;1679;1572;107;2297.0;2154.0;141.0;7.6;8.0;1.9;73.1;73.0;75.8
398;17 Papierindustrie;1997;1824;1712;112;2498.0;2351.0;145.0;8.8;9.2;2.8;73.0;72.8;77.2
399;17 Papierindustrie;1998;1865;1751;114;2538.0;2385.0;150.0;1.6;1.5;3.6;73.5;73.4;75.8
400;17 Papierindustrie;1999;1907;1796;111;2500.0;2353.0;145.0;-1.5;-1.4;-3.5;76.3;76.3;76.5
401;17 Papierindustrie;2000;2165;2034;131;2472.0;2302.0;169.0;-1.1;-2.2;16.2;87.6;88.4;77.7
402;17 Papierindustrie;2001;1983;1847;136;2296.0;2125.0;171.0;-7.1;-7.7;1.5;86.3;86.9;79.5
403;17 Papierindustrie;2002;1842;1704;138;2196.0;2027.0;169.0;-4.4;-4.6;-1.5;83.9;84.1;81.8
404;17 Papierindustrie;2003;1777;1642;135;2078.0;1915.0;163.0;-5.4;-5.5;-3.6;85.5;85.7;83.1
405;17 Papierindustrie;2004;1716;1588;128;2031.0;1880.0;150.0;-2.3;-1.8;-7.4;84.5;84.4;85.1
406;17 Papierindustrie;2005;1631;1511;120;1926.0;1785.0;141.0;-5.2;-5.1;-6.3;84.7;84.7;85.1
407;17 Papierindustrie;2006;1543;1421;122;1778.0;1633.0;145.0;-7.7;-8.5;2.5;86.8;87.0;84.4
408;17 Papierindustrie;2007;1665;1534;131;1848.0;1702.0;146.0;4.0;4.2;0.8;90.1;90.1;89.9
409;17 Papierindustrie;2008;1557;1434;123;1674.0;1544.0;130.0;-9.4;-9.3;-10.7;93.0;92.9;94.5
410;17 Papierindustrie;2009;1276;1158;118;1415.0;1292.0;123.0;-15.5;-16.3;-5.7;90.2;89.6;96.1
411;17 Papierindustrie;2010;1538;1410;128;1538.0;1410.0;128.0;8.7;9.2;4.2;100.0;100.0;100.0
412;17 Papierindustrie;2011;1675;1540;135;1596.0;1463.0;133.0;3.8;3.8;3.9;104.9;105.3;101.5
413;17 Papierindustrie;2012;1750;1620;130;1665.0;1537.0;127.0;4.3;5.1;-4.4;105.1;105.4;102.3
414;17 Papierindustrie;2013;1744;1614;130;1664.0;1535.0;128.0;-0.1;-0.1;0.8;104.8;105.1;101.5
415;17 Papierindustrie;2014;1750;1620;130;1711.0;1583.0;128.0;2.9;3.1;0.0;102.3;102.4;101.5
416;17 Papierindustrie;2015;1767;1641;126;1668.0;1546.0;122.0;-2.5;-2.3;-4.6;105.9;106.2;103.1
417;17 Papierindustrie;2016;1774;1645;129;1690.0;1566.0;123.0;1.3;1.3;0.8;105.0;105.0;104.8
418;18 Grafische industrie;1995;1334;1161;173;1310.0;1084.0;231.0;;;;101.8;107.1;74.9
419;18 Grafische industrie;1996;1354;1175;179;1398.0;1165.0;234.0;6.7;7.5;1.2;96.9;100.8;76.6
420;18 Grafische industrie;1997;1334;1162;172;1408.0;1185.0;221.0;0.7;1.7;-5.6;94.7;98.1;78.0
421;18 Grafische industrie;1998;1407;1222;185;1473.0;1238.0;232.0;4.6;4.5;5.2;95.5;98.7;79.7
422;18 Grafische industrie;1999;1344;1186;158;1444.0;1237.0;200.0;-1.9;-0.1;-14.1;93.1;95.9;79.2
423;18 Grafische industrie;2000;1453;1283;170;1470.0;1256.0;207.0;1.8;1.5;3.8;98.8;102.2;82.1
424;18 Grafische industrie;2001;1483;1296;187;1438.0;1215.0;219.0;-2.2;-3.3;5.9;103.1;106.7;85.3
425;18 Grafische industrie;2002;1380;1179;201;1385.0;1154.0;232.0;-3.6;-5.0;5.9;99.6;102.2;86.6
426;18 Grafische industrie;2003;1327;1125;202;1348.0;1123.0;226.0;-2.7;-2.7;-2.5;98.4;100.2;89.2
427;18 Grafische industrie;2004;1293;1090;203;1384.0;1155.0;229.0;2.6;2.9;1.0;93.4;94.3;88.8
428;18 Grafische industrie;2005;1299;1087;212;1384.0;1149.0;235.0;0.0;-0.6;3.0;93.9;94.6;90.1
429;18 Grafische industrie;2006;1293;1085;208;1342.0;1121.0;222.0;-3.0;-2.5;-5.7;96.3;96.8;93.7
430;18 Grafische industrie;2007;1350;1126;224;1355.0;1125.0;231.0;0.9;0.4;3.8;99.7;100.1;97.1
431;18 Grafische industrie;2008;1270;1040;230;1276.0;1046.0;232.0;-5.8;-7.0;0.4;99.5;99.4;99.3
432;18 Grafische industrie;2009;1142;892;250;1198.0;944.0;255.0;-6.1;-9.7;10.0;95.3;94.5;98.1
433;18 Grafische industrie;2010;1133;868;265;1133.0;868.0;265.0;-5.4;-8.1;4.0;100.0;100.0;100.0
434;18 Grafische industrie;2011;1145;861;284;1089.0;808.0;281.0;-3.9;-6.9;6.0;105.1;106.6;101.1
435;18 Grafische industrie;2012;1083;817;266;1045.0;780.0;265.0;-4.0;-3.5;-5.6;103.6;104.8;100.3
436;18 Grafische industrie;2013;1056;804;252;1036.0;785.0;250.0;-0.9;0.6;-5.6;102.0;102.5;100.7
