ID;Sectoren;Perioden;TotaalInkomsten_1;TotaalBelastingen_2;TotaalBelastingenOpProdEnInvoer_3;TotaalProductgebondenBelastingen_4;BTWBelastingOverToegevoegdeWaarde_5;OverigeProductgebondenBelastingen_6;NietProductgebondenBelastingen_7;TotaalBelastOpInkomenEnVermogen_8;BelastingenOpInkomen_9;BelastingenOpVermogen_10;Vermogensheffingen_11;WettelijkeSocialeVerzekeringspremies_12;VerkopenVanGoederenEnDiensten_13;TotaalInkomenUitVermogen_14;Rente_15;Winstuitkeringen_16;InkomenUitGrondEnMineraleReserves_17;TotaalInkomensoverdrachten_18;InkomensoverdrachtenBinnenDeOverheid_19;InkomensoverdrIvmInternationSamenw_20;OverigeInkomensoverdrachten_21;TotaalKapitaaloverdrExclVermogen_22;Investeringsbijdragen_23;OverigeKapitaaloverdrachten_24;TotaalOverigeInkomsten_25;InvesteringenInEigenBeheer_26;Subsidies_27;ToegerekendeSocialePremies_28;TotaalUitgaven_29;TotaalBeloningVanWerknemers_30;Lonen_31;SocialePremiesTLVWerkgevers_32;AankopenGoederenEnDiensten_33;TotaalNettoInvesteringen_34;TotaalNettoInvestInVasteActiva_35;TotaalBrutoInvestInVasteActiva_36;AankopenInvesteringsgoederen_37;VerkopenInvesteringsgoederen_38;Afschrijvingen_39;VeranderingenInVoorradenInclKos_40;Afschrijvingen_41;SaldoAanEnVerkopenVanNietGepro_42;TotaalInkomenUitVermogen_43;Rente_44;InkomenUitGrondEnMineraleReserves_45;TotaalUitkeringen_46;TotaalSocialeUitkeringenInGeld_47;UitkeringenWettSocVerzInGeld_48;UitkeringenSocialeVoorzieningInGeld_49;TotaalSocialeUitkeringenInNatura_50;UitkeringenWettSocVerzInNatura_51;UitkeringenSocVoorzieningInNatura_52;TotaalSubsidies_53;ProductgebondenSubsidies_54;NietProductgebondenSubsidies_55;TotaalInkomensoverdrachten_56;InkomensoverdrachtenBinnenDeOverheid_57;InkomensoverdrIvmInternationSamenw_58;OverigeInkomensoverdrachten_59;TotaalKapitaaloverdrachten_60;Investeringsbijdragen_61;OverigeKapitaaloverdrachten_62;TotaalOverigeUitgaven_63;BelastingenOpProductieEnInvoer_64;UitkSocVerzRechtstrDoorWerkgevers_65;TotaalVorderingensaldo_66;Inkomsten_67;Uitgaven_68;TotaalExploitatiesaldo_69;Vorderingensaldo_70;NettoInvesteringen_71;SaldoAanEnVerkopenVanNiet_72;TotaalAardgasbaten_73;Dividenden_74;InkomenUitGrondEnMineraleReserves_75;Vennootschapsbelasting_76;WerkelijkeRenteInkomsten_77;WerkelijkeRenteUitgaven_78;BNIAfdrachten_79
10;Overheid;1979;77690.0;39063.0;15997.0;14569.0;9863.0;4706.0;1428.0;22740.0;21069.0;1671.0;326.0;24134.0;3228.0;7453.0;2297.0;2332.0;2824.0;435.0;0.0;180.0;255.0;97.0;;;3280.0;318.0;0.0;2962.0;81424.0;21588.0;15677.0;5911.0;7303.0;2174.0;2169.0;5945.0;;;-3776.0;5.0;3776.0;-517.0;5010.0;5010.0;0.0;32599.0;24515.0;20282.0;4233.0;8084.0;6828.0;1256.0;2644.0;2238.0;406.0;1312.0;0.0;929.0;383.0;2417.0;;;3118.0;156.0;2962.0;-3734.0;77690.0;-81424.0;-5391.0;-3734.0;-2174.0;517.0;4450.0;;;;2254.0;5110.0;
11;Overheid;1980;83583.0;41339.0;16483.0;14947.0;10474.0;4473.0;1536.0;24519.0;22661.0;1858.0;337.0;26048.0;3697.0;8965.0;2494.0;2622.0;3849.0;319.0;0.0;107.0;212.0;122.0;41.0;81.0;3093.0;346.0;0.0;2747.0;90023.0;22723.0;16471.0;6252.0;7936.0;2412.0;2407.0;6625.0;;;-4218.0;5.0;4218.0;-291.0;6032.0;6031.0;1.0;36059.0;27154.0;22468.0;4686.0;8905.0;7581.0;1324.0;2841.0;2401.0;440.0;1329.0;0.0;900.0;429.0;3840.0;3199.0;641.0;2924.0;177.0;2747.0;-6440.0;83583.0;-90023.0;-8561.0;-6440.0;-2412.0;291.0;6270.0;;;;2448.0;6138.0;
12;Overheid;1981;88815.0;41639.0;16603.0;14923.0;10545.0;4378.0;1680.0;24683.0;22798.0;1885.0;353.0;28187.0;4013.0;11316.0;2793.0;2973.0;5550.0;378.0;0.0;139.0;239.0;112.0;28.0;84.0;3170.0;354.0;0.0;2816.0;97235.0;23394.0;17026.0;6368.0;8687.0;2157.0;2151.0;6763.0;;;-4612.0;6.0;4612.0;-337.0;7506.0;7505.0;1.0;39337.0;29659.0;23760.0;5899.0;9678.0;8207.0;1471.0;3058.0;2615.0;443.0;1466.0;0.0;982.0;484.0;4351.0;3726.0;625.0;3004.0;188.0;2816.0;-8420.0;88815.0;-97235.0;-10240.0;-8420.0;-2157.0;337.0;8670.0;;;;2744.0;7619.0;
13;Overheid;1982;94113.0;43105.0;17382.0;15587.0;10846.0;4741.0;1795.0;25403.0;23433.0;1970.0;320.0;30915.0;4538.0;11901.0;2800.0;3365.0;5736.0;401.0;0.0;159.0;242.0;120.0;26.0;94.0;3133.0;350.0;0.0;2783.0;105088.0;24280.0;17970.0;6310.0;9464.0;1784.0;1778.0;6644.0;;;-4866.0;6.0;4866.0;-399.0;9023.0;9022.0;1.0;43572.0;33011.0;25073.0;7938.0;10561.0;8919.0;1642.0;3479.0;2921.0;558.0;1553.0;0.0;1075.0;478.0;4481.0;3498.0;983.0;2985.0;202.0;2783.0;-10975.0;94113.0;-105088.0;-12360.0;-10975.0;-1784.0;399.0;8800.0;;;;2744.0;9153.0;
14;Overheid;1983;99084.0;42725.0;18210.0;16306.0;11046.0;5260.0;1904.0;24208.0;22172.0;2036.0;307.0;35547.0;4894.0;12249.0;2987.0;3649.0;5613.0;460.0;0.0;194.0;266.0;145.0;50.0;95.0;3064.0;373.0;0.0;2691.0;109193.0;24546.0;17858.0;6688.0;10473.0;1313.0;1307.0;6279.0;;;-4972.0;6.0;4972.0;-697.0;10227.0;10226.0;1.0;45889.0;35013.0;25301.0;9712.0;10876.0;9074.0;1802.0;3853.0;3214.0;639.0;1528.0;0.0;1028.0;500.0;4200.0;3138.0;1062.0;2889.0;198.0;2691.0;-10109.0;99084.0;-109193.0;-10725.0;-10109.0;-1313.0;697.0;8670.0;;;;2921.0;10376.0;
15;Overheid;1984;102217.0;43914.0;19622.0;17665.0;12243.0;5422.0;1957.0;23925.0;21749.0;2176.0;367.0;35296.0;5296.0;13961.0;3363.0;3850.0;6748.0;555.0;0.0;271.0;284.0;137.0;67.0;70.0;3058.0;407.0;0.0;2651.0;112358.0;24304.0;17884.0;6420.0;10738.0;1859.0;1853.0;6998.0;;;-5145.0;6.0;5145.0;-843.0;11449.0;11449.0;0.0;46105.0;35339.0;25118.0;10221.0;10766.0;9171.0;1595.0;4202.0;3545.0;657.0;1827.0;0.0;1349.0;478.0;4714.0;3489.0;1225.0;2858.0;207.0;2651.0;-10141.0;102217.0;-112358.0;-11157.0;-10141.0;-1859.0;843.0;9940.0;;;;3299.0;11598.0;
16;Overheid;1985;107773.0;45574.0;20494.0;18479.0;13043.0;5436.0;2015.0;24708.0;22480.0;2228.0;372.0;36942.0;5572.0;15922.0;3555.0;4598.0;7769.0;554.0;0.0;269.0;285.0;179.0;83.0;96.0;3030.0;394.0;0.0;2636.0;114995.0;24589.0;18245.0;6344.0;11305.0;1541.0;1535.0;6845.0;;;-5310.0;6.0;5310.0;-1001.0;12444.0;12426.0;18.0;46866.0;34647.0;25611.0;9036.0;12219.0;9484.0;2735.0;4728.0;4121.0;607.0;1707.0;0.0;1215.0;492.0;4652.0;3621.0;1031.0;2854.0;218.0;2636.0;-7222.0;107773.0;-114995.0;-7762.0;-7222.0;-1541.0;1001.0;11120.0;;;;3488.0;12580.0;
17;Overheid;1986;108363.0;48930.0;21714.0;19642.0;13503.0;6139.0;2072.0;26772.0;24432.0;2340.0;444.0;36938.0;5917.0;12677.0;3547.0;4379.0;4751.0;562.0;0.0;272.0;290.0;186.0;60.0;126.0;3153.0;420.0;0.0;2733.0;117930.0;24941.0;18554.0;6387.0;11611.0;1120.0;1113.0;6487.0;;;-5374.0;7.0;5374.0;-940.0;12816.0;12806.0;10.0;47805.0;34693.0;25782.0;8911.0;13112.0;10289.0;2823.0;4639.0;4026.0;613.0;1735.0;0.0;1300.0;435.0;5863.0;4822.0;1041.0;2966.0;233.0;2733.0;-9567.0;108363.0;-117930.0;-9747.0;-9567.0;-1120.0;940.0;7310.0;;;;3479.0;12963.0;
18;Overheid;1987;110815.0;51992.0;23022.0;20757.0;14340.0;6417.0;2265.0;28454.0;25992.0;2462.0;516.0;38782.0;6412.0;9453.0;3160.0;3569.0;2724.0;693.0;0.0;244.0;449.0;140.0;70.0;70.0;3343.0;488.0;0.0;2855.0;122054.0;25539.0;18622.0;6917.0;12906.0;1229.0;1223.0;6755.0;;;-5532.0;6.0;5532.0;-1014.0;12760.0;12744.0;16.0;49113.0;35048.0;26187.0;8861.0;14065.0;11123.0;2942.0;4878.0;4216.0;662.0;1612.0;0.0;1205.0;407.0;6409.0;5445.0;964.0;3090.0;235.0;2855.0;-11239.0;110815.0;-122054.0;-11454.0;-11239.0;-1229.0;1014.0;4090.0;;;;3093.0;12901.0;
19;Overheid;1988;113466.0;54334.0;23723.0;21397.0;14921.0;6476.0;2326.0;30116.0;27541.0;2575.0;495.0;40084.0;6620.0;8292.0;3258.0;2907.0;2127.0;721.0;0.0;265.0;456.0;127.0;71.0;56.0;3288.0;422.0;0.0;2866.0;122676.0;25478.0;18702.0;6776.0;13502.0;1374.0;1367.0;7119.0;;;-5752.0;7.0;5752.0;-1317.0;13143.0;13129.0;14.0;50158.0;35844.0;27198.0;8646.0;14314.0;11373.0;2941.0;4895.0;4212.0;683.0;1657.0;0.0;1251.0;406.0;4934.0;3976.0;958.0;3100.0;234.0;2866.0;-9210.0;113466.0;-122676.0;-9267.0;-9210.0;-1374.0;1317.0;2860.0;;;;3188.0;13296.0;
20;Overheid;1989;113877.0;54890.0;23535.0;21169.0;14476.0;6693.0;2366.0;30842.0;28099.0;2743.0;513.0;38706.0;6973.0;8897.0;3712.0;2986.0;2199.0;711.0;0.0;228.0;483.0;213.0;97.0;116.0;3487.0;490.0;0.0;2997.0;125397.0;25523.0;19128.0;6395.0;14185.0;1218.0;1210.0;7251.0;;;-6041.0;8.0;6041.0;-1040.0;13223.0;13211.0;12.0;51462.0;36540.0;25442.0;11098.0;14922.0;12415.0;2507.0;5263.0;4478.0;785.0;1934.0;0.0;1324.0;610.0;4347.0;3365.0;982.0;3241.0;244.0;2997.0;-11520.0;113877.0;-125397.0;-11698.0;-11520.0;-1218.0;1040.0;2960.0;;;;3643.0;13367.0;146.0
21;Overheid;1990;120833.0;62197.0;25105.0;22603.0;15234.0;7369.0;2502.0;36565.0;33656.0;2909.0;527.0;36937.0;7329.0;9865.0;3961.0;3306.0;2598.0;653.0;0.0;198.0;455.0;179.0;102.0;77.0;3673.0;444.0;0.0;3229.0;133795.0;26401.0;21598.0;4803.0;15080.0;1494.0;1486.0;7828.0;;;-6342.0;8.0;6342.0;-1404.0;14134.0;14120.0;14.0;57042.0;41229.0;29986.0;11243.0;15813.0;13330.0;2483.0;5481.0;4687.0;794.0;1836.0;0.0;1453.0;383.0;3902.0;2821.0;1081.0;3487.0;258.0;3229.0;-12962.0;120833.0;-133795.0;-13052.0;-12962.0;-1494.0;1404.0;3570.0;;;;3899.0;14263.0;5.0
22;Overheid;1991;134528.0;69111.0;26674.0;24063.0;16472.0;7591.0;2611.0;41838.0;38726.0;3112.0;599.0;41005.0;8161.0;11379.0;4269.0;3751.0;3359.0;791.0;0.0;232.0;559.0;297.0;109.0;188.0;3784.0;501.0;0.0;3283.0;141402.0;27623.0;22648.0;4975.0;16246.0;1529.0;1520.0;8190.0;;;-6670.0;9.0;6670.0;-944.0;15481.0;15464.0;17.0;60153.0;42489.0;31455.0;11034.0;17664.0;14678.0;2986.0;5486.0;5062.0;424.0;2393.0;0.0;1603.0;790.0;3203.0;2331.0;872.0;3562.0;279.0;3283.0;-6874.0;134528.0;-141402.0;-7459.0;-6874.0;-1529.0;944.0;4890.0;;;;4201.0;15620.0;342.0
23;Overheid;1992;138241.0;69309.0;27799.0;24908.0;16031.0;8877.0;2891.0;40874.0;37637.0;3237.0;636.0;44107.0;8837.0;10905.0;4778.0;3191.0;2936.0;864.0;0.0;216.0;648.0;243.0;116.0;127.0;3976.0;594.0;0.0;3382.0;149390.0;29286.0;24056.0;5230.0;16997.0;1906.0;1897.0;8828.0;;;-6931.0;9.0;6931.0;-1494.0;16721.0;16703.0;18.0;63908.0;44163.0;33042.0;11121.0;19745.0;16503.0;3242.0;5941.0;5547.0;394.0;2666.0;0.0;1707.0;959.0;2858.0;2021.0;837.0;3670.0;288.0;3382.0;-11149.0;138241.0;-149390.0;-11561.0;-11149.0;-1906.0;1494.0;4060.0;;;;4730.0;16815.0;388.0
24;Overheid;1993;146071.0;75448.0;30474.0;27390.0;17362.0;10028.0;3084.0;44292.0;40541.0;3751.0;682.0;45063.0;9791.0;10408.0;4553.0;3050.0;2805.0;977.0;0.0;239.0;738.0;284.0;115.0;169.0;4100.0;592.0;0.0;3508.0;153784.0;30414.0;25008.0;5406.0;18096.0;1688.0;1679.0;8873.0;;;-7194.0;9.0;7194.0;-1676.0;16800.0;16782.0;18.0;66017.0;45225.0;34372.0;10853.0;20792.0;17474.0;3318.0;5528.0;5127.0;401.0;3106.0;0.0;1768.0;1338.0;2796.0;1996.0;800.0;3821.0;313.0;3508.0;-7713.0;146071.0;-153784.0;-7725.0;-7713.0;-1688.0;1676.0;3780.0;;;;4511.0;16985.0;736.0
25;Overheid;1994;145032.0;70187.0;30870.0;27648.0;16780.0;10868.0;3222.0;38468.0;34644.0;3824.0;849.0;49871.0;9977.0;9453.0;3956.0;3104.0;2393.0;1065.0;0.0;319.0;746.0;299.0;135.0;164.0;4180.0;612.0;0.0;3568.0;155250.0;31215.0;25625.0;5590.0;19145.0;1829.0;1819.0;9231.0;;;-7412.0;10.0;7412.0;-1677.0;16092.0;16073.0;19.0;65642.0;43904.0;32717.0;11187.0;21738.0;17854.0;3884.0;5458.0;4957.0;501.0;3314.0;0.0;1833.0;1481.0;2919.0;1898.0;1021.0;3901.0;333.0;3568.0;-10218.0;145032.0;-155250.0;-10370.0;-10218.0;-1829.0;1677.0;3250.0;;;;3862.0;16652.0;880.0
26;Overheid;1995;144168.0;70835.0;32573.0;29299.0;18046.0;11253.0;3274.0;37481.0;33520.0;3961.0;781.0;48443.0;10101.0;8961.0;3658.0;2710.0;2593.0;1148.0;0.0;353.0;795.0;239.0;109.0;130.0;4441.0;519.0;247.0;3675.0;172305.0;32345.0;25470.0;6875.0;20201.0;1657.0;1653.0;9632.0;;;-7979.0;4.0;7979.0;-917.0;17223.0;17199.0;24.0;65285.0;42624.0;32329.0;10295.0;22661.0;18355.0;4306.0;3076.0;2342.0;734.0;3437.0;0.0;1986.0;1451.0;17976.0;1574.0;16402.0;4043.0;368.0;3675.0;-28137.0;144168.0;-172305.0;-28877.0;-28137.0;-1657.0;917.0;3770.0;;;;3549.0;17856.0;774.0
27;Overheid;1996;152020.0;76924.0;35414.0;32015.0;19840.0;12175.0;3399.0;40621.0;36110.0;4511.0;889.0;48723.0;10671.0;8655.0;2894.0;2886.0;2875.0;1380.0;0.0;411.0;969.0;867.0;90.0;777.0;4800.0;545.0;448.0;3807.0;158064.0;32391.0;25422.0;6969.0;21313.0;2395.0;2389.0;10655.0;;;-8266.0;6.0;8266.0;-1991.0;16974.0;16951.0;23.0;64885.0;42744.0;32616.0;10128.0;22141.0;17900.0;4241.0;3570.0;2204.0;1366.0;4041.0;0.0;2144.0;1897.0;2030.0;1419.0;611.0;4190.0;383.0;3807.0;-6044.0;152020.0;-158064.0;-6448.0;-6044.0;-2395.0;1991.0;4360.0;;;;2805.0;17644.0;1264.0
28;Overheid;1997;158443.0;80759.0;38330.0;34911.0;21224.0;13687.0;3419.0;41478.0;37094.0;4384.0;951.0;51653.0;11172.0;8311.0;2601.0;2899.0;2811.0;1394.0;0.0;412.0;982.0;232.0;136.0;96.0;4922.0;525.0;469.0;3928.0;162715.0;33602.0;26618.0;6984.0;22076.0;1463.0;1458.0;10030.0;;;-8572.0;5.0;8572.0;-1335.0;16891.0;16869.0;22.0;66332.0;42336.0;32650.0;9686.0;23996.0;20823.0;3173.0;4232.0;2351.0;1881.0;4327.0;0.0;2197.0;2130.0;2235.0;1390.0;845.0;4320.0;392.0;3928.0;-4272.0;158443.0;-162715.0;-4400.0;-4272.0;-1463.0;1335.0;4310.0;;;;2514.0;17377.0;1444.0
29;Overheid;1998;166012.0;85441.0;41233.0;37642.0;22876.0;14766.0;3591.0;43082.0;38408.0;4674.0;1126.0;54256.0;11523.0;7444.0;2548.0;2835.0;2061.0;1652.0;0.0;331.0;1321.0;222.0;140.0;82.0;5474.0;756.0;623.0;4095.0;169176.0;35280.0;26718.0;8562.0;23374.0;1800.0;1792.0;10734.0;;;-8942.0;8.0;8942.0;-2112.0;16952.0;16932.0;20.0;67424.0;42045.0;31685.0;10360.0;25379.0;21893.0;3486.0;4962.0;2438.0;2524.0;5047.0;0.0;2228.0;2819.0;2996.0;1775.0;1221.0;4511.0;416.0;4095.0;-3164.0;166012.0;-169176.0;-2852.0;-3164.0;-1800.0;2112.0;3450.0;;;;2468.0;17294.0;1832.0
30;Overheid;1999;179333.0;92675.0;45876.0;41875.0;25342.0;16533.0;4001.0;45501.0;40570.0;4931.0;1298.0;59938.0;12308.0;6795.0;2689.0;2662.0;1444.0;1507.0;0.0;372.0;1135.0;301.0;181.0;120.0;5809.0;883.0;639.0;4287.0;177733.0;37441.0;28368.0;9073.0;25615.0;2252.0;2231.0;11651.0;;;-9420.0;21.0;9420.0;-1377.0;16533.0;16515.0;18.0;69048.0;42268.0;32365.0;9903.0;26780.0;23070.0;3710.0;5741.0;2738.0;3003.0;5564.0;0.0;2384.0;3180.0;2768.0;1647.0;1121.0;4728.0;441.0;4287.0;1600.0;179333.0;-177733.0;725.0;1600.0;-2252.0;1377.0;2610.0;;;;2589.0;16893.0;1888.0
