ID;Niveau;SectorenEnDomeinen;CaribischNederland;Perioden;MboStudenten_1
2389;Mbo niveau 2;79000 Bouw en infra;Bonaire;2014/'15;14.0
2390;Mbo niveau 2;79000 Bouw en infra;Bonaire;2015/'16;19.0
2391;Mbo niveau 2;79000 Bouw en infra;Bonaire;2016/'17;14.0
2392;Mbo niveau 2;79000 Bouw en infra;Bonaire;2017/'18;19.0
2393;Mbo niveau 2;79000 Bouw en infra;Bonaire;2018/'19;6.0
2394;Mbo niveau 2;79000 Bouw en infra;Bonaire;2019/'20;0.0
2395;Mbo niveau 2;79000 Bouw en infra;Bonaire;2020/'21;0.0
2396;Mbo niveau 2;79000 Bouw en infra;Bonaire;2021/'22;0.0
2397;Mbo niveau 2;79000 Bouw en infra;Bonaire;2022/'23;0.0
2398;Mbo niveau 2;79000 Bouw en infra;Bonaire;2023/'24;0.0
2399;Mbo niveau 2;79000 Bouw en infra;Bonaire;2024/'25;0.0
2400;Mbo niveau 2;79000 Bouw en infra;Sint Eustatius;2009/'10;
2401;Mbo niveau 2;79000 Bouw en infra;Sint Eustatius;2010/'11;
2402;Mbo niveau 2;79000 Bouw en infra;Sint Eustatius;2011/'12;
2403;Mbo niveau 2;79000 Bouw en infra;Sint Eustatius;2012/'13;0.0
2404;Mbo niveau 2;79000 Bouw en infra;Sint Eustatius;2013/'14;0.0
2405;Mbo niveau 2;79000 Bouw en infra;Sint Eustatius;2014/'15;0.0
2406;Mbo niveau 2;79000 Bouw en infra;Sint Eustatius;2015/'16;0.0
2407;Mbo niveau 2;79000 Bouw en infra;Sint Eustatius;2016/'17;0.0
2408;Mbo niveau 2;79000 Bouw en infra;Sint Eustatius;2017/'18;0.0
2409;Mbo niveau 2;79000 Bouw en infra;Sint Eustatius;2018/'19;0.0
2410;Mbo niveau 2;79000 Bouw en infra;Sint Eustatius;2019/'20;0.0
2411;Mbo niveau 2;79000 Bouw en infra;Sint Eustatius;2020/'21;0.0
2412;Mbo niveau 2;79000 Bouw en infra;Sint Eustatius;2021/'22;
2413;Mbo niveau 2;79000 Bouw en infra;Sint Eustatius;2022/'23;
2414;Mbo niveau 2;79000 Bouw en infra;Sint Eustatius;2023/'24;
2415;Mbo niveau 2;79000 Bouw en infra;Sint Eustatius;2024/'25;
2416;Mbo niveau 2;79000 Bouw en infra;Saba;2009/'10;
2417;Mbo niveau 2;79000 Bouw en infra;Saba;2010/'11;
2418;Mbo niveau 2;79000 Bouw en infra;Saba;2011/'12;
2419;Mbo niveau 2;79000 Bouw en infra;Saba;2012/'13;0.0
2420;Mbo niveau 2;79000 Bouw en infra;Saba;2013/'14;0.0
2421;Mbo niveau 2;79000 Bouw en infra;Saba;2014/'15;0.0
2422;Mbo niveau 2;79000 Bouw en infra;Saba;2015/'16;0.0
2423;Mbo niveau 2;79000 Bouw en infra;Saba;2016/'17;0.0
2424;Mbo niveau 2;79000 Bouw en infra;Saba;2017/'18;0.0
2425;Mbo niveau 2;79000 Bouw en infra;Saba;2018/'19;0.0
2426;Mbo niveau 2;79000 Bouw en infra;Saba;2019/'20;0.0
2427;Mbo niveau 2;79000 Bouw en infra;Saba;2020/'21;0.0
2428;Mbo niveau 2;79000 Bouw en infra;Saba;2021/'22;
2429;Mbo niveau 2;79000 Bouw en infra;Saba;2022/'23;
2430;Mbo niveau 2;79000 Bouw en infra;Saba;2023/'24;
2431;Mbo niveau 2;79000 Bouw en infra;Saba;2024/'25;
2432;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2009/'10;0.0
2433;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2010/'11;15.0
2434;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2011/'12;26.0
2435;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2012/'13;
2436;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2013/'14;36.0
2437;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2014/'15;6.0
2438;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2015/'16;24.0
2439;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2016/'17;21.0
2440;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2017/'18;4.0
2441;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2018/'19;11.0
2442;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2019/'20;16.0
2443;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2020/'21;13.0
2444;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2021/'22;26.0
2445;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2022/'23;27.0
2446;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2023/'24;19.0
2447;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Caribisch Nederland;2024/'25;6.0
2448;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Bonaire;2009/'10;0.0
2449;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Bonaire;2010/'11;15.0
2450;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Bonaire;2011/'12;26.0
2451;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Bonaire;2012/'13;
2452;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Bonaire;2013/'14;28.0
2453;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Bonaire;2014/'15;0.0
2454;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Bonaire;2015/'16;21.0
2455;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Bonaire;2016/'17;17.0
2456;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Bonaire;2017/'18;0.0
2457;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Bonaire;2018/'19;8.0
2458;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Bonaire;2019/'20;15.0
2459;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Bonaire;2020/'21;13.0
2460;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Bonaire;2021/'22;26.0
2461;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Bonaire;2022/'23;27.0
2462;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Bonaire;2023/'24;19.0
2463;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Bonaire;2024/'25;6.0
2464;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Sint Eustatius;2009/'10;
2465;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Sint Eustatius;2010/'11;
2466;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Sint Eustatius;2011/'12;
2467;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Sint Eustatius;2012/'13;0.0
2468;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Sint Eustatius;2013/'14;0.0
2469;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Sint Eustatius;2014/'15;0.0
2470;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Sint Eustatius;2015/'16;0.0
2471;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Sint Eustatius;2016/'17;0.0
2472;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Sint Eustatius;2017/'18;0.0
2473;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Sint Eustatius;2018/'19;0.0
2474;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Sint Eustatius;2019/'20;0.0
2475;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Sint Eustatius;2020/'21;0.0
2476;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Sint Eustatius;2021/'22;
2477;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Sint Eustatius;2022/'23;
2478;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Sint Eustatius;2023/'24;
2479;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Sint Eustatius;2024/'25;
2480;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Saba;2009/'10;
2481;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Saba;2010/'11;
2482;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Saba;2011/'12;
2483;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Saba;2012/'13;7.0
2484;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Saba;2013/'14;8.0
2485;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Saba;2014/'15;6.0
2486;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Saba;2015/'16;3.0
2487;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Saba;2016/'17;4.0
2488;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Saba;2017/'18;4.0
2489;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Saba;2018/'19;3.0
2490;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Saba;2019/'20;1.0
2491;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Saba;2020/'21;0.0
2492;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Saba;2021/'22;
2493;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Saba;2022/'23;
2494;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Saba;2023/'24;
2495;Mbo niveau 2;79010 Afbouw, hout en onderhoud;Saba;2024/'25;
2496;Mbo niveau 2;79020 Techniek en procesindustrie;Caribisch Nederland;2009/'10;0.0
2497;Mbo niveau 2;79020 Techniek en procesindustrie;Caribisch Nederland;2010/'11;0.0
2498;Mbo niveau 2;79020 Techniek en procesindustrie;Caribisch Nederland;2011/'12;1.0
2499;Mbo niveau 2;79020 Techniek en procesindustrie;Caribisch Nederland;2012/'13;
2500;Mbo niveau 2;79020 Techniek en procesindustrie;Caribisch Nederland;2013/'14;21.0
2501;Mbo niveau 2;79020 Techniek en procesindustrie;Caribisch Nederland;2014/'15;4.0
2502;Mbo niveau 2;79020 Techniek en procesindustrie;Caribisch Nederland;2015/'16;13.0
2503;Mbo niveau 2;79020 Techniek en procesindustrie;Caribisch Nederland;2016/'17;25.0
2504;Mbo niveau 2;79020 Techniek en procesindustrie;Caribisch Nederland;2017/'18;22.0
2505;Mbo niveau 2;79020 Techniek en procesindustrie;Caribisch Nederland;2018/'19;25.0
2506;Mbo niveau 2;79020 Techniek en procesindustrie;Caribisch Nederland;2019/'20;23.0
2507;Mbo niveau 2;79020 Techniek en procesindustrie;Caribisch Nederland;2020/'21;25.0
2508;Mbo niveau 2;79020 Techniek en procesindustrie;Caribisch Nederland;2021/'22;27.0
2509;Mbo niveau 2;79020 Techniek en procesindustrie;Caribisch Nederland;2022/'23;30.0
2510;Mbo niveau 2;79020 Techniek en procesindustrie;Caribisch Nederland;2023/'24;20.0
2511;Mbo niveau 2;79020 Techniek en procesindustrie;Caribisch Nederland;2024/'25;28.0
2512;Mbo niveau 2;79020 Techniek en procesindustrie;Bonaire;2009/'10;0.0
2513;Mbo niveau 2;79020 Techniek en procesindustrie;Bonaire;2010/'11;0.0
2514;Mbo niveau 2;79020 Techniek en procesindustrie;Bonaire;2011/'12;1.0
2515;Mbo niveau 2;79020 Techniek en procesindustrie;Bonaire;2012/'13;
2516;Mbo niveau 2;79020 Techniek en procesindustrie;Bonaire;2013/'14;21.0
2517;Mbo niveau 2;79020 Techniek en procesindustrie;Bonaire;2014/'15;4.0
2518;Mbo niveau 2;79020 Techniek en procesindustrie;Bonaire;2015/'16;13.0
2519;Mbo niveau 2;79020 Techniek en procesindustrie;Bonaire;2016/'17;25.0
2520;Mbo niveau 2;79020 Techniek en procesindustrie;Bonaire;2017/'18;22.0
2521;Mbo niveau 2;79020 Techniek en procesindustrie;Bonaire;2018/'19;25.0
2522;Mbo niveau 2;79020 Techniek en procesindustrie;Bonaire;2019/'20;23.0
2523;Mbo niveau 2;79020 Techniek en procesindustrie;Bonaire;2020/'21;25.0
2524;Mbo niveau 2;79020 Techniek en procesindustrie;Bonaire;2021/'22;27.0
2525;Mbo niveau 2;79020 Techniek en procesindustrie;Bonaire;2022/'23;30.0
2526;Mbo niveau 2;79020 Techniek en procesindustrie;Bonaire;2023/'24;20.0
2527;Mbo niveau 2;79020 Techniek en procesindustrie;Bonaire;2024/'25;28.0
2528;Mbo niveau 2;79020 Techniek en procesindustrie;Sint Eustatius;2009/'10;
2529;Mbo niveau 2;79020 Techniek en procesindustrie;Sint Eustatius;2010/'11;
2530;Mbo niveau 2;79020 Techniek en procesindustrie;Sint Eustatius;2011/'12;
2531;Mbo niveau 2;79020 Techniek en procesindustrie;Sint Eustatius;2012/'13;0.0
2532;Mbo niveau 2;79020 Techniek en procesindustrie;Sint Eustatius;2013/'14;0.0
2533;Mbo niveau 2;79020 Techniek en procesindustrie;Sint Eustatius;2014/'15;0.0
2534;Mbo niveau 2;79020 Techniek en procesindustrie;Sint Eustatius;2015/'16;0.0
2535;Mbo niveau 2;79020 Techniek en procesindustrie;Sint Eustatius;2016/'17;0.0
2536;Mbo niveau 2;79020 Techniek en procesindustrie;Sint Eustatius;2017/'18;0.0
2537;Mbo niveau 2;79020 Techniek en procesindustrie;Sint Eustatius;2018/'19;0.0
2538;Mbo niveau 2;79020 Techniek en procesindustrie;Sint Eustatius;2019/'20;0.0
2539;Mbo niveau 2;79020 Techniek en procesindustrie;Sint Eustatius;2020/'21;0.0
2540;Mbo niveau 2;79020 Techniek en procesindustrie;Sint Eustatius;2021/'22;
2541;Mbo niveau 2;79020 Techniek en procesindustrie;Sint Eustatius;2022/'23;
2542;Mbo niveau 2;79020 Techniek en procesindustrie;Sint Eustatius;2023/'24;
2543;Mbo niveau 2;79020 Techniek en procesindustrie;Sint Eustatius;2024/'25;
2544;Mbo niveau 2;79020 Techniek en procesindustrie;Saba;2009/'10;
2545;Mbo niveau 2;79020 Techniek en procesindustrie;Saba;2010/'11;
2546;Mbo niveau 2;79020 Techniek en procesindustrie;Saba;2011/'12;
2547;Mbo niveau 2;79020 Techniek en procesindustrie;Saba;2012/'13;0.0
2548;Mbo niveau 2;79020 Techniek en procesindustrie;Saba;2013/'14;0.0
2549;Mbo niveau 2;79020 Techniek en procesindustrie;Saba;2014/'15;0.0
2550;Mbo niveau 2;79020 Techniek en procesindustrie;Saba;2015/'16;0.0
2551;Mbo niveau 2;79020 Techniek en procesindustrie;Saba;2016/'17;0.0
2552;Mbo niveau 2;79020 Techniek en procesindustrie;Saba;2017/'18;0.0
2553;Mbo niveau 2;79020 Techniek en procesindustrie;Saba;2018/'19;0.0
2554;Mbo niveau 2;79020 Techniek en procesindustrie;Saba;2019/'20;0.0
2555;Mbo niveau 2;79020 Techniek en procesindustrie;Saba;2020/'21;0.0
2556;Mbo niveau 2;79020 Techniek en procesindustrie;Saba;2021/'22;
2557;Mbo niveau 2;79020 Techniek en procesindustrie;Saba;2022/'23;
2558;Mbo niveau 2;79020 Techniek en procesindustrie;Saba;2023/'24;
2559;Mbo niveau 2;79020 Techniek en procesindustrie;Saba;2024/'25;
2560;Mbo niveau 2;79040 Media en vormgeving;Caribisch Nederland;2009/'10;0.0
2561;Mbo niveau 2;79040 Media en vormgeving;Caribisch Nederland;2010/'11;0.0
2562;Mbo niveau 2;79040 Media en vormgeving;Caribisch Nederland;2011/'12;0.0
2563;Mbo niveau 2;79040 Media en vormgeving;Caribisch Nederland;2012/'13;
2564;Mbo niveau 2;79040 Media en vormgeving;Caribisch Nederland;2013/'14;0.0
2565;Mbo niveau 2;79040 Media en vormgeving;Caribisch Nederland;2014/'15;0.0
2566;Mbo niveau 2;79040 Media en vormgeving;Caribisch Nederland;2015/'16;0.0
2567;Mbo niveau 2;79040 Media en vormgeving;Caribisch Nederland;2016/'17;0.0
2568;Mbo niveau 2;79040 Media en vormgeving;Caribisch Nederland;2017/'18;0.0
2569;Mbo niveau 2;79040 Media en vormgeving;Caribisch Nederland;2018/'19;0.0
2570;Mbo niveau 2;79040 Media en vormgeving;Caribisch Nederland;2019/'20;0.0
2571;Mbo niveau 2;79040 Media en vormgeving;Caribisch Nederland;2020/'21;0.0
2572;Mbo niveau 2;79040 Media en vormgeving;Caribisch Nederland;2021/'22;0.0
2573;Mbo niveau 2;79040 Media en vormgeving;Caribisch Nederland;2022/'23;0.0
2574;Mbo niveau 2;79040 Media en vormgeving;Caribisch Nederland;2023/'24;0.0
2575;Mbo niveau 2;79040 Media en vormgeving;Caribisch Nederland;2024/'25;0.0
2576;Mbo niveau 2;79040 Media en vormgeving;Bonaire;2009/'10;0.0
2577;Mbo niveau 2;79040 Media en vormgeving;Bonaire;2010/'11;0.0
2578;Mbo niveau 2;79040 Media en vormgeving;Bonaire;2011/'12;0.0
2579;Mbo niveau 2;79040 Media en vormgeving;Bonaire;2012/'13;
2580;Mbo niveau 2;79040 Media en vormgeving;Bonaire;2013/'14;0.0
2581;Mbo niveau 2;79040 Media en vormgeving;Bonaire;2014/'15;0.0
2582;Mbo niveau 2;79040 Media en vormgeving;Bonaire;2015/'16;0.0
2583;Mbo niveau 2;79040 Media en vormgeving;Bonaire;2016/'17;0.0
2584;Mbo niveau 2;79040 Media en vormgeving;Bonaire;2017/'18;0.0
2585;Mbo niveau 2;79040 Media en vormgeving;Bonaire;2018/'19;0.0
2586;Mbo niveau 2;79040 Media en vormgeving;Bonaire;2019/'20;0.0
2587;Mbo niveau 2;79040 Media en vormgeving;Bonaire;2020/'21;0.0
2588;Mbo niveau 2;79040 Media en vormgeving;Bonaire;2021/'22;0.0
2589;Mbo niveau 2;79040 Media en vormgeving;Bonaire;2022/'23;0.0
2590;Mbo niveau 2;79040 Media en vormgeving;Bonaire;2023/'24;0.0
2591;Mbo niveau 2;79040 Media en vormgeving;Bonaire;2024/'25;0.0
2592;Mbo niveau 2;79040 Media en vormgeving;Sint Eustatius;2009/'10;
2593;Mbo niveau 2;79040 Media en vormgeving;Sint Eustatius;2010/'11;
2594;Mbo niveau 2;79040 Media en vormgeving;Sint Eustatius;2011/'12;
2595;Mbo niveau 2;79040 Media en vormgeving;Sint Eustatius;2012/'13;0.0
2596;Mbo niveau 2;79040 Media en vormgeving;Sint Eustatius;2013/'14;0.0
2597;Mbo niveau 2;79040 Media en vormgeving;Sint Eustatius;2014/'15;0.0
2598;Mbo niveau 2;79040 Media en vormgeving;Sint Eustatius;2015/'16;0.0
2599;Mbo niveau 2;79040 Media en vormgeving;Sint Eustatius;2016/'17;0.0
2600;Mbo niveau 2;79040 Media en vormgeving;Sint Eustatius;2017/'18;0.0
2601;Mbo niveau 2;79040 Media en vormgeving;Sint Eustatius;2018/'19;0.0
2602;Mbo niveau 2;79040 Media en vormgeving;Sint Eustatius;2019/'20;0.0
2603;Mbo niveau 2;79040 Media en vormgeving;Sint Eustatius;2020/'21;0.0
2604;Mbo niveau 2;79040 Media en vormgeving;Sint Eustatius;2021/'22;
2605;Mbo niveau 2;79040 Media en vormgeving;Sint Eustatius;2022/'23;
2606;Mbo niveau 2;79040 Media en vormgeving;Sint Eustatius;2023/'24;
2607;Mbo niveau 2;79040 Media en vormgeving;Sint Eustatius;2024/'25;
2608;Mbo niveau 2;79040 Media en vormgeving;Saba;2009/'10;
2609;Mbo niveau 2;79040 Media en vormgeving;Saba;2010/'11;
2610;Mbo niveau 2;79040 Media en vormgeving;Saba;2011/'12;
2611;Mbo niveau 2;79040 Media en vormgeving;Saba;2012/'13;0.0
2612;Mbo niveau 2;79040 Media en vormgeving;Saba;2013/'14;0.0
2613;Mbo niveau 2;79040 Media en vormgeving;Saba;2014/'15;0.0
2614;Mbo niveau 2;79040 Media en vormgeving;Saba;2015/'16;0.0
2615;Mbo niveau 2;79040 Media en vormgeving;Saba;2016/'17;0.0
2616;Mbo niveau 2;79040 Media en vormgeving;Saba;2017/'18;0.0
2617;Mbo niveau 2;79040 Media en vormgeving;Saba;2018/'19;0.0
2618;Mbo niveau 2;79040 Media en vormgeving;Saba;2019/'20;0.0
2619;Mbo niveau 2;79040 Media en vormgeving;Saba;2020/'21;0.0
2620;Mbo niveau 2;79040 Media en vormgeving;Saba;2021/'22;
2621;Mbo niveau 2;79040 Media en vormgeving;Saba;2022/'23;
2622;Mbo niveau 2;79040 Media en vormgeving;Saba;2023/'24;
2623;Mbo niveau 2;79040 Media en vormgeving;Saba;2024/'25;
2624;Mbo niveau 2;79050 Informatie en communicatietechn...;Caribisch Nederland;2009/'10;0.0
2625;Mbo niveau 2;79050 Informatie en communicatietechn...;Caribisch Nederland;2010/'11;0.0
2626;Mbo niveau 2;79050 Informatie en communicatietechn...;Caribisch Nederland;2011/'12;0.0
2627;Mbo niveau 2;79050 Informatie en communicatietechn...;Caribisch Nederland;2012/'13;
2628;Mbo niveau 2;79050 Informatie en communicatietechn...;Caribisch Nederland;2013/'14;0.0
2629;Mbo niveau 2;79050 Informatie en communicatietechn...;Caribisch Nederland;2014/'15;0.0
2630;Mbo niveau 2;79050 Informatie en communicatietechn...;Caribisch Nederland;2015/'16;0.0
2631;Mbo niveau 2;79050 Informatie en communicatietechn...;Caribisch Nederland;2016/'17;0.0
2632;Mbo niveau 2;79050 Informatie en communicatietechn...;Caribisch Nederland;2017/'18;0.0
2633;Mbo niveau 2;79050 Informatie en communicatietechn...;Caribisch Nederland;2018/'19;0.0
2634;Mbo niveau 2;79050 Informatie en communicatietechn...;Caribisch Nederland;2019/'20;0.0
2635;Mbo niveau 2;79050 Informatie en communicatietechn...;Caribisch Nederland;2020/'21;0.0
2636;Mbo niveau 2;79050 Informatie en communicatietechn...;Caribisch Nederland;2021/'22;0.0
2637;Mbo niveau 2;79050 Informatie en communicatietechn...;Caribisch Nederland;2022/'23;0.0
2638;Mbo niveau 2;79050 Informatie en communicatietechn...;Caribisch Nederland;2023/'24;0.0
2639;Mbo niveau 2;79050 Informatie en communicatietechn...;Caribisch Nederland;2024/'25;0.0
2640;Mbo niveau 2;79050 Informatie en communicatietechn...;Bonaire;2009/'10;0.0
2641;Mbo niveau 2;79050 Informatie en communicatietechn...;Bonaire;2010/'11;0.0
2642;Mbo niveau 2;79050 Informatie en communicatietechn...;Bonaire;2011/'12;0.0
2643;Mbo niveau 2;79050 Informatie en communicatietechn...;Bonaire;2012/'13;
2644;Mbo niveau 2;79050 Informatie en communicatietechn...;Bonaire;2013/'14;0.0
2645;Mbo niveau 2;79050 Informatie en communicatietechn...;Bonaire;2014/'15;0.0
2646;Mbo niveau 2;79050 Informatie en communicatietechn...;Bonaire;2015/'16;0.0
2647;Mbo niveau 2;79050 Informatie en communicatietechn...;Bonaire;2016/'17;0.0
2648;Mbo niveau 2;79050 Informatie en communicatietechn...;Bonaire;2017/'18;0.0
2649;Mbo niveau 2;79050 Informatie en communicatietechn...;Bonaire;2018/'19;0.0
2650;Mbo niveau 2;79050 Informatie en communicatietechn...;Bonaire;2019/'20;0.0
2651;Mbo niveau 2;79050 Informatie en communicatietechn...;Bonaire;2020/'21;0.0
2652;Mbo niveau 2;79050 Informatie en communicatietechn...;Bonaire;2021/'22;0.0
2653;Mbo niveau 2;79050 Informatie en communicatietechn...;Bonaire;2022/'23;0.0
2654;Mbo niveau 2;79050 Informatie en communicatietechn...;Bonaire;2023/'24;0.0
2655;Mbo niveau 2;79050 Informatie en communicatietechn...;Bonaire;2024/'25;0.0
2656;Mbo niveau 2;79050 Informatie en communicatietechn...;Sint Eustatius;2009/'10;
2657;Mbo niveau 2;79050 Informatie en communicatietechn...;Sint Eustatius;2010/'11;
2658;Mbo niveau 2;79050 Informatie en communicatietechn...;Sint Eustatius;2011/'12;
2659;Mbo niveau 2;79050 Informatie en communicatietechn...;Sint Eustatius;2012/'13;0.0
2660;Mbo niveau 2;79050 Informatie en communicatietechn...;Sint Eustatius;2013/'14;0.0
2661;Mbo niveau 2;79050 Informatie en communicatietechn...;Sint Eustatius;2014/'15;0.0
2662;Mbo niveau 2;79050 Informatie en communicatietechn...;Sint Eustatius;2015/'16;0.0
2663;Mbo niveau 2;79050 Informatie en communicatietechn...;Sint Eustatius;2016/'17;0.0
2664;Mbo niveau 2;79050 Informatie en communicatietechn...;Sint Eustatius;2017/'18;0.0
2665;Mbo niveau 2;79050 Informatie en communicatietechn...;Sint Eustatius;2018/'19;0.0
2666;Mbo niveau 2;79050 Informatie en communicatietechn...;Sint Eustatius;2019/'20;0.0
2667;Mbo niveau 2;79050 Informatie en communicatietechn...;Sint Eustatius;2020/'21;0.0
2668;Mbo niveau 2;79050 Informatie en communicatietechn...;Sint Eustatius;2021/'22;
2669;Mbo niveau 2;79050 Informatie en communicatietechn...;Sint Eustatius;2022/'23;
2670;Mbo niveau 2;79050 Informatie en communicatietechn...;Sint Eustatius;2023/'24;
2671;Mbo niveau 2;79050 Informatie en communicatietechn...;Sint Eustatius;2024/'25;
2672;Mbo niveau 2;79050 Informatie en communicatietechn...;Saba;2009/'10;
2673;Mbo niveau 2;79050 Informatie en communicatietechn...;Saba;2010/'11;
2674;Mbo niveau 2;79050 Informatie en communicatietechn...;Saba;2011/'12;
2675;Mbo niveau 2;79050 Informatie en communicatietechn...;Saba;2012/'13;0.0
2676;Mbo niveau 2;79050 Informatie en communicatietechn...;Saba;2013/'14;0.0
2677;Mbo niveau 2;79050 Informatie en communicatietechn...;Saba;2014/'15;0.0
2678;Mbo niveau 2;79050 Informatie en communicatietechn...;Saba;2015/'16;0.0
2679;Mbo niveau 2;79050 Informatie en communicatietechn...;Saba;2016/'17;0.0
2680;Mbo niveau 2;79050 Informatie en communicatietechn...;Saba;2017/'18;0.0
2681;Mbo niveau 2;79050 Informatie en communicatietechn...;Saba;2018/'19;0.0
2682;Mbo niveau 2;79050 Informatie en communicatietechn...;Saba;2019/'20;0.0
2683;Mbo niveau 2;79050 Informatie en communicatietechn...;Saba;2020/'21;0.0
2684;Mbo niveau 2;79050 Informatie en communicatietechn...;Saba;2021/'22;
2685;Mbo niveau 2;79050 Informatie en communicatietechn...;Saba;2022/'23;
2686;Mbo niveau 2;79050 Informatie en communicatietechn...;Saba;2023/'24;
2687;Mbo niveau 2;79050 Informatie en communicatietechn...;Saba;2024/'25;
2688;Mbo niveau 2;79090 Economie en administratie;Caribisch Nederland;2009/'10;100.0
2689;Mbo niveau 2;79090 Economie en administratie;Caribisch Nederland;2010/'11;20.0
2690;Mbo niveau 2;79090 Economie en administratie;Caribisch Nederland;2011/'12;29.0
2691;Mbo niveau 2;79090 Economie en administratie;Caribisch Nederland;2012/'13;
2692;Mbo niveau 2;79090 Economie en administratie;Caribisch Nederland;2013/'14;47.0
2693;Mbo niveau 2;79090 Economie en administratie;Caribisch Nederland;2014/'15;36.0
2694;Mbo niveau 2;79090 Economie en administratie;Caribisch Nederland;2015/'16;34.0
2695;Mbo niveau 2;79090 Economie en administratie;Caribisch Nederland;2016/'17;22.0
2696;Mbo niveau 2;79090 Economie en administratie;Caribisch Nederland;2017/'18;28.0
2697;Mbo niveau 2;79090 Economie en administratie;Caribisch Nederland;2018/'19;21.0
2698;Mbo niveau 2;79090 Economie en administratie;Caribisch Nederland;2019/'20;11.0
2699;Mbo niveau 2;79090 Economie en administratie;Caribisch Nederland;2020/'21;16.0
2700;Mbo niveau 2;79090 Economie en administratie;Caribisch Nederland;2021/'22;26.0
2701;Mbo niveau 2;79090 Economie en administratie;Caribisch Nederland;2022/'23;28.0
2702;Mbo niveau 2;79090 Economie en administratie;Caribisch Nederland;2023/'24;36.0
2703;Mbo niveau 2;79090 Economie en administratie;Caribisch Nederland;2024/'25;39.0
2704;Mbo niveau 2;79090 Economie en administratie;Bonaire;2009/'10;100.0
2705;Mbo niveau 2;79090 Economie en administratie;Bonaire;2010/'11;20.0
