ID;Woningtype;RegioS;Perioden;TeKoopStaandeWoningen_1;GemiddeldeAanbodtijd_2;GemiddeldeVraagprijs_3;GemiddeldeVraagprijsPerM_4
0;Totaal;Nederland;2013 februari;210000.0;17.0;298000.0;2250.0
1;Totaal;Nederland;2013 maart;210000.0;18.0;297000.0;2230.0
2;Totaal;Nederland;2013 april;210000.0;18.0;296000.0;2220.0
3;Totaal;Nederland;2013 mei;210000.0;18.0;296000.0;2220.0
4;Totaal;Nederland;2013 juni;210000.0;18.0;296000.0;2220.0
5;Totaal;Nederland;2013 juli;210000.0;18.0;296000.0;2220.0
6;Totaal;Nederland;2013 augustus;210000.0;19.0;296000.0;2210.0
7;Totaal;Nederland;2013 september;210000.0;18.0;296000.0;2210.0
8;Totaal;Nederland;2013 oktober;210000.0;18.0;294000.0;2210.0
9;Totaal;Nederland;2013 november;200000.0;18.0;293000.0;2200.0
10;Totaal;Nederland;2013 december;200000.0;19.0;295000.0;2200.0
11;Totaal;Nederland;2014 januari;200000.0;19.0;294000.0;2190.0
12;Totaal;Nederland;2014 februari;200000.0;19.0;292000.0;2180.0
13;Totaal;Nederland;2014 maart;200000.0;19.0;292000.0;2170.0
14;Totaal;Nederland;2014 april;200000.0;19.0;292000.0;2180.0
15;Totaal;Nederland;2014 mei;200000.0;18.0;293000.0;2180.0
16;Totaal;Nederland;2014 juni;200000.0;18.0;293000.0;2170.0
17;Totaal;Nederland;2014 juli;200000.0;19.0;293000.0;2160.0
18;Totaal;Nederland;2014 augustus;200000.0;19.0;292000.0;2160.0
19;Totaal;Nederland;2014 september;190000.0;19.0;294000.0;2160.0
20;Totaal;Nederland;2014 oktober;200000.0;19.0;293000.0;2160.0
21;Totaal;Nederland;2014 november;180000.0;19.0;293000.0;2160.0
22;Totaal;Nederland;2014 december;180000.0;19.0;293000.0;2150.0
23;Totaal;Nederland;2015 januari;180000.0;19.0;293000.0;2140.0
24;Totaal;Nederland;2015 februari;180000.0;19.0;292000.0;2140.0
25;Totaal;Nederland;2015 maart;180000.0;18.0;292000.0;2140.0
26;Totaal;Nederland;2015 april;180000.0;18.0;293000.0;2140.0
27;Totaal;Nederland;2015 mei;180000.0;18.0;293000.0;2140.0
28;Totaal;Nederland;2015 juni;180000.0;18.0;295000.0;2140.0
29;Totaal;Nederland;2015 juli;180000.0;18.0;295000.0;2140.0
30;Totaal;Nederland;2015 augustus;170000.0;18.0;296000.0;2140.0
31;Totaal;Nederland;2015 september;180000.0;18.0;296000.0;2140.0
32;Totaal;Nederland;2015 oktober;170000.0;18.0;296000.0;2140.0
33;Totaal;Nederland;2015 november;160000.0;18.0;297000.0;2130.0
34;Totaal;Nederland;2015 december;160000.0;18.0;297000.0;2130.0
35;Totaal;Nederland;2016 januari;150000.0;18.0;298000.0;2140.0
36;Totaal;Nederland;2016 februari;150000.0;18.0;300000.0;2150.0
37;Totaal;Nederland;2016 maart;150000.0;18.0;301000.0;2160.0
38;Totaal;Nederland;2016 april;150000.0;18.0;303000.0;2160.0
39;Totaal;Nederland;2016 mei;130000.0;18.0;309000.0;2170.0
40;Totaal;Nederland;2016 juni;140000.0;17.0;310000.0;2190.0
41;Totaal;Nederland;2016 juli;130000.0;18.0;312000.0;2180.0
42;Totaal;Nederland;2016 augustus;120000.0;18.0;314000.0;2180.0
43;Totaal;Nederland;2016 september;130000.0;17.0;316000.0;2190.0
44;Totaal;Nederland;2016 oktober;130000.0;16.0;322000.0;2200.0
45;Totaal;Nederland;2016 november;130000.0;16.0;322000.0;2200.0
46;Totaal;Nederland;2016 december;120000.0;16.0;323000.0;2210.0
47;Totaal;Noord-Nederland (LD);2013 februari;25700.0;19.0;245000.0;1760.0
48;Totaal;Noord-Nederland (LD);2013 maart;25800.0;20.0;245000.0;1760.0
49;Totaal;Noord-Nederland (LD);2013 april;25000.0;20.0;245000.0;1750.0
50;Totaal;Noord-Nederland (LD);2013 mei;25400.0;20.0;245000.0;1750.0
51;Totaal;Noord-Nederland (LD);2013 juni;25500.0;20.0;244000.0;1750.0
52;Totaal;Noord-Nederland (LD);2013 juli;24900.0;21.0;244000.0;1740.0
53;Totaal;Noord-Nederland (LD);2013 augustus;24900.0;21.0;244000.0;1740.0
54;Totaal;Noord-Nederland (LD);2013 september;24600.0;21.0;244000.0;1730.0
55;Totaal;Noord-Nederland (LD);2013 oktober;23500.0;20.0;244000.0;1720.0
56;Totaal;Noord-Nederland (LD);2013 november;23300.0;20.0;242000.0;1710.0
57;Totaal;Noord-Nederland (LD);2013 december;22500.0;21.0;243000.0;1710.0
58;Totaal;Noord-Nederland (LD);2014 januari;22600.0;21.0;242000.0;1710.0
59;Totaal;Noord-Nederland (LD);2014 februari;22800.0;21.0;239000.0;1700.0
60;Totaal;Noord-Nederland (LD);2014 maart;22900.0;20.0;238000.0;1690.0
61;Totaal;Noord-Nederland (LD);2014 april;23100.0;20.0;238000.0;1690.0
62;Totaal;Noord-Nederland (LD);2014 mei;23500.0;20.0;237000.0;1690.0
63;Totaal;Noord-Nederland (LD);2014 juni;23600.0;20.0;237000.0;1690.0
64;Totaal;Noord-Nederland (LD);2014 juli;23100.0;20.0;237000.0;1690.0
65;Totaal;Noord-Nederland (LD);2014 augustus;22900.0;21.0;238000.0;1690.0
66;Totaal;Noord-Nederland (LD);2014 september;22400.0;21.0;237000.0;1680.0
67;Totaal;Noord-Nederland (LD);2014 oktober;22700.0;21.0;237000.0;1680.0
68;Totaal;Noord-Nederland (LD);2014 november;22200.0;21.0;234000.0;1670.0
69;Totaal;Noord-Nederland (LD);2014 december;21600.0;22.0;234000.0;1670.0
70;Totaal;Noord-Nederland (LD);2015 januari;21900.0;21.0;238000.0;1680.0
71;Totaal;Noord-Nederland (LD);2015 februari;22400.0;21.0;238000.0;1680.0
72;Totaal;Noord-Nederland (LD);2015 maart;21900.0;21.0;238000.0;1680.0
73;Totaal;Noord-Nederland (LD);2015 april;22900.0;20.0;237000.0;1680.0
74;Totaal;Noord-Nederland (LD);2015 mei;23000.0;20.0;237000.0;1680.0
