ID;AantalSporen;RegioS;SpoorwegenSoort;Perioden;LengteSpoorwegtraject_1
0;Totaal;Nederland;Totaal spoorwegtraject;2005;2810
1;Totaal;Nederland;Totaal spoorwegtraject;2006;2797
2;Totaal;Nederland;Totaal spoorwegtraject;2007;2801
3;Totaal;Nederland;Totaal spoorwegtraject;2008;2888
4;Totaal;Nederland;Totaal spoorwegtraject;2009;2896
5;Totaal;Nederland;Totaal spoorwegtraject;2010;3013
6;Totaal;Nederland;Totaal spoorwegtraject;2011;3013
7;Totaal;Nederland;Totaal spoorwegtraject;2012;3013
8;Totaal;Nederland;Totaal spoorwegtraject;2013;3013
9;Totaal;Nederland;Totaal spoorwegtraject;2014;3032
10;Totaal;Nederland;Totaal spoorwegtraject;2015;3031
11;Totaal;Nederland;Totaal spoorwegtraject;2016;3058
12;Totaal;Nederland;Totaal spoorwegtraject;2017;3055
13;Totaal;Nederland;Totaal spoorwegtraject;2018;3040
14;Totaal;Nederland;Totaal spoorwegtraject;2019;3040
15;Totaal;Nederland;Totaal spoorwegtraject;2020;3041
16;Totaal;Nederland;Totaal spoorwegtraject;2021;3041
17;Totaal;Nederland;Totaal spoorwegtraject;2022;3041
18;Totaal;Nederland;Totaal spoorwegtraject;2023;3041
19;Totaal;Nederland;Totaal spoorwegtraject;2024;3043
20;Totaal;Nederland;Spoorwegtraject met bovenleiding;2005;1954
21;Totaal;Nederland;Spoorwegtraject met bovenleiding;2006;2022
22;Totaal;Nederland;Spoorwegtraject met bovenleiding;2007;2039
23;Totaal;Nederland;Spoorwegtraject met bovenleiding;2008;2155
24;Totaal;Nederland;Spoorwegtraject met bovenleiding;2009;2155
25;Totaal;Nederland;Spoorwegtraject met bovenleiding;2010;2266
26;Totaal;Nederland;Spoorwegtraject met bovenleiding;2011;2266
27;Totaal;Nederland;Spoorwegtraject met bovenleiding;2012;2266
28;Totaal;Nederland;Spoorwegtraject met bovenleiding;2013;2266
29;Totaal;Nederland;Spoorwegtraject met bovenleiding;2014;2307
30;Totaal;Nederland;Spoorwegtraject met bovenleiding;2015;2302
31;Totaal;Nederland;Spoorwegtraject met bovenleiding;2016;2314
32;Totaal;Nederland;Spoorwegtraject met bovenleiding;2017;2310
33;Totaal;Nederland;Spoorwegtraject met bovenleiding;2018;2224
34;Totaal;Nederland;Spoorwegtraject met bovenleiding;2019;2224
35;Totaal;Nederland;Spoorwegtraject met bovenleiding;2020;2225
36;Totaal;Nederland;Spoorwegtraject met bovenleiding;2021;2264
37;Totaal;Nederland;Spoorwegtraject met bovenleiding;2022;2265
38;Totaal;Nederland;Spoorwegtraject met bovenleiding;2023;2267
39;Totaal;Nederland;Spoorwegtraject met bovenleiding;2024;2265
40;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2005;734
41;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2006;709
42;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2007;758
43;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2008;734
44;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2009;741
45;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2010;747
46;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2011;747
47;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2012;747
48;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2013;747
49;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2014;725
50;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2015;729
51;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2016;744
52;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2017;745
53;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2018;815
54;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2019;815
55;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2020;815
56;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2021;777
57;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2022;776
58;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2023;774
59;Totaal;Nederland;Spoorwegtraject zonder bovenleiding;2024;778
60;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2005;121
61;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2006;66
62;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2007;5
63;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2008;0
64;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2009;0
65;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2010;0
66;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2011;0
67;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2012;0
68;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2013;0
69;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2014;0
70;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2015;0
71;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2016;0
72;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2017;0
73;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2018;0
74;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2019;0
75;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2020;0
76;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2021;0
77;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2022;0
78;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2023;0
79;Totaal;Nederland;Aanwezigheid bovenleiding onbekend;2024;0
80;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2005;434
81;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2006;411
82;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2007;411
83;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2008;419
84;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2009;413
85;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2010;419
86;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2011;419
87;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2012;419
88;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2013;419
89;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2014;418
90;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2015;418
91;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2016;418
92;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2017;418
93;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2018;421
94;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2019;421
95;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2020;421
96;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2021;422
97;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2022;422
98;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2023;422
99;Totaal;Noord-Nederland (LD);Totaal spoorwegtraject;2024;422
100;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2005;158
101;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2006;163
102;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2007;163
103;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2008;163
104;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2009;163
105;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2010;163
106;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2011;164
107;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2012;164
108;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2013;164
109;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2014;164
110;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2015;164
111;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2016;169
112;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2017;166
113;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2018;160
114;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2019;160
115;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2020;160
116;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2021;160
117;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2022;161
118;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2023;161
119;Totaal;Noord-Nederland (LD);Spoorwegtraject met bovenleiding;2024;161
120;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2005;259
121;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2006;243
122;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2007;248
123;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2008;255
124;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2009;249
125;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2010;255
126;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2011;255
127;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2012;255
128;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2013;255
129;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2014;254
130;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2015;254
131;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2016;249
132;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2017;252
133;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2018;262
134;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2019;262
135;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2020;262
136;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2021;262
137;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2022;261
