ID;AantalSporen;RegioS;SpoorwegenSoort;Perioden;LengteSpoorwegtraject_1
138;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2023;261
139;Totaal;Noord-Nederland (LD);Spoorwegtraject zonder bovenleiding;2024;261
140;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2005;17
141;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2006;6
142;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2007;0
143;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2008;0
144;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2009;0
145;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2010;0
146;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2011;0
147;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2012;0
148;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2013;0
149;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2014;0
150;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2015;0
151;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2016;0
152;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2017;0
153;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2018;0
154;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2019;0
155;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2020;0
156;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2021;0
157;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2022;0
158;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2023;0
159;Totaal;Noord-Nederland (LD);Aanwezigheid bovenleiding onbekend;2024;0
160;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2005;794
161;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2006;800
162;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2007;799
163;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2008;884
164;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2009;884
165;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2010;884
166;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2011;884
167;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2012;884
168;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2013;884
169;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2014;927
170;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2015;927
171;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2016;922
172;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2017;922
173;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2018;924
174;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2019;924
175;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2020;925
176;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2021;924
177;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2022;925
178;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2023;925
179;Totaal;Oost-Nederland (LD);Totaal spoorwegtraject;2024;925
180;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2005;526
181;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2006;524
182;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2007;524
183;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2008;609
184;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2009;609
185;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2010;609
186;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2011;609
187;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2012;609
188;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2013;609
189;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2014;652
190;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2015;652
191;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2016;649
192;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2017;649
193;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2018;663
194;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2019;663
195;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2020;664
196;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2021;703
197;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2022;703
198;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2023;703
199;Totaal;Oost-Nederland (LD);Spoorwegtraject met bovenleiding;2024;703
200;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2005;260
201;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2006;271
202;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2007;275
203;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2008;275
204;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2009;275
205;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2010;275
206;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2011;275
207;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2012;275
208;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2013;275
209;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2014;275
210;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2015;275
211;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2016;273
212;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2017;273
213;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2018;261
214;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2019;261
215;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2020;261
216;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2021;222
217;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2022;222
218;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2023;222
219;Totaal;Oost-Nederland (LD);Spoorwegtraject zonder bovenleiding;2024;222
220;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2005;8
221;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2006;5
222;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2007;0
223;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2008;0
224;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2009;0
225;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2010;0
226;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2011;0
227;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2012;0
228;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2013;0
229;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2014;0
230;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2015;0
231;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2016;0
232;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2017;0
233;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2018;0
234;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2019;0
235;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2020;0
236;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2021;0
237;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2022;0
238;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2023;0
239;Totaal;Oost-Nederland (LD);Aanwezigheid bovenleiding onbekend;2024;0
240;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2005;969
241;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2006;1004
242;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2007;1009
243;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2008;1016
244;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2009;1023
245;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2010;1102
246;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2011;1103
247;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2012;1103
248;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2013;1103
249;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2014;1084
250;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2015;1082
251;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2016;1112
252;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2017;1110
253;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2018;1093
254;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2019;1093
255;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2020;1093
256;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2021;1093
257;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2022;1093
258;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2023;1093
259;Totaal;West-Nederland (LD);Totaal spoorwegtraject;2024;1094
260;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2005;849
261;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2006;905
262;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2007;922
263;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2008;951
264;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2009;951
265;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2010;1031
266;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2011;1031
267;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2012;1031
268;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2013;1031
269;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2014;1030
270;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2015;1024
271;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2016;1032
272;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2017;1032
273;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2018;950
274;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2019;950
275;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2020;950
276;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2021;950
277;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2022;950
278;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2023;945
279;Totaal;West-Nederland (LD);Spoorwegtraject met bovenleiding;2024;943
280;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2005;78
281;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2006;88
282;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2007;87
283;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2008;65
284;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2009;72
285;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2010;72
286;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2011;72
287;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2012;72
288;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2013;72
289;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2014;54
290;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2015;58
291;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2016;80
292;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2017;78
293;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2018;143
294;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2019;143
295;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2020;143
296;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2021;143
297;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2022;143
298;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2023;148
299;Totaal;West-Nederland (LD);Spoorwegtraject zonder bovenleiding;2024;151
300;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2005;43
301;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2006;10
302;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2007;0
303;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2008;0
304;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2009;0
305;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2010;0
306;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2011;0
307;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2012;0
308;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2013;0
309;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2014;0
310;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2015;0
311;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2016;0
312;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2017;0
313;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2018;0
314;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2019;0
315;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2020;0
316;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2021;0
317;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2022;0
318;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2023;0
319;Totaal;West-Nederland (LD);Aanwezigheid bovenleiding onbekend;2024;0
320;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2005;612
321;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2006;581
322;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2007;582
323;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2008;570
324;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2009;576
325;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2010;608
326;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2011;609
327;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2012;609
328;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2013;609
329;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2014;604
330;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2015;604
331;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2016;606
332;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2017;606
333;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2018;602
334;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2019;602
335;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2020;602
336;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2021;602
337;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2022;602
338;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2023;602
339;Totaal;Zuid-Nederland (LD);Totaal spoorwegtraject;2024;602
340;Totaal;Zuid-Nederland (LD);Spoorwegtraject met bovenleiding;2005;422
341;Totaal;Zuid-Nederland (LD);Spoorwegtraject met bovenleiding;2006;430
342;Totaal;Zuid-Nederland (LD);Spoorwegtraject met bovenleiding;2007;430
343;Totaal;Zuid-Nederland (LD);Spoorwegtraject met bovenleiding;2008;430
344;Totaal;Zuid-Nederland (LD);Spoorwegtraject met bovenleiding;2009;430
345;Totaal;Zuid-Nederland (LD);Spoorwegtraject met bovenleiding;2010;463
346;Totaal;Zuid-Nederland (LD);Spoorwegtraject met bovenleiding;2011;463
347;Totaal;Zuid-Nederland (LD);Spoorwegtraject met bovenleiding;2012;463
348;Totaal;Zuid-Nederland (LD);Spoorwegtraject met bovenleiding;2013;463
349;Totaal;Zuid-Nederland (LD);Spoorwegtraject met bovenleiding;2014;463
350;Totaal;Zuid-Nederland (LD);Spoorwegtraject met bovenleiding;2015;463
351;Totaal;Zuid-Nederland (LD);Spoorwegtraject met bovenleiding;2016;464
352;Totaal;Zuid-Nederland (LD);Spoorwegtraject met bovenleiding;2017;464
353;Totaal;Zuid-Nederland (LD);Spoorwegtraject met bovenleiding;2018;452
354;Totaal;Zuid-Nederland (LD);Spoorwegtraject met bovenleiding;2019;452
355;Totaal;Zuid-Nederland (LD);Spoorwegtraject met bovenleiding;2020;452
