ID;Bedrijfsomvang;BedrijfstakkenBranchesSBI2008;FinancieleBedrijfsgegevens;Perioden;BenedengrensWaarde_1;GemiddeldeWaarde_2;BovengrensWaarde_3;BenedengrensWaarde_4;GemiddeldeWaarde_5;BovengrensWaarde_6
270;1 werkzame persoon;0128 Teelt van specerijen;Afschrijvingen;2008;;;;;;
271;1 werkzame persoon;0128 Teelt van specerijen;Afschrijvingen;2009;;;;;;
272;1 werkzame persoon;0128 Teelt van specerijen;Afschrijvingen;2010;;;;;;
273;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Totale bedrijfsopbrengsten;2008;;;;;;
274;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Totale bedrijfsopbrengsten;2009;;;;;;
275;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Totale bedrijfsopbrengsten;2010;;;;;;
276;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Totale bedrijfslasten;2008;;;;;;
277;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Totale bedrijfslasten;2009;;;;;;
278;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Totale bedrijfslasten;2010;;;;;;
279;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Inkoopwaarde omzet;2008;;;;;;
280;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Inkoopwaarde omzet;2009;;;;;;
281;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Inkoopwaarde omzet;2010;;;;;;
282;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Personele kosten;2008;;;;;;
283;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Personele kosten;2009;;;;;;
284;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Personele kosten;2010;;;;;;
285;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Overige bedrijfslasten;2008;;;;;;
286;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Overige bedrijfslasten;2009;;;;;;
287;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Overige bedrijfslasten;2010;;;;;;
288;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Bedrijfsresultaat;2008;;;;;;
289;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Bedrijfsresultaat;2009;;;;;;
290;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Bedrijfsresultaat;2010;;;;;;
291;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Afschrijvingen;2008;;;;;;
292;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Afschrijvingen;2009;;;;;;
293;1 werkzame persoon;0129 Teelt van overig meerjarig gewas;Afschrijvingen;2010;;;;;;
294;1 werkzame persoon;013 Teelt van sierplanten;Totale bedrijfsopbrengsten;2008;;;;;;
295;1 werkzame persoon;013 Teelt van sierplanten;Totale bedrijfsopbrengsten;2009;;;;;;
296;1 werkzame persoon;013 Teelt van sierplanten;Totale bedrijfsopbrengsten;2010;;;;;;
297;1 werkzame persoon;013 Teelt van sierplanten;Totale bedrijfslasten;2008;;;;;;
298;1 werkzame persoon;013 Teelt van sierplanten;Totale bedrijfslasten;2009;;;;;;
299;1 werkzame persoon;013 Teelt van sierplanten;Totale bedrijfslasten;2010;;;;;;
300;1 werkzame persoon;013 Teelt van sierplanten;Inkoopwaarde omzet;2008;;;;;;
301;1 werkzame persoon;013 Teelt van sierplanten;Inkoopwaarde omzet;2009;;;;;;
302;1 werkzame persoon;013 Teelt van sierplanten;Inkoopwaarde omzet;2010;;;;;;
303;1 werkzame persoon;013 Teelt van sierplanten;Personele kosten;2008;;;;;;
304;1 werkzame persoon;013 Teelt van sierplanten;Personele kosten;2009;;;;;;
305;1 werkzame persoon;013 Teelt van sierplanten;Personele kosten;2010;;;;;;
306;1 werkzame persoon;013 Teelt van sierplanten;Overige bedrijfslasten;2008;;;;;;
307;1 werkzame persoon;013 Teelt van sierplanten;Overige bedrijfslasten;2009;;;;;;
308;1 werkzame persoon;013 Teelt van sierplanten;Overige bedrijfslasten;2010;;;;;;
309;1 werkzame persoon;013 Teelt van sierplanten;Bedrijfsresultaat;2008;;;;;;
310;1 werkzame persoon;013 Teelt van sierplanten;Bedrijfsresultaat;2009;;;;;;
311;1 werkzame persoon;013 Teelt van sierplanten;Bedrijfsresultaat;2010;;;;;;
312;1 werkzame persoon;013 Teelt van sierplanten;Afschrijvingen;2008;;;;;;
313;1 werkzame persoon;013 Teelt van sierplanten;Afschrijvingen;2009;;;;;;
314;1 werkzame persoon;013 Teelt van sierplanten;Afschrijvingen;2010;;;;;;
315;1 werkzame persoon;0130 Teelt van sierplanten;Totale bedrijfsopbrengsten;2008;;;;;;
316;1 werkzame persoon;0130 Teelt van sierplanten;Totale bedrijfsopbrengsten;2009;;;;;;
317;1 werkzame persoon;0130 Teelt van sierplanten;Totale bedrijfsopbrengsten;2010;;;;;;
318;1 werkzame persoon;0130 Teelt van sierplanten;Totale bedrijfslasten;2008;;;;;;
319;1 werkzame persoon;0130 Teelt van sierplanten;Totale bedrijfslasten;2009;;;;;;
320;1 werkzame persoon;0130 Teelt van sierplanten;Totale bedrijfslasten;2010;;;;;;
321;1 werkzame persoon;0130 Teelt van sierplanten;Inkoopwaarde omzet;2008;;;;;;
322;1 werkzame persoon;0130 Teelt van sierplanten;Inkoopwaarde omzet;2009;;;;;;
323;1 werkzame persoon;0130 Teelt van sierplanten;Inkoopwaarde omzet;2010;;;;;;
324;1 werkzame persoon;0130 Teelt van sierplanten;Personele kosten;2008;;;;;;
325;1 werkzame persoon;0130 Teelt van sierplanten;Personele kosten;2009;;;;;;
326;1 werkzame persoon;0130 Teelt van sierplanten;Personele kosten;2010;;;;;;
327;1 werkzame persoon;0130 Teelt van sierplanten;Overige bedrijfslasten;2008;;;;;;
328;1 werkzame persoon;0130 Teelt van sierplanten;Overige bedrijfslasten;2009;;;;;;
329;1 werkzame persoon;0130 Teelt van sierplanten;Overige bedrijfslasten;2010;;;;;;
330;1 werkzame persoon;0130 Teelt van sierplanten;Bedrijfsresultaat;2008;;;;;;
331;1 werkzame persoon;0130 Teelt van sierplanten;Bedrijfsresultaat;2009;;;;;;
332;1 werkzame persoon;0130 Teelt van sierplanten;Bedrijfsresultaat;2010;;;;;;
333;1 werkzame persoon;0130 Teelt van sierplanten;Afschrijvingen;2008;;;;;;
334;1 werkzame persoon;0130 Teelt van sierplanten;Afschrijvingen;2009;;;;;;
335;1 werkzame persoon;0130 Teelt van sierplanten;Afschrijvingen;2010;;;;;;
336;1 werkzame persoon;014 Veeteelt en fokkerijen;Totale bedrijfsopbrengsten;2008;;;;;;
337;1 werkzame persoon;014 Veeteelt en fokkerijen;Totale bedrijfsopbrengsten;2009;;;;;;
338;1 werkzame persoon;014 Veeteelt en fokkerijen;Totale bedrijfsopbrengsten;2010;;;;;;
339;1 werkzame persoon;014 Veeteelt en fokkerijen;Totale bedrijfslasten;2008;;;;;;
340;1 werkzame persoon;014 Veeteelt en fokkerijen;Totale bedrijfslasten;2009;;;;;;
341;1 werkzame persoon;014 Veeteelt en fokkerijen;Totale bedrijfslasten;2010;;;;;;
342;1 werkzame persoon;014 Veeteelt en fokkerijen;Inkoopwaarde omzet;2008;;;;;;
343;1 werkzame persoon;014 Veeteelt en fokkerijen;Inkoopwaarde omzet;2009;;;;;;
344;1 werkzame persoon;014 Veeteelt en fokkerijen;Inkoopwaarde omzet;2010;;;;;;
345;1 werkzame persoon;014 Veeteelt en fokkerijen;Personele kosten;2008;;;;;;
346;1 werkzame persoon;014 Veeteelt en fokkerijen;Personele kosten;2009;;;;;;
347;1 werkzame persoon;014 Veeteelt en fokkerijen;Personele kosten;2010;;;;;;
348;1 werkzame persoon;014 Veeteelt en fokkerijen;Overige bedrijfslasten;2008;;;;;;
349;1 werkzame persoon;014 Veeteelt en fokkerijen;Overige bedrijfslasten;2009;;;;;;
350;1 werkzame persoon;014 Veeteelt en fokkerijen;Overige bedrijfslasten;2010;;;;;;
351;1 werkzame persoon;014 Veeteelt en fokkerijen;Bedrijfsresultaat;2008;;;;;;
352;1 werkzame persoon;014 Veeteelt en fokkerijen;Bedrijfsresultaat;2009;;;;;;
353;1 werkzame persoon;014 Veeteelt en fokkerijen;Bedrijfsresultaat;2010;;;;;;
354;1 werkzame persoon;014 Veeteelt en fokkerijen;Afschrijvingen;2008;;;;;;
355;1 werkzame persoon;014 Veeteelt en fokkerijen;Afschrijvingen;2009;;;;;;
356;1 werkzame persoon;014 Veeteelt en fokkerijen;Afschrijvingen;2010;;;;;;
357;1 werkzame persoon;0141 Melkveehouderij;Totale bedrijfsopbrengsten;2008;;;;;;
358;1 werkzame persoon;0141 Melkveehouderij;Totale bedrijfsopbrengsten;2009;;;;;;
359;1 werkzame persoon;0141 Melkveehouderij;Totale bedrijfsopbrengsten;2010;;;;;;
360;1 werkzame persoon;0141 Melkveehouderij;Totale bedrijfslasten;2008;;;;;;
361;1 werkzame persoon;0141 Melkveehouderij;Totale bedrijfslasten;2009;;;;;;
362;1 werkzame persoon;0141 Melkveehouderij;Totale bedrijfslasten;2010;;;;;;
363;1 werkzame persoon;0141 Melkveehouderij;Inkoopwaarde omzet;2008;;;;;;
364;1 werkzame persoon;0141 Melkveehouderij;Inkoopwaarde omzet;2009;;;;;;
365;1 werkzame persoon;0141 Melkveehouderij;Inkoopwaarde omzet;2010;;;;;;
366;1 werkzame persoon;0141 Melkveehouderij;Personele kosten;2008;;;;;;
367;1 werkzame persoon;0141 Melkveehouderij;Personele kosten;2009;;;;;;
368;1 werkzame persoon;0141 Melkveehouderij;Personele kosten;2010;;;;;;
369;1 werkzame persoon;0141 Melkveehouderij;Overige bedrijfslasten;2008;;;;;;
370;1 werkzame persoon;0141 Melkveehouderij;Overige bedrijfslasten;2009;;;;;;
371;1 werkzame persoon;0141 Melkveehouderij;Overige bedrijfslasten;2010;;;;;;
372;1 werkzame persoon;0141 Melkveehouderij;Bedrijfsresultaat;2008;;;;;;
373;1 werkzame persoon;0141 Melkveehouderij;Bedrijfsresultaat;2009;;;;;;
374;1 werkzame persoon;0141 Melkveehouderij;Bedrijfsresultaat;2010;;;;;;
375;1 werkzame persoon;0141 Melkveehouderij;Afschrijvingen;2008;;;;;;
376;1 werkzame persoon;0141 Melkveehouderij;Afschrijvingen;2009;;;;;;
377;1 werkzame persoon;0141 Melkveehouderij;Afschrijvingen;2010;;;;;;
378;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Totale bedrijfsopbrengsten;2008;;;;;;
379;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Totale bedrijfsopbrengsten;2009;;;;;;
380;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Totale bedrijfsopbrengsten;2010;;;;;;
381;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Totale bedrijfslasten;2008;;;;;;
382;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Totale bedrijfslasten;2009;;;;;;
383;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Totale bedrijfslasten;2010;;;;;;
384;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Inkoopwaarde omzet;2008;;;;;;
385;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Inkoopwaarde omzet;2009;;;;;;
386;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Inkoopwaarde omzet;2010;;;;;;
387;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Personele kosten;2008;;;;;;
388;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Personele kosten;2009;;;;;;
389;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Personele kosten;2010;;;;;;
390;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Overige bedrijfslasten;2008;;;;;;
391;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Overige bedrijfslasten;2009;;;;;;
392;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Overige bedrijfslasten;2010;;;;;;
393;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Bedrijfsresultaat;2008;;;;;;
394;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Bedrijfsresultaat;2009;;;;;;
395;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Bedrijfsresultaat;2010;;;;;;
396;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Afschrijvingen;2008;;;;;;
397;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Afschrijvingen;2009;;;;;;
398;1 werkzame persoon;0142 Rundveehouderij (geen melkvee);Afschrijvingen;2010;;;;;;
399;1 werkzame persoon;0143 Paardenfokkerij;Totale bedrijfsopbrengsten;2008;;;;;;
400;1 werkzame persoon;0143 Paardenfokkerij;Totale bedrijfsopbrengsten;2009;;;;;;
401;1 werkzame persoon;0143 Paardenfokkerij;Totale bedrijfsopbrengsten;2010;;;;;;
402;1 werkzame persoon;0143 Paardenfokkerij;Totale bedrijfslasten;2008;;;;;;
403;1 werkzame persoon;0143 Paardenfokkerij;Totale bedrijfslasten;2009;;;;;;
404;1 werkzame persoon;0143 Paardenfokkerij;Totale bedrijfslasten;2010;;;;;;
405;1 werkzame persoon;0143 Paardenfokkerij;Inkoopwaarde omzet;2008;;;;;;
406;1 werkzame persoon;0143 Paardenfokkerij;Inkoopwaarde omzet;2009;;;;;;
407;1 werkzame persoon;0143 Paardenfokkerij;Inkoopwaarde omzet;2010;;;;;;
408;1 werkzame persoon;0143 Paardenfokkerij;Personele kosten;2008;;;;;;
409;1 werkzame persoon;0143 Paardenfokkerij;Personele kosten;2009;;;;;;
410;1 werkzame persoon;0143 Paardenfokkerij;Personele kosten;2010;;;;;;
411;1 werkzame persoon;0143 Paardenfokkerij;Overige bedrijfslasten;2008;;;;;;
412;1 werkzame persoon;0143 Paardenfokkerij;Overige bedrijfslasten;2009;;;;;;
413;1 werkzame persoon;0143 Paardenfokkerij;Overige bedrijfslasten;2010;;;;;;
414;1 werkzame persoon;0143 Paardenfokkerij;Bedrijfsresultaat;2008;;;;;;
415;1 werkzame persoon;0143 Paardenfokkerij;Bedrijfsresultaat;2009;;;;;;
416;1 werkzame persoon;0143 Paardenfokkerij;Bedrijfsresultaat;2010;;;;;;
417;1 werkzame persoon;0143 Paardenfokkerij;Afschrijvingen;2008;;;;;;
418;1 werkzame persoon;0143 Paardenfokkerij;Afschrijvingen;2009;;;;;;
419;1 werkzame persoon;0143 Paardenfokkerij;Afschrijvingen;2010;;;;;;
420;1 werkzame persoon;0145 Schapen- en geitenhouderij;Totale bedrijfsopbrengsten;2008;;;;;;
421;1 werkzame persoon;0145 Schapen- en geitenhouderij;Totale bedrijfsopbrengsten;2009;;;;;;
422;1 werkzame persoon;0145 Schapen- en geitenhouderij;Totale bedrijfsopbrengsten;2010;;;;;;
423;1 werkzame persoon;0145 Schapen- en geitenhouderij;Totale bedrijfslasten;2008;;;;;;
424;1 werkzame persoon;0145 Schapen- en geitenhouderij;Totale bedrijfslasten;2009;;;;;;
425;1 werkzame persoon;0145 Schapen- en geitenhouderij;Totale bedrijfslasten;2010;;;;;;
426;1 werkzame persoon;0145 Schapen- en geitenhouderij;Inkoopwaarde omzet;2008;;;;;;
427;1 werkzame persoon;0145 Schapen- en geitenhouderij;Inkoopwaarde omzet;2009;;;;;;
428;1 werkzame persoon;0145 Schapen- en geitenhouderij;Inkoopwaarde omzet;2010;;;;;;
429;1 werkzame persoon;0145 Schapen- en geitenhouderij;Personele kosten;2008;;;;;;
430;1 werkzame persoon;0145 Schapen- en geitenhouderij;Personele kosten;2009;;;;;;
431;1 werkzame persoon;0145 Schapen- en geitenhouderij;Personele kosten;2010;;;;;;
432;1 werkzame persoon;0145 Schapen- en geitenhouderij;Overige bedrijfslasten;2008;;;;;;
433;1 werkzame persoon;0145 Schapen- en geitenhouderij;Overige bedrijfslasten;2009;;;;;;
434;1 werkzame persoon;0145 Schapen- en geitenhouderij;Overige bedrijfslasten;2010;;;;;;
435;1 werkzame persoon;0145 Schapen- en geitenhouderij;Bedrijfsresultaat;2008;;;;;;
436;1 werkzame persoon;0145 Schapen- en geitenhouderij;Bedrijfsresultaat;2009;;;;;;
437;1 werkzame persoon;0145 Schapen- en geitenhouderij;Bedrijfsresultaat;2010;;;;;;
438;1 werkzame persoon;0145 Schapen- en geitenhouderij;Afschrijvingen;2008;;;;;;
439;1 werkzame persoon;0145 Schapen- en geitenhouderij;Afschrijvingen;2009;;;;;;
440;1 werkzame persoon;0145 Schapen- en geitenhouderij;Afschrijvingen;2010;;;;;;
441;1 werkzame persoon;0146 Varkenshouderij;Totale bedrijfsopbrengsten;2008;;;;;;
442;1 werkzame persoon;0146 Varkenshouderij;Totale bedrijfsopbrengsten;2009;;;;;;
443;1 werkzame persoon;0146 Varkenshouderij;Totale bedrijfsopbrengsten;2010;;;;;;
444;1 werkzame persoon;0146 Varkenshouderij;Totale bedrijfslasten;2008;;;;;;
445;1 werkzame persoon;0146 Varkenshouderij;Totale bedrijfslasten;2009;;;;;;
446;1 werkzame persoon;0146 Varkenshouderij;Totale bedrijfslasten;2010;;;;;;
447;1 werkzame persoon;0146 Varkenshouderij;Inkoopwaarde omzet;2008;;;;;;
448;1 werkzame persoon;0146 Varkenshouderij;Inkoopwaarde omzet;2009;;;;;;
449;1 werkzame persoon;0146 Varkenshouderij;Inkoopwaarde omzet;2010;;;;;;
450;1 werkzame persoon;0146 Varkenshouderij;Personele kosten;2008;;;;;;
451;1 werkzame persoon;0146 Varkenshouderij;Personele kosten;2009;;;;;;
452;1 werkzame persoon;0146 Varkenshouderij;Personele kosten;2010;;;;;;
453;1 werkzame persoon;0146 Varkenshouderij;Overige bedrijfslasten;2008;;;;;;
454;1 werkzame persoon;0146 Varkenshouderij;Overige bedrijfslasten;2009;;;;;;
455;1 werkzame persoon;0146 Varkenshouderij;Overige bedrijfslasten;2010;;;;;;
456;1 werkzame persoon;0146 Varkenshouderij;Bedrijfsresultaat;2008;;;;;;
457;1 werkzame persoon;0146 Varkenshouderij;Bedrijfsresultaat;2009;;;;;;
458;1 werkzame persoon;0146 Varkenshouderij;Bedrijfsresultaat;2010;;;;;;
459;1 werkzame persoon;0146 Varkenshouderij;Afschrijvingen;2008;;;;;;
460;1 werkzame persoon;0146 Varkenshouderij;Afschrijvingen;2009;;;;;;
461;1 werkzame persoon;0146 Varkenshouderij;Afschrijvingen;2010;;;;;;
462;1 werkzame persoon;0147 Pluimveehouderij;Totale bedrijfsopbrengsten;2008;;;;;;
463;1 werkzame persoon;0147 Pluimveehouderij;Totale bedrijfsopbrengsten;2009;;;;;;
464;1 werkzame persoon;0147 Pluimveehouderij;Totale bedrijfsopbrengsten;2010;;;;;;
465;1 werkzame persoon;0147 Pluimveehouderij;Totale bedrijfslasten;2008;;;;;;
466;1 werkzame persoon;0147 Pluimveehouderij;Totale bedrijfslasten;2009;;;;;;
467;1 werkzame persoon;0147 Pluimveehouderij;Totale bedrijfslasten;2010;;;;;;
468;1 werkzame persoon;0147 Pluimveehouderij;Inkoopwaarde omzet;2008;;;;;;
469;1 werkzame persoon;0147 Pluimveehouderij;Inkoopwaarde omzet;2009;;;;;;
470;1 werkzame persoon;0147 Pluimveehouderij;Inkoopwaarde omzet;2010;;;;;;
471;1 werkzame persoon;0147 Pluimveehouderij;Personele kosten;2008;;;;;;
472;1 werkzame persoon;0147 Pluimveehouderij;Personele kosten;2009;;;;;;
473;1 werkzame persoon;0147 Pluimveehouderij;Personele kosten;2010;;;;;;
474;1 werkzame persoon;0147 Pluimveehouderij;Overige bedrijfslasten;2008;;;;;;
475;1 werkzame persoon;0147 Pluimveehouderij;Overige bedrijfslasten;2009;;;;;;
476;1 werkzame persoon;0147 Pluimveehouderij;Overige bedrijfslasten;2010;;;;;;
477;1 werkzame persoon;0147 Pluimveehouderij;Bedrijfsresultaat;2008;;;;;;
478;1 werkzame persoon;0147 Pluimveehouderij;Bedrijfsresultaat;2009;;;;;;
479;1 werkzame persoon;0147 Pluimveehouderij;Bedrijfsresultaat;2010;;;;;;
480;1 werkzame persoon;0147 Pluimveehouderij;Afschrijvingen;2008;;;;;;
481;1 werkzame persoon;0147 Pluimveehouderij;Afschrijvingen;2009;;;;;;
482;1 werkzame persoon;0147 Pluimveehouderij;Afschrijvingen;2010;;;;;;
483;1 werkzame persoon;0149 Overige fokkerij en houderij;Totale bedrijfsopbrengsten;2008;;;;;;
484;1 werkzame persoon;0149 Overige fokkerij en houderij;Totale bedrijfsopbrengsten;2009;;;;;;
485;1 werkzame persoon;0149 Overige fokkerij en houderij;Totale bedrijfsopbrengsten;2010;;;;;;
486;1 werkzame persoon;0149 Overige fokkerij en houderij;Totale bedrijfslasten;2008;;;;;;
487;1 werkzame persoon;0149 Overige fokkerij en houderij;Totale bedrijfslasten;2009;;;;;;
488;1 werkzame persoon;0149 Overige fokkerij en houderij;Totale bedrijfslasten;2010;;;;;;
489;1 werkzame persoon;0149 Overige fokkerij en houderij;Inkoopwaarde omzet;2008;;;;;;
490;1 werkzame persoon;0149 Overige fokkerij en houderij;Inkoopwaarde omzet;2009;;;;;;
491;1 werkzame persoon;0149 Overige fokkerij en houderij;Inkoopwaarde omzet;2010;;;;;;
492;1 werkzame persoon;0149 Overige fokkerij en houderij;Personele kosten;2008;;;;;;
493;1 werkzame persoon;0149 Overige fokkerij en houderij;Personele kosten;2009;;;;;;
494;1 werkzame persoon;0149 Overige fokkerij en houderij;Personele kosten;2010;;;;;;
495;1 werkzame persoon;0149 Overige fokkerij en houderij;Overige bedrijfslasten;2008;;;;;;
496;1 werkzame persoon;0149 Overige fokkerij en houderij;Overige bedrijfslasten;2009;;;;;;
497;1 werkzame persoon;0149 Overige fokkerij en houderij;Overige bedrijfslasten;2010;;;;;;
498;1 werkzame persoon;0149 Overige fokkerij en houderij;Bedrijfsresultaat;2008;;;;;;
499;1 werkzame persoon;0149 Overige fokkerij en houderij;Bedrijfsresultaat;2009;;;;;;
500;1 werkzame persoon;0149 Overige fokkerij en houderij;Bedrijfsresultaat;2010;;;;;;
501;1 werkzame persoon;0149 Overige fokkerij en houderij;Afschrijvingen;2008;;;;;;
502;1 werkzame persoon;0149 Overige fokkerij en houderij;Afschrijvingen;2009;;;;;;
503;1 werkzame persoon;0149 Overige fokkerij en houderij;Afschrijvingen;2010;;;;;;
504;1 werkzame persoon;015 Gemengd bedrijf;Totale bedrijfsopbrengsten;2008;;;;;;
505;1 werkzame persoon;015 Gemengd bedrijf;Totale bedrijfsopbrengsten;2009;;;;;;
506;1 werkzame persoon;015 Gemengd bedrijf;Totale bedrijfsopbrengsten;2010;;;;;;
507;1 werkzame persoon;015 Gemengd bedrijf;Totale bedrijfslasten;2008;;;;;;
508;1 werkzame persoon;015 Gemengd bedrijf;Totale bedrijfslasten;2009;;;;;;
509;1 werkzame persoon;015 Gemengd bedrijf;Totale bedrijfslasten;2010;;;;;;
510;1 werkzame persoon;015 Gemengd bedrijf;Inkoopwaarde omzet;2008;;;;;;
511;1 werkzame persoon;015 Gemengd bedrijf;Inkoopwaarde omzet;2009;;;;;;
512;1 werkzame persoon;015 Gemengd bedrijf;Inkoopwaarde omzet;2010;;;;;;
513;1 werkzame persoon;015 Gemengd bedrijf;Personele kosten;2008;;;;;;
514;1 werkzame persoon;015 Gemengd bedrijf;Personele kosten;2009;;;;;;
515;1 werkzame persoon;015 Gemengd bedrijf;Personele kosten;2010;;;;;;
516;1 werkzame persoon;015 Gemengd bedrijf;Overige bedrijfslasten;2008;;;;;;
517;1 werkzame persoon;015 Gemengd bedrijf;Overige bedrijfslasten;2009;;;;;;
518;1 werkzame persoon;015 Gemengd bedrijf;Overige bedrijfslasten;2010;;;;;;
519;1 werkzame persoon;015 Gemengd bedrijf;Bedrijfsresultaat;2008;;;;;;
520;1 werkzame persoon;015 Gemengd bedrijf;Bedrijfsresultaat;2009;;;;;;
521;1 werkzame persoon;015 Gemengd bedrijf;Bedrijfsresultaat;2010;;;;;;
522;1 werkzame persoon;015 Gemengd bedrijf;Afschrijvingen;2008;;;;;;
523;1 werkzame persoon;015 Gemengd bedrijf;Afschrijvingen;2009;;;;;;
524;1 werkzame persoon;015 Gemengd bedrijf;Afschrijvingen;2010;;;;;;
525;1 werkzame persoon;0150 Gemengd bedrijf;Totale bedrijfsopbrengsten;2008;;;;;;
526;1 werkzame persoon;0150 Gemengd bedrijf;Totale bedrijfsopbrengsten;2009;;;;;;
527;1 werkzame persoon;0150 Gemengd bedrijf;Totale bedrijfsopbrengsten;2010;;;;;;
528;1 werkzame persoon;0150 Gemengd bedrijf;Totale bedrijfslasten;2008;;;;;;
529;1 werkzame persoon;0150 Gemengd bedrijf;Totale bedrijfslasten;2009;;;;;;
