ID;Bedrijfsomvang;BedrijfstakkenBranchesSBI2008;FinancieleBedrijfsgegevens;Perioden;BenedengrensWaarde_1;GemiddeldeWaarde_2;BovengrensWaarde_3;BenedengrensWaarde_4;GemiddeldeWaarde_5;BovengrensWaarde_6
624;1 werkzame persoon;0163 Behandeling van gewassen na oogst;Bedrijfsresultaat;2008;;;;;;
625;1 werkzame persoon;0163 Behandeling van gewassen na oogst;Bedrijfsresultaat;2009;;;;;;
626;1 werkzame persoon;0163 Behandeling van gewassen na oogst;Bedrijfsresultaat;2010;;;;;;
627;1 werkzame persoon;0163 Behandeling van gewassen na oogst;Afschrijvingen;2008;;;;;;
628;1 werkzame persoon;0163 Behandeling van gewassen na oogst;Afschrijvingen;2009;;;;;;
629;1 werkzame persoon;0163 Behandeling van gewassen na oogst;Afschrijvingen;2010;;;;;;
630;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Totale bedrijfsopbrengsten;2008;;;;;;
631;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Totale bedrijfsopbrengsten;2009;;;;;;
632;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Totale bedrijfsopbrengsten;2010;;;;;;
633;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Totale bedrijfslasten;2008;;;;;;
634;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Totale bedrijfslasten;2009;;;;;;
635;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Totale bedrijfslasten;2010;;;;;;
636;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Inkoopwaarde omzet;2008;;;;;;
637;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Inkoopwaarde omzet;2009;;;;;;
638;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Inkoopwaarde omzet;2010;;;;;;
639;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Personele kosten;2008;;;;;;
640;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Personele kosten;2009;;;;;;
641;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Personele kosten;2010;;;;;;
642;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Overige bedrijfslasten;2008;;;;;;
643;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Overige bedrijfslasten;2009;;;;;;
644;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Overige bedrijfslasten;2010;;;;;;
645;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Bedrijfsresultaat;2008;;;;;;
646;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Bedrijfsresultaat;2009;;;;;;
647;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Bedrijfsresultaat;2010;;;;;;
648;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Afschrijvingen;2008;;;;;;
649;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Afschrijvingen;2009;;;;;;
650;1 werkzame persoon;0164 Zaadveredelingsbedrijven;Afschrijvingen;2010;;;;;;
651;1 werkzame persoon;017 Jacht;Totale bedrijfsopbrengsten;2008;;;;;;
652;1 werkzame persoon;017 Jacht;Totale bedrijfsopbrengsten;2009;;;;;;
653;1 werkzame persoon;017 Jacht;Totale bedrijfsopbrengsten;2010;;;;;;
654;1 werkzame persoon;017 Jacht;Totale bedrijfslasten;2008;;;;;;
655;1 werkzame persoon;017 Jacht;Totale bedrijfslasten;2009;;;;;;
656;1 werkzame persoon;017 Jacht;Totale bedrijfslasten;2010;;;;;;
657;1 werkzame persoon;017 Jacht;Inkoopwaarde omzet;2008;;;;;;
658;1 werkzame persoon;017 Jacht;Inkoopwaarde omzet;2009;;;;;;
659;1 werkzame persoon;017 Jacht;Inkoopwaarde omzet;2010;;;;;;
660;1 werkzame persoon;017 Jacht;Personele kosten;2008;;;;;;
661;1 werkzame persoon;017 Jacht;Personele kosten;2009;;;;;;
662;1 werkzame persoon;017 Jacht;Personele kosten;2010;;;;;;
663;1 werkzame persoon;017 Jacht;Overige bedrijfslasten;2008;;;;;;
664;1 werkzame persoon;017 Jacht;Overige bedrijfslasten;2009;;;;;;
665;1 werkzame persoon;017 Jacht;Overige bedrijfslasten;2010;;;;;;
666;1 werkzame persoon;017 Jacht;Bedrijfsresultaat;2008;;;;;;
667;1 werkzame persoon;017 Jacht;Bedrijfsresultaat;2009;;;;;;
668;1 werkzame persoon;017 Jacht;Bedrijfsresultaat;2010;;;;;;
669;1 werkzame persoon;017 Jacht;Afschrijvingen;2008;;;;;;
670;1 werkzame persoon;017 Jacht;Afschrijvingen;2009;;;;;;
671;1 werkzame persoon;017 Jacht;Afschrijvingen;2010;;;;;;
672;1 werkzame persoon;0170 Jacht;Totale bedrijfsopbrengsten;2008;;;;;;
673;1 werkzame persoon;0170 Jacht;Totale bedrijfsopbrengsten;2009;;;;;;
674;1 werkzame persoon;0170 Jacht;Totale bedrijfsopbrengsten;2010;;;;;;
675;1 werkzame persoon;0170 Jacht;Totale bedrijfslasten;2008;;;;;;
676;1 werkzame persoon;0170 Jacht;Totale bedrijfslasten;2009;;;;;;
677;1 werkzame persoon;0170 Jacht;Totale bedrijfslasten;2010;;;;;;
678;1 werkzame persoon;0170 Jacht;Inkoopwaarde omzet;2008;;;;;;
679;1 werkzame persoon;0170 Jacht;Inkoopwaarde omzet;2009;;;;;;
680;1 werkzame persoon;0170 Jacht;Inkoopwaarde omzet;2010;;;;;;
681;1 werkzame persoon;0170 Jacht;Personele kosten;2008;;;;;;
682;1 werkzame persoon;0170 Jacht;Personele kosten;2009;;;;;;
683;1 werkzame persoon;0170 Jacht;Personele kosten;2010;;;;;;
684;1 werkzame persoon;0170 Jacht;Overige bedrijfslasten;2008;;;;;;
685;1 werkzame persoon;0170 Jacht;Overige bedrijfslasten;2009;;;;;;
686;1 werkzame persoon;0170 Jacht;Overige bedrijfslasten;2010;;;;;;
687;1 werkzame persoon;0170 Jacht;Bedrijfsresultaat;2008;;;;;;
688;1 werkzame persoon;0170 Jacht;Bedrijfsresultaat;2009;;;;;;
689;1 werkzame persoon;0170 Jacht;Bedrijfsresultaat;2010;;;;;;
690;1 werkzame persoon;0170 Jacht;Afschrijvingen;2008;;;;;;
691;1 werkzame persoon;0170 Jacht;Afschrijvingen;2009;;;;;;
692;1 werkzame persoon;0170 Jacht;Afschrijvingen;2010;;;;;;
693;1 werkzame persoon;02 Bosbouw;Totale bedrijfsopbrengsten;2008;;;;;;
694;1 werkzame persoon;02 Bosbouw;Totale bedrijfsopbrengsten;2009;;;;;;
695;1 werkzame persoon;02 Bosbouw;Totale bedrijfsopbrengsten;2010;;;;;;
696;1 werkzame persoon;02 Bosbouw;Totale bedrijfslasten;2008;;;;;;
697;1 werkzame persoon;02 Bosbouw;Totale bedrijfslasten;2009;;;;;;
698;1 werkzame persoon;02 Bosbouw;Totale bedrijfslasten;2010;;;;;;
699;1 werkzame persoon;02 Bosbouw;Inkoopwaarde omzet;2008;;;;;;
700;1 werkzame persoon;02 Bosbouw;Inkoopwaarde omzet;2009;;;;;;
701;1 werkzame persoon;02 Bosbouw;Inkoopwaarde omzet;2010;;;;;;
702;1 werkzame persoon;02 Bosbouw;Personele kosten;2008;;;;;;
703;1 werkzame persoon;02 Bosbouw;Personele kosten;2009;;;;;;
704;1 werkzame persoon;02 Bosbouw;Personele kosten;2010;;;;;;
705;1 werkzame persoon;02 Bosbouw;Overige bedrijfslasten;2008;;;;;;
706;1 werkzame persoon;02 Bosbouw;Overige bedrijfslasten;2009;;;;;;
707;1 werkzame persoon;02 Bosbouw;Overige bedrijfslasten;2010;;;;;;
708;1 werkzame persoon;02 Bosbouw;Bedrijfsresultaat;2008;;;;;;
709;1 werkzame persoon;02 Bosbouw;Bedrijfsresultaat;2009;;;;;;
710;1 werkzame persoon;02 Bosbouw;Bedrijfsresultaat;2010;;;;;;
711;1 werkzame persoon;02 Bosbouw;Afschrijvingen;2008;;;;;;
712;1 werkzame persoon;02 Bosbouw;Afschrijvingen;2009;;;;;;
713;1 werkzame persoon;02 Bosbouw;Afschrijvingen;2010;;;;;;
714;1 werkzame persoon;021 Bosbouw;Totale bedrijfsopbrengsten;2008;;;;;;
715;1 werkzame persoon;021 Bosbouw;Totale bedrijfsopbrengsten;2009;;;;;;
716;1 werkzame persoon;021 Bosbouw;Totale bedrijfsopbrengsten;2010;;;;;;
717;1 werkzame persoon;021 Bosbouw;Totale bedrijfslasten;2008;;;;;;
718;1 werkzame persoon;021 Bosbouw;Totale bedrijfslasten;2009;;;;;;
719;1 werkzame persoon;021 Bosbouw;Totale bedrijfslasten;2010;;;;;;
720;1 werkzame persoon;021 Bosbouw;Inkoopwaarde omzet;2008;;;;;;
721;1 werkzame persoon;021 Bosbouw;Inkoopwaarde omzet;2009;;;;;;
722;1 werkzame persoon;021 Bosbouw;Inkoopwaarde omzet;2010;;;;;;
723;1 werkzame persoon;021 Bosbouw;Personele kosten;2008;;;;;;
724;1 werkzame persoon;021 Bosbouw;Personele kosten;2009;;;;;;
725;1 werkzame persoon;021 Bosbouw;Personele kosten;2010;;;;;;
726;1 werkzame persoon;021 Bosbouw;Overige bedrijfslasten;2008;;;;;;
727;1 werkzame persoon;021 Bosbouw;Overige bedrijfslasten;2009;;;;;;
728;1 werkzame persoon;021 Bosbouw;Overige bedrijfslasten;2010;;;;;;
729;1 werkzame persoon;021 Bosbouw;Bedrijfsresultaat;2008;;;;;;
730;1 werkzame persoon;021 Bosbouw;Bedrijfsresultaat;2009;;;;;;
731;1 werkzame persoon;021 Bosbouw;Bedrijfsresultaat;2010;;;;;;
732;1 werkzame persoon;021 Bosbouw;Afschrijvingen;2008;;;;;;
733;1 werkzame persoon;021 Bosbouw;Afschrijvingen;2009;;;;;;
734;1 werkzame persoon;021 Bosbouw;Afschrijvingen;2010;;;;;;
735;1 werkzame persoon;0210 Bosbouw;Totale bedrijfsopbrengsten;2008;;;;;;
736;1 werkzame persoon;0210 Bosbouw;Totale bedrijfsopbrengsten;2009;;;;;;
737;1 werkzame persoon;0210 Bosbouw;Totale bedrijfsopbrengsten;2010;;;;;;
738;1 werkzame persoon;0210 Bosbouw;Totale bedrijfslasten;2008;;;;;;
739;1 werkzame persoon;0210 Bosbouw;Totale bedrijfslasten;2009;;;;;;
740;1 werkzame persoon;0210 Bosbouw;Totale bedrijfslasten;2010;;;;;;
741;1 werkzame persoon;0210 Bosbouw;Inkoopwaarde omzet;2008;;;;;;
742;1 werkzame persoon;0210 Bosbouw;Inkoopwaarde omzet;2009;;;;;;
743;1 werkzame persoon;0210 Bosbouw;Inkoopwaarde omzet;2010;;;;;;
744;1 werkzame persoon;0210 Bosbouw;Personele kosten;2008;;;;;;
745;1 werkzame persoon;0210 Bosbouw;Personele kosten;2009;;;;;;
746;1 werkzame persoon;0210 Bosbouw;Personele kosten;2010;;;;;;
747;1 werkzame persoon;0210 Bosbouw;Overige bedrijfslasten;2008;;;;;;
748;1 werkzame persoon;0210 Bosbouw;Overige bedrijfslasten;2009;;;;;;
749;1 werkzame persoon;0210 Bosbouw;Overige bedrijfslasten;2010;;;;;;
750;1 werkzame persoon;0210 Bosbouw;Bedrijfsresultaat;2008;;;;;;
751;1 werkzame persoon;0210 Bosbouw;Bedrijfsresultaat;2009;;;;;;
752;1 werkzame persoon;0210 Bosbouw;Bedrijfsresultaat;2010;;;;;;
753;1 werkzame persoon;0210 Bosbouw;Afschrijvingen;2008;;;;;;
754;1 werkzame persoon;0210 Bosbouw;Afschrijvingen;2009;;;;;;
755;1 werkzame persoon;0210 Bosbouw;Afschrijvingen;2010;;;;;;
756;1 werkzame persoon;022 Exploitatie van bossen;Totale bedrijfsopbrengsten;2008;;;;;;
757;1 werkzame persoon;022 Exploitatie van bossen;Totale bedrijfsopbrengsten;2009;;;;;;
758;1 werkzame persoon;022 Exploitatie van bossen;Totale bedrijfsopbrengsten;2010;;;;;;
759;1 werkzame persoon;022 Exploitatie van bossen;Totale bedrijfslasten;2008;;;;;;
760;1 werkzame persoon;022 Exploitatie van bossen;Totale bedrijfslasten;2009;;;;;;
761;1 werkzame persoon;022 Exploitatie van bossen;Totale bedrijfslasten;2010;;;;;;
762;1 werkzame persoon;022 Exploitatie van bossen;Inkoopwaarde omzet;2008;;;;;;
763;1 werkzame persoon;022 Exploitatie van bossen;Inkoopwaarde omzet;2009;;;;;;
764;1 werkzame persoon;022 Exploitatie van bossen;Inkoopwaarde omzet;2010;;;;;;
765;1 werkzame persoon;022 Exploitatie van bossen;Personele kosten;2008;;;;;;
766;1 werkzame persoon;022 Exploitatie van bossen;Personele kosten;2009;;;;;;
767;1 werkzame persoon;022 Exploitatie van bossen;Personele kosten;2010;;;;;;
768;1 werkzame persoon;022 Exploitatie van bossen;Overige bedrijfslasten;2008;;;;;;
769;1 werkzame persoon;022 Exploitatie van bossen;Overige bedrijfslasten;2009;;;;;;
770;1 werkzame persoon;022 Exploitatie van bossen;Overige bedrijfslasten;2010;;;;;;
771;1 werkzame persoon;022 Exploitatie van bossen;Bedrijfsresultaat;2008;;;;;;
772;1 werkzame persoon;022 Exploitatie van bossen;Bedrijfsresultaat;2009;;;;;;
773;1 werkzame persoon;022 Exploitatie van bossen;Bedrijfsresultaat;2010;;;;;;
774;1 werkzame persoon;022 Exploitatie van bossen;Afschrijvingen;2008;;;;;;
775;1 werkzame persoon;022 Exploitatie van bossen;Afschrijvingen;2009;;;;;;
776;1 werkzame persoon;022 Exploitatie van bossen;Afschrijvingen;2010;;;;;;
777;1 werkzame persoon;0220 Exploitatie van bossen;Totale bedrijfsopbrengsten;2008;;;;;;
778;1 werkzame persoon;0220 Exploitatie van bossen;Totale bedrijfsopbrengsten;2009;;;;;;
779;1 werkzame persoon;0220 Exploitatie van bossen;Totale bedrijfsopbrengsten;2010;;;;;;
780;1 werkzame persoon;0220 Exploitatie van bossen;Totale bedrijfslasten;2008;;;;;;
781;1 werkzame persoon;0220 Exploitatie van bossen;Totale bedrijfslasten;2009;;;;;;
782;1 werkzame persoon;0220 Exploitatie van bossen;Totale bedrijfslasten;2010;;;;;;
783;1 werkzame persoon;0220 Exploitatie van bossen;Inkoopwaarde omzet;2008;;;;;;
784;1 werkzame persoon;0220 Exploitatie van bossen;Inkoopwaarde omzet;2009;;;;;;
785;1 werkzame persoon;0220 Exploitatie van bossen;Inkoopwaarde omzet;2010;;;;;;
786;1 werkzame persoon;0220 Exploitatie van bossen;Personele kosten;2008;;;;;;
787;1 werkzame persoon;0220 Exploitatie van bossen;Personele kosten;2009;;;;;;
788;1 werkzame persoon;0220 Exploitatie van bossen;Personele kosten;2010;;;;;;
789;1 werkzame persoon;0220 Exploitatie van bossen;Overige bedrijfslasten;2008;;;;;;
790;1 werkzame persoon;0220 Exploitatie van bossen;Overige bedrijfslasten;2009;;;;;;
791;1 werkzame persoon;0220 Exploitatie van bossen;Overige bedrijfslasten;2010;;;;;;
792;1 werkzame persoon;0220 Exploitatie van bossen;Bedrijfsresultaat;2008;;;;;;
793;1 werkzame persoon;0220 Exploitatie van bossen;Bedrijfsresultaat;2009;;;;;;
794;1 werkzame persoon;0220 Exploitatie van bossen;Bedrijfsresultaat;2010;;;;;;
795;1 werkzame persoon;0220 Exploitatie van bossen;Afschrijvingen;2008;;;;;;
796;1 werkzame persoon;0220 Exploitatie van bossen;Afschrijvingen;2009;;;;;;
797;1 werkzame persoon;0220 Exploitatie van bossen;Afschrijvingen;2010;;;;;;
798;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Totale bedrijfsopbrengsten;2008;;;;;;
799;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Totale bedrijfsopbrengsten;2009;;;;;;
800;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Totale bedrijfsopbrengsten;2010;;;;;;
801;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Totale bedrijfslasten;2008;;;;;;
802;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Totale bedrijfslasten;2009;;;;;;
803;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Totale bedrijfslasten;2010;;;;;;
804;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Inkoopwaarde omzet;2008;;;;;;
805;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Inkoopwaarde omzet;2009;;;;;;
806;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Inkoopwaarde omzet;2010;;;;;;
807;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Personele kosten;2008;;;;;;
808;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Personele kosten;2009;;;;;;
809;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Personele kosten;2010;;;;;;
810;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Overige bedrijfslasten;2008;;;;;;
811;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Overige bedrijfslasten;2009;;;;;;
812;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Overige bedrijfslasten;2010;;;;;;
813;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Bedrijfsresultaat;2008;;;;;;
814;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Bedrijfsresultaat;2009;;;;;;
815;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Bedrijfsresultaat;2010;;;;;;
816;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Afschrijvingen;2008;;;;;;
817;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Afschrijvingen;2009;;;;;;
818;1 werkzame persoon;024 Dienstverlening voor de bosbouw;Afschrijvingen;2010;;;;;;
819;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Totale bedrijfsopbrengsten;2008;;;;;;
820;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Totale bedrijfsopbrengsten;2009;;;;;;
821;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Totale bedrijfsopbrengsten;2010;;;;;;
822;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Totale bedrijfslasten;2008;;;;;;
823;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Totale bedrijfslasten;2009;;;;;;
824;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Totale bedrijfslasten;2010;;;;;;
825;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Inkoopwaarde omzet;2008;;;;;;
826;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Inkoopwaarde omzet;2009;;;;;;
827;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Inkoopwaarde omzet;2010;;;;;;
828;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Personele kosten;2008;;;;;;
829;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Personele kosten;2009;;;;;;
830;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Personele kosten;2010;;;;;;
831;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Overige bedrijfslasten;2008;;;;;;
832;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Overige bedrijfslasten;2009;;;;;;
833;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Overige bedrijfslasten;2010;;;;;;
834;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Bedrijfsresultaat;2008;;;;;;
835;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Bedrijfsresultaat;2009;;;;;;
836;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Bedrijfsresultaat;2010;;;;;;
837;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Afschrijvingen;2008;;;;;;
838;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Afschrijvingen;2009;;;;;;
839;1 werkzame persoon;0240 Dienstverlening voor de bosbouw;Afschrijvingen;2010;;;;;;
840;1 werkzame persoon;03 Visserij;Totale bedrijfsopbrengsten;2008;;;;;;
841;1 werkzame persoon;03 Visserij;Totale bedrijfsopbrengsten;2009;;;;;;
842;1 werkzame persoon;03 Visserij;Totale bedrijfsopbrengsten;2010;;;;;;
843;1 werkzame persoon;03 Visserij;Totale bedrijfslasten;2008;;;;;;
844;1 werkzame persoon;03 Visserij;Totale bedrijfslasten;2009;;;;;;
845;1 werkzame persoon;03 Visserij;Totale bedrijfslasten;2010;;;;;;
846;1 werkzame persoon;03 Visserij;Inkoopwaarde omzet;2008;;;;;;
847;1 werkzame persoon;03 Visserij;Inkoopwaarde omzet;2009;;;;;;
848;1 werkzame persoon;03 Visserij;Inkoopwaarde omzet;2010;;;;;;
849;1 werkzame persoon;03 Visserij;Personele kosten;2008;;;;;;
850;1 werkzame persoon;03 Visserij;Personele kosten;2009;;;;;;
851;1 werkzame persoon;03 Visserij;Personele kosten;2010;;;;;;
852;1 werkzame persoon;03 Visserij;Overige bedrijfslasten;2008;;;;;;
853;1 werkzame persoon;03 Visserij;Overige bedrijfslasten;2009;;;;;;
854;1 werkzame persoon;03 Visserij;Overige bedrijfslasten;2010;;;;;;
855;1 werkzame persoon;03 Visserij;Bedrijfsresultaat;2008;;;;;;
856;1 werkzame persoon;03 Visserij;Bedrijfsresultaat;2009;;;;;;
857;1 werkzame persoon;03 Visserij;Bedrijfsresultaat;2010;;;;;;
858;1 werkzame persoon;03 Visserij;Afschrijvingen;2008;;;;;;
859;1 werkzame persoon;03 Visserij;Afschrijvingen;2009;;;;;;
860;1 werkzame persoon;03 Visserij;Afschrijvingen;2010;;;;;;
861;1 werkzame persoon;031 Visserij;Totale bedrijfsopbrengsten;2008;;;;;;
862;1 werkzame persoon;031 Visserij;Totale bedrijfsopbrengsten;2009;;;;;;
863;1 werkzame persoon;031 Visserij;Totale bedrijfsopbrengsten;2010;;;;;;
864;1 werkzame persoon;031 Visserij;Totale bedrijfslasten;2008;;;;;;
865;1 werkzame persoon;031 Visserij;Totale bedrijfslasten;2009;;;;;;
866;1 werkzame persoon;031 Visserij;Totale bedrijfslasten;2010;;;;;;
867;1 werkzame persoon;031 Visserij;Inkoopwaarde omzet;2008;;;;;;
868;1 werkzame persoon;031 Visserij;Inkoopwaarde omzet;2009;;;;;;
869;1 werkzame persoon;031 Visserij;Inkoopwaarde omzet;2010;;;;;;
870;1 werkzame persoon;031 Visserij;Personele kosten;2008;;;;;;
871;1 werkzame persoon;031 Visserij;Personele kosten;2009;;;;;;
872;1 werkzame persoon;031 Visserij;Personele kosten;2010;;;;;;
873;1 werkzame persoon;031 Visserij;Overige bedrijfslasten;2008;;;;;;
874;1 werkzame persoon;031 Visserij;Overige bedrijfslasten;2009;;;;;;
875;1 werkzame persoon;031 Visserij;Overige bedrijfslasten;2010;;;;;;
876;1 werkzame persoon;031 Visserij;Bedrijfsresultaat;2008;;;;;;
877;1 werkzame persoon;031 Visserij;Bedrijfsresultaat;2009;;;;;;
878;1 werkzame persoon;031 Visserij;Bedrijfsresultaat;2010;;;;;;
879;1 werkzame persoon;031 Visserij;Afschrijvingen;2008;;;;;;
880;1 werkzame persoon;031 Visserij;Afschrijvingen;2009;;;;;;
881;1 werkzame persoon;031 Visserij;Afschrijvingen;2010;;;;;;
882;1 werkzame persoon;0311 Zee- en kustvisserij;Totale bedrijfsopbrengsten;2008;;;;;;
883;1 werkzame persoon;0311 Zee- en kustvisserij;Totale bedrijfsopbrengsten;2009;;;;;;
884;1 werkzame persoon;0311 Zee- en kustvisserij;Totale bedrijfsopbrengsten;2010;;;;;;
885;1 werkzame persoon;0311 Zee- en kustvisserij;Totale bedrijfslasten;2008;;;;;;
886;1 werkzame persoon;0311 Zee- en kustvisserij;Totale bedrijfslasten;2009;;;;;;
887;1 werkzame persoon;0311 Zee- en kustvisserij;Totale bedrijfslasten;2010;;;;;;
888;1 werkzame persoon;0311 Zee- en kustvisserij;Inkoopwaarde omzet;2008;;;;;;
889;1 werkzame persoon;0311 Zee- en kustvisserij;Inkoopwaarde omzet;2009;;;;;;
890;1 werkzame persoon;0311 Zee- en kustvisserij;Inkoopwaarde omzet;2010;;;;;;
891;1 werkzame persoon;0311 Zee- en kustvisserij;Personele kosten;2008;;;;;;
892;1 werkzame persoon;0311 Zee- en kustvisserij;Personele kosten;2009;;;;;;
893;1 werkzame persoon;0311 Zee- en kustvisserij;Personele kosten;2010;;;;;;
894;1 werkzame persoon;0311 Zee- en kustvisserij;Overige bedrijfslasten;2008;;;;;;
895;1 werkzame persoon;0311 Zee- en kustvisserij;Overige bedrijfslasten;2009;;;;;;
896;1 werkzame persoon;0311 Zee- en kustvisserij;Overige bedrijfslasten;2010;;;;;;
897;1 werkzame persoon;0311 Zee- en kustvisserij;Bedrijfsresultaat;2008;;;;;;
898;1 werkzame persoon;0311 Zee- en kustvisserij;Bedrijfsresultaat;2009;;;;;;
899;1 werkzame persoon;0311 Zee- en kustvisserij;Bedrijfsresultaat;2010;;;;;;
900;1 werkzame persoon;0311 Zee- en kustvisserij;Afschrijvingen;2008;;;;;;
901;1 werkzame persoon;0311 Zee- en kustvisserij;Afschrijvingen;2009;;;;;;
902;1 werkzame persoon;0311 Zee- en kustvisserij;Afschrijvingen;2010;;;;;;
903;1 werkzame persoon;0312 Binnenvisserij;Totale bedrijfsopbrengsten;2008;;;;;;
904;1 werkzame persoon;0312 Binnenvisserij;Totale bedrijfsopbrengsten;2009;;;;;;
905;1 werkzame persoon;0312 Binnenvisserij;Totale bedrijfsopbrengsten;2010;;;;;;
906;1 werkzame persoon;0312 Binnenvisserij;Totale bedrijfslasten;2008;;;;;;
907;1 werkzame persoon;0312 Binnenvisserij;Totale bedrijfslasten;2009;;;;;;
908;1 werkzame persoon;0312 Binnenvisserij;Totale bedrijfslasten;2010;;;;;;
909;1 werkzame persoon;0312 Binnenvisserij;Inkoopwaarde omzet;2008;;;;;;
910;1 werkzame persoon;0312 Binnenvisserij;Inkoopwaarde omzet;2009;;;;;;
911;1 werkzame persoon;0312 Binnenvisserij;Inkoopwaarde omzet;2010;;;;;;
912;1 werkzame persoon;0312 Binnenvisserij;Personele kosten;2008;;;;;;
913;1 werkzame persoon;0312 Binnenvisserij;Personele kosten;2009;;;;;;
914;1 werkzame persoon;0312 Binnenvisserij;Personele kosten;2010;;;;;;
915;1 werkzame persoon;0312 Binnenvisserij;Overige bedrijfslasten;2008;;;;;;
916;1 werkzame persoon;0312 Binnenvisserij;Overige bedrijfslasten;2009;;;;;;
917;1 werkzame persoon;0312 Binnenvisserij;Overige bedrijfslasten;2010;;;;;;
918;1 werkzame persoon;0312 Binnenvisserij;Bedrijfsresultaat;2008;;;;;;
919;1 werkzame persoon;0312 Binnenvisserij;Bedrijfsresultaat;2009;;;;;;
920;1 werkzame persoon;0312 Binnenvisserij;Bedrijfsresultaat;2010;;;;;;
921;1 werkzame persoon;0312 Binnenvisserij;Afschrijvingen;2008;;;;;;
922;1 werkzame persoon;0312 Binnenvisserij;Afschrijvingen;2009;;;;;;
923;1 werkzame persoon;0312 Binnenvisserij;Afschrijvingen;2010;;;;;;
924;1 werkzame persoon;032 Viskwekerij;Totale bedrijfsopbrengsten;2008;;;;;;
925;1 werkzame persoon;032 Viskwekerij;Totale bedrijfsopbrengsten;2009;;;;;;
926;1 werkzame persoon;032 Viskwekerij;Totale bedrijfsopbrengsten;2010;;;;;;
927;1 werkzame persoon;032 Viskwekerij;Totale bedrijfslasten;2008;;;;;;
928;1 werkzame persoon;032 Viskwekerij;Totale bedrijfslasten;2009;;;;;;
929;1 werkzame persoon;032 Viskwekerij;Totale bedrijfslasten;2010;;;;;;
930;1 werkzame persoon;032 Viskwekerij;Inkoopwaarde omzet;2008;;;;;;
931;1 werkzame persoon;032 Viskwekerij;Inkoopwaarde omzet;2009;;;;;;
932;1 werkzame persoon;032 Viskwekerij;Inkoopwaarde omzet;2010;;;;;;
933;1 werkzame persoon;032 Viskwekerij;Personele kosten;2008;;;;;;
934;1 werkzame persoon;032 Viskwekerij;Personele kosten;2009;;;;;;
