ID;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;IndelingswijzigingWijkenEnBuurten_4;AantalInstallatiesBijWoningen_5;OpgesteldVermogenVanZonnepanelen_6
5013;Tongeren;Epe                                     ;Buurt     ;BU02320300;1;;
5014;Gortel;Epe                                     ;Buurt     ;BU02320301;1;3.0;16.0
5015;Verspr.h. bosgebied Niersen en Gortel;Epe                                     ;Buurt     ;BU02320308;1;4.0;27.0
5016;Verspreide huizen bosgebied Tongeren;Epe                                     ;Buurt     ;BU02320309;1;;
5017;Ermelo;Ermelo                                  ;Gemeente  ;GM0233    ;.;1525.0;5226.0
5018;Wijk 00 Ermelo;Ermelo                                  ;Wijk      ;WK023300  ;1;1505.0;5075.0
5019;Ermelo;Ermelo                                  ;Buurt     ;BU02330000;1;616.0;2000.0
5020;Ermelo-Oost;Ermelo                                  ;Buurt     ;BU02330001;1;268.0;840.0
5021;Ermelo-West;Ermelo                                  ;Buurt     ;BU02330002;1;402.0;1153.0
5022;Veldwijk-'s Heerenloo;Ermelo                                  ;Buurt     ;BU02330003;1;64.0;214.0
5023;Tonsel;Ermelo                                  ;Buurt     ;BU02330004;1;30.0;124.0
5024;Horst;Ermelo                                  ;Buurt     ;BU02330005;1;20.0;209.0
5025;Buurt Ermelo ten dele bij de kern;Ermelo                                  ;Buurt     ;BU02330006;1;40.0;222.0
5026;Verspreide huizen Telgt;Ermelo                                  ;Buurt     ;BU02330007;1;37.0;216.0
5027;Verspreide huizen Zuiderzeeland;Ermelo                                  ;Buurt     ;BU02330008;1;25.0;93.0
5028;Verspreide huizen bosgebied;Ermelo                                  ;Buurt     ;BU02330009;1;3.0;4.0
5029;Wijk 01 Speuld;Ermelo                                  ;Wijk      ;WK023301  ;1;20.0;151.0
5030;Speuld;Ermelo                                  ;Buurt     ;BU02330100;1;;
5031;Verspreide huizen Staverden;Ermelo                                  ;Buurt     ;BU02330105;1;;
5032;Verspreide huizen Houtdorp;Ermelo                                  ;Buurt     ;BU02330106;1;;
5033;Verspreide huizen Leuvenum;Ermelo                                  ;Buurt     ;BU02330107;1;;
5034;Verspreide huizen De Beek;Ermelo                                  ;Buurt     ;BU02330108;1;3.0;19.0
5035;Verspreide huizen bosgebied;Ermelo                                  ;Buurt     ;BU02330109;1;3.0;37.0
5036;Etten-Leur;Etten-Leur                              ;Gemeente  ;GM0777    ;.;1403.0;5401.0
5037;Wijk 00 Etten-Leur Midden woongebied;Etten-Leur                              ;Wijk      ;WK077700  ;1;;
5038;Centrum Oost 1;Etten-Leur                              ;Buurt     ;BU07770000;1;34.0;93.0
5039;Centrum Oost 2;Etten-Leur                              ;Buurt     ;BU07770001;1;33.0;56.0
5040;Centrum Oost 3;Etten-Leur                              ;Buurt     ;BU07770002;1;26.0;100.0
5041;Centrum West 1;Etten-Leur                              ;Buurt     ;BU07770003;1;;
5042;Centrum West 2;Etten-Leur                              ;Buurt     ;BU07770004;1;22.0;94.0
5043;Het Hooghuis;Etten-Leur                              ;Buurt     ;BU07770005;1;111.0;392.0
5044;Wijk 01 Etten-Leur Midden, Bedrijventerr;Etten-Leur                              ;Wijk      ;WK077701  ;1;;
5045;Bedrijventerrein Vosdonk;Etten-Leur                              ;Buurt     ;BU07770100;1;;
5046;Wijk 02 Etten-Leur landelijk gebied;Etten-Leur                              ;Wijk      ;WK077702  ;1;12.0;83.0
5047;Etten-Leur Midden landelijk gebied;Etten-Leur                              ;Buurt     ;BU07770200;1;12.0;83.0
5048;Wijk 10 Etten-Leur Noord woongebied;Etten-Leur                              ;Wijk      ;WK077710  ;1;628.0;2530.0
5049;Noord 1;Etten-Leur                              ;Buurt     ;BU07771000;1;13.0;42.0
5050;Noord 2;Etten-Leur                              ;Buurt     ;BU07771001;1;15.0;97.0
5051;Noord 3;Etten-Leur                              ;Buurt     ;BU07771002;1;7.0;46.0
5052;Noord 4, Stichting Het Hooghuys;Etten-Leur                              ;Buurt     ;BU07771003;1;;
5053;Baai 1;Etten-Leur                              ;Buurt     ;BU07771004;1;9.0;28.0
5054;Baai 2;Etten-Leur                              ;Buurt     ;BU07771005;1;8.0;26.0
5055;Baai 3;Etten-Leur                              ;Buurt     ;BU07771006;1;18.0;54.0
5056;Baai 4, Markenland;Etten-Leur                              ;Buurt     ;BU07771007;1;17.0;49.0
5057;Sander-Banken 1, Broeders Internaat;Etten-Leur                              ;Buurt     ;BU07771008;1;3.0;41.0
5058;Sander-Banken 2, Klein Sander;Etten-Leur                              ;Buurt     ;BU07771009;1;35.0;148.0
5059;Sander-Banken 3, Groot Sander;Etten-Leur                              ;Buurt     ;BU07771010;1;75.0;295.0
5060;Sander-Banken 4, Lage Banken;Etten-Leur                              ;Buurt     ;BU07771011;1;44.0;187.0
5061;De Grient;Etten-Leur                              ;Buurt     ;BU07771012;1;53.0;171.0
5062;De Keen;Etten-Leur                              ;Buurt     ;BU07771013;1;194.0;759.0
5063;Attelaken;Etten-Leur                              ;Buurt     ;BU07771014;1;16.0;83.0
5064;Schoenmakershoek;Etten-Leur                              ;Buurt     ;BU07771015;1;121.0;506.0
5065;Wijk 11 Etten-Leur Noord bedrijventerr.;Etten-Leur                              ;Wijk      ;WK077711  ;1;;
5066;Bedrijventerrein Vossendaal;Etten-Leur                              ;Buurt     ;BU07771100;1;;
5067;Wijk 12 Etten-Leur Noord verspr.h.;Etten-Leur                              ;Wijk      ;WK077712  ;1;25.0;125.0
5068;Landelijk gebied 1 (Noord);Etten-Leur                              ;Buurt     ;BU07771200;1;10.0;55.0
5069;Landelijk gebied 2 (Noord);Etten-Leur                              ;Buurt     ;BU07771201;1;11.0;50.0
5070;Landelijk gebied 3 (Noord);Etten-Leur                              ;Buurt     ;BU07771202;1;;
5071;Landelijk gebied 4 (Noord);Etten-Leur                              ;Buurt     ;BU07771203;1;;
5072;Wijk 20 Etten-Leur Zuid woongebied;Etten-Leur                              ;Wijk      ;WK077720  ;1;439.0;1528.0
5073;Banakkers 1;Etten-Leur                              ;Buurt     ;BU07772000;1;18.0;59.0
5074;Banakkers 2;Etten-Leur                              ;Buurt     ;BU07772001;1;4.0;13.0
5075;Banakkers 3;Etten-Leur                              ;Buurt     ;BU07772002;1;17.0;66.0
5076;Banakkers 4, Achter de Molen;Etten-Leur                              ;Buurt     ;BU07772003;1;25.0;108.0
5077;Grauwe Polder 1;Etten-Leur                              ;Buurt     ;BU07772004;1;26.0;79.0
5078;Grauwe Polder 2;Etten-Leur                              ;Buurt     ;BU07772005;1;16.0;55.0
5079;Grauwe Polder 3;Etten-Leur                              ;Buurt     ;BU07772006;1;37.0;110.0
5080;Grauwe Polder 4;Etten-Leur                              ;Buurt     ;BU07772007;1;102.0;241.0
5081;Grauwe Polder 5, 't Winhof;Etten-Leur                              ;Buurt     ;BU07772008;1;152.0;654.0
5082;Hoge Neerstraat;Etten-Leur                              ;Buurt     ;BU07772009;1;33.0;115.0
5083;Centrumplan;Etten-Leur                              ;Buurt     ;BU07772010;1;9.0;28.0
5084;Wijk 21 Etten-Leur Zuid bedrijventerrein;Etten-Leur                              ;Wijk      ;WK077721  ;1;4.0;22.0
5085;Bedrijventerrein Vosdonk-Zuid;Etten-Leur                              ;Buurt     ;BU07772100;1;4.0;22.0
5086;Wijk 22 Etten-Leur Zuid bedrijventerr. T;Etten-Leur                              ;Wijk      ;WK077722  ;1;;
5087;Bedrijventerrein Trivium;Etten-Leur                              ;Buurt     ;BU07772200;1;;
5088;Wijk 23 Etten-Leur Zuid verspr.h.;Etten-Leur                              ;Wijk      ;WK077723  ;1;44.0;293.0
5089;Landelijk gebied 1 (Zuid);Etten-Leur                              ;Buurt     ;BU07772300;1;6.0;54.0
5090;Landelijk gebied 2 (Zuid);Etten-Leur                              ;Buurt     ;BU07772301;1;12.0;98.0
5091;Landelijk gebied 3 (Zuid);Etten-Leur                              ;Buurt     ;BU07772302;1;14.0;80.0
5092;Landelijk gebied 4 (Zuid);Etten-Leur                              ;Buurt     ;BU07772303;1;12.0;61.0
5093;Ferwerderadiel;Ferwerderadiel                          ;Gemeente  ;GM1722    ;.;381.0;1409.0
5094;Wijk 00 Bouwstreek;Ferwerderadiel                          ;Wijk      ;WK172200  ;1;164.0;632.0
5095;Ferwerd;Ferwerderadiel                          ;Buurt     ;BU17220000;1;54.0;192.0
5096;Marrum;Ferwerderadiel                          ;Buurt     ;BU17220001;1;46.0;149.0
5097;Blija;Ferwerderadiel                          ;Buurt     ;BU17220002;1;32.0;105.0
5098;Hogebeintum;Ferwerderadiel                          ;Buurt     ;BU17220003;1;3.0;7.0
5099;Verspreide huizen Ferwerd;Ferwerderadiel                          ;Buurt     ;BU17220007;1;8.0;31.0
5100;Verspreide huizen Marrum-Westernijkerk;Ferwerderadiel                          ;Buurt     ;BU17220008;1;12.0;112.0
5101;Verspreide huizen Blija;Ferwerderadiel                          ;Buurt     ;BU17220009;1;9.0;37.0
5102;Wijk 01 Zuidwest;Ferwerderadiel                          ;Wijk      ;WK172201  ;1;129.0;446.0
5103;Hallum;Ferwerderadiel                          ;Buurt     ;BU17220100;1;114.0;368.0
5104;Verspreide huizen Hallum;Ferwerderadiel                          ;Buurt     ;BU17220109;1;15.0;78.0
5105;Wijk 02;Ferwerderadiel                          ;Wijk      ;WK172202  ;1;88.0;331.0
5106;Birdaard;Ferwerderadiel                          ;Buurt     ;BU17220200;1;56.0;219.0
5107;Wanswerd;Ferwerderadiel                          ;Buurt     ;BU17220201;1;6.0;22.0
5108;Jislum;Ferwerderadiel                          ;Buurt     ;BU17220202;1;;
5109;Genum;Ferwerderadiel                          ;Buurt     ;BU17220203;1;3.0;11.0
5110;Reitsum;Ferwerderadiel                          ;Buurt     ;BU17220204;1;8.0;29.0
5111;Lichtaard;Ferwerderadiel                          ;Buurt     ;BU17220205;1;3.0;7.0
5112;Janum;Ferwerderadiel                          ;Buurt     ;BU17220206;1;;
5113;Verspreide huizen Birdaard;Ferwerderadiel                          ;Buurt     ;BU17220208;1;4.0;21.0
5114;Verspreide huizen Wanswerd;Ferwerderadiel                          ;Buurt     ;BU17220209;1;;
5115;De Fryske Marren;De Fryske Marren                        ;Gemeente  ;GM1940    ;.;3105.0;10515.0
5116;Wijk 01 Akmarijp;De Fryske Marren                        ;Wijk      ;WK194001  ;1;8.0;30.0
5117;Akmarijp;De Fryske Marren                        ;Buurt     ;BU19400101;1;8.0;30.0
5118;Wijk 02 Bakhuizen;De Fryske Marren                        ;Wijk      ;WK194002  ;1;70.0;249.0
5119;Bakhuizen;De Fryske Marren                        ;Buurt     ;BU19400201;1;70.0;249.0
5120;Wijk 03 Balk;De Fryske Marren                        ;Wijk      ;WK194003  ;1;194.0;611.0
5121;Balk;De Fryske Marren                        ;Buurt     ;BU19400301;1;194.0;611.0
5122;Wijk 04 Bantega;De Fryske Marren                        ;Wijk      ;WK194004  ;1;21.0;82.0
5123;Bantega;De Fryske Marren                        ;Buurt     ;BU19400401;1;21.0;82.0
5124;Wijk 05 Boornzwaag;De Fryske Marren                        ;Wijk      ;WK194005  ;1;7.0;25.0
5125;Boornzwaag;De Fryske Marren                        ;Buurt     ;BU19400501;1;7.0;25.0
5126;Wijk 06 Broek;De Fryske Marren                        ;Wijk      ;WK194006  ;1;11.0;49.0
5127;Broek;De Fryske Marren                        ;Buurt     ;BU19400601;1;11.0;49.0
5128;Wijk 07 Delfstrahuizen;De Fryske Marren                        ;Wijk      ;WK194007  ;1;33.0;132.0
5129;Delfstrahuizen-Buitengebied;De Fryske Marren                        ;Buurt     ;BU19400701;1;16.0;65.0
5130;Delfstrahuizen-Kom;De Fryske Marren                        ;Buurt     ;BU19400702;1;17.0;67.0
5131;Wijk 08 Dijken;De Fryske Marren                        ;Wijk      ;WK194008  ;1;;
5132;Dijken;De Fryske Marren                        ;Buurt     ;BU19400801;1;;
5133;Wijk 09 Doniaga;De Fryske Marren                        ;Wijk      ;WK194009  ;1;5.0;23.0
5134;Doniaga;De Fryske Marren                        ;Buurt     ;BU19400901;1;5.0;23.0
5135;Wijk 10 Echten;De Fryske Marren                        ;Wijk      ;WK194010  ;1;12.0;53.0
5136;Echten;De Fryske Marren                        ;Buurt     ;BU19401001;1;12.0;53.0
5137;Wijk 11 Echtenerbrug;De Fryske Marren                        ;Wijk      ;WK194011  ;1;54.0;181.0
5138;Echtenerbrug-Buitengebied;De Fryske Marren                        ;Buurt     ;BU19401101;1;7.0;29.0
5139;Echtenerbrug-Kom;De Fryske Marren                        ;Buurt     ;BU19401102;1;47.0;151.0
5140;Wijk 12 Eesterga;De Fryske Marren                        ;Wijk      ;WK194012  ;1;4.0;21.0
5141;Eesterga;De Fryske Marren                        ;Buurt     ;BU19401201;1;4.0;21.0
5142;Wijk 13 Elahuizen;De Fryske Marren                        ;Wijk      ;WK194013  ;1;26.0;78.0
5143;Elahuizen;De Fryske Marren                        ;Buurt     ;BU19401301;1;26.0;78.0
5144;Wijk 14 Follega;De Fryske Marren                        ;Wijk      ;WK194014  ;1;8.0;35.0
5145;Follega;De Fryske Marren                        ;Buurt     ;BU19401401;1;8.0;35.0
5146;Wijk 15 Goingarijp;De Fryske Marren                        ;Wijk      ;WK194015  ;1;21.0;73.0
5147;Goingarijp;De Fryske Marren                        ;Buurt     ;BU19401501;1;21.0;73.0
5148;Wijk 16 Harich;De Fryske Marren                        ;Wijk      ;WK194016  ;1;30.0;111.0
5149;Harich;De Fryske Marren                        ;Buurt     ;BU19401601;1;30.0;111.0
5150;Wijk 17 Haskerhorne;De Fryske Marren                        ;Wijk      ;WK194017  ;1;28.0;109.0
5151;Haskerhorne;De Fryske Marren                        ;Buurt     ;BU19401701;1;28.0;109.0
5152;Wijk 18 Idskenhuizen;De Fryske Marren                        ;Wijk      ;WK194018  ;1;33.0;103.0
5153;Idskenhuizen;De Fryske Marren                        ;Buurt     ;BU19401801;1;33.0;103.0
5154;Wijk 19 Joure;De Fryske Marren                        ;Wijk      ;WK194019  ;1;852.0;2631.0
5155;Joure, Blaauwhof;De Fryske Marren                        ;Buurt     ;BU19401901;1;;
5156;Joure, Buitengebied;De Fryske Marren                        ;Buurt     ;BU19401902;1;;
5157;Joure, Centrum;De Fryske Marren                        ;Buurt     ;BU19401903;1;150.0;406.0
5158;Joure, Jonkersland;De Fryske Marren                        ;Buurt     ;BU19401904;1;15.0;60.0
5159;Joure, Sewei/De Ekers;De Fryske Marren                        ;Buurt     ;BU19401905;1;;
5160;Joure, Skipsleat;De Fryske Marren                        ;Buurt     ;BU19401906;1;206.0;715.0
5161;Joure, Westermeer;De Fryske Marren                        ;Buurt     ;BU19401907;1;114.0;303.0
5162;Joure, Woudfennen;De Fryske Marren                        ;Buurt     ;BU19401908;1;4.0;23.0
5163;Joure, Wyldehoarne;De Fryske Marren                        ;Buurt     ;BU19401909;1;72.0;292.0
5164;Joure, Zuiderveld;De Fryske Marren                        ;Buurt     ;BU19401910;1;129.0;352.0
5165;Wijk 20 Kolderwolde;De Fryske Marren                        ;Wijk      ;WK194020  ;1;;
5166;Kolderwolde;De Fryske Marren                        ;Buurt     ;BU19402001;1;;
5167;Wijk 21 Langweer;De Fryske Marren                        ;Wijk      ;WK194021  ;1;58.0;174.0
5168;Langweer;De Fryske Marren                        ;Buurt     ;BU19402101;1;58.0;174.0
5169;Wijk 22 Legemeer;De Fryske Marren                        ;Wijk      ;WK194022  ;1;;
5170;Legemeer;De Fryske Marren                        ;Buurt     ;BU19402201;1;;
5171;Wijk 23 Lemmer;De Fryske Marren                        ;Wijk      ;WK194023  ;1;661.0;2095.0
5172;Lemmer-Buitengebied;De Fryske Marren                        ;Buurt     ;BU19402301;1;5.0;51.0
5173;Lemmer-Frieslandpark;De Fryske Marren                        ;Buurt     ;BU19402302;1;52.0;191.0
5174;Lemmer-Kom;De Fryske Marren                        ;Buurt     ;BU19402303;1;47.0;163.0
5175;Lemmer-Lemstervaart;De Fryske Marren                        ;Buurt     ;BU19402304;1;87.0;267.0
5176;Lemmer-Noord;De Fryske Marren                        ;Buurt     ;BU19402305;1;289.0;1016.0
5177;Lemmer-Rienplan;De Fryske Marren                        ;Buurt     ;BU19402306;1;137.0;252.0
5178;Lemmer-West;De Fryske Marren                        ;Buurt     ;BU19402307;1;37.0;130.0
5179;Lemmer-Zijlroede;De Fryske Marren                        ;Buurt     ;BU19402308;1;7.0;24.0
5180;Wijk 24 Mirns;De Fryske Marren                        ;Wijk      ;WK194024  ;1;12.0;47.0
5181;Mirns;De Fryske Marren                        ;Buurt     ;BU19402401;1;12.0;47.0
5182;Wijk 25 Nijehaske;De Fryske Marren                        ;Wijk      ;WK194025  ;1;3.0;19.0
5183;Nijehaske;De Fryske Marren                        ;Buurt     ;BU19402501;1;3.0;19.0
5184;Wijk 26 Nijemirdum;De Fryske Marren                        ;Wijk      ;WK194026  ;1;53.0;193.0
5185;Nijemirdum;De Fryske Marren                        ;Buurt     ;BU19402601;1;53.0;193.0
5186;Wijk 27 Oldeouwer;De Fryske Marren                        ;Wijk      ;WK194027  ;1;3.0;17.0
5187;Oldeouwer;De Fryske Marren                        ;Buurt     ;BU19402701;1;3.0;17.0
5188;Wijk 28 Oosterzee;De Fryske Marren                        ;Wijk      ;WK194028  ;1;43.0;155.0
5189;Oosterzee-Buitengebied;De Fryske Marren                        ;Buurt     ;BU19402801;1;17.0;65.0
5190;Oosterzee-Kom;De Fryske Marren                        ;Buurt     ;BU19402802;1;26.0;91.0
5191;Wijk 29 Oudega;De Fryske Marren                        ;Wijk      ;WK194029  ;1;11.0;54.0
5192;Oudega;De Fryske Marren                        ;Buurt     ;BU19402901;1;11.0;54.0
5193;Wijk 30 Oudehaske;De Fryske Marren                        ;Wijk      ;WK194030  ;1;108.0;363.0
5194;Oudehaske;De Fryske Marren                        ;Buurt     ;BU19403001;1;108.0;363.0
5195;Wijk 31 Oudemirdum;De Fryske Marren                        ;Wijk      ;WK194031  ;1;60.0;225.0
5196;Oudemirdum;De Fryske Marren                        ;Buurt     ;BU19403101;1;60.0;225.0
5197;Wijk 32 Ouwsterhaule;De Fryske Marren                        ;Wijk      ;WK194032  ;1;28.0;95.0
5198;Ouwsterhaule;De Fryske Marren                        ;Buurt     ;BU19403201;1;28.0;95.0
5199;Wijk 33 Ouwster-Nijega;De Fryske Marren                        ;Wijk      ;WK194033  ;1;4.0;23.0
5200;Ouwster-Nijega;De Fryske Marren                        ;Buurt     ;BU19403301;1;4.0;23.0
5201;Wijk 34 Rijs;De Fryske Marren                        ;Wijk      ;WK194034  ;1;10.0;50.0
5202;Rijs;De Fryske Marren                        ;Buurt     ;BU19403401;1;10.0;50.0
5203;Wijk 35 Rohel;De Fryske Marren                        ;Wijk      ;WK194035  ;1;11.0;46.0
5204;Rohel;De Fryske Marren                        ;Buurt     ;BU19403501;1;11.0;46.0
5205;Wijk 36 Rotstergaast;De Fryske Marren                        ;Wijk      ;WK194036  ;1;6.0;20.0
5206;Rotstergaast;De Fryske Marren                        ;Buurt     ;BU19403601;1;6.0;20.0
5207;Wijk 37 Rotsterhaule;De Fryske Marren                        ;Wijk      ;WK194037  ;1;44.0;164.0
5208;Rotsterhaule;De Fryske Marren                        ;Buurt     ;BU19403701;1;44.0;164.0
5209;Wijk 38 Rottum;De Fryske Marren                        ;Wijk      ;WK194038  ;1;46.0;168.0
5210;Rottum;De Fryske Marren                        ;Buurt     ;BU19403801;1;46.0;168.0
5211;Wijk 39 Ruigahuizen;De Fryske Marren                        ;Wijk      ;WK194039  ;1;13.0;53.0
5212;Ruigahuizen;De Fryske Marren                        ;Buurt     ;BU19403901;1;13.0;53.0
5213;Wijk 40 Scharsterbrug;De Fryske Marren                        ;Wijk      ;WK194040  ;1;51.0;158.0
5214;Scharsterbrug;De Fryske Marren                        ;Buurt     ;BU19404001;1;51.0;158.0
5215;Wijk 41 Sint Nicolaasga;De Fryske Marren                        ;Wijk      ;WK194041  ;1;165.0;646.0
5216;Sint Nicolaasga;De Fryske Marren                        ;Buurt     ;BU19404101;1;165.0;646.0
5217;Wijk 42 Sinjohannesga;De Fryske Marren                        ;Wijk      ;WK194042  ;1;77.0;280.0
5218;Sintjohannesga;De Fryske Marren                        ;Buurt     ;BU19404201;1;77.0;280.0
5219;Wijk 43 Sloten;De Fryske Marren                        ;Wijk      ;WK194043  ;1;49.0;157.0
5220;Sloten;De Fryske Marren                        ;Buurt     ;BU19404301;1;49.0;157.0
5221;Wijk 44 Snikzwaag;De Fryske Marren                        ;Wijk      ;WK194044  ;1;5.0;17.0
5222;Snikzwaag;De Fryske Marren                        ;Buurt     ;BU19404401;1;5.0;17.0
5223;Wijk 45 Sondel;De Fryske Marren                        ;Wijk      ;WK194045  ;1;33.0;150.0
5224;Sondel;De Fryske Marren                        ;Buurt     ;BU19404501;1;33.0;150.0
5225;Wijk 46 Terherne;De Fryske Marren                        ;Wijk      ;WK194046  ;1;33.0;128.0
5226;Terherne;De Fryske Marren                        ;Buurt     ;BU19404601;1;33.0;128.0
5227;Wijk 47 Terkaple;De Fryske Marren                        ;Wijk      ;WK194047  ;1;14.0;48.0
5228;Terkaple;De Fryske Marren                        ;Buurt     ;BU19404701;1;14.0;48.0
5229;Wijk 48 Teroele;De Fryske Marren                        ;Wijk      ;WK194048  ;1;;
5230;Teroele;De Fryske Marren                        ;Buurt     ;BU19404801;1;;
5231;Wijk 49 Tjerkgaast;De Fryske Marren                        ;Wijk      ;WK194049  ;1;11.0;50.0
5232;Tjerkgaast;De Fryske Marren                        ;Buurt     ;BU19404901;1;11.0;50.0
5233;Wijk 50 Vegelinsoord;De Fryske Marren                        ;Wijk      ;WK194050  ;1;33.0;145.0
5234;Vegelinsoord;De Fryske Marren                        ;Buurt     ;BU19405001;1;33.0;145.0
5235;Wijk 51 Wijckel;De Fryske Marren                        ;Wijk      ;WK194051  ;1;40.0;161.0
5236;Wijckel;De Fryske Marren                        ;Buurt     ;BU19405101;1;40.0;161.0
5237;Geertruidenberg;Geertruidenberg                         ;Gemeente  ;GM0779    ;.;707.0;2488.0
5238;Wijk 00 Raamsdonksveer;Geertruidenberg                         ;Wijk      ;WK077900  ;1;446.0;1529.0
5239;Raamsdonksveer;Geertruidenberg                         ;Buurt     ;BU07790000;1;233.0;766.0
5240;Hooipolder en De Hoeven;Geertruidenberg                         ;Buurt     ;BU07790001;1;210.0;745.0
5241;Industrieterrein Dombosch;Geertruidenberg                         ;Buurt     ;BU07790002;1;;
5242;Verspreide huizen Raamsdonksveer;Geertruidenberg                         ;Buurt     ;BU07790009;1;3.0;18.0
5243;Wijk 01 Raamsdonk;Geertruidenberg                         ;Wijk      ;WK077901  ;1;78.0;336.0
5244;Raamsdonk;Geertruidenberg                         ;Buurt     ;BU07790100;1;;
5245;Verspreide huizen Raamsdonk;Geertruidenberg                         ;Buurt     ;BU07790109;1;;
5246;Wijk 02 Geertruidenberg;Geertruidenberg                         ;Wijk      ;WK077902  ;1;183.0;623.0
5247;Geertruidenberg-Kom;Geertruidenberg                         ;Buurt     ;BU07790200;1;59.0;167.0
5248;Geertruidenberg-West;Geertruidenberg                         ;Buurt     ;BU07790201;1;55.0;225.0
5249;Geertruidenberg-Noord;Geertruidenberg                         ;Buurt     ;BU07790202;1;69.0;231.0
5250;Industrieterrein Dongeoever Amerkant;Geertruidenberg                         ;Buurt     ;BU07790203;1;;
5251;Verspreide huizen Geertruidenberg;Geertruidenberg                         ;Buurt     ;BU07790209;1;;
5252;Geldermalsen;Geldermalsen                            ;Gemeente  ;GM0236    ;.;1265.0;4587.0
5253;Geldermalsen;Geldermalsen                            ;Wijk      ;WK023600  ;1;537.0;1826.0
5254;Geldermalsen Centrum;Geldermalsen                            ;Buurt     ;BU02360000;1;48.0;142.0
5255;Geldermalsen Middengebied;Geldermalsen                            ;Buurt     ;BU02360001;1;74.0;282.0
5256;Geldermalsen West;Geldermalsen                            ;Buurt     ;BU02360002;1;62.0;219.0
5257;Geldermalsen Oost;Geldermalsen                            ;Buurt     ;BU02360003;1;83.0;281.0
5258;Geldermalsen Zuid;Geldermalsen                            ;Buurt     ;BU02360004;1;141.0;463.0
5259;Verspreide huizen Zuidzijde;Geldermalsen                            ;Buurt     ;BU02360005;1;7.0;58.0
5260;Verspreide huizen Westzijde;Geldermalsen                            ;Buurt     ;BU02360006;1;66.0;119.0
5261;Verspreide huizen Oostzijde;Geldermalsen                            ;Buurt     ;BU02360007;1;48.0;213.0
5262;Geldermalsen e.o.;Geldermalsen                            ;Buurt     ;BU02360008;1;8.0;50.0
5263;Buitengebied;Geldermalsen                            ;Buurt     ;BU02360009;1;;
5264;Deil;Geldermalsen                            ;Wijk      ;WK023601  ;1;164.0;744.0
5265;Deil;Geldermalsen                            ;Buurt     ;BU02360100;1;89.0;386.0
5266;Enspijk;Geldermalsen                            ;Buurt     ;BU02360101;1;19.0;58.0
5267;Rumpt;Geldermalsen                            ;Buurt     ;BU02360102;1;25.0;132.0
5268;Gellicum;Geldermalsen                            ;Buurt     ;BU02360103;1;8.0;30.0
5269;Gellicum e.o.;Geldermalsen                            ;Buurt     ;BU02360106;1;4.0;15.0
5270;Rumpt e.o.;Geldermalsen                            ;Buurt     ;BU02360107;1;9.0;35.0
5271;Enspijk e.o.;Geldermalsen                            ;Buurt     ;BU02360108;1;3.0;28.0
5272;Deil e.o.;Geldermalsen                            ;Buurt     ;BU02360109;1;7.0;60.0
5273;Beesd;Geldermalsen                            ;Wijk      ;WK023602  ;1;196.0;735.0
5274;Beesd West;Geldermalsen                            ;Buurt     ;BU02360200;1;86.0;268.0
5275;Beesd Oost;Geldermalsen                            ;Buurt     ;BU02360201;1;40.0;166.0
5276;Rhenoy;Geldermalsen                            ;Buurt     ;BU02360202;1;38.0;154.0
5277;Acquoy;Geldermalsen                            ;Buurt     ;BU02360203;1;12.0;49.0
5278;Aquoy e.o.;Geldermalsen                            ;Buurt     ;BU02360207;1;9.0;34.0
5279;Rhenoy e.o.;Geldermalsen                            ;Buurt     ;BU02360208;1;4.0;16.0
5280;Beesd e.o.;Geldermalsen                            ;Buurt     ;BU02360209;1;7.0;49.0
5281;Buurmalsen;Geldermalsen                            ;Wijk      ;WK023603  ;1;160.0;577.0
5282;Buurmalsen;Geldermalsen                            ;Buurt     ;BU02360300;1;33.0;109.0
5283;Tricht;Geldermalsen                            ;Buurt     ;BU02360301;1;94.0;288.0
5284;Tricht e.o.;Geldermalsen                            ;Buurt     ;BU02360308;1;14.0;78.0
5285;Buurmalsen e.o.;Geldermalsen                            ;Buurt     ;BU02360309;1;19.0;102.0
5286;Meteren;Geldermalsen                            ;Wijk      ;WK023604  ;1;208.0;704.0
5287;Meteren;Geldermalsen                            ;Buurt     ;BU02360400;1;38.0;163.0
5288;Meteren - Kalenberg;Geldermalsen                            ;Buurt     ;BU02360401;1;89.0;333.0
5289;Meteren - De Plantage;Geldermalsen                            ;Buurt     ;BU02360402;1;72.0;166.0
5290;Meteren e.o.;Geldermalsen                            ;Buurt     ;BU02360403;1;9.0;42.0
5291;Geldrop-Mierlo;Geldrop-Mierlo                          ;Gemeente  ;GM1771    ;.;1950.0;6948.0
5292;Wijk 00 Geldrop;Geldrop-Mierlo                          ;Wijk      ;WK177100  ;1;1335.0;4630.0
5293;Centrum;Geldrop-Mierlo                          ;Buurt     ;BU17710000;1;107.0;301.0
5294;Skandia;Geldrop-Mierlo                          ;Buurt     ;BU17710001;1;118.0;397.0
5295;Akert;Geldrop-Mierlo                          ;Buurt     ;BU17710002;1;84.0;287.0
5296;Zesgehuchten;Geldrop-Mierlo                          ;Buurt     ;BU17710003;1;211.0;743.0
5297;Braakhuizen-Noord;Geldrop-Mierlo                          ;Buurt     ;BU17710004;1;125.0;484.0
5298;Braakhuizen-Zuid;Geldrop-Mierlo                          ;Buurt     ;BU17710005;1;149.0;531.0
