ID;PersoonsEnBuurtkenmerken;Cijfersoort;Perioden;ContactenBurgersEnPolitieTotaal_1;ContactenVanwegeHandhaving_2;Bekeuring_3;Waarschuwing_4;Controle_5;ContactenVanwegeAangifteMelding_6;AangifteMeldingMisdrijf_7;MeldingVerdachteSituatie_8;GetuigeVanMisdrijf_9;AndereContacten_10;Hulpvraag_11;Vergunningaanvraag_12;InformatieEnAdvies_13;OpenDag_14;OverigeContacten_15;Ontevreden_16;Tevreden_17;Handhaving_18;AangifteMelding_19;AndereContacten_20
148;118;Betrouwbaarheidsmarge;2005;2.9;3.2;2.1;1.9;2.0;5.4;5.3;3.8;1.6;5.2;3.1;1.6;1.9;;4.5;4.8;5.5;;7.3;8.5
149;118;Betrouwbaarheidsmarge;2006;1.5;1.6;1.2;0.6;1.0;2.9;2.8;1.8;1.0;2.9;1.6;;1.5;0.5;2.6;2.7;3.0;10.4;4.2;4.5
150;118;Betrouwbaarheidsmarge;2007;1.6;1.9;1.6;0.6;1.1;3.1;3.0;2.1;1.1;2.9;1.7;0.5;1.1;0.7;2.6;2.6;3.1;9.3;4.3;4.7
151;118;Betrouwbaarheidsmarge;2008;1.5;1.7;1.3;0.7;0.8;3.1;2.9;2.1;1.0;3.0;1.5;0.9;1.5;0.5;2.7;2.6;3.0;9.9;4.3;4.4
152;119;Waarde;2005;33.9;11.6;;;5.3;50.0;36.6;12.4;;38.4;;;;;28.3;28.7;50.3;;;
153;119;Waarde;2006;32.8;11.4;4.3;4.5;2.6;57.1;40.2;11.9;5.1;31.5;7.0;;2.7;;21.5;20.9;56.7;;50.1;66.5
154;119;Waarde;2007;32.9;11.4;6.2;2.9;2.4;53.7;38.3;12.4;2.9;34.9;7.8;;5.6;;20.6;27.3;54.5;;46.6;70.9
155;119;Waarde;2008;28.0;9.9;5.3;1.4;3.2;55.4;34.9;16.9;3.6;34.7;4.8;2.1;4.7;;22.7;25.0;58.0;;50.4;67.6
156;119;Betrouwbaarheidsmarge;2005;5.4;6.2;;;4.3;9.8;9.9;6.1;;9.4;;;;;8.4;9.3;9.9;;;
157;119;Betrouwbaarheidsmarge;2006;2.8;3.8;2.4;2.7;2.2;5.2;5.1;3.4;2.7;4.7;2.6;;1.8;;4.0;4.2;5.3;;7.0;8.4
158;119;Betrouwbaarheidsmarge;2007;2.6;3.3;2.6;2.0;1.4;4.9;4.8;3.2;1.9;4.7;2.7;;2.2;;3.9;4.6;4.9;;6.7;7.2
159;119;Betrouwbaarheidsmarge;2008;2.3;2.8;2.2;1.1;1.5;4.8;4.6;3.6;2.0;4.6;2.1;1.4;2.4;;4.0;4.1;4.8;;6.6;7.3
160;120;Waarde;2005;27.7;13.7;7.5;2.5;3.7;49.2;34.4;12.5;2.3;37.1;5.7;1.0;3.9;0.4;26.0;27.7;52.6;53.5;44.9;62.7
161;120;Waarde;2006;28.5;12.7;6.5;2.8;3.5;49.6;36.4;10.1;3.2;37.6;7.9;0.9;4.5;0.5;23.8;27.5;56.2;50.3;49.9;66.4
162;120;Waarde;2007;28.2;12.5;7.3;2.1;3.1;51.3;35.9;12.6;2.7;36.3;8.1;1.1;4.1;0.5;22.4;25.6;57.8;51.2;52.0;68.3
163;120;Waarde;2008;27.2;11.2;5.5;2.4;3.3;49.6;32.8;14.0;2.8;39.2;6.9;1.0;4.8;0.8;25.7;26.0;58.1;50.5;52.7;67.1
164;120;Betrouwbaarheidsmarge;2005;1.2;1.7;1.3;0.8;1.0;2.6;2.4;1.7;0.8;2.5;1.3;0.5;1.1;0.3;2.3;2.3;2.6;6.8;3.7;4.2
165;120;Betrouwbaarheidsmarge;2006;0.6;0.9;0.7;0.5;0.5;1.4;1.3;0.8;0.5;1.3;0.8;0.2;0.6;0.2;1.1;1.2;1.4;3.7;1.9;2.1
166;120;Betrouwbaarheidsmarge;2007;0.7;0.9;0.7;0.4;0.5;1.4;1.4;0.9;0.5;1.3;0.8;0.3;0.5;0.2;1.2;1.2;1.4;4.0;2.0;2.2
167;120;Betrouwbaarheidsmarge;2008;0.6;0.9;0.6;0.4;0.5;1.4;1.3;1.0;0.5;1.4;0.7;0.3;0.6;0.3;1.2;1.2;1.4;4.2;2.0;2.1
168;121;Waarde;2005;28.0;11.4;6.6;;3.8;58.7;41.0;13.9;3.8;30.0;4.8;;3.5;;21.0;28.1;51.0;;47.6;
169;121;Waarde;2006;27.5;12.6;5.1;;6.6;51.0;39.0;10.5;1.6;36.4;8.3;;4.9;;22.6;28.8;53.3;65.8;43.9;61.7
170;121;Waarde;2007;29.1;11.7;6.3;1.8;3.6;55.1;43.1;9.4;2.6;33.2;10.2;0.9;3.4;;18.8;23.7;56.5;45.6;53.2;66.0
171;121;Waarde;2008;27.2;13.5;5.8;3.0;4.7;49.6;37.1;9.7;2.8;36.9;5.3;2.4;6.7;;22.2;29.3;53.7;46.2;46.1;66.1
172;121;Betrouwbaarheidsmarge;2005;3.9;4.9;3.8;;3.1;8.1;8.1;5.4;3.8;7.8;4.7;;3.4;;6.9;7.4;8.2;;10.5;
173;121;Betrouwbaarheidsmarge;2006;2.1;3.2;1.9;;2.6;4.6;4.6;2.9;1.5;4.4;2.5;;2.3;;3.7;4.1;4.7;12.3;6.7;7.0
174;121;Betrouwbaarheidsmarge;2007;2.1;2.9;2.0;1.1;2.1;4.5;4.5;2.5;1.5;4.2;2.8;0.9;1.5;;3.4;3.8;4.5;13.2;6.2;7.3
175;121;Betrouwbaarheidsmarge;2008;2.1;3.1;2.2;1.5;2.0;4.6;4.4;2.4;1.5;4.5;2.2;1.6;2.6;;3.8;4.2;4.5;12.0;6.4;7.3
176;122;Waarde;2005;26.8;13.1;8.0;;;42.2;37.6;;;44.7;11.1;;5.9;;27.7;31.8;51.3;;;
177;122;Waarde;2006;29.2;16.3;11.4;;4.2;47.6;39.2;6.1;2.3;36.1;7.7;;3.5;;23.2;36.3;44.8;;36.7;55.4
178;122;Waarde;2007;29.6;11.8;5.4;2.2;4.2;50.2;41.3;6.1;2.8;38.0;8.0;1.5;4.3;;24.0;34.6;50.2;;36.5;67.9
179;122;Waarde;2008;30.5;17.0;7.4;2.0;7.7;47.1;37.6;7.8;1.7;35.8;6.7;;4.1;;24.4;30.8;51.8;52.0;42.6;64.6
180;122;Betrouwbaarheidsmarge;2005;4.5;6.9;5.9;;;9.9;9.8;;;10.1;6.5;;5.2;;9.4;9.3;10.1;;;
181;122;Betrouwbaarheidsmarge;2006;2.7;4.3;3.8;;2.3;5.6;5.4;2.9;1.8;5.3;3.2;;2.1;;4.6;5.4;5.5;;7.6;9.1
182;122;Betrouwbaarheidsmarge;2007;2.5;3.4;2.5;1.6;2.1;5.2;5.2;2.2;1.6;5.1;2.9;1.5;2.2;;4.6;4.9;5.2;;7.0;7.8
183;122;Betrouwbaarheidsmarge;2008;2.5;3.9;2.7;1.5;2.8;5.0;4.9;2.8;1.5;4.8;2.5;;2.1;;4.3;4.6;5.0;12.2;7.3;7.9
184;123;Waarde;2005;26.7;13.2;7.2;1.9;4.0;45.7;32.4;9.8;3.5;41.1;7.0;1.0;4.7;;28.5;27.9;55.9;;48.0;71.0
185;123;Waarde;2006;28.3;16.0;8.5;3.1;4.4;49.1;38.8;7.7;2.5;34.9;8.5;1.6;3.8;0.2;20.9;32.1;49.9;49.3;43.7;58.7
186;123;Waarde;2007;30.3;11.1;6.9;1.2;3.0;49.4;35.4;9.7;4.3;39.6;9.5;0.7;4.0;0.4;24.9;28.4;53.2;51.5;46.0;63.0
187;123;Waarde;2008;30.2;13.1;6.5;2.5;4.2;47.7;35.4;9.2;3.1;39.2;7.7;0.5;6.0;0.3;24.6;30.5;55.4;50.8;50.6;62.9
188;123;Betrouwbaarheidsmarge;2005;2.9;4.1;3.1;1.8;2.7;6.4;5.9;3.6;2.4;6.5;3.4;;3.2;;6.2;5.7;6.4;;9.0;9.6
189;123;Betrouwbaarheidsmarge;2006;1.7;2.6;2.1;1.1;1.4;3.5;3.5;1.9;1.0;3.3;1.9;1.0;1.4;;2.8;3.4;3.6;8.7;5.2;5.7
190;123;Betrouwbaarheidsmarge;2007;1.7;2.2;1.8;0.7;1.3;3.4;3.3;2.0;1.4;3.3;2.1;0.5;1.3;;3.0;3.1;3.4;10.5;4.8;5.2
191;123;Betrouwbaarheidsmarge;2008;1.7;2.3;1.7;0.9;1.5;3.4;3.3;1.9;1.1;3.3;1.8;0.4;1.8;;2.9;3.1;3.4;9.2;4.9;5.4
192;124;Waarde;2005;24.8;13.7;6.6;3.1;4.1;48.9;30.5;15.3;3.1;37.3;8.1;;2.2;0.3;26.8;27.7;49.6;;35.7;67.3
193;124;Waarde;2006;26.6;12.8;7.6;2.3;2.9;49.1;36.8;9.8;2.4;38.1;7.5;0.9;5.0;0.6;24.0;30.1;53.9;47.8;45.8;66.3
194;124;Waarde;2007;25.8;14.9;9.0;3.0;2.9;51.3;37.1;11.4;2.9;33.8;9.3;0.9;3.2;0.7;19.7;27.4;55.8;45.7;53.9;63.3
195;124;Waarde;2008;25.6;11.2;4.8;2.4;4.0;49.1;31.4;14.3;3.4;39.7;7.8;0.9;4.8;1.0;25.2;27.3;57.9;50.2;50.7;68.9
196;124;Betrouwbaarheidsmarge;2005;2.5;4.1;3.1;2.2;2.5;5.9;5.4;4.2;2.2;5.7;3.5;;1.6;;5.2;5.3;5.9;;8.0;8.8
197;124;Betrouwbaarheidsmarge;2006;1.4;2.1;1.7;0.8;1.1;3.1;3.0;2.0;1.0;3.0;1.7;0.6;1.4;0.4;2.6;2.9;3.1;8.5;4.5;4.7
198;124;Betrouwbaarheidsmarge;2007;1.4;2.3;1.8;1.2;1.1;3.2;3.1;2.0;1.0;3.0;1.9;0.6;1.0;0.7;2.5;2.8;3.2;8.2;4.5;5.3
199;124;Betrouwbaarheidsmarge;2008;1.3;2.0;1.3;1.0;1.2;3.1;2.9;2.2;1.1;3.0;1.7;0.7;1.4;0.7;2.7;2.8;3.1;9.3;4.5;4.4
200;125;Waarde;2005;28.3;12.5;6.6;2.8;3.1;54.2;38.6;13.3;2.3;33.3;6.8;0.4;3.9;0.4;21.7;31.9;48.2;;43.7;59.2
201;125;Waarde;2006;28.0;10.1;5.1;2.0;3.0;49.4;38.0;8.5;2.9;40.5;9.3;1.0;4.2;0.5;25.4;28.1;58.0;53.3;49.5;69.4
202;125;Waarde;2007;28.8;11.6;6.4;2.4;2.8;51.0;35.4;13.5;2.1;37.4;9.1;1.4;4.4;0.5;22.0;26.6;58.1;51.2;51.7;69.0
203;125;Waarde;2008;27.2;12.3;5.0;2.8;4.5;47.2;31.0;13.9;2.3;40.5;7.9;1.4;5.0;1.0;25.2;25.9;58.9;52.5;55.5;64.8
204;125;Betrouwbaarheidsmarge;2005;2.6;3.8;3.0;1.9;2.1;5.5;5.3;3.7;1.7;5.2;2.9;;2.2;;4.5;5.2;5.5;;7.2;9.6
205;125;Betrouwbaarheidsmarge;2006;1.3;1.7;1.3;0.9;1.0;2.9;2.8;1.5;0.9;2.8;1.9;0.5;1.1;0.3;2.5;2.7;2.9;9.0;4.1;4.4
206;125;Betrouwbaarheidsmarge;2007;1.3;1.7;1.3;0.8;0.8;2.8;2.7;1.9;0.8;2.7;1.7;0.6;1.2;0.4;2.3;2.5;2.8;7.7;4.0;4.3
207;125;Betrouwbaarheidsmarge;2008;1.3;2.0;1.3;1.0;1.3;2.9;2.6;2.0;0.8;2.8;1.6;0.7;1.3;0.5;2.4;2.6;2.8;8.6;4.1;4.3
208;126;Waarde;2005;27.7;13.6;9.4;1.8;2.4;47.8;36.7;9.7;1.4;38.6;3.6;1.0;4.9;0.2;28.9;25.4;55.7;;46.8;69.6
209;126;Waarde;2006;29.3;14.4;6.8;2.1;5.5;48.2;33.0;11.9;3.3;37.4;7.5;0.5;4.6;0.6;24.2;26.2;57.2;52.3;52.3;65.1
210;126;Waarde;2007;28.3;10.8;6.0;1.5;3.4;51.5;39.1;10.1;2.4;37.6;8.9;0.9;4.3;0.3;23.2;25.1;58.6;58.7;50.2;70.1
211;126;Waarde;2008;27.9;11.4;5.9;2.0;3.5;51.4;36.0;12.4;3.0;37.3;6.0;1.1;4.5;0.6;25.0;26.8;56.5;49.6;49.8;67.9
212;126;Betrouwbaarheidsmarge;2005;2.4;3.4;3.0;1.5;1.4;5.2;5.1;3.1;1.2;5.1;2.1;;2.4;;4.7;4.4;5.2;;7.6;7.5
213;126;Betrouwbaarheidsmarge;2006;1.2;1.9;1.3;0.7;1.3;2.6;2.4;1.7;1.1;2.5;1.5;0.3;1.1;0.4;2.2;2.3;2.6;6.9;3.7;4.1
214;126;Betrouwbaarheidsmarge;2007;1.3;1.7;1.3;0.6;1.0;2.8;2.8;1.7;0.9;2.7;1.7;0.6;1.1;;2.4;2.4;2.8;7.9;3.9;4.1
215;126;Betrouwbaarheidsmarge;2008;1.3;1.7;1.3;0.7;1.0;2.7;2.6;1.8;1.0;2.6;1.3;0.6;1.2;0.4;2.3;2.4;2.7;7.8;3.8;4.1
216;127;Waarde;2005;30.4;14.5;7.2;1.9;5.3;51.7;37.6;12.1;2.0;33.9;5.7;1.5;3.9;0.6;22.1;27.6;52.5;69.0;46.2;55.0
217;127;Waarde;2006;29.9;12.4;6.5;2.5;3.4;52.7;39.0;10.2;3.4;34.9;7.1;0.8;4.4;0.4;22.3;26.5;54.4;51.5;48.2;64.7
218;127;Waarde;2007;29.1;13.5;7.3;2.3;3.9;53.5;37.9;13.3;2.4;33.0;5.4;1.4;4.3;0.4;21.5;25.2;57.3;47.1;50.2;72.9
219;127;Waarde;2008;27.0;11.8;5.9;2.5;3.4;51.0;34.2;15.0;1.8;37.2;5.0;1.3;4.1;0.5;26.4;24.2;56.4;47.5;49.3;68.9
220;127;Betrouwbaarheidsmarge;2005;2.4;3.2;2.3;1.3;2.1;4.8;4.6;3.2;1.6;4.6;2.7;1.2;2.0;;3.9;4.3;4.8;10.6;6.7;8.4
221;127;Betrouwbaarheidsmarge;2006;1.3;1.7;1.3;0.9;0.9;2.6;2.5;1.5;1.1;2.4;1.3;0.5;1.1;0.3;2.1;2.3;2.6;7.4;3.6;4.2
222;127;Betrouwbaarheidsmarge;2007;1.3;1.9;1.5;0.8;1.1;2.7;2.7;1.8;0.8;2.5;1.2;0.7;1.1;0.3;2.2;2.4;2.7;7.5;3.8;4.0
223;127;Betrouwbaarheidsmarge;2008;1.2;1.7;1.3;0.8;0.9;2.7;2.6;1.9;0.6;2.6;1.1;0.7;1.1;0.4;2.4;2.3;2.7;7.9;3.8;4.2
224;150;Waarde;2005;26.9;12.4;6.7;2.3;3.5;50.4;35.9;12.2;2.2;37.2;6.1;0.9;3.9;0.3;26.0;27.5;53.5;52.1;44.3;66.5
225;150;Waarde;2006;27.8;12.2;6.3;2.4;3.5;50.6;37.6;10.0;3.1;37.1;7.9;1.0;4.4;0.5;23.4;27.6;55.6;50.9;48.8;66.2
226;150;Waarde;2007;27.6;11.7;6.5;2.1;3.2;51.9;37.1;12.0;2.8;36.4;8.2;1.2;4.1;0.5;22.5;25.6;57.5;51.7;51.1;68.7
227;150;Waarde;2008;26.8;11.3;5.4;2.4;3.6;49.9;33.6;13.6;2.7;38.8;6.6;1.1;4.9;0.7;25.4;26.1;57.8;50.4;51.9;67.6
228;150;Betrouwbaarheidsmarge;2005;1.1;1.6;1.2;0.7;0.9;2.5;2.4;1.6;0.8;2.4;1.3;0.4;1.0;0.3;2.2;2.2;2.5;6.8;3.5;4.0
229;150;Betrouwbaarheidsmarge;2006;0.6;0.9;0.7;0.4;0.5;1.3;1.3;0.8;0.5;1.3;0.7;0.3;0.6;0.2;1.1;1.2;1.3;3.8;1.9;2.1
230;150;Betrouwbaarheidsmarge;2007;0.6;0.9;0.7;0.4;0.5;1.4;1.3;0.9;0.4;1.3;0.8;0.3;0.5;0.2;1.1;1.2;1.3;3.9;1.9;2.1
231;150;Betrouwbaarheidsmarge;2008;0.6;0.9;0.6;0.4;0.5;1.4;1.3;0.9;0.4;1.3;0.7;0.3;0.6;0.2;1.2;1.2;1.3;4.0;1.9;2.0
232;151;Waarde;2005;47.4;27.2;18.1;;7.4;40.8;28.9;7.5;4.4;32.0;7.2;;6.8;;18.0;33.3;38.4;;;
233;151;Waarde;2006;46.3;25.0;14.5;2.2;8.3;33.7;26.7;6.3;;41.4;8.9;;4.3;;27.9;41.9;42.7;48.9;30.5;48.9
234;151;Waarde;2007;49.8;21.0;14.8;1.7;4.5;46.0;36.5;7.7;1.8;33.0;9.8;;3.7;;18.8;37.2;47.8;41.2;43.4;57.4
235;151;Waarde;2008;46.3;20.9;8.6;3.3;9.1;41.7;34.2;5.1;2.4;37.4;9.2;;3.8;;23.3;37.4;45.2;48.8;38.3;51.1
236;151;Betrouwbaarheidsmarge;2005;7.3;9.2;8.0;;6.0;10.4;10.0;5.4;4.2;9.9;5.8;;6.1;;8.1;9.7;10.1;;;
237;151;Betrouwbaarheidsmarge;2006;4.1;5.3;4.1;1.9;3.8;5.7;5.3;2.9;;6.0;3.8;;2.5;;5.4;6.0;6.1;12.1;9.3;9.5
238;151;Betrouwbaarheidsmarge;2007;3.9;4.4;3.9;1.3;2.2;5.5;5.4;2.9;1.4;5.2;3.6;;2.2;;4.2;5.4;5.5;11.4;8.2;9.6
239;151;Betrouwbaarheidsmarge;2008;3.8;4.8;3.2;2.0;3.6;5.5;5.4;2.3;1.5;5.6;3.8;;2.6;;4.7;5.5;5.7;12.6;8.2;9.5
240;152;Waarde;2005;;;;;;;;;;;;;;;;;;;;
241;152;Waarde;2006;47.2;13.6;9.6;;;38.0;30.3;;;48.5;16.3;;;;28.6;53.8;36.1;;;
242;152;Waarde;2007;59.9;14.4;8.3;3.7;;48.9;38.6;7.6;;36.7;11.5;;;;22.3;39.7;41.9;;;
243;152;Waarde;2008;50.5;16.6;6.6;;;44.5;35.7;4.1;4.7;38.9;7.7;;;;28.6;47.4;38.7;;;
244;152;Betrouwbaarheidsmarge;2005;;;;;;;;;;;;;;;;;;;;
245;152;Betrouwbaarheidsmarge;2006;7.7;7.3;6.5;;;10.8;9.9;;;11.5;9.9;;;;10.7;11.3;10.8;;;
246;152;Betrouwbaarheidsmarge;2007;7.2;6.7;5.8;3.5;;10.0;9.9;4.8;;9.7;7.1;;;;8.5;9.9;10.0;;;
247;152;Betrouwbaarheidsmarge;2008;7.2;7.9;5.2;;;9.9;9.5;3.5;4.3;9.9;5.8;;;;9.4;10.0;9.9;;;
248;153;Waarde;2005;;;;;;;;;;;;;;;;;;;;
249;153;Waarde;2006;47.1;34.4;11.7;;16.3;31.4;27.8;;;34.2;8.0;;;;23.5;49.7;30.8;;;
250;153;Waarde;2007;45.1;17.3;13.5;;;46.6;38.4;7.1;;36.1;10.4;;6.2;;18.9;42.8;34.4;;;
251;153;Waarde;2008;45.0;21.4;8.8;5.0;;40.4;33.7;;;38.2;;;;;31.4;35.2;42.5;;;
252;153;Betrouwbaarheidsmarge;2005;;;;;;;;;;;;;;;;;;;;
253;153;Betrouwbaarheidsmarge;2006;8.4;12.0;7.2;;10.9;11.2;10.9;;;11.4;6.7;;;;10.4;12.3;11.4;;;
254;153;Betrouwbaarheidsmarge;2007;7.5;9.1;8.8;;;10.9;10.6;6.7;;10.4;7.1;;6.1;;8.3;10.9;10.1;;;
255;153;Betrouwbaarheidsmarge;2008;7.9;10.2;7.9;4.5;;11.2;10.6;;;11.8;;;;;11.5;10.8;11.8;;;
256;154;Waarde;2005;45.4;;;;;;;;;;;;;;;;;;;
257;154;Waarde;2006;46.0;22.5;19.0;;;30.0;23.2;6.8;;47.4;6.3;;;;38.4;32.8;48.2;;;
258;154;Waarde;2007;42.1;25.3;19.1;;5.5;41.4;34.5;6.3;;33.3;9.0;;5.7;;17.7;28.8;60.2;;;
259;154;Waarde;2008;43.0;24.4;10.3;;14.1;40.4;33.9;5.5;;35.2;9.8;;9.5;;13.8;32.3;51.7;;;
260;154;Betrouwbaarheidsmarge;2005;12.6;;;;;;;;;;;;;;;;;;;
261;154;Betrouwbaarheidsmarge;2006;6.9;8.3;7.8;;;9.5;8.6;5.9;;10.5;5.0;;;;10.6;10.2;10.6;;;
262;154;Betrouwbaarheidsmarge;2007;6.7;9.0;8.2;;5.1;10.4;10.2;5.0;;10.0;7.3;;5.3;;7.9;9.2;10.1;;;
263;154;Betrouwbaarheidsmarge;2008;6.3;8.8;6.0;;7.6;9.8;9.6;3.9;;9.8;7.6;;7.4;;5.9;9.7;10.3;;;
264;155;Waarde;2005;;;;;;;;;;;;;;;;;;;;
265;155;Waarde;2006;58.5;30.7;14.1;;10.7;29.0;18.6;9.7;;40.3;;;;;31.0;39.1;50.6;;;
266;155;Waarde;2007;52.7;25.0;19.4;;;43.4;36.3;5.4;;31.6;7.6;;;;21.8;37.4;44.6;;;
267;155;Waarde;2008;45.7;15.3;9.5;;;47.4;40.3;;;37.3;;;;;27.0;40.7;40.8;;;
268;155;Betrouwbaarheidsmarge;2005;;;;;;;;;;;;;;;;;;;;
269;155;Betrouwbaarheidsmarge;2006;8.6;10.9;8.5;;8.5;10.1;8.6;7.4;;10.7;;;;;9.8;10.7;11.2;;;
270;155;Betrouwbaarheidsmarge;2007;8.0;9.8;9.3;;;11.0;10.8;5.2;;10.0;6.3;;;;8.9;11.0;10.9;;;
271;155;Betrouwbaarheidsmarge;2008;7.9;8.9;7.8;;;11.5;11.3;;;11.2;;;;;9.6;11.5;11.3;;;
272;128;Waarde;2005;36.3;12.3;6.6;2.5;3.2;51.5;37.6;11.6;2.3;36.2;10.3;;4.2;;21.7;28.2;50.7;;40.1;64.3
273;128;Waarde;2006;34.3;12.3;7.4;1.4;3.6;53.3;40.6;9.7;3.0;34.4;8.5;0.8;3.3;;21.7;28.1;52.4;49.9;45.3;64.3
274;128;Waarde;2007;34.2;10.9;7.4;1.3;2.3;51.7;39.1;10.0;2.6;37.4;10.7;0.8;3.2;;22.4;25.7;57.5;50.4;50.2;69.6
275;128;Waarde;2008;34.1;12.2;6.2;1.5;4.5;51.1;36.3;12.6;2.1;36.7;7.7;;5.5;;22.7;29.2;55.7;42.9;54.3;62.0
276;128;Betrouwbaarheidsmarge;2005;3.0;3.4;2.6;1.6;2.0;5.3;5.1;3.4;1.5;5.2;3.5;;2.5;;4.5;4.7;5.3;;7.0;8.8
277;128;Betrouwbaarheidsmarge;2006;1.8;2.2;1.8;0.7;1.2;3.2;3.2;1.9;1.1;3.0;1.8;0.6;1.1;;2.6;3.0;3.2;9.3;4.4;5.1
278;128;Betrouwbaarheidsmarge;2007;1.7;2.0;1.6;0.8;1.1;3.1;3.1;1.8;1.0;3.1;2.0;0.5;1.1;;2.7;2.8;3.1;9.6;4.3;4.8
279;128;Betrouwbaarheidsmarge;2008;1.7;2.1;1.6;0.7;1.4;3.2;3.0;2.0;0.9;3.1;1.7;;1.5;;2.7;2.9;3.1;8.9;4.4;5.1
280;129;Waarde;2005;27.5;11.9;7.4;;3.6;54.9;40.0;11.6;3.4;33.2;4.1;;2.6;;25.7;31.6;48.9;;42.4;59.8
281;129;Waarde;2006;31.1;12.6;6.0;2.8;3.8;50.3;38.4;8.7;3.1;37.1;9.5;0.9;4.8;0.5;21.5;30.4;53.7;52.4;47.7;61.8
282;129;Waarde;2007;30.9;10.9;5.3;2.6;3.0;53.5;38.7;12.0;2.8;35.6;9.6;0.5;4.1;0.4;21.0;27.4;55.8;53.6;51.6;63.1
283;129;Waarde;2008;29.8;11.6;5.9;2.3;3.4;51.7;36.8;11.6;3.4;36.6;6.6;1.0;5.0;0.7;23.3;27.4;54.8;50.3;48.5;65.4
284;129;Betrouwbaarheidsmarge;2005;2.3;3.2;2.6;;1.7;4.9;4.9;3.1;1.9;4.7;2.1;;1.8;;4.3;4.6;5.0;;6.6;8.4
285;129;Betrouwbaarheidsmarge;2006;1.3;1.7;1.2;0.9;1.1;2.5;2.4;1.4;0.9;2.5;1.5;0.5;1.2;0.3;2.1;2.3;2.5;7.2;3.5;4.1
286;129;Betrouwbaarheidsmarge;2007;1.3;1.6;1.2;0.8;0.9;2.6;2.5;1.7;0.8;2.4;1.6;0.4;1.0;0.3;2.0;2.3;2.6;7.6;3.6;4.1
287;129;Betrouwbaarheidsmarge;2008;1.3;1.7;1.2;0.8;1.0;2.6;2.5;1.6;0.9;2.5;1.3;0.6;1.2;0.5;2.2;2.3;2.6;7.8;3.6;4.2
288;130;Waarde;2005;27.6;10.0;4.8;;4.0;51.3;36.5;12.7;2.1;38.7;6.4;;4.2;;26.9;25.9;55.0;;50.4;65.5
289;130;Waarde;2006;28.2;12.7;7.3;1.8;3.6;50.1;36.3;10.4;3.4;37.2;7.7;;5.1;0.6;23.7;28.9;54.5;44.7;48.2;66.5
290;130;Waarde;2007;28.4;12.6;7.1;2.1;3.5;52.5;37.3;12.8;2.5;34.9;6.5;1.2;4.6;;22.1;27.1;55.4;45.6;47.0;71.6
291;130;Waarde;2008;27.7;11.1;5.1;2.8;3.2;49.4;34.0;12.9;2.6;39.5;7.1;0.7;4.3;0.8;26.6;28.5;55.6;43.6;48.7;67.4
292;130;Betrouwbaarheidsmarge;2005;2.5;3.2;2.2;;2.3;5.4;5.1;3.5;1.6;5.3;2.8;;2.2;;5.0;4.6;5.4;;7.4;8.6
293;130;Betrouwbaarheidsmarge;2006;1.3;1.9;1.5;0.8;1.0;2.8;2.7;1.7;1.1;2.7;1.5;;1.2;0.4;2.4;2.6;2.8;7.9;3.9;4.4
294;130;Betrouwbaarheidsmarge;2007;1.3;1.9;1.5;0.8;1.1;2.9;2.8;1.9;0.9;2.7;1.4;0.7;1.1;;2.4;2.6;2.9;8.0;4.1;4.3
295;130;Betrouwbaarheidsmarge;2008;1.3;1.8;1.3;0.9;1.0;2.8;2.7;1.9;0.9;2.8;1.5;0.5;1.1;0.5;2.5;2.6;2.8;8.3;4.0;4.1
296;131;Waarde;2005;26.4;16.6;10.1;3.5;3.0;41.4;27.7;12.1;1.6;42.0;4.8;1.3;5.2;;30.4;26.1;54.5;;45.3;66.1
297;131;Waarde;2006;26.1;12.6;5.7;3.7;3.2;46.7;34.3;9.5;2.9;40.6;7.2;1.2;4.1;0.6;27.5;26.5;57.5;54.2;51.7;65.0
298;131;Waarde;2007;25.6;13.9;6.9;2.6;4.4;51.8;36.7;12.0;3.2;34.3;7.1;1.7;4.7;0.6;20.1;26.8;56.1;48.0;49.7;69.1
299;131;Waarde;2008;24.4;12.1;4.6;3.4;4.1;46.4;29.4;14.3;2.7;41.6;7.0;1.2;4.3;1.4;27.7;22.7;60.8;53.7;51.9;72.8
300;131;Betrouwbaarheidsmarge;2005;2.4;4.0;3.3;2.1;1.9;5.3;4.8;3.5;1.5;5.3;2.3;1.2;2.5;;5.0;4.8;5.4;;8.1;8.0
301;131;Betrouwbaarheidsmarge;2006;1.2;1.8;1.2;1.1;1.0;2.8;2.6;1.6;1.0;2.7;1.5;0.6;1.1;0.4;2.5;2.5;2.8;7.5;4.1;4.3
302;131;Betrouwbaarheidsmarge;2007;1.3;2.0;1.5;0.9;1.2;2.9;2.8;1.9;1.0;2.7;1.5;0.8;1.3;0.5;2.3;2.6;2.9;7.5;4.1;4.5
303;131;Betrouwbaarheidsmarge;2008;1.2;1.9;1.3;1.1;1.2;2.9;2.6;2.1;1.0;2.9;1.5;0.6;1.3;0.7;2.6;2.4;2.8;8.5;4.3;4.0
304;132;Waarde;2005;20.1;18.2;8.9;3.6;5.7;46.6;33.0;12.2;;35.1;3.8;2.4;4.2;;24.2;25.0;57.1;;45.4;70.1
305;132;Waarde;2006;22.0;16.0;8.3;2.7;5.0;44.9;31.8;11.0;2.1;39.0;5.5;1.9;5.0;0.9;25.7;27.3;58.3;53.8;50.2;69.4
