ID;Geslacht;Vooropleiding;Studierichting;Opleidingsvorm;Herkomstgroepering;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na1Jaar_23;Na2Jaar_24;Na3Jaar_25;Na4Jaar_26;Na5Jaar_27;Na6Jaar_28;Na7Jaar_29;Na8Jaar_30;InJaar2_31;InJaar3_32;InJaar4_33;InJaar5_34;InJaar6_35;InJaar7_36;InJaar8_37;InJaar9_38;InJaar2_39;InJaar3_40;InJaar4_41;InJaar5_42;InJaar6_43;InJaar7_44;InJaar8_45;InJaar9_46;InJaar2_47;InJaar3_48;InJaar4_49;InJaar5_50;InJaar6_51;InJaar7_52;InJaar8_53;InJaar9_54
8259;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8260;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8261;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Overig niet-westerse allochtoon;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8262;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 1995;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8263;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8264;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8265;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8266;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8267;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8268;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8269;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8270;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8271;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8272;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8273;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8274;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8275;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8276;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8277;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8278;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8279;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Totaal opleidingsvorm;Herkomst onbekend;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8280;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 1995;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8281;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8282;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8283;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 1998;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8284;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8285;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8286;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8287;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8288;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8289;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8290;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8291;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8292;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8293;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8294;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8295;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8296;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8297;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Totaal herkomstgroepering;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8298;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8299;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8300;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8301;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8302;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8303;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8304;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8305;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8306;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8307;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8308;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8309;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8310;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8311;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8312;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8313;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8314;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8315;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Autochtoon;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8316;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8317;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8318;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8319;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 1998;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8320;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8321;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8322;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8323;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8324;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8325;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8326;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8327;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8328;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8329;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8330;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8331;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8332;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8333;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Westerse allochtoon;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8334;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8335;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8336;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8337;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8338;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8339;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8340;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8341;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8342;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8343;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8344;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8345;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8346;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8347;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8348;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8349;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8350;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8351;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Niet-westerse allochtoon;Startjaar 2012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8352;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8353;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8354;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8355;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8356;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8357;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8358;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8359;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8360;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8361;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8362;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8363;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8364;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8365;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8366;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8367;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8368;Totaal mannen en vrouwen;Vooropleidingen totaal;213 Audiovisuele techniek;Voltijd;Marokko;Startjaar 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
