ID;Voertuigsoort;BedrijfstakkenSBI2008;KenmerkenVrachtautoSEnTrekkers;Perioden;AantalVoertuigenInGebruik_1
7269;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Leeftijd: 15 tot 20 jaar;2009;70
7270;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Leeftijd: 15 tot 20 jaar;2010;90
7271;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Leeftijd: 15 tot 20 jaar;2011;110
7272;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Leeftijd: 20 jaar of ouder;2009;70
7273;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Leeftijd: 20 jaar of ouder;2010;60
7274;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Leeftijd: 20 jaar of ouder;2011;60
7275;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 0;2009;100
7276;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 0;2010;80
7277;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 0;2011;70
7278;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 1;2009;90
7279;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 1;2010;80
7280;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 1;2011;70
7281;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 2;2009;430
7282;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 2;2010;340
7283;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 2;2011;270
7284;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 3;2009;930
7285;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 3;2010;890
7286;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 3;2011;780
7287;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 4;2009;390
7288;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 4;2010;420
7289;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 4;2011;360
7290;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 5;2009;840
7291;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 5;2010;940
7292;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: Euro 5;2011;1010
7293;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: EEV;2009;0
7294;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: EEV;2010;10
7295;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: EEV;2011;80
7296;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: onbekend;2009;10
7297;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: onbekend;2010;0
7298;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Milieuklasse: onbekend;2011;50
7299;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: 0 tot 7000 kg;2009;410
7300;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: 0 tot 7000 kg;2010;410
7301;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: 0 tot 7000 kg;2011;400
7302;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: 7000 tot 12000 kg;2009;210
7303;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: 7000 tot 12000 kg;2010;240
7304;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: 7000 tot 12000 kg;2011;270
7305;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: 12000 tot 18000 kg;2009;20
7306;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: 12000 tot 18000 kg;2010;40
7307;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: 12000 tot 18000 kg;2011;40
7308;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: 18000 kg tot 40000 kg;2009;410
7309;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: 18000 kg tot 40000 kg;2010;400
7310;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: 18000 kg tot 40000 kg;2011;380
7311;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: 40000 kg of meer;2009;1730
7312;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: 40000 kg of meer;2010;1680
7313;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: 40000 kg of meer;2011;1610
7314;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: onbekend;2009;0
7315;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: onbekend;2010;0
7316;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Laadvermogen: onbekend;2011;0
7317;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: tot 10000 kg;2009;420
7318;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: tot 10000 kg;2010;420
7319;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: tot 10000 kg;2011;410
7320;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 10000 tot 20000 kg;2009;220
7321;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 10000 tot 20000 kg;2010;260
7322;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 10000 tot 20000 kg;2011;290
7323;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 20000 kg of meer;2009;2140
7324;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 20000 kg of meer;2010;2080
7325;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: 20000 kg of meer;2011;1990
7326;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: onbekend;2009;0
7327;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: onbekend;2010;0
7328;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Gewicht volle wagen: onbekend;2011;0
7329;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 0 tot 210 cm;2009;570
7330;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 0 tot 210 cm;2010;600
7331;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 0 tot 210 cm;2011;610
7332;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 210 tot 240 cm;2009;70
7333;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 210 tot 240 cm;2010;80
7334;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 210 tot 240 cm;2011;100
7335;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 240 tot 250 cm;2009;170
7336;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 240 tot 250 cm;2010;140
7337;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 240 tot 250 cm;2011;120
7338;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 250 tot 255 cm;2009;1230
7339;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 250 tot 255 cm;2010;1180
7340;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 250 tot 255 cm;2011;1050
7341;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 255 tot 260 cm;2009;410
7342;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 255 tot 260 cm;2010;450
7343;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 255 tot 260 cm;2011;560
7344;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 260 cm of meer;2009;0
7345;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 260 cm of meer;2010;0
7346;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: 260 cm of meer;2011;0
7347;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: onbekend;2009;320
7348;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: onbekend;2010;310
7349;Trekker voor oplegger;N Verhuur en overige zakelijke diensten;Breedte: onbekend;2011;250
7350;Trekker voor oplegger;O-Q Overheid en zorg;Totaal;2009;260
7351;Trekker voor oplegger;O-Q Overheid en zorg;Totaal;2010;250
7352;Trekker voor oplegger;O-Q Overheid en zorg;Totaal;2011;240
7353;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: jonger dan 1 jaar;2009;30
7354;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: jonger dan 1 jaar;2010;10
7355;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: jonger dan 1 jaar;2011;10
7356;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 1 of 2 jaar;2009;60
7357;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 1 of 2 jaar;2010;50
7358;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 1 of 2 jaar;2011;40
7359;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 3 of 4 jaar;2009;40
7360;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 3 of 4 jaar;2010;40
7361;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 3 of 4 jaar;2011;50
7362;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 5 of 6 jaar;2009;40
7363;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 5 of 6 jaar;2010;30
7364;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 5 of 6 jaar;2011;30
7365;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 7 of 8 jaar;2009;30
7366;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 7 of 8 jaar;2010;30
7367;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 7 of 8 jaar;2011;30
7368;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 9 tot 12 jaar;2009;40
7369;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 9 tot 12 jaar;2010;60
7370;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 9 tot 12 jaar;2011;40
7371;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 12 tot 15 jaar;2009;20
7372;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 12 tot 15 jaar;2010;20
7373;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 12 tot 15 jaar;2011;20
7374;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 15 tot 20 jaar;2009;10
7375;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 15 tot 20 jaar;2010;10
7376;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 15 tot 20 jaar;2011;10
7377;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 20 jaar of ouder;2009;10
7378;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 20 jaar of ouder;2010;10
7379;Trekker voor oplegger;O-Q Overheid en zorg;Leeftijd: 20 jaar of ouder;2011;10
7380;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 0;2009;10
7381;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 0;2010;10
7382;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 0;2011;10
7383;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 1;2009;10
7384;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 1;2010;10
7385;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 1;2011;10
7386;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 2;2009;50
7387;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 2;2010;50
7388;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 2;2011;40
7389;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 3;2009;90
7390;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 3;2010;90
7391;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 3;2011;80
7392;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 4;2009;30
7393;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 4;2010;30
7394;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 4;2011;30
7395;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 5;2009;70
7396;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 5;2010;60
7397;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: Euro 5;2011;70
7398;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: EEV;2009;0
7399;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: EEV;2010;0
7400;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: EEV;2011;10
7401;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: onbekend;2009;0
7402;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: onbekend;2010;0
7403;Trekker voor oplegger;O-Q Overheid en zorg;Milieuklasse: onbekend;2011;0
7404;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: 0 tot 7000 kg;2009;70
7405;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: 0 tot 7000 kg;2010;60
7406;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: 0 tot 7000 kg;2011;70
7407;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: 7000 tot 12000 kg;2009;20
7408;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: 7000 tot 12000 kg;2010;30
7409;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: 7000 tot 12000 kg;2011;30
7410;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: 12000 tot 18000 kg;2009;0
7411;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: 12000 tot 18000 kg;2010;0
7412;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: 12000 tot 18000 kg;2011;0
7413;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: 18000 kg tot 40000 kg;2009;30
7414;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: 18000 kg tot 40000 kg;2010;30
7415;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: 18000 kg tot 40000 kg;2011;30
7416;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: 40000 kg of meer;2009;140
7417;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: 40000 kg of meer;2010;130
7418;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: 40000 kg of meer;2011;120
7419;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: onbekend;2009;0
7420;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: onbekend;2010;0
7421;Trekker voor oplegger;O-Q Overheid en zorg;Laadvermogen: onbekend;2011;0
7422;Trekker voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: tot 10000 kg;2009;70
7423;Trekker voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: tot 10000 kg;2010;70
7424;Trekker voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: tot 10000 kg;2011;70
7425;Trekker voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 10000 tot 20000 kg;2009;20
7426;Trekker voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 10000 tot 20000 kg;2010;30
7427;Trekker voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 10000 tot 20000 kg;2011;20
7428;Trekker voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 20000 kg of meer;2009;170
7429;Trekker voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 20000 kg of meer;2010;160
7430;Trekker voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: 20000 kg of meer;2011;140
7431;Trekker voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: onbekend;2009;0
7432;Trekker voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: onbekend;2010;0
7433;Trekker voor oplegger;O-Q Overheid en zorg;Gewicht volle wagen: onbekend;2011;0
7434;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 0 tot 210 cm;2009;80
7435;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 0 tot 210 cm;2010;70
7436;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 0 tot 210 cm;2011;70
7437;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 210 tot 240 cm;2009;20
7438;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 210 tot 240 cm;2010;20
7439;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 210 tot 240 cm;2011;20
7440;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 240 tot 250 cm;2009;20
7441;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 240 tot 250 cm;2010;10
7442;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 240 tot 250 cm;2011;10
7443;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 250 tot 255 cm;2009;120
7444;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 250 tot 255 cm;2010;100
7445;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 250 tot 255 cm;2011;100
7446;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 255 tot 260 cm;2009;30
7447;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 255 tot 260 cm;2010;30
7448;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 255 tot 260 cm;2011;30
7449;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 260 cm of meer;2009;0
7450;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 260 cm of meer;2010;0
7451;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: 260 cm of meer;2011;0
7452;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: onbekend;2009;10
7453;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: onbekend;2010;20
7454;Trekker voor oplegger;O-Q Overheid en zorg;Breedte: onbekend;2011;0
7455;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Totaal;2009;30
7456;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Totaal;2010;40
7457;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Totaal;2011;40
7458;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: jonger dan 1 jaar;2009;0
7459;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: jonger dan 1 jaar;2010;0
7460;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: jonger dan 1 jaar;2011;0
7461;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 1 of 2 jaar;2009;10
7462;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 1 of 2 jaar;2010;0
7463;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 1 of 2 jaar;2011;0
7464;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 3 of 4 jaar;2009;0
7465;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 3 of 4 jaar;2010;10
7466;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 3 of 4 jaar;2011;10
7467;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 5 of 6 jaar;2009;0
7468;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 5 of 6 jaar;2010;0
7469;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 5 of 6 jaar;2011;10
7470;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 7 of 8 jaar;2009;10
7471;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 7 of 8 jaar;2010;10
7472;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 7 of 8 jaar;2011;0
7473;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 9 tot 12 jaar;2009;0
7474;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 9 tot 12 jaar;2010;10
7475;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 9 tot 12 jaar;2011;20
7476;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 12 tot 15 jaar;2009;0
7477;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 12 tot 15 jaar;2010;0
7478;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 12 tot 15 jaar;2011;0
7479;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 15 tot 20 jaar;2009;0
7480;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 15 tot 20 jaar;2010;0
7481;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 15 tot 20 jaar;2011;0
7482;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 20 jaar of ouder;2009;0
7483;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 20 jaar of ouder;2010;0
7484;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Leeftijd: 20 jaar of ouder;2011;0
7485;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 0;2009;0
7486;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 0;2010;0
7487;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 0;2011;0
7488;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 1;2009;0
7489;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 1;2010;0
7490;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 1;2011;0
7491;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 2;2009;0
7492;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 2;2010;0
7493;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 2;2011;0
7494;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 3;2009;20
7495;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 3;2010;20
7496;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 3;2011;20
7497;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 4;2009;10
7498;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 4;2010;10
7499;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 4;2011;10
7500;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 5;2009;0
7501;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 5;2010;0
7502;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: Euro 5;2011;10
7503;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: EEV;2009;0
7504;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: EEV;2010;0
7505;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: EEV;2011;0
7506;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: onbekend;2009;0
7507;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: onbekend;2010;0
7508;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Milieuklasse: onbekend;2011;0
7509;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 0 tot 7000 kg;2009;20
7510;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 0 tot 7000 kg;2010;20
7511;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 0 tot 7000 kg;2011;20
7512;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 7000 tot 12000 kg;2009;10
7513;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 7000 tot 12000 kg;2010;10
7514;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 7000 tot 12000 kg;2011;10
7515;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 12000 tot 18000 kg;2009;0
7516;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 12000 tot 18000 kg;2010;0
7517;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 12000 tot 18000 kg;2011;0
7518;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 18000 kg tot 40000 kg;2009;0
7519;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 18000 kg tot 40000 kg;2010;0
7520;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 18000 kg tot 40000 kg;2011;0
7521;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 40000 kg of meer;2009;10
7522;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 40000 kg of meer;2010;10
7523;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: 40000 kg of meer;2011;10
7524;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: onbekend;2009;0
7525;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: onbekend;2010;0
7526;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Laadvermogen: onbekend;2011;0
7527;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: tot 10000 kg;2009;20
7528;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: tot 10000 kg;2010;20
7529;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: tot 10000 kg;2011;20
7530;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 10000 tot 20000 kg;2009;10
7531;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 10000 tot 20000 kg;2010;10
7532;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 10000 tot 20000 kg;2011;10
7533;Trekker voor oplegger;O Openbaar bestuur en overheidsdiensten;Gewicht volle wagen: 20000 kg of meer;2009;10
