ID;SIC2008;Periods;HighGrowthEnterprisePopulation_1;EmployeesInHighGrowthEnterprises_2;YoungFastGrowingCompanies_3;EmployeesYoungFastGrowingCompanies_4
1520;303 Manufacture of aircraft;2022;0.0;0.0;0.0;0.0
1521;304 Manufacture of fighting vehicles;2010;0.0;0.0;;
1522;304 Manufacture of fighting vehicles;2011;0.0;0.0;;
1523;304 Manufacture of fighting vehicles;2012;1.0;;;
1524;304 Manufacture of fighting vehicles;2013;1.0;;;
1525;304 Manufacture of fighting vehicles;2014;1.0;;;
1526;304 Manufacture of fighting vehicles;2015;1.0;;;
1527;304 Manufacture of fighting vehicles;2016;0.0;0.0;;
1528;304 Manufacture of fighting vehicles;2017;0.0;0.0;;
1529;304 Manufacture of fighting vehicles;2018;0.0;0.0;;
1530;304 Manufacture of fighting vehicles;2019;0.0;0.0;;
1531;304 Manufacture of fighting vehicles;2020;0.0;0.0;;
1532;304 Manufacture of fighting vehicles;2021;0.0;0.0;0.0;0.0
1533;304 Manufacture of fighting vehicles;2022;1.0;;0.0;0.0
1534;309 Manufacture of transport n.e.c.;2010;3.0;;;
1535;309 Manufacture of transport n.e.c.;2011;4.0;243.0;;
1536;309 Manufacture of transport n.e.c.;2012;3.0;;;
1537;309 Manufacture of transport n.e.c.;2013;2.0;;;
1538;309 Manufacture of transport n.e.c.;2014;4.0;;;
1539;309 Manufacture of transport n.e.c.;2015;7.0;;;
1540;309 Manufacture of transport n.e.c.;2016;9.0;;;
1541;309 Manufacture of transport n.e.c.;2017;8.0;794.0;;
1542;309 Manufacture of transport n.e.c.;2018;5.0;269.0;;
1543;309 Manufacture of transport n.e.c.;2019;6.0;;;
1544;309 Manufacture of transport n.e.c.;2020;6.0;;;
1545;309 Manufacture of transport n.e.c.;2021;7.0;;0.0;0.0
1546;309 Manufacture of transport n.e.c.;2022;8.0;753.0;0.0;0.0
1547;31 Manufacture of furniture;2010;19.0;1056.0;;
1548;31 Manufacture of furniture;2011;15.0;443.0;;
1549;31 Manufacture of furniture;2012;25.0;771.0;;
1550;31 Manufacture of furniture;2013;16.0;482.0;;
1551;31 Manufacture of furniture;2014;18.0;577.0;;
1552;31 Manufacture of furniture;2015;25.0;859.0;;
1553;31 Manufacture of furniture;2016;36.0;1269.0;;
1554;31 Manufacture of furniture;2017;53.0;1929.0;;
1555;31 Manufacture of furniture;2018;55.0;1912.0;;
1556;31 Manufacture of furniture;2019;45.0;1563.0;;
1557;31 Manufacture of furniture;2020;45.0;1358.0;;
1558;31 Manufacture of furniture;2021;37.0;1210.0;1.0;
1559;31 Manufacture of furniture;2022;42.0;1406.0;1.0;
1560;310 Manufacture of furniture;2010;19.0;1056.0;;
1561;310 Manufacture of furniture;2011;15.0;443.0;;
1562;310 Manufacture of furniture;2012;25.0;771.0;;
1563;310 Manufacture of furniture;2013;16.0;482.0;;
1564;310 Manufacture of furniture;2014;18.0;577.0;;
1565;310 Manufacture of furniture;2015;25.0;859.0;;
1566;310 Manufacture of furniture;2016;36.0;1269.0;;
1567;310 Manufacture of furniture;2017;53.0;1929.0;;
1568;310 Manufacture of furniture;2018;55.0;1912.0;;
1569;310 Manufacture of furniture;2019;45.0;1563.0;;
1570;310 Manufacture of furniture;2020;45.0;1358.0;;
1571;310 Manufacture of furniture;2021;37.0;1210.0;1.0;
1572;310 Manufacture of furniture;2022;42.0;1406.0;1.0;
1573;32 Manufacture of other products;2010;39.0;12679.0;;
1574;32 Manufacture of other products;2011;42.0;10742.0;;
1575;32 Manufacture of other products;2012;35.0;4635.0;;
1576;32 Manufacture of other products;2013;31.0;5121.0;;
1577;32 Manufacture of other products;2014;26.0;2564.0;;
1578;32 Manufacture of other products;2015;34.0;2240.0;;
1579;32 Manufacture of other products;2016;31.0;3429.0;;
1580;32 Manufacture of other products;2017;30.0;3391.0;;
1581;32 Manufacture of other products;2018;38.0;3681.0;;
1582;32 Manufacture of other products;2019;46.0;4866.0;;
1583;32 Manufacture of other products;2020;40.0;4854.0;;
1584;32 Manufacture of other products;2021;41.0;2606.0;3.0;
1585;32 Manufacture of other products;2022;36.0;3267.0;3.0;
1586;321 Manufacture of jewellery;2010;1.0;;;
1587;321 Manufacture of jewellery;2011;1.0;;;
1588;321 Manufacture of jewellery;2012;1.0;;;
1589;321 Manufacture of jewellery;2013;2.0;;;
1590;321 Manufacture of jewellery;2014;0.0;0.0;;
1591;321 Manufacture of jewellery;2015;0.0;0.0;;
1592;321 Manufacture of jewellery;2016;0.0;0.0;;
1593;321 Manufacture of jewellery;2017;0.0;0.0;;
1594;321 Manufacture of jewellery;2018;1.0;;;
1595;321 Manufacture of jewellery;2019;0.0;0.0;;
1596;321 Manufacture of jewellery;2020;1.0;;;
1597;321 Manufacture of jewellery;2021;2.0;;0.0;0.0
1598;321 Manufacture of jewellery;2022;2.0;;0.0;0.0
1599;322 Manufacture of musical instruments;2010;0.0;0.0;;
1600;322 Manufacture of musical instruments;2011;0.0;0.0;;
1601;322 Manufacture of musical instruments;2012;1.0;;;
1602;322 Manufacture of musical instruments;2013;1.0;;;
1603;322 Manufacture of musical instruments;2014;1.0;;;
1604;322 Manufacture of musical instruments;2015;1.0;;;
1605;322 Manufacture of musical instruments;2016;0.0;0.0;;
1606;322 Manufacture of musical instruments;2017;0.0;0.0;;
1607;322 Manufacture of musical instruments;2018;0.0;0.0;;
1608;322 Manufacture of musical instruments;2019;0.0;0.0;;
1609;322 Manufacture of musical instruments;2020;0.0;0.0;;
1610;322 Manufacture of musical instruments;2021;1.0;;0.0;0.0
1611;322 Manufacture of musical instruments;2022;1.0;;0.0;0.0
1612;323 Manufacture of sports goods;2010;0.0;0.0;;
1613;323 Manufacture of sports goods;2011;0.0;0.0;;
1614;323 Manufacture of sports goods;2012;3.0;;;
1615;323 Manufacture of sports goods;2013;3.0;;;
1616;323 Manufacture of sports goods;2014;2.0;;;
1617;323 Manufacture of sports goods;2015;2.0;;;
1618;323 Manufacture of sports goods;2016;1.0;;;
1619;323 Manufacture of sports goods;2017;3.0;;;
1620;323 Manufacture of sports goods;2018;3.0;;;
1621;323 Manufacture of sports goods;2019;3.0;;;
1622;323 Manufacture of sports goods;2020;2.0;;;
1623;323 Manufacture of sports goods;2021;1.0;;0.0;0.0
1624;323 Manufacture of sports goods;2022;3.0;;0.0;0.0
1625;324 Manufacture of games and toys;2010;2.0;;;
1626;324 Manufacture of games and toys;2011;5.0;;;
1627;324 Manufacture of games and toys;2012;2.0;;;
1628;324 Manufacture of games and toys;2013;2.0;;;
1629;324 Manufacture of games and toys;2014;2.0;;;
1630;324 Manufacture of games and toys;2015;3.0;;;
1631;324 Manufacture of games and toys;2016;2.0;;;
1632;324 Manufacture of games and toys;2017;1.0;;;
1633;324 Manufacture of games and toys;2018;2.0;;;
1634;324 Manufacture of games and toys;2019;2.0;;;
1635;324 Manufacture of games and toys;2020;0.0;0.0;;
1636;324 Manufacture of games and toys;2021;1.0;;0.0;0.0
1637;324 Manufacture of games and toys;2022;1.0;;0.0;0.0
1638;325 Manufacture of medical instruments;2010;27.0;;;
1639;325 Manufacture of medical instruments;2011;25.0;1908.0;;
1640;325 Manufacture of medical instruments;2012;20.0;1066.0;;
1641;325 Manufacture of medical instruments;2013;12.0;890.0;;
1642;325 Manufacture of medical instruments;2014;13.0;658.0;;
1643;325 Manufacture of medical instruments;2015;20.0;1017.0;;
1644;325 Manufacture of medical instruments;2016;15.0;;;
1645;325 Manufacture of medical instruments;2017;17.0;;;
1646;325 Manufacture of medical instruments;2018;23.0;2198.0;;
1647;325 Manufacture of medical instruments;2019;28.0;1688.0;;
1648;325 Manufacture of medical instruments;2020;22.0;;;
1649;325 Manufacture of medical instruments;2021;31.0;1891.0;3.0;
1650;325 Manufacture of medical instruments;2022;23.0;2410.0;3.0;
1651;329 Manufacture of other products n.e.c.;2010;9.0;10975.0;;
1652;329 Manufacture of other products n.e.c.;2011;11.0;8698.0;;
1653;329 Manufacture of other products n.e.c.;2012;8.0;;;
1654;329 Manufacture of other products n.e.c.;2013;11.0;3875.0;;
1655;329 Manufacture of other products n.e.c.;2014;8.0;1584.0;;
1656;329 Manufacture of other products n.e.c.;2015;8.0;877.0;;
1657;329 Manufacture of other products n.e.c.;2016;13.0;2685.0;;
1658;329 Manufacture of other products n.e.c.;2017;9.0;1560.0;;
1659;329 Manufacture of other products n.e.c.;2018;9.0;877.0;;
1660;329 Manufacture of other products n.e.c.;2019;13.0;2745.0;;
1661;329 Manufacture of other products n.e.c.;2020;15.0;3253.0;;
1662;329 Manufacture of other products n.e.c.;2021;5.0;141.0;0.0;0.0
1663;329 Manufacture of other products n.e.c.;2022;6.0;171.0;0.0;0.0
1664;33 Repair and installation of machinery;2010;50.0;3607.0;;
1665;33 Repair and installation of machinery;2011;42.0;2570.0;;
1666;33 Repair and installation of machinery;2012;45.0;2980.0;;
1667;33 Repair and installation of machinery;2013;48.0;3789.0;;
1668;33 Repair and installation of machinery;2014;55.0;4335.0;;
1669;33 Repair and installation of machinery;2015;52.0;3565.0;;
1670;33 Repair and installation of machinery;2016;61.0;2715.0;;
1671;33 Repair and installation of machinery;2017;76.0;2952.0;;
1672;33 Repair and installation of machinery;2018;75.0;5057.0;;
1673;33 Repair and installation of machinery;2019;67.0;4082.0;;
1674;33 Repair and installation of machinery;2020;59.0;3435.0;;
1675;33 Repair and installation of machinery;2021;59.0;3256.0;2.0;
1676;33 Repair and installation of machinery;2022;54.0;3493.0;3.0;
1677;331 Repair of machinery and equipment;2010;34.0;2212.0;;
1678;331 Repair of machinery and equipment;2011;28.0;1504.0;;
1679;331 Repair of machinery and equipment;2012;33.0;1783.0;;
1680;331 Repair of machinery and equipment;2013;34.0;2335.0;;
1681;331 Repair of machinery and equipment;2014;37.0;2813.0;;
1682;331 Repair of machinery and equipment;2015;32.0;1571.0;;
1683;331 Repair of machinery and equipment;2016;45.0;1765.0;;
1684;331 Repair of machinery and equipment;2017;56.0;1988.0;;
1685;331 Repair of machinery and equipment;2018;58.0;4235.0;;
1686;331 Repair of machinery and equipment;2019;53.0;3394.0;;
1687;331 Repair of machinery and equipment;2020;42.0;2320.0;;
1688;331 Repair of machinery and equipment;2021;30.0;1602.0;1.0;
1689;331 Repair of machinery and equipment;2022;28.0;1963.0;1.0;
1690;332 Installation of industrial machinery;2010;16.0;1395.0;;
1691;332 Installation of industrial machinery;2011;14.0;1066.0;;
1692;332 Installation of industrial machinery;2012;12.0;1196.0;;
1693;332 Installation of industrial machinery;2013;14.0;1453.0;;
1694;332 Installation of industrial machinery;2014;18.0;1522.0;;
1695;332 Installation of industrial machinery;2015;20.0;1994.0;;
1696;332 Installation of industrial machinery;2016;16.0;951.0;;
1697;332 Installation of industrial machinery;2017;20.0;964.0;;
1698;332 Installation of industrial machinery;2018;17.0;822.0;;
1699;332 Installation of industrial machinery;2019;14.0;688.0;;
1700;332 Installation of industrial machinery;2020;17.0;1115.0;;
1701;332 Installation of industrial machinery;2021;29.0;1654.0;1.0;
1702;332 Installation of industrial machinery;2022;26.0;1530.0;2.0;
1703;D Energy supply;2010;15.0;6748.0;;
1704;D Energy supply;2011;14.0;8654.0;;
1705;D Energy supply;2012;12.0;7077.0;;
1706;D Energy supply;2013;11.0;4542.0;;
1707;D Energy supply;2014;7.0;768.0;;
1708;D Energy supply;2015;13.0;4026.0;;
1709;D Energy supply;2016;11.0;3231.0;;
1710;D Energy supply;2017;16.0;4968.0;;
1711;D Energy supply;2018;21.0;6024.0;;
1712;D Energy supply;2019;22.0;2035.0;;
1713;D Energy supply;2020;24.0;3365.0;;
1714;D Energy supply;2021;27.0;5893.0;2.0;
1715;D Energy supply;2022;30.0;6919.0;0.0;0.0
1716;35 Energy supply;2010;15.0;6748.0;;
1717;35 Energy supply;2011;14.0;8654.0;;
1718;35 Energy supply;2012;12.0;7077.0;;
1719;35 Energy supply;2013;11.0;4542.0;;
1720;35 Energy supply;2014;7.0;768.0;;
1721;35 Energy supply;2015;13.0;4026.0;;
1722;35 Energy supply;2016;11.0;3231.0;;
1723;35 Energy supply;2017;16.0;4968.0;;
1724;35 Energy supply;2018;21.0;6024.0;;
1725;35 Energy supply;2019;22.0;2035.0;;
1726;35 Energy supply;2020;24.0;3365.0;;
1727;35 Energy supply;2021;27.0;5893.0;2.0;
1728;35 Energy supply;2022;30.0;6919.0;0.0;0.0
1729;351 Energy supply;2010;15.0;6748.0;;
1730;351 Energy supply;2011;14.0;8654.0;;
1731;351 Energy supply;2012;12.0;7077.0;;
1732;351 Energy supply;2013;11.0;4542.0;;
1733;351 Energy supply;2014;7.0;768.0;;
1734;351 Energy supply;2015;13.0;4026.0;;
1735;351 Energy supply;2016;11.0;3231.0;;
1736;351 Energy supply;2017;16.0;4968.0;;
1737;351 Energy supply;2018;21.0;6024.0;;
1738;351 Energy supply;2019;22.0;2035.0;;
1739;351 Energy supply;2020;24.0;3365.0;;
1740;351 Energy supply;2021;27.0;5893.0;2.0;
1741;351 Energy supply;2022;29.0;;0.0;0.0
1742;352 Manufacture of gas;2010;0.0;0.0;;
1743;352 Manufacture of gas;2011;0.0;0.0;;
1744;352 Manufacture of gas;2012;0.0;0.0;;
1745;352 Manufacture of gas;2013;0.0;0.0;;
1746;352 Manufacture of gas;2014;0.0;0.0;;
1747;352 Manufacture of gas;2015;0.0;0.0;;
1748;352 Manufacture of gas;2016;0.0;0.0;;
1749;352 Manufacture of gas;2017;0.0;0.0;;
1750;352 Manufacture of gas;2018;0.0;0.0;;
1751;352 Manufacture of gas;2019;0.0;0.0;;
1752;352 Manufacture of gas;2020;0.0;0.0;;
1753;352 Manufacture of gas;2021;0.0;0.0;0.0;0.0
1754;352 Manufacture of gas;2022;0.0;0.0;0.0;0.0
1755;353 Steam and air conditioning supply;2010;0.0;0.0;;
1756;353 Steam and air conditioning supply;2011;0.0;0.0;;
1757;353 Steam and air conditioning supply;2012;0.0;0.0;;
1758;353 Steam and air conditioning supply;2013;0.0;0.0;;
1759;353 Steam and air conditioning supply;2014;0.0;0.0;;
1760;353 Steam and air conditioning supply;2015;0.0;0.0;;
1761;353 Steam and air conditioning supply;2016;0.0;0.0;;
1762;353 Steam and air conditioning supply;2017;0.0;0.0;;
1763;353 Steam and air conditioning supply;2018;0.0;0.0;;
1764;353 Steam and air conditioning supply;2019;0.0;0.0;;
1765;353 Steam and air conditioning supply;2020;0.0;0.0;;
1766;353 Steam and air conditioning supply;2021;0.0;0.0;0.0;0.0
1767;353 Steam and air conditioning supply;2022;1.0;;0.0;0.0
1768;E Water supply and waste management;2010;41.0;3993.0;;
1769;E Water supply and waste management;2011;44.0;2879.0;;
1770;E Water supply and waste management;2012;33.0;1833.0;;
1771;E Water supply and waste management;2013;31.0;1767.0;;
1772;E Water supply and waste management;2014;27.0;2028.0;;
1773;E Water supply and waste management;2015;24.0;1640.0;;
1774;E Water supply and waste management;2016;28.0;1850.0;;
1775;E Water supply and waste management;2017;47.0;3226.0;;
1776;E Water supply and waste management;2018;49.0;2129.0;;
1777;E Water supply and waste management;2019;45.0;5445.0;;
1778;E Water supply and waste management;2020;42.0;5596.0;;
1779;E Water supply and waste management;2021;42.0;5681.0;3.0;
1780;E Water supply and waste management;2022;41.0;2856.0;1.0;
1781;36 Water collection and distribution;2010;0.0;0.0;;
1782;36 Water collection and distribution;2011;0.0;0.0;;
1783;36 Water collection and distribution;2012;0.0;0.0;;
1784;36 Water collection and distribution;2013;0.0;0.0;;
1785;36 Water collection and distribution;2014;0.0;0.0;;
1786;36 Water collection and distribution;2015;0.0;0.0;;
1787;36 Water collection and distribution;2016;1.0;;;
1788;36 Water collection and distribution;2017;1.0;;;
1789;36 Water collection and distribution;2018;1.0;;;
1790;36 Water collection and distribution;2019;0.0;0.0;;
1791;36 Water collection and distribution;2020;1.0;;;
1792;36 Water collection and distribution;2021;0.0;0.0;0.0;0.0
1793;36 Water collection and distribution;2022;2.0;;0.0;0.0
1794;360 Water collection and distribution;2010;0.0;0.0;;
1795;360 Water collection and distribution;2011;0.0;0.0;;
1796;360 Water collection and distribution;2012;0.0;0.0;;
1797;360 Water collection and distribution;2013;0.0;0.0;;
1798;360 Water collection and distribution;2014;0.0;0.0;;
1799;360 Water collection and distribution;2015;0.0;0.0;;
1800;360 Water collection and distribution;2016;1.0;;;
1801;360 Water collection and distribution;2017;1.0;;;
1802;360 Water collection and distribution;2018;1.0;;;
1803;360 Water collection and distribution;2019;0.0;0.0;;
1804;360 Water collection and distribution;2020;1.0;;;
1805;360 Water collection and distribution;2021;0.0;0.0;0.0;0.0
1806;360 Water collection and distribution;2022;2.0;;0.0;0.0
1807;37 Sewerage;2010;1.0;;;
1808;37 Sewerage;2011;3.0;;;
1809;37 Sewerage;2012;1.0;;;
1810;37 Sewerage;2013;3.0;;;
1811;37 Sewerage;2014;3.0;;;
1812;37 Sewerage;2015;2.0;;;
1813;37 Sewerage;2016;2.0;;;
1814;37 Sewerage;2017;2.0;;;
1815;37 Sewerage;2018;2.0;;;
1816;37 Sewerage;2019;4.0;96.0;;
1817;37 Sewerage;2020;3.0;;;
1818;37 Sewerage;2021;3.0;;0.0;0.0
1819;37 Sewerage;2022;2.0;;0.0;0.0
1820;370 Sewerage;2010;1.0;;;
1821;370 Sewerage;2011;3.0;;;
1822;370 Sewerage;2012;1.0;;;
1823;370 Sewerage;2013;3.0;;;
1824;370 Sewerage;2014;3.0;;;
1825;370 Sewerage;2015;2.0;;;
1826;370 Sewerage;2016;2.0;;;
1827;370 Sewerage;2017;2.0;;;
1828;370 Sewerage;2018;2.0;;;
1829;370 Sewerage;2019;4.0;96.0;;
1830;370 Sewerage;2020;3.0;;;
1831;370 Sewerage;2021;3.0;;0.0;0.0
1832;370 Sewerage;2022;2.0;;0.0;0.0
1833;38 Waste collection and treatment;2010;35.0;3578.0;;
1834;38 Waste collection and treatment;2011;35.0;2309.0;;
1835;38 Waste collection and treatment;2012;26.0;1624.0;;
1836;38 Waste collection and treatment;2013;23.0;1415.0;;
1837;38 Waste collection and treatment;2014;22.0;;;
1838;38 Waste collection and treatment;2015;21.0;;;
1839;38 Waste collection and treatment;2016;23.0;1667.0;;
1840;38 Waste collection and treatment;2017;38.0;;;
1841;38 Waste collection and treatment;2018;39.0;;;
1842;38 Waste collection and treatment;2019;36.0;5045.0;;
1843;38 Waste collection and treatment;2020;34.0;4935.0;;
1844;38 Waste collection and treatment;2021;37.0;5513.0;3.0;
1845;38 Waste collection and treatment;2022;34.0;;1.0;
1846;381 Waste collection;2010;14.0;1243.0;;
1847;381 Waste collection;2011;12.0;733.0;;
1848;381 Waste collection;2012;13.0;948.0;;
1849;381 Waste collection;2013;10.0;688.0;;
1850;381 Waste collection;2014;6.0;;;
1851;381 Waste collection;2015;8.0;926.0;;
1852;381 Waste collection;2016;11.0;1221.0;;
1853;381 Waste collection;2017;18.0;;;
1854;381 Waste collection;2018;15.0;;;
1855;381 Waste collection;2019;14.0;;;
1856;381 Waste collection;2020;13.0;;;
1857;381 Waste collection;2021;15.0;4132.0;2.0;
1858;381 Waste collection;2022;13.0;1066.0;1.0;
1859;382 Waste treatment and disposal;2010;8.0;1216.0;;
1860;382 Waste treatment and disposal;2011;8.0;686.0;;
1861;382 Waste treatment and disposal;2012;3.0;;;
1862;382 Waste treatment and disposal;2013;3.0;;;
1863;382 Waste treatment and disposal;2014;6.0;385.0;;
1864;382 Waste treatment and disposal;2015;3.0;;;
1865;382 Waste treatment and disposal;2016;3.0;;;
1866;382 Waste treatment and disposal;2017;7.0;1009.0;;
1867;382 Waste treatment and disposal;2018;5.0;186.0;;
