ID;RegioS;Perioden;TotaalInstallaties_1;MechanischeInstallaties_2;Oxidatiebedden_3;Aeratietanks_4;Oxidatietanks_5;Oxidatiesloten_6;Carrousels_7;DiscontinueSystemen_8;ParallelleInstallaties_9;Tweetrapsinstallaties_10;Compactinstallaties_11;Membraanbioreactors_12;NeredaKorrelslibReactor_13;HybrideNeredaActiefSlibSysteem_14;TotaalCapaciteitVervuilingseenheden_15;MechanischeInstallaties_16;Oxidatiebedden_17;Aeratietanks_18;Oxidatietanks_19;Oxidatiesloten_20;Carrousels_21;DiscontinueSystemen_22;ParallelleInstallaties_23;Tweetrapsinstallaties_24;Compactinstallaties_25;Membraanbioreactors_26;NeredaKorrelslibReactor_27;HybrideNeredaActiefSlibSysteem_28;TotaalCapaciteit_29;MechanischeInstallaties_30;Oxidatiebedden_31;Aeratietanks_32;Oxidatietanks_33;Oxidatiesloten_34;Carrousels_35;DiscontinueSystemen_36;ParallelleInstallaties_37;Tweetrapsinstallaties_38;Compactinstallaties_39;Membraanbioreactors_40;NeredaKorrelslibReactor_41;HybrideNeredaActiefSlibSysteem_42;VolumeAfvalwater_43;Vervuilingseenheden_44;ChemischZuurstofVerbruik_45;BiochemischZuurstofVerbruik_46;StikstofverbindingenAlsN_47;FosforverbindingenAlsP_48;Koper_49;Chroom_50;Zink_51;Lood_52;Cadmium_53;Nikkel_54;Kwik_55;Arseen_56;ChemischZuurstofVerbruik_57;BiochemischZuurstofVerbruik_58;StikstofverbindingenAlsN_59;FosforverbindingenAlsP_60;ZwevendStof_61;VolumeAfvalwater_62;Vervuilingseenheden_63;ChemischZuurstofVerbruik_64;BiochemischZuurstofVerbruik_65;StikstofverbindingenAlsN_66;FosforverbindingenAlsP_67;Koper_68;Chroom_69;Zink_70;Lood_71;Cadmium_72;Nikkel_73;Kwik_74;Arseen_75;ChemischZuurstofVerbruik_76;BiochemischZuurstofVerbruik_77;StikstofverbindingenAlsN_78;FosforverbindingenAlsP_79;ZwevendStof_80;TotaalNatSlib_81;Landbouw_82;NatteOxidatie_83;Composteren_84;Storten_85;Verbranden_86;Cementindustrie_87;Elektriciteitscentrale_88;OverigeBestemmingen_89;TotaalDrogeStof_90;Landbouw_91;NatteOxidatie_92;Composteren_93;Storten_94;Verbranden_95;Cementindustrie_96;Elektriciteitscentrale_97;OverigeBestemmingen_98;AsGloeirest_99;StikstofverbindingenAlsN_100;FosforverbindingenAlsP_101;Koper_102;Chroom_103;Zink_104;Lood_105;Cadmium_106;Nikkel_107;Kwik_108;Arseen_109
113;West-Nederland (LD);1993;184.0;6.0;20.0;22.0;34.0;38.0;42.0;9.0;2.0;10.0;1.0;0.0;;;;;;;;;;;;;;;;;10226.0;82.0;966.0;3957.0;1023.0;240.0;2159.0;8.0;160.0;1623.0;8.0;0.0;;;819810.0;;408464.0;146887.0;38055.0;5988.0;91832.0;14515.0;253684.0;44136.0;1025.0;17829.0;481.0;4189.0;509.0;182.0;46.0;7.0;239.0;819810.0;;61096.0;10843.0;18997.0;2801.0;12122.0;3905.0;55923.0;5673.0;218.0;5888.0;99.0;2259.0;76.0;14.0;18.0;3.0;19.0;871056.0;124165.0;0.0;94521.0;548346.0;103212.0;0.0;0.0;812.0;113035.0;8916.0;0.0;20499.0;63599.0;20003.0;0.0;0.0;19.0;46859.0;6064.0;2798.0;52519.0;4752.0;134781.0;29243.0;441.0;3111.0;267.0;1083.0
114;West-Nederland (LD);1994;181.0;5.0;19.0;21.0;36.0;36.0;43.0;8.0;2.0;10.0;1.0;0.0;;;;;;;;;;;;;;;;;10332.0;78.0;940.0;3907.0;1101.0;236.0;2272.0;7.0;160.0;1625.0;8.0;0.0;;;876605.0;;411768.0;144675.0;37760.0;5949.0;80036.0;13991.0;220813.0;40571.0;1384.0;19536.0;337.0;3720.0;475.0;172.0;44.0;7.0;340.0;876605.0;;56715.0;9216.0;18004.0;2515.0;9454.0;2289.0;52031.0;4620.0;198.0;4894.0;83.0;1767.0;66.0;11.0;16.0;3.0;14.0;937800.0;124779.0;0.0;97782.0;406657.0;308514.0;0.0;0.0;68.0;117880.0;6521.0;0.0;21627.0;47746.0;41984.0;0.0;0.0;2.0;49265.0;6508.0;2106.0;45129.0;4198.0;124290.0;25813.0;264.0;3137.0;200.0;1184.0
115;West-Nederland (LD);1995;178.0;3.0;18.0;21.0;35.0;35.0;44.0;8.0;3.0;10.0;1.0;0.0;;;;;;;;;;;;;;;;;10256.0;27.0;915.0;3907.0;991.0;234.0;2382.0;7.0;161.0;1625.0;8.0;0.0;;;794892.0;;394831.0;139780.0;36972.0;5794.0;83965.0;20533.0;195442.0;41317.0;1090.0;13031.0;399.0;3339.0;511.0;184.0;48.0;8.0;266.0;794892.0;;43129.0;6685.0;16326.0;1430.0;8344.0;2779.0;51374.0;4560.0;198.0;4670.0;88.0;1474.0;61.0;9.0;16.0;2.0;18.0;811898.0;0.0;2188.0;107515.0;379628.0;322283.0;0.0;0.0;284.0;138480.0;0.0;490.0;24586.0;65368.0;47960.0;0.0;0.0;76.0;57273.0;6727.0;4289.0;58354.0;5290.0;152342.0;31517.0;288.0;3836.0;264.0;1585.0
116;West-Nederland (LD);1996;177.0;2.0;15.0;20.0;36.0;34.0;49.0;7.0;3.0;10.0;1.0;0.0;;;;;;;;;;;;;;;;;10408.0;12.0;814.0;3854.0;1073.0;232.0;2623.0;7.0;161.0;1625.0;8.0;0.0;;;730280.0;;402194.0;151080.0;36455.0;5685.0;66533.0;10871.0;173339.0;29127.0;1217.0;14074.0;313.0;2747.0;585.0;225.0;54.0;8.0;301.0;730280.0;;40122.0;7318.0;16176.0;1305.0;5856.0;2127.0;44954.0;3091.0;259.0;4613.0;79.0;1211.0;59.0;10.0;17.0;2.0;18.0;510457.0;0.0;0.0;83350.0;112489.0;314472.0;0.0;0.0;146.0;147521.0;0.0;0.0;19581.0;57280.0;70656.0;0.0;0.0;4.0;60069.0;7047.0;3253.0;60298.0;5268.0;140468.0;23698.0;266.0;3884.0;252.0;1339.0
117;West-Nederland (LD);1997;172.0;1.0;12.0;21.0;34.0;32.0;50.0;7.0;4.0;10.0;1.0;0.0;;;;;;;;;;;;;;;;;10577.0;10.0;715.0;3896.0;1043.0;284.0;2735.0;7.0;254.0;1625.0;8.0;0.0;;;748512.0;;398834.0;159630.0;38191.0;5892.0;66092.0;8175.0;149093.0;25495.0;378.0;7853.0;246.0;2782.0;543.0;221.0;52.0;8.0;356.0;748512.0;;39589.0;5896.0;15929.0;1329.0;6061.0;1904.0;35256.0;3189.0;117.0;4054.0;63.0;1232.0;59.0;10.0;16.0;2.0;25.0;446344.0;0.0;0.0;68450.0;102714.0;272017.0;0.0;0.0;3163.0;136682.0;0.0;0.0;15586.0;58662.0;62158.0;0.0;0.0;275.0;57247.0;5543.0;2741.0;55226.0;5214.0;125945.0;22107.0;241.0;3419.0;226.0;1295.0
118;West-Nederland (LD);1998;171.0;0.0;9.0;19.0;36.0;38.0;46.0;7.0;5.0;10.0;1.0;0.0;;;;;;;;;;;;;;;;;10776.0;0.0;445.0;3722.0;1284.0;512.0;2786.0;14.0;434.0;1570.0;8.0;0.0;;;964261.0;;405244.0;156710.0;38376.0;6042.0;69039.0;8628.0;204556.0;31245.0;447.0;11943.0;276.0;4203.0;439.0;172.0;41.0;7.0;246.0;964261.0;;45656.0;6482.0;16451.0;1363.0;9727.0;2934.0;59971.0;3831.0;138.0;6029.0;74.0;1904.0;50.0;7.0;13.0;2.0;31.0;477326.0;0.0;30387.0;40097.0;82184.0;304683.0;0.0;0.0;19975.0;149213.0;0.0;866.0;9504.0;51812.0;69423.0;0.0;0.0;17608.0;63691.0;7067.0;4439.0;58012.0;5705.0;147098.0;26823.0;272.0;5093.0;233.0;2202.0
119;West-Nederland (LD);1999;163.0;0.0;9.0;18.0;35.0;35.0;46.0;5.0;5.0;10.0;0.0;0.0;;;;;;;;;;;;;;;;;10923.0;0.0;435.0;3776.0;1277.0;552.0;2836.0;12.0;464.0;1570.0;0.0;0.0;;;899618.0;;401302.0;157259.0;38180.0;5884.0;67783.0;9162.0;202105.0;30280.0;504.0;11561.0;277.0;3267.0;455.0;179.0;43.0;7.0;225.0;899618.0;;45935.0;7961.0;15206.0;1249.0;6813.0;2751.0;46335.0;3808.0;165.0;5645.0;82.0;1587.0;53.0;8.0;12.0;2.0;12.0;463050.0;0.0;1092.0;2304.0;100118.0;351813.0;0.0;0.0;7724.0;154765.0;0.0;266.0;562.0;66379.0;81753.0;0.0;0.0;5805.0;69002.0;6836.0;2774.0;62852.0;6250.0;151071.0;27561.0;317.0;4551.0;223.0;1811.0
120;West-Nederland (LD);2000;161.0;0.0;7.0;17.0;39.0;29.0;50.0;5.0;5.0;9.0;0.0;0.0;;;;;;;;;;;;;;;;;10988.0;0.0;311.0;3264.0;1558.0;373.0;2994.0;12.0;935.0;1540.0;0.0;0.0;;;899780.0;;401709.0;156125.0;37976.0;5785.0;61830.0;8568.0;186110.0;30011.0;465.0;10144.0;241.0;3088.0;453.0;179.0;43.0;6.0;199.0;899780.0;;40285.0;5551.0;14047.0;1139.0;5858.0;1765.0;43332.0;4078.0;193.0;4531.0;70.0;1412.0;43.0;6.0;11.0;2.0;39.0;445187.0;0.0;0.0;0.0;39848.0;382404.0;0.0;0.0;22934.0;142375.0;0.0;0.0;0.0;33557.0;88050.0;0.0;0.0;20768.0;54534.0;6956.0;2912.0;52623.0;4779.0;139766.0;24775.0;247.0;3717.0;190.0;1590.0
121;West-Nederland (LD);2001;157.0;0.0;7.0;16.0;39.0;27.0;51.0;3.0;5.0;9.0;0.0;0.0;;;;;;;;;;;;;;;;;10975.0;0.0;311.0;3232.0;1564.0;363.0;3020.0;10.0;935.0;1540.0;0.0;0.0;;;949903.0;;409591.0;158349.0;37971.0;6128.0;65635.0;7327.0;200588.0;33987.0;430.0;9984.0;229.0;3286.0;448.0;173.0;41.0;7.0;200.0;949903.0;;43447.0;5924.0;14589.0;1249.0;7037.0;1663.0;44581.0;4733.0;171.0;4761.0;55.0;1529.0;43.0;5.0;11.0;2.0;38.0;476197.0;0.0;0.0;0.0;34033.0;433850.0;0.0;0.0;8314.0;146262.0;0.0;0.0;0.0;27921.0;110692.0;0.0;0.0;7649.0;49195.0;7728.0;2747.0;54263.0;4642.0;142461.0;26140.0;282.0;3974.0;202.0;1656.0
122;West-Nederland (LD);2002;153.0;0.0;7.0;20.0;35.0;24.0;51.0;3.0;5.0;8.0;0.0;0.0;;;;;;;;;;;;;;;;;11048.0;0.0;311.0;3254.0;1486.0;355.0;3043.0;10.0;1069.0;1520.0;0.0;0.0;;;886773.0;;419740.0;163369.0;39168.0;6473.0;61192.0;6128.0;179176.0;27398.0;390.0;7363.0;203.0;3367.0;478.0;188.0;45.0;7.0;203.0;886773.0;;40709.0;5866.0;13972.0;1296.0;6903.0;1300.0;36935.0;3624.0;166.0;3342.0;55.0;1539.0;42.0;5.0;10.0;2.0;10.0;465249.0;0.0;0.0;0.0;29068.0;421958.0;0.0;0.0;14224.0;149400.0;0.0;0.0;0.0;23097.0;113464.0;0.0;0.0;12839.0;58662.0;8782.0;4419.0;60028.0;4623.0;154037.0;25169.0;257.0;3964.0;185.0;1740.0
123;West-Nederland (LD);2003;154.0;0.0;7.0;19.0;37.0;24.0;51.0;3.0;5.0;8.0;0.0;0.0;;;;;;;;;;;;;;;;;11053.0;0.0;311.0;3224.0;1531.0;355.0;3033.0;10.0;1069.0;1520.0;0.0;0.0;;;770465.0;;396186.0;155059.0;37514.0;6188.0;63905.0;5353.0;162967.0;24445.0;410.0;7902.0;306.0;3448.0;527.0;208.0;50.0;8.0;232.0;770465.0;;33858.0;4610.0;12456.0;1170.0;5987.0;1043.0;31201.0;3819.0;160.0;2888.0;93.0;1659.0;42.0;5.0;10.0;2.0;9.0;487791.0;0.0;0.0;0.0;59618.0;424935.0;0.0;0.0;3238.0;146670.0;0.0;0.0;0.0;14578.0;129048.0;0.0;0.0;3044.0;55219.0;6550.0;3791.0;60881.0;4780.0;146396.0;21218.0;250.0;3546.0;172.0;1587.0
124;West-Nederland (LD);2004;152.0;0.0;7.0;19.0;35.0;24.0;52.0;2.0;5.0;8.0;0.0;0.0;;;;;;;;;;;;;;;;;11058.0;0.0;311.0;3259.0;1458.0;355.0;3076.0;10.0;1069.0;1520.0;0.0;0.0;;;832013.0;;399121.0;152457.0;37149.0;6265.0;64428.0;5888.0;166355.0;24386.0;558.0;7929.0;199.0;3213.0;489.0;189.0;46.0;8.0;204.0;832013.0;;34756.0;4668.0;12425.0;1153.0;4822.0;1128.0;28493.0;2807.0;138.0;3209.0;54.0;1461.0;41.0;5.0;10.0;2.0;11.0;452537.0;0.0;0.0;0.0;0.0;448545.0;0.0;0.0;3992.0;143856.0;0.0;0.0;0.0;0.0;142846.0;0.0;0.0;1010.0;51821.0;5968.0;3527.0;56138.0;4761.0;147640.0;20922.0;234.0;3849.0;152.0;1659.0
125;West-Nederland (LD);2005;152.0;0.0;6.0;21.0;34.0;24.0;52.0;2.0;4.0;9.0;0.0;0.0;;;;;;;;;;;;;;;;;11938.0;0.0;235.0;4288.0;1448.0;357.0;3172.0;10.0;682.0;1747.0;0.0;0.0;;;822149.0;;403715.0;147767.0;37767.0;6326.0;64862.0;5715.0;182313.0;20791.0;354.0;6789.0;215.0;3427.0;493.0;180.0;47.0;8.0;222.0;822149.0;;34300.0;4477.0;11569.0;1117.0;4268.0;1306.0;29888.0;2699.0;146.0;3115.0;50.0;1617.0;40.0;5.0;10.0;2.0;9.0;480093.0;0.0;0.0;0.0;0.0;439531.0;0.0;0.0;40562.0;148448.0;0.0;0.0;0.0;0.0;138389.0;0.0;0.0;10059.0;52683.0;8188.0;3274.0;56790.0;4567.0;193992.0;20485.0;234.0;3497.0;153.0;1688.0
126;West-Nederland (LD);2006;151.0;0.0;6.0;23.0;34.0;24.0;50.0;2.0;5.0;7.0;0.0;0.0;;;;;;;;;;;;;;;;;12029.0;0.0;235.0;4660.0;1448.0;357.0;3150.0;10.0;695.0;1475.0;0.0;0.0;;;838342.0;;401197.0;146419.0;38821.0;6179.0;56135.0;5163.0;151686.0;21139.0;324.0;7141.0;178.0;3335.0;494.0;180.0;47.0;8.0;219.0;838342.0;;35103.0;4239.0;9738.0;1070.0;3554.0;1031.0;26354.0;2940.0;131.0;3250.0;55.0;1391.0;42.0;5.0;9.0;2.0;10.0;627249.0;0.0;0.0;0.0;0.0;621273.0;0.0;5976.0;0.0;158279.0;0.0;0.0;0.0;0.0;156726.0;0.0;1554.0;0.0;55931.0;8319.0;4612.0;60974.0;4766.0;153511.0;20823.0;206.0;3653.0;151.0;1655.0
127;West-Nederland (LD);2007;146.0;0.0;4.0;20.0;35.0;22.0;51.0;1.0;6.0;7.0;0.0;0.0;;;;;;;;;;;;;;;;;11139.0;0.0;212.0;3553.0;1485.0;352.0;3409.0;9.0;764.0;1356.0;0.0;0.0;;;896559.0;;402751.0;150313.0;39235.0;6459.0;65991.0;5999.0;194681.0;25232.0;433.0;7392.0;185.0;3686.0;454.0;168.0;46.0;7.0;201.0;896559.0;;33151.0;3604.0;8174.0;1012.0;4260.0;1268.0;30761.0;2559.0;153.0;3386.0;48.0;1624.0;39.0;4.0;8.0;2.0;9.0;556597.0;0.0;0.0;0.0;0.0;533687.0;22313.0;489.0;108.0;141474.0;0.0;0.0;0.0;0.0;120919.0;20444.0;106.0;4.0;51749.0;7139.0;3540.0;58084.0;4597.0;149314.0;21213.0;198.0;3308.0;151.0;1902.0
128;West-Nederland (LD);2008;142.0;0.0;4.0;19.0;35.0;18.0;52.0;1.0;6.0;7.0;0.0;0.0;;;;;;;;;;;;;;;;;11043.0;0.0;212.0;3523.0;1485.0;293.0;3441.0;9.0;725.0;1356.0;0.0;0.0;;;864355.0;;405961.0;156532.0;40323.0;6423.0;62340.0;5567.0;195513.0;25437.0;334.0;7137.0;193.0;3344.0;480.0;181.0;47.0;8.0;207.0;864355.0;;31993.0;3593.0;7319.0;1005.0;3549.0;678.0;27686.0;3060.0;112.0;2834.0;56.0;1441.0;39.0;4.0;8.0;2.0;9.0;569654.0;0.0;0.0;0.0;0.0;526018.0;17527.0;24927.0;1183.0;140085.0;0.0;0.0;0.0;0.0;118751.0;15982.0;5056.0;296.0;45194.0;7280.0;4536.0;59875.0;4375.0;154970.0;20544.0;175.0;3394.0;130.0;2001.0
129;West-Nederland (LD);2009;142.0;0.0;4.0;22.0;35.0;17.0;52.0;1.0;6.0;5.0;0.0;0.0;;;;;;;;;;;;;;;;;10833.0;0.0;212.0;3929.0;1485.0;133.0;3621.0;9.0;299.0;1146.0;0.0;0.0;;;806471.0;;398737.0;154952.0;38943.0;6336.0;66718.0;6205.0;173320.0;20862.0;375.0;7550.0;172.0;3167.0;511.0;196.0;49.0;8.0;234.0;806471.0;;30142.0;3458.0;6557.0;950.0;4499.0;1020.0;27409.0;2058.0;113.0;3085.0;47.0;1320.0;40.0;4.0;8.0;2.0;12.0;555811.0;0.0;0.0;0.0;0.0;534473.0;17877.0;3461.0;0.0;138763.0;0.0;0.0;0.0;0.0;119744.0;16375.0;2644.0;0.0;44661.0;6907.0;4153.0;58110.0;4400.0;146394.0;18802.0;151.0;3373.0;134.0;1687.0
130;West-Nederland (LD);2010;141.0;0.0;4.0;21.0;34.0;17.0;51.0;1.0;8.0;5.0;0.0;0.0;;;13621.0;0.0;245.0;4686.0;1855.0;170.0;4311.0;10.0;967.0;1378.0;0.0;0.0;;;10835.0;0.0;212.0;3702.0;1477.0;133.0;3431.0;9.0;725.0;1146.0;0.0;0.0;;;868667.0;10607.0;399005.0;158709.0;39770.0;6010.0;61015.0;6271.0;186412.0;17961.0;382.0;7337.0;171.0;3587.0;476.0;187.0;46.0;7.0;219.0;868667.0;853.0;31621.0;3596.0;7336.0;892.0;3239.0;1091.0;29696.0;2029.0;143.0;3450.0;52.0;1605.0;39.0;5.0;8.0;1.0;10.0;554123.0;0.0;0.0;0.0;0.0;532763.0;18406.0;2954.0;0.0;140115.0;0.0;0.0;0.0;0.0;120300.0;17075.0;2740.0;0.0;45584.0;7984.0;4716.0;60088.0;4658.0;156671.0;19716.0;167.0;3688.0;127.0;1832.0
131;West-Nederland (LD);2011;140.0;0.0;2.0;20.0;34.0;17.0;52.0;1.0;9.0;5.0;0.0;0.0;;;13664.0;0.0;150.0;4599.0;1897.0;170.0;4406.0;10.0;1053.0;1378.0;0.0;0.0;;;10903.0;0.0;137.0;3648.0;1521.0;133.0;3507.0;9.0;802.0;1146.0;0.0;0.0;;;853441.0;10674.0;401678.0;162974.0;39987.0;5943.0;59261.0;5866.0;162532.0;19079.0;386.0;7955.0;170.0;3335.0;482.0;192.0;47.0;7.0;227.0;853441.0;818.0;31082.0;3449.0;6410.0;850.0;2989.0;895.0;24328.0;1851.0;107.0;3668.0;42.0;1416.0;38.0;4.0;7.0;1.0;8.0;540221.0;0.0;0.0;0.0;0.0;515349.0;22439.0;2433.0;0.0;137624.0;0.0;0.0;0.0;0.0;116263.0;20828.0;533.0;0.0;42835.0;7853.0;4532.0;60611.0;5062.0;144878.0;17814.0;160.0;5159.0;113.0;1699.0
132;West-Nederland (LD);2012;138.0;0.0;2.0;20.0;34.0;15.0;52.0;1.0;9.0;5.0;0.0;0.0;;;13653.0;0.0;150.0;4599.0;1897.0;159.0;4406.0;10.0;1053.0;1378.0;0.0;0.0;;;10905.0;0.0;137.0;3662.0;1507.0;124.0;3518.0;9.0;802.0;1146.0;0.0;0.0;;;903500.0;10774.0;407961.0;164183.0;39811.0;5783.0;59488.0;5279.0;166973.0;16137.0;373.0;6372.0;129.0;3649.0;460.0;182.0;43.0;7.0;206.0;903500.0;821.0;30532.0;3383.0;6741.0;849.0;3781.0;820.0;32757.0;2391.0;107.0;2699.0;33.0;1688.0;36.0;4.0;7.0;1.0;8.0;534506.0;0.0;0.0;0.0;0.0;523100.0;0.0;3831.0;7575.0;133712.0;0.0;0.0;0.0;0.0;132870.0;0.0;812.0;30.0;44282.0;7809.0;4551.0;56175.0;5063.0;138886.0;17781.0;171.0;3703.0;98.0;1722.0
133;West-Nederland (LD);2013;136.0;0.0;2.0;20.0;33.0;14.0;53.0;1.0;9.0;4.0;0.0;0.0;;;13644.0;0.0;150.0;4599.0;1891.0;156.0;4482.0;10.0;1053.0;1302.0;0.0;0.0;;;10901.0;0.0;137.0;3662.0;1502.0;122.0;3582.0;9.0;805.0;1083.0;0.0;0.0;;;858497.0;10729.0;405969.0;166506.0;39732.0;5825.0;67656.0;5467.0;171726.0;17670.0;362.0;6883.0;148.0;3834.0;478.0;192.0;45.0;7.0;220.0;858497.0;815.0;30803.0;3063.0;6471.0;855.0;4066.0;849.0;33639.0;1249.0;70.0;2830.0;34.0;1827.0;38.0;4.0;7.0;1.0;8.0;527380.0;0.0;0.0;0.0;0.0;517075.0;10305.0;0.0;0.0;132329.0;0.0;0.0;0.0;0.0;122848.0;9481.0;0.0;0.0;40810.0;7493.0;4587.0;55421.0;4374.0;133548.0;15588.0;140.0;3209.0;105.0;1851.0
134;West-Nederland (LD);2014;133.0;0.0;1.0;21.0;32.0;12.0;53.0;1.0;9.0;4.0;0.0;0.0;;;13504.0;0.0;41.0;4580.0;1883.0;151.0;4482.0;10.0;1053.0;1302.0;0.0;0.0;;;10826.0;0.0;45.0;3688.0;1496.0;118.0;3582.0;9.0;805.0;1083.0;0.0;0.0;;;827650.0;11007.0;419160.0;174259.0;40169.0;5933.0;60194.0;5791.0;165270.0;16443.0;283.0;6474.0;127.0;3467.0;516.0;210.0;48.0;7.0;244.0;827650.0;821.0;30163.0;3085.0;6391.0;889.0;3394.0;881.0;28201.0;1052.0;91.0;2792.0;36.0;1738.0;36.0;3.0;6.0;1.0;7.0;531361.0;0.0;0.0;0.0;0.0;519286.0;12075.0;0.0;0.0;135540.0;0.0;0.0;0.0;0.0;124431.0;11109.0;0.0;0.0;43519.0;7869.0;4788.0;56923.0;4509.0;132103.0;15045.0;130.0;3189.0;95.0;1709.0
135;West-Nederland (LD);2015;131.0;0.0;1.0;21.0;32.0;11.0;53.0;1.0;8.0;4.0;0.0;0.0;;;13496.0;0.0;54.0;4582.0;1883.0;146.0;4545.0;10.0;973.0;1302.0;0.0;0.0;;;10811.0;0.0;45.0;3650.0;1488.0;113.0;3687.0;9.0;735.0;1083.0;0.0;0.0;;;881137.0;11077.0;423495.0;179324.0;40085.0;5862.0;62749.0;5864.0;170082.0;15789.0;256.0;6524.0;113.0;3880.0;486.0;205.0;45.0;7.0;234.0;881137.0;815.0;29389.0;2937.0;6397.0;793.0;3581.0;720.0;27603.0;861.0;90.0;2453.0;31.0;1822.0;34.0;3.0;6.0;1.0;8.0;537198.0;0.0;0.0;194.0;9178.0;515716.0;5136.0;3285.0;3689.0;135542.0;0.0;0.0;43.0;2056.0;124850.0;4725.0;3022.0;846.0;42143.0;7762.0;4741.0;56923.0;5011.0;137015.0;15553.0;157.0;3454.0;85.0;1982.0
136;West-Nederland (LD);2016;127.0;0.0;1.0;21.0;32.0;8.0;53.0;1.0;7.0;4.0;0.0;0.0;;;13470.0;0.0;54.0;4582.0;1883.0;135.0;4545.0;10.0;959.0;1302.0;0.0;0.0;;;10790.0;0.0;45.0;3650.0;1488.0;105.0;3687.0;9.0;723.0;1083.0;0.0;0.0;;;850564.0;11311.0;427339.0;187545.0;42043.0;5844.0;59691.0;5939.0;166895.0;15504.0;194.0;6317.0;96.0;3589.0;503.0;221.0;48.0;7.0;235.0;850564.0;810.0;28751.0;2888.0;6542.0;731.0;3148.0;711.0;26143.0;993.0;65.0;2564.0;25.0;1758.0;35.0;4.0;7.0;1.0;7.0;513337.0;0.0;0.0;0.0;4984.0;488197.0;0.0;20156.0;0.0;130265.0;0.0;0.0;0.0;1103.0;110692.0;0.0;18470.0;0.0;37774.0;7880.0;4632.0;50517.0;4043.0;131566.0;14432.0;115.0;3001.0;74.0;1693.0
137;West-Nederland (LD);2017;127.0;0.0;1.0;21.0;31.0;7.0;55.0;1.0;6.0;5.0;0.0;0.0;;;13417.0;0.0;54.0;4473.0;2198.0;100.0;4579.0;10.0;683.0;1321.0;0.0;0.0;;;10806.0;0.0;45.0;3650.0;1707.0;79.0;3714.0;9.0;505.0;1097.0;0.0;0.0;;;877984.0;11420.0;431847.0;192730.0;42359.0;5874.0;;;;;;;;;503.0;225.0;49.0;7.0;;877984.0;860.0;30172.0;3512.0;6759.0;751.0;;;;;;;;;34.0;4.0;7.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;West-Nederland (LD);2018;124.0;0.0;1.0;21.0;30.0;6.0;54.0;1.0;6.0;5.0;0.0;0.0;;;13350.0;0.0;54.0;4465.0;2166.0;98.0;4554.0;10.0;683.0;1321.0;0.0;0.0;;;10760.0;0.0;45.0;3650.0;1682.0;77.0;3695.0;9.0;505.0;1097.0;0.0;0.0;;;800321.0;11526.0;434269.0;190192.0;43086.0;5816.0;62324.0;5316.0;170586.0;16782.0;203.0;6400.0;98.0;3505.0;534.0;235.0;52.0;7.0;242.0;800321.0;863.0;30662.0;3455.0;6585.0;761.0;3885.0;877.0;24667.0;955.0;71.0;2599.0;30.0;1634.0;37.0;4.0;7.0;1.0;9.0;541810.0;0.0;0.0;0.0;17051.0;491587.0;0.0;29784.0;3388.0;132718.0;0.0;0.0;0.0;4227.0;108322.0;0.0;19441.0;728.0;36355.0;7830.0;4326.0;53469.0;4098.0;132041.0;12378.0;127.0;2791.0;78.0;1832.0
139;West-Nederland (LD);2019;121.0;0.0;1.0;21.0;28.0;6.0;53.0;0.0;6.0;4.0;0.0;0.0;2.0;0.0;13215.0;0.0;54.0;4348.0;2113.0;98.0;4611.0;0.0;683.0;841.0;0.0;0.0;468.0;0.0;10689.0;0.0;45.0;3657.0;1638.0;77.0;3650.0;0.0;505.0;697.0;0.0;0.0;419.0;0.0;874254.0;11831.0;450691.0;189963.0;43178.0;5855.0;;;;;;;;;504.0;214.0;48.0;7.0;;874254.0;896.0;31719.0;3327.0;6662.0;744.0;;;;;;;;;36.0;4.0;7.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;West-Nederland (LD);2020;121.0;0.0;1.0;21.0;28.0;6.0;53.0;0.0;5.0;5.0;0.0;0.0;2.0;0.0;13218.0;0.0;54.0;4357.0;2113.0;98.0;4617.0;0.0;585.0;927.0;0.0;0.0;468.0;0.0;10663.0;0.0;45.0;3564.0;1638.0;77.0;3744.0;0.0;429.0;773.0;0.0;0.0;392.0;0.0;886777.0;11853.0;458913.0;187538.0;42025.0;5664.0;58424.0;5483.0;175465.0;14021.0;167.0;6124.0;90.0;3427.0;520.0;212.0;48.0;7.0;260.0;886777.0;847.0;30268.0;3086.0;6428.0;681.0;3674.0;721.0;25339.0;581.0;43.0;2801.0;14.0;1449.0;35.0;4.0;6.0;1.0;7.0;562628.0;0.0;0.0;0.0;0.0;531824.0;0.0;4043.0;26761.0;139549.0;0.0;0.0;0.0;0.0;132248.0;0.0;1023.0;6277.0;37779.0;8631.0;4989.0;54395.0;4565.0;140432.0;12785.0;121.0;2986.0;68.0;1835.0
