ID;KenmerkenPersonen;Perioden;PersonenMetEenAOWUitkering_1
119;Totaal personen;2022 december;3588840.0
120;Totaal personen;2023 januari;3572350.0
121;Totaal personen;2023 februari;3558350.0
122;Totaal personen;2023 maart;3545620.0
123;Totaal personen;2023 april;3548700.0
124;Totaal personen;2023 mei;3557870.0
125;Totaal personen;2023 juni;3563240.0
126;Totaal personen;2023 juli;3569930.0
127;Totaal personen;2023 augustus;3576660.0
128;Totaal personen;2023 september;3582820.0
129;Totaal personen;2023 oktober;3587720.0
130;Totaal personen;2023 november;3594000.0
131;Totaal personen;2023 december;3598550.0
132;Totaal personen;2024 januari;3576650.0
133;Totaal personen;2024 februari;3562320.0
134;Totaal personen;2024 maart;3568590.0
135;Totaal personen;2024 april;3574290.0
136;Totaal personen;2024 mei;3580800.0
137;Totaal personen;2024 juni;3588650.0
138;Totaal personen;2024 juli;3596200.0
139;Totaal personen;2024 augustus;3603220.0
140;Totaal personen;2024 september;3610480.0
141;Totaal personen;2024 oktober;3615450.0
142;Totaal personen;2024 november;3620000.0
143;Totaal personen;2024 december;3625000.0
144;Totaal personen;2025 januari;3630000.0
145;Geslacht: mannen;2013 januari;1413810.0
146;Geslacht: mannen;2013 februari;1418830.0
147;Geslacht: mannen;2013 maart;1423140.0
148;Geslacht: mannen;2013 april;1427850.0
149;Geslacht: mannen;2013 mei;1433190.0
150;Geslacht: mannen;2013 juni;1437980.0
151;Geslacht: mannen;2013 juli;1442760.0
152;Geslacht: mannen;2013 augustus;1449010.0
153;Geslacht: mannen;2013 september;1454100.0
154;Geslacht: mannen;2013 oktober;1460440.0
155;Geslacht: mannen;2013 november;1464810.0
156;Geslacht: mannen;2013 december;1468820.0
157;Geslacht: mannen;2014 januari;1463800.0
158;Geslacht: mannen;2014 februari;1467750.0
159;Geslacht: mannen;2014 maart;1472900.0
160;Geslacht: mannen;2014 april;1476970.0
161;Geslacht: mannen;2014 mei;1482260.0
162;Geslacht: mannen;2014 juni;1486830.0
163;Geslacht: mannen;2014 juli;1491600.0
164;Geslacht: mannen;2014 augustus;1496460.0
165;Geslacht: mannen;2014 september;1501170.0
166;Geslacht: mannen;2014 oktober;1505980.0
167;Geslacht: mannen;2014 november;1509870.0
168;Geslacht: mannen;2014 december;1513270.0
169;Geslacht: mannen;2015 januari;1505930.0
170;Geslacht: mannen;2015 februari;1508180.0
171;Geslacht: mannen;2015 maart;1511510.0
172;Geslacht: mannen;2015 april;1515970.0
173;Geslacht: mannen;2015 mei;1519780.0
174;Geslacht: mannen;2015 juni;1523960.0
175;Geslacht: mannen;2015 juli;1528690.0
176;Geslacht: mannen;2015 augustus;1533330.0
177;Geslacht: mannen;2015 september;1537350.0
178;Geslacht: mannen;2015 oktober;1541870.0
179;Geslacht: mannen;2015 november;1545620.0
180;Geslacht: mannen;2015 december;1549190.0
181;Geslacht: mannen;2016 januari;1543680.0
182;Geslacht: mannen;2016 februari;1537640.0
183;Geslacht: mannen;2016 maart;1532300.0
184;Geslacht: mannen;2016 april;1535600.0
185;Geslacht: mannen;2016 mei;1538580.0
186;Geslacht: mannen;2016 juni;1541880.0
187;Geslacht: mannen;2016 juli;1546060.0
188;Geslacht: mannen;2016 augustus;1549540.0
189;Geslacht: mannen;2016 september;1553840.0
190;Geslacht: mannen;2016 oktober;1557830.0
191;Geslacht: mannen;2016 november;1561790.0
192;Geslacht: mannen;2016 december;1565350.0
193;Geslacht: mannen;2017 januari;1559080.0
194;Geslacht: mannen;2017 februari;1552540.0
195;Geslacht: mannen;2017 maart;1546940.0
196;Geslacht: mannen;2017 april;1551610.0
197;Geslacht: mannen;2017 mei;1554740.0
198;Geslacht: mannen;2017 juni;1558520.0
199;Geslacht: mannen;2017 juli;1562430.0
200;Geslacht: mannen;2017 augustus;1565170.0
201;Geslacht: mannen;2017 september;1568620.0
202;Geslacht: mannen;2017 oktober;1571810.0
203;Geslacht: mannen;2017 november;1575960.0
204;Geslacht: mannen;2017 december;1580340.0
205;Geslacht: mannen;2018 januari;1574470.0
206;Geslacht: mannen;2018 februari;1568730.0
207;Geslacht: mannen;2018 maart;1561620.0
208;Geslacht: mannen;2018 april;1565050.0
209;Geslacht: mannen;2018 mei;1568890.0
210;Geslacht: mannen;2018 juni;1572290.0
211;Geslacht: mannen;2018 juli;1576280.0
212;Geslacht: mannen;2018 augustus;1581410.0
213;Geslacht: mannen;2018 september;1584690.0
214;Geslacht: mannen;2018 oktober;1587920.0
215;Geslacht: mannen;2018 november;1590870.0
216;Geslacht: mannen;2018 december;1594870.0
217;Geslacht: mannen;2019 januari;1589580.0
218;Geslacht: mannen;2019 februari;1582710.0
219;Geslacht: mannen;2019 maart;1577720.0
220;Geslacht: mannen;2019 april;1572240.0
221;Geslacht: mannen;2019 mei ;1575980.0
222;Geslacht: mannen;2019 juni;1578370.0
223;Geslacht: mannen;2019 juli;1582960.0
224;Geslacht: mannen;2019 augustus;1586820.0
225;Geslacht: mannen;2019 september;1590670.0
226;Geslacht: mannen;2019 oktober;1594550.0
227;Geslacht: mannen;2019 november;1598450.0
228;Geslacht: mannen;2019 december;1601030.0
229;Geslacht: mannen;2020 januari;1604490.0
230;Geslacht: mannen;2020 februari;1607020.0
231;Geslacht: mannen;2020 maart;1608630.0
232;Geslacht: mannen;2020 april;1608390.0
233;Geslacht: mannen;2020 mei;1611390.0
234;Geslacht: mannen;2020 juni;1613820.0
235;Geslacht: mannen;2020 juli;1618520.0
236;Geslacht: mannen;2020 augustus;1622620.0
237;Geslacht: mannen;2020 september;1626380.0
238;Geslacht: mannen;2020 oktober;1629320.0
239;Geslacht: mannen;2020 november;1631560.0
240;Geslacht: mannen;2020 december;1633770.0
241;Geslacht: mannen;2021 januari;1635170.0
242;Geslacht: mannen;2021 februari;1635720.0
243;Geslacht: mannen;2021 maart;1637750.0
244;Geslacht: mannen;2021 april;1639730.0
245;Geslacht: mannen;2021 mei;1644230.0
246;Geslacht: mannen;2021 juni;1646430.0
247;Geslacht: mannen;2021 juli;1650850.0
248;Geslacht: mannen;2021 augustus;1654190.0
249;Geslacht: mannen;2021 september;1658420.0
250;Geslacht: mannen;2021 oktober;1661880.0
251;Geslacht: mannen;2021 november;1663830.0
252;Geslacht: mannen;2021 december;1664840.0
253;Geslacht: mannen;2022 januari;1657450.0
254;Geslacht: mannen;2022 februari;1651050.0
255;Geslacht: mannen;2022 maart;1644910.0
256;Geslacht: mannen;2022 april;1647510.0
257;Geslacht: mannen;2022 mei;1649870.0
258;Geslacht: mannen;2022 juni;1652280.0
259;Geslacht: mannen;2022 juli;1655100.0
260;Geslacht: mannen;2022 augustus;1658570.0
261;Geslacht: mannen;2022 september;1661800.0
262;Geslacht: mannen;2022 oktober;1665890.0
263;Geslacht: mannen;2022 november;1669170.0
264;Geslacht: mannen;2022 december;1672350.0
265;Geslacht: mannen;2023 januari;1664530.0
266;Geslacht: mannen;2023 februari;1657770.0
267;Geslacht: mannen;2023 maart;1651600.0
268;Geslacht: mannen;2023 april;1653390.0
269;Geslacht: mannen;2023 mei;1658040.0
270;Geslacht: mannen;2023 juni;1660910.0
271;Geslacht: mannen;2023 juli;1664450.0
272;Geslacht: mannen;2023 augustus;1668000.0
273;Geslacht: mannen;2023 september;1671150.0
274;Geslacht: mannen;2023 oktober;1673700.0
275;Geslacht: mannen;2023 november;1677000.0
276;Geslacht: mannen;2023 december;1679460.0
277;Geslacht: mannen;2024 januari;1669060.0
278;Geslacht: mannen;2024 februari;1662220.0
279;Geslacht: mannen;2024 maart;1665530.0
280;Geslacht: mannen;2024 april;1668650.0
281;Geslacht: mannen;2024 mei;1672110.0
282;Geslacht: mannen;2024 juni;1676180.0
283;Geslacht: mannen;2024 juli;1680090.0
284;Geslacht: mannen;2024 augustus;1683810.0
285;Geslacht: mannen;2024 september;1687610.0
286;Geslacht: mannen;2024 oktober;1690230.0
287;Geslacht: mannen;2024 november;1694000.0
288;Geslacht: mannen;2024 december;1696000.0
289;Geslacht: mannen;2025 januari;1698000.0
290;Geslacht: vrouwen;2013 januari;1706250.0
291;Geslacht: vrouwen;2013 februari;1709930.0
292;Geslacht: vrouwen;2013 maart;1713430.0
293;Geslacht: vrouwen;2013 april;1717000.0
294;Geslacht: vrouwen;2013 mei;1721530.0
295;Geslacht: vrouwen;2013 juni;1727470.0
296;Geslacht: vrouwen;2013 juli;1731740.0
297;Geslacht: vrouwen;2013 augustus;1737440.0
298;Geslacht: vrouwen;2013 september;1741890.0
299;Geslacht: vrouwen;2013 oktober;1748380.0
300;Geslacht: vrouwen;2013 november;1752630.0
301;Geslacht: vrouwen;2013 december;1756380.0
302;Geslacht: vrouwen;2014 januari;1750720.0
303;Geslacht: vrouwen;2014 februari;1754060.0
304;Geslacht: vrouwen;2014 maart;1758580.0
305;Geslacht: vrouwen;2014 april;1761980.0
306;Geslacht: vrouwen;2014 mei;1766700.0
307;Geslacht: vrouwen;2014 juni;1770480.0
308;Geslacht: vrouwen;2014 juli;1774830.0
309;Geslacht: vrouwen;2014 augustus;1779510.0
310;Geslacht: vrouwen;2014 september;1783710.0
311;Geslacht: vrouwen;2014 oktober;1787890.0
312;Geslacht: vrouwen;2014 november;1791060.0
313;Geslacht: vrouwen;2014 december;1793760.0
314;Geslacht: vrouwen;2015 januari;1784780.0
315;Geslacht: vrouwen;2015 februari;1786080.0
316;Geslacht: vrouwen;2015 maart;1788600.0
317;Geslacht: vrouwen;2015 april;1792800.0
318;Geslacht: vrouwen;2015 mei;1795910.0
319;Geslacht: vrouwen;2015 juni;1799760.0
320;Geslacht: vrouwen;2015 juli;1804050.0
321;Geslacht: vrouwen;2015 augustus;1808270.0
322;Geslacht: vrouwen;2015 september;1811800.0
323;Geslacht: vrouwen;2015 oktober;1815980.0
324;Geslacht: vrouwen;2015 november;1819380.0
325;Geslacht: vrouwen;2015 december;1822450.0
326;Geslacht: vrouwen;2016 januari;1816600.0
327;Geslacht: vrouwen;2016 februari;1809840.0
328;Geslacht: vrouwen;2016 maart;1803690.0
329;Geslacht: vrouwen;2016 april;1806510.0
330;Geslacht: vrouwen;2016 mei;1808950.0
331;Geslacht: vrouwen;2016 juni;1812040.0
332;Geslacht: vrouwen;2016 juli;1815710.0
333;Geslacht: vrouwen;2016 augustus;1818860.0
334;Geslacht: vrouwen;2016 september;1822790.0
335;Geslacht: vrouwen;2016 oktober;1826440.0
336;Geslacht: vrouwen;2016 november;1829840.0
337;Geslacht: vrouwen;2016 december;1832710.0
338;Geslacht: vrouwen;2017 januari;1825350.0
339;Geslacht: vrouwen;2017 februari;1817700.0
340;Geslacht: vrouwen;2017 maart;1811280.0
341;Geslacht: vrouwen;2017 april;1815650.0
342;Geslacht: vrouwen;2017 mei;1818280.0
343;Geslacht: vrouwen;2017 juni;1821710.0
344;Geslacht: vrouwen;2017 juli;1825150.0
345;Geslacht: vrouwen;2017 augustus;1827480.0
346;Geslacht: vrouwen;2017 september;1830530.0
347;Geslacht: vrouwen;2017 oktober;1833610.0
348;Geslacht: vrouwen;2017 november;1837170.0
349;Geslacht: vrouwen;2017 december;1841090.0
350;Geslacht: vrouwen;2018 januari;1833360.0
351;Geslacht: vrouwen;2018 februari;1826730.0
352;Geslacht: vrouwen;2018 maart;1818360.0
353;Geslacht: vrouwen;2018 april;1821200.0
354;Geslacht: vrouwen;2018 mei;1824940.0
355;Geslacht: vrouwen;2018 juni;1828110.0
356;Geslacht: vrouwen;2018 juli;1832290.0
357;Geslacht: vrouwen;2018 augustus;1836830.0
358;Geslacht: vrouwen;2018 september;1840290.0
359;Geslacht: vrouwen;2018 oktober;1843240.0
360;Geslacht: vrouwen;2018 november;1845850.0
361;Geslacht: vrouwen;2018 december;1849570.0
362;Geslacht: vrouwen;2019 januari;1843480.0
363;Geslacht: vrouwen;2019 februari;1836170.0
364;Geslacht: vrouwen;2019 maart;1830480.0
365;Geslacht: vrouwen;2019 april;1824620.0
366;Geslacht: vrouwen;2019 mei ;1827880.0
367;Geslacht: vrouwen;2019 juni;1829890.0
368;Geslacht: vrouwen;2019 juli;1834390.0
369;Geslacht: vrouwen;2019 augustus;1837910.0
370;Geslacht: vrouwen;2019 september;1841680.0
371;Geslacht: vrouwen;2019 oktober;1845240.0
372;Geslacht: vrouwen;2019 november;1849330.0
373;Geslacht: vrouwen;2019 december;1851460.0
374;Geslacht: vrouwen;2020 januari;1854360.0
375;Geslacht: vrouwen;2020 februari;1856300.0
376;Geslacht: vrouwen;2020 maart;1857550.0
377;Geslacht: vrouwen;2020 april;1857730.0
378;Geslacht: vrouwen;2020 mei;1860140.0
379;Geslacht: vrouwen;2020 juni;1862670.0
380;Geslacht: vrouwen;2020 juli;1867080.0
381;Geslacht: vrouwen;2020 augustus;1870720.0
382;Geslacht: vrouwen;2020 september;1874220.0
383;Geslacht: vrouwen;2020 oktober;1877200.0
384;Geslacht: vrouwen;2020 november;1879890.0
385;Geslacht: vrouwen;2020 december;1881950.0
386;Geslacht: vrouwen;2021 januari;1883400.0
387;Geslacht: vrouwen;2021 februari;1883950.0
388;Geslacht: vrouwen;2021 maart;1885740.0
389;Geslacht: vrouwen;2021 april;1887960.0
390;Geslacht: vrouwen;2021 mei;1892660.0
391;Geslacht: vrouwen;2021 juni;1894780.0
392;Geslacht: vrouwen;2021 juli;1899230.0
393;Geslacht: vrouwen;2021 augustus;1902380.0
394;Geslacht: vrouwen;2021 september;1906520.0
395;Geslacht: vrouwen;2021 oktober;1910040.0
396;Geslacht: vrouwen;2021 november;1912120.0
397;Geslacht: vrouwen;2021 december;1913490.0
398;Geslacht: vrouwen;2022 januari;1905770.0
399;Geslacht: vrouwen;2022 februari;1899160.0
400;Geslacht: vrouwen;2022 maart;1892950.0
401;Geslacht: vrouwen;2022 april;1895040.0
402;Geslacht: vrouwen;2022 mei;1896810.0
403;Geslacht: vrouwen;2022 juni;1899030.0
404;Geslacht: vrouwen;2022 juli;1901500.0
405;Geslacht: vrouwen;2022 augustus;1904420.0
406;Geslacht: vrouwen;2022 september;1907260.0
407;Geslacht: vrouwen;2022 oktober;1910850.0
408;Geslacht: vrouwen;2022 november;1913370.0
409;Geslacht: vrouwen;2022 december;1916270.0
410;Geslacht: vrouwen;2023 januari;1907550.0
411;Geslacht: vrouwen;2023 februari;1900240.0
412;Geslacht: vrouwen;2023 maart;1893620.0
413;Geslacht: vrouwen;2023 april;1895030.0
414;Geslacht: vrouwen;2023 mei;1899550.0
415;Geslacht: vrouwen;2023 juni;1902080.0
416;Geslacht: vrouwen;2023 juli;1905350.0
417;Geslacht: vrouwen;2023 augustus;1908570.0
418;Geslacht: vrouwen;2023 september;1911580.0
419;Geslacht: vrouwen;2023 oktober;1913960.0
420;Geslacht: vrouwen;2023 november;1916920.0
421;Geslacht: vrouwen;2023 december;1919070.0
422;Geslacht: vrouwen;2024 januari;1907570.0
423;Geslacht: vrouwen;2024 februari;1900090.0
424;Geslacht: vrouwen;2024 maart;1903060.0
425;Geslacht: vrouwen;2024 april;1905640.0
426;Geslacht: vrouwen;2024 mei;1908690.0
427;Geslacht: vrouwen;2024 juni;1912460.0
428;Geslacht: vrouwen;2024 juli;1916100.0
429;Geslacht: vrouwen;2024 augustus;1919400.0
430;Geslacht: vrouwen;2024 september;1922860.0
431;Geslacht: vrouwen;2024 oktober;1925220.0
432;Geslacht: vrouwen;2024 november;1928000.0
433;Geslacht: vrouwen;2024 december;1930000.0
434;Geslacht: vrouwen;2025 januari;1932000.0
435;Geslacht: onbekend;2013 januari;670.0
436;Geslacht: onbekend;2013 februari;660.0
437;Geslacht: onbekend;2013 maart;640.0
438;Geslacht: onbekend;2013 april;630.0
439;Geslacht: onbekend;2013 mei;620.0
440;Geslacht: onbekend;2013 juni;610.0
441;Geslacht: onbekend;2013 juli;590.0
442;Geslacht: onbekend;2013 augustus;590.0
443;Geslacht: onbekend;2013 september;570.0
444;Geslacht: onbekend;2013 oktober;570.0
445;Geslacht: onbekend;2013 november;540.0
446;Geslacht: onbekend;2013 december;520.0
447;Geslacht: onbekend;2014 januari;520.0
448;Geslacht: onbekend;2014 februari;520.0
449;Geslacht: onbekend;2014 maart;500.0
450;Geslacht: onbekend;2014 april;490.0
451;Geslacht: onbekend;2014 mei;430.0
452;Geslacht: onbekend;2014 juni;410.0
453;Geslacht: onbekend;2014 juli;380.0
454;Geslacht: onbekend;2014 augustus;360.0
455;Geslacht: onbekend;2014 september;340.0
456;Geslacht: onbekend;2014 oktober;330.0
457;Geslacht: onbekend;2014 november;300.0
458;Geslacht: onbekend;2014 december;270.0
459;Geslacht: onbekend;2015 januari;250.0
460;Geslacht: onbekend;2015 februari;240.0
461;Geslacht: onbekend;2015 maart;190.0
462;Geslacht: onbekend;2015 april;190.0
463;Geslacht: onbekend;2015 mei;180.0
464;Geslacht: onbekend;2015 juni;170.0
465;Geslacht: onbekend;2015 juli;150.0
466;Geslacht: onbekend;2015 augustus;140.0
467;Geslacht: onbekend;2015 september;130.0
468;Geslacht: onbekend;2015 oktober;110.0
469;Geslacht: onbekend;2015 november;100.0
470;Geslacht: onbekend;2015 december;90.0
471;Geslacht: onbekend;2016 januari;80.0
472;Geslacht: onbekend;2016 februari;80.0
473;Geslacht: onbekend;2016 maart;50.0
474;Geslacht: onbekend;2016 april;60.0
475;Geslacht: onbekend;2016 mei;50.0
476;Geslacht: onbekend;2016 juni;50.0
477;Geslacht: onbekend;2016 juli;50.0
478;Geslacht: onbekend;2016 augustus;50.0
479;Geslacht: onbekend;2016 september;50.0
480;Geslacht: onbekend;2016 oktober;50.0
481;Geslacht: onbekend;2016 november;50.0
482;Geslacht: onbekend;2016 december;50.0
483;Geslacht: onbekend;2017 januari;50.0
484;Geslacht: onbekend;2017 februari;50.0
485;Geslacht: onbekend;2017 maart;40.0
486;Geslacht: onbekend;2017 april;40.0
487;Geslacht: onbekend;2017 mei;40.0
488;Geslacht: onbekend;2017 juni;40.0
489;Geslacht: onbekend;2017 juli;40.0
490;Geslacht: onbekend;2017 augustus;40.0
491;Geslacht: onbekend;2017 september;40.0
492;Geslacht: onbekend;2017 oktober;40.0
493;Geslacht: onbekend;2017 november;40.0
494;Geslacht: onbekend;2017 december;40.0
495;Geslacht: onbekend;2018 januari;20.0
496;Geslacht: onbekend;2018 februari;20.0
497;Geslacht: onbekend;2018 maart;20.0
498;Geslacht: onbekend;2018 april;20.0
499;Geslacht: onbekend;2018 mei;10.0
500;Geslacht: onbekend;2018 juni;10.0
501;Geslacht: onbekend;2018 juli;10.0
502;Geslacht: onbekend;2018 augustus;10.0
503;Geslacht: onbekend;2018 september;10.0
504;Geslacht: onbekend;2018 oktober;10.0
505;Geslacht: onbekend;2018 november;10.0
506;Geslacht: onbekend;2018 december;10.0
507;Geslacht: onbekend;2019 januari;10.0
508;Geslacht: onbekend;2019 februari;10.0
509;Geslacht: onbekend;2019 maart;10.0
510;Geslacht: onbekend;2019 april;0.0
511;Geslacht: onbekend;2019 mei ;0.0
512;Geslacht: onbekend;2019 juni;50.0
513;Geslacht: onbekend;2019 juli;80.0
514;Geslacht: onbekend;2019 augustus;120.0
515;Geslacht: onbekend;2019 september;210.0
516;Geslacht: onbekend;2019 oktober;190.0
517;Geslacht: onbekend;2019 november;220.0
518;Geslacht: onbekend;2019 december;470.0
519;Geslacht: onbekend;2020 januari;200.0
520;Geslacht: onbekend;2020 februari;180.0
521;Geslacht: onbekend;2020 maart;130.0
522;Geslacht: onbekend;2020 april;120.0
523;Geslacht: onbekend;2020 mei;120.0
524;Geslacht: onbekend;2020 juni;160.0
525;Geslacht: onbekend;2020 juli;180.0
526;Geslacht: onbekend;2020 augustus;130.0
527;Geslacht: onbekend;2020 september;210.0
528;Geslacht: onbekend;2020 oktober;200.0
529;Geslacht: onbekend;2020 november;210.0
530;Geslacht: onbekend;2020 december;460.0
531;Geslacht: onbekend;2021 januari;200.0
532;Geslacht: onbekend;2021 februari;210.0
533;Geslacht: onbekend;2021 maart;200.0
534;Geslacht: onbekend;2021 april;220.0
535;Geslacht: onbekend;2021 mei;200.0
536;Geslacht: onbekend;2021 juni;190.0
537;Geslacht: onbekend;2021 juli;510.0
538;Geslacht: onbekend;2021 augustus;180.0
539;Geslacht: onbekend;2021 september;240.0
540;Geslacht: onbekend;2021 oktober;290.0
541;Geslacht: onbekend;2021 november;280.0
542;Geslacht: onbekend;2021 december;470.0
543;Geslacht: onbekend;2022 januari;380.0
544;Geslacht: onbekend;2022 februari;440.0
545;Geslacht: onbekend;2022 maart;550.0
546;Geslacht: onbekend;2022 april;390.0
547;Geslacht: onbekend;2022 mei;550.0
548;Geslacht: onbekend;2022 juni;610.0
549;Geslacht: onbekend;2022 juli;300.0
550;Geslacht: onbekend;2022 augustus;370.0
551;Geslacht: onbekend;2022 september;160.0
552;Geslacht: onbekend;2022 oktober;130.0
553;Geslacht: onbekend;2022 november;130.0
554;Geslacht: onbekend;2022 december;220.0
555;Geslacht: onbekend;2023 januari;280.0
556;Geslacht: onbekend;2023 februari;330.0
557;Geslacht: onbekend;2023 maart;400.0
558;Geslacht: onbekend;2023 april;280.0
559;Geslacht: onbekend;2023 mei;280.0
560;Geslacht: onbekend;2023 juni;240.0
561;Geslacht: onbekend;2023 juli;140.0
562;Geslacht: onbekend;2023 augustus;100.0
563;Geslacht: onbekend;2023 september;80.0
564;Geslacht: onbekend;2023 oktober;70.0
565;Geslacht: onbekend;2023 november;80.0
566;Geslacht: onbekend;2023 december;20.0
567;Geslacht: onbekend;2024 januari;10.0
568;Geslacht: onbekend;2024 februari;10.0
569;Geslacht: onbekend;2024 maart;10.0
570;Geslacht: onbekend;2024 april;10.0
571;Geslacht: onbekend;2024 mei;10.0
572;Geslacht: onbekend;2024 juni;10.0
573;Geslacht: onbekend;2024 juli;10.0
574;Geslacht: onbekend;2024 augustus;10.0
575;Geslacht: onbekend;2024 september;10.0
576;Geslacht: onbekend;2024 oktober;10.0
577;Geslacht: onbekend;2024 november;
578;Geslacht: onbekend;2024 december;
579;Geslacht: onbekend;2025 januari;
580;Migratieachtergrond: Nederland;2013 januari;
581;Migratieachtergrond: Nederland;2013 februari;
582;Migratieachtergrond: Nederland;2013 maart;
583;Migratieachtergrond: Nederland;2013 april;
584;Migratieachtergrond: Nederland;2013 mei;
585;Migratieachtergrond: Nederland;2013 juni;
586;Migratieachtergrond: Nederland;2013 juli;
587;Migratieachtergrond: Nederland;2013 augustus;
588;Migratieachtergrond: Nederland;2013 september;
589;Migratieachtergrond: Nederland;2013 oktober;
590;Migratieachtergrond: Nederland;2013 november;
591;Migratieachtergrond: Nederland;2013 december;
592;Migratieachtergrond: Nederland;2014 januari;
593;Migratieachtergrond: Nederland;2014 februari;
594;Migratieachtergrond: Nederland;2014 maart;
595;Migratieachtergrond: Nederland;2014 april;
