ID;Geslacht;Leeftijd;Geboortejaar;JaarOverlijden;Overledenen_1;SaldoBuitenlandseMigratie_2;SaldoAdministratieveCorrecties_3
308;Jongens;5 maanden;Totaal per leeftijd;1997;15.0;7.0;-1.0
309;Jongens;5 maanden;Totaal per leeftijd;1998;15.0;27.0;0.0
310;Jongens;5 maanden;Totaal per leeftijd;1999;12.0;49.0;-8.0
311;Jongens;5 maanden;Totaal per leeftijd;2000;11.0;46.0;-6.0
312;Jongens;5 maanden;Jaar overlijden minus leeftijd;1995;8.0;20.0;0.0
313;Jongens;5 maanden;Jaar overlijden minus leeftijd;1996;6.0;41.0;-2.0
314;Jongens;5 maanden;Jaar overlijden minus leeftijd;1997;7.0;10.0;-1.0
315;Jongens;5 maanden;Jaar overlijden minus leeftijd;1998;8.0;12.0;-2.0
316;Jongens;5 maanden;Jaar overlijden minus leeftijd;1999;8.0;12.0;-4.0
317;Jongens;5 maanden;Jaar overlijden minus leeftijd;2000;7.0;20.0;-5.0
318;Jongens;5 maanden;Jaar overlijden minus leeftijd - 1;1995;2.0;12.0;-4.0
319;Jongens;5 maanden;Jaar overlijden minus leeftijd - 1;1996;7.0;-2.0;-1.0
320;Jongens;5 maanden;Jaar overlijden minus leeftijd - 1;1997;8.0;-3.0;0.0
321;Jongens;5 maanden;Jaar overlijden minus leeftijd - 1;1998;7.0;15.0;2.0
322;Jongens;5 maanden;Jaar overlijden minus leeftijd - 1;1999;4.0;37.0;-4.0
323;Jongens;5 maanden;Jaar overlijden minus leeftijd - 1;2000;4.0;26.0;-1.0
324;Jongens;6 maanden;Totaal per leeftijd;1995;15.0;31.0;-5.0
325;Jongens;6 maanden;Totaal per leeftijd;1996;11.0;24.0;0.0
326;Jongens;6 maanden;Totaal per leeftijd;1997;8.0;26.0;-8.0
327;Jongens;6 maanden;Totaal per leeftijd;1998;9.0;12.0;-3.0
328;Jongens;6 maanden;Totaal per leeftijd;1999;9.0;72.0;-2.0
329;Jongens;6 maanden;Totaal per leeftijd;2000;8.0;52.0;-3.0
330;Jongens;6 maanden;Jaar overlijden minus leeftijd;1995;9.0;16.0;-3.0
331;Jongens;6 maanden;Jaar overlijden minus leeftijd;1996;4.0;25.0;-4.0
332;Jongens;6 maanden;Jaar overlijden minus leeftijd;1997;1.0;19.0;-2.0
333;Jongens;6 maanden;Jaar overlijden minus leeftijd;1998;3.0;2.0;1.0
334;Jongens;6 maanden;Jaar overlijden minus leeftijd;1999;3.0;26.0;-3.0
335;Jongens;6 maanden;Jaar overlijden minus leeftijd;2000;3.0;23.0;-1.0
336;Jongens;6 maanden;Jaar overlijden minus leeftijd - 1;1995;6.0;15.0;-2.0
337;Jongens;6 maanden;Jaar overlijden minus leeftijd - 1;1996;7.0;-1.0;4.0
338;Jongens;6 maanden;Jaar overlijden minus leeftijd - 1;1997;7.0;7.0;-6.0
339;Jongens;6 maanden;Jaar overlijden minus leeftijd - 1;1998;6.0;10.0;-4.0
340;Jongens;6 maanden;Jaar overlijden minus leeftijd - 1;1999;6.0;46.0;1.0
341;Jongens;6 maanden;Jaar overlijden minus leeftijd - 1;2000;5.0;29.0;-2.0
342;Jongens;7 maanden;Totaal per leeftijd;1995;17.0;22.0;-1.0
343;Jongens;7 maanden;Totaal per leeftijd;1996;18.0;-3.0;-6.0
344;Jongens;7 maanden;Totaal per leeftijd;1997;14.0;0.0;-2.0
345;Jongens;7 maanden;Totaal per leeftijd;1998;10.0;11.0;-6.0
346;Jongens;7 maanden;Totaal per leeftijd;1999;3.0;57.0;0.0
347;Jongens;7 maanden;Totaal per leeftijd;2000;9.0;53.0;-13.0
348;Jongens;7 maanden;Jaar overlijden minus leeftijd;1995;6.0;15.0;1.0
349;Jongens;7 maanden;Jaar overlijden minus leeftijd;1996;3.0;13.0;-2.0
350;Jongens;7 maanden;Jaar overlijden minus leeftijd;1997;6.0;10.0;0.0
351;Jongens;7 maanden;Jaar overlijden minus leeftijd;1998;4.0;7.0;-4.0
352;Jongens;7 maanden;Jaar overlijden minus leeftijd;1999;2.0;4.0;0.0
353;Jongens;7 maanden;Jaar overlijden minus leeftijd;2000;4.0;26.0;-2.0
354;Jongens;7 maanden;Jaar overlijden minus leeftijd - 1;1995;11.0;7.0;-2.0
355;Jongens;7 maanden;Jaar overlijden minus leeftijd - 1;1996;15.0;-16.0;-4.0
356;Jongens;7 maanden;Jaar overlijden minus leeftijd - 1;1997;8.0;-10.0;-2.0
357;Jongens;7 maanden;Jaar overlijden minus leeftijd - 1;1998;6.0;4.0;-2.0
358;Jongens;7 maanden;Jaar overlijden minus leeftijd - 1;1999;1.0;53.0;0.0
359;Jongens;7 maanden;Jaar overlijden minus leeftijd - 1;2000;5.0;27.0;-11.0
360;Jongens;8 maanden;Totaal per leeftijd;1995;10.0;21.0;-1.0
361;Jongens;8 maanden;Totaal per leeftijd;1996;12.0;10.0;-2.0
362;Jongens;8 maanden;Totaal per leeftijd;1997;5.0;16.0;3.0
363;Jongens;8 maanden;Totaal per leeftijd;1998;13.0;29.0;-6.0
364;Jongens;8 maanden;Totaal per leeftijd;1999;11.0;59.0;-14.0
365;Jongens;8 maanden;Totaal per leeftijd;2000;8.0;58.0;-3.0
366;Jongens;8 maanden;Jaar overlijden minus leeftijd;1995;0.0;14.0;-1.0
367;Jongens;8 maanden;Jaar overlijden minus leeftijd;1996;5.0;11.0;-1.0
368;Jongens;8 maanden;Jaar overlijden minus leeftijd;1997;1.0;11.0;0.0
369;Jongens;8 maanden;Jaar overlijden minus leeftijd;1998;4.0;8.0;-6.0
370;Jongens;8 maanden;Jaar overlijden minus leeftijd;1999;6.0;11.0;-2.0
371;Jongens;8 maanden;Jaar overlijden minus leeftijd;2000;2.0;17.0;-1.0
372;Jongens;8 maanden;Jaar overlijden minus leeftijd - 1;1995;10.0;7.0;0.0
373;Jongens;8 maanden;Jaar overlijden minus leeftijd - 1;1996;7.0;-1.0;-1.0
374;Jongens;8 maanden;Jaar overlijden minus leeftijd - 1;1997;4.0;5.0;3.0
375;Jongens;8 maanden;Jaar overlijden minus leeftijd - 1;1998;9.0;21.0;0.0
376;Jongens;8 maanden;Jaar overlijden minus leeftijd - 1;1999;5.0;48.0;-12.0
377;Jongens;8 maanden;Jaar overlijden minus leeftijd - 1;2000;6.0;41.0;-2.0
378;Jongens;9 maanden;Totaal per leeftijd;1995;10.0;0.0;-6.0
379;Jongens;9 maanden;Totaal per leeftijd;1996;9.0;-1.0;0.0
380;Jongens;9 maanden;Totaal per leeftijd;1997;8.0;13.0;-3.0
381;Jongens;9 maanden;Totaal per leeftijd;1998;9.0;13.0;2.0
382;Jongens;9 maanden;Totaal per leeftijd;1999;2.0;68.0;-5.0
383;Jongens;9 maanden;Totaal per leeftijd;2000;7.0;50.0;-9.0
384;Jongens;9 maanden;Jaar overlijden minus leeftijd;1995;4.0;3.0;-2.0
385;Jongens;9 maanden;Jaar overlijden minus leeftijd;1996;1.0;3.0;-2.0
386;Jongens;9 maanden;Jaar overlijden minus leeftijd;1997;1.0;11.0;-2.0
387;Jongens;9 maanden;Jaar overlijden minus leeftijd;1998;4.0;7.0;1.0
388;Jongens;9 maanden;Jaar overlijden minus leeftijd;1999;0.0;11.0;0.0
389;Jongens;9 maanden;Jaar overlijden minus leeftijd;2000;2.0;7.0;-1.0
390;Jongens;9 maanden;Jaar overlijden minus leeftijd - 1;1995;6.0;-3.0;-4.0
391;Jongens;9 maanden;Jaar overlijden minus leeftijd - 1;1996;8.0;-4.0;2.0
392;Jongens;9 maanden;Jaar overlijden minus leeftijd - 1;1997;7.0;2.0;-1.0
393;Jongens;9 maanden;Jaar overlijden minus leeftijd - 1;1998;5.0;6.0;1.0
394;Jongens;9 maanden;Jaar overlijden minus leeftijd - 1;1999;2.0;57.0;-5.0
395;Jongens;9 maanden;Jaar overlijden minus leeftijd - 1;2000;5.0;43.0;-8.0
396;Jongens;10 maanden;Totaal per leeftijd;1995;11.0;8.0;-4.0
397;Jongens;10 maanden;Totaal per leeftijd;1996;4.0;-11.0;-11.0
398;Jongens;10 maanden;Totaal per leeftijd;1997;4.0;22.0;-2.0
399;Jongens;10 maanden;Totaal per leeftijd;1998;1.0;6.0;3.0
400;Jongens;10 maanden;Totaal per leeftijd;1999;10.0;42.0;-4.0
401;Jongens;10 maanden;Totaal per leeftijd;2000;3.0;31.0;-3.0
402;Jongens;10 maanden;Jaar overlijden minus leeftijd;1995;2.0;0.0;1.0
403;Jongens;10 maanden;Jaar overlijden minus leeftijd;1996;0.0;2.0;0.0
404;Jongens;10 maanden;Jaar overlijden minus leeftijd;1997;1.0;3.0;0.0
405;Jongens;10 maanden;Jaar overlijden minus leeftijd;1998;0.0;5.0;2.0
406;Jongens;10 maanden;Jaar overlijden minus leeftijd;1999;1.0;1.0;1.0
407;Jongens;10 maanden;Jaar overlijden minus leeftijd;2000;0.0;4.0;0.0
408;Jongens;10 maanden;Jaar overlijden minus leeftijd - 1;1995;9.0;8.0;-5.0
409;Jongens;10 maanden;Jaar overlijden minus leeftijd - 1;1996;4.0;-13.0;-11.0
410;Jongens;10 maanden;Jaar overlijden minus leeftijd - 1;1997;3.0;19.0;-2.0
411;Jongens;10 maanden;Jaar overlijden minus leeftijd - 1;1998;1.0;1.0;1.0
412;Jongens;10 maanden;Jaar overlijden minus leeftijd - 1;1999;9.0;41.0;-5.0
413;Jongens;10 maanden;Jaar overlijden minus leeftijd - 1;2000;3.0;27.0;-3.0
414;Jongens;11 maanden;Totaal per leeftijd;1995;8.0;3.0;-13.0
415;Jongens;11 maanden;Totaal per leeftijd;1996;6.0;1.0;2.0
416;Jongens;11 maanden;Totaal per leeftijd;1997;6.0;16.0;-4.0
417;Jongens;11 maanden;Totaal per leeftijd;1998;5.0;30.0;-8.0
418;Jongens;11 maanden;Totaal per leeftijd;1999;5.0;41.0;-1.0
419;Jongens;11 maanden;Totaal per leeftijd;2000;7.0;46.0;-9.0
420;Jongens;11 maanden;Jaar overlijden minus leeftijd;1995;0.0;0.0;0.0
421;Jongens;11 maanden;Jaar overlijden minus leeftijd;1996;0.0;3.0;1.0
422;Jongens;11 maanden;Jaar overlijden minus leeftijd;1997;0.0;1.0;-1.0
423;Jongens;11 maanden;Jaar overlijden minus leeftijd;1998;0.0;2.0;0.0
424;Jongens;11 maanden;Jaar overlijden minus leeftijd;1999;0.0;1.0;0.0
425;Jongens;11 maanden;Jaar overlijden minus leeftijd;2000;1.0;1.0;0.0
426;Jongens;11 maanden;Jaar overlijden minus leeftijd - 1;1995;8.0;3.0;-13.0
427;Jongens;11 maanden;Jaar overlijden minus leeftijd - 1;1996;6.0;-2.0;1.0
428;Jongens;11 maanden;Jaar overlijden minus leeftijd - 1;1997;6.0;15.0;-3.0
429;Jongens;11 maanden;Jaar overlijden minus leeftijd - 1;1998;5.0;28.0;-8.0
430;Jongens;11 maanden;Jaar overlijden minus leeftijd - 1;1999;5.0;40.0;-1.0
431;Jongens;11 maanden;Jaar overlijden minus leeftijd - 1;2000;6.0;45.0;-9.0
432;Jongens;12 maanden;Totaal per leeftijd;1995;4.0;17.0;-4.0
433;Jongens;12 maanden;Totaal per leeftijd;1996;7.0;18.0;-10.0
434;Jongens;12 maanden;Totaal per leeftijd;1997;5.0;23.0;-5.0
435;Jongens;12 maanden;Totaal per leeftijd;1998;2.0;51.0;-3.0
436;Jongens;12 maanden;Totaal per leeftijd;1999;6.0;44.0;-6.0
437;Jongens;12 maanden;Totaal per leeftijd;2000;7.0;40.0;-2.0
438;Jongens;12 maanden;Jaar overlijden minus leeftijd;1995;4.0;14.0;-3.0
439;Jongens;12 maanden;Jaar overlijden minus leeftijd;1996;7.0;18.0;-8.0
440;Jongens;12 maanden;Jaar overlijden minus leeftijd;1997;5.0;26.0;-5.0
441;Jongens;12 maanden;Jaar overlijden minus leeftijd;1998;2.0;49.0;-2.0
442;Jongens;12 maanden;Jaar overlijden minus leeftijd;1999;4.0;40.0;-6.0
443;Jongens;12 maanden;Jaar overlijden minus leeftijd;2000;6.0;40.0;-3.0
444;Jongens;12 maanden;Jaar overlijden minus leeftijd - 1;1995;0.0;3.0;-1.0
445;Jongens;12 maanden;Jaar overlijden minus leeftijd - 1;1996;0.0;0.0;-2.0
446;Jongens;12 maanden;Jaar overlijden minus leeftijd - 1;1997;0.0;-3.0;0.0
447;Jongens;12 maanden;Jaar overlijden minus leeftijd - 1;1998;0.0;2.0;-1.0
448;Jongens;12 maanden;Jaar overlijden minus leeftijd - 1;1999;2.0;4.0;0.0
449;Jongens;12 maanden;Jaar overlijden minus leeftijd - 1;2000;1.0;0.0;1.0
450;Jongens;13 maanden;Totaal per leeftijd;1995;6.0;24.0;-4.0
451;Jongens;13 maanden;Totaal per leeftijd;1996;6.0;19.0;-3.0
452;Jongens;13 maanden;Totaal per leeftijd;1997;6.0;50.0;-10.0
453;Jongens;13 maanden;Totaal per leeftijd;1998;4.0;71.0;-4.0
454;Jongens;13 maanden;Totaal per leeftijd;1999;7.0;45.0;0.0
455;Jongens;13 maanden;Totaal per leeftijd;2000;6.0;48.0;-12.0
456;Jongens;13 maanden;Jaar overlijden minus leeftijd;1995;6.0;21.0;-2.0
457;Jongens;13 maanden;Jaar overlijden minus leeftijd;1996;6.0;13.0;-6.0
458;Jongens;13 maanden;Jaar overlijden minus leeftijd;1997;5.0;46.0;-11.0
459;Jongens;13 maanden;Jaar overlijden minus leeftijd;1998;4.0;60.0;-4.0
460;Jongens;13 maanden;Jaar overlijden minus leeftijd;1999;5.0;41.0;0.0
461;Jongens;13 maanden;Jaar overlijden minus leeftijd;2000;5.0;38.0;-10.0
462;Jongens;13 maanden;Jaar overlijden minus leeftijd - 1;1995;0.0;3.0;-2.0
463;Jongens;13 maanden;Jaar overlijden minus leeftijd - 1;1996;0.0;6.0;3.0
464;Jongens;13 maanden;Jaar overlijden minus leeftijd - 1;1997;1.0;4.0;1.0
465;Jongens;13 maanden;Jaar overlijden minus leeftijd - 1;1998;0.0;11.0;0.0
466;Jongens;13 maanden;Jaar overlijden minus leeftijd - 1;1999;2.0;4.0;0.0
467;Jongens;13 maanden;Jaar overlijden minus leeftijd - 1;2000;1.0;10.0;-2.0
468;Jongens;14 maanden;Totaal per leeftijd;1995;4.0;20.0;-10.0
469;Jongens;14 maanden;Totaal per leeftijd;1996;3.0;24.0;-7.0
470;Jongens;14 maanden;Totaal per leeftijd;1997;2.0;34.0;-7.0
471;Jongens;14 maanden;Totaal per leeftijd;1998;6.0;46.0;2.0
472;Jongens;14 maanden;Totaal per leeftijd;1999;2.0;46.0;-6.0
473;Jongens;14 maanden;Totaal per leeftijd;2000;5.0;51.0;-8.0
474;Jongens;14 maanden;Jaar overlijden minus leeftijd;1995;3.0;14.0;-8.0
475;Jongens;14 maanden;Jaar overlijden minus leeftijd;1996;3.0;20.0;-1.0
476;Jongens;14 maanden;Jaar overlijden minus leeftijd;1997;2.0;20.0;-5.0
477;Jongens;14 maanden;Jaar overlijden minus leeftijd;1998;5.0;38.0;2.0
478;Jongens;14 maanden;Jaar overlijden minus leeftijd;1999;2.0;37.0;-3.0
479;Jongens;14 maanden;Jaar overlijden minus leeftijd;2000;4.0;40.0;-7.0
480;Jongens;14 maanden;Jaar overlijden minus leeftijd - 1;1995;1.0;6.0;-2.0
481;Jongens;14 maanden;Jaar overlijden minus leeftijd - 1;1996;0.0;4.0;-6.0
482;Jongens;14 maanden;Jaar overlijden minus leeftijd - 1;1997;0.0;14.0;-2.0
483;Jongens;14 maanden;Jaar overlijden minus leeftijd - 1;1998;1.0;8.0;0.0
484;Jongens;14 maanden;Jaar overlijden minus leeftijd - 1;1999;0.0;9.0;-3.0
485;Jongens;14 maanden;Jaar overlijden minus leeftijd - 1;2000;1.0;11.0;-1.0
486;Jongens;15 maanden;Totaal per leeftijd;1995;4.0;30.0;-11.0
487;Jongens;15 maanden;Totaal per leeftijd;1996;4.0;33.0;-5.0
488;Jongens;15 maanden;Totaal per leeftijd;1997;5.0;39.0;-7.0
489;Jongens;15 maanden;Totaal per leeftijd;1998;4.0;34.0;-3.0
490;Jongens;15 maanden;Totaal per leeftijd;1999;5.0;37.0;-6.0
491;Jongens;15 maanden;Totaal per leeftijd;2000;3.0;35.0;-8.0
492;Jongens;15 maanden;Jaar overlijden minus leeftijd;1995;4.0;24.0;-7.0
493;Jongens;15 maanden;Jaar overlijden minus leeftijd;1996;2.0;25.0;-4.0
494;Jongens;15 maanden;Jaar overlijden minus leeftijd;1997;4.0;25.0;-4.0
495;Jongens;15 maanden;Jaar overlijden minus leeftijd;1998;2.0;28.0;-2.0
496;Jongens;15 maanden;Jaar overlijden minus leeftijd;1999;2.0;34.0;-3.0
497;Jongens;15 maanden;Jaar overlijden minus leeftijd;2000;3.0;17.0;-6.0
498;Jongens;15 maanden;Jaar overlijden minus leeftijd - 1;1995;0.0;6.0;-4.0
499;Jongens;15 maanden;Jaar overlijden minus leeftijd - 1;1996;2.0;8.0;-1.0
500;Jongens;15 maanden;Jaar overlijden minus leeftijd - 1;1997;1.0;14.0;-3.0
501;Jongens;15 maanden;Jaar overlijden minus leeftijd - 1;1998;2.0;6.0;-1.0
502;Jongens;15 maanden;Jaar overlijden minus leeftijd - 1;1999;3.0;3.0;-3.0
503;Jongens;15 maanden;Jaar overlijden minus leeftijd - 1;2000;0.0;18.0;-2.0
504;Jongens;16 maanden;Totaal per leeftijd;1995;5.0;17.0;-5.0
505;Jongens;16 maanden;Totaal per leeftijd;1996;6.0;9.0;-7.0
506;Jongens;16 maanden;Totaal per leeftijd;1997;1.0;58.0;-7.0
507;Jongens;16 maanden;Totaal per leeftijd;1998;8.0;60.0;-12.0
508;Jongens;16 maanden;Totaal per leeftijd;1999;1.0;46.0;-9.0
509;Jongens;16 maanden;Totaal per leeftijd;2000;7.0;26.0;-8.0
510;Jongens;16 maanden;Jaar overlijden minus leeftijd;1995;3.0;9.0;-3.0
511;Jongens;16 maanden;Jaar overlijden minus leeftijd;1996;3.0;2.0;-2.0
512;Jongens;16 maanden;Jaar overlijden minus leeftijd;1997;0.0;40.0;-4.0
513;Jongens;16 maanden;Jaar overlijden minus leeftijd;1998;6.0;47.0;-8.0
514;Jongens;16 maanden;Jaar overlijden minus leeftijd;1999;0.0;38.0;-7.0
515;Jongens;16 maanden;Jaar overlijden minus leeftijd;2000;0.0;10.0;-4.0
516;Jongens;16 maanden;Jaar overlijden minus leeftijd - 1;1995;2.0;8.0;-2.0
517;Jongens;16 maanden;Jaar overlijden minus leeftijd - 1;1996;3.0;7.0;-5.0
518;Jongens;16 maanden;Jaar overlijden minus leeftijd - 1;1997;1.0;18.0;-3.0
519;Jongens;16 maanden;Jaar overlijden minus leeftijd - 1;1998;2.0;13.0;-4.0
520;Jongens;16 maanden;Jaar overlijden minus leeftijd - 1;1999;1.0;8.0;-2.0
521;Jongens;16 maanden;Jaar overlijden minus leeftijd - 1;2000;7.0;16.0;-4.0
522;Jongens;17 maanden;Totaal per leeftijd;1995;0.0;18.0;-5.0
523;Jongens;17 maanden;Totaal per leeftijd;1996;5.0;30.0;-1.0
524;Jongens;17 maanden;Totaal per leeftijd;1997;3.0;17.0;-3.0
525;Jongens;17 maanden;Totaal per leeftijd;1998;4.0;52.0;2.0
526;Jongens;17 maanden;Totaal per leeftijd;1999;1.0;62.0;-6.0
527;Jongens;17 maanden;Totaal per leeftijd;2000;1.0;64.0;-6.0
528;Jongens;17 maanden;Jaar overlijden minus leeftijd;1995;0.0;14.0;-5.0
529;Jongens;17 maanden;Jaar overlijden minus leeftijd;1996;3.0;20.0;-2.0
530;Jongens;17 maanden;Jaar overlijden minus leeftijd;1997;2.0;11.0;-2.0
531;Jongens;17 maanden;Jaar overlijden minus leeftijd;1998;3.0;22.0;3.0
532;Jongens;17 maanden;Jaar overlijden minus leeftijd;1999;1.0;43.0;-5.0
533;Jongens;17 maanden;Jaar overlijden minus leeftijd;2000;1.0;29.0;-1.0
534;Jongens;17 maanden;Jaar overlijden minus leeftijd - 1;1995;0.0;4.0;0.0
535;Jongens;17 maanden;Jaar overlijden minus leeftijd - 1;1996;2.0;10.0;1.0
536;Jongens;17 maanden;Jaar overlijden minus leeftijd - 1;1997;1.0;6.0;-1.0
537;Jongens;17 maanden;Jaar overlijden minus leeftijd - 1;1998;1.0;30.0;-1.0
538;Jongens;17 maanden;Jaar overlijden minus leeftijd - 1;1999;0.0;19.0;-1.0
539;Jongens;17 maanden;Jaar overlijden minus leeftijd - 1;2000;0.0;35.0;-5.0
540;Jongens;18 maanden;Totaal per leeftijd;1995;3.0;49.0;-5.0
541;Jongens;18 maanden;Totaal per leeftijd;1996;5.0;44.0;-8.0
542;Jongens;18 maanden;Totaal per leeftijd;1997;1.0;46.0;-4.0
543;Jongens;18 maanden;Totaal per leeftijd;1998;2.0;31.0;-9.0
544;Jongens;18 maanden;Totaal per leeftijd;1999;6.0;62.0;-13.0
545;Jongens;18 maanden;Totaal per leeftijd;2000;4.0;63.0;-8.0
546;Jongens;18 maanden;Jaar overlijden minus leeftijd;1995;0.0;19.0;-2.0
547;Jongens;18 maanden;Jaar overlijden minus leeftijd;1996;3.0;37.0;-6.0
548;Jongens;18 maanden;Jaar overlijden minus leeftijd;1997;1.0;22.0;-3.0
549;Jongens;18 maanden;Jaar overlijden minus leeftijd;1998;1.0;19.0;-3.0
550;Jongens;18 maanden;Jaar overlijden minus leeftijd;1999;4.0;41.0;-8.0
551;Jongens;18 maanden;Jaar overlijden minus leeftijd;2000;2.0;20.0;-5.0
552;Jongens;18 maanden;Jaar overlijden minus leeftijd - 1;1995;3.0;30.0;-3.0
553;Jongens;18 maanden;Jaar overlijden minus leeftijd - 1;1996;2.0;7.0;-2.0
554;Jongens;18 maanden;Jaar overlijden minus leeftijd - 1;1997;0.0;24.0;-1.0
555;Jongens;18 maanden;Jaar overlijden minus leeftijd - 1;1998;1.0;12.0;-6.0
556;Jongens;18 maanden;Jaar overlijden minus leeftijd - 1;1999;2.0;21.0;-5.0
557;Jongens;18 maanden;Jaar overlijden minus leeftijd - 1;2000;2.0;43.0;-3.0
558;Jongens;19 maanden;Totaal per leeftijd;1995;5.0;36.0;0.0
559;Jongens;19 maanden;Totaal per leeftijd;1996;0.0;35.0;-3.0
560;Jongens;19 maanden;Totaal per leeftijd;1997;5.0;27.0;-16.0
561;Jongens;19 maanden;Totaal per leeftijd;1998;1.0;41.0;-9.0
562;Jongens;19 maanden;Totaal per leeftijd;1999;3.0;60.0;-8.0
563;Jongens;19 maanden;Totaal per leeftijd;2000;2.0;30.0;-12.0
564;Jongens;19 maanden;Jaar overlijden minus leeftijd;1995;1.0;17.0;-2.0
565;Jongens;19 maanden;Jaar overlijden minus leeftijd;1996;0.0;8.0;1.0
566;Jongens;19 maanden;Jaar overlijden minus leeftijd;1997;3.0;4.0;-4.0
567;Jongens;19 maanden;Jaar overlijden minus leeftijd;1998;0.0;20.0;-5.0
568;Jongens;19 maanden;Jaar overlijden minus leeftijd;1999;1.0;28.0;-4.0
569;Jongens;19 maanden;Jaar overlijden minus leeftijd;2000;1.0;17.0;-6.0
570;Jongens;19 maanden;Jaar overlijden minus leeftijd - 1;1995;4.0;19.0;2.0
571;Jongens;19 maanden;Jaar overlijden minus leeftijd - 1;1996;0.0;27.0;-4.0
572;Jongens;19 maanden;Jaar overlijden minus leeftijd - 1;1997;2.0;23.0;-12.0
573;Jongens;19 maanden;Jaar overlijden minus leeftijd - 1;1998;1.0;21.0;-4.0
574;Jongens;19 maanden;Jaar overlijden minus leeftijd - 1;1999;2.0;32.0;-4.0
575;Jongens;19 maanden;Jaar overlijden minus leeftijd - 1;2000;1.0;13.0;-6.0
576;Jongens;20 maanden;Totaal per leeftijd;1995;3.0;25.0;-12.0
577;Jongens;20 maanden;Totaal per leeftijd;1996;6.0;12.0;-5.0
578;Jongens;20 maanden;Totaal per leeftijd;1997;7.0;20.0;-5.0
579;Jongens;20 maanden;Totaal per leeftijd;1998;6.0;33.0;-5.0
580;Jongens;20 maanden;Totaal per leeftijd;1999;6.0;39.0;-7.0
581;Jongens;20 maanden;Totaal per leeftijd;2000;0.0;45.0;-8.0
582;Jongens;20 maanden;Jaar overlijden minus leeftijd;1995;1.0;-3.0;-5.0
583;Jongens;20 maanden;Jaar overlijden minus leeftijd;1996;1.0;6.0;-4.0
584;Jongens;20 maanden;Jaar overlijden minus leeftijd;1997;1.0;11.0;-2.0
585;Jongens;20 maanden;Jaar overlijden minus leeftijd;1998;1.0;12.0;-2.0
586;Jongens;20 maanden;Jaar overlijden minus leeftijd;1999;2.0;14.0;2.0
587;Jongens;20 maanden;Jaar overlijden minus leeftijd;2000;0.0;21.0;0.0
588;Jongens;20 maanden;Jaar overlijden minus leeftijd - 1;1995;2.0;28.0;-7.0
589;Jongens;20 maanden;Jaar overlijden minus leeftijd - 1;1996;5.0;6.0;-1.0
590;Jongens;20 maanden;Jaar overlijden minus leeftijd - 1;1997;6.0;9.0;-3.0
591;Jongens;20 maanden;Jaar overlijden minus leeftijd - 1;1998;5.0;21.0;-3.0
592;Jongens;20 maanden;Jaar overlijden minus leeftijd - 1;1999;4.0;25.0;-9.0
593;Jongens;20 maanden;Jaar overlijden minus leeftijd - 1;2000;0.0;24.0;-8.0
594;Jongens;21 maanden;Totaal per leeftijd;1995;2.0;31.0;-10.0
595;Jongens;21 maanden;Totaal per leeftijd;1996;5.0;24.0;-9.0
596;Jongens;21 maanden;Totaal per leeftijd;1997;6.0;47.0;-7.0
597;Jongens;21 maanden;Totaal per leeftijd;1998;2.0;50.0;-10.0
598;Jongens;21 maanden;Totaal per leeftijd;1999;4.0;42.0;-7.0
599;Jongens;21 maanden;Totaal per leeftijd;2000;2.0;44.0;-5.0
600;Jongens;21 maanden;Jaar overlijden minus leeftijd;1995;0.0;3.0;-1.0
601;Jongens;21 maanden;Jaar overlijden minus leeftijd;1996;2.0;1.0;-5.0
602;Jongens;21 maanden;Jaar overlijden minus leeftijd;1997;1.0;12.0;-2.0
603;Jongens;21 maanden;Jaar overlijden minus leeftijd;1998;0.0;10.0;0.0
604;Jongens;21 maanden;Jaar overlijden minus leeftijd;1999;2.0;16.0;0.0
605;Jongens;21 maanden;Jaar overlijden minus leeftijd;2000;1.0;11.0;0.0
606;Jongens;21 maanden;Jaar overlijden minus leeftijd - 1;1995;2.0;28.0;-9.0
607;Jongens;21 maanden;Jaar overlijden minus leeftijd - 1;1996;3.0;23.0;-4.0
608;Jongens;21 maanden;Jaar overlijden minus leeftijd - 1;1997;5.0;35.0;-5.0
609;Jongens;21 maanden;Jaar overlijden minus leeftijd - 1;1998;2.0;40.0;-10.0
610;Jongens;21 maanden;Jaar overlijden minus leeftijd - 1;1999;2.0;26.0;-7.0
611;Jongens;21 maanden;Jaar overlijden minus leeftijd - 1;2000;1.0;33.0;-5.0
612;Jongens;22 maanden;Totaal per leeftijd;1995;4.0;4.0;-14.0
613;Jongens;22 maanden;Totaal per leeftijd;1996;6.0;37.0;-14.0
614;Jongens;22 maanden;Totaal per leeftijd;1997;4.0;21.0;-4.0
615;Jongens;22 maanden;Totaal per leeftijd;1998;4.0;40.0;-4.0
616;Jongens;22 maanden;Totaal per leeftijd;1999;2.0;58.0;-12.0
617;Jongens;22 maanden;Totaal per leeftijd;2000;6.0;41.0;-8.0
618;Jongens;22 maanden;Jaar overlijden minus leeftijd;1995;0.0;2.0;-5.0
619;Jongens;22 maanden;Jaar overlijden minus leeftijd;1996;2.0;2.0;0.0
620;Jongens;22 maanden;Jaar overlijden minus leeftijd;1997;0.0;3.0;-1.0
621;Jongens;22 maanden;Jaar overlijden minus leeftijd;1998;0.0;4.0;-1.0
622;Jongens;22 maanden;Jaar overlijden minus leeftijd;1999;0.0;6.0;-4.0
