ID;HerkomstBestemming;Perioden;TotaalZwareMetalenInEquivalenten_1;ArseenverbindingenAlsAs_2;CadmiumverbindingenAlsCd_3;ChroomverbindingenAlsCr_4;KoperverbindingenAlsCu_5;KwikverbindingenAlsHg_6;LoodverbindingenAlsPb_7;NikkelverbindingenAlsNi_8;ZinkverbindingenAlsZn_9;TotaalNutrientenInEquivalenten_10;FosforverbindingenAlsP_11;StikstofverbindingenAlsN_12
13;Totaal herkomst;2008;377.0;143217.0;8902.0;186632.0;518112.0;1635.0;247558.0;252907.0;2208595.0;78003.0;34474127.0;435291071.0
14;Totaal herkomst;2009;392.8;134071.0;8425.0;227075.0;563528.0;1680.0;235446.0;279477.0;2247860.0;67643.0;29543036.0;380994696.0
15;Totaal herkomst;2010;417.1;135258.0;9285.0;232213.0;582983.0;1798.0;246534.0;313585.0;2511377.0;74097.0;31021148.0;430759147.0
16;Totaal Nederlandse economie;1995;237.6;17433.0;4756.0;53954.0;345168.0;1723.0;140066.0;102444.0;954481.0;48327.0;25427632.0;228992683.0
17;Totaal Nederlandse economie;1996;216.8;16499.0;4270.0;50434.0;355111.0;1101.0;130726.0;94884.0;943850.0;40858.0;22819579.0;180386348.0
18;Totaal Nederlandse economie;1997;211.0;16523.0;4044.0;48209.0;348758.0;1052.0;128780.0;90348.0;922522.0;41877.0;24081118.0;177956940.0
19;Totaal Nederlandse economie;1998;207.1;17255.0;3772.0;45257.0;343389.0;1008.0;123377.0;90271.0;952484.0;54933.0;30023341.0;249098635.0
20;Totaal Nederlandse economie;1999;205.6;16667.0;3573.0;38543.0;345412.0;1006.0;120459.0;93086.0;932864.0;46820.0;26233774.0;205861276.0
21;Totaal Nederlandse economie;2000;191.8;16377.0;3590.0;33365.0;315358.0;926.0;110941.0;92668.0;912159.0;45457.0;23236624.0;222206649.0
22;Totaal Nederlandse economie;2001;192.2;16239.0;3592.0;11898.0;319647.0;909.0;102850.0;81725.0;936499.0;44261.0;23523327.0;207376298.0
23;Totaal Nederlandse economie;2002;190.1;15845.0;3310.0;3555.0;319015.0;904.0;96292.0;72051.0;946229.0;43030.0;23451686.0;195783327.0
24;Totaal Nederlandse economie;2003;167.7;15444.0;3324.0;3968.0;249425.0;888.0;89636.0;67813.0;992792.0;36600.0;20024285.0;165760911.0
25;Totaal Nederlandse economie;2004;169.5;15215.0;3138.0;11509.0;260373.0;817.0;82881.0;69148.0;1033272.0;40217.0;21338387.0;188786305.0
26;Totaal Nederlandse economie;2005;155.3;15046.0;2948.0;25675.0;242767.0;800.0;78137.0;70384.0;818000.0;38573.0;21018374.0;175541279.0
27;Totaal Nederlandse economie;2006;141.0;15465.0;2512.0;25431.0;217507.0;737.0;86661.0;64349.0;759792.0;38042.0;20816606.0;172254379.0
28;Totaal Nederlandse economie;2007;158.5;16181.0;3150.0;25607.0;244930.0;754.0;102162.0;52200.0;876182.0;45192.0;23353774.0;218383105.0
29;Totaal Nederlandse economie;2008;141.6;15194.0;1580.0;25050.0;229057.0;718.0;101802.0;56737.0;803705.0;38595.0;21144898.0;174503406.0
30;Totaal Nederlandse economie;2009;137.0;14012.0;1788.0;21741.0;230787.0;659.0;59978.0;62726.0;735296.0;35509.0;20055041.0;154539278.0
31;Totaal Nederlandse economie;2010;136.8;14681.0;2027.0;22032.0;221692.0;652.0;54510.0;72405.0;795961.0;37463.0;20116688.0;173459590.0
32;A-U Alle economische activiteiten;1995;111.0;9050.0;2144.0;34000.0;108044.0;1324.0;38591.0;85611.0;489374.0;26811.0;13176062.0;136344800.0
33;A-U Alle economische activiteiten;1996;86.6;8502.0;1937.0;27176.0;103777.0;692.0;33711.0;80261.0;478416.0;19666.0;10846104.0;88194346.0
34;A-U Alle economische activiteiten;1997;84.5;8765.0;1883.0;23288.0;106760.0;633.0;34901.0;75954.0;456730.0;20850.0;12270914.0;85787955.0
35;A-U Alle economische activiteiten;1998;81.9;9728.0;1767.0;21513.0;104942.0;563.0;32654.0;74405.0;486824.0;33945.0;18268090.0;156768145.0
36;A-U Alle economische activiteiten;1999;79.6;9361.0;1713.0;18816.0;103949.0;533.0;32790.0;74072.0;467271.0;25744.0;14425158.0;113184760.0
37;A-U Alle economische activiteiten;2000;72.2;9159.0;1780.0;15753.0;98059.0;394.0;25323.0;70572.0;447552.0;24293.0;11395216.0;128981894.0
38;A-U Alle economische activiteiten;2001;71.8;9062.0;1744.0;14510.0;99047.0;370.0;24364.0;69059.0;459151.0;22943.0;11488379.0;114545581.0
39;A-U Alle economische activiteiten;2002;68.1;8714.0;1440.0;12077.0;94508.0;357.0;22854.0;64351.0;455779.0;21536.0;11208349.0;103279224.0
40;A-U Alle economische activiteiten;2003;65.5;8334.0;1463.0;11483.0;89342.0;328.0;21331.0;60360.0;459481.0;14917.0;7556477.0;73600725.0
41;A-U Alle economische activiteiten;2004;60.6;8156.0;1311.0;11234.0;83831.0;246.0;19794.0;57782.0;476810.0;18349.0;8630023.0;97190362.0
42;A-U Alle economische activiteiten;2005;52.3;8040.0;1139.0;12115.0;78277.0;211.0;17745.0;51543.0;343230.0;16472.0;8075762.0;83962532.0
43;A-U Alle economische activiteiten;2006;47.5;7858.0;913.0;17925.0;71479.0;185.0;16805.0;48222.0;324371.0;15591.0;7451283.0;81396500.0
44;A-U Alle economische activiteiten;2007;57.2;8661.0;1365.0;19505.0;86002.0;188.0;20060.0;56789.0;389262.0;20739.0;9243860.0;114953530.0
45;A-U Alle economische activiteiten;2008;46.4;7944.0;762.0;23649.0;72795.0;153.0;16047.0;44529.0;325743.0;15903.0;7836930.0;80658938.0
46;A-U Alle economische activiteiten;2009;43.9;7239.0;975.0;5520.0;71599.0;115.0;13760.0;42802.0;294913.0;13115.0;6905552.0;62093735.0
47;A-U Alle economische activiteiten;2010;47.3;7405.0;1042.0;5428.0;76049.0;113.0;13182.0;51904.0;345536.0;15668.0;7589066.0;80784829.0
48;A Landbouw, bosbouw en visserij;1995;16.7;0.0;857.0;0.0;19350.0;0.0;2686.0;43012.0;176695.0;12182.0;4244154.0;79381083.0
49;A Landbouw, bosbouw en visserij;1996;17.2;0.0;873.0;4.0;20157.0;0.0;2682.0;42768.0;179288.0;5716.0;2235004.0;34806157.0
50;A Landbouw, bosbouw en visserij;1997;17.5;0.0;888.0;6.0;20675.0;0.0;2677.0;42461.0;181905.0;7448.0;3871741.0;35761014.0
51;A Landbouw, bosbouw en visserij;1998;17.9;0.0;904.0;7.0;21189.0;0.0;2711.0;43059.0;186825.0;20338.0;9758630.0;105797042.0
52;A Landbouw, bosbouw en visserij;1999;18.3;0.0;919.0;9.0;21700.0;0.0;2742.0;43531.0;191792.0;12946.0;6350976.0;65955093.0
53;A Landbouw, bosbouw en visserij;2000;18.8;0.0;935.0;9.0;21926.0;0.0;2850.0;45688.0;201326.0;13587.0;5060991.0;85257873.0
54;A Landbouw, bosbouw en visserij;2001;18.3;0.0;946.0;10.0;20723.0;0.0;2672.0;44203.0;195249.0;13301.0;6311379.0;69893826.0
55;A Landbouw, bosbouw en visserij;2002;16.7;0.0;752.0;9.0;19522.0;0.0;2495.0;42722.0;189123.0;12319.0;6273371.0;60454989.0
56;A Landbouw, bosbouw en visserij;2003;15.8;0.0;738.0;7.0;18321.0;0.0;2319.0;39833.0;176527.0;6304.0;2823261.0;34812145.0
57;A Landbouw, bosbouw en visserij;2004;14.4;0.0;630.0;4.0;17120.0;0.0;2143.0;36953.0;163831.0;9976.0;4033360.0;59428220.0
58;A Landbouw, bosbouw en visserij;2005;13.2;0.0;646.0;0.0;15921.0;0.0;1968.0;31266.0;137711.0;8257.0;3465768.0;47911415.0
59;A Landbouw, bosbouw en visserij;2006;12.4;0.0;402.0;2.0;17966.0;0.0;2392.0;25957.0;128823.0;7940.0;3122585.0;48177857.0
60;A Landbouw, bosbouw en visserij;2007;17.0;0.0;557.0;0.0;24562.0;0.0;3057.0;33354.0;176721.0;12686.0;4692285.0;79938113.0
61;A Landbouw, bosbouw en visserij;2008;10.5;0.0;182.0;0.0;17451.0;0.0;2593.0;19348.0;111094.0;8219.0;3221825.0;49967130.0
62;A Landbouw, bosbouw en visserij;2009;11.7;0.0;564.0;0.0;14141.0;0.0;1734.0;27998.0;122141.0;6405.0;2881411.0;35236666.0
63;A Landbouw, bosbouw en visserij;2010;15.4;0.0;746.0;0.0;18403.0;0.0;2264.0;37191.0;164208.0;8977.0;3743975.0;52325719.0
64;B-E Nijverheid (geen bouw) en energie;1995;56.7;5073.0;1274.0;33358.0;63349.0;580.0;23502.0;42352.0;213865.0;14589.0;8919389.0;56692386.0
65;B-E Nijverheid (geen bouw) en energie;1996;50.8;4445.0;1056.0;26657.0;57348.0;521.0;18629.0;37225.0;202808.0;13843.0;8534428.0;53087693.0
66;B-E Nijverheid (geen bouw) en energie;1997;49.0;4647.0;984.0;22831.0;59275.0;484.0;19828.0;33215.0;180988.0;13250.0;8279731.0;49703452.0
67;B-E Nijverheid (geen bouw) en energie;1998;46.8;5545.0;854.0;21125.0;56586.0;438.0;17547.0;31068.0;209422.0;13415.0;8352685.0;50624835.0
68;B-E Nijverheid (geen bouw) en energie;1999;44.4;5117.0;784.0;18499.0;54626.0;422.0;17655.0;30274.0;188143.0;12561.0;7874639.0;46860834.0
69;B-E Nijverheid (geen bouw) en energie;2000;38.0;4881.0;836.0;15463.0;48501.0;308.0;16979.0;24626.0;166375.0;10447.0;6113207.0;43338529.0
70;B-E Nijverheid (geen bouw) en energie;2001;38.0;4833.0;789.0;14264.0;50555.0;288.0;16109.0;24603.0;176899.0;9462.0;5033331.0;44283818.0
71;B-E Nijverheid (geen bouw) en energie;2002;35.6;4515.0;677.0;11866.0;47078.0;279.0;14706.0;21381.0;172336.0;9090.0;4842889.0;42469597.0
72;B-E Nijverheid (geen bouw) en energie;2003;33.3;4213.0;697.0;11094.0;42812.0;269.0;13304.0;20286.0;154942.0;8539.0;4692697.0;38462699.0
73;B-E Nijverheid (geen bouw) en energie;2004;29.8;4115.0;650.0;10990.0;38560.0;204.0;11905.0;20597.0;168250.0;8327.0;4581955.0;37450482.0
74;B-E Nijverheid (geen bouw) en energie;2005;25.9;4048.0;485.0;11967.0;34844.0;183.0;10011.0;20055.0;135995.0;8159.0;4580063.0;35787631.0
75;B-E Nijverheid (geen bouw) en energie;2006;21.8;3983.0;504.0;17863.0;26375.0;155.0;9000.0;22094.0;116198.0;7387.0;4323861.0;30634102.0
76;B-E Nijverheid (geen bouw) en energie;2007;27.4;4763.0;802.0;19198.0;34546.0;170.0;11489.0;23344.0;135644.0;8018.0;4536999.0;34806700.0
77;B-E Nijverheid (geen bouw) en energie;2008;21.4;4094.0;571.0;23620.0;25150.0;134.0;8120.0;25098.0;120400.0;7677.0;4613431.0;30636087.0
78;B-E Nijverheid (geen bouw) en energie;2009;19.3;3424.0;405.0;5474.0;27664.0;112.0;6507.0;14704.0;105090.0;6607.0;4022829.0;25844260.0
79;B-E Nijverheid (geen bouw) en energie;2010;18.6;3634.0;289.0;5286.0;26927.0;111.0;5382.0;14616.0;110267.0;6686.0;3844147.0;28417842.0
80;B Delfstoffenwinning;1995;0.1;11.0;3.0;39.0;76.0;0.0;49.0;30.0;509.0;85.0;84093.0;5604.0
81;B Delfstoffenwinning;1996;0.0;1.0;0.0;83.0;67.0;0.0;39.0;21.0;481.0;60.0;58892.0;11329.0
82;B Delfstoffenwinning;1997;0.0;7.0;0.0;113.0;61.0;0.0;32.0;16.0;454.0;44.0;42091.0;15145.0
83;B Delfstoffenwinning;1998;0.0;12.0;0.0;142.0;55.0;0.0;25.0;11.0;422.0;27.0;25290.0;18962.0
84;B Delfstoffenwinning;1999;0.0;19.0;0.0;171.0;49.0;0.0;17.0;6.0;391.0;11.0;8489.0;22779.0
85;B Delfstoffenwinning;2000;0.0;5.0;0.0;185.0;44.0;0.0;13.0;3.0;351.0;3.0;80.0;24687.0
86;B Delfstoffenwinning;2001;0.1;4.0;0.0;192.0;89.0;0.0;46.0;10.0;399.0;2.0;422.0;19726.0
87;B Delfstoffenwinning;2002;0.1;13.0;0.0;199.0;128.0;0.0;78.0;17.0;445.0;2.0;651.0;16418.0
88;B Delfstoffenwinning;2003;0.1;13.0;0.0;226.0;160.0;0.0;107.0;45.0;642.0;2.0;879.0;13111.0
89;B Delfstoffenwinning;2004;0.2;21.0;17.0;240.0;186.0;0.0;133.0;60.0;734.0;2.0;993.0;11457.0
90;B Delfstoffenwinning;2005;0.2;9.0;11.0;241.0;206.0;0.0;157.0;121.0;627.0;3.0;1208.0;13973.0
91;B Delfstoffenwinning;2006;0.1;5.0;1.0;180.0;110.0;0.0;11.0;66.0;940.0;1.0;576.0;3325.0
92;B Delfstoffenwinning;2007;0.2;6.0;21.0;178.0;101.0;0.0;85.0;27.0;498.0;0.0;0.0;0.0
93;B Delfstoffenwinning;2008;0.1;2.0;1.0;150.0;147.0;0.0;18.0;225.0;728.0;0.0;0.0;0.0
94;B Delfstoffenwinning;2009;0.1;2.0;2.0;56.0;124.0;2.0;37.0;193.0;440.0;0.0;0.0;0.0
95;B Delfstoffenwinning;2010;0.1;5.0;3.0;94.0;94.0;1.0;55.0;128.0;656.0;0.0;0.0;0.0
96;C Industrie;1995;30.9;1837.0;819.0;24650.0;36986.0;299.0;12032.0;27068.0;86371.0;6703.0;5247191.0;14561176.0
97;C Industrie;1996;26.8;1776.0;587.0;19230.0;34819.0;244.0;10009.0;22395.0;82679.0;6300.0;5014797.0;12856754.0
98;C Industrie;1997;25.3;1815.0;622.0;16268.0;33288.0;217.0;9020.0;19137.0;79214.0;6158.0;4919722.0;12379948.0
99;C Industrie;1998;22.0;1769.0;454.0;13855.0;31616.0;169.0;7922.0;16007.0;73496.0;6163.0;4958544.0;12046332.0
100;C Industrie;1999;18.9;1799.0;363.0;11357.0;29820.0;120.0;7015.0;13005.0;67578.0;5887.0;4717579.0;11697713.0
101;C Industrie;2000;14.9;1800.0;326.0;9359.0;28572.0;32.0;6368.0;11259.0;56929.0;4266.0;3126954.0;11388352.0
102;C Industrie;2001;14.1;1490.0;289.0;8580.0;27023.0;30.0;5738.0;10981.0;58862.0;3046.0;1896459.0;11499539.0
103;C Industrie;2002;13.6;1283.0;282.0;7098.0;25460.0;31.0;5112.0;10892.0;60591.0;2864.0;1697069.0;11665988.0
104;C Industrie;2003;13.4;1086.0;290.0;7050.0;23983.0;35.0;4490.0;10856.0;67827.0;2931.0;1734877.0;11963536.0
105;C Industrie;2004;13.2;1161.0;274.0;7343.0;22746.0;40.0;3871.0;10145.0;70643.0;2813.0;1686901.0;11262976.0
106;C Industrie;2005;11.5;1059.0;184.0;7652.0;20876.0;45.0;3255.0;9277.0;46263.0;2984.0;1805760.0;11785853.0
107;C Industrie;2006;9.7;1137.0;266.0;14823.0;16168.0;31.0;3305.0;12479.0;32738.0;2631.0;1546550.0;10840010.0
108;C Industrie;2007;12.4;1319.0;471.0;14335.0;19511.0;41.0;4241.0;12474.0;37593.0;2790.0;1614359.0;11756643.0
109;C Industrie;2008;9.6;1088.0;353.0;20991.0;14253.0;27.0;2686.0;14941.0;34460.0;2652.0;1639722.0;10118113.0
110;C Industrie;2009;8.3;695.0;198.0;2744.0;16737.0;21.0;2575.0;5483.0;23953.0;2261.0;1445503.0;8159929.0
111;C Industrie;2010;7.0;522.0;44.0;1899.0;16323.0;16.0;1122.0;4262.0;20398.0;1907.0;1154889.0;7525439.0
112;10-12 Voedings-, genotmiddelenindustrie;1995;2.6;225.0;86.0;1448.0;3931.0;11.0;956.0;1509.0;12659.0;2396.0;1826272.0;5697912.0
113;10-12 Voedings-, genotmiddelenindustrie;1996;2.4;162.0;72.0;1165.0;3600.0;10.0;257.0;1229.0;12236.0;2285.0;1728852.0;5557664.0
114;10-12 Voedings-, genotmiddelenindustrie;1997;2.2;116.0;58.0;944.0;3378.0;9.0;225.0;1025.0;11814.0;2210.0;1663905.0;5464166.0
115;10-12 Voedings-, genotmiddelenindustrie;1998;1.9;92.0;44.0;743.0;3157.0;7.0;126.0;839.0;10973.0;2136.0;1598958.0;5370667.0
116;10-12 Voedings-, genotmiddelenindustrie;1999;1.7;81.0;29.0;561.0;2936.0;5.0;260.0;672.0;10132.0;2062.0;1534011.0;5277169.0
117;10-12 Voedings-, genotmiddelenindustrie;2000;1.4;82.0;15.0;416.0;2825.0;1.0;234.0;559.0;8454.0;2025.0;1501537.0;5230420.0
118;10-12 Voedings-, genotmiddelenindustrie;2001;1.4;72.0;17.0;477.0;2718.0;1.0;228.0;575.0;8635.0;1914.0;1388000.0;5263930.0
119;10-12 Voedings-, genotmiddelenindustrie;2002;1.3;130.0;17.0;540.0;2610.0;1.0;222.0;591.0;8816.0;1839.0;1312309.0;5271711.0
120;10-12 Voedings-, genotmiddelenindustrie;2003;1.3;105.0;13.0;606.0;2502.0;1.0;216.0;598.0;9535.0;1782.0;1236617.0;5458799.0
121;10-12 Voedings-, genotmiddelenindustrie;2004;1.2;79.0;9.0;675.0;2393.0;1.0;210.0;611.0;9895.0;1654.0;1198772.0;4553233.0
122;10-12 Voedings-, genotmiddelenindustrie;2005;1.2;145.0;11.0;747.0;2284.0;1.0;203.0;756.0;8338.0;1835.0;1394821.0;4397221.0
123;10-12 Voedings-, genotmiddelenindustrie;2006;0.6;68.0;6.0;1460.0;880.0;1.0;114.0;858.0;4392.0;1463.0;1035229.0;4281521.0
124;10-12 Voedings-, genotmiddelenindustrie;2007;0.9;198.0;2.0;1336.0;1645.0;1.0;141.0;901.0;6500.0;1589.0;1109821.0;4794246.0
125;10-12 Voedings-, genotmiddelenindustrie;2008;0.4;63.0;5.0;2465.0;583.0;1.0;81.0;1353.0;2081.0;1540.0;1143480.0;3968770.0
126;10-12 Voedings-, genotmiddelenindustrie;2009;0.4;62.0;5.0;149.0;664.0;0.0;79.0;333.0;2620.0;1497.0;1080365.0;4162896.0
127;10-12 Voedings-, genotmiddelenindustrie;2010;0.4;68.0;5.0;165.0;706.0;1.0;87.0;309.0;2896.0;1254.0;853080.0;4006782.0
128;13-15 Textiel-, kleding-, lederindustrie;1995;1.3;10.0;3.0;2904.0;3007.0;0.0;91.0;528.0;4811.0;114.0;51490.0;627072.0
129;13-15 Textiel-, kleding-, lederindustrie;1996;1.3;1.0;2.0;2317.0;3058.0;0.0;115.0;493.0;4520.0;82.0;19496.0;628019.0
130;13-15 Textiel-, kleding-, lederindustrie;1997;1.3;4.0;0.0;1921.0;3091.0;0.0;131.0;469.0;4227.0;65.0;2309.0;628651.0
131;13-15 Textiel-, kleding-, lederindustrie;1998;1.2;3.0;1.0;1548.0;3125.0;0.0;146.0;446.0;3630.0;70.0;6626.0;629282.0
132;13-15 Textiel-, kleding-, lederindustrie;1999;1.2;4.0;1.0;1200.0;3159.0;0.0;162.0;422.0;3030.0;67.0;3928.0;629914.0
133;13-15 Textiel-, kleding-, lederindustrie;2000;1.2;1.0;0.0;1013.0;3176.0;0.0;170.0;409.0;1817.0;73.0;9533.0;630229.0
134;13-15 Textiel-, kleding-, lederindustrie;2001;1.1;3.0;0.0;893.0;2907.0;0.0;149.0;365.0;1819.0;66.0;4163.0;616940.0
135;13-15 Textiel-, kleding-, lederindustrie;2002;1.0;5.0;2.0;662.0;2638.0;0.0;128.0;324.0;1822.0;67.0;6661.0;608081.0
136;13-15 Textiel-, kleding-, lederindustrie;2003;0.9;13.0;1.0;791.0;2368.0;0.0;107.0;246.0;1833.0;66.0;5925.0;599221.0
137;13-15 Textiel-, kleding-, lederindustrie;2004;0.8;12.0;1.0;750.0;2099.0;0.0;86.0;201.0;1838.0;66.0;6901.0;594791.0
138;13-15 Textiel-, kleding-, lederindustrie;2005;0.7;0.0;1.0;606.0;1829.0;0.0;65.0;125.0;1806.0;47.0;8589.0;386220.0
139;13-15 Textiel-, kleding-, lederindustrie;2006;0.5;314.0;0.0;517.0;1066.0;0.0;16.0;393.0;2520.0;66.0;8980.0;573582.0
140;13-15 Textiel-, kleding-, lederindustrie;2007;0.4;143.0;0.0;446.0;637.0;0.0;8.0;308.0;3655.0;111.0;9819.0;1012833.0
141;13-15 Textiel-, kleding-, lederindustrie;2008;0.6;59.0;1.0;677.0;1094.0;0.0;15.0;485.0;4923.0;77.0;7308.0;692037.0
142;13-15 Textiel-, kleding-, lederindustrie;2009;0.3;2.0;0.0;207.0;589.0;3.0;9.0;196.0;557.0;30.0;11569.0;182676.0
143;13-15 Textiel-, kleding-, lederindustrie;2010;0.2;2.0;0.0;56.0;636.0;0.0;80.0;122.0;443.0;22.0;12938.0;89595.0
144;16-18 Hout-, papier-, grafische industr.;1995;1.0;5.0;1.0;630.0;2002.0;3.0;113.0;173.0;5603.0;127.0;61871.0;655302.0
145;16-18 Hout-, papier-, grafische industr.;1996;0.9;25.0;1.0;491.0;1657.0;3.0;119.0;178.0;5316.0;119.0;61658.0;575656.0
146;16-18 Hout-, papier-, grafische industr.;1997;0.8;75.0;2.0;390.0;1428.0;3.0;122.0;183.0;5029.0;114.0;61516.0;522559.0
147;16-18 Hout-, papier-, grafische industr.;1998;0.7;83.0;5.0;300.0;1197.0;3.0;126.0;189.0;4465.0;108.0;61374.0;469462.0
148;16-18 Hout-, papier-, grafische industr.;1999;0.6;98.0;5.0;221.0;967.0;3.0;130.0;196.0;3900.0;103.0;61232.0;416365.0
149;16-18 Hout-, papier-, grafische industr.;2000;0.5;87.0;8.0;165.0;852.0;2.0;131.0;201.0;2779.0;100.0;61161.0;389866.0
150;16-18 Hout-, papier-, grafische industr.;2001;0.5;62.0;8.0;191.0;730.0;3.0;121.0;197.0;2961.0;96.0;54378.0;412410.0
151;16-18 Hout-, papier-, grafische industr.;2002;0.5;72.0;8.0;218.0;641.0;3.0;109.0;194.0;3151.0;93.0;49856.0;427436.0
152;16-18 Hout-, papier-, grafische industr.;2003;0.5;57.0;8.0;268.0;619.0;4.0;97.0;192.0;3843.0;90.0;45334.0;442462.0
153;16-18 Hout-, papier-, grafische industr.;2004;0.6;39.0;8.0;307.0;638.0;4.0;84.0;190.0;4226.0;88.0;43073.0;449970.0
154;16-18 Hout-, papier-, grafische industr.;2005;0.5;44.0;8.0;374.0;611.0;5.0;71.0;176.0;2311.0;89.0;45821.0;432790.0
155;16-18 Hout-, papier-, grafische industr.;2006;0.6;43.0;14.0;980.0;941.0;2.0;146.0;665.0;3316.0;85.0;36879.0;476948.0
156;16-18 Hout-, papier-, grafische industr.;2007;0.9;42.0;71.0;1062.0;1026.0;2.0;128.0;691.0;2813.0;64.0;24536.0;391586.0
157;16-18 Hout-, papier-, grafische industr.;2008;0.6;49.0;16.0;1711.0;719.0;2.0;98.0;980.0;4165.0;80.0;37166.0;425115.0
158;16-18 Hout-, papier-, grafische industr.;2009;0.3;22.0;6.0;106.0;493.0;0.0;39.0;143.0;2040.0;68.0;31876.0;362635.0
159;16-18 Hout-, papier-, grafische industr.;2010;0.2;28.0;2.0;78.0;462.0;1.0;35.0;112.0;1178.0;71.0;32974.0;379267.0
160;16 Houtindustrie;1995;0.0;0.0;0.0;0.0;12.0;0.0;2.0;0.0;71.0;0.0;0.0;0.0
161;16 Houtindustrie;1996;0.0;0.0;0.0;0.0;10.0;0.0;2.0;0.0;67.0;0.0;0.0;0.0
162;16 Houtindustrie;1997;0.0;0.0;0.0;0.0;9.0;0.0;2.0;0.0;64.0;0.0;0.0;0.0
163;16 Houtindustrie;1998;0.0;0.0;1.0;0.0;8.0;0.0;1.0;0.0;57.0;0.0;0.0;0.0
164;16 Houtindustrie;1999;0.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;51.0;0.0;0.0;0.0
165;16 Houtindustrie;2000;0.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;39.0;0.0;0.0;50.0
166;16 Houtindustrie;2001;0.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;70.0;0.0;0.0;40.0
167;16 Houtindustrie;2002;0.0;0.0;0.0;0.0;6.0;0.0;1.0;0.0;102.0;0.0;0.0;30.0
168;16 Houtindustrie;2003;0.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;230.0;0.0;0.0;20.0
169;16 Houtindustrie;2004;0.0;1.0;0.0;0.0;5.0;0.0;1.0;0.0;298.0;0.0;0.0;10.0
170;16 Houtindustrie;2005;0.0;0.0;0.0;0.0;5.0;0.0;1.0;0.0;25.0;0.0;0.0;0.0
171;16 Houtindustrie;2006;0.0;0.0;0.0;183.0;6.0;0.0;1.0;82.0;44.0;0.0;0.0;0.0
172;16 Houtindustrie;2007;0.0;0.0;0.0;187.0;9.0;0.0;2.0;83.0;58.0;0.0;0.0;0.0
173;16 Houtindustrie;2008;0.0;0.0;0.0;363.0;11.0;0.0;2.0;162.0;82.0;0.0;0.0;0.0
174;16 Houtindustrie;2009;0.0;0.0;0.0;12.0;9.0;0.0;1.0;0.0;17.0;0.0;0.0;0.0
175;16 Houtindustrie;2010;0.0;0.0;0.0;0.0;4.0;0.0;1.0;0.0;17.0;0.0;0.0;0.0
176;17 Papierindustrie;1995;0.9;4.0;1.0;599.0;1725.0;3.0;103.0;99.0;5366.0;126.0;61742.0;645463.0
177;17 Papierindustrie;1996;0.8;24.0;1.0;464.0;1442.0;3.0;109.0;119.0;5096.0;118.0;61544.0;568355.0
178;17 Papierindustrie;1997;0.7;74.0;2.0;368.0;1254.0;3.0;112.0;136.0;4825.0;113.0;61412.0;516949.0
