ID;BedrijfstakkenBranchesSBI2008;RegioS;Perioden;OprichtingenVanVestigingen_1;NieuweVestigingenBestaandeBedrijven_2;OpheffingenVanVestigingen_3;GestopteVestigingenBestaandeBedrijven_4
6364;I Horeca;Overijssel (PV);2008;435.0;45.0;310.0;45.0
6365;I Horeca;Overijssel (PV);2009;345.0;90.0;285.0;45.0
6366;I Horeca;Overijssel (PV);2010;280.0;50.0;230.0;40.0
6367;I Horeca;Overijssel (PV);2011;370.0;55.0;255.0;55.0
6368;I Horeca;Overijssel (PV);2012;300.0;50.0;245.0;45.0
6369;I Horeca;Overijssel (PV);2013;310.0;70.0;290.0;50.0
6370;I Horeca;Flevoland (PV);2007;140.0;10.0;95.0;10.0
6371;I Horeca;Flevoland (PV);2008;140.0;10.0;90.0;5.0
6372;I Horeca;Flevoland (PV);2009;95.0;30.0;95.0;15.0
6373;I Horeca;Flevoland (PV);2010;90.0;15.0;70.0;5.0
6374;I Horeca;Flevoland (PV);2011;140.0;25.0;100.0;20.0
6375;I Horeca;Flevoland (PV);2012;125.0;25.0;90.0;20.0
6376;I Horeca;Flevoland (PV);2013;145.0;30.0;100.0;20.0
6377;I Horeca;Gelderland (PV);2007;650.0;85.0;655.0;105.0
6378;I Horeca;Gelderland (PV);2008;795.0;80.0;545.0;75.0
6379;I Horeca;Gelderland (PV);2009;630.0;135.0;530.0;100.0
6380;I Horeca;Gelderland (PV);2010;470.0;120.0;400.0;95.0
6381;I Horeca;Gelderland (PV);2011;645.0;100.0;425.0;75.0
6382;I Horeca;Gelderland (PV);2012;545.0;100.0;460.0;95.0
6383;I Horeca;Gelderland (PV);2013;610.0;110.0;540.0;70.0
6384;I Horeca;Utrecht (PV);2007;425.0;60.0;340.0;50.0
6385;I Horeca;Utrecht (PV);2008;425.0;45.0;285.0;60.0
6386;I Horeca;Utrecht (PV);2009;385.0;80.0;275.0;60.0
6387;I Horeca;Utrecht (PV);2010;305.0;75.0;240.0;55.0
6388;I Horeca;Utrecht (PV);2011;470.0;60.0;270.0;50.0
6389;I Horeca;Utrecht (PV);2012;380.0;85.0;290.0;65.0
6390;I Horeca;Utrecht (PV);2013;450.0;70.0;350.0;55.0
6391;I Horeca;Noord-Holland (PV);2007;1275.0;215.0;1125.0;220.0
6392;I Horeca;Noord-Holland (PV);2008;1455.0;190.0;1050.0;165.0
6393;I Horeca;Noord-Holland (PV);2009;1180.0;300.0;1005.0;200.0
6394;I Horeca;Noord-Holland (PV);2010;900.0;255.0;820.0;205.0
6395;I Horeca;Noord-Holland (PV);2011;1265.0;285.0;810.0;195.0
6396;I Horeca;Noord-Holland (PV);2012;1185.0;275.0;900.0;200.0
6397;I Horeca;Noord-Holland (PV);2013;1385.0;270.0;1065.0;265.0
6398;I Horeca;Zuid-Holland (PV);2007;1200.0;205.0;995.0;240.0
6399;I Horeca;Zuid-Holland (PV);2008;1440.0;170.0;910.0;195.0
6400;I Horeca;Zuid-Holland (PV);2009;1185.0;340.0;1035.0;215.0
6401;I Horeca;Zuid-Holland (PV);2010;920.0;240.0;815.0;210.0
6402;I Horeca;Zuid-Holland (PV);2011;1215.0;250.0;795.0;245.0
6403;I Horeca;Zuid-Holland (PV);2012;1100.0;260.0;860.0;225.0
6404;I Horeca;Zuid-Holland (PV);2013;1240.0;300.0;1050.0;240.0
6405;I Horeca;Zeeland (PV);2007;235.0;25.0;200.0;30.0
6406;I Horeca;Zeeland (PV);2008;260.0;20.0;185.0;25.0
6407;I Horeca;Zeeland (PV);2009;215.0;50.0;205.0;20.0
6408;I Horeca;Zeeland (PV);2010;160.0;40.0;130.0;35.0
6409;I Horeca;Zeeland (PV);2011;220.0;45.0;140.0;35.0
6410;I Horeca;Zeeland (PV);2012;180.0;45.0;140.0;30.0
6411;I Horeca;Zeeland (PV);2013;190.0;35.0;180.0;30.0
6412;I Horeca;Noord-Brabant (PV);2007;935.0;110.0;800.0;140.0
6413;I Horeca;Noord-Brabant (PV);2008;1075.0;80.0;750.0;75.0
6414;I Horeca;Noord-Brabant (PV);2009;810.0;150.0;730.0;85.0
6415;I Horeca;Noord-Brabant (PV);2010;640.0;120.0;600.0;85.0
6416;I Horeca;Noord-Brabant (PV);2011;885.0;150.0;590.0;115.0
6417;I Horeca;Noord-Brabant (PV);2012;700.0;140.0;615.0;110.0
6418;I Horeca;Noord-Brabant (PV);2013;805.0;120.0;670.0;105.0
6419;I Horeca;Limburg (PV);2007;615.0;70.0;655.0;65.0
6420;I Horeca;Limburg (PV);2008;685.0;55.0;545.0;55.0
6421;I Horeca;Limburg (PV);2009;490.0;80.0;535.0;60.0
6422;I Horeca;Limburg (PV);2010;385.0;65.0;405.0;60.0
6423;I Horeca;Limburg (PV);2011;525.0;65.0;400.0;55.0
6424;I Horeca;Limburg (PV);2012;440.0;60.0;380.0;45.0
6425;I Horeca;Limburg (PV);2013;450.0;55.0;410.0;60.0
6426;I Horeca;Niet in te delen (PV);2007;;;;
6427;I Horeca;Niet in te delen (PV);2008;;;;
6428;I Horeca;Niet in te delen (PV);2009;;;;
6429;I Horeca;Niet in te delen (PV);2010;;;;
6430;I Horeca;Niet in te delen (PV);2011;;;;
6431;I Horeca;Niet in te delen (PV);2012;;;;
6432;I Horeca;Niet in te delen (PV);2013;;;;
6433;I Horeca;Oost-Groningen (CR);2007;70.0;5.0;50.0;10.0
6434;I Horeca;Oost-Groningen (CR);2008;55.0;5.0;65.0;5.0
6435;I Horeca;Oost-Groningen (CR);2009;50.0;5.0;40.0;10.0
6436;I Horeca;Oost-Groningen (CR);2010;40.0;5.0;40.0;5.0
6437;I Horeca;Oost-Groningen (CR);2011;45.0;10.0;40.0;0.0
6438;I Horeca;Oost-Groningen (CR);2012;40.0;10.0;40.0;5.0
6439;I Horeca;Oost-Groningen (CR);2013;50.0;10.0;45.0;10.0
6440;I Horeca;Delfzijl en omgeving (CR);2007;20.0;5.0;15.0;0.0
6441;I Horeca;Delfzijl en omgeving (CR);2008;20.0;0.0;15.0;5.0
6442;I Horeca;Delfzijl en omgeving (CR);2009;10.0;5.0;25.0;0.0
6443;I Horeca;Delfzijl en omgeving (CR);2010;10.0;5.0;15.0;0.0
6444;I Horeca;Delfzijl en omgeving (CR);2011;15.0;5.0;5.0;5.0
6445;I Horeca;Delfzijl en omgeving (CR);2012;20.0;5.0;15.0;0.0
6446;I Horeca;Delfzijl en omgeving (CR);2013;15.0;0.0;10.0;0.0
6447;I Horeca;Overig Groningen (CR);2007;135.0;25.0;120.0;25.0
6448;I Horeca;Overig Groningen (CR);2008;180.0;20.0;100.0;25.0
6449;I Horeca;Overig Groningen (CR);2009;140.0;35.0;120.0;30.0
6450;I Horeca;Overig Groningen (CR);2010;100.0;35.0;95.0;25.0
6451;I Horeca;Overig Groningen (CR);2011;120.0;30.0;105.0;20.0
6452;I Horeca;Overig Groningen (CR);2012;125.0;25.0;100.0;25.0
6453;I Horeca;Overig Groningen (CR);2013;115.0;25.0;115.0;15.0
6454;I Horeca;Noord-Friesland (CR);2007;140.0;20.0;140.0;20.0
6455;I Horeca;Noord-Friesland (CR);2008;160.0;15.0;110.0;15.0
6456;I Horeca;Noord-Friesland (CR);2009;145.0;30.0;140.0;15.0
6457;I Horeca;Noord-Friesland (CR);2010;105.0;20.0;80.0;20.0
6458;I Horeca;Noord-Friesland (CR);2011;155.0;20.0;90.0;15.0
6459;I Horeca;Noord-Friesland (CR);2012;135.0;20.0;90.0;20.0
6460;I Horeca;Noord-Friesland (CR);2013;135.0;30.0;115.0;20.0
6461;I Horeca;Zuidwest-Friesland (CR);2007;45.0;10.0;55.0;5.0
6462;I Horeca;Zuidwest-Friesland (CR);2008;60.0;5.0;40.0;0.0
6463;I Horeca;Zuidwest-Friesland (CR);2009;40.0;10.0;55.0;5.0
6464;I Horeca;Zuidwest-Friesland (CR);2010;30.0;5.0;30.0;10.0
6465;I Horeca;Zuidwest-Friesland (CR);2011;45.0;5.0;25.0;5.0
6466;I Horeca;Zuidwest-Friesland (CR);2012;35.0;10.0;25.0;5.0
6467;I Horeca;Zuidwest-Friesland (CR);2013;30.0;5.0;40.0;10.0
6468;I Horeca;Zuidoost-Friesland (CR);2007;65.0;10.0;60.0;10.0
6469;I Horeca;Zuidoost-Friesland (CR);2008;85.0;15.0;65.0;10.0
6470;I Horeca;Zuidoost-Friesland (CR);2009;70.0;10.0;55.0;15.0
6471;I Horeca;Zuidoost-Friesland (CR);2010;55.0;10.0;55.0;10.0
6472;I Horeca;Zuidoost-Friesland (CR);2011;80.0;10.0;40.0;5.0
6473;I Horeca;Zuidoost-Friesland (CR);2012;55.0;10.0;50.0;10.0
6474;I Horeca;Zuidoost-Friesland (CR);2013;60.0;5.0;50.0;10.0
6475;I Horeca;Noord-Drenthe (CR);2007;75.0;5.0;60.0;10.0
6476;I Horeca;Noord-Drenthe (CR);2008;80.0;5.0;70.0;0.0
6477;I Horeca;Noord-Drenthe (CR);2009;65.0;10.0;70.0;5.0
6478;I Horeca;Noord-Drenthe (CR);2010;50.0;10.0;40.0;5.0
6479;I Horeca;Noord-Drenthe (CR);2011;65.0;10.0;40.0;10.0
6480;I Horeca;Noord-Drenthe (CR);2012;55.0;10.0;50.0;10.0
6481;I Horeca;Noord-Drenthe (CR);2013;60.0;5.0;45.0;5.0
6482;I Horeca;Zuidoost-Drenthe (CR);2007;70.0;5.0;75.0;0.0
6483;I Horeca;Zuidoost-Drenthe (CR);2008;70.0;5.0;70.0;10.0
6484;I Horeca;Zuidoost-Drenthe (CR);2009;65.0;10.0;60.0;5.0
6485;I Horeca;Zuidoost-Drenthe (CR);2010;45.0;10.0;30.0;10.0
6486;I Horeca;Zuidoost-Drenthe (CR);2011;75.0;5.0;50.0;5.0
6487;I Horeca;Zuidoost-Drenthe (CR);2012;65.0;10.0;60.0;10.0
6488;I Horeca;Zuidoost-Drenthe (CR);2013;65.0;0.0;50.0;0.0
6489;I Horeca;Zuidwest-Drenthe (CR);2007;40.0;5.0;45.0;5.0
6490;I Horeca;Zuidwest-Drenthe (CR);2008;55.0;5.0;30.0;0.0
6491;I Horeca;Zuidwest-Drenthe (CR);2009;40.0;10.0;55.0;5.0
6492;I Horeca;Zuidwest-Drenthe (CR);2010;20.0;10.0;30.0;0.0
6493;I Horeca;Zuidwest-Drenthe (CR);2011;50.0;10.0;25.0;5.0
6494;I Horeca;Zuidwest-Drenthe (CR);2012;40.0;10.0;35.0;5.0
6495;I Horeca;Zuidwest-Drenthe (CR);2013;45.0;5.0;45.0;5.0
6496;I Horeca;Noord-Overijssel (CR);2007;110.0;15.0;90.0;15.0
6497;I Horeca;Noord-Overijssel (CR);2008;135.0;15.0;105.0;15.0
6498;I Horeca;Noord-Overijssel (CR);2009;115.0;35.0;95.0;10.0
6499;I Horeca;Noord-Overijssel (CR);2010;95.0;15.0;75.0;15.0
6500;I Horeca;Noord-Overijssel (CR);2011;110.0;20.0;90.0;20.0
6501;I Horeca;Noord-Overijssel (CR);2012;85.0;20.0;60.0;15.0
6502;I Horeca;Noord-Overijssel (CR);2013;105.0;20.0;95.0;15.0
6503;I Horeca;Zuidwest-Overijssel (CR);2007;45.0;0.0;35.0;0.0
6504;I Horeca;Zuidwest-Overijssel (CR);2008;60.0;10.0;40.0;10.0
6505;I Horeca;Zuidwest-Overijssel (CR);2009;50.0;10.0;30.0;5.0
6506;I Horeca;Zuidwest-Overijssel (CR);2010;40.0;10.0;30.0;5.0
6507;I Horeca;Zuidwest-Overijssel (CR);2011;40.0;10.0;30.0;10.0
6508;I Horeca;Zuidwest-Overijssel (CR);2012;50.0;5.0;35.0;10.0
6509;I Horeca;Zuidwest-Overijssel (CR);2013;35.0;10.0;40.0;10.0
6510;I Horeca;Twente (CR);2007;180.0;20.0;155.0;20.0
6511;I Horeca;Twente (CR);2008;240.0;20.0;170.0;25.0
6512;I Horeca;Twente (CR);2009;180.0;45.0;160.0;30.0
6513;I Horeca;Twente (CR);2010;145.0;30.0;125.0;20.0
6514;I Horeca;Twente (CR);2011;220.0;25.0;135.0;25.0
6515;I Horeca;Twente (CR);2012;160.0;20.0;145.0;20.0
6516;I Horeca;Twente (CR);2013;170.0;40.0;155.0;25.0
6517;I Horeca;Veluwe (CR);2007;210.0;25.0;225.0;30.0
6518;I Horeca;Veluwe (CR);2008;280.0;30.0;185.0;20.0
6519;I Horeca;Veluwe (CR);2009;195.0;50.0;155.0;40.0
6520;I Horeca;Veluwe (CR);2010;170.0;40.0;145.0;25.0
6521;I Horeca;Veluwe (CR);2011;195.0;40.0;130.0;25.0
6522;I Horeca;Veluwe (CR);2012;180.0;35.0;140.0;35.0
6523;I Horeca;Veluwe (CR);2013;185.0;30.0;180.0;30.0
6524;I Horeca;Achterhoek (CR);2007;110.0;15.0;135.0;20.0
6525;I Horeca;Achterhoek (CR);2008;165.0;10.0;110.0;15.0
6526;I Horeca;Achterhoek (CR);2009;130.0;30.0;115.0;15.0
6527;I Horeca;Achterhoek (CR);2010;75.0;15.0;75.0;20.0
6528;I Horeca;Achterhoek (CR);2011;110.0;10.0;85.0;10.0
6529;I Horeca;Achterhoek (CR);2012;110.0;15.0;100.0;15.0
6530;I Horeca;Achterhoek (CR);2013;100.0;20.0;90.0;15.0
6531;I Horeca;Arnhem/Nijmegen (CR);2007;260.0;40.0;225.0;45.0
6532;I Horeca;Arnhem/Nijmegen (CR);2008;255.0;30.0;185.0;25.0
6533;I Horeca;Arnhem/Nijmegen (CR);2009;225.0;40.0;200.0;35.0
6534;I Horeca;Arnhem/Nijmegen (CR);2010;175.0;55.0;155.0;40.0
6535;I Horeca;Arnhem/Nijmegen (CR);2011;270.0;40.0;170.0;35.0
6536;I Horeca;Arnhem/Nijmegen (CR);2012;210.0;35.0;175.0;40.0
6537;I Horeca;Arnhem/Nijmegen (CR);2013;240.0;50.0;200.0;20.0
6538;I Horeca;Zuidwest-Gelderland (CR);2007;75.0;5.0;70.0;10.0
6539;I Horeca;Zuidwest-Gelderland (CR);2008;90.0;10.0;60.0;10.0
6540;I Horeca;Zuidwest-Gelderland (CR);2009;75.0;15.0;60.0;10.0
6541;I Horeca;Zuidwest-Gelderland (CR);2010;50.0;10.0;30.0;10.0
6542;I Horeca;Zuidwest-Gelderland (CR);2011;70.0;15.0;45.0;10.0
6543;I Horeca;Zuidwest-Gelderland (CR);2012;45.0;15.0;45.0;10.0
6544;I Horeca;Zuidwest-Gelderland (CR);2013;80.0;10.0;70.0;5.0
6545;I Horeca;Utrecht (CR);2007;425.0;60.0;340.0;50.0
6546;I Horeca;Utrecht (CR);2008;425.0;45.0;285.0;60.0
6547;I Horeca;Utrecht (CR);2009;385.0;80.0;275.0;60.0
6548;I Horeca;Utrecht (CR);2010;305.0;75.0;240.0;55.0
6549;I Horeca;Utrecht (CR);2011;470.0;60.0;270.0;50.0
6550;I Horeca;Utrecht (CR);2012;380.0;85.0;290.0;65.0
6551;I Horeca;Utrecht (CR);2013;450.0;70.0;350.0;55.0
6552;I Horeca;Kop van Noord-Holland (CR);2007;150.0;15.0;145.0;25.0
6553;I Horeca;Kop van Noord-Holland (CR);2008;205.0;20.0;125.0;10.0
6554;I Horeca;Kop van Noord-Holland (CR);2009;135.0;30.0;140.0;15.0
6555;I Horeca;Kop van Noord-Holland (CR);2010;115.0;30.0;105.0;20.0
6556;I Horeca;Kop van Noord-Holland (CR);2011;145.0;25.0;100.0;20.0
6557;I Horeca;Kop van Noord-Holland (CR);2012;110.0;30.0;100.0;15.0
6558;I Horeca;Kop van Noord-Holland (CR);2013;135.0;25.0;110.0;35.0
6559;I Horeca;Alkmaar en omgeving (CR);2007;85.0;20.0;70.0;20.0
6560;I Horeca;Alkmaar en omgeving (CR);2008;105.0;15.0;70.0;15.0
6561;I Horeca;Alkmaar en omgeving (CR);2009;65.0;20.0;55.0;10.0
6562;I Horeca;Alkmaar en omgeving (CR);2010;70.0;15.0;55.0;10.0
6563;I Horeca;Alkmaar en omgeving (CR);2011;80.0;10.0;50.0;5.0
6564;I Horeca;Alkmaar en omgeving (CR);2012;80.0;25.0;60.0;10.0
6565;I Horeca;Alkmaar en omgeving (CR);2013;85.0;20.0;65.0;20.0
6566;I Horeca;IJmond (CR);2007;70.0;5.0;55.0;15.0
6567;I Horeca;IJmond (CR);2008;80.0;10.0;45.0;5.0
6568;I Horeca;IJmond (CR);2009;55.0;10.0;50.0;10.0
6569;I Horeca;IJmond (CR);2010;55.0;5.0;45.0;5.0
6570;I Horeca;IJmond (CR);2011;80.0;10.0;50.0;5.0
6571;I Horeca;IJmond (CR);2012;35.0;15.0;30.0;5.0
6572;I Horeca;IJmond (CR);2013;60.0;15.0;50.0;10.0
6573;I Horeca;Agglomeratie Haarlem (CR);2007;105.0;20.0;110.0;15.0
6574;I Horeca;Agglomeratie Haarlem (CR);2008;125.0;20.0;100.0;10.0
6575;I Horeca;Agglomeratie Haarlem (CR);2009;105.0;25.0;95.0;15.0
6576;I Horeca;Agglomeratie Haarlem (CR);2010;90.0;20.0;90.0;15.0
6577;I Horeca;Agglomeratie Haarlem (CR);2011;90.0;25.0;75.0;20.0
6578;I Horeca;Agglomeratie Haarlem (CR);2012;85.0;15.0;70.0;10.0
6579;I Horeca;Agglomeratie Haarlem (CR);2013;115.0;20.0;80.0;15.0
6580;I Horeca;Zaanstreek (CR);2007;40.0;5.0;45.0;5.0
6581;I Horeca;Zaanstreek (CR);2008;60.0;15.0;35.0;10.0
6582;I Horeca;Zaanstreek (CR);2009;50.0;5.0;40.0;5.0
6583;I Horeca;Zaanstreek (CR);2010;40.0;10.0;40.0;10.0
6584;I Horeca;Zaanstreek (CR);2011;50.0;10.0;35.0;10.0
6585;I Horeca;Zaanstreek (CR);2012;55.0;10.0;35.0;5.0
6586;I Horeca;Zaanstreek (CR);2013;60.0;5.0;45.0;15.0
6587;I Horeca;Groot-Amsterdam (CR);2007;715.0;135.0;600.0;130.0
6588;I Horeca;Groot-Amsterdam (CR);2008;770.0;105.0;600.0;95.0
6589;I Horeca;Groot-Amsterdam (CR);2009;680.0;185.0;545.0;125.0
6590;I Horeca;Groot-Amsterdam (CR);2010;470.0;160.0;445.0;130.0
6591;I Horeca;Groot-Amsterdam (CR);2011;725.0;180.0;420.0;130.0
6592;I Horeca;Groot-Amsterdam (CR);2012;720.0;165.0;510.0;140.0
6593;I Horeca;Groot-Amsterdam (CR);2013;820.0;160.0;625.0;150.0
6594;I Horeca;Het Gooi en Vechtstreek (CR);2007;110.0;10.0;95.0;10.0
6595;I Horeca;Het Gooi en Vechtstreek (CR);2008;110.0;10.0;80.0;10.0
6596;I Horeca;Het Gooi en Vechtstreek (CR);2009;90.0;20.0;85.0;15.0
6597;I Horeca;Het Gooi en Vechtstreek (CR);2010;65.0;10.0;50.0;10.0
6598;I Horeca;Het Gooi en Vechtstreek (CR);2011;100.0;15.0;75.0;10.0
6599;I Horeca;Het Gooi en Vechtstreek (CR);2012;95.0;20.0;90.0;15.0
6600;I Horeca;Het Gooi en Vechtstreek (CR);2013;105.0;20.0;85.0;15.0
6601;I Horeca;Agglomeratie Leiden en Bollenstreek (CR);2007;100.0;25.0;90.0;25.0
6602;I Horeca;Agglomeratie Leiden en Bollenstreek (CR);2008;130.0;15.0;85.0;15.0
6603;I Horeca;Agglomeratie Leiden en Bollenstreek (CR);2009;115.0;45.0;95.0;15.0
6604;I Horeca;Agglomeratie Leiden en Bollenstreek (CR);2010;95.0;20.0;85.0;20.0
6605;I Horeca;Agglomeratie Leiden en Bollenstreek (CR);2011;120.0;25.0;60.0;30.0
6606;I Horeca;Agglomeratie Leiden en Bollenstreek (CR);2012;120.0;30.0;80.0;30.0
6607;I Horeca;Agglomeratie Leiden en Bollenstreek (CR);2013;130.0;30.0;95.0;15.0
6608;I Horeca;Agglomeratie 's-Gravenhage (CR);2007;340.0;60.0;290.0;70.0
6609;I Horeca;Agglomeratie 's-Gravenhage (CR);2008;400.0;50.0;255.0;50.0
6610;I Horeca;Agglomeratie 's-Gravenhage (CR);2009;355.0;100.0;305.0;75.0
6611;I Horeca;Agglomeratie 's-Gravenhage (CR);2010;250.0;80.0;240.0;70.0
6612;I Horeca;Agglomeratie 's-Gravenhage (CR);2011;345.0;85.0;230.0;70.0
6613;I Horeca;Agglomeratie 's-Gravenhage (CR);2012;335.0;80.0;265.0;65.0
6614;I Horeca;Agglomeratie 's-Gravenhage (CR);2013;380.0;80.0;315.0;75.0
6615;I Horeca;Delft en Westland (CR);2007;70.0;10.0;50.0;15.0
6616;I Horeca;Delft en Westland (CR);2008;85.0;15.0;40.0;15.0
6617;I Horeca;Delft en Westland (CR);2009;65.0;20.0;65.0;15.0
6618;I Horeca;Delft en Westland (CR);2010;55.0;10.0;40.0;15.0
6619;I Horeca;Delft en Westland (CR);2011;95.0;15.0;50.0;15.0
6620;I Horeca;Delft en Westland (CR);2012;55.0;15.0;50.0;10.0
6621;I Horeca;Delft en Westland (CR);2013;75.0;15.0;55.0;15.0
6622;I Horeca;Oost-Zuid-Holland (CR);2007;90.0;10.0;80.0;20.0
6623;I Horeca;Oost-Zuid-Holland (CR);2008;100.0;5.0;65.0;10.0
6624;I Horeca;Oost-Zuid-Holland (CR);2009;85.0;10.0;70.0;5.0
6625;I Horeca;Oost-Zuid-Holland (CR);2010;65.0;10.0;55.0;10.0
6626;I Horeca;Oost-Zuid-Holland (CR);2011;75.0;15.0;45.0;20.0
6627;I Horeca;Oost-Zuid-Holland (CR);2012;55.0;10.0;50.0;20.0
6628;I Horeca;Oost-Zuid-Holland (CR);2013;75.0;10.0;65.0;15.0
6629;I Horeca;Groot-Rijnmond (CR);2007;505.0;85.0;400.0;105.0
6630;I Horeca;Groot-Rijnmond (CR);2008;620.0;70.0;395.0;95.0
6631;I Horeca;Groot-Rijnmond (CR);2009;475.0;155.0;435.0;90.0
6632;I Horeca;Groot-Rijnmond (CR);2010;390.0;95.0;345.0;80.0
6633;I Horeca;Groot-Rijnmond (CR);2011;470.0;90.0;360.0;90.0
6634;I Horeca;Groot-Rijnmond (CR);2012;455.0;110.0;360.0;85.0
6635;I Horeca;Groot-Rijnmond (CR);2013;485.0;140.0;445.0;105.0
6636;I Horeca;Zuidoost-Zuid-Holland (CR);2007;100.0;15.0;85.0;10.0
6637;I Horeca;Zuidoost-Zuid-Holland (CR);2008;105.0;10.0;70.0;15.0
6638;I Horeca;Zuidoost-Zuid-Holland (CR);2009;85.0;10.0;65.0;15.0
6639;I Horeca;Zuidoost-Zuid-Holland (CR);2010;65.0;20.0;50.0;15.0
6640;I Horeca;Zuidoost-Zuid-Holland (CR);2011;105.0;15.0;50.0;20.0
6641;I Horeca;Zuidoost-Zuid-Holland (CR);2012;80.0;15.0;55.0;15.0
6642;I Horeca;Zuidoost-Zuid-Holland (CR);2013;100.0;25.0;80.0;15.0
6643;I Horeca;Zeeuwsch-Vlaanderen (CR);2007;70.0;5.0;65.0;5.0
6644;I Horeca;Zeeuwsch-Vlaanderen (CR);2008;55.0;5.0;50.0;5.0
6645;I Horeca;Zeeuwsch-Vlaanderen (CR);2009;60.0;15.0;50.0;5.0
6646;I Horeca;Zeeuwsch-Vlaanderen (CR);2010;35.0;10.0;40.0;10.0
6647;I Horeca;Zeeuwsch-Vlaanderen (CR);2011;75.0;10.0;50.0;10.0
6648;I Horeca;Zeeuwsch-Vlaanderen (CR);2012;50.0;5.0;40.0;10.0
6649;I Horeca;Zeeuwsch-Vlaanderen (CR);2013;65.0;5.0;50.0;5.0
6650;I Horeca;Overig Zeeland (CR);2007;165.0;20.0;140.0;25.0
6651;I Horeca;Overig Zeeland (CR);2008;205.0;15.0;135.0;15.0
6652;I Horeca;Overig Zeeland (CR);2009;155.0;35.0;160.0;15.0
6653;I Horeca;Overig Zeeland (CR);2010;125.0;30.0;90.0;25.0
6654;I Horeca;Overig Zeeland (CR);2011;145.0;30.0;95.0;25.0
6655;I Horeca;Overig Zeeland (CR);2012;130.0;40.0;100.0;20.0
6656;I Horeca;Overig Zeeland (CR);2013;125.0;30.0;125.0;25.0
6657;I Horeca;West-Noord-Brabant (CR);2007;245.0;30.0;200.0;35.0
6658;I Horeca;West-Noord-Brabant (CR);2008;305.0;20.0;225.0;25.0
6659;I Horeca;West-Noord-Brabant (CR);2009;195.0;40.0;200.0;30.0
6660;I Horeca;West-Noord-Brabant (CR);2010;185.0;25.0;160.0;20.0
6661;I Horeca;West-Noord-Brabant (CR);2011;205.0;35.0;160.0;35.0
6662;I Horeca;West-Noord-Brabant (CR);2012;205.0;35.0;170.0;30.0
6663;I Horeca;West-Noord-Brabant (CR);2013;200.0;25.0;170.0;30.0
6664;I Horeca;Midden-Noord-Brabant (CR);2007;140.0;20.0;125.0;25.0
6665;I Horeca;Midden-Noord-Brabant (CR);2008;175.0;10.0;105.0;15.0
6666;I Horeca;Midden-Noord-Brabant (CR);2009;135.0;25.0;130.0;10.0
6667;I Horeca;Midden-Noord-Brabant (CR);2010;120.0;30.0;110.0;20.0
6668;I Horeca;Midden-Noord-Brabant (CR);2011;145.0;30.0;95.0;20.0
6669;I Horeca;Midden-Noord-Brabant (CR);2012;125.0;30.0;130.0;15.0
6670;I Horeca;Midden-Noord-Brabant (CR);2013;145.0;20.0;115.0;25.0
6671;I Horeca;Noordoost-Noord-Brabant (CR);2007;250.0;25.0;230.0;40.0
6672;I Horeca;Noordoost-Noord-Brabant (CR);2008;265.0;25.0;190.0;20.0
6673;I Horeca;Noordoost-Noord-Brabant (CR);2009;210.0;35.0;175.0;20.0
6674;I Horeca;Noordoost-Noord-Brabant (CR);2010;150.0;30.0;145.0;25.0
6675;I Horeca;Noordoost-Noord-Brabant (CR);2011;230.0;35.0;130.0;20.0
6676;I Horeca;Noordoost-Noord-Brabant (CR);2012;155.0;25.0;135.0;25.0
6677;I Horeca;Noordoost-Noord-Brabant (CR);2013;205.0;35.0;170.0;30.0
6678;I Horeca;Zuidoost-Noord-Brabant (CR);2007;305.0;35.0;250.0;35.0
6679;I Horeca;Zuidoost-Noord-Brabant (CR);2008;330.0;20.0;230.0;20.0
6680;I Horeca;Zuidoost-Noord-Brabant (CR);2009;265.0;45.0;230.0;20.0
6681;I Horeca;Zuidoost-Noord-Brabant (CR);2010;185.0;40.0;185.0;20.0
6682;I Horeca;Zuidoost-Noord-Brabant (CR);2011;300.0;50.0;200.0;40.0
6683;I Horeca;Zuidoost-Noord-Brabant (CR);2012;215.0;50.0;180.0;40.0
6684;I Horeca;Zuidoost-Noord-Brabant (CR);2013;255.0;40.0;215.0;25.0
6685;I Horeca;Noord-Limburg (CR);2007;125.0;20.0;130.0;15.0
6686;I Horeca;Noord-Limburg (CR);2008;155.0;10.0;110.0;15.0
6687;I Horeca;Noord-Limburg (CR);2009;135.0;20.0;115.0;15.0
6688;I Horeca;Noord-Limburg (CR);2010;90.0;10.0;95.0;15.0
6689;I Horeca;Noord-Limburg (CR);2011;120.0;20.0;80.0;15.0
6690;I Horeca;Noord-Limburg (CR);2012;100.0;20.0;60.0;15.0
6691;I Horeca;Noord-Limburg (CR);2013;95.0;15.0;95.0;20.0
6692;I Horeca;Midden-Limburg (CR);2007;130.0;15.0;150.0;15.0
6693;I Horeca;Midden-Limburg (CR);2008;110.0;15.0;95.0;15.0
6694;I Horeca;Midden-Limburg (CR);2009;85.0;15.0;105.0;15.0
6695;I Horeca;Midden-Limburg (CR);2010;85.0;15.0;70.0;15.0
6696;I Horeca;Midden-Limburg (CR);2011;105.0;15.0;80.0;10.0
6697;I Horeca;Midden-Limburg (CR);2012;80.0;10.0;70.0;10.0
6698;I Horeca;Midden-Limburg (CR);2013;90.0;5.0;80.0;5.0
6699;I Horeca;Zuid-Limburg (CR);2007;360.0;35.0;375.0;40.0
6700;I Horeca;Zuid-Limburg (CR);2008;420.0;25.0;340.0;25.0
