ID;Landen;GN;Perioden;TotaleInvoerwaarde_1;TotaleInvoerhoeveelheid_2;TotaleUitvoerwaarde_3;TotaleUitvoerhoeveelheid_4;EenheidHoeveelheid_5
0;Totaal landen;01012100 Fokpaarden van zuiver ras;2015;49.0;16.0;85.0;3.0;1 000 stuks              
1;Totaal landen;01012100 Fokpaarden van zuiver ras;2016;18.0;1.0;85.0;2.0;1 000 stuks              
2;Totaal landen;01012100 Fokpaarden van zuiver ras;2017;20.0;1.0;127.0;2.0;1 000 stuks              
3;Totaal landen;01012100 Fokpaarden van zuiver ras;2018;26.0;1.0;104.0;2.0;1 000 stuks              
4;Totaal landen;01012100 Fokpaarden van zuiver ras;2019;53.0;1.0;87.0;2.0;1 000 stuks              
5;Totaal landen;01012100 Fokpaarden van zuiver ras;2020;30.0;1.0;72.0;4.0;1 000 stuks              
6;Totaal landen;01012100 Fokpaarden van zuiver ras;2021;;;;;1 000 stuks              
7;Totaal landen;01012100 Fokpaarden van zuiver ras;2022;4.0;1.0;46.0;11.0;1 000 stuks              
8;Totaal landen;01012100 Fokpaarden van zuiver ras;2023;4.0;1.0;35.0;8.0;1 000 stuks              
9;Totaal landen;01012910 Slachtpaarden;2015;0.0;1.0;2.0;3.0;1 000 stuks              
10;Totaal landen;01012910 Slachtpaarden;2016;0.0;0.0;3.0;4.0;1 000 stuks              
11;Totaal landen;01012910 Slachtpaarden;2017;0.0;0.0;5.0;5.0;1 000 stuks              
12;Totaal landen;01012910 Slachtpaarden;2018;1.0;7.0;3.0;3.0;1 000 stuks              
13;Totaal landen;01012910 Slachtpaarden;2019;0.0;0.0;5.0;6.0;1 000 stuks              
14;Totaal landen;01012910 Slachtpaarden;2020;0.0;0.0;4.0;7.0;1 000 stuks              
15;Totaal landen;01012910 Slachtpaarden;2021;;;;;1 000 stuks              
16;Totaal landen;01012910 Slachtpaarden;2022;;;1.0;1.0;1 000 stuks              
17;Totaal landen;01012910 Slachtpaarden;2023;;;0.0;1.0;1 000 stuks              
18;Totaal landen;01012990 Paarden, levend (m.u.v. fokp...;2015;35.0;3.0;183.0;5.0;1 000 stuks              
19;Totaal landen;01012990 Paarden, levend (m.u.v. fokp...;2016;11.0;1.0;190.0;5.0;1 000 stuks              
20;Totaal landen;01012990 Paarden, levend (m.u.v. fokp...;2017;9.0;1.0;216.0;5.0;1 000 stuks              
21;Totaal landen;01012990 Paarden, levend (m.u.v. fokp...;2018;9.0;1.0;223.0;6.0;1 000 stuks              
22;Totaal landen;01012990 Paarden, levend (m.u.v. fokp...;2019;25.0;3.0;230.0;7.0;1 000 stuks              
23;Totaal landen;01012990 Paarden, levend (m.u.v. fokp...;2020;20.0;2.0;165.0;6.0;1 000 stuks              
24;Totaal landen;01012990 Paarden, levend (m.u.v. fokp...;2021;;;;;1 000 stuks              
25;Totaal landen;01012990 Paarden, levend (m.u.v. fokp...;2022;11.0;1.0;411.0;12.0;1 000 stuks              
26;Totaal landen;01012990 Paarden, levend (m.u.v. fokp...;2023;20.0;1.0;423.0;12.0;1 000 stuks              
27;Totaal landen;01013000 Ezels, levend;2015;0.0;0.0;0.0;1.0;1 000 stuks              
28;Totaal landen;01013000 Ezels, levend;2016;0.0;0.0;0.0;0.0;1 000 stuks              
29;Totaal landen;01013000 Ezels, levend;2017;0.0;0.0;0.0;0.0;1 000 stuks              
30;Totaal landen;01013000 Ezels, levend;2018;0.0;0.0;0.0;0.0;1 000 stuks              
31;Totaal landen;01013000 Ezels, levend;2019;0.0;0.0;0.0;2.0;1 000 stuks              
32;Totaal landen;01013000 Ezels, levend;2020;0.0;0.0;0.0;3.0;1 000 stuks              
33;Totaal landen;01013000 Ezels, levend;2021;;;;;1 000 stuks              
34;Totaal landen;01013000 Ezels, levend;2022;0.0;0.0;0.0;0.0;1 000 stuks              
35;Totaal landen;01013000 Ezels, levend;2023;0.0;1.0;0.0;0.0;1 000 stuks              
36;Totaal landen;01019000 Muildieren en muilezels, levend;2015;5.0;18.0;0.0;0.0;1 000 stuks              
37;Totaal landen;01019000 Muildieren en muilezels, levend;2016;12.0;52.0;1.0;3.0;1 000 stuks              
38;Totaal landen;01019000 Muildieren en muilezels, levend;2017;5.0;19.0;0.0;1.0;1 000 stuks              
39;Totaal landen;01019000 Muildieren en muilezels, levend;2018;8.0;9.0;3.0;3.0;1 000 stuks              
40;Totaal landen;01019000 Muildieren en muilezels, levend;2019;8.0;10.0;3.0;4.0;1 000 stuks              
41;Totaal landen;01019000 Muildieren en muilezels, levend;2020;2.0;63.0;0.0;7.0;1 000 stuks              
42;Totaal landen;01019000 Muildieren en muilezels, levend;2021;;;;;1 000 stuks              
43;Totaal landen;01019000 Muildieren en muilezels, levend;2022;0.0;0.0;1.0;0.0;1 000 stuks              
44;Totaal landen;01019000 Muildieren en muilezels, levend;2023;0.0;0.0;0.0;0.0;1 000 stuks              
45;Totaal landen;"01022110 Fokvaarzen ""vrouwelijke fokr...";2015;9.0;6.0;72.0;49.0;1 000 stuks              
46;Totaal landen;"01022110 Fokvaarzen ""vrouwelijke fokr...";2016;6.0;4.0;63.0;39.0;1 000 stuks              
47;Totaal landen;"01022110 Fokvaarzen ""vrouwelijke fokr...";2017;8.0;5.0;104.0;67.0;1 000 stuks              
48;Totaal landen;"01022110 Fokvaarzen ""vrouwelijke fokr...";2018;2.0;1.0;89.0;54.0;1 000 stuks              
49;Totaal landen;"01022110 Fokvaarzen ""vrouwelijke fokr...";2019;7.0;4.0;49.0;27.0;1 000 stuks              
50;Totaal landen;"01022110 Fokvaarzen ""vrouwelijke fokr...";2020;23.0;17.0;29.0;18.0;1 000 stuks              
51;Totaal landen;"01022110 Fokvaarzen ""vrouwelijke fokr...";2021;;;;;1 000 stuks              
52;Totaal landen;"01022110 Fokvaarzen ""vrouwelijke fokr...";2022;15.0;9.0;25.0;19.0;1 000 stuks              
53;Totaal landen;"01022110 Fokvaarzen ""vrouwelijke fokr...";2023;24.0;13.0;33.0;24.0;1 000 stuks              
54;Totaal landen;01022130 Fokkoeien van zuiver ras (m....;2015;20.0;16.0;7.0;5.0;1 000 stuks              
55;Totaal landen;01022130 Fokkoeien van zuiver ras (m....;2016;20.0;16.0;9.0;8.0;1 000 stuks              
56;Totaal landen;01022130 Fokkoeien van zuiver ras (m....;2017;13.0;45.0;8.0;6.0;1 000 stuks              
