ID;Brandstofsoort;Bouwjaarklasse;Perioden;VoertuigenMetBromfietskenteken_1;Snorfiets_2;Bromfiets_3;Brommobiel_4;OverigeVoertuigenMetBromfietskenteken_5
382;Benzine;Bouwjaar 2017;2021;72986.0;55407.0;17491.0;0.0;88.0
383;Benzine;Bouwjaar 2017;2022;71618.0;54177.0;17353.0;0.0;88.0
384;Benzine;Bouwjaar 2016;2007;;;;;
385;Benzine;Bouwjaar 2016;2008;;;;;
386;Benzine;Bouwjaar 2016;2009;;;;;
387;Benzine;Bouwjaar 2016;2010;;;;;
388;Benzine;Bouwjaar 2016;2011;;;;;
389;Benzine;Bouwjaar 2016;2012;;;;;
390;Benzine;Bouwjaar 2016;2013;;;;;
391;Benzine;Bouwjaar 2016;2014;;;;;
392;Benzine;Bouwjaar 2016;2015;;;;;
393;Benzine;Bouwjaar 2016;2016;;;;;
394;Benzine;Bouwjaar 2016;2017;61486.0;44814.0;16543.0;0.0;129.0
395;Benzine;Bouwjaar 2016;2018;60197.0;44016.0;16054.0;0.0;127.0
396;Benzine;Bouwjaar 2016;2019;58847.0;43362.0;15360.0;0.0;125.0
397;Benzine;Bouwjaar 2016;2020;57796.0;42629.0;15040.0;0.0;127.0
398;Benzine;Bouwjaar 2016;2021;56729.0;41979.0;14646.0;0.0;104.0
399;Benzine;Bouwjaar 2016;2022;55521.0;40966.0;14454.0;0.0;101.0
400;Benzine;Bouwjaar 2015;2007;;;;;
401;Benzine;Bouwjaar 2015;2008;;;;;
402;Benzine;Bouwjaar 2015;2009;;;;;
403;Benzine;Bouwjaar 2015;2010;;;;;
404;Benzine;Bouwjaar 2015;2011;;;;;
405;Benzine;Bouwjaar 2015;2012;;;;;
406;Benzine;Bouwjaar 2015;2013;;;;;
407;Benzine;Bouwjaar 2015;2014;;;;;
408;Benzine;Bouwjaar 2015;2015;;;;;
409;Benzine;Bouwjaar 2015;2016;58923.0;41802.0;17005.0;0.0;116.0
410;Benzine;Bouwjaar 2015;2017;57465.0;40796.0;16553.0;0.0;116.0
411;Benzine;Bouwjaar 2015;2018;56322.0;40303.0;15907.0;0.0;112.0
412;Benzine;Bouwjaar 2015;2019;55288.0;39922.0;15258.0;0.0;108.0
413;Benzine;Bouwjaar 2015;2020;54065.0;39171.0;14786.0;0.0;108.0
414;Benzine;Bouwjaar 2015;2021;52880.0;38585.0;14191.0;0.0;104.0
415;Benzine;Bouwjaar 2015;2022;51564.0;37561.0;13899.0;0.0;104.0
416;Benzine;Bouwjaar 2014;2007;;;;;
417;Benzine;Bouwjaar 2014;2008;;;;;
418;Benzine;Bouwjaar 2014;2009;;;;;
419;Benzine;Bouwjaar 2014;2010;;;;;
420;Benzine;Bouwjaar 2014;2011;;;;;
421;Benzine;Bouwjaar 2014;2012;;;;;
422;Benzine;Bouwjaar 2014;2013;;;;;
423;Benzine;Bouwjaar 2014;2014;;;;;
424;Benzine;Bouwjaar 2014;2015;56663.0;41045.0;15501.0;0.0;117.0
425;Benzine;Bouwjaar 2014;2016;55139.0;39954.0;15063.0;0.0;122.0
426;Benzine;Bouwjaar 2014;2017;54146.0;39450.0;14578.0;0.0;118.0
427;Benzine;Bouwjaar 2014;2018;53183.0;39079.0;13983.0;0.0;121.0
428;Benzine;Bouwjaar 2014;2019;52359.0;38807.0;13435.0;0.0;117.0
429;Benzine;Bouwjaar 2014;2020;51240.0;38109.0;13017.0;0.0;114.0
430;Benzine;Bouwjaar 2014;2021;50115.0;37436.0;12568.0;0.0;111.0
431;Benzine;Bouwjaar 2014;2022;48669.0;36332.0;12223.0;0.0;114.0
432;Benzine;Bouwjaar 2013;2007;;;;;
433;Benzine;Bouwjaar 2013;2008;;;;;
434;Benzine;Bouwjaar 2013;2009;;;;;
435;Benzine;Bouwjaar 2013;2010;;;;;
436;Benzine;Bouwjaar 2013;2011;;;;;
437;Benzine;Bouwjaar 2013;2012;;;;;
438;Benzine;Bouwjaar 2013;2013;;;;;
439;Benzine;Bouwjaar 2013;2014;55262.0;41592.0;13555.0;0.0;115.0
440;Benzine;Bouwjaar 2013;2015;53800.0;40507.0;13182.0;0.0;111.0
441;Benzine;Bouwjaar 2013;2016;52812.0;39842.0;12864.0;0.0;106.0
442;Benzine;Bouwjaar 2013;2017;51770.0;39221.0;12446.0;0.0;103.0
443;Benzine;Bouwjaar 2013;2018;50937.0;38849.0;11985.0;0.0;103.0
444;Benzine;Bouwjaar 2013;2019;49985.0;38447.0;11437.0;0.0;101.0
445;Benzine;Bouwjaar 2013;2020;48794.0;37654.0;11038.0;0.0;102.0
446;Benzine;Bouwjaar 2013;2021;47687.0;36941.0;10645.0;0.0;101.0
447;Benzine;Bouwjaar 2013;2022;46265.0;35873.0;10291.0;0.0;101.0
448;Benzine;Bouwjaar 2012;2007;;;;;
449;Benzine;Bouwjaar 2012;2008;;;;;
450;Benzine;Bouwjaar 2012;2009;;;;;
451;Benzine;Bouwjaar 2012;2010;;;;;
452;Benzine;Bouwjaar 2012;2011;;;;;
453;Benzine;Bouwjaar 2012;2012;;;;;
454;Benzine;Bouwjaar 2012;2013;62857.0;46692.0;16014.0;0.0;151.0
455;Benzine;Bouwjaar 2012;2014;61227.0;45619.0;15465.0;0.0;143.0
456;Benzine;Bouwjaar 2012;2015;59899.0;44665.0;15091.0;0.0;143.0
457;Benzine;Bouwjaar 2012;2016;58796.0;43913.0;14742.0;0.0;141.0
458;Benzine;Bouwjaar 2012;2017;57841.0;43351.0;14347.0;0.0;143.0
459;Benzine;Bouwjaar 2012;2018;56585.0;42801.0;13638.0;0.0;146.0
460;Benzine;Bouwjaar 2012;2019;55290.0;42279.0;12869.0;0.0;142.0
461;Benzine;Bouwjaar 2012;2020;53836.0;41330.0;12362.0;0.0;144.0
462;Benzine;Bouwjaar 2012;2021;52345.0;40365.0;11836.0;0.0;144.0
463;Benzine;Bouwjaar 2012;2022;50522.0;39011.0;11373.0;0.0;138.0
464;Benzine;Bouwjaar 2011;2007;;;;;
465;Benzine;Bouwjaar 2011;2008;;;;;
466;Benzine;Bouwjaar 2011;2009;;;;;
467;Benzine;Bouwjaar 2011;2010;;;;;
468;Benzine;Bouwjaar 2011;2011;;;;;
469;Benzine;Bouwjaar 2011;2012;75616.0;54166.0;21274.0;0.0;176.0
470;Benzine;Bouwjaar 2011;2013;73436.0;52683.0;20583.0;0.0;170.0
471;Benzine;Bouwjaar 2011;2014;71855.0;51758.0;19926.0;0.0;171.0
472;Benzine;Bouwjaar 2011;2015;70496.0;50919.0;19409.0;0.0;168.0
473;Benzine;Bouwjaar 2011;2016;69104.0;50034.0;18907.0;0.0;163.0
474;Benzine;Bouwjaar 2011;2017;67871.0;49408.0;18304.0;0.0;159.0
475;Benzine;Bouwjaar 2011;2018;66240.0;48738.0;17342.0;0.0;160.0
476;Benzine;Bouwjaar 2011;2019;64572.0;47935.0;16488.0;0.0;149.0
477;Benzine;Bouwjaar 2011;2020;62708.0;46738.0;15829.0;0.0;141.0
478;Benzine;Bouwjaar 2011;2021;60698.0;45531.0;15030.0;0.0;137.0
479;Benzine;Bouwjaar 2011;2022;58347.0;43880.0;14334.0;0.0;133.0
480;Benzine;Bouwjaar 2010;2007;;;;;
481;Benzine;Bouwjaar 2010;2008;;;;;
482;Benzine;Bouwjaar 2010;2009;;;;;
483;Benzine;Bouwjaar 2010;2010;;;;;
484;Benzine;Bouwjaar 2010;2011;88147.0;56934.0;30998.0;0.0;215.0
485;Benzine;Bouwjaar 2010;2012;85312.0;55313.0;29789.0;0.0;210.0
486;Benzine;Bouwjaar 2010;2013;83465.0;54405.0;28854.0;0.0;206.0
487;Benzine;Bouwjaar 2010;2014;81909.0;53641.0;28074.0;0.0;194.0
488;Benzine;Bouwjaar 2010;2015;80307.0;52811.0;27301.0;0.0;195.0
489;Benzine;Bouwjaar 2010;2016;78729.0;52034.0;26500.0;0.0;195.0
490;Benzine;Bouwjaar 2010;2017;76704.0;51122.0;25388.0;0.0;194.0
491;Benzine;Bouwjaar 2010;2018;74508.0;50391.0;23922.0;0.0;195.0
492;Benzine;Bouwjaar 2010;2019;72163.0;49451.0;22520.0;0.0;192.0
493;Benzine;Bouwjaar 2010;2020;69604.0;48096.0;21319.0;0.0;189.0
494;Benzine;Bouwjaar 2010;2021;66678.0;46542.0;19952.0;0.0;184.0
495;Benzine;Bouwjaar 2010;2022;63683.0;44728.0;18783.0;0.0;172.0
496;Benzine;Bouwjaar 2009;2007;;;;;
497;Benzine;Bouwjaar 2009;2008;;;;;
498;Benzine;Bouwjaar 2009;2009;;;;;
499;Benzine;Bouwjaar 2009;2010;90277.0;51808.0;38253.0;0.0;216.0
500;Benzine;Bouwjaar 2009;2011;87214.0;50355.0;36648.0;0.0;211.0
501;Benzine;Bouwjaar 2009;2012;84828.0;49269.0;35361.0;0.0;198.0
502;Benzine;Bouwjaar 2009;2013;82888.0;48520.0;34171.0;0.0;197.0
503;Benzine;Bouwjaar 2009;2014;80888.0;47743.0;32953.0;0.0;192.0
504;Benzine;Bouwjaar 2009;2015;79059.0;47028.0;31842.0;0.0;189.0
505;Benzine;Bouwjaar 2009;2016;76794.0;46092.0;30522.0;0.0;180.0
506;Benzine;Bouwjaar 2009;2017;74442.0;45176.0;29090.0;0.0;176.0
507;Benzine;Bouwjaar 2009;2018;71701.0;44322.0;27204.0;0.0;175.0
508;Benzine;Bouwjaar 2009;2019;68733.0;43254.0;25313.0;0.0;166.0
509;Benzine;Bouwjaar 2009;2020;65679.0;41800.0;23724.0;0.0;155.0
510;Benzine;Bouwjaar 2009;2021;62432.0;40227.0;22049.0;0.0;156.0
511;Benzine;Bouwjaar 2009;2022;59321.0;38404.0;20763.0;0.0;154.0
512;Benzine;Bouwjaar 2008;2007;;;;;
513;Benzine;Bouwjaar 2008;2008;;;;;
514;Benzine;Bouwjaar 2008;2009;89435.0;45969.0;43141.0;0.0;325.0
515;Benzine;Bouwjaar 2008;2010;86649.0;44789.0;41557.0;0.0;303.0
516;Benzine;Bouwjaar 2008;2011;84060.0;43763.0;40000.0;0.0;297.0
517;Benzine;Bouwjaar 2008;2012;81676.0;42879.0;38508.0;0.0;289.0
518;Benzine;Bouwjaar 2008;2013;79453.0;42106.0;37063.0;0.0;284.0
519;Benzine;Bouwjaar 2008;2014;77061.0;41382.0;35395.0;0.0;284.0
520;Benzine;Bouwjaar 2008;2015;74495.0;40474.0;33744.0;0.0;277.0
521;Benzine;Bouwjaar 2008;2016;71917.0;39528.0;32110.0;0.0;279.0
522;Benzine;Bouwjaar 2008;2017;69029.0;38478.0;30278.0;0.0;273.0
523;Benzine;Bouwjaar 2008;2018;65968.0;37588.0;28116.0;0.0;264.0
524;Benzine;Bouwjaar 2008;2019;62461.0;36390.0;25813.0;0.0;258.0
525;Benzine;Bouwjaar 2008;2020;59147.0;34935.0;23962.0;0.0;250.0
526;Benzine;Bouwjaar 2008;2021;55853.0;33421.0;22194.0;0.0;238.0
527;Benzine;Bouwjaar 2008;2022;52723.0;31751.0;20740.0;0.0;232.0
528;Benzine;Bouwjaar 2007;2007;;;;;
529;Benzine;Bouwjaar 2007;2008;68499.0;32775.0;35429.0;0.0;295.0
530;Benzine;Bouwjaar 2007;2009;66589.0;32092.0;34219.0;0.0;278.0
531;Benzine;Bouwjaar 2007;2010;64975.0;31478.0;33221.0;0.0;276.0
532;Benzine;Bouwjaar 2007;2011;63072.0;30782.0;32019.0;0.0;271.0
533;Benzine;Bouwjaar 2007;2012;60856.0;30090.0;30504.0;0.0;262.0
534;Benzine;Bouwjaar 2007;2013;58605.0;29462.0;28887.0;0.0;256.0
535;Benzine;Bouwjaar 2007;2014;56460.0;28833.0;27383.0;0.0;244.0
536;Benzine;Bouwjaar 2007;2015;54281.0;28144.0;25901.0;0.0;236.0
537;Benzine;Bouwjaar 2007;2016;52047.0;27440.0;24375.0;0.0;232.0
538;Benzine;Bouwjaar 2007;2017;49623.0;26645.0;22748.0;0.0;230.0
539;Benzine;Bouwjaar 2007;2018;47298.0;26029.0;21044.0;0.0;225.0
540;Benzine;Bouwjaar 2007;2019;44529.0;25198.0;19114.0;0.0;217.0
541;Benzine;Bouwjaar 2007;2020;42105.0;24208.0;17688.0;0.0;209.0
542;Benzine;Bouwjaar 2007;2021;39578.0;23095.0;16286.0;0.0;197.0
543;Benzine;Bouwjaar 2007;2022;37296.0;21987.0;15112.0;0.0;197.0
544;Benzine;Bouwjaar 2006;2007;48923.0;23011.0;25693.0;0.0;219.0
545;Benzine;Bouwjaar 2006;2008;47764.0;22578.0;24972.0;0.0;214.0
546;Benzine;Bouwjaar 2006;2009;46646.0;22230.0;24203.0;0.0;213.0
547;Benzine;Bouwjaar 2006;2010;45731.0;21892.0;23624.0;0.0;215.0
548;Benzine;Bouwjaar 2006;2011;44547.0;21469.0;22865.0;0.0;213.0
549;Benzine;Bouwjaar 2006;2012;43009.0;21133.0;21666.0;0.0;210.0
550;Benzine;Bouwjaar 2006;2013;41347.0;20678.0;20470.0;0.0;199.0
551;Benzine;Bouwjaar 2006;2014;39693.0;20231.0;19271.0;0.0;191.0
552;Benzine;Bouwjaar 2006;2015;38188.0;19789.0;18208.0;0.0;191.0
553;Benzine;Bouwjaar 2006;2016;36623.0;19323.0;17115.0;0.0;185.0
554;Benzine;Bouwjaar 2006;2017;34974.0;18767.0;16029.0;0.0;178.0
555;Benzine;Bouwjaar 2006;2018;33261.0;18260.0;14826.0;0.0;175.0
556;Benzine;Bouwjaar 2006;2019;31221.0;17587.0;13467.0;0.0;167.0
557;Benzine;Bouwjaar 2006;2020;29468.0;16832.0;12473.0;0.0;163.0
558;Benzine;Bouwjaar 2006;2021;27734.0;16050.0;11531.0;0.0;153.0
559;Benzine;Bouwjaar 2006;2022;26106.0;15233.0;10724.0;0.0;149.0
560;Benzine;Bouwjaren tot en met 2005;2007;644564.0;279530.0;360027.0;0.0;5007.0
561;Benzine;Bouwjaren tot en met 2005;2008;649042.0;281589.0;362256.0;0.0;5197.0
562;Benzine;Bouwjaren tot en met 2005;2009;646603.0;281107.0;362416.0;0.0;3080.0
563;Benzine;Bouwjaren tot en met 2005;2010;639314.0;278118.0;358084.0;0.0;3112.0
564;Benzine;Bouwjaren tot en met 2005;2011;627758.0;273455.0;351167.0;0.0;3136.0
565;Benzine;Bouwjaren tot en met 2005;2012;593326.0;260236.0;330015.0;0.0;3075.0
566;Benzine;Bouwjaren tot en met 2005;2013;562487.0;248990.0;310459.0;0.0;3038.0
567;Benzine;Bouwjaren tot en met 2005;2014;535062.0;239197.0;292873.0;0.0;2992.0
568;Benzine;Bouwjaren tot en met 2005;2015;511180.0;229769.0;278454.0;0.0;2957.0
569;Benzine;Bouwjaren tot en met 2005;2016;489487.0;221004.0;265362.0;0.0;3121.0
570;Benzine;Bouwjaren tot en met 2005;2017;469206.0;212710.0;253358.0;0.0;3138.0
571;Benzine;Bouwjaren tot en met 2005;2018;449679.0;204771.0;241752.0;0.0;3156.0
572;Benzine;Bouwjaren tot en met 2005;2019;426293.0;193796.0;229653.0;0.0;2844.0
573;Benzine;Bouwjaren tot en met 2005;2020;408581.0;184889.0;220843.0;0.0;2849.0
574;Benzine;Bouwjaren tot en met 2005;2021;392469.0;176427.0;213215.0;0.0;2827.0
575;Benzine;Bouwjaren tot en met 2005;2022;380280.0;168787.0;208690.0;0.0;2803.0
576;Diesel;Totaal alle bouwjaren;2007;15819.0;33.0;34.0;15740.0;12.0
577;Diesel;Totaal alle bouwjaren;2008;17600.0;36.0;35.0;17513.0;16.0
578;Diesel;Totaal alle bouwjaren;2009;19084.0;43.0;18.0;19008.0;15.0
579;Diesel;Totaal alle bouwjaren;2010;20191.0;44.0;19.0;20112.0;16.0
580;Diesel;Totaal alle bouwjaren;2011;20807.0;46.0;19.0;20737.0;5.0
581;Diesel;Totaal alle bouwjaren;2012;21062.0;43.0;19.0;20996.0;4.0
582;Diesel;Totaal alle bouwjaren;2013;21103.0;44.0;18.0;21037.0;4.0
583;Diesel;Totaal alle bouwjaren;2014;20745.0;44.0;18.0;20679.0;4.0
584;Diesel;Totaal alle bouwjaren;2015;20394.0;45.0;18.0;20328.0;3.0
585;Diesel;Totaal alle bouwjaren;2016;19818.0;45.0;13.0;19757.0;3.0
586;Diesel;Totaal alle bouwjaren;2017;19243.0;46.0;13.0;19180.0;4.0
587;Diesel;Totaal alle bouwjaren;2018;18814.0;48.0;15.0;18747.0;4.0
588;Diesel;Totaal alle bouwjaren;2019;18173.0;47.0;14.0;18108.0;4.0
589;Diesel;Totaal alle bouwjaren;2020;17816.0;43.0;13.0;17756.0;4.0
590;Diesel;Totaal alle bouwjaren;2021;17537.0;43.0;13.0;17475.0;6.0
591;Diesel;Totaal alle bouwjaren;2022;17825.0;42.0;13.0;17765.0;5.0
592;Diesel;Bouwjaar 2021;2007;;;;;
593;Diesel;Bouwjaar 2021;2008;;;;;
594;Diesel;Bouwjaar 2021;2009;;;;;
595;Diesel;Bouwjaar 2021;2010;;;;;
596;Diesel;Bouwjaar 2021;2011;;;;;
597;Diesel;Bouwjaar 2021;2012;;;;;
598;Diesel;Bouwjaar 2021;2013;;;;;
599;Diesel;Bouwjaar 2021;2014;;;;;
600;Diesel;Bouwjaar 2021;2015;;;;;
601;Diesel;Bouwjaar 2021;2016;;;;;
602;Diesel;Bouwjaar 2021;2017;;;;;
603;Diesel;Bouwjaar 2021;2018;;;;;
604;Diesel;Bouwjaar 2021;2019;;;;;
605;Diesel;Bouwjaar 2021;2020;;;;;
606;Diesel;Bouwjaar 2021;2021;;;;;
607;Diesel;Bouwjaar 2021;2022;1164.0;0.0;0.0;1164.0;0.0
608;Diesel;Bouwjaar 2020;2007;;;;;
609;Diesel;Bouwjaar 2020;2008;;;;;
610;Diesel;Bouwjaar 2020;2009;;;;;
611;Diesel;Bouwjaar 2020;2010;;;;;
612;Diesel;Bouwjaar 2020;2011;;;;;
613;Diesel;Bouwjaar 2020;2012;;;;;
614;Diesel;Bouwjaar 2020;2013;;;;;
615;Diesel;Bouwjaar 2020;2014;;;;;
616;Diesel;Bouwjaar 2020;2015;;;;;
617;Diesel;Bouwjaar 2020;2016;;;;;
618;Diesel;Bouwjaar 2020;2017;;;;;
619;Diesel;Bouwjaar 2020;2018;;;;;
620;Diesel;Bouwjaar 2020;2019;;;;;
621;Diesel;Bouwjaar 2020;2020;;;;;
622;Diesel;Bouwjaar 2020;2021;883.0;0.0;0.0;883.0;0.0
623;Diesel;Bouwjaar 2020;2022;864.0;0.0;0.0;864.0;0.0
624;Diesel;Bouwjaar 2019;2007;;;;;
625;Diesel;Bouwjaar 2019;2008;;;;;
626;Diesel;Bouwjaar 2019;2009;;;;;
627;Diesel;Bouwjaar 2019;2010;;;;;
628;Diesel;Bouwjaar 2019;2011;;;;;
629;Diesel;Bouwjaar 2019;2012;;;;;
630;Diesel;Bouwjaar 2019;2013;;;;;
631;Diesel;Bouwjaar 2019;2014;;;;;
632;Diesel;Bouwjaar 2019;2015;;;;;
633;Diesel;Bouwjaar 2019;2016;;;;;
634;Diesel;Bouwjaar 2019;2017;;;;;
635;Diesel;Bouwjaar 2019;2018;;;;;
636;Diesel;Bouwjaar 2019;2019;;;;;
637;Diesel;Bouwjaar 2019;2020;880.0;0.0;0.0;880.0;0.0
638;Diesel;Bouwjaar 2019;2021;845.0;0.0;0.0;845.0;0.0
639;Diesel;Bouwjaar 2019;2022;855.0;0.0;0.0;855.0;0.0
640;Diesel;Bouwjaar 2018;2007;;;;;
641;Diesel;Bouwjaar 2018;2008;;;;;
642;Diesel;Bouwjaar 2018;2009;;;;;
643;Diesel;Bouwjaar 2018;2010;;;;;
644;Diesel;Bouwjaar 2018;2011;;;;;
645;Diesel;Bouwjaar 2018;2012;;;;;
646;Diesel;Bouwjaar 2018;2013;;;;;
647;Diesel;Bouwjaar 2018;2014;;;;;
648;Diesel;Bouwjaar 2018;2015;;;;;
649;Diesel;Bouwjaar 2018;2016;;;;;
650;Diesel;Bouwjaar 2018;2017;;;;;
651;Diesel;Bouwjaar 2018;2018;;;;;
652;Diesel;Bouwjaar 2018;2019;789.0;0.0;0.0;789.0;0.0
653;Diesel;Bouwjaar 2018;2020;775.0;0.0;0.0;775.0;0.0
654;Diesel;Bouwjaar 2018;2021;740.0;0.0;0.0;740.0;0.0
655;Diesel;Bouwjaar 2018;2022;762.0;0.0;0.0;762.0;0.0
656;Diesel;Bouwjaar 2017;2007;;;;;
657;Diesel;Bouwjaar 2017;2008;;;;;
658;Diesel;Bouwjaar 2017;2009;;;;;
659;Diesel;Bouwjaar 2017;2010;;;;;
660;Diesel;Bouwjaar 2017;2011;;;;;
661;Diesel;Bouwjaar 2017;2012;;;;;
662;Diesel;Bouwjaar 2017;2013;;;;;
663;Diesel;Bouwjaar 2017;2014;;;;;
664;Diesel;Bouwjaar 2017;2015;;;;;
665;Diesel;Bouwjaar 2017;2016;;;;;
666;Diesel;Bouwjaar 2017;2017;;;;;
667;Diesel;Bouwjaar 2017;2018;869.0;2.0;1.0;866.0;0.0
668;Diesel;Bouwjaar 2017;2019;839.0;2.0;1.0;836.0;0.0
669;Diesel;Bouwjaar 2017;2020;826.0;2.0;1.0;823.0;0.0
670;Diesel;Bouwjaar 2017;2021;836.0;2.0;1.0;833.0;0.0
671;Diesel;Bouwjaar 2017;2022;847.0;1.0;1.0;845.0;0.0
672;Diesel;Bouwjaar 2016;2007;;;;;
673;Diesel;Bouwjaar 2016;2008;;;;;
674;Diesel;Bouwjaar 2016;2009;;;;;
675;Diesel;Bouwjaar 2016;2010;;;;;
676;Diesel;Bouwjaar 2016;2011;;;;;
677;Diesel;Bouwjaar 2016;2012;;;;;
678;Diesel;Bouwjaar 2016;2013;;;;;
679;Diesel;Bouwjaar 2016;2014;;;;;
680;Diesel;Bouwjaar 2016;2015;;;;;
681;Diesel;Bouwjaar 2016;2016;;;;;
682;Diesel;Bouwjaar 2016;2017;793.0;0.0;0.0;793.0;0.0
683;Diesel;Bouwjaar 2016;2018;813.0;0.0;0.0;813.0;0.0
684;Diesel;Bouwjaar 2016;2019;800.0;0.0;0.0;800.0;0.0
685;Diesel;Bouwjaar 2016;2020;804.0;0.0;0.0;804.0;0.0
686;Diesel;Bouwjaar 2016;2021;820.0;0.0;0.0;819.0;1.0
687;Diesel;Bouwjaar 2016;2022;836.0;0.0;0.0;835.0;1.0
688;Diesel;Bouwjaar 2015;2007;;;;;
689;Diesel;Bouwjaar 2015;2008;;;;;
690;Diesel;Bouwjaar 2015;2009;;;;;
691;Diesel;Bouwjaar 2015;2010;;;;;
692;Diesel;Bouwjaar 2015;2011;;;;;
693;Diesel;Bouwjaar 2015;2012;;;;;
694;Diesel;Bouwjaar 2015;2013;;;;;
695;Diesel;Bouwjaar 2015;2014;;;;;
696;Diesel;Bouwjaar 2015;2015;;;;;
697;Diesel;Bouwjaar 2015;2016;751.0;0.0;0.0;751.0;0.0
698;Diesel;Bouwjaar 2015;2017;729.0;0.0;0.0;729.0;0.0
699;Diesel;Bouwjaar 2015;2018;703.0;0.0;0.0;703.0;0.0
700;Diesel;Bouwjaar 2015;2019;695.0;0.0;0.0;695.0;0.0
701;Diesel;Bouwjaar 2015;2020;694.0;0.0;0.0;694.0;0.0
702;Diesel;Bouwjaar 2015;2021;692.0;0.0;0.0;692.0;0.0
703;Diesel;Bouwjaar 2015;2022;691.0;0.0;0.0;691.0;0.0
704;Diesel;Bouwjaar 2014;2007;;;;;
705;Diesel;Bouwjaar 2014;2008;;;;;
706;Diesel;Bouwjaar 2014;2009;;;;;
707;Diesel;Bouwjaar 2014;2010;;;;;
708;Diesel;Bouwjaar 2014;2011;;;;;
709;Diesel;Bouwjaar 2014;2012;;;;;
710;Diesel;Bouwjaar 2014;2013;;;;;
711;Diesel;Bouwjaar 2014;2014;;;;;
712;Diesel;Bouwjaar 2014;2015;726.0;0.0;0.0;726.0;0.0
713;Diesel;Bouwjaar 2014;2016;703.0;0.0;0.0;703.0;0.0
714;Diesel;Bouwjaar 2014;2017;704.0;0.0;0.0;704.0;0.0
715;Diesel;Bouwjaar 2014;2018;725.0;0.0;0.0;725.0;0.0
716;Diesel;Bouwjaar 2014;2019;715.0;0.0;0.0;715.0;0.0
717;Diesel;Bouwjaar 2014;2020;702.0;0.0;0.0;702.0;0.0
718;Diesel;Bouwjaar 2014;2021;683.0;0.0;0.0;683.0;0.0
719;Diesel;Bouwjaar 2014;2022;674.0;0.0;0.0;674.0;0.0
720;Diesel;Bouwjaar 2013;2007;;;;;
721;Diesel;Bouwjaar 2013;2008;;;;;
722;Diesel;Bouwjaar 2013;2009;;;;;
723;Diesel;Bouwjaar 2013;2010;;;;;
724;Diesel;Bouwjaar 2013;2011;;;;;
725;Diesel;Bouwjaar 2013;2012;;;;;
726;Diesel;Bouwjaar 2013;2013;;;;;
727;Diesel;Bouwjaar 2013;2014;810.0;0.0;0.0;810.0;0.0
728;Diesel;Bouwjaar 2013;2015;792.0;0.0;0.0;792.0;0.0
729;Diesel;Bouwjaar 2013;2016;789.0;0.0;0.0;789.0;0.0
730;Diesel;Bouwjaar 2013;2017;790.0;0.0;0.0;790.0;0.0
731;Diesel;Bouwjaar 2013;2018;789.0;0.0;0.0;789.0;0.0
732;Diesel;Bouwjaar 2013;2019;774.0;0.0;0.0;774.0;0.0
733;Diesel;Bouwjaar 2013;2020;764.0;0.0;0.0;764.0;0.0
734;Diesel;Bouwjaar 2013;2021;740.0;0.0;0.0;740.0;0.0
735;Diesel;Bouwjaar 2013;2022;723.0;0.0;0.0;723.0;0.0
736;Diesel;Bouwjaar 2012;2007;;;;;
737;Diesel;Bouwjaar 2012;2008;;;;;
738;Diesel;Bouwjaar 2012;2009;;;;;
739;Diesel;Bouwjaar 2012;2010;;;;;
740;Diesel;Bouwjaar 2012;2011;;;;;
741;Diesel;Bouwjaar 2012;2012;;;;;
742;Diesel;Bouwjaar 2012;2013;956.0;0.0;0.0;956.0;0.0
743;Diesel;Bouwjaar 2012;2014;929.0;0.0;0.0;929.0;0.0
744;Diesel;Bouwjaar 2012;2015;922.0;0.0;0.0;922.0;0.0
745;Diesel;Bouwjaar 2012;2016;925.0;0.0;0.0;925.0;0.0
746;Diesel;Bouwjaar 2012;2017;922.0;0.0;0.0;922.0;0.0
747;Diesel;Bouwjaar 2012;2018;898.0;0.0;0.0;898.0;0.0
748;Diesel;Bouwjaar 2012;2019;884.0;0.0;0.0;884.0;0.0
749;Diesel;Bouwjaar 2012;2020;888.0;0.0;0.0;888.0;0.0
750;Diesel;Bouwjaar 2012;2021;869.0;0.0;0.0;869.0;0.0
751;Diesel;Bouwjaar 2012;2022;814.0;0.0;0.0;814.0;0.0
752;Diesel;Bouwjaar 2011;2007;;;;;
753;Diesel;Bouwjaar 2011;2008;;;;;
754;Diesel;Bouwjaar 2011;2009;;;;;
755;Diesel;Bouwjaar 2011;2010;;;;;
756;Diesel;Bouwjaar 2011;2011;;;;;
757;Diesel;Bouwjaar 2011;2012;1136.0;0.0;0.0;1136.0;0.0
758;Diesel;Bouwjaar 2011;2013;1087.0;0.0;0.0;1087.0;0.0
759;Diesel;Bouwjaar 2011;2014;1073.0;0.0;0.0;1073.0;0.0
760;Diesel;Bouwjaar 2011;2015;1069.0;0.0;0.0;1069.0;0.0
761;Diesel;Bouwjaar 2011;2016;1068.0;0.0;0.0;1068.0;0.0
762;Diesel;Bouwjaar 2011;2017;1046.0;0.0;0.0;1046.0;0.0
763;Diesel;Bouwjaar 2011;2018;1035.0;0.0;0.0;1035.0;0.0
764;Diesel;Bouwjaar 2011;2019;1017.0;0.0;0.0;1017.0;0.0
765;Diesel;Bouwjaar 2011;2020;991.0;0.0;0.0;991.0;0.0
766;Diesel;Bouwjaar 2011;2021;955.0;0.0;0.0;955.0;0.0
