ID;SoortMisdrijf;LeeftijdEnSoortVerdachte;Perioden;IngeschrevenRechtbankstrafzaken_1;TechnischSepot_2;Beleidssepot_3;Transactie_4;Overdracht_5;VoegingAdInformandum_6;VoegingTerBerechting_7;Onbekend_8;TotaalAfdoeningenDoorOM_9;TotaalEindbeslissing_10;OnbevoegdverklaringVanDeRechter_11;NietOntvankelijkOpenbaarMinisterie_12;SchorsingVanDeVervolging_13;Vrijspraak_14;OntslagRechtsvervolgingMetMaatregel_15;OntslagRechtsvervolgingZonderMaatr_16;SchuldigverklaringZonderStraf_17;SchuldigverklaringMetStraf_18;Onbekend_19;TotaalOpgelegdeSancties_20;Hoofdstraffen_21;BijkomendeStraffen_22;Maatregelen_23
0;0;0;1994;273310;32560;27960;58660;8075;12865;17770;3195;161085;96510;30;565;0;3960;0;230;520;91210;0;128580;103490;17510;6680
1;0;0;1995;257840;29925;23365;57605;6300;9985;17425;2865;147470;102310;30;680;0;4130;0;260;660;96545;0;134550;109715;17685;6325
2;0;0;1996;250725;25980;19105;57765;6020;7205;15015;2680;133765;104615;40;605;5;4190;0;225;715;98845;0;140770;112605;18700;8710
3;0;0;1997;250865;23885;17725;59140;5100;7420;15355;2165;130790;106370;25;755;5;4130;0;220;720;100515;0;145020;114495;19785;9890
4;0;0;1998;242480;18955;15345;59305;5095;6255;12990;2285;120230;105030;45;480;0;4110;0;220;640;99540;0;146375;114130;19370;11780
5;0;0;1999;234680;14880;11375;66845;5465;4790;9090;2010;114450;111310;50;520;15;4655;0;285;630;105155;0;155665;121845;19545;13370
6;0;0;2000;233325;16975;14670;61515;4495;4885;11980;3850;118370;111035;45;650;10;4690;0;245;630;104760;0;155270;120860;19700;13800
7;0;0;2001;236030;15370;12905;66940;3575;4885;11775;95;115540;112035;55;1000;5;4745;0;300;685;105240;0;157900;121795;19470;15780
8;0;0;2002;251290;14265;13545;71200;3875;5305;12430;80;120695;116810;65;865;10;4640;0;295;770;110165;0;166265;126875;20390;18185
9;0;0;2003;270320;13445;13550;81080;3465;4840;12180;105;128670;134630;55;840;10;5690;0;350;885;126800;0;190540;145110;23645;21035
10;0;0;2004;273975;14025;13990;78615;3750;4885;12305;95;127665;133220;45;640;5;5945;0;410;845;125330;0;188980;144485;22370;21410
11;0;0;2005;266860;13745;14615;76060;3585;3815;11100;75;123000;132595;60;735;5;7005;0;395;890;123505;0;185515;142590;21645;20575
12;0;0;2006;267710;14320;16325;77860;3255;3495;10735;105;126090;134375;60;795;5;8480;0;490;1160;123380;0;185005;141400;22580;20225
13;0;0;2007;272655;14665;15795;74210;3340;3340;10755;170;122275;127580;70;720;15;8445;0;510;1100;116720;0;175130;132055;22610;19605
14;0;0;2008;260230;17405;17935;68290;3580;3830;11115;95;122250;127390;145;725;15;9590;0;620;1350;114950;0;171820;129595;21250;19820
15;0;0;2009;231140;15120;18890;65115;2935;3960;8000;2300;116325;126365;105;745;5;9425;0;660;1335;114090;0;166790;127150;19980;18975
16;0;0;2010;208595;10260;14745;42295;1825;1950;4910;7595;83580;105990;80;585;5;9060;0;470;1095;94695;0;134975;105650;13000;15390
17;0;1;1994;219175;27085;22575;37640;5105;11665;15985;2320;122375;83500;25;465;0;3320;0;180;410;79100;0;113650;90210;16455;6250
18;0;1;1995;207530;24880;18900;38110;4095;8905;15800;2045;112735;88150;25;550;0;3385;0;205;515;83475;0;118570;95355;16560;5985
19;0;1;1996;202535;21385;15380;39265;4145;6390;13435;2100;102100;90500;35;495;5;3435;0;170;535;85830;0;124360;98215;17425;8135
20;0;1;1997;203680;19430;14155;42410;3605;6490;13630;1665;101385;92280;25;620;5;3325;0;190;565;87545;0;128500;100160;18480;9210
21;0;1;1998;195445;15380;11960;40470;3175;5485;11390;1805;89665;90200;45;380;0;3355;0;165;495;85760;0;128410;98810;17920;10830
22;0;1;1999;188680;11870;8740;45690;3520;4125;8005;1490;83440;96425;45;420;10;3830;0;230;485;91405;0;137470;106280;18100;12340
23;0;1;2000;189530;13730;11480;42425;3035;4260;10725;3105;88760;96800;35;535;10;3950;0;195;485;91595;0;137835;106025;18250;12820
24;0;1;2001;191770;12500;10025;46370;2305;4150;10595;75;86020;97350;50;845;5;3945;0;250;540;91715;0;139510;106470;17865;14455
25;0;1;2002;205295;11410;10395;50335;2435;4490;11120;65;90250;101275;55;725;10;3845;0;225;575;95845;0;146715;110810;18610;16635
26;0;1;2003;221430;10830;10570;59195;2315;4070;10855;85;97920;116630;50;710;10;4830;0;270;670;110090;0;167750;126460;21485;19210
27;0;1;2004;223370;11335;10675;56850;2515;4030;11010;75;96495;115700;40;530;5;4975;0;320;645;109185;0;166820;126405;20230;19630
28;0;1;2005;218620;10925;10990;55695;2495;3145;9860;60;93175;114685;50;585;5;5885;0;325;695;107135;0;163270;124260;19605;18815
29;0;1;2006;219955;11530;12350;58100;2510;2905;9645;80;97115;115785;45;670;5;7035;0;405;885;106735;0;162225;122890;20305;18375
30;0;1;2007;224135;11920;11975;55665;2600;2795;9650;120;94730;109635;60;615;10;6975;0;400;840;100735;0;153085;114505;20235;17635
31;0;1;2008;214385;14260;13570;50890;2815;3210;9995;75;94815;109200;130;625;10;7930;0;505;1045;98965;0;149935;112210;18880;17880
32;0;1;2009;189975;12365;14610;48830;2250;3360;7180;1990;90590;108520;90;620;5;7865;0;515;1025;98405;0;145605;110155;17780;17110
33;0;1;2010;172460;8480;11245;30790;1450;1620;4455;6560;64595;90795;65;485;5;7570;0;360;825;81485;0;117880;91445;11665;13960
34;0;2;1994;21910;3000;4910;3235;810;1045;1575;40;14615;6205;0;55;0;165;0;5;120;5860;0;6795;6080;160;380
35;0;2;1995;21375;3045;4160;3240;830;895;1745;120;14040;6420;10;70;0;180;0;15;125;6020;0;6900;6230;100;375
36;0;2;1996;23230;2825;3895;4170;890;845;1915;135;14675;6935;10;45;0;225;0;5;110;6545;0;8465;7580;140;650
37;0;2;1997;24120;2870;3565;5160;915;1205;2250;75;16035;6785;5;35;0;240;0;10;105;6395;0;8580;7565;145;795
38;0;2;1998;24275;2465;2555;5705;1015;1250;2270;90;15345;7075;10;35;0;275;0;10;95;6655;0;9410;8035;150;1085
39;0;2;1999;23365;2025;2150;6150;995;910;1765;80;14080;7460;5;50;0;340;0;10;90;6965;0;10305;8735;180;1285
40;0;2;2000;23425;1995;2395;6520;945;825;2175;135;14985;7990;10;65;0;410;0;15;90;7405;0;10880;9235;150;1385
41;0;2;2001;23500;1860;2360;7630;875;855;2205;15;15805;7855;15;120;0;345;0;15;95;7265;0;11180;9350;180;1565
42;0;2;2002;23995;1575;2010;8980;805;645;2065;20;16100;8650;15;110;0;445;0;10;135;7935;0;12505;10265;185;1955
43;0;2;2003;26270;1270;1860;10380;705;640;1770;30;16655;9175;15;95;0;485;0;15;110;8450;0;13565;11125;185;2165
44;0;2;2004;28680;1255;1765;10965;815;625;2020;20;17465;10335;5;75;0;550;0;20;105;9575;0;15500;12715;215;2460
45;0;2;2005;30135;1315;2080;11740;815;570;2280;10;18815;10690;10;125;0;645;0;15;130;9770;0;15580;12620;200;2685
46;0;2;2006;30340;1370;2465;11600;945;540;2345;10;19275;10745;5;80;0;800;0;20;160;9675;0;14735;12075;185;2410
47;0;2;2007;32060;1580;2405;11400;1020;505;2580;15;19505;10950;10;90;0;765;0;20;155;9905;0;14500;11765;205;2425
48;0;2;2008;30250;1980;2600;10805;1035;530;2545;10;19500;11425;10;115;0;1050;0;45;235;9965;0;14115;11460;235;2325
49;0;2;2009;26260;1780;2300;9230;965;440;1920;15;16645;10120;15;100;0;960;0;40;230;8780;0;12260;9890;210;2065
50;0;2;2010;23190;1505;2110;7635;885;295;1715;15;14165;8880;10;100;0;990;0;25;175;7580;0;10620;8420;180;1840
51;0;3;1994;59075;7745;5575;9420;1460;3395;4665;605;32870;23525;15;135;0;900;0;30;70;22375;0;31230;26390;2885;1815
52;0;3;1995;52545;6585;4650;9475;1050;2355;4345;585;29045;24055;5;125;0;855;0;30;100;22935;0;31675;27130;2690;1755
53;0;3;1996;48585;5370;3410;9410;1055;1490;3330;580;24645;23045;10;125;0;765;0;25;90;22025;0;31195;25935;2650;2490
54;0;3;1997;45870;4535;2960;9440;865;1235;3055;465;22555;21720;10;145;0;690;0;40;100;20730;0;29810;24315;2620;2750
55;0;3;1998;44180;3620;2610;9335;545;1210;2445;490;20245;20900;15;75;0;775;0;30;75;19930;0;29410;23505;2520;3240
56;0;3;1999;42440;2760;1710;10745;640;830;1560;365;18605;22295;10;90;0;920;0;40;95;21140;0;31650;25245;2615;3660
57;0;3;2000;43350;3190;2445;10090;605;920;2190;870;20310;22115;5;105;0;1000;0;35;80;20890;0;31055;24635;2685;3570
58;0;3;2001;44235;2860;2015;10815;375;800;1960;20;18845;22710;20;200;5;970;0;45;80;21390;0;32145;25185;2725;4100
59;0;3;2002;48075;2590;2035;11700;410;925;2005;15;19680;23730;10;150;0;920;0;60;90;22495;0;34210;26270;3110;4715
60;0;3;2003;51520;2465;2105;13745;390;855;2035;20;21615;27230;15;180;5;1125;0;65;105;25740;0;39100;29820;3625;5555
61;0;3;2004;53825;2735;2240;13920;375;795;2135;20;22225;26985;15;120;0;1105;0;60;105;25585;0;38890;29710;3465;5600
62;0;3;2005;52825;2645;2195;13830;385;665;1950;15;21685;27170;15;130;5;1380;0;60;105;25475;0;38980;29830;3520;5540
63;0;3;2006;54740;2830;2380;14960;475;620;1900;25;23185;28150;10;160;0;1695;0;90;155;26035;0;40145;30165;4485;5370
64;0;3;2007;56595;3025;2250;14715;475;650;2020;30;23170;27415;15;130;0;1680;0;70;125;25395;0;39225;29000;5015;5075
65;0;3;2008;55110;3550;2745;13460;520;760;2165;25;23220;27970;35;140;5;2045;0;120;160;25465;0;39345;29080;4795;5315
66;0;3;2009;49895;3235;3025;13495;400;820;1510;810;23295;27670;20;140;0;1960;0;100;165;25285;0;38000;28625;4075;5195
67;0;3;2010;45250;2105;2230;7980;145;385;770;2525;16140;18935;15;100;0;1640;0;80;110;16990;0;25395;19430;1755;4100
68;0;4;1994;137105;16070;11985;24825;2835;6910;9720;1660;74000;53405;10;275;0;2240;0;140;210;50530;0;75195;57380;13350;4045
69;0;4;1995;132980;15005;10025;25230;2205;5595;9685;1325;69075;57335;10;345;0;2335;0;160;285;54200;0;79470;61635;13620;3845
70;0;4;1996;129815;13005;8000;25435;2195;3920;8185;1375;62115;60415;15;325;5;2445;0;140;330;57165;0;84560;64590;14610;4985
71;0;4;1997;132665;11845;7560;27555;1820;3980;8310;1120;62190;63395;10;435;5;2385;0;140;365;60060;0;89535;67875;15560;5655
72;0;4;1998;126500;9155;6695;25280;1610;2985;6660;1215;53600;62065;25;270;0;2300;0;120;325;59030;0;89370;67105;15225;6480
73;0;4;1999;122465;6975;4845;28685;1870;2365;4680;1040;50455;66545;30;280;5;2560;0;180;295;63190;0;95365;72175;15295;7375
74;0;4;2000;122350;8435;6590;25720;1480;2495;6350;2090;53160;66610;20;365;10;2540;0;145;310;63220;0;95790;72065;15405;7850
