ID;Woningkenmerken;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;GemiddeldAardgasverbruik_4;GemiddeldElektriciteitsverbruik_5;Stadsverwarming_6
675;Totaal woningen;Pieterzijl;Pieterzijl                              ;Buurt     ;BU00560104;2400.0;3150.0;
676;Totaal woningen;Verspreide huizen Grijpskerk;Verspreide huizen Grijpskerk            ;Buurt     ;BU00560109;2850.0;4200.0;
677;Totaal woningen;Wijk 02;Wijk 02                                 ;Wijk      ;WK005602  ;2500.0;3550.0;
678;Totaal woningen;Oldehove;Oldehove                                ;Buurt     ;BU00560200;2300.0;3350.0;
679;Totaal woningen;Niehove;Niehove                                 ;Buurt     ;BU00560201;2850.0;3700.0;
680;Totaal woningen;Saaksum;Saaksum                                 ;Buurt     ;BU00560203;2650.0;3200.0;
681;Totaal woningen;Lauwerzijl;Lauwerzijl                              ;Buurt     ;BU00560204;2450.0;4100.0;
682;Totaal woningen;Verspr.h. Ruigezand en Nieuwe Ruigezand;Verspreide huizen Ruigezand en Nieuwe Ru;Buurt     ;BU00560208;2950.0;3100.0;
683;Totaal woningen;Overige verspreide huizen;Overige verspreide huizen               ;Buurt     ;BU00560209;2950.0;4200.0;
684;Totaal woningen;Wijk 03;Wijk 03                                 ;Wijk      ;WK005603  ;2500.0;3500.0;
685;Totaal woningen;Aduard;Aduard                                  ;Buurt     ;BU00560300;2350.0;3350.0;
686;Totaal woningen;Den Horn;Den Horn                                ;Buurt     ;BU00560301;2950.0;3950.0;
687;Totaal woningen;Den Ham;Den Ham                                 ;Buurt     ;BU00560302;2950.0;3550.0;
688;Totaal woningen;Verspreide huizen Aduard;Verspreide huizen Aduard                ;Buurt     ;BU00560309;3100.0;4450.0;
689;Totaal woningen;Dongeradeel;Dongeradeel                             ;Gemeente  ;GM0058    ;2200.0;2900.0;
690;Totaal woningen;Wijk 00;Wijk 00                                 ;Wijk      ;WK005800  ;2050.0;2750.0;
691;Totaal woningen;Dokkum binnen de Bolwerken;Dokkum binnen de Bolwerken              ;Buurt     ;BU00580000;1800.0;2150.0;
692;Totaal woningen;Dokkum Noord;Dokkum Noord                            ;Buurt     ;BU00580001;2100.0;2500.0;
693;Totaal woningen;Dokkum Fonteinslanden;Dokkum Fonteinslanden                   ;Buurt     ;BU00580002;2300.0;2550.0;
694;Totaal woningen;Dokkum Fugellan;Dokkum Fugellan                         ;Buurt     ;BU00580003;2200.0;2800.0;
695;Totaal woningen;Dokkum Betterwird;Dokkum Betterwird                       ;Buurt     ;BU00580004;2900.0;3950.0;
696;Totaal woningen;Dokkum Hoedemakerspolder;Dokkum Hoedemakerspolder                ;Buurt     ;BU00580005;1750.0;2100.0;
697;Totaal woningen;Dokkum De Woudhorne;Dokkum De Woudhorne                     ;Buurt     ;BU00580006;2650.0;3150.0;
698;Totaal woningen;De Trije Terpen;De Trije Terpen                         ;Buurt     ;BU00580007;1950.0;3800.0;
699;Totaal woningen;Dokkum Weeshuislanden;Dokkum Weeshuislanden                   ;Buurt     ;BU00580008;2100.0;3200.0;
700;Totaal woningen;Dokkum Jantjeszeepolder;Dokkum Jantjeszeepolder                 ;Buurt     ;BU00580009;2050.0;2900.0;
701;Totaal woningen;Dokkum Kooilanden;Dokkum Kooilanden                       ;Buurt     ;BU00580010;2000.0;4150.0;
702;Totaal woningen;Wijk 01;Wijk 01                                 ;Wijk      ;WK005801  ;2500.0;3200.0;
703;Totaal woningen;Metslawier;Metslawier                              ;Buurt     ;BU00580100;2350.0;2950.0;
704;Totaal woningen;Jouswier;Jouswier                                ;Buurt     ;BU00580101;2500.0;3400.0;
705;Totaal woningen;Niawier;Niawier                                 ;Buurt     ;BU00580102;2450.0;3200.0;
706;Totaal woningen;Wetsens;Wetsens                                 ;Buurt     ;BU00580103;3300.0;3900.0;
707;Totaal woningen;Aalsum;Aalsum                                  ;Buurt     ;BU00580104;3400.0;5100.0;
708;Totaal woningen;Oostrum;Oostrum                                 ;Buurt     ;BU00580105;2400.0;3500.0;
709;Totaal woningen;Verspreide huizen Metslawier;Verspreide huizen Metslawier            ;Buurt     ;BU00580107;;;
710;Totaal woningen;Verspreide huizen Niawier;Verspreide huizen Niawier               ;Buurt     ;BU00580108;3350.0;3500.0;
711;Totaal woningen;Verspreide huizen Oostrum;Verspreide huizen Oostrum               ;Buurt     ;BU00580109;2750.0;4000.0;
712;Totaal woningen;Wijk 02 Zuidoost;Wijk 02 Zuidoost                        ;Wijk      ;WK005802  ;2500.0;3100.0;
713;Totaal woningen;Ee;Ee                                      ;Buurt     ;BU00580200;2400.0;3050.0;
714;Totaal woningen;Engwierum;Engwierum                               ;Buurt     ;BU00580201;2500.0;3100.0;
715;Totaal woningen;Dokkumer Nieuwe Zijlen;Dokkumer Nieuwe Zijlen                  ;Buurt     ;BU00580202;2600.0;2500.0;
716;Totaal woningen;Verspreide huizen Ee;Verspreide huizen Ee                    ;Buurt     ;BU00580208;2950.0;3250.0;
717;Totaal woningen;Verspreide huizen Engwierum;Verspreide huizen Engwierum             ;Buurt     ;BU00580209;2700.0;3500.0;
718;Totaal woningen;Wijk 03 Noordoost;Wijk 03 Noordoost                       ;Wijk      ;WK005803  ;2300.0;3150.0;
719;Totaal woningen;Anjum;Anjum                                   ;Buurt     ;BU00580300;2300.0;3000.0;
720;Totaal woningen;Lioessens;Lioessens                               ;Buurt     ;BU00580301;2300.0;2900.0;
721;Totaal woningen;Morra;Morra                                   ;Buurt     ;BU00580302;2250.0;3350.0;
722;Totaal woningen;Oostmahorn;Oostmahorn                              ;Buurt     ;BU00580303;2100.0;3400.0;
723;Totaal woningen;Verspreide huizen Anjum;Verspreide huizen Anjum                 ;Buurt     ;BU00580307;2300.0;3600.0;
724;Totaal woningen;Verspreide huizen Lioessens;Verspreide huizen Lioessens             ;Buurt     ;BU00580308;3250.0;4500.0;
725;Totaal woningen;Verspreide huizen Morra;Verspreide huizen Morra                 ;Buurt     ;BU00580309;2700.0;3850.0;
726;Totaal woningen;Wijk 04 Noordwest;Wijk 04 Noordwest                       ;Wijk      ;WK005804  ;2400.0;3150.0;
727;Totaal woningen;Oosternijkerk;Oosternijkerk                           ;Buurt     ;BU00580400;2350.0;3150.0;
728;Totaal woningen;Paesens;Paesens                                 ;Buurt     ;BU00580401;2400.0;2750.0;
729;Totaal woningen;Verspreide huizen Oosternijkerk;Verspreide huizen Oosternijkerk         ;Buurt     ;BU00580408;2950.0;3800.0;
730;Totaal woningen;Verspreide huizen Paesens;Verspreide huizen Paesens               ;Buurt     ;BU00580409;2700.0;4250.0;
731;Totaal woningen;Wijk 05;Wijk 05                                 ;Wijk      ;WK005805  ;2150.0;2800.0;
732;Totaal woningen;Ternaard;Ternaard                                ;Buurt     ;BU00580500;2200.0;3100.0;
733;Totaal woningen;Wierum;Wierum                                  ;Buurt     ;BU00580501;1900.0;2350.0;
734;Totaal woningen;Nes;Nes                                     ;Buurt     ;BU00580502;2250.0;2600.0;
735;Totaal woningen;Moddergat;Moddergat                               ;Buurt     ;BU00580503;2000.0;2100.0;
736;Totaal woningen;Verspreide huizen Ternaard;Verspreide huizen Ternaard              ;Buurt     ;BU00580506;2350.0;3450.0;
737;Totaal woningen;Verspreide huizen Wierum;Verspreide huizen Wierum                ;Buurt     ;BU00580507;2300.0;2900.0;
738;Totaal woningen;Verspreide huizen Nes;Verspreide huizen Nes                   ;Buurt     ;BU00580508;2900.0;4500.0;
739;Totaal woningen;Verspreide huizen Moddergat;Verspreide huizen Moddergat             ;Buurt     ;BU00580509;2300.0;4050.0;
740;Totaal woningen;Wijk 06;Wijk 06                                 ;Wijk      ;WK005806  ;2250.0;2950.0;
741;Totaal woningen;Holwerd;Holwerd                                 ;Buurt     ;BU00580600;2150.0;2750.0;
742;Totaal woningen;Waaxens;Waaxens                                 ;Buurt     ;BU00580601;2400.0;2650.0;
743;Totaal woningen;Brantgum;Brantgum                                ;Buurt     ;BU00580602;2150.0;3150.0;
744;Totaal woningen;Foudgum;Foudgum                                 ;Buurt     ;BU00580603;2850.0;3650.0;
745;Totaal woningen;Bornwird;Bornwird                                ;Buurt     ;BU00580604;2600.0;3900.0;
746;Totaal woningen;Raard;Raard                                   ;Buurt     ;BU00580605;2300.0;3400.0;
747;Totaal woningen;Verspreide huizen Holwerd;Verspreide huizen Holwerd               ;Buurt     ;BU00580608;3250.0;3900.0;
748;Totaal woningen;Verspreide huizen Brantgum;Verspreide huizen Brantgum              ;Buurt     ;BU00580609;2800.0;3400.0;
749;Totaal woningen;Wijk 07;Wijk 07                                 ;Wijk      ;WK005807  ;2350.0;3100.0;
750;Totaal woningen;Hantum;Hantum                                  ;Buurt     ;BU00580700;2100.0;2800.0;
751;Totaal woningen;Hantumhuizen;Hantumhuizen                            ;Buurt     ;BU00580701;1950.0;2650.0;
752;Totaal woningen;Hantumeruitburen;Hantumeruitburen                        ;Buurt     ;BU00580702;3050.0;3600.0;
753;Totaal woningen;Hiaure;Hiaure                                  ;Buurt     ;BU00580703;2900.0;3100.0;
754;Totaal woningen;Verspreide huizen Hantum;Verspreide huizen Hantum                ;Buurt     ;BU00580708;2450.0;3900.0;
755;Totaal woningen;Verspreide huizen Hantumhuizen;Verspreide huizen Hantumhuizen          ;Buurt     ;BU00580709;2950.0;3850.0;
756;Totaal woningen;Achtkarspelen;Achtkarspelen                           ;Gemeente  ;GM0059    ;2350.0;3150.0;
757;Totaal woningen;Wijk 00 Noord;Wijk 00 Noord                           ;Wijk      ;WK005900  ;2350.0;3100.0;
758;Totaal woningen;Buitenpost;Buitenpost                              ;Buurt     ;BU00590000;2250.0;2900.0;
759;Totaal woningen;Twijzel;Twijzel                                 ;Buurt     ;BU00590001;2550.0;3200.0;
760;Totaal woningen;Kootstertille;Kootstertille                           ;Buurt     ;BU00590002;2250.0;3250.0;
761;Totaal woningen;Twijzelerheide;Twijzelerheide                          ;Buurt     ;BU00590003;2450.0;3200.0;
762;Totaal woningen;Gerkesklooster;Gerkesklooster                          ;Buurt     ;BU00590004;2250.0;2950.0;
763;Totaal woningen;Verspreide huizen Buitenpost;Verspreide huizen Buitenpost            ;Buurt     ;BU00590005;2600.0;4000.0;
764;Totaal woningen;Verspreide huizen Twijzel;Verspreide huizen Twijzel               ;Buurt     ;BU00590006;2600.0;4150.0;
765;Totaal woningen;Verspreide huizen Kootstertille;Verspreide huizen Kootstertille         ;Buurt     ;BU00590007;2950.0;3900.0;
766;Totaal woningen;Verspreide huizen Twijzelerheide;Verspreide huizen Twijzelerheide        ;Buurt     ;BU00590008;2850.0;3750.0;
767;Totaal woningen;Verspreide huizen Gerkesklooster;Verspreide huizen Gerkesklooster        ;Buurt     ;BU00590009;2650.0;4650.0;
768;Totaal woningen;Wijk 01 Centrum;Wijk 01 Centrum                         ;Wijk      ;WK005901  ;2500.0;3300.0;
769;Totaal woningen;Stroobos;Stroobos                                ;Buurt     ;BU00590100;2600.0;3400.0;
770;Totaal woningen;Drogeham;Drogeham                                ;Buurt     ;BU00590102;2400.0;3100.0;
771;Totaal woningen;Augustinusga;Augustinusga                            ;Buurt     ;BU00590103;2450.0;3350.0;
772;Totaal woningen;Verspreide huizen Stroobos;Verspreide huizen Stroobos              ;Buurt     ;BU00590107;2500.0;3300.0;
773;Totaal woningen;Verspreide huizen Drogeham;Verspreide huizen Drogeham              ;Buurt     ;BU00590108;3450.0;4300.0;
774;Totaal woningen;Verspreide huizen Augustinusga;Verspreide huizen Augustinusga          ;Buurt     ;BU00590109;3050.0;4550.0;
775;Totaal woningen;Wijk 02 Zuid;Wijk 02 Zuid                            ;Wijk      ;WK005902  ;2350.0;3150.0;
776;Totaal woningen;Surhuisterveen;Surhuisterveen                          ;Buurt     ;BU00590200;2300.0;2950.0;
777;Totaal woningen;Harkema;Harkema                                 ;Buurt     ;BU00590201;2400.0;3300.0;
778;Totaal woningen;Surhuizum;Surhuizum                               ;Buurt     ;BU00590202;2450.0;3300.0;
779;Totaal woningen;Boelenslaan;Boelenslaan                             ;Buurt     ;BU00590203;2250.0;3150.0;
780;Totaal woningen;Verspreide huizen Surhuisterveen;Verspreide huizen Surhuisterveen        ;Buurt     ;BU00590206;2600.0;4300.0;
781;Totaal woningen;Verspreide huizen Harkema;Verspreide huizen Harkema               ;Buurt     ;BU00590207;2700.0;4100.0;
782;Totaal woningen;Verspreide huizen Surhuizum;Verspreide huizen Surhuizum             ;Buurt     ;BU00590208;2900.0;3950.0;
783;Totaal woningen;Verspreide huizen Boelenslaan;Verspreide huizen Boelenslaan           ;Buurt     ;BU00590209;2850.0;3850.0;
784;Totaal woningen;Ameland;Ameland                                 ;Gemeente  ;GM0060    ;2450.0;3400.0;
785;Totaal woningen;Wijk 00;Wijk 00                                 ;Wijk      ;WK006000  ;2450.0;3400.0;
786;Totaal woningen;Nes;Nes                                     ;Buurt     ;BU00600000;2550.0;3450.0;
787;Totaal woningen;Buren;Buren                                   ;Buurt     ;BU00600001;2600.0;4050.0;
788;Totaal woningen;Ballum;Ballum                                  ;Buurt     ;BU00600002;2450.0;3300.0;
789;Totaal woningen;Hollum;Hollum                                  ;Buurt     ;BU00600003;2300.0;3350.0;
790;Totaal woningen;Verspreide huizen Ballum;Verspreide huizen Ballum                ;Buurt     ;BU00600007;3100.0;4450.0;
791;Totaal woningen;Verspreide huizen Nes;Verspreide huizen Nes                   ;Buurt     ;BU00600008;3150.0;;
792;Totaal woningen;Verspreide huizen Hollum;Verspreide huizen Hollum                ;Buurt     ;BU00600009;3150.0;4150.0;
793;Totaal woningen;het Bildt;het Bildt                               ;Gemeente  ;GM0063    ;2200.0;3100.0;
794;Totaal woningen;Wijk 00 West;Wijk 00 West                            ;Wijk      ;WK006300  ;2150.0;3000.0;
795;Totaal woningen;Sint Annaparochie;Sint Annaparochie                       ;Buurt     ;BU00630000;2000.0;2900.0;
796;Totaal woningen;Oude Bildtdijk Sint Annaparochie;Oude Bildtdijk Sint Annaparochie        ;Buurt     ;BU00630001;2350.0;3200.0;
797;Totaal woningen;Nieuwe Bildtdijk Sint Annaparochie;Nieuwe Bildtdijk Sint Annaparochie      ;Buurt     ;BU00630002;2350.0;3400.0;
798;Totaal woningen;Nij Altoenae;Nij Altoenae                            ;Buurt     ;BU00630003;2350.0;3200.0;
799;Totaal woningen;Sint Jacobiparochie;Sint Jacobiparochie                     ;Buurt     ;BU00630004;2200.0;3050.0;
800;Totaal woningen;Oude Bildtdijk Sint Jacobiparochie;Oude Bildtdijk Sint Jacobiparochie      ;Buurt     ;BU00630005;2250.0;3000.0;
801;Totaal woningen;Verspreide huizen Sint Annaparochie;Verspreide huizen Sint Annaparochie     ;Buurt     ;BU00630008;2800.0;4350.0;
802;Totaal woningen;Verspreide huizen Sint Jacobiparochie;Verspreide huizen Sint Jacobiparochie   ;Buurt     ;BU00630009;2700.0;3600.0;
803;Totaal woningen;Wijk 01 Oost;Wijk 01 Oost                            ;Wijk      ;WK006301  ;2400.0;3300.0;
804;Totaal woningen;Vrouwenparochie;Vrouwenparochie                         ;Buurt     ;BU00630100;2150.0;3150.0;
805;Totaal woningen;Oude Bildtzijl;Oude Bildtzijl                          ;Buurt     ;BU00630101;2350.0;3250.0;
806;Totaal woningen;Oude Bildtdijk Oude Bildtzijl;Oude Bildtdijk Oude Bildtzijl           ;Buurt     ;BU00630102;2600.0;3200.0;
807;Totaal woningen;Nieuwe Bildtzijl en Nieuwe Bildtdijk;Nieuwe Bildtzijl en Nieuwe Bildtdijk    ;Buurt     ;BU00630103;2500.0;3150.0;
808;Totaal woningen;Verspreide huizen Vrouwenparochie;Verspreide huizen Vrouwenparochie       ;Buurt     ;BU00630108;2400.0;4100.0;
809;Totaal woningen;Verspreide huizen Oude Bildtzijl;Verspreide huizen Oude Bildtzijl        ;Buurt     ;BU00630109;3350.0;5100.0;
810;Totaal woningen;Wijk 02 Zuid;Wijk 02 Zuid                            ;Wijk      ;WK006302  ;2200.0;3100.0;
811;Totaal woningen;Minnertsga;Minnertsga                              ;Buurt     ;BU00630200;2200.0;3050.0;
812;Totaal woningen;Verspreide huizen Minnertsga;Verspreide huizen Minnertsga            ;Buurt     ;BU00630201;2550.0;4000.0;
813;Totaal woningen;Bolsward;Bolsward                                ;Gemeente  ;GM0064    ;2000.0;2850.0;
814;Totaal woningen;Wijk 00;Wijk 00                                 ;Wijk      ;WK006400  ;2000.0;2850.0;
815;Totaal woningen;Bolsward binnen De Wallen;Bolsward binnen De Wallen               ;Buurt     ;BU00640000;2000.0;2450.0;
816;Totaal woningen;Bolsward-Noord;Bolsward-Noord                          ;Buurt     ;BU00640001;1750.0;2400.0;
817;Totaal woningen;Bolsward-Zuidoost;Bolsward-Zuidoost                       ;Buurt     ;BU00640002;2100.0;2750.0;
818;Totaal woningen;Bolsward-Zuidwest;Bolsward-Zuidwest                       ;Buurt     ;BU00640003;2200.0;2900.0;
819;Totaal woningen;Bolsward-Noordoost;Bolsward-Noordoost                      ;Buurt     ;BU00640004;2000.0;3300.0;
820;Totaal woningen;Verspreide huizen Bolsward;Verspreide huizen Bolsward              ;Buurt     ;BU00640009;2600.0;4850.0;
821;Totaal woningen;Franekeradeel;Franekeradeel                           ;Gemeente  ;GM0070    ;2100.0;3000.0;
822;Totaal woningen;Wijk 00 Franeker;Wijk 00 Franeker                        ;Wijk      ;WK007000  ;2050.0;2750.0;
823;Totaal woningen;Franeker Binnenstad;Franeker Binnenstad                     ;Buurt     ;BU00700000;1950.0;2250.0;
824;Totaal woningen;Professorenbuurt;Professorenbuurt                        ;Buurt     ;BU00700001;1950.0;2350.0;
825;Totaal woningen;Stationsbuurt, O. en Z. industrieterrein;Stationsbuurt, oostelijk en zuidelijk in;Buurt     ;BU00700002;2500.0;2850.0;
826;Totaal woningen;Vliet, Tuinen en Frisia;Vliet, Tuinen en Frisia                 ;Buurt     ;BU00700003;2200.0;3250.0;
827;Totaal woningen;Kaatsersbuurt;Kaatsersbuurt                           ;Buurt     ;BU00700004;2300.0;2850.0;
828;Totaal woningen;C. van Saarloosstraat en omgeving;C. van Saarloosstraat en omgeving       ;Buurt     ;BU00700005;1950.0;2550.0;
829;Totaal woningen;Hamburgerrak en Het Want;Hamburgerrak en Het Want                ;Buurt     ;BU00700006;1750.0;2700.0;
830;Totaal woningen;Schalsumerplan en Arkens;Schalsumerplan en Arkens                ;Buurt     ;BU00700007;2350.0;3200.0;
831;Totaal woningen;Watertoren, Bloemketerp en Zevenhuizen;Watertoren, Bloemketerp en Zevenhuizen  ;Buurt     ;BU00700008;2250.0;2850.0;
832;Totaal woningen;Verspreide huizen Franeker;Verspreide huizen Franeker              ;Buurt     ;BU00700009;2900.0;4500.0;
833;Totaal woningen;Wijk 01 Noord;Wijk 01 Noord                           ;Wijk      ;WK007001  ;2250.0;3000.0;
834;Totaal woningen;Dongjum;Dongjum                                 ;Buurt     ;BU00700100;2200.0;3000.0;
835;Totaal woningen;Firdgum;Firdgum                                 ;Buurt     ;BU00700101;2800.0;3400.0;
836;Totaal woningen;Klooster-Lidlum;Klooster-Lidlum                         ;Buurt     ;BU00700102;2250.0;5000.0;
837;Totaal woningen;Oosterbierum;Oosterbierum                            ;Buurt     ;BU00700103;2150.0;2950.0;
838;Totaal woningen;Tzummarum;Tzummarum                               ;Buurt     ;BU00700104;2200.0;2850.0;
839;Totaal woningen;Verspreide huizen Dongjum;Verspreide huizen Dongjum               ;Buurt     ;BU00700107;3000.0;3700.0;
840;Totaal woningen;Verspreide huizen Oosterbierum;Verspreide huizen Oosterbierum          ;Buurt     ;BU00700108;2450.0;3600.0;
841;Totaal woningen;Verspreide huizen Tzummarum;Verspreide huizen Tzummarum             ;Buurt     ;BU00700109;2600.0;3450.0;
842;Totaal woningen;Wijk 02 Noordoost;Wijk 02 Noordoost                       ;Wijk      ;WK007002  ;2450.0;3450.0;
843;Totaal woningen;Boer;Boer                                    ;Buurt     ;BU00700200;2500.0;3850.0;
844;Totaal woningen;Peins;Peins                                   ;Buurt     ;BU00700201;2300.0;3250.0;
845;Totaal woningen;Ried;Ried                                    ;Buurt     ;BU00700202;2300.0;3300.0;
846;Totaal woningen;Schalsum;Schalsum                                ;Buurt     ;BU00700203;2750.0;3450.0;
847;Totaal woningen;Zweins;Zweins                                  ;Buurt     ;BU00700204;2550.0;3950.0;
848;Totaal woningen;Verspreide huizen Peins;Verspreide huizen Peins                 ;Buurt     ;BU00700208;2450.0;3650.0;
849;Totaal woningen;Verspreide huizen Ried;Verspreide huizen Ried                  ;Buurt     ;BU00700209;3550.0;4300.0;
850;Totaal woningen;Wijk 03 Zuid;Wijk 03 Zuid                            ;Wijk      ;WK007003  ;2050.0;3050.0;
851;Totaal woningen;Achlum;Achlum                                  ;Buurt     ;BU00700300;2150.0;2900.0;
852;Totaal woningen;Hitzum;Hitzum                                  ;Buurt     ;BU00700301;2050.0;3050.0;
853;Totaal woningen;Tzum;Tzum                                    ;Buurt     ;BU00700302;1900.0;2900.0;
854;Totaal woningen;Verspreide huizen Achlum;Verspreide huizen Achlum                ;Buurt     ;BU00700307;;5850.0;
855;Totaal woningen;Verspreide huizen Hitzum;Verspreide huizen Hitzum                ;Buurt     ;BU00700308;2200.0;3500.0;
856;Totaal woningen;Verspreide huizen Tzum;Verspreide huizen Tzum                  ;Buurt     ;BU00700309;3050.0;4350.0;
857;Totaal woningen;Wijk 04 West;Wijk 04 West                            ;Wijk      ;WK007004  ;2200.0;3100.0;
858;Totaal woningen;Herbaijum;Herbaijum                               ;Buurt     ;BU00700400;2250.0;3350.0;
859;Totaal woningen;Pietersbierum;Pietersbierum                           ;Buurt     ;BU00700401;2800.0;3800.0;
860;Totaal woningen;Sexbierum;Sexbierum                               ;Buurt     ;BU00700402;2100.0;2900.0;
861;Totaal woningen;Verspreide huizen Herbaijum;Verspreide huizen Herbaijum             ;Buurt     ;BU00700407;1950.0;3050.0;
862;Totaal woningen;Verspreide huizen Pietersbierum;Verspreide huizen Pietersbierum         ;Buurt     ;BU00700408;2400.0;3250.0;
863;Totaal woningen;Verspreide huizen Sexbierum;Verspreide huizen Sexbierum             ;Buurt     ;BU00700409;2600.0;4550.0;
864;Totaal woningen;Wijk 05 Franeker Zuidoost;Wijk 05 Franeker Zuidoost               ;Wijk      ;WK007005  ;2050.0;3700.0;
865;Totaal woningen;Sexbierumerplan;Sexbierumerplan                         ;Buurt     ;BU00700500;2200.0;3150.0;
866;Totaal woningen;'t War, Witzens en Groot Lankum;'t War, Witzens en Groot Lankum         ;Buurt     ;BU00700501;1900.0;4200.0;
867;Totaal woningen;Franeker-Zuid;Franeker-Zuid                           ;Buurt     ;BU00700502;2250.0;3550.0;
868;Totaal woningen;Industriegeb. West en bedrijventerr. Kie;Industriegebied West en bedrijventerrein;Buurt     ;BU00700503;2350.0;4300.0;
869;Totaal woningen;Harlingen;Harlingen                               ;Gemeente  ;GM0072    ;1950.0;2950.0;
870;Totaal woningen;Wijk 00 Harlingen;Wijk 00 Harlingen                       ;Wijk      ;WK007200  ;1900.0;2950.0;
871;Totaal woningen;De Spiker en het industrieterrein Hermes;De Spiker en het industrieterrein Hermes;Buurt     ;BU00720001;2100.0;2750.0;
872;Totaal woningen;Trebolbuurt;Trebolbuurt                             ;Buurt     ;BU00720002;1950.0;2700.0;
873;Totaal woningen;Plan-Zuid;Plan-Zuid                               ;Buurt     ;BU00720003;1400.0;1850.0;
874;Totaal woningen;Oosterpark;Oosterpark                              ;Buurt     ;BU00720004;1900.0;3150.0;
875;Totaal woningen;Koningsbuurt;Koningsbuurt                            ;Buurt     ;BU00720005;2300.0;3600.0;
876;Totaal woningen;Binnenstad;Binnenstad                              ;Buurt     ;BU00720006;1900.0;2750.0;
877;Totaal woningen;Industriehaven en omgeving;                                        ;          ;          ;;;
878;Totaal woningen;Verspreide huizen Harlingen;Verspreide huizen Harlingen             ;Buurt     ;BU00720009;2650.0;3500.0;
879;Totaal woningen;Wijk 01 Midlum;Wijk 01 Midlum                          ;Wijk      ;WK007201  ;2350.0;3450.0;
880;Totaal woningen;Midlum;Midlum                                  ;Buurt     ;BU00720100;2300.0;3400.0;
881;Totaal woningen;Verspreide huizen Midlum;Verspreide huizen Midlum                ;Buurt     ;BU00720109;2950.0;3450.0;
882;Totaal woningen;Wijk 02 Wijnaldum;Wijk 02 Wijnaldum                       ;Wijk      ;WK007202  ;2300.0;3400.0;
883;Totaal woningen;Wijnaldum;Wijnaldum                               ;Buurt     ;BU00720200;2200.0;3350.0;
884;Totaal woningen;Verspreide huizen Wijnaldum;Verspreide huizen Wijnaldum             ;Buurt     ;BU00720209;2400.0;3350.0;
885;Totaal woningen;Heerenveen;Heerenveen                              ;Gemeente  ;GM0074    ;2050.0;3100.0;
886;Totaal woningen;Wijk 01 Heerenveen;Wijk 01 Heerenveen                      ;Wijk      ;WK007401  ;1900.0;2850.0;
887;Totaal woningen;Kanaal;                                        ;          ;          ;;;
888;Totaal woningen;Leeuwarderstraatweg;Leeuwarderstraatweg                     ;Buurt     ;BU00740102;2850.0;3700.0;
889;Totaal woningen;Aengwirden;Aengwirden                              ;Buurt     ;BU00740103;2850.0;3800.0;
890;Totaal woningen;Bussinesspark Friesland;Bussinesspark Friesland                 ;Buurt     ;BU00740104;;;
891;Totaal woningen;Nijehaske;Nijehaske                               ;Buurt     ;BU00740105;1700.0;3100.0;
892;Totaal woningen;Noord;Noord                                   ;Buurt     ;BU00740106;2000.0;2750.0;
893;Totaal woningen;Mobilisatieweg;Mobilisatieweg                          ;Buurt     ;BU00740107;;;
894;Totaal woningen;Centrum;Centrum                                 ;Buurt     ;BU00740108;1500.0;2150.0;
895;Totaal woningen;Het Meer;Het Meer                                ;Buurt     ;BU00740109;2600.0;3750.0;
896;Totaal woningen;De Greiden;de Greiden                              ;Buurt     ;BU00740110;2000.0;2850.0;
897;Totaal woningen;Midden;Midden                                  ;Buurt     ;BU00740111;1750.0;2450.0;
898;Totaal woningen;Skoaterwald;Skoaterwald                             ;Buurt     ;BU00740112;1650.0;3900.0;
899;Totaal woningen;De Heide;de Heide                                ;Buurt     ;BU00740113;2800.0;4600.0;
900;Totaal woningen;De Akkers;de Akkers                               ;Buurt     ;BU00740114;1750.0;2450.0;
901;Totaal woningen;ten Woude;ten Woude                               ;Buurt     ;BU00740115;2250.0;3100.0;
902;Totaal woningen;Nieuweschoot;Nieuweschoot                            ;Buurt     ;BU00740116;2750.0;4800.0;
903;Totaal woningen;Zuid;Zuid                                    ;Buurt     ;BU00740117;2200.0;3200.0;
904;Totaal woningen;Wijk 02 De Knipe;Wijk 02 De Knipe                        ;Wijk      ;WK007402  ;2300.0;3750.0;
905;Totaal woningen;De Knipe;De Knipe                                ;Buurt     ;BU00740261;2300.0;3750.0;
906;Totaal woningen;Wijk 03 Hoornsterzwaag;Wijk 03 Hoornsterzwaag                  ;Wijk      ;WK007403  ;2900.0;4200.0;
907;Totaal woningen;Hoornsterzwaag;Hoornsterzwaag                          ;Buurt     ;BU00740383;2900.0;4200.0;
908;Totaal woningen;Wijk 04 Jubbega;Wijk 04 Jubbega                         ;Wijk      ;WK007404  ;2450.0;3550.0;
909;Totaal woningen;Jubbega De Streek;Jubbega De Streek                       ;Buurt     ;BU00740481;2750.0;3950.0;
910;Totaal woningen;Jubbega 3e sluis;Jubbega 3e sluis                        ;Buurt     ;BU00740482;2300.0;3350.0;
911;Totaal woningen;Wijk 05 Nieuwehorne;Wijk 05 Nieuwehorne                     ;Wijk      ;WK007405  ;2400.0;3500.0;
912;Totaal woningen;Nieuwehorne;Nieuwehorne                             ;Buurt     ;BU00740571;2400.0;3500.0;
913;Totaal woningen;Wijk 06 Oudehorne;Wijk 06 Oudehorne                       ;Wijk      ;WK007406  ;2950.0;4200.0;
