ID;Woningkenmerken;WijkenEnBuurten;Gemeentenaam_1;SoortRegio_2;Codering_3;GemiddeldAardgasverbruik_4;GemiddeldElektriciteitsverbruik_5;Stadsverwarming_6
50;Totaal woningen;Sint-Annen;Sint-Annen                              ;Buurt     ;BU00090003;2650.0;3700.0;
51;Totaal woningen;Achter-Thesinge en Bovenrijge;Achter-Thesinge en Bovenrijge           ;Buurt     ;BU00090005;3000.0;4350.0;
52;Totaal woningen;Verspr.h. ten noorden van het Eemskanaal;Verspreide huizen ten noorden van het Ee;Buurt     ;BU00090009;2700.0;4350.0;
53;Totaal woningen;Wijk 01 Oost;Wijk 01 Oost                            ;Wijk      ;WK000901  ;2550.0;3700.0;
54;Totaal woningen;Ten Post;Ten Post                                ;Buurt     ;BU00090100;2600.0;3550.0;
55;Totaal woningen;Winneweer (gedeeltelijk);Winneweer (gedeeltelijk)                ;Buurt     ;BU00090101;2650.0;3850.0;
56;Totaal woningen;Woltersum;Woltersum                               ;Buurt     ;BU00090102;2350.0;3400.0;
57;Totaal woningen;Wittewierum;Wittewierum                             ;Buurt     ;BU00090104;2950.0;4250.0;
58;Totaal woningen;Lellens;Lellens                                 ;Buurt     ;BU00090106;2350.0;4450.0;
59;Totaal woningen;Verspr.h. ten noorden van het Eemskanaal;Verspreide huizen ten noorden van het Ee;Buurt     ;BU00090109;2750.0;4850.0;
60;Totaal woningen;Delfzijl;Delfzijl                                ;Gemeente  ;GM0010    ;2250.0;3200.0;
61;Totaal woningen;Wijk 00 Stad;Wijk 00 Stad                            ;Wijk      ;WK001000  ;2050.0;3000.0;
62;Totaal woningen;Delfzijl-Centrum;Delfzijl-Centrum                        ;Buurt     ;BU00100000;1700.0;2050.0;
63;Totaal woningen;Farmsum;Farmsum                                 ;Buurt     ;BU00100001;2200.0;3200.0;
64;Totaal woningen;Delfzijl-Noord;Delfzijl-Noord                          ;Buurt     ;BU00100002;2000.0;2900.0;
65;Totaal woningen;Delfzijl-West;Delfzijl-West                           ;Buurt     ;BU00100003;2200.0;2850.0;
66;Totaal woningen;Fivelzigt;Fivelzigt                               ;Buurt     ;BU00100004;2200.0;3800.0;
67;Totaal woningen;Tuikwerd;Tuikwerd                                ;Buurt     ;BU00100005;1900.0;3450.0;
68;Totaal woningen;Wijk 01 Land;Wijk 01 Land                            ;Wijk      ;WK001001  ;2900.0;4100.0;
69;Totaal woningen;Meedhuizen;Meedhuizen                              ;Buurt     ;BU00100103;3000.0;4100.0;
70;Totaal woningen;Uitwierde;Uitwierde                               ;Buurt     ;BU00100104;3200.0;3850.0;
71;Totaal woningen;Verspr.h. Eemskanaal (ten zuiden);Verspreide huizen Eemskanaal (ten zuiden;Buurt     ;BU00100107;2850.0;4550.0;
72;Totaal woningen;Industrieterrein;Industrieterrein                        ;Buurt     ;BU00100108;;;
73;Totaal woningen;Verspreide huizen in het noorden;Verspreide huizen in het noorden        ;Buurt     ;BU00100109;1900.0;3300.0;
74;Totaal woningen;Wijk 02;Wijk 02                                 ;Wijk      ;WK001002  ;2650.0;3600.0;
75;Totaal woningen;Woldendorp;Woldendorp                              ;Buurt     ;BU00100200;2650.0;3600.0;
76;Totaal woningen;Termunten;Termunten                               ;Buurt     ;BU00100201;2550.0;3800.0;
77;Totaal woningen;Termunterzijl;Termunterzijl                           ;Buurt     ;BU00100202;2550.0;3100.0;
78;Totaal woningen;Borgsweer;Borgsweer                               ;Buurt     ;BU00100203;2650.0;4150.0;
79;Totaal woningen;Wagenborgen;Wagenborgen                             ;Buurt     ;BU00100205;2550.0;3550.0;
80;Totaal woningen;Verspreide huizen Wagenborgen;Verspreide huizen Wagenborgen           ;Buurt     ;BU00100207;2600.0;5100.0;
81;Totaal woningen;Verspreide huizen Termunten;Verspreide huizen Termunten             ;Buurt     ;BU00100209;3050.0;4300.0;
82;Totaal woningen;Wijk 03;Wijk 03                                 ;Wijk      ;WK001003  ;2650.0;3550.0;
83;Totaal woningen;Bierum;Bierum                                  ;Buurt     ;BU00100300;2700.0;3650.0;
84;Totaal woningen;Spijk;Spijk                                   ;Buurt     ;BU00100301;2550.0;3300.0;
85;Totaal woningen;Holwierde;Holwierde                               ;Buurt     ;BU00100302;2500.0;3650.0;
86;Totaal woningen;Godlinze;Godlinze                                ;Buurt     ;BU00100303;2600.0;3450.0;
87;Totaal woningen;Losdorp;Losdorp                                 ;Buurt     ;BU00100304;2800.0;3850.0;
88;Totaal woningen;Krewerd;Krewerd                                 ;Buurt     ;BU00100305;2800.0;3350.0;
89;Totaal woningen;Verspreide huizen Bierum;Verspreide huizen Bierum                ;Buurt     ;BU00100309;3050.0;4200.0;
90;Totaal woningen;Groningen;Groningen                               ;Gemeente  ;GM0014    ;1700.0;2600.0;
91;Totaal woningen;Wijk 00 Binnenstad;Wijk 00 Binnenstad                      ;Wijk      ;WK001400  ;1650.0;2350.0;
92;Totaal woningen;Stadscentrum;Stadscentrum                            ;Buurt     ;BU00140000;1750.0;2300.0;
93;Totaal woningen;Binnenstad-Zuid;Binnenstad-Zuid                         ;Buurt     ;BU00140001;1750.0;2450.0;
94;Totaal woningen;Binnenstad-Oost;Binnenstad-Oost                         ;Buurt     ;BU00140002;1550.0;2250.0;
95;Totaal woningen;Binnenstad-West;Binnenstad-West                         ;Buurt     ;BU00140003;1650.0;2400.0;
96;Totaal woningen;Binnenstad-Noord;Binnenstad-Noord                        ;Buurt     ;BU00140004;1550.0;2350.0;6.0
97;Totaal woningen;Wijk 01 Schilders- en Zeeheldenwijk;Wijk 01 Schilders- en Zeeheldenwijk     ;Wijk      ;WK001401  ;1650.0;2500.0;
98;Totaal woningen;Schildersbuurt;Schildersbuurt                          ;Buurt     ;BU00140100;1950.0;2700.0;
99;Totaal woningen;Zeeheldenbuurt;Zeeheldenbuurt                          ;Buurt     ;BU00140101;1650.0;2300.0;
100;Totaal woningen;Friesestraatweg;Friesestraatweg                         ;Buurt     ;BU00140102;3050.0;4200.0;
101;Totaal woningen;Kostverloren;Kostverloren                            ;Buurt     ;BU00140103;1450.0;2100.0;
102;Totaal woningen;Vinkhuizen-Zuid;Vinkhuizen-Zuid                         ;Buurt     ;BU00140104;1450.0;2550.0;12.0
103;Totaal woningen;Vinkhuizen-Noord;Vinkhuizen-Noord                        ;Buurt     ;BU00140105;1650.0;2600.0;
104;Totaal woningen;Hoendiep;Hoendiep                                ;Buurt     ;BU00140106;2200.0;3050.0;
105;Totaal woningen;Wijk 02 Oranjewijk;Wijk 02 Oranjewijk                      ;Wijk      ;WK001402  ;1700.0;2250.0;
106;Totaal woningen;Oranjebuurt;Oranjebuurt                             ;Buurt     ;BU00140200;1700.0;2300.0;
107;Totaal woningen;Concordiabuurt;Concordiabuurt                          ;Buurt     ;BU00140201;1650.0;1950.0;
108;Totaal woningen;Selwerd;Selwerd                                 ;Buurt     ;BU00140202;1550.0;2250.0;
109;Totaal woningen;Paddepoel-Zuid;Paddepoel-Zuid                          ;Buurt     ;BU00140203;1700.0;2300.0;
110;Totaal woningen;Paddepoel-Noord;Paddepoel-Noord                         ;Buurt     ;BU00140204;1800.0;2100.0;
111;Totaal woningen;Noorderhoogebrug;Noorderhoogebrug                        ;Buurt     ;BU00140205;2900.0;4200.0;
112;Totaal woningen;Universiteitscomplex;Universiteitscomplex                    ;Buurt     ;BU00140206;;3200.0;
113;Totaal woningen;Koningslaagte;Koningslaagte                           ;Buurt     ;BU00140207;3500.0;4900.0;
114;Totaal woningen;Wijk 03 Korrewegwijk;Wijk 03 Korrewegwijk                    ;Wijk      ;WK001403  ;1550.0;2150.0;
115;Totaal woningen;West-Indische buurt;West-Indische buurt                     ;Buurt     ;BU00140300;1350.0;2100.0;
116;Totaal woningen;De Hoogte;De Hoogte                               ;Buurt     ;BU00140301;1400.0;2050.0;
117;Totaal woningen;Oost-Indische buurt;Oost-Indische buurt                     ;Buurt     ;BU00140302;1550.0;2100.0;
118;Totaal woningen;Korrewegbuurt;Korrewegbuurt                           ;Buurt     ;BU00140303;1750.0;2250.0;
119;Totaal woningen;Wijk 04 Oosterparkwijk;Wijk 04 Oosterparkwijk                  ;Wijk      ;WK001404  ;1550.0;2200.0;
120;Totaal woningen;Gorechtbuurt;Gorechtbuurt                            ;Buurt     ;BU00140400;1600.0;2250.0;
121;Totaal woningen;Oosterparkbuurt;Oosterparkbuurt                         ;Buurt     ;BU00140401;1550.0;2150.0;
122;Totaal woningen;Bloemenbuurt;Bloemenbuurt                            ;Buurt     ;BU00140402;1500.0;2050.0;
123;Totaal woningen;Florabuurt;Florabuurt                              ;Buurt     ;BU00140403;1500.0;2150.0;
124;Totaal woningen;Damsterbuurt;Damsterbuurt                            ;Buurt     ;BU00140404;1650.0;2250.0;
125;Totaal woningen;Wijk 05 Oosterpoortwijk;Wijk 05 Oosterpoortwijk                 ;Wijk      ;WK001405  ;1700.0;2550.0;
126;Totaal woningen;Oosterpoortbuurt;Oosterpoortbuurt                        ;Buurt     ;BU00140500;1600.0;2250.0;
127;Totaal woningen;Industriebuurt;Industriebuurt                          ;Buurt     ;BU00140501;1450.0;2700.0;
128;Totaal woningen;Euvelgunne;Euvelgunne                              ;Buurt     ;BU00140502;3400.0;3500.0;
129;Totaal woningen;Middelbert;Middelbert                              ;Buurt     ;BU00140503;3150.0;3800.0;
130;Totaal woningen;Engelbert;Engelbert                               ;Buurt     ;BU00140504;2500.0;3800.0;
131;Totaal woningen;Roodehaan;Roodehaan                               ;Buurt     ;BU00140505;4200.0;;
132;Totaal woningen;Woonschepenhaven;Woonschepenhaven                        ;Buurt     ;BU00140509;;;
133;Totaal woningen;Wijk 06 Herewegwijk en Helpman;Wijk 06 Herewegwijk en Helpman          ;Wijk      ;WK001406  ;1850.0;2550.0;
134;Totaal woningen;Herewegbuurt;Herewegbuurt                            ;Buurt     ;BU00140600;1600.0;2300.0;
135;Totaal woningen;Rivierenbuurt;Rivierenbuurt                           ;Buurt     ;BU00140601;1650.0;2150.0;6.0
136;Totaal woningen;Helpman-West;Helpman-West                            ;Buurt     ;BU00140602;1800.0;2500.0;
137;Totaal woningen;Villabuurt-Oost;Villabuurt-Oost                         ;Buurt     ;BU00140603;2750.0;3900.0;
138;Totaal woningen;Helpman-Oost;Helpman-Oost                            ;Buurt     ;BU00140604;1950.0;2450.0;
139;Totaal woningen;Coendersborg;Coendersborg                            ;Buurt     ;BU00140605;1900.0;2950.0;
140;Totaal woningen;De Wijert-Noord;De Wijert-Noord                         ;Buurt     ;BU00140606;1550.0;2200.0;
141;Totaal woningen;De Wijert-Zuid;De Wijert-Zuid                          ;Buurt     ;BU00140607;2200.0;3100.0;
142;Totaal woningen;Villabuurt-West;Villabuurt-West                         ;Buurt     ;BU00140608;2950.0;4050.0;
143;Totaal woningen;Woonwagenkamp;                                        ;          ;          ;;;
144;Totaal woningen;Wijk 07 Stadsparkwijk;Wijk 07 Stadsparkwijk                   ;Wijk      ;WK001407  ;1700.0;2650.0;
145;Totaal woningen;Laanhuizen;Laanhuizen                              ;Buurt     ;BU00140700;1700.0;2300.0;
146;Totaal woningen;Grunobuurt;Grunobuurt                              ;Buurt     ;BU00140701;1700.0;2150.0;
147;Totaal woningen;Corpus Den Hoorn-Noord;Corpus Den Hoorn-Noord                  ;Buurt     ;BU00140702;1500.0;2100.0;
148;Totaal woningen;Corpus Den Hoorn-Zuid;Corpus Den Hoorn-Zuid                   ;Buurt     ;BU00140703;1800.0;3100.0;
149;Totaal woningen;Stadspark;Stadspark                               ;Buurt     ;BU00140704;1900.0;3900.0;
150;Totaal woningen;Peizerweg;Peizerweg                               ;Buurt     ;BU00140705;2800.0;3850.0;
151;Totaal woningen;Woonwagenkamp;Woonwagenkamp                           ;Buurt     ;BU00140709;1650.0;3600.0;
152;Totaal woningen;Wijk 08 Hoogkerk;Wijk 08 Hoogkerk                        ;Wijk      ;WK001408  ;1850.0;3400.0;
153;Totaal woningen;Hoogkerk-Dorp;Hoogkerk-Dorp                           ;Buurt     ;BU00140800;2050.0;2950.0;
154;Totaal woningen;Hoogkerk-Zuid;Hoogkerk-Zuid                           ;Buurt     ;BU00140801;1950.0;3050.0;
155;Totaal woningen;Vierverlaten;Vierverlaten                            ;Buurt     ;BU00140802;2600.0;3700.0;
156;Totaal woningen;Leegkerk;Leegkerk                                ;Buurt     ;BU00140803;1800.0;3850.0;
157;Totaal woningen;Dorkwerd;Dorkwerd                                ;Buurt     ;BU00140804;1750.0;3850.0;
158;Totaal woningen;Bangeweer;Bangeweer                               ;Buurt     ;BU00140805;1700.0;3550.0;9.0
159;Totaal woningen;De Held;De Held                                 ;Buurt     ;BU00140806;1600.0;3550.0;
160;Totaal woningen;Zuidwending;Zuidwending                             ;Buurt     ;BU00140807;3300.0;4650.0;
161;Totaal woningen;Wijk 09 Noorddijk;Wijk 09 Noorddijk                       ;Wijk      ;WK001409  ;1750.0;3100.0;
162;Totaal woningen;Oosterhoogebrug;Oosterhoogebrug                         ;Buurt     ;BU00140900;2050.0;3250.0;
163;Totaal woningen;Lewenborg-Zuid;Lewenborg-Zuid                          ;Buurt     ;BU00140901;1850.0;3000.0;
164;Totaal woningen;Lewenborg-Noord;Lewenborg-Noord                         ;Buurt     ;BU00140902;1650.0;2800.0;7.0
165;Totaal woningen;Lewenborg-West;Lewenborg-West                          ;Buurt     ;BU00140903;1850.0;3350.0;
166;Totaal woningen;Bovenstreek;Bovenstreek                             ;Buurt     ;BU00140904;1950.0;4200.0;
167;Totaal woningen;Beijum-Oost;Beijum-Oost                             ;Buurt     ;BU00140905;1500.0;2800.0;
168;Totaal woningen;Beijum-West;Beijum-West                             ;Buurt     ;BU00140906;1700.0;2850.0;
169;Totaal woningen;Ulgersmabuurt;Ulgersmabuurt                           ;Buurt     ;BU00140907;1800.0;3800.0;
170;Totaal woningen;Ruischerbrug;Ruischerbrug                            ;Buurt     ;BU00140908;1800.0;3350.0;
171;Totaal woningen;Grootegast;Grootegast                              ;Gemeente  ;GM0015    ;2500.0;3650.0;
172;Totaal woningen;Wijk 00 Grootegast;Wijk 00 Grootegast                      ;Wijk      ;WK001500  ;2450.0;3500.0;
173;Totaal woningen;Grootegast;Grootegast                              ;Buurt     ;BU00150000;2300.0;3250.0;
174;Totaal woningen;Doezum;Doezum                                  ;Buurt     ;BU00150001;2600.0;3500.0;
175;Totaal woningen;Sebaldeburen;Sebaldeburen                            ;Buurt     ;BU00150002;2700.0;3750.0;
176;Totaal woningen;Het Peebos;Het Peebos                              ;Buurt     ;BU00150006;3250.0;4650.0;
177;Totaal woningen;Verspr.h. ten zuiden van Sebaldeburen;Verspreide huizen ten zuiden van Sebalde;Buurt     ;BU00150007;2500.0;4050.0;
178;Totaal woningen;Verspr.h. ten zuiden van Grootegast;Verspreide huizen ten zuiden van Grooteg;Buurt     ;BU00150008;2850.0;4700.0;
179;Totaal woningen;Overige verspreide huizen;Overige verspreide huizen               ;Buurt     ;BU00150009;2650.0;4450.0;
180;Totaal woningen;Wijk 01 Lutjegast;Wijk 01 Lutjegast                       ;Wijk      ;WK001501  ;2650.0;3900.0;
181;Totaal woningen;Lutjegast;Lutjegast                               ;Buurt     ;BU00150100;2550.0;3650.0;
182;Totaal woningen;Verspreide huizen Lutjegast;Verspreide huizen Lutjegast             ;Buurt     ;BU00150109;2750.0;4600.0;
183;Totaal woningen;Wijk 02 Opende;Wijk 02 Opende                          ;Wijk      ;WK001502  ;2550.0;3800.0;
184;Totaal woningen;Opende-West;Opende-West                             ;Buurt     ;BU00150200;2300.0;3400.0;
185;Totaal woningen;Opende-Oost;Opende-Oost                             ;Buurt     ;BU00150201;2950.0;3900.0;
186;Totaal woningen;Kornhorn;Kornhorn                                ;Buurt     ;BU00150202;2600.0;3450.0;
187;Totaal woningen;Verspreide huizen ten zuiden van Opende;Verspreide huizen ten zuiden van Opende ;Buurt     ;BU00150209;2800.0;4700.0;
188;Totaal woningen;Wijk 03 Oldekerk;Wijk 03 Oldekerk                        ;Wijk      ;WK001503  ;2500.0;3650.0;
189;Totaal woningen;Niekerk;Niekerk                                 ;Buurt     ;BU00150300;2450.0;3500.0;
190;Totaal woningen;Oldekerk;Oldekerk                                ;Buurt     ;BU00150301;2300.0;3550.0;
191;Totaal woningen;Verspreide huizen Oldekerk;Verspreide huizen Oldekerk              ;Buurt     ;BU00150309;3000.0;4400.0;
192;Totaal woningen;Haren;Haren                                   ;Gemeente  ;GM0017    ;2650.0;3400.0;
193;Totaal woningen;Wijk 00 Centrum;Wijk 00 Centrum                         ;Wijk      ;WK001700  ;2650.0;3350.0;
194;Totaal woningen;Haren;Haren                                   ;Buurt     ;BU00170000;2700.0;3150.0;
195;Totaal woningen;Oosterhaar;Oosterhaar                              ;Buurt     ;BU00170001;2200.0;3300.0;
196;Totaal woningen;Voorveld;Voorveld                                ;Buurt     ;BU00170002;4400.0;4900.0;
197;Totaal woningen;Harenermolen;Harenermolen                            ;Buurt     ;BU00170003;3700.0;4250.0;
198;Totaal woningen;Glimmen;Glimmen                                 ;Buurt     ;BU00170004;3400.0;4200.0;
199;Totaal woningen;Hemmen;Hemmen                                  ;Buurt     ;BU00170005;3050.0;3750.0;
200;Totaal woningen;Wijk 01 Land;Wijk 01 Land                            ;Wijk      ;WK001701  ;3200.0;4200.0;
201;Totaal woningen;Noordlaren;Noordlaren                              ;Buurt     ;BU00170100;3050.0;4000.0;
202;Totaal woningen;Onnen;Onnen                                   ;Buurt     ;BU00170101;2950.0;4050.0;
203;Totaal woningen;Paterswolde (gedeeltelijk);Paterswolde (gedeeltelijk)              ;Buurt     ;BU00170102;2550.0;4750.0;
204;Totaal woningen;Essen;Essen                                   ;Buurt     ;BU00170103;3750.0;4350.0;
205;Totaal woningen;Verspr.h. ten W. van Noord-Willemskanaal;Verspreide huizen ten westen van Noord-W;Buurt     ;BU00170106;3400.0;4700.0;
206;Totaal woningen;Verspreide huizen op de Hondsrug;Verspreide huizen op de Hondsrug        ;Buurt     ;BU00170107;3600.0;4500.0;
207;Totaal woningen;Verspreide huizen Onner Esch;Verspreide huizen Onner Esch            ;Buurt     ;BU00170108;3800.0;4900.0;
208;Totaal woningen;Verspr.h. ten oosten van de Hondsrug;Verspreide huizen ten oosten van de Hond;Buurt     ;BU00170109;3100.0;;
209;Totaal woningen;Hoogezand-Sappemeer;Hoogezand-Sappemeer                     ;Gemeente  ;GM0018    ;2100.0;3150.0;
210;Totaal woningen;Wijk 01 Foxham en Hoogezand-Noord;Wijk 01 Foxham en Hoogezand-Noord       ;Wijk      ;WK001801  ;1900.0;2700.0;
211;Totaal woningen;Noorderpark;Noorderpark                             ;Buurt     ;BU00180101;1650.0;2400.0;
212;Totaal woningen;Westerpark;Westerpark                              ;Buurt     ;BU00180102;2150.0;3050.0;
213;Totaal woningen;Beukemabuurt;Beukemabuurt                            ;Buurt     ;BU00180103;1800.0;2500.0;
214;Totaal woningen;Oosterpark;Oosterpark                              ;Buurt     ;BU00180104;3250.0;3700.0;
215;Totaal woningen;Martenshoek;Martenshoek                             ;Buurt     ;BU00180105;1800.0;2750.0;
216;Totaal woningen;Industriegebied Martenshoek;Industriegebied Martenshoek             ;Buurt     ;BU00180106;2600.0;3750.0;
217;Totaal woningen;Stadshart-Noord;Stadshart-Noord                         ;Buurt     ;BU00180107;1650.0;2550.0;
218;Totaal woningen;Wijk 02 Hoogezand-Zuid;Wijk 02 Hoogezand-Zuid                  ;Wijk      ;WK001802  ;1900.0;2950.0;
219;Totaal woningen;Spoorstraat en Kieldiep;Spoorstraat en Kieldiep                 ;Buurt     ;BU00180201;1800.0;2550.0;
220;Totaal woningen;Burgemeester van Royenstraat en omgeving;Burgemeester van Royenstraat en omgeving;Buurt     ;BU00180202;2050.0;3250.0;
221;Totaal woningen;Gorecht-Noord;Gorecht-Noord                           ;Buurt     ;BU00180203;1300.0;2050.0;16.0
222;Totaal woningen;Gorechtpark;                                        ;          ;          ;;;
223;Totaal woningen;Gorecht-West;Gorecht-West                            ;Buurt     ;BU00180205;2100.0;3100.0;
224;Totaal woningen;Woldwijck-West;Woldwijck-West                          ;Buurt     ;BU00180206;2150.0;3600.0;
225;Totaal woningen;Woldwijck-Midden;Woldwijck-Midden                        ;Buurt     ;BU00180207;1900.0;2800.0;
226;Totaal woningen;Woldwijck-Oost;Woldwijck-Oost                          ;Buurt     ;BU00180208;2150.0;3400.0;
227;Totaal woningen;Kropswolderpolder;                                        ;          ;          ;;;
228;Totaal woningen;Gorechtpark-Oost;Gorechtpark-Oost                        ;Buurt     ;BU00180210;3150.0;3050.0;
229;Totaal woningen;Wijk 03 Kalkwijk;Wijk 03 Kalkwijk                        ;Wijk      ;WK001803  ;2200.0;3650.0;
230;Totaal woningen;Stadshart-Zuid;Stadshart-Zuid                          ;Buurt     ;BU00180301;1200.0;2200.0;
231;Totaal woningen;Zuiderpark;Zuiderpark                              ;Buurt     ;BU00180302;2950.0;3650.0;
232;Totaal woningen;De Dreven;De Dreven                               ;Buurt     ;BU00180303;2250.0;4150.0;
233;Totaal woningen;De Vosholen-West;De Vosholen-West                        ;Buurt     ;BU00180304;1550.0;3650.0;
234;Totaal woningen;Kalkwijk-Zuid;Kalkwijk-Zuid                           ;Buurt     ;BU00180305;3450.0;4800.0;
235;Totaal woningen;Kalkwijk-Noord;                                        ;          ;          ;;;
236;Totaal woningen;Wijk 05 Kiel-Windeweer;Wijk 05 Kiel-Windeweer                  ;Wijk      ;WK001805  ;2950.0;4200.0;
237;Totaal woningen;Kiel-Windeweer;Kiel-Windeweer                          ;Buurt     ;BU00180501;2900.0;4050.0;
238;Totaal woningen;Kiel-Windeweer Buiten;Kiel-Windeweer Buiten                   ;Buurt     ;BU00180502;3150.0;4800.0;
