ID;BeroepsEnEigenVervoer;Vervoerstromen;Perioden;VervoerdLadinggewicht_1;Ladingtonkilometers_2;VoertuigkilometersTotaal_3;VoertuigkilometersBeladen_4;RittenBeladen_5
25;Beroeps- en eigen vervoer;Totaal;2022;690726;65464;7211.0;5289.0;58508.0
26;Beroeps- en eigen vervoer;Totaal;2023;642195;62569;6929.0;5141.0;55013.0
27;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;1997;564955;78442;;;
28;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;1998;577684;79924;;;
29;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;1999;644206;85395;;;
30;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2000;618294;80291;;;
31;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2001;626096;79231;;;
32;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2002;601335;77180;;;
33;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2003;602083;78472;;;
34;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2004;640033;85309;8101.0;5787.0;45596.0
35;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2005;644042;84200;7945.0;5668.0;47970.0
36;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2006;652254;83718;8067.0;5710.0;51097.0
37;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2007;673400;79509;7519.0;5327.0;52921.0
38;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2008;652853;78781;7847.0;5587.0;50063.0
39;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2009;650264;73080;7492.0;5284.0;46821.0
40;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2010;627372;66464;7023.0;5022.0;46003.0
41;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2011;628191;66557;7209.0;5196.0;47476.0
42;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2012;604152;62189;6805.0;4899.0;45794.0
43;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2013;609193;63532;6762.0;4928.0;47726.0
44;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2014;609728;64183;6941.0;5113.0;49330.0
45;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2015;611129;61796;6873.0;5082.0;51427.0
46;Beroeps- en eigen vervoer;Binnenlands en bilateraal vervoer;2016;629232;61965;6869.0;5063.0;52290.0
