ID;KenmerkenVanHuishoudens;EenEnTweeverdieners;Perioden;AantalHuishoudens_1;PercentageVanCategorie_2;PercentageVanEenEnTweeverdieners_3;PercentageVanTotaal_4;InkomenMeestverdienendePartner_5;InkomenMinstverdienendePartner_6;InkomenEchtPaar_7;InkomenHuishouden_8;GestandaardiseerdInkomen_9
1091;501;Overig huishouden;1992;943.0;26.0;;19.0;14.0;;;15.0;14.0
1092;501;Overig huishouden;1993;970.0;27.0;;19.0;14.0;;;15.0;14.0
1093;501;Overig huishouden;1994;961.0;26.0;;19.0;14.0;;;15.0;14.0
1094;501;Overig huishouden;1995;1033.0;28.0;;20.0;15.0;;;15.0;14.0
1095;501;Overig huishouden;1996;1075.0;28.0;;21.0;15.0;;;15.0;14.0
1096;501;Overig huishouden;1997;1136.0;29.0;;21.0;15.0;;;16.0;15.0
1097;501;Overig huishouden;1998;1216.0;30.0;;23.0;16.0;;;16.0;15.0
1098;501;Overig huishouden;1999;1276.0;31.0;;24.0;16.0;;;17.0;16.0
1099;501;Overig huishouden;2000;1323.0;32.0;;24.0;17.0;;;18.0;16.0
1100;502;Totaal huishoudens;1990;389.0;100.0;;8.0;22.0;;;28.0;17.0
1101;502;Totaal huishoudens;1991;396.0;100.0;;8.0;22.0;;;29.0;17.0
1102;502;Totaal huishoudens;1992;406.0;100.0;;8.0;20.0;;;27.0;17.0
1103;502;Totaal huishoudens;1993;410.0;100.0;;8.0;19.0;;;26.0;16.0
1104;502;Totaal huishoudens;1994;412.0;100.0;;8.0;20.0;;;27.0;16.0
1105;502;Totaal huishoudens;1995;440.0;100.0;;8.0;21.0;;;29.0;18.0
1106;502;Totaal huishoudens;1996;430.0;100.0;;8.0;21.0;;;29.0;18.0
1107;502;Totaal huishoudens;1997;443.0;100.0;;8.0;21.0;;;29.0;18.0
1108;502;Totaal huishoudens;1998;457.0;100.0;;9.0;21.0;;;28.0;18.0
1109;502;Totaal huishoudens;1999;453.0;100.0;;8.0;22.0;;;30.0;19.0
1110;502;Totaal huishoudens;2000;;;;;;;;;
1111;502;Eenverdiener;1990;179.0;46.0;56.0;4.0;24.0;;24.0;28.0;15.0
1112;502;Eenverdiener;1991;156.0;39.0;48.0;3.0;23.0;;23.0;27.0;15.0
1113;502;Eenverdiener;1992;147.0;36.0;46.0;3.0;21.0;;21.0;25.0;14.0
1114;502;Eenverdiener;1993;135.0;33.0;42.0;3.0;21.0;;21.0;24.0;13.0
1115;502;Eenverdiener;1994;122.0;30.0;38.0;2.0;22.0;;22.0;25.0;14.0
1116;502;Eenverdiener;1995;116.0;26.0;35.0;2.0;22.0;;23.0;26.0;15.0
1117;502;Eenverdiener;1996;102.0;24.0;30.0;2.0;22.0;;22.0;25.0;14.0
1118;502;Eenverdiener;1997;95.0;21.0;28.0;2.0;23.0;;23.0;27.0;15.0
1119;502;Eenverdiener;1998;93.0;20.0;26.0;2.0;22.0;;23.0;26.0;15.0
1120;502;Eenverdiener;1999;86.0;19.0;25.0;2.0;23.0;;24.0;27.0;15.0
1121;502;Eenverdiener;2000;;;;;;;;;
1122;502;Tweeverdiener;1990;143.0;37.0;44.0;3.0;23.0;8.0;32.0;34.0;20.0
1123;502;Tweeverdiener;1991;166.0;42.0;52.0;3.0;23.0;9.0;32.0;35.0;20.0
1124;502;Tweeverdiener;1992;175.0;43.0;54.0;4.0;22.0;9.0;31.0;34.0;19.0
1125;502;Tweeverdiener;1993;185.0;45.0;58.0;4.0;21.0;9.0;30.0;32.0;19.0
1126;502;Tweeverdiener;1994;201.0;49.0;62.0;4.0;22.0;9.0;31.0;33.0;19.0
1127;502;Tweeverdiener;1995;211.0;48.0;65.0;4.0;23.0;10.0;33.0;35.0;21.0
1128;502;Tweeverdiener;1996;232.0;54.0;70.0;4.0;23.0;10.0;33.0;35.0;21.0
1129;502;Tweeverdiener;1997;249.0;56.0;72.0;5.0;23.0;10.0;33.0;36.0;21.0
1130;502;Tweeverdiener;1998;261.0;57.0;74.0;5.0;22.0;9.0;32.0;34.0;20.0
1131;502;Tweeverdiener;1999;258.0;57.0;75.0;5.0;24.0;10.0;34.0;36.0;22.0
1132;502;Tweeverdiener;2000;;;;;;;;;
1133;502;Overig huishouden;1990;67.0;17.0;;1.0;16.0;;;18.0;16.0
1134;502;Overig huishouden;1991;74.0;19.0;;2.0;16.0;;;18.0;16.0
1135;502;Overig huishouden;1992;84.0;21.0;;2.0;15.0;;;17.0;15.0
1136;502;Overig huishouden;1993;90.0;22.0;;2.0;14.0;;;15.0;14.0
1137;502;Overig huishouden;1994;89.0;22.0;;2.0;13.0;;;15.0;13.0
1138;502;Overig huishouden;1995;113.0;26.0;;2.0;16.0;;;18.0;15.0
1139;502;Overig huishouden;1996;96.0;22.0;;2.0;15.0;;;16.0;15.0
1140;502;Overig huishouden;1997;100.0;22.0;;2.0;15.0;;;16.0;15.0
1141;502;Overig huishouden;1998;104.0;23.0;;2.0;16.0;;;16.0;15.0
1142;502;Overig huishouden;1999;109.0;24.0;;2.0;17.0;;;18.0;17.0
1143;502;Overig huishouden;2000;;;;;;;;;
1144;503;Totaal huishoudens;1990;462.0;100.0;;9.0;18.0;;;23.0;15.0
1145;503;Totaal huishoudens;1991;456.0;100.0;;9.0;19.0;;;24.0;15.0
1146;503;Totaal huishoudens;1992;454.0;100.0;;9.0;19.0;;;24.0;16.0
1147;503;Totaal huishoudens;1993;453.0;100.0;;9.0;20.0;;;25.0;17.0
1148;503;Totaal huishoudens;1994;444.0;100.0;;9.0;20.0;;;26.0;17.0
1149;503;Totaal huishoudens;1995;442.0;100.0;;9.0;21.0;;;27.0;18.0
1150;503;Totaal huishoudens;1996;442.0;100.0;;8.0;22.0;;;28.0;18.0
1151;503;Totaal huishoudens;1997;439.0;100.0;;8.0;22.0;;;29.0;19.0
1152;503;Totaal huishoudens;1998;430.0;100.0;;8.0;22.0;;;29.0;19.0
1153;503;Totaal huishoudens;1999;433.0;100.0;;8.0;23.0;;;30.0;20.0
1154;503;Totaal huishoudens;2000;434.0;100.0;;8.0;24.0;;;31.0;21.0
1155;503;Eenverdiener;1990;144.0;31.0;40.0;3.0;20.0;;20.0;22.0;12.0
1156;503;Eenverdiener;1991;130.0;29.0;37.0;3.0;21.0;;21.0;23.0;13.0
1157;503;Eenverdiener;1992;120.0;26.0;35.0;2.0;21.0;;21.0;23.0;13.0
1158;503;Eenverdiener;1993;112.0;25.0;33.0;2.0;22.0;;22.0;24.0;14.0
1159;503;Eenverdiener;1994;107.0;24.0;32.0;2.0;22.0;;23.0;25.0;14.0
1160;503;Eenverdiener;1995;102.0;23.0;30.0;2.0;23.0;;23.0;26.0;15.0
1161;503;Eenverdiener;1996;98.0;22.0;29.0;2.0;24.0;;24.0;26.0;15.0
1162;503;Eenverdiener;1997;92.0;21.0;27.0;2.0;24.0;;24.0;27.0;15.0
1163;503;Eenverdiener;1998;85.0;20.0;26.0;2.0;25.0;;25.0;28.0;16.0
1164;503;Eenverdiener;1999;79.0;18.0;25.0;1.0;26.0;;26.0;29.0;17.0
1165;503;Eenverdiener;2000;68.0;16.0;22.0;1.0;27.0;;27.0;30.0;18.0
1166;503;Tweeverdiener;1990;212.0;46.0;60.0;4.0;18.0;7.0;25.0;27.0;16.0
1167;503;Tweeverdiener;1991;223.0;49.0;63.0;5.0;19.0;8.0;26.0;28.0;17.0
1168;503;Tweeverdiener;1992;226.0;50.0;65.0;5.0;19.0;8.0;27.0;28.0;17.0
1169;503;Tweeverdiener;1993;228.0;50.0;67.0;5.0;20.0;8.0;28.0;30.0;18.0
1170;503;Tweeverdiener;1994;231.0;52.0;68.0;5.0;21.0;8.0;29.0;31.0;19.0
1171;503;Tweeverdiener;1995;235.0;53.0;70.0;5.0;21.0;9.0;30.0;31.0;19.0
1172;503;Tweeverdiener;1996;241.0;55.0;71.0;5.0;22.0;9.0;31.0;32.0;20.0
1173;503;Tweeverdiener;1997;244.0;56.0;73.0;5.0;22.0;9.0;32.0;33.0;20.0
1174;503;Tweeverdiener;1998;242.0;56.0;74.0;5.0;23.0;9.0;32.0;34.0;21.0
1175;503;Tweeverdiener;1999;241.0;56.0;75.0;4.0;24.0;10.0;34.0;35.0;21.0
1176;503;Tweeverdiener;2000;247.0;57.0;78.0;5.0;25.0;10.0;35.0;37.0;22.0
1177;503;Overig huishouden;1990;106.0;23.0;;2.0;15.0;;;16.0;15.0
1178;503;Overig huishouden;1991;103.0;23.0;;2.0;16.0;;;17.0;15.0
1179;503;Overig huishouden;1992;108.0;24.0;;2.0;16.0;;;17.0;16.0
1180;503;Overig huishouden;1993;112.0;25.0;;2.0;17.0;;;18.0;17.0
1181;503;Overig huishouden;1994;107.0;24.0;;2.0;18.0;;;18.0;17.0
1182;503;Overig huishouden;1995;105.0;24.0;;2.0;18.0;;;19.0;17.0
1183;503;Overig huishouden;1996;103.0;23.0;;2.0;19.0;;;19.0;18.0
1184;503;Overig huishouden;1997;102.0;23.0;;2.0;19.0;;;19.0;18.0
1185;503;Overig huishouden;1998;104.0;24.0;;2.0;19.0;;;20.0;18.0
1186;503;Overig huishouden;1999;113.0;26.0;;2.0;19.0;;;20.0;19.0
1187;503;Overig huishouden;2000;118.0;27.0;;2.0;20.0;;;21.0;19.0
1188;504;Totaal huishoudens;1990;2561.0;100.0;;53.0;16.0;;;21.0;14.0
1189;504;Totaal huishoudens;1991;2633.0;100.0;;53.0;17.0;;;21.0;14.0
1190;504;Totaal huishoudens;1992;2675.0;100.0;;53.0;17.0;;;22.0;15.0
1191;504;Totaal huishoudens;1993;2696.0;100.0;;53.0;17.0;;;23.0;15.0
1192;504;Totaal huishoudens;1994;2706.0;100.0;;53.0;18.0;;;23.0;15.0
1193;504;Totaal huishoudens;1995;2782.0;100.0;;54.0;18.0;;;24.0;16.0
1194;504;Totaal huishoudens;1996;2876.0;100.0;;55.0;19.0;;;24.0;16.0
1195;504;Totaal huishoudens;1997;2957.0;100.0;;56.0;19.0;;;25.0;17.0
1196;504;Totaal huishoudens;1998;3076.0;100.0;;58.0;20.0;;;26.0;17.0
1197;504;Totaal huishoudens;1999;3146.0;100.0;;58.0;20.0;;;26.0;18.0
1198;504;Totaal huishoudens;2000;3191.0;100.0;;58.0;21.0;;;28.0;19.0
1199;504;Eenverdiener;1990;762.0;30.0;41.0;16.0;19.0;;19.0;21.0;12.0
1200;504;Eenverdiener;1991;720.0;27.0;37.0;15.0;20.0;;20.0;22.0;12.0
1201;504;Eenverdiener;1992;683.0;26.0;35.0;14.0;20.0;;20.0;23.0;13.0
1202;504;Eenverdiener;1993;660.0;24.0;34.0;13.0;21.0;;21.0;23.0;13.0
1203;504;Eenverdiener;1994;621.0;23.0;32.0;12.0;22.0;;22.0;24.0;14.0
1204;504;Eenverdiener;1995;614.0;22.0;31.0;12.0;22.0;;22.0;25.0;14.0
1205;504;Eenverdiener;1996;579.0;20.0;29.0;11.0;23.0;;23.0;25.0;14.0
1206;504;Eenverdiener;1997;557.0;19.0;27.0;11.0;24.0;;24.0;26.0;15.0
1207;504;Eenverdiener;1998;541.0;18.0;26.0;10.0;24.0;;24.0;27.0;16.0
1208;504;Eenverdiener;1999;515.0;16.0;24.0;10.0;25.0;;25.0;28.0;16.0
1209;504;Eenverdiener;2000;461.0;14.0;22.0;8.0;26.0;;26.0;29.0;17.0
1210;504;Tweeverdiener;1990;1108.0;43.0;59.0;23.0;17.0;7.0;24.0;25.0;15.0
1211;504;Tweeverdiener;1991;1202.0;46.0;63.0;24.0;17.0;7.0;24.0;26.0;16.0
1212;504;Tweeverdiener;1992;1247.0;47.0;65.0;25.0;18.0;8.0;25.0;26.0;16.0
1213;504;Tweeverdiener;1993;1276.0;47.0;66.0;25.0;18.0;8.0;26.0;27.0;17.0
1214;504;Tweeverdiener;1994;1329.0;49.0;68.0;26.0;19.0;8.0;27.0;28.0;17.0
1215;504;Tweeverdiener;1995;1364.0;49.0;69.0;26.0;19.0;9.0;28.0;29.0;18.0
1216;504;Tweeverdiener;1996;1436.0;50.0;71.0;27.0;20.0;9.0;28.0;29.0;18.0
1217;504;Tweeverdiener;1997;1482.0;50.0;73.0;28.0;20.0;9.0;29.0;30.0;19.0
1218;504;Tweeverdiener;1998;1543.0;50.0;74.0;29.0;21.0;9.0;30.0;31.0;19.0
1219;504;Tweeverdiener;1999;1593.0;51.0;76.0;30.0;21.0;10.0;31.0;33.0;20.0
1220;504;Tweeverdiener;2000;1659.0;52.0;78.0;30.0;23.0;10.0;32.0;34.0;21.0
1221;504;Overig huishouden;1990;691.0;27.0;;14.0;13.0;;;13.0;12.0
1222;504;Overig huishouden;1991;711.0;27.0;;14.0;13.0;;;13.0;13.0
1223;504;Overig huishouden;1992;745.0;28.0;;15.0;13.0;;;14.0;13.0
1224;504;Overig huishouden;1993;760.0;28.0;;15.0;13.0;;;14.0;13.0
1225;504;Overig huishouden;1994;756.0;28.0;;15.0;14.0;;;15.0;14.0
1226;504;Overig huishouden;1995;803.0;29.0;;16.0;14.0;;;15.0;14.0
1227;504;Overig huishouden;1996;861.0;30.0;;16.0;14.0;;;15.0;14.0
1228;504;Overig huishouden;1997;918.0;31.0;;17.0;14.0;;;15.0;14.0
1229;504;Overig huishouden;1998;992.0;32.0;;19.0;15.0;;;16.0;15.0
1230;504;Overig huishouden;1999;1038.0;33.0;;19.0;16.0;;;16.0;15.0
1231;504;Overig huishouden;2000;1072.0;34.0;;20.0;16.0;;;17.0;16.0
1232;505;Totaal huishoudens;1990;55.0;;;1.0;28.0;;;35.0;20.0
1233;505;Totaal huishoudens;1991;57.0;;;1.0;29.0;;;37.0;21.0
1234;505;Totaal huishoudens;1992;61.0;;;1.0;28.0;;;36.0;21.0
1235;505;Totaal huishoudens;1993;63.0;;;1.0;28.0;;;36.0;22.0
1236;505;Totaal huishoudens;1994;66.0;;;1.0;30.0;;;38.0;23.0
1237;505;Totaal huishoudens;1995;80.0;100.0;;2.0;29.0;;;37.0;23.0
1238;505;Totaal huishoudens;1996;93.0;100.0;;2.0;28.0;;;35.0;22.0
1239;505;Totaal huishoudens;1997;99.0;100.0;;2.0;27.0;;;35.0;22.0
1240;505;Totaal huishoudens;1998;102.0;100.0;;2.0;27.0;;;35.0;22.0
1241;505;Totaal huishoudens;1999;106.0;100.0;;2.0;27.0;;;36.0;22.0
1242;505;Totaal huishoudens;2000;;;;;;;;;
1243;505;Eenverdiener;1990;22.0;;;0.0;28.0;;28.0;31.0;17.0
1244;505;Eenverdiener;1991;21.0;;;0.0;31.0;;31.0;34.0;19.0
1245;505;Eenverdiener;1992;20.0;;;0.0;29.0;;29.0;33.0;19.0
1246;505;Eenverdiener;1993;19.0;;;0.0;32.0;;32.0;36.0;20.0
1247;505;Eenverdiener;1994;19.0;;;0.0;33.0;;34.0;37.0;21.0
1248;505;Eenverdiener;1995;24.0;30.0;35.0;0.0;32.0;;32.0;35.0;20.0
1249;505;Eenverdiener;1996;24.0;26.0;31.0;0.0;31.0;;31.0;34.0;20.0
1250;505;Eenverdiener;1997;25.0;25.0;30.0;0.0;29.0;;30.0;32.0;19.0
1251;505;Eenverdiener;1998;24.0;24.0;28.0;0.0;30.0;;30.0;33.0;19.0
1252;505;Eenverdiener;1999;24.0;23.0;26.0;0.0;29.0;;29.0;32.0;18.0
1253;505;Eenverdiener;2000;;;;;;;;;
1254;505;Tweeverdiener;1990;26.0;;;1.0;30.0;9.0;39.0;41.0;23.0
1255;505;Tweeverdiener;1991;30.0;;;1.0;29.0;10.0;39.0;41.0;24.0
1256;505;Tweeverdiener;1992;34.0;;;1.0;29.0;9.0;38.0;40.0;23.0
1257;505;Tweeverdiener;1993;36.0;;;1.0;29.0;10.0;39.0;42.0;24.0
1258;505;Tweeverdiener;1994;38.0;;;1.0;31.0;10.0;41.0;43.0;25.0
1259;505;Tweeverdiener;1995;45.0;56.0;65.0;1.0;30.0;10.0;40.0;42.0;25.0
1260;505;Tweeverdiener;1996;53.0;57.0;69.0;1.0;29.0;9.0;39.0;41.0;24.0
1261;505;Tweeverdiener;1997;58.0;59.0;70.0;1.0;27.0;10.0;37.0;40.0;24.0
1262;505;Tweeverdiener;1998;61.0;60.0;72.0;1.0;27.0;10.0;37.0;39.0;24.0
1263;505;Tweeverdiener;1999;66.0;63.0;74.0;1.0;27.0;11.0;38.0;40.0;24.0
1264;505;Tweeverdiener;2000;;;;;;;;;
1265;505;Overig huishouden;1990;7.0;;;0.0;21.0;;;22.0;20.0
1266;505;Overig huishouden;1991;6.0;;;0.0;20.0;;;22.0;18.0
1267;505;Overig huishouden;1992;7.0;;;0.0;20.0;;;21.0;18.0
1268;505;Overig huishouden;1993;8.0;;;0.0;15.0;;;16.0;15.0
1269;505;Overig huishouden;1994;8.0;;;0.0;18.0;;;18.0;17.0
1270;505;Overig huishouden;1995;12.0;14.0;;0.0;19.0;;;20.0;18.0
1271;505;Overig huishouden;1996;16.0;17.0;;0.0;17.0;;;18.0;16.0
1272;505;Overig huishouden;1997;16.0;16.0;;0.0;22.0;;;23.0;21.0
1273;505;Overig huishouden;1998;16.0;16.0;;0.0;21.0;;;22.0;20.0
1274;505;Overig huishouden;1999;15.0;15.0;;0.0;21.0;;;21.0;19.0
1275;505;Overig huishouden;2000;;;;;;;;;
1276;506;Totaal huishoudens;1990;1034.0;100.0;;21.0;11.0;;;14.0;10.0
1277;506;Totaal huishoudens;1991;1057.0;100.0;;21.0;11.0;;;15.0;11.0
1278;506;Totaal huishoudens;1992;1055.0;100.0;;21.0;12.0;;;15.0;11.0
1279;506;Totaal huishoudens;1993;1092.0;100.0;;22.0;12.0;;;15.0;11.0
1280;506;Totaal huishoudens;1994;1130.0;100.0;;22.0;12.0;;;16.0;11.0
1281;506;Totaal huishoudens;1995;1087.0;100.0;;21.0;12.0;;;16.0;11.0
1282;506;Totaal huishoudens;1996;1054.0;100.0;;20.0;13.0;;;16.0;12.0
1283;506;Totaal huishoudens;1997;1042.0;100.0;;20.0;13.0;;;17.0;12.0
1284;506;Totaal huishoudens;1998;981.0;100.0;;18.0;14.0;;;17.0;12.0
1285;506;Totaal huishoudens;1999;928.0;100.0;;17.0;14.0;;;18.0;13.0
1286;506;Totaal huishoudens;2000;914.0;100.0;;17.0;15.0;;;18.0;14.0
1287;506;Eenverdiener;1990;235.0;23.0;49.0;5.0;14.0;;14.0;18.0;11.0
1288;506;Eenverdiener;1991;234.0;22.0;47.0;5.0;15.0;;15.0;18.0;11.0
1289;506;Eenverdiener;1992;231.0;22.0;46.0;5.0;15.0;;15.0;19.0;12.0
1290;506;Eenverdiener;1993;233.0;21.0;45.0;5.0;16.0;;16.0;19.0;12.0
1291;506;Eenverdiener;1994;231.0;20.0;44.0;5.0;16.0;;16.0;19.0;12.0
1292;506;Eenverdiener;1995;210.0;19.0;43.0;4.0;17.0;;17.0;20.0;13.0
1293;506;Eenverdiener;1996;201.0;19.0;42.0;4.0;17.0;;17.0;20.0;13.0
1294;506;Eenverdiener;1997;186.0;18.0;40.0;4.0;18.0;;18.0;21.0;13.0
1295;506;Eenverdiener;1998;176.0;18.0;41.0;3.0;18.0;;18.0;21.0;14.0
1296;506;Eenverdiener;1999;161.0;17.0;40.0;3.0;19.0;;19.0;21.0;14.0
1297;506;Eenverdiener;2000;153.0;17.0;39.0;3.0;20.0;;20.0;23.0;15.0
1298;506;Tweeverdiener;1990;242.0;23.0;51.0;5.0;11.0;5.0;16.0;19.0;12.0
1299;506;Tweeverdiener;1991;260.0;25.0;53.0;5.0;11.0;6.0;17.0;19.0;12.0
1300;506;Tweeverdiener;1992;267.0;25.0;54.0;5.0;12.0;5.0;17.0;20.0;12.0
1301;506;Tweeverdiener;1993;284.0;26.0;55.0;6.0;12.0;5.0;18.0;20.0;13.0
1302;506;Tweeverdiener;1994;297.0;26.0;56.0;6.0;13.0;6.0;18.0;20.0;13.0
1303;506;Tweeverdiener;1995;278.0;26.0;57.0;5.0;13.0;6.0;19.0;21.0;14.0
1304;506;Tweeverdiener;1996;272.0;26.0;58.0;5.0;13.0;6.0;19.0;21.0;14.0
1305;506;Tweeverdiener;1997;277.0;27.0;60.0;5.0;14.0;6.0;20.0;22.0;14.0
1306;506;Tweeverdiener;1998;253.0;26.0;59.0;5.0;14.0;6.0;21.0;23.0;15.0
1307;506;Tweeverdiener;1999;240.0;26.0;60.0;4.0;15.0;7.0;22.0;24.0;15.0
1308;506;Tweeverdiener;2000;244.0;27.0;61.0;4.0;16.0;7.0;23.0;25.0;16.0
1309;506;Overig huishouden;1990;557.0;54.0;;11.0;10.0;;;11.0;9.0
1310;506;Overig huishouden;1991;563.0;53.0;;11.0;10.0;;;11.0;10.0
1311;506;Overig huishouden;1992;557.0;53.0;;11.0;10.0;;;12.0;10.0
1312;506;Overig huishouden;1993;576.0;53.0;;11.0;10.0;;;12.0;10.0
1313;506;Overig huishouden;1994;601.0;53.0;;12.0;11.0;;;12.0;10.0
1314;506;Overig huishouden;1995;598.0;55.0;;12.0;11.0;;;12.0;10.0
1315;506;Overig huishouden;1996;581.0;55.0;;11.0;11.0;;;12.0;11.0
1316;506;Overig huishouden;1997;580.0;56.0;;11.0;11.0;;;13.0;11.0
1317;506;Overig huishouden;1998;552.0;56.0;;10.0;12.0;;;13.0;11.0
1318;506;Overig huishouden;1999;527.0;57.0;;10.0;12.0;;;14.0;12.0
1319;506;Overig huishouden;2000;518.0;57.0;;9.0;13.0;;;14.0;12.0
1320;507;Totaal huishoudens;1990;298.0;100.0;;6.0;11.0;;;16.0;10.0
1321;507;Totaal huishoudens;1991;308.0;100.0;;6.0;12.0;;;16.0;11.0
1322;507;Totaal huishoudens;1992;303.0;100.0;;6.0;12.0;;;16.0;11.0
1323;507;Totaal huishoudens;1993;298.0;100.0;;6.0;12.0;;;16.0;11.0
1324;507;Totaal huishoudens;1994;298.0;100.0;;6.0;12.0;;;16.0;11.0
1325;507;Totaal huishoudens;1995;284.0;100.0;;5.0;12.0;;;17.0;12.0
1326;507;Totaal huishoudens;1996;289.0;100.0;;6.0;12.0;;;16.0;12.0
1327;507;Totaal huishoudens;1997;284.0;100.0;;5.0;13.0;;;17.0;12.0
1328;507;Totaal huishoudens;1998;288.0;100.0;;5.0;13.0;;;17.0;12.0
1329;507;Totaal huishoudens;1999;274.0;100.0;;5.0;13.0;;;17.0;12.0
1330;507;Totaal huishoudens;2000;268.0;100.0;;5.0;14.0;;;18.0;13.0
1331;507;Eenverdiener;1990;110.0;37.0;53.0;2.0;12.0;;13.0;16.0;10.0
1332;507;Eenverdiener;1991;108.0;35.0;51.0;2.0;13.0;;13.0;17.0;10.0
1333;507;Eenverdiener;1992;103.0;34.0;49.0;2.0;13.0;;13.0;17.0;10.0
1334;507;Eenverdiener;1993;97.0;33.0;48.0;2.0;13.0;;13.0;17.0;10.0
1335;507;Eenverdiener;1994;93.0;31.0;47.0;2.0;13.0;;13.0;17.0;10.0
1336;507;Eenverdiener;1995;89.0;31.0;48.0;2.0;14.0;;14.0;18.0;11.0
1337;507;Eenverdiener;1996;83.0;29.0;47.0;2.0;14.0;;14.0;18.0;11.0
1338;507;Eenverdiener;1997;76.0;27.0;45.0;1.0;15.0;;15.0;18.0;12.0
1339;507;Eenverdiener;1998;75.0;26.0;44.0;1.0;15.0;;15.0;19.0;12.0
1340;507;Eenverdiener;1999;63.0;23.0;42.0;1.0;15.0;;15.0;19.0;12.0
1341;507;Eenverdiener;2000;55.0;20.0;38.0;1.0;16.0;;16.0;19.0;12.0
1342;507;Tweeverdiener;1990;97.0;33.0;47.0;2.0;11.0;5.0;16.0;19.0;12.0
1343;507;Tweeverdiener;1991;103.0;33.0;49.0;2.0;11.0;5.0;17.0;20.0;12.0
1344;507;Tweeverdiener;1992;106.0;35.0;51.0;2.0;12.0;5.0;17.0;20.0;12.0
1345;507;Tweeverdiener;1993;106.0;36.0;52.0;2.0;12.0;5.0;17.0;20.0;12.0
1346;507;Tweeverdiener;1994;105.0;35.0;53.0;2.0;12.0;5.0;18.0;20.0;13.0
1347;507;Tweeverdiener;1995;98.0;34.0;52.0;2.0;13.0;6.0;18.0;21.0;13.0
1348;507;Tweeverdiener;1996;96.0;33.0;53.0;2.0;13.0;6.0;18.0;21.0;13.0
1349;507;Tweeverdiener;1997;95.0;33.0;55.0;2.0;13.0;6.0;19.0;22.0;14.0
1350;507;Tweeverdiener;1998;95.0;33.0;56.0;2.0;13.0;6.0;19.0;22.0;14.0
1351;507;Tweeverdiener;1999;89.0;32.0;58.0;2.0;14.0;6.0;20.0;23.0;15.0
1352;507;Tweeverdiener;2000;89.0;33.0;62.0;2.0;15.0;6.0;21.0;24.0;15.0
1353;507;Overig huishouden;1990;91.0;30.0;;2.0;9.0;;;10.0;9.0
1354;507;Overig huishouden;1991;97.0;32.0;;2.0;10.0;;;11.0;10.0
1355;507;Overig huishouden;1992;95.0;31.0;;2.0;10.0;;;11.0;10.0
1356;507;Overig huishouden;1993;95.0;32.0;;2.0;10.0;;;11.0;10.0
1357;507;Overig huishouden;1994;101.0;34.0;;2.0;10.0;;;11.0;10.0
1358;507;Overig huishouden;1995;97.0;34.0;;2.0;10.0;;;11.0;10.0
1359;507;Overig huishouden;1996;109.0;38.0;;2.0;10.0;;;11.0;10.0
1360;507;Overig huishouden;1997;113.0;40.0;;2.0;11.0;;;12.0;11.0
1361;507;Overig huishouden;1998;117.0;41.0;;2.0;11.0;;;12.0;11.0
1362;507;Overig huishouden;1999;121.0;44.0;;2.0;11.0;;;12.0;11.0
1363;507;Overig huishouden;2000;124.0;46.0;;2.0;11.0;;;12.0;11.0
1364;508;Totaal huishoudens;1990;321.0;100.0;;7.0;15.0;;;19.0;14.0
1365;508;Totaal huishoudens;1991;318.0;100.0;;6.0;15.0;;;19.0;14.0
1366;508;Totaal huishoudens;1992;313.0;100.0;;6.0;15.0;;;19.0;14.0
1367;508;Totaal huishoudens;1993;312.0;100.0;;6.0;16.0;;;20.0;15.0
1368;508;Totaal huishoudens;1994;321.0;100.0;;6.0;16.0;;;20.0;15.0
1369;508;Totaal huishoudens;1995;311.0;100.0;;6.0;16.0;;;20.0;15.0
1370;508;Totaal huishoudens;1996;305.0;100.0;;6.0;17.0;;;21.0;16.0
1371;508;Totaal huishoudens;1997;304.0;100.0;;6.0;18.0;;;21.0;16.0
1372;508;Totaal huishoudens;1998;291.0;100.0;;5.0;18.0;;;22.0;17.0
1373;508;Totaal huishoudens;1999;285.0;100.0;;5.0;19.0;;;23.0;17.0
1374;508;Totaal huishoudens;2000;291.0;100.0;;5.0;20.0;;;24.0;18.0
1375;508;Eenverdiener;1990;93.0;29.0;61.0;2.0;18.0;;18.0;20.0;13.0
1376;508;Eenverdiener;1991;91.0;29.0;59.0;2.0;18.0;;18.0;21.0;14.0
1377;508;Eenverdiener;1992;92.0;30.0;59.0;2.0;19.0;;19.0;21.0;14.0
1378;508;Eenverdiener;1993;89.0;28.0;57.0;2.0;20.0;;20.0;22.0;15.0
1379;508;Eenverdiener;1994;91.0;28.0;57.0;2.0;20.0;;20.0;22.0;15.0
1380;508;Eenverdiener;1995;82.0;27.0;56.0;2.0;20.0;;20.0;23.0;15.0
1381;508;Eenverdiener;1996;79.0;26.0;54.0;2.0;21.0;;21.0;23.0;16.0
1382;508;Eenverdiener;1997;75.0;25.0;52.0;1.0;21.0;;21.0;23.0;16.0
1383;508;Eenverdiener;1998;70.0;24.0;50.0;1.0;22.0;;22.0;24.0;16.0
1384;508;Eenverdiener;1999;69.0;24.0;50.0;1.0;23.0;;23.0;25.0;17.0
1385;508;Eenverdiener;2000;71.0;24.0;48.0;1.0;24.0;;24.0;26.0;18.0
1386;508;Tweeverdiener;1990;59.0;19.0;39.0;1.0;16.0;6.0;22.0;25.0;16.0
