ID;LeeftijdReferentiepersoon;Perioden;TotaalHuishoudensMetKinderen_1;HuishoudensJongsteKind0Tot3Jaar_2;HuishoudensJongsteKind3Tot6Jaar_3;HuishoudensJongsteKind6Tot12Jaar_4;HuishoudensJongsteKind12Tot18Jaar_5;HuishoudensJongsteKind18Jaar_6
49;Totaal leeftijden (15 jaar of ouder);2060;2532715;512190;332569;537088;514203;636665
50;100;2011;22710;19730;2732;248;0;0
51;100;2012;23453;20458;2760;235;0;0
52;100;2013;24215;21097;2904;214;0;0
53;100;2014;24864;21664;2980;220;0;0
54;100;2015;25189;21882;3081;226;0;0
55;100;2016;25230;21908;3092;230;0;0
56;100;2017;25140;21809;3099;232;0;0
57;100;2018;25105;21805;3068;232;0;0
58;100;2019;25083;21776;3077;230;0;0
59;100;2020;25080;21752;3104;224;0;0
60;100;2021;25269;21878;3153;238;0;0
61;100;2022;25543;22090;3210;243;0;0
62;100;2023;25773;22282;3251;240;0;0
63;100;2024;25837;22317;3272;248;0;0
64;100;2025;25795;22262;3280;253;0;0
65;100;2026;25522;22019;3250;253;0;0
66;100;2027;25242;21780;3210;252;0;0
67;100;2028;24924;21522;3161;241;0;0
68;100;2029;24561;21215;3108;238;0;0
69;100;2030;24308;20991;3080;237;0;0
70;100;2031;24194;20889;3069;236;0;0
71;100;2032;24133;20828;3064;241;0;0
72;100;2033;24142;20832;3067;243;0;0
73;100;2034;24085;20784;3059;242;0;0
74;100;2035;23999;20713;3049;237;0;0
75;100;2036;23970;20692;3041;237;0;0
76;100;2037;23992;20714;3039;239;0;0
77;100;2038;24055;20769;3047;239;0;0
78;100;2039;24142;20847;3055;240;0;0
79;100;2040;24249;20943;3067;239;0;0
80;100;2041;24374;21059;3075;240;0;0
81;100;2042;24506;21177;3089;240;0;0
82;100;2043;24631;21286;3101;244;0;0
83;100;2044;24757;21390;3121;246;0;0
84;100;2045;24870;21503;3129;238;0;0
85;100;2046;24967;21590;3137;240;0;0
86;100;2047;25050;21665;3143;242;0;0
87;100;2048;25120;21726;3152;242;0;0
88;100;2049;25177;21774;3159;244;0;0
89;100;2050;25219;21809;3165;245;0;0
90;100;2051;25248;21835;3169;244;0;0
91;100;2052;25262;21844;3174;244;0;0
92;100;2053;25267;21852;3171;244;0;0
93;100;2054;25245;21828;3173;244;0;0
94;100;2055;25218;21799;3173;246;0;0
95;100;2056;25166;21752;3169;245;0;0
96;100;2057;25100;21692;3165;243;0;0
97;100;2058;25019;21621;3155;243;0;0
98;100;2059;24937;21543;3151;243;0;0
99;100;2060;24849;21463;3143;243;0;0
100;101;2011;320614;219100;69718;30377;1411;8
101;101;2012;323323;221145;71155;29264;1754;5
102;101;2013;326453;224337;72401;27602;2110;3
103;101;2014;329781;227769;72568;27060;2382;2
104;101;2015;333934;231739;73203;26535;2455;2
105;101;2016;337904;235178;74578;25862;2281;5
106;101;2017;342578;238649;76535;25412;1973;9
107;101;2018;347599;242013;78455;25614;1509;8
108;101;2019;352452;245122;80034;26296;978;22
109;101;2020;356427;247358;81324;27086;636;23
110;101;2021;359527;248939;82228;27891;449;20
111;101;2022;361668;249918;82820;28483;434;13
112;101;2023;363264;250583;83275;28893;510;3
113;101;2024;364746;251168;83756;29244;575;3
114;101;2025;365845;251650;84093;29457;644;1
115;101;2026;366449;251994;84229;29581;645;0
116;101;2027;367031;252435;84308;29609;679;0
117;101;2028;367895;253045;84474;29730;643;3
118;101;2029;368862;253572;84717;29900;670;3
119;101;2030;369489;253600;84999;30194;694;2
120;101;2031;369954;253329;85312;30578;733;2
121;101;2032;369842;252652;85525;30915;747;3
122;101;2033;368823;251478;85490;31105;747;3
123;101;2034;366765;249709;85130;31169;754;3
124;101;2035;364150;247907;84514;30967;760;2
125;101;2036;360854;245907;83628;30578;738;3
126;101;2037;357767;244088;82758;30183;735;3
127;101;2038;354996;242571;81947;29757;718;3
128;101;2039;352589;241353;81193;29346;695;2
129;101;2040;351019;240540;80694;29086;697;2
130;101;2041;350199;240261;80382;28872;682;2
131;101;2042;349789;240179;80178;28743;687;2
132;101;2043;349864;240425;80095;28664;678;2
133;101;2044;349955;240840;79972;28466;675;2
134;101;2045;350253;241382;79908;28293;668;2
135;101;2046;350990;242181;79971;28177;659;2
136;101;2047;352094;243185;80146;28111;650;2
137;101;2048;353466;244244;80423;28147;650;2
138;101;2049;354970;245348;80758;28209;653;2
139;101;2050;356560;246516;81121;28269;652;2
140;101;2051;358143;247623;81498;28367;653;2
141;101;2052;359672;248664;81887;28469;650;2
142;101;2053;361069;249561;82256;28598;652;2
143;101;2054;362304;250331;82592;28726;653;2
144;101;2055;363370;250976;82895;28844;653;2
145;101;2056;364225;251455;83152;28962;654;2
146;101;2057;364890;251797;83368;29066;657;2
147;101;2058;365340;251981;83530;29167;660;2
148;101;2059;365586;252002;83647;29271;664;2
149;101;2060;365623;251904;83701;29348;668;2
150;102;2011;880105;231102;206681;314857;113056;14409
151;102;2012;859095;224145;204919;303627;112462;13942
152;102;2013;838453;219198;204828;291188;110318;12921
153;102;2014;816992;215752;201239;281169;107165;11667
154;102;2015;791348;212877;196279;270449;101332;10411
155;102;2016;769801;211130;192824;261922;94389;9536
156;102;2017;752456;210035;190614;255434;87402;8971
157;102;2018;740323;209328;189231;251276;81503;8985
158;102;2019;735211;209574;188739;250970;76820;9108
159;102;2020;734188;211210;189312;249888;74580;9198
160;102;2021;737164;213201;190825;250206;73719;9213
161;102;2022;741903;215345;193000;251948;72781;8829
162;102;2023;747888;217314;195390;255284;71792;8108
163;102;2024;753858;218839;197369;258461;71725;7464
164;102;2025;760520;220032;199334;262191;72253;6710
165;102;2026;766777;221039;201000;265639;72810;6289
166;102;2027;773467;221822;202540;269037;74155;5913
167;102;2028;780452;222208;203734;272665;76333;5512
168;102;2029;787008;222490;204536;276079;78777;5126
169;102;2030;792323;222794;204812;278605;80871;5241
170;102;2031;796378;223004;204951;280523;82368;5532
171;102;2032;799271;223066;205057;281816;83479;5853
172;102;2033;801737;223160;205303;282828;84328;6118
173;102;2034;804540;223395;205728;283782;85313;6322
174;102;2035;806755;223440;206347;284693;85841;6434
175;102;2036;807800;223432;206870;285137;85895;6466
176;102;2037;808070;222965;207021;285612;85973;6499
177;102;2038;808034;222214;206858;286243;86205;6514
178;102;2039;807489;221339;206327;286639;86605;6579
179;102;2040;805779;220222;205234;286399;87193;6731
180;102;2041;803724;219026;204004;285889;87892;6913
181;102;2042;801086;218087;202747;284864;88357;7031
182;102;2043;797621;217304;201522;283260;88435;7100
183;102;2044;793284;216835;200457;280911;87933;7148
184;102;2045;788731;216699;199708;278408;86841;7075
185;102;2046;783491;216604;198978;275577;85387;6945
186;102;2047;778910;216645;198428;273063;83961;6813
187;102;2048;775000;216844;198017;270900;82581;6658
188;102;2049;771770;217190;197768;269048;81254;6510
189;102;2050;770049;217649;197759;267840;80369;6432
190;102;2051;769666;218291;198044;267279;79697;6355
191;102;2052;770069;219014;198480;267035;79229;6311
192;102;2053;771406;219840;199117;267244;78927;6278
193;102;2054;772728;220700;199822;267548;78461;6197
194;102;2055;774370;221510;200586;268044;78108;6122
195;102;2056;776633;222283;201385;268902;77982;6081
196;102;2057;779328;222975;202186;270054;78065;6048
197;102;2058;782272;223561;202942;271334;78382;6053
198;102;2059;785262;224051;203651;272710;78790;6060
199;102;2060;788193;224427;204322;274132;79237;6075
200;103;2011;895006;16428;42546;230486;357644;247902
201;103;2012;902768;16273;43866;232263;362839;247527
202;103;2013;908692;15950;44641;233942;370260;243899
203;103;2014;914377;15487;44621;234653;380475;239141
204;103;2015;922595;15305;44287;237126;390828;235049
205;103;2016;927390;15239;44298;239109;395915;232829
206;103;2017;926394;15044;44020;240611;396690;230029
207;103;2018;919552;15106;43885;240940;389935;229686
208;103;2019;905279;14929;43421;240096;379628;227205
209;103;2020;887503;14812;42777;236548;369458;223908
210;103;2021;868044;14529;42025;231127;360221;220142
211;103;2022;849250;14176;41238;227137;352670;214029
212;103;2023;830463;13882;40568;223727;346860;205426
213;103;2024;811894;13821;40192;221637;341654;194590
214;103;2025;791140;13786;39849;219470;337833;180202
215;103;2026;774628;13923;39945;218309;331421;171030
216;103;2027;761565;14023;40153;218022;325039;164328
217;103;2028;752169;14055;40304;217630;321018;159162
218;103;2029;748083;14068;40406;217820;319632;156157
219;103;2030;747550;14144;40635;218626;320232;153913
220;103;2031;750365;14157;40732;219791;322469;153216
221;103;2032;754962;14104;40705;221114;325725;153314
222;103;2033;760721;14002;40645;222408;329489;154177
223;103;2034;766298;13967;40583;223248;332920;155580
224;103;2035;772569;13822;40393;223939;336855;157560
225;103;2036;779134;13812;40425;224980;340440;159477
226;103;2037;786146;13858;40471;225636;343800;162381
227;103;2038;793069;13939;40530;225980;346713;165907
228;103;2039;799398;14033;40682;226263;348969;169451
229;103;2040;804495;14242;40984;226592;350073;172604
230;103;2041;807848;14307;41148;226730;350584;175079
231;103;2042;809979;14323;41213;226862;350895;176686
232;103;2043;811677;14289;41195;227054;351323;177816
233;103;2044;814028;14224;41207;227661;352069;178867
234;103;2045;815925;14101;41056;228111;353175;179482
235;103;2046;817022;14067;40996;228514;353923;179522
236;103;2047;817271;14043;40930;228432;354256;179610
237;103;2048;817171;14097;40908;227958;354176;180032
238;103;2049;816669;14181;40954;227394;353471;180669
239;103;2050;814781;14240;41002;226488;351727;181324
240;103;2051;812313;14247;40977;225435;349710;181944
241;103;2052;809275;14253;40971;224586;347396;182069
242;103;2053;805356;14239;40928;223783;344890;181516
243;103;2054;801048;14226;40928;223379;342440;180075
244;103;2055;796715;14246;40963;223290;340274;177942
245;103;2056;791814;14271;41009;223151;338097;175286
246;103;2057;787543;14295;41056;223056;336306;172830
247;103;2058;783936;14332;41134;223055;334812;170603
248;103;2059;781057;14374;41195;223114;333722;168652
249;103;2060;779590;14373;41252;223317;333256;167392
250;104;2011;321467;12;130;6917;64722;249686
251;104;2012;329562;16;134;7263;67323;254826
252;104;2013;339190;17;136;7524;70642;260871
253;104;2014;348811;16;140;7876;74364;266415
254;104;2015;359006;16;141;8251;78203;272395
255;104;2016;368687;16;141;8488;81875;278167
256;104;2017;378895;16;142;8949;85622;284166
257;104;2018;388738;16;147;9436;88473;290666
258;104;2019;399270;16;156;10026;91481;297591
259;104;2020;411454;16;162;10594;95221;305461
260;104;2021;421630;16;158;10843;97998;312615
261;104;2022;429393;18;157;10964;99864;318390
262;104;2023;435629;18;158;10798;101766;322889
263;104;2024;441399;19;155;10650;103873;326702
264;104;2025;448848;16;155;10651;107021;331005
265;104;2026;453252;18;156;10675;108615;333788
266;104;2027;454219;18;159;10638;108564;334840
267;104;2028;451517;19;158;10756;108273;332311
268;104;2029;444568;18;158;10631;106972;326789
269;104;2030;436216;18;156;10465;105298;320279
270;104;2031;427004;18;153;10203;103216;313414
271;104;2032;418558;16;150;9893;101062;307437
272;104;2033;410707;17;147;9650;99171;301722
273;104;2034;403996;16;145;9579;97948;296308
274;104;2035;397477;16;138;9541;96913;290869
275;104;2036;393356;18;146;9623;96806;286763
276;104;2037;390351;18;153;9636;96573;283971
277;104;2038;388108;19;148;9588;96272;282081
278;104;2039;387531;19;145;9540;96169;281658
279;104;2040;388572;20;145;9593;96549;282265
280;104;2041;390845;27;143;9614;96981;284080
281;104;2042;394037;26;142;9614;97438;286817
282;104;2043;397538;25;143;9596;97820;289954
283;104;2044;400675;25;143;9613;98122;292772
284;104;2045;403843;24;144;9571;98290;295814
285;104;2046;407353;24;150;9598;98713;298868
286;104;2047;410481;24;149;9675;99047;301586
287;104;2048;412903;23;148;9780;99225;303727
288;104;2049;414751;23;150;9867;99476;305235
289;104;2050;416124;23;153;10015;99886;306047
290;104;2051;416558;23;153;10055;100012;306315
291;104;2052;416668;23;152;10058;100037;306398
292;104;2053;416853;23;151;10036;100022;306621
293;104;2054;417751;23;151;10002;100205;307370
294;104;2055;418611;23;150;9935;100229;308274
295;104;2056;419517;23;149;9939;100373;309033
296;104;2057;419770;23;150;9946;100342;309309
297;104;2058;419585;23;150;9982;100270;309160
298;104;2059;419043;23;152;10037;100217;308614
299;104;2060;417478;23;151;10039;99995;307270
300;105;2011;63581;0;0;6;506;63069
301;105;2012;67193;0;0;2;555;66636
302;105;2013;71079;0;0;1;616;70462
303;105;2014;73476;0;0;2;620;72854
304;105;2015;75396;0;0;2;647;74747
305;105;2016;77030;0;0;5;719;76306
306;105;2017;78723;0;0;3;768;77952
307;105;2018;80647;0;0;2;752;79893
308;105;2019;82483;0;0;4;707;81772
309;105;2020;84989;0;0;5;834;84150
310;105;2021;87527;0;0;7;879;86641
311;105;2022;88984;0;0;9;941;88034
312;105;2023;90640;0;0;7;1021;89612
313;105;2024;92631;0;0;7;1057;91567
314;105;2025;94798;0;0;7;1130;93661
315;105;2026;96994;0;0;7;1174;95813
316;105;2027;99364;0;0;8;1185;98171
317;105;2028;101633;0;0;9;1223;100401
318;105;2029;103934;0;0;9;1240;102685
319;105;2030;106148;0;0;10;1258;104880
320;105;2031;107991;0;0;10;1257;106724
321;105;2032;108840;0;0;8;1188;107644
322;105;2033;109562;0;0;8;1170;108384
323;105;2034;110281;0;0;8;1135;109138
324;105;2035;111396;0;0;8;1130;110258
325;105;2036;112504;0;0;8;1134;111362
326;105;2037;112158;0;0;8;1102;111048
327;105;2038;111195;0;0;8;1108;110079
328;105;2039;109321;0;0;8;1069;108244
329;105;2040;107313;0;0;8;1051;106254
330;105;2041;105193;0;0;8;1022;104163
331;105;2042;103376;0;0;8;998;102370
332;105;2043;101706;0;0;8;979;100719
333;105;2044;100327;0;0;6;980;99341
334;105;2045;98957;0;0;6;974;97977
335;105;2046;98046;0;0;7;983;97056
336;105;2047;97293;0;0;7;979;96307
337;105;2048;96675;0;0;7;975;95693
338;105;2049;96390;0;0;7;971;95412
339;105;2050;96467;0;0;7;978;95482
340;105;2051;96827;0;0;8;982;95837
341;105;2052;97383;0;0;8;984;96391
342;105;2053;97999;0;0;8;988;97003
343;105;2054;98529;0;0;9;993;97527
344;105;2055;99087;0;0;9;997;98081
345;105;2056;99760;0;0;9;1000;98751
346;105;2057;100342;0;0;9;1014;99319
347;105;2058;100802;0;0;9;1024;99769
348;105;2059;101174;0;0;9;1032;100133
349;105;2060;101506;0;0;9;1047;100450
350;106;2011;27979;0;0;0;0;27979
351;106;2012;27901;0;0;0;0;27901
352;106;2013;27863;0;0;0;0;27863
353;106;2014;28045;0;0;0;0;28045
354;106;2015;28225;0;0;0;0;28225
355;106;2016;28427;0;0;0;0;28427
356;106;2017;28571;0;0;0;0;28571
357;106;2018;28870;0;0;0;0;28870
358;106;2019;29432;0;0;0;0;29432
359;106;2020;30102;0;0;0;0;30102
360;106;2021;30729;0;0;0;0;30729
361;106;2022;32049;0;0;0;0;32049
362;106;2023;33302;0;0;0;0;33302
363;106;2024;34263;0;0;0;0;34263
364;106;2025;35126;0;0;0;0;35126
365;106;2026;35894;0;0;0;0;35894
366;106;2027;36682;0;0;0;0;36682
367;106;2028;37491;0;0;0;0;37491
368;106;2029;38207;0;0;0;0;38207
369;106;2030;38888;0;0;0;0;38888
370;106;2031;39629;0;0;0;0;39629
371;106;2032;39839;0;0;0;0;39839
372;106;2033;40124;0;0;0;0;40124
373;106;2034;40525;0;0;0;0;40525
374;106;2035;41024;0;0;0;0;41024
375;106;2036;41604;0;0;0;0;41604
376;106;2037;42161;0;0;0;0;42161
377;106;2038;42666;0;0;0;0;42666
378;106;2039;43148;0;0;0;0;43148
379;106;2040;43601;0;0;0;0;43601
380;106;2041;43920;0;0;0;0;43920
381;106;2042;44073;0;0;0;0;44073
382;106;2043;44160;0;0;0;0;44160
383;106;2044;44182;0;0;0;0;44182
384;106;2045;44231;0;0;0;0;44231
385;106;2046;44118;0;0;0;0;44118
386;106;2047;43761;0;0;0;0;43761
387;106;2048;43223;0;0;0;0;43223
388;106;2049;42447;0;0;0;0;42447
389;106;2050;41593;0;0;0;0;41593
390;106;2051;40721;0;0;0;0;40721
391;106;2052;39928;0;0;0;0;39928
392;106;2053;39166;0;0;0;0;39166
393;106;2054;38463;0;0;0;0;38463
394;106;2055;37741;0;0;0;0;37741
395;106;2056;37181;0;0;0;0;37181
396;106;2057;36737;0;0;0;0;36737
397;106;2058;36390;0;0;0;0;36390
398;106;2059;36209;0;0;0;0;36209
399;106;2060;36173;0;0;0;0;36173
400;107;2011;8286;0;0;0;0;8286
401;107;2012;8485;0;0;0;0;8485
402;107;2013;8586;0;0;0;0;8586
403;107;2014;8776;0;0;0;0;8776
404;107;2015;8897;0;0;0;0;8897
405;107;2016;9132;0;0;0;0;9132
406;107;2017;9304;0;0;0;0;9304
407;107;2018;9520;0;0;0;0;9520
408;107;2019;9628;0;0;0;0;9628
409;107;2020;9793;0;0;0;0;9793
410;107;2021;9949;0;0;0;0;9949
411;107;2022;10095;0;0;0;0;10095
412;107;2023;10219;0;0;0;0;10219
413;107;2024;10414;0;0;0;0;10414
414;107;2025;10619;0;0;0;0;10619
415;107;2026;10850;0;0;0;0;10850
416;107;2027;11031;0;0;0;0;11031
417;107;2028;11281;0;0;0;0;11281
418;107;2029;11623;0;0;0;0;11623
419;107;2030;11996;0;0;0;0;11996
420;107;2031;12312;0;0;0;0;12312
421;107;2032;13068;0;0;0;0;13068
422;107;2033;13732;0;0;0;0;13732
423;107;2034;14222;0;0;0;0;14222
424;107;2035;14613;0;0;0;0;14613
425;107;2036;14930;0;0;0;0;14930
426;107;2037;15195;0;0;0;0;15195
427;107;2038;15482;0;0;0;0;15482
428;107;2039;15728;0;0;0;0;15728
429;107;2040;15951;0;0;0;0;15951
430;107;2041;16186;0;0;0;0;16186
431;107;2042;16328;0;0;0;0;16328
432;107;2043;16501;0;0;0;0;16501
433;107;2044;16721;0;0;0;0;16721
434;107;2045;16977;0;0;0;0;16977
435;107;2046;17210;0;0;0;0;17210
436;107;2047;17473;0;0;0;0;17473
437;107;2048;17700;0;0;0;0;17700
438;107;2049;17920;0;0;0;0;17920
439;107;2050;18123;0;0;0;0;18123
440;107;2051;18244;0;0;0;0;18244
441;107;2052;18297;0;0;0;0;18297
442;107;2053;18311;0;0;0;0;18311
443;107;2054;18291;0;0;0;0;18291
444;107;2055;18326;0;0;0;0;18326
445;107;2056;18268;0;0;0;0;18268
446;107;2057;18107;0;0;0;0;18107
447;107;2058;17860;0;0;0;0;17860
448;107;2059;17493;0;0;0;0;17493
449;107;2060;17084;0;0;0;0;17084
450;108;2011;484;0;0;0;0;484
451;108;2012;514;0;0;0;0;514
452;108;2013;524;0;0;0;0;524
453;108;2014;540;0;0;0;0;540
454;108;2015;571;0;0;0;0;571
455;108;2016;624;0;0;0;0;624
456;108;2017;664;0;0;0;0;664
457;108;2018;700;0;0;0;0;700
458;108;2019;731;0;0;0;0;731
459;108;2020;752;0;0;0;0;752
460;108;2021;771;0;0;0;0;771
461;108;2022;803;0;0;0;0;803
462;108;2023;819;0;0;0;0;819
463;108;2024;849;0;0;0;0;849
464;108;2025;873;0;0;0;0;873
465;108;2026;908;0;0;0;0;908
466;108;2027;942;0;0;0;0;942
467;108;2028;971;0;0;0;0;971
468;108;2029;980;0;0;0;0;980
469;108;2030;999;0;0;0;0;999
470;108;2031;1019;0;0;0;0;1019
471;108;2032;1041;0;0;0;0;1041
472;108;2033;1056;0;0;0;0;1056
473;108;2034;1086;0;0;0;0;1086
474;108;2035;1116;0;0;0;0;1116
475;108;2036;1151;0;0;0;0;1151
476;108;2037;1172;0;0;0;0;1172
477;108;2038;1205;0;0;0;0;1205
478;108;2039;1257;0;0;0;0;1257
479;108;2040;1317;0;0;0;0;1317
480;108;2041;1352;0;0;0;0;1352
481;108;2042;1491;0;0;0;0;1491
482;108;2043;1596;0;0;0;0;1596
483;108;2044;1661;0;0;0;0;1661
484;108;2045;1693;0;0;0;0;1693
485;108;2046;1712;0;0;0;0;1712
486;108;2047;1735;0;0;0;0;1735
487;108;2048;1764;0;0;0;0;1764
488;108;2049;1799;0;0;0;0;1799
489;108;2050;1830;0;0;0;0;1830
490;108;2051;1861;0;0;0;0;1861
491;108;2052;1899;0;0;0;0;1899
492;108;2053;1936;0;0;0;0;1936
493;108;2054;1972;0;0;0;0;1972
494;108;2055;2019;0;0;0;0;2019
495;108;2056;2059;0;0;0;0;2059
496;108;2057;2104;0;0;0;0;2104
497;108;2058;2146;0;0;0;0;2146
498;108;2059;2184;0;0;0;0;2184
499;108;2060;2219;0;0;0;0;2219
500;1;2011;1800;1742;58;0;0;0
501;1;2012;1941;1879;62;0;0;0
502;1;2013;1998;1933;65;0;0;0
503;1;2014;1977;1913;64;0;0;0
504;1;2015;1920;1860;60;0;0;0
505;1;2016;1919;1859;60;0;0;0
506;1;2017;1938;1875;63;0;0;0
507;1;2018;1965;1902;63;0;0;0
508;1;2019;1976;1912;64;0;0;0
509;1;2020;1992;1926;66;0;0;0
510;1;2021;1976;1911;65;0;0;0
511;1;2022;1964;1899;65;0;0;0
512;1;2023;1940;1876;64;0;0;0
513;1;2024;1900;1837;63;0;0;0
514;1;2025;1867;1807;60;0;0;0
515;1;2026;1853;1793;60;0;0;0
516;1;2027;1849;1789;60;0;0;0
517;1;2028;1857;1797;60;0;0;0
518;1;2029;1856;1797;59;0;0;0
519;1;2030;1841;1781;60;0;0;0
520;1;2031;1834;1773;61;0;0;0
521;1;2032;1832;1772;60;0;0;0
522;1;2033;1833;1773;60;0;0;0
523;1;2034;1839;1779;60;0;0;0
524;1;2035;1844;1782;62;0;0;0
525;1;2036;1853;1792;61;0;0;0
526;1;2037;1861;1799;62;0;0;0
527;1;2038;1871;1810;61;0;0;0
528;1;2039;1881;1820;61;0;0;0
529;1;2040;1888;1826;62;0;0;0
530;1;2041;1897;1835;62;0;0;0
531;1;2042;1903;1841;62;0;0;0
532;1;2043;1911;1849;62;0;0;0
533;1;2044;1915;1852;63;0;0;0
534;1;2045;1919;1856;63;0;0;0
535;1;2046;1921;1858;63;0;0;0
536;1;2047;1923;1861;62;0;0;0
537;1;2048;1925;1863;62;0;0;0
538;1;2049;1925;1863;62;0;0;0
539;1;2050;1924;1862;62;0;0;0
540;1;2051;1920;1858;62;0;0;0
541;1;2052;1916;1855;61;0;0;0
542;1;2053;1909;1850;59;0;0;0
543;1;2054;1903;1843;60;0;0;0
544;1;2055;1896;1836;60;0;0;0
545;1;2056;1891;1831;60;0;0;0
546;1;2057;1883;1821;62;0;0;0
547;1;2058;1878;1819;59;0;0;0
548;1;2059;1874;1815;59;0;0;0
549;1;2060;1870;1810;60;0;0;0
550;2;2011;20910;17988;2674;248;0;0
551;2;2012;21512;18579;2698;235;0;0
552;2;2013;22217;19164;2839;214;0;0
553;2;2014;22887;19751;2916;220;0;0
554;2;2015;23269;20022;3021;226;0;0
555;2;2016;23311;20049;3032;230;0;0
556;2;2017;23202;19934;3036;232;0;0
557;2;2018;23140;19903;3005;232;0;0
558;2;2019;23107;19864;3013;230;0;0
559;2;2020;23088;19826;3038;224;0;0
560;2;2021;23293;19967;3088;238;0;0
561;2;2022;23579;20191;3145;243;0;0
562;2;2023;23833;20406;3187;240;0;0
563;2;2024;23937;20480;3209;248;0;0
564;2;2025;23928;20455;3220;253;0;0
