ID;Geslacht;Leeftijd;Herkomstgroepering;Perioden;FormeelOnverzekerdenOpPeildatum_1;NogOnverzekerd6MaandenNaPeildatum_2;FormeelOnverzekerdOpPeildatum_3;NogOnverzekerd6MaandenNaPeildatum_4
465;1;4;1;1 mei 2006;300;220;2.0;1.5
466;1;4;1;1 mei 2007;190;160;1.4;1.1
467;1;4;1;1 mei 2008;260;220;1.8;1.5
468;1;4;1;1 mei 2009;230;180;1.5;1.2
469;1;4;1;1 mei 2010;230;190;1.4;1.2
470;1;4;2;1 mei 2006;410;290;2.5;1.7
471;1;4;2;1 mei 2007;220;170;1.5;1.1
472;1;4;2;1 mei 2008;280;230;1.7;1.4
473;1;4;2;1 mei 2009;260;200;1.5;1.1
474;1;4;2;1 mei 2010;270;210;1.4;1.1
475;1;4;3;1 mei 2006;590;430;2.3;1.6
476;1;4;3;1 mei 2007;400;320;1.8;1.4
477;1;4;3;1 mei 2008;450;370;1.8;1.5
478;1;4;3;1 mei 2009;420;330;1.6;1.2
479;1;4;3;1 mei 2010;380;310;1.3;1.1
480;1;4;4;1 mei 2006;250;160;3.1;2.0
481;1;4;4;1 mei 2007;160;110;2.3;1.6
482;1;4;4;1 mei 2008;200;150;2.4;1.9
483;1;4;4;1 mei 2009;220;180;2.6;2.1
484;1;4;4;1 mei 2010;160;120;1.8;1.4
485;1;4;5;1 mei 2006;2170;1640;6.3;4.7
486;1;4;5;1 mei 2007;1370;1040;4.9;3.7
487;1;4;5;1 mei 2008;1560;1240;4.7;3.7
488;1;4;5;1 mei 2009;1600;1300;4.4;3.6
489;1;4;5;1 mei 2010;1580;1290;4.0;3.3
490;1;4;6;1 mei 2006;6020;4880;3.8;3.1
491;1;4;6;1 mei 2007;4740;3760;3.1;2.5
492;1;4;6;1 mei 2008;4990;4130;3.2;2.6
493;1;4;6;1 mei 2009;5360;4410;3.4;2.8
494;1;4;6;1 mei 2010;5150;4200;3.2;2.6
495;1;5;9;1 mei 2006;4660;4000;0.4;0.3
496;1;5;9;1 mei 2007;2970;2630;0.3;0.3
497;1;5;9;1 mei 2008;3830;3490;0.3;0.3
498;1;5;9;1 mei 2009;3560;3220;0.3;0.3
499;1;5;9;1 mei 2010;3090;2810;0.3;0.2
500;1;5;0;1 mei 2006;2260;2000;0.2;0.2
501;1;5;0;1 mei 2007;1420;1290;0.2;0.1
502;1;5;0;1 mei 2008;1890;1750;0.2;0.2
503;1;5;0;1 mei 2009;1720;1570;0.2;0.2
504;1;5;0;1 mei 2010;1340;1220;0.1;0.1
505;1;5;8;1 mei 2006;2390;2000;1.5;1.3
506;1;5;8;1 mei 2007;1540;1340;1.2;1.1
507;1;5;8;1 mei 2008;1940;1740;1.3;1.2
508;1;5;8;1 mei 2009;1850;1650;1.2;1.1
509;1;5;8;1 mei 2010;1760;1590;1.1;1.0
510;1;5;1;1 mei 2006;120;100;1.0;0.9
511;1;5;1;1 mei 2007;80;60;0.9;0.7
512;1;5;1;1 mei 2008;100;90;0.9;0.8
513;1;5;1;1 mei 2009;60;50;0.6;0.5
514;1;5;1;1 mei 2010;40;30;0.3;0.3
515;1;5;2;1 mei 2006;120;90;1.1;0.9
516;1;5;2;1 mei 2007;80;70;1.0;0.8
517;1;5;2;1 mei 2008;100;80;1.0;0.8
518;1;5;2;1 mei 2009;80;70;0.8;0.7
519;1;5;2;1 mei 2010;70;60;0.6;0.6
520;1;5;3;1 mei 2006;160;130;1.9;1.5
521;1;5;3;1 mei 2007;100;80;1.4;1.2
522;1;5;3;1 mei 2008;130;120;1.6;1.5
523;1;5;3;1 mei 2009;110;100;1.2;1.1
524;1;5;3;1 mei 2010;100;90;1.0;1.0
525;1;5;4;1 mei 2006;40;30;2.1;1.5
526;1;5;4;1 mei 2007;30;20;2.1;1.5
527;1;5;4;1 mei 2008;40;30;1.9;1.9
528;1;5;4;1 mei 2009;40;40;2.1;1.8
529;1;5;4;1 mei 2010;40;30;1.5;1.4
530;1;5;5;1 mei 2006;330;270;4.3;3.6
531;1;5;5;1 mei 2007;210;180;3.7;3.1
532;1;5;5;1 mei 2008;280;240;3.9;3.3
533;1;5;5;1 mei 2009;250;220;3.2;2.8
534;1;5;5;1 mei 2010;240;210;2.8;2.4
535;1;5;6;1 mei 2006;1630;1380;1.4;1.2
536;1;5;6;1 mei 2007;1050;940;1.1;1.0
537;1;5;6;1 mei 2008;1300;1180;1.2;1.1
538;1;5;6;1 mei 2009;1300;1170;1.2;1.1
539;1;5;6;1 mei 2010;1280;1170;1.1;1.0
540;2;9;9;1 mei 2006;93470;69970;1.1;0.8
541;2;9;9;1 mei 2007;82920;61690;1.0;0.7
542;2;9;9;1 mei 2008;81740;63600;1.0;0.8
543;2;9;9;1 mei 2009;80640;63090;1.0;0.8
544;2;9;9;1 mei 2010;71940;55770;0.9;0.7
545;2;9;0;1 mei 2006;27430;21010;0.4;0.3
546;2;9;0;1 mei 2007;21310;16960;0.3;0.3
547;2;9;0;1 mei 2008;20220;16610;0.3;0.2
548;2;9;0;1 mei 2009;16740;13830;0.3;0.2
549;2;9;0;1 mei 2010;12450;10050;0.2;0.2
550;2;9;8;1 mei 2006;66040;48960;4.1;3.1
551;2;9;8;1 mei 2007;61610;44730;3.8;2.8
552;2;9;8;1 mei 2008;61520;47000;3.7;2.9
553;2;9;8;1 mei 2009;63900;49260;3.8;2.9
554;2;9;8;1 mei 2010;59490;45720;3.5;2.7
555;2;9;1;1 mei 2006;1970;1330;1.3;0.9
556;2;9;1;1 mei 2007;1600;1110;1.0;0.7
557;2;9;1;1 mei 2008;1570;1150;1.0;0.7
558;2;9;1;1 mei 2009;1220;890;0.7;0.5
559;2;9;1;1 mei 2010;1020;740;0.6;0.4
560;2;9;2;1 mei 2006;3030;2180;1.7;1.2
561;2;9;2;1 mei 2007;2500;1790;1.4;1.0
562;2;9;2;1 mei 2008;2400;1820;1.3;1.0
563;2;9;2;1 mei 2009;2190;1620;1.2;0.9
564;2;9;2;1 mei 2010;1880;1440;1.0;0.8
565;2;9;3;1 mei 2006;2670;1900;1.5;1.1
566;2;9;3;1 mei 2007;2130;1550;1.2;0.9
567;2;9;3;1 mei 2008;1920;1440;1.1;0.8
568;2;9;3;1 mei 2009;1720;1290;1.0;0.7
569;2;9;3;1 mei 2010;1350;1050;0.7;0.6
570;2;9;4;1 mei 2006;2660;2060;4.1;3.1
571;2;9;4;1 mei 2007;2500;2030;3.8;3.1
572;2;9;4;1 mei 2008;2730;2280;4.1;3.4
573;2;9;4;1 mei 2009;3160;2730;4.6;4.0
574;2;9;4;1 mei 2010;2620;2160;3.8;3.1
575;2;9;5;1 mei 2006;20600;15060;7.4;5.4
576;2;9;5;1 mei 2007;19090;13500;6.7;4.7
577;2;9;5;1 mei 2008;17770;13210;6.0;4.5
578;2;9;5;1 mei 2009;17720;13620;5.8;4.4
579;2;9;5;1 mei 2010;16620;12670;5.2;3.9
580;2;9;6;1 mei 2006;35120;26440;4.7;3.6
581;2;9;6;1 mei 2007;33790;24740;4.5;3.3
582;2;9;6;1 mei 2008;35120;27100;4.6;3.6
583;2;9;6;1 mei 2009;37910;29130;4.9;3.8
584;2;9;6;1 mei 2010;36000;27660;4.6;3.5
585;2;1;9;1 mei 2006;12980;9640;0.9;0.7
586;2;1;9;1 mei 2007;13190;9490;0.8;0.5
587;2;1;9;1 mei 2008;11250;8380;0.7;0.5
588;2;1;9;1 mei 2009;10620;8070;0.7;0.5
589;2;1;9;1 mei 2010;8160;6150;0.5;0.4
590;2;1;0;1 mei 2006;4890;3810;0.4;0.3
591;2;1;0;1 mei 2007;4710;3630;0.3;0.3
592;2;1;0;1 mei 2008;4140;3250;0.3;0.3
593;2;1;0;1 mei 2009;3470;2790;0.3;0.2
594;2;1;0;1 mei 2010;2230;1750;0.2;0.1
595;2;1;8;1 mei 2006;8090;5830;2.5;1.8
596;2;1;8;1 mei 2007;8480;5860;2.2;1.5
597;2;1;8;1 mei 2008;7120;5130;1.9;1.4
598;2;1;8;1 mei 2009;7150;5280;1.9;1.4
599;2;1;8;1 mei 2010;5940;4400;1.6;1.2
600;2;1;1;1 mei 2006;320;210;0.6;0.4
601;2;1;1;1 mei 2007;320;200;0.5;0.3
602;2;1;1;1 mei 2008;310;210;0.5;0.4
603;2;1;1;1 mei 2009;220;140;0.4;0.2
604;2;1;1;1 mei 2010;190;120;0.3;0.2
605;2;1;2;1 mei 2006;480;340;0.9;0.7
606;2;1;2;1 mei 2007;480;310;0.8;0.5
607;2;1;2;1 mei 2008;400;300;0.7;0.5
608;2;1;2;1 mei 2009;390;260;0.7;0.5
609;2;1;2;1 mei 2010;280;200;0.5;0.4
610;2;1;3;1 mei 2006;400;280;1.1;0.8
611;2;1;3;1 mei 2007;380;250;0.9;0.6
612;2;1;3;1 mei 2008;310;220;0.8;0.6
613;2;1;3;1 mei 2009;270;180;0.7;0.5
614;2;1;3;1 mei 2010;190;130;0.5;0.3
615;2;1;4;1 mei 2006;290;200;1.8;1.2
616;2;1;4;1 mei 2007;320;230;1.6;1.1
617;2;1;4;1 mei 2008;290;230;1.6;1.3
618;2;1;4;1 mei 2009;370;290;2.0;1.5
619;2;1;4;1 mei 2010;250;190;1.3;1.0
620;2;1;5;1 mei 2006;2860;2040;3.6;2.6
621;2;1;5;1 mei 2007;3150;2160;3.3;2.3
622;2;1;5;1 mei 2008;2360;1710;2.6;1.9
623;2;1;5;1 mei 2009;2130;1590;2.3;1.7
624;2;1;5;1 mei 2010;1780;1330;1.9;1.4
625;2;1;6;1 mei 2006;3740;2770;4.1;3.0
626;2;1;6;1 mei 2007;3840;2710;3.5;2.4
627;2;1;6;1 mei 2008;3450;2470;3.3;2.3
628;2;1;6;1 mei 2009;3770;2810;3.5;2.6
629;2;1;6;1 mei 2010;3250;2420;3.0;2.2
630;2;2;9;1 mei 2006;42640;30160;2.6;1.8
631;2;2;9;1 mei 2007;41260;29420;2.4;1.7
632;2;2;9;1 mei 2008;40580;30420;2.4;1.8
633;2;2;9;1 mei 2009;41710;31420;2.5;1.9
634;2;2;9;1 mei 2010;39390;29550;2.3;1.7
635;2;2;0;1 mei 2006;8780;5710;0.7;0.5
636;2;2;0;1 mei 2007;6430;4630;0.5;0.4
637;2;2;0;1 mei 2008;5580;4110;0.5;0.3
638;2;2;0;1 mei 2009;4600;3360;0.4;0.3
639;2;2;0;1 mei 2010;3500;2500;0.3;0.2
640;2;2;8;1 mei 2006;33870;24450;8.1;5.8
641;2;2;8;1 mei 2007;34840;24790;7.9;5.6
642;2;2;8;1 mei 2008;35000;26310;8.0;6.0
643;2;2;8;1 mei 2009;37110;28060;8.2;6.2
644;2;2;8;1 mei 2010;35900;27050;7.8;5.8
645;2;2;1;1 mei 2006;1090;700;2.0;1.3
646;2;2;1;1 mei 2007;910;610;1.7;1.2
647;2;2;1;1 mei 2008;790;530;1.5;1.0
648;2;2;1;1 mei 2009;610;430;1.1;0.8
649;2;2;1;1 mei 2010;500;350;0.9;0.6
650;2;2;2;1 mei 2006;1520;1040;2.7;1.8
651;2;2;2;1 mei 2007;1340;950;2.3;1.6
652;2;2;2;1 mei 2008;1240;900;2.2;1.6
653;2;2;2;1 mei 2009;1130;810;2.0;1.4
654;2;2;2;1 mei 2010;1040;770;1.8;1.3
655;2;2;3;1 mei 2006;1090;700;2.3;1.4
656;2;2;3;1 mei 2007;820;550;1.7;1.1
657;2;2;3;1 mei 2008;710;500;1.5;1.0
658;2;2;3;1 mei 2009;660;450;1.3;0.9
659;2;2;3;1 mei 2010;500;360;1.0;0.7
660;2;2;4;1 mei 2006;1930;1550;8.9;7.2
661;2;2;4;1 mei 2007;1850;1550;8.6;7.3
662;2;2;4;1 mei 2008;2060;1740;9.3;7.9
663;2;2;4;1 mei 2009;2330;2050;10.1;8.9
664;2;2;4;1 mei 2010;2040;1690;8.8;7.3
665;2;2;5;1 mei 2006;10810;7870;12.3;8.9
666;2;2;5;1 mei 2007;10970;7790;11.9;8.5
667;2;2;5;1 mei 2008;10380;7640;11.1;8.2
668;2;2;5;1 mei 2009;10650;8110;10.8;8.2
669;2;2;5;1 mei 2010;10300;7780;10.0;7.6
670;2;2;6;1 mei 2006;17430;12590;11.6;8.4
671;2;2;6;1 mei 2007;18950;13340;11.4;8.0
672;2;2;6;1 mei 2008;19830;15020;12.0;9.1
673;2;2;6;1 mei 2009;21740;16210;12.7;9.5
674;2;2;6;1 mei 2010;21520;16100;12.3;9.2
675;2;3;9;1 mei 2006;23430;17880;1.2;0.9
676;2;3;9;1 mei 2007;17770;13570;0.9;0.7
677;2;3;9;1 mei 2008;17960;14270;1.0;0.8
678;2;3;9;1 mei 2009;17510;14070;0.9;0.8
679;2;3;9;1 mei 2010;15110;12040;0.8;0.7
680;2;3;0;1 mei 2006;7280;5780;0.5;0.4
681;2;3;0;1 mei 2007;5420;4450;0.4;0.3
682;2;3;0;1 mei 2008;5150;4340;0.3;0.3
683;2;3;0;1 mei 2009;4330;3670;0.3;0.3
684;2;3;0;1 mei 2010;3350;2780;0.2;0.2
685;2;3;8;1 mei 2006;16150;12100;4.1;3.0
686;2;3;8;1 mei 2007;12350;9130;3.2;2.4
687;2;3;8;1 mei 2008;12810;9930;3.2;2.5
688;2;3;8;1 mei 2009;13180;10400;3.3;2.6
689;2;3;8;1 mei 2010;11760;9260;2.9;2.3
690;2;3;1;1 mei 2006;360;250;1.2;0.8
691;2;3;1;1 mei 2007;220;160;0.8;0.6
692;2;3;1;1 mei 2008;280;220;0.9;0.7
693;2;3;1;1 mei 2009;240;190;0.7;0.6
694;2;3;1;1 mei 2010;220;170;0.6;0.5
695;2;3;2;1 mei 2006;700;530;1.5;1.2
696;2;3;2;1 mei 2007;440;320;1.1;0.8
697;2;3;2;1 mei 2008;480;390;1.1;0.9
698;2;3;2;1 mei 2009;450;360;1.0;0.8
699;2;3;2;1 mei 2010;380;310;0.8;0.7
700;2;3;3;1 mei 2006;650;490;1.3;1.0
701;2;3;3;1 mei 2007;520;400;1.1;0.8
702;2;3;3;1 mei 2008;480;360;1.0;0.7
703;2;3;3;1 mei 2009;440;350;0.9;0.7
704;2;3;3;1 mei 2010;350;290;0.7;0.6
705;2;3;4;1 mei 2006;250;170;1.7;1.2
706;2;3;4;1 mei 2007;200;150;1.4;1.1
707;2;3;4;1 mei 2008;210;170;1.5;1.2
708;2;3;4;1 mei 2009;250;210;1.7;1.4
709;2;3;4;1 mei 2010;190;150;1.3;1.0
710;2;3;5;1 mei 2006;5290;3850;7.3;5.3
711;2;3;5;1 mei 2007;3860;2690;5.7;3.9
712;2;3;5;1 mei 2008;3800;2850;5.3;3.9
713;2;3;5;1 mei 2009;3700;2910;4.9;3.9
714;2;3;5;1 mei 2010;3400;2640;4.4;3.4
715;2;3;6;1 mei 2006;8910;6810;4.8;3.7
716;2;3;6;1 mei 2007;7110;5410;3.8;2.9
717;2;3;6;1 mei 2008;7560;5940;4.1;3.2
718;2;3;6;1 mei 2009;8110;6390;4.3;3.4
719;2;3;6;1 mei 2010;7220;5710;3.8;3.0
720;2;4;9;1 mei 2006;9890;8230;0.6;0.5
721;2;4;9;1 mei 2007;7510;6270;0.5;0.4
722;2;4;9;1 mei 2008;8150;7040;0.5;0.4
723;2;4;9;1 mei 2009;7520;6500;0.4;0.4
724;2;4;9;1 mei 2010;6560;5530;0.4;0.3
725;2;4;0;1 mei 2006;4100;3510;0.3;0.3
726;2;4;0;1 mei 2007;3140;2720;0.2;0.2
727;2;4;0;1 mei 2008;3340;2990;0.2;0.2
728;2;4;0;1 mei 2009;2730;2460;0.2;0.2
729;2;4;0;1 mei 2010;2180;1920;0.2;0.1
730;2;4;8;1 mei 2006;5790;4720;2.2;1.8
731;2;4;8;1 mei 2007;4370;3560;1.8;1.5
732;2;4;8;1 mei 2008;4810;4050;1.8;1.5
733;2;4;8;1 mei 2009;4790;4040;1.8;1.5
734;2;4;8;1 mei 2010;4370;3620;1.6;1.3
735;2;4;1;1 mei 2006;110;90;0.8;0.6
736;2;4;1;1 mei 2007;80;70;0.7;0.6
737;2;4;1;1 mei 2008;120;110;0.9;0.8
738;2;4;1;1 mei 2009;80;70;0.5;0.5
739;2;4;1;1 mei 2010;60;50;0.4;0.3
740;2;4;2;1 mei 2006;160;120;1.0;0.8
741;2;4;2;1 mei 2007;120;110;0.8;0.7
742;2;4;2;1 mei 2008;140;130;0.9;0.8
743;2;4;2;1 mei 2009;110;90;0.6;0.5
744;2;4;2;1 mei 2010;90;70;0.5;0.4
745;2;4;3;1 mei 2006;360;270;1.2;0.9
746;2;4;3;1 mei 2007;270;230;1.0;0.9
747;2;4;3;1 mei 2008;270;220;0.9;0.8
748;2;4;3;1 mei 2009;220;190;0.7;0.6
749;2;4;3;1 mei 2010;200;170;0.6;0.5
750;2;4;4;1 mei 2006;140;100;1.5;1.1
751;2;4;4;1 mei 2007;110;80;1.3;1.0
752;2;4;4;1 mei 2008;140;120;1.5;1.3
753;2;4;4;1 mei 2009;160;140;1.7;1.5
754;2;4;4;1 mei 2010;110;90;1.1;0.9
755;2;4;5;1 mei 2006;1300;1030;4.2;3.3
756;2;4;5;1 mei 2007;860;640;3.4;2.6
757;2;4;5;1 mei 2008;960;780;3.2;2.6
758;2;4;5;1 mei 2009;980;810;3.0;2.4
759;2;4;5;1 mei 2010;910;720;2.5;2.0
760;2;4;6;1 mei 2006;3720;3110;2.2;1.9
761;2;4;6;1 mei 2007;2930;2430;1.9;1.5
762;2;4;6;1 mei 2008;3180;2680;1.9;1.6
763;2;4;6;1 mei 2009;3240;2750;1.9;1.6
764;2;4;6;1 mei 2010;3010;2510;1.8;1.5
765;2;5;9;1 mei 2006;4530;4070;0.3;0.3
766;2;5;9;1 mei 2007;3200;2930;0.2;0.2
767;2;5;9;1 mei 2008;3800;3510;0.3;0.2
768;2;5;9;1 mei 2009;3290;3050;0.2;0.2
769;2;5;9;1 mei 2010;2710;2500;0.2;0.2
770;2;5;0;1 mei 2006;2380;2210;0.2;0.2
771;2;5;0;1 mei 2007;1620;1540;0.1;0.1
772;2;5;0;1 mei 2008;2010;1920;0.2;0.1
773;2;5;0;1 mei 2009;1620;1550;0.1;0.1
774;2;5;0;1 mei 2010;1190;1110;0.1;0.1
775;2;5;8;1 mei 2006;2150;1860;1.1;1.0
776;2;5;8;1 mei 2007;1570;1390;1.0;0.9
777;2;5;8;1 mei 2008;1790;1590;1.0;0.9
778;2;5;8;1 mei 2009;1670;1500;0.9;0.8
779;2;5;8;1 mei 2010;1530;1390;0.8;0.7
780;2;5;1;1 mei 2006;90;80;1.6;1.4
781;2;5;1;1 mei 2007;80;70;1.7;1.5
782;2;5;1;1 mei 2008;90;80;1.5;1.4
783;2;5;1;1 mei 2009;70;60;1.1;0.9
784;2;5;1;1 mei 2010;50;40;0.8;0.7
785;2;5;2;1 mei 2006;170;150;2.2;1.9
786;2;5;2;1 mei 2007;120;100;2.1;1.8
787;2;5;2;1 mei 2008;130;110;1.8;1.5
788;2;5;2;1 mei 2009;110;100;1.4;1.2
789;2;5;2;1 mei 2010;100;90;1.1;1.0
790;2;5;3;1 mei 2006;180;160;1.5;1.3
791;2;5;3;1 mei 2007;140;130;1.4;1.2
792;2;5;3;1 mei 2008;150;130;1.3;1.1
793;2;5;3;1 mei 2009;140;120;1.1;1.0
794;2;5;3;1 mei 2010;110;110;0.9;0.8
795;2;5;4;1 mei 2006;40;30;1.3;0.9
796;2;5;4;1 mei 2007;30;20;1.2;0.9
797;2;5;4;1 mei 2008;40;30;1.5;1.1
798;2;5;4;1 mei 2009;50;40;1.6;1.4
799;2;5;4;1 mei 2010;30;30;0.9;0.9
800;2;5;5;1 mei 2006;340;270;4.2;3.4
801;2;5;5;1 mei 2007;260;210;4.0;3.3
802;2;5;5;1 mei 2008;280;240;3.6;3.1
803;2;5;5;1 mei 2009;250;210;2.9;2.5
804;2;5;5;1 mei 2010;240;210;2.6;2.2
805;2;5;6;1 mei 2006;1320;1170;0.9;0.8
806;2;5;6;1 mei 2007;950;860;0.7;0.7
807;2;5;6;1 mei 2008;1110;1000;0.8;0.7
808;2;5;6;1 mei 2009;1060;970;0.7;0.7
809;2;5;6;1 mei 2010;1000;920;0.7;0.6
