ID;Sector;GeldgeverNemer;Perioden;TotaalVeranderingenVanVorderingen_1;MonetairGoud_2;TotaalVorderingenOpIntMonInst_3;OverdraagbareVorderingenOpHetIMF_4;NettoIMFPositie_5;OverdraagbareVorderingenInzakeHetEMS_6;TotaalChartaalEnGiraalGeld_7;ChartaalEnGiraalGeldInEuroS_8;ChartaalEnGiraalGeldInBuitenlVal_9;TotaalDepositoS_10;DepositoSInEuroS_11;DepositoSInEuroSKortlopend_12;DepositoSInEuroSLanglopend_13;DepositoSInBuitenlandseValuta_14;DepositoSInBuitenlValutaKortlopend_15;DepositoSInBuitenlValutaLanglopend_16;Obligaties_17;FinancieleDerivaten_18;Aandelen_19;WaardepapierOpKorteTermijn_20;Deelnemingen_21;LeningenOpKorteTermijn_22;LeningenOpLangeTermijn_23;OnroerendGoedBeleggingen_24;TechnischeVerzekeringsverplichtingen_25;TotaalVeranderingenVanSchulden_26;TotaalChartaalEnGiraalGeld_27;ChartaalEnGiraalGeldInEuroS_28;ChartaalEnGiraalGeldInBuitenlVal_29;TotaalDepositoS_30;DepositoSInEuroS_31;DepositoSInEuroSKortlopend_32;DepositoSInEuroSLanglopend_33;DepositoSInBuitenlandseValuta_34;DepositoSInBuitenlValutaKortlopend_35;DepositoSInBuitenlValutaLanglopend_36;TotaalSpaartegoeden_37;TotaalSpaartegoedenInEuroS_38;Kort_39;Lang_40;TotaalSpaartegoedenInBuitenlValuta_41;Kort_42;Lang_43;Obligaties_44;AandelenEnDeelnemingen_45;WaardepapierOpKorteTermijn_46;LeningenOpKorteTermijn_47;LeningenOpLangeTermijn_48;TechnischeVerzekeringsverplichtingen_49;SaldoVanVerandVordEnSchulden_50;Transitoria_51;SaldoOfVanFinancieleMiddelen_52
0;10000;Totaal geldgever/-nemer;1999;62519.0;-590.0;84.0;147.0;-62.0;0.0;-6104.0;-2541.0;-3563.0;-7659.0;-1074.0;-1074.0;0.0;-6586.0;-6586.0;0.0;-6005;-3631.0;-4422.0;3435;576.0;28946;57890;0.0;;70276.0;9229.0;10373.0;-1145.0;7903.0;9384.0;8624.0;760.0;-1481.0;-3096.0;1615.0;8203.0;8365.0;7980.0;385.0;-162.0;-154.0;-8.0;26087.0;2030.0;10647.0;4412;1765;;-7757.0;10586.0;2829.0
1;10000;Totaal geldgever/-nemer;2000;82842.0;-680.0;-841.0;-337.0;-504.0;0.0;16902.0;8986.0;7916.0;1211.0;-1479.0;-1479.0;0.0;2689.0;2689.0;0.0;12695;4181.0;3154.0;-8701;9689.0;-10398;55629;0.0;;71677.0;21527.0;13958.0;7569.0;26501.0;13268.0;13349.0;-81.0;13232.0;10920.0;2312.0;4065.0;3465.0;2608.0;856.0;600.0;559.0;41.0;15919.0;1330.0;11.0;-4289;6615;;11165.0;-6238.0;4927.0
2;10000;Totaal geldgever/-nemer;2001;138331.0;-267.0;632.0;142.0;490.0;0.0;-8723.0;-4321.0;-4402.0;66424.0;20869.0;20869.0;0.0;45555.0;45555.0;0.0;4720;6300.0;3591.0;-953;3607.0;22604;40397;0.0;;132674.0;28701.0;18796.0;9905.0;58742.0;20480.0;20305.0;175.0;38262.0;35577.0;2685.0;18204.0;18500.0;17557.0;943.0;-296.0;-281.0;-15.0;21176.0;-2513.0;10015.0;-3640;1988;;5657.0;-2226.0;3431.0
3;10000;Totaal geldgever/-nemer;2002;128128.0;-346.0;171.0;-118.0;289.0;0.0;3761.0;355.0;3406.0;15494.0;16348.0;16348.0;0.0;-854.0;-854.0;0.0;32014;7399.0;-1231.0;-2408;2016.0;27601;43657;0.0;;119866.0;3938.0;9183.0;-5245.0;60035.0;44678.0;41329.0;3349.0;15357.0;15829.0;-472.0;14938.0;14991.0;16116.0;-1125.0;-53.0;-25.0;-28.0;22290.0;-856.0;6590.0;8183;4748;;8262.0;-5746.0;2516.0
4;10000;Totaal geldgever/-nemer;2003;135311.0;-795.0;-26.0;18.0;-44.0;0.0;12662.0;10673.0;1989.0;48997.0;46943.0;46943.0;0.0;2054.0;2054.0;0.0;12607;466.0;1348.0;5380;314.0;-6518;60876;0.0;;119172.0;31836.0;19193.0;12643.0;19878.0;29847.0;30352.0;-505.0;-9969.0;-14153.0;4184.0;17203.0;19219.0;11967.0;7252.0;-2016.0;-1943.0;-73.0;37384.0;211.0;-3400.0;3216;12843;;16139.0;-13829.0;2310.0
5;10000;Totaal geldgever/-nemer;2004;155349.0;0.0;-430.0;-27.0;-403.0;0.0;11660.0;6401.0;5259.0;17658.0;19829.0;19829.0;0.0;-2171.0;-2171.0;0.0;3539;1020.0;6992.0;6949;3953.0;42292;61716;0.0;;149126.0;-1738.0;7758.0;-9496.0;84160.0;54852.0;51994.0;2858.0;29308.0;24417.0;4891.0;14471.0;14472.0;12918.0;1554.0;-1.0;0.0;-1.0;43089.0;-979.0;4473.0;6837;-1187;;6223.0;-3192.0;3031.0
6;10000;Totaal geldgever/-nemer;2005;147320.0;-940.0;-1052.0;0.0;-1052.0;0.0;20464.0;9399.0;11065.0;18009.0;4694.0;4694.0;0.0;13315.0;13315.0;0.0;10891;1194.0;3617.0;739;6017.0;25105;63276;0.0;;148441.0;24529.0;14114.0;10415.0;49525.0;33132.0;37331.0;-4199.0;16393.0;9882.0;6511.0;13084.0;13016.0;15368.0;-2352.0;68.0;66.0;2.0;56998.0;2741.0;-5365.0;2285;4644;;-1121.0;3742.0;2621.0
7;10000;Totaal geldgever/-nemer;2006;220533.0;-815.0;-422.0;22.0;-444.0;0.0;76720.0;34356.0;42364.0;34115.0;46489.0;46489.0;0.0;-12374.0;-12374.0;0.0;24153;2215.0;-3825.0;-2399;13280.0;29498;48013;0.0;;195211.0;50531.0;23381.0;27150.0;117826.0;48749.0;38547.0;10202.0;69077.0;69925.0;-848.0;11052.0;11022.0;10694.0;328.0;30.0;28.0;2.0;30444.0;-1096.0;1067.0;-14500;-113;;25322.0;-23701.0;1621.0
8;10000;Totaal geldgever/-nemer;2007;353925.0;-332.0;-22.0;110.0;-132.0;0.0;32889.0;24531.0;8358.0;91623.0;70328.0;70328.0;0.0;21295.0;21295.0;0.0;103945;1598.0;9368.0;1110;31060.0;49965;32721;0.0;;346311.0;24809.0;13702.0;11107.0;161669.0;112068.0;62538.0;49530.0;49601.0;49659.0;-58.0;17926.0;17832.0;13865.0;3967.0;94.0;94.0;0.0;27577.0;12514.0;8707.0;56814;36295;;7614.0;-7767.0;-153.0
9;10000;Totaal geldgever/-nemer;2008;-30367.0;-172.0;458.0;43.0;415.0;0.0;-32889.0;-23482.0;-9407.0;-30550.0;-18375.0;-18375.0;0.0;-12175.0;-12175.0;0.0;63761;8233.0;-5689.0;-5082;-18798.0;-12114;2475;0.0;;-26080.0;-37959.0;-18756.0;-19203.0;-27156.0;11305.0;2082.0;9223.0;-38461.0;-28875.0;-9586.0;19631.0;19761.0;11403.0;8358.0;-130.0;-134.0;4.0;-15907.0;10881.0;13438.0;19736;-8744;;-4287.0;-5983.0;-10270.0
