ID;Leeftijd;Perioden;TotaalParen_1;GeenKinderen_2;k_1Kind_3;k_2Kinderen_4;k_3OfMeerKinderen_5;TotaalEenouderhuishoudens_6;k_1Kind_7;k_2Kinderen_8;k_3OfMeerKinderen_9
179;103;2010;924224;252349;271898;295402;104575;155826;88579;52096;15151
180;103;2011;927478;243713;274746;303145;105874;160051;91076;53451;15524
181;103;2012;928309;236202;276418;309103;106586;163517;93207;54511;15799
182;103;2013;927073;228966;276926;313953;107228;166659;95179;55442;16038
183;103;2014;925861;222229;277644;318147;107841;169424;96896;56274;16254
184;103;2015;926195;215143;278408;323589;109055;172661;98772;57322;16567
185;103;2016;924594;208357;278754;327940;109543;175152;100282;58096;16774
186;103;2017;916525;198917;278107;330435;109066;176420;101143;58433;16844
187;103;2018;904595;188714;276879;331188;107814;176491;101362;58351;16778
188;103;2019;885676;177841;273795;328895;105145;174716;100619;57601;16496
189;103;2020;862864;167310;269554;324042;101958;171952;99310;56517;16125
190;103;2021;839055;158534;264209;317924;98388;168583;97691;55205;15687
191;103;2022;816128;152126;257737;311384;94881;165089;95945;53875;15269
192;103;2023;793999;147991;250313;304081;91614;161407;93999;52540;14868
193;103;2024;772405;145457;240980;296973;88995;157739;91913;51297;14529
194;103;2025;747883;141892;229674;289691;86626;153547;89325;50021;14201
195;103;2026;727646;137817;219925;284670;85234;150187;87118;49081;13988
196;103;2027;711054;134113;211916;280789;84236;147357;85227;48318;13812
197;103;2028;696232;130781;205200;277027;83224;144773;83549;47594;13630
198;103;2029;687287;128249;201697;274821;82520;143104;82501;47103;13500
199;103;2030;682631;126307;199918;274114;82292;142208;81911;46853;13444
200;103;2031;682160;124916;199965;274846;82433;142042;81767;46826;13449
201;103;2032;684352;123709;200965;276715;82963;142375;81884;46980;13511
202;103;2033;687059;122870;202170;278562;83457;142897;82127;47188;13582
203;103;2034;689449;122251;203100;280208;83890;143436;82378;47400;13658
204;103;2035;693053;122052;204168;282353;84480;144278;82806;47710;13762
205;103;2036;697441;122027;204765;285254;85395;145492;83380;48184;13928
206;103;2037;702723;122262;205901;288277;86283;146950;84129;48722;14099
207;103;2038;709198;123225;207954;291055;86964;148535;85049;49240;14246
208;103;2039;715786;124507;210314;293478;87487;150082;86002;49709;14371
209;103;2040;721448;125821;212300;295438;87889;151471;86869;50119;14483
210;103;2041;724713;127227;213569;296058;87859;152349;87488;50334;14527
211;103;2042;726095;128528;214047;295897;87623;152911;87914;50447;14550
212;103;2043;728507;129964;214709;296239;87595;153619;88419;50605;14595
213;103;2044;732440;131571;215576;297395;87898;154709;89101;50912;14696
214;103;2045;735805;133098;216086;298422;88199;155749;89729;51224;14796
215;103;2046;738780;134115;216005;299913;88747;156820;90294;51596;14930
216;103;2047;740374;134935;215699;300721;89019;157627;90735;51870;15022
217;103;2048;741954;135777;215722;301305;89150;158380;91186;52102;15092
218;103;2049;743226;136541;215884;301632;89169;159046;91620;52287;15139
219;103;2050;742419;137023;215765;300838;88793;159199;91807;52273;15119
220;104;2007;759994;650576;91505;15820;2093;48131;38148;8503;1480
221;104;2008;776240;661140;95039;17652;2409;49299;39117;8668;1514
222;104;2009;787023;665167;99232;19864;2760;50177;39836;8799;1542
223;104;2010;794891;665088;104341;22325;3137;51030;40515;8945;1570
224;104;2011;806775;667805;110528;24940;3502;51993;41306;9090;1597
225;104;2012;796359;647449;117157;27842;3911;52146;41352;9183;1611
226;104;2013;790320;630766;124499;30739;4316;52511;41559;9323;1629
227;104;2014;789918;619699;132000;33590;4629;53267;42114;9493;1660
228;104;2015;794246;612957;140259;36172;4858;54300;42894;9707;1699
229;104;2016;799578;608214;147794;38400;5170;55364;43720;9912;1732
230;104;2017;807755;606236;155190;40840;5489;56613;44694;10144;1775
231;104;2018;813928;602738;162025;43337;5828;57823;45634;10374;1815
232;104;2019;821104;600021;168889;45953;6241;59168;46682;10626;1860
233;104;2020;828759;597783;175730;48628;6618;60530;47751;10875;1904
234;104;2021;833247;593831;181724;50855;6837;61531;48564;11038;1929
235;104;2022;835319;588646;187031;52608;7034;62270;49180;11144;1946
236;104;2023;835471;582226;191849;54163;7233;62915;49723;11230;1962
237;104;2024;835395;575395;197000;55593;7407;63602;50283;11333;1986
238;104;2025;836763;569110;202695;57261;7697;64750;51171;11549;2030
239;104;2026;836227;563660;206687;58041;7839;65548;51815;11681;2052
240;104;2027;829830;556029;208024;57940;7837;65813;52055;11704;2054
241;104;2028;819870;547415;207444;57287;7724;65563;51910;11618;2035
242;104;2029;803503;536796;203666;55561;7480;64489;51136;11367;1986
243;104;2030;783665;524059;198686;53714;7206;63129;50123;11073;1933
244;104;2031;762911;511524;192750;51686;6951;61606;48976;10752;1878
245;104;2032;742838;499156;186960;49968;6754;60186;47883;10471;1832
246;104;2033;723409;486623;181549;48614;6623;58871;46851;10227;1793
247;104;2034;704440;473008;177048;47805;6579;57745;45944;10038;1763
248;104;2035;682846;455912;173153;47218;6563;56540;44951;9856;1733
249;104;2036;665120;440199;171082;47210;6629;55740;44261;9760;1719
250;104;2037;650552;427163;169527;47185;6677;55036;43662;9671;1703
251;104;2038;637487;416254;167748;46832;6653;54256;43027;9550;1679
252;104;2039;629636;409911;166580;46518;6627;53701;42584;9455;1662
253;104;2040;625626;406078;166347;46546;6655;53464;42383;9422;1659
254;104;2041;625318;404839;166931;46822;6726;53496;42400;9433;1663
255;104;2042;627393;404854;168307;47388;6844;53771;42603;9492;1676
256;104;2043;629977;405597;169605;47840;6935;54077;42843;9547;1687
257;104;2044;632330;406315;170798;48211;7006;54360;43067;9596;1697
258;104;2045;635818;407770;172284;48672;7092;54757;43383;9664;1710
259;104;2046;640081;409034;174381;49437;7229;55385;43866;9785;1734
260;104;2047;645189;411356;176426;50068;7339;56024;44370;9900;1754
261;104;2048;651382;415559;178049;50386;7388;56590;44836;9986;1768
262;104;2049;657696;420385;179343;50556;7412;57090;45258;10052;1780
263;104;2050;663202;424711;180373;50685;7433;57549;45641;10117;1791
264;105;2007;418394;414932;3461;0;1;19828;18977;640;211
265;105;2008;427153;424010;3142;0;1;19763;18909;640;214
266;105;2009;440588;437635;2952;0;1;19936;19061;654;221
267;105;2010;456093;453170;2921;0;2;20174;19280;668;226
268;105;2011;467924;465065;2857;0;2;20273;19365;675;233
269;105;2012;501334;497931;3400;0;3;21241;20249;744;248
270;105;2013;530372;526644;3725;0;3;22084;21016;799;269
271;105;2014;552077;547989;4085;0;3;22592;21468;842;282
272;105;2015;569354;564964;4386;0;4;22957;21797;875;285
273;105;2016;583518;578688;4825;0;5;23202;22003;907;292
274;105;2017;597243;591912;5326;0;5;23460;22220;942;298
275;105;2018;610591;604580;6007;0;4;23719;22456;967;296
276;105;2019;619725;612950;6771;0;4;23819;22547;981;291
277;105;2020;626626;618972;7650;0;4;23843;22548;1000;295
278;105;2021;636028;627448;8576;0;4;23956;22626;1030;300
279;105;2022;630306;620670;9626;6;4;23425;22078;1052;295
280;105;2023;627823;617051;10747;21;4;23020;21640;1085;295
281;105;2024;629413;617547;11838;24;4;22819;21411;1119;289
282;105;2025;634492;621486;12969;33;4;22752;21315;1147;290
283;105;2026;640030;625941;14027;59;3;22722;21260;1171;291
284;105;2027;647791;632639;15076;73;3;22773;21278;1203;292
285;105;2028;654036;637728;16203;102;3;22791;21262;1233;296
286;105;2029;660957;643501;17332;121;3;22849;21288;1265;296
287;105;2030;668167;649604;18422;138;3;22936;21337;1301;298
288;105;2031;672693;653206;19341;143;3;22919;21300;1323;296
289;105;2032;675110;654904;20056;147;3;22861;21230;1336;295
290;105;2033;675922;654947;20817;156;2;22753;21119;1343;291
291;105;2034;676609;654831;21608;168;2;22658;21022;1349;287
292;105;2035;678891;656212;22497;180;2;22669;21015;1369;285
293;105;2036;679409;656165;23066;177;1;22603;20941;1379;283
294;105;2037;675187;651753;23264;169;1;22374;20724;1372;278
295;105;2038;667912;644516;23237;158;1;21991;20376;1348;267
296;105;2039;655201;632238;22815;147;1;21370;19811;1303;256
297;105;2040;639750;617291;22320;139;0;20657;19163;1251;243
298;105;2041;623421;601504;21780;137;0;19904;18474;1198;232
299;105;2042;607695;586245;21310;140;0;19212;17837;1153;222
300;105;2043;592569;571486;20942;141;0;18555;17221;1120;214
301;105;2044;578153;557292;20714;147;0;17969;16663;1098;208
302;105;2045;562019;541349;20519;151;0;17371;16086;1081;204
303;105;2046;549304;528608;20539;157;0;16910;15632;1077;201
304;105;2047;538993;518289;20545;159;0;16526;15253;1074;199
305;105;2048;529659;509082;20421;156;0;16161;14899;1066;196
306;105;2049;524286;503784;20347;155;0;15900;14649;1057;194
307;105;2050;521964;501387;20418;159;0;15749;14502;1055;192
308;106;2007;163792;163792;0;0;0;17009;16689;298;22
309;106;2008;168556;168556;0;0;0;16971;16648;301;22
310;106;2009;172357;172357;0;0;0;16827;16500;305;22
311;106;2010;176641;176641;0;0;0;16726;16397;307;22
312;106;2011;180977;180977;0;0;0;16653;16321;310;22
313;106;2012;185773;185773;0;0;0;16582;16247;313;22
314;106;2013;190642;190642;0;0;0;16511;16171;318;22
315;106;2014;196567;196567;0;0;0;16467;16121;323;23
316;106;2015;202925;202925;0;0;0;16449;16096;329;24
317;106;2016;209542;209542;0;0;0;16432;16075;333;24
318;106;2017;214787;214787;0;0;0;16377;16012;340;25
319;106;2018;221145;221145;0;0;0;16347;15978;344;25
320;106;2019;230208;230208;0;0;0;16498;16117;353;28
321;106;2020;240511;240511;0;0;0;16696;16304;363;29
322;106;2021;248045;248045;0;0;0;16788;16385;375;28
323;106;2022;269990;269990;0;0;0;17502;17076;393;33
324;106;2023;288361;288361;0;0;0;18134;17683;416;35
325;106;2024;301701;301701;0;0;0;18532;18063;436;33
326;106;2025;311866;311866;0;0;0;18813;18329;453;31
327;106;2026;319852;319852;0;0;0;18990;18502;458;30
328;106;2027;326892;326892;0;0;0;19158;18673;456;29
329;106;2028;333925;333925;0;0;0;19307;18824;453;30
330;106;2029;338857;338857;0;0;0;19312;18826;456;30
331;106;2030;342833;342833;0;0;0;19211;18719;463;29
332;106;2031;347698;347698;0;0;0;19197;18701;467;29
333;106;2032;347361;347361;0;0;0;18629;18148;453;28
334;106;2033;348782;348782;0;0;0;18170;17702;440;28
335;106;2034;352032;352032;0;0;0;17858;17398;432;28
336;106;2035;357003;357003;0;0;0;17637;17184;426;27
337;106;2036;361811;361811;0;0;0;17470;17021;423;26
338;106;2037;367862;367839;23;0;0;17356;16911;419;26
339;106;2038;373142;373067;75;0;0;17208;16770;413;25
340;106;2039;378681;378555;126;0;0;17090;16657;408;25
341;106;2040;384353;384180;173;0;0;16983;16555;404;24
342;106;2041;388232;388025;207;0;0;16833;16410;399;24
343;106;2042;390739;390477;262;0;0;16629;16214;393;22
344;106;2043;392328;391964;364;0;0;16391;15986;384;21
345;106;2044;393975;393508;467;0;0;16133;15739;374;20
346;106;2045;397218;396647;571;0;0;15900;15516;364;20
347;106;2046;399093;398453;640;0;0;15624;15250;355;19
348;106;2047;398132;397412;720;0;0;15236;14874;344;18
349;106;2048;395126;394337;789;0;0;14785;14437;331;17
350;106;2049;388440;387624;816;0;0;14243;13912;315;16
351;106;2050;380299;379467;832;0;0;13650;13340;296;14
352;107;2007;16764;16764;0;0;0;6540;6403;120;17
353;107;2008;18085;18085;0;0;0;6835;6688;129;18
354;107;2009;19487;19487;0;0;0;7140;6985;136;19
355;107;2010;20774;20774;0;0;0;7411;7253;139;19
356;107;2011;21860;21860;0;0;0;7640;7479;142;19
357;107;2012;22902;22902;0;0;0;7859;7696;144;19
358;107;2013;23870;23870;0;0;0;8044;7877;147;20
359;107;2014;25103;25103;0;0;0;8266;8095;151;20
360;107;2015;26275;26275;0;0;0;8453;8276;156;21
361;107;2016;27667;27667;0;0;0;8611;8427;162;22
362;107;2017;28882;28882;0;0;0;8735;8544;168;23
363;107;2018;30182;30182;0;0;0;8861;8663;174;24
364;107;2019;31229;31229;0;0;0;8905;8703;178;24
365;107;2020;32401;32401;0;0;0;8937;8731;182;24
366;107;2021;33572;33572;0;0;0;8968;8758;185;25
367;107;2022;34907;34907;0;0;0;8998;8784;189;25
368;107;2023;36282;36282;0;0;0;9022;8803;193;26
369;107;2024;38083;38083;0;0;0;9098;8872;199;27
370;107;2025;40013;40013;0;0;0;9184;8950;206;28
371;107;2026;42073;42073;0;0;0;9292;9049;214;29
372;107;2027;43607;43607;0;0;0;9358;9107;221;30
373;107;2028;45517;45517;0;0;0;9457;9199;228;30
374;107;2029;48237;48237;0;0;0;9671;9402;237;32
375;107;2030;51300;51300;0;0;0;9927;9644;249;34
376;107;2031;53292;53292;0;0;0;10075;9782;258;35
377;107;2032;60195;60195;0;0;0;10745;10424;283;38
378;107;2033;65445;65445;0;0;0;11301;10954;304;43
379;107;2034;68715;68715;0;0;0;11671;11302;325;44
380;107;2035;70784;70784;0;0;0;11934;11561;330;43
381;107;2036;72166;72166;0;0;0;12101;11737;323;41
382;107;2037;73206;73206;0;0;0;12224;11874;310;40
383;107;2038;74556;74556;0;0;0;12332;11990;303;39
384;107;2039;75616;75616;0;0;0;12357;12020;298;39
385;107;2040;76739;76739;0;0;0;12328;11993;296;39
386;107;2041;78111;78111;0;0;0;12319;11988;293;38
387;107;2042;79408;79408;0;0;0;12117;11789;290;38
388;107;2043;81027;81027;0;0;0;11978;11653;288;37
389;107;2044;82850;82850;0;0;0;11905;11582;286;37
390;107;2045;85039;85039;0;0;0;11887;11564;286;37
391;107;2046;86989;86989;0;0;0;11873;11551;285;37
392;107;2047;89323;89323;0;0;0;11893;11573;283;37
393;107;2048;91485;91485;0;0;0;11898;11579;282;37
394;107;2049;93679;93679;0;0;0;11905;11588;281;36
395;107;2050;95912;95912;0;0;0;11913;11598;279;36
396;108;2007;237;237;0;0;0;433;433;0;0
397;108;2008;258;258;0;0;0;473;473;0;0
398;108;2009;281;281;0;0;0;514;514;0;0
399;108;2010;297;297;0;0;0;555;555;0;0
400;108;2011;310;310;0;0;0;592;592;0;0
401;108;2012;324;324;0;0;0;625;625;0;0
402;108;2013;345;345;0;0;0;657;657;0;0
403;108;2014;362;362;0;0;0;685;685;0;0
404;108;2015;385;385;0;0;0;723;723;0;0
405;108;2016;437;437;0;0;0;802;802;0;0
406;108;2017;477;477;0;0;0;862;862;0;0
407;108;2018;511;511;0;0;0;911;911;0;0
408;108;2019;550;550;0;0;0;957;957;0;0
409;108;2020;576;576;0;0;0;988;988;0;0
