ID;BedrijfstakkenBranchesSBI2008;Marges;Seizoencorrectie;Perioden;Producentenvertrouwen_1;VerwachteBedrijvigheid_2;OordeelOrderpositie_3;OordeelVoorraden_4
4881;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1989 april;;;;
4882;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1989 mei;;;;
4883;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1989 juni;;;;
4884;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1989 juli;;;;
4885;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1989 augustus;;;;
4886;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1989 september;;;;
4887;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1989 oktober;;;;
4888;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1989 november;;;;
4889;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1989 december;;;;
4890;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1990 januari;;;;
4891;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1990 februari;;;;
4892;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1990 maart;;;;
4893;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1990 april;;;;
4894;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1990 mei;;;;
4895;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1990 juni;;;;
4896;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1990 juli;;;;
4897;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1990 augustus;;;;
4898;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1990 september;;;;
4899;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1990 oktober;;;;
4900;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1990 november;;;;
4901;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1990 december;;;;
4902;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1991 januari;;;;
4903;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1991 februari;;;;
4904;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1991 maart;;;;
4905;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1991 april;;;;
4906;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1991 mei;;;;
4907;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1991 juni;;;;
4908;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1991 juli;;;;
4909;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1991 augustus;;;;
4910;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1991 september;;;;
4911;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1991 oktober;;;;
4912;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1991 november;;;;
4913;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1991 december;;;;
4914;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1992 januari;;;;
4915;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1992 februari;;;;
4916;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1992 maart;;;;
4917;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1992 april;;;;
4918;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1992 mei;;;;
4919;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1992 juni;;;;
4920;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1992 juli;;;;
4921;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1992 augustus;;;;
4922;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1992 september;;;;
4923;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1992 oktober;;;;
4924;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1992 november;;;;
4925;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1992 december;;;;
4926;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1993 januari;;;;
4927;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1993 februari;;;;
4928;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1993 maart;;;;
4929;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1993 april;;;;
4930;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1993 mei;;;;
4931;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1993 juni;;;;
4932;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1993 juli;;;;
4933;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1993 augustus;;;;
4934;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1993 september;;;;
4935;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1993 oktober;;;;
4936;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1993 november;;;;
4937;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1993 december;;;;
4938;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1994 januari;;;;
4939;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1994 februari;;;;
4940;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1994 maart;;;;
4941;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1994 april;;;;
4942;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1994 mei;;;;
4943;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1994 juni;;;;
4944;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1994 juli;;;;
4945;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1994 augustus;;;;
4946;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1994 september;;;;
4947;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1994 oktober;;;;
4948;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1994 november;;;;
4949;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1994 december;;;;
4950;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1995 januari;;;;
4951;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1995 februari;;;;
4952;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1995 maart;;;;
4953;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1995 april;;;;
4954;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1995 mei;;;;
4955;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1995 juni;;;;
4956;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1995 juli;;;;
4957;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1995 augustus;;;;
4958;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1995 september;;;;
4959;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1995 oktober;;;;
4960;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1995 november;;;;
4961;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1995 december;;;;
4962;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1996 januari;;;;
4963;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1996 februari;;;;
4964;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1996 maart;;;;
4965;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1996 april;;;;
4966;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1996 mei;;;;
4967;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1996 juni;;;;
4968;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1996 juli;;;;
4969;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1996 augustus;;;;
4970;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1996 september;;;;
4971;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1996 oktober;;;;
4972;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1996 november;;;;
4973;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1996 december;;;;
4974;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1997 januari;;;;
4975;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1997 februari;;;;
4976;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1997 maart;;;;
4977;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1997 april;;;;
4978;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1997 mei;;;;
4979;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1997 juni;;;;
4980;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1997 juli;;;;
4981;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1997 augustus;;;;
4982;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1997 september;;;;
4983;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1997 oktober;;;;
4984;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1997 november;;;;
4985;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1997 december;;;;
4986;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1998 januari;;;;
4987;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1998 februari;;;;
4988;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1998 maart;;;;
4989;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1998 april;;;;
4990;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1998 mei;;;;
4991;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1998 juni;;;;
4992;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1998 juli;;;;
4993;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1998 augustus;;;;
4994;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1998 september;;;;
4995;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1998 oktober;;;;
4996;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1998 november;;;;
4997;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1998 december;;;;
4998;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1999 januari;;;;
4999;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1999 februari;;;;
5000;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1999 maart;;;;
5001;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1999 april;;;;
5002;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1999 mei;;;;
5003;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1999 juni;;;;
5004;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1999 juli;;;;
5005;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1999 augustus;;;;
5006;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1999 september;;;;
5007;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1999 oktober;;;;
5008;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1999 november;;;;
5009;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;1999 december;;;;
5010;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2000 januari;;;;
5011;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2000 februari;;;;
5012;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2000 maart;;;;
5013;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2000 april;;;;
5014;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2000 mei;;;;
5015;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2000 juni;;;;
5016;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2000 juli;;;;
5017;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2000 augustus;;;;
5018;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2000 september;;;;
5019;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2000 oktober;;;;
5020;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2000 november;;;;
5021;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2000 december;;;;
5022;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2001 januari;;;;
5023;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2001 februari;;;;
5024;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2001 maart;;;;
5025;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2001 april;;;;
5026;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2001 mei;;;;
5027;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2001 juni;;;;
5028;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2001 juli;;;;
5029;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2001 augustus;;;;
5030;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2001 september;;;;
5031;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2001 oktober;;;;
5032;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2001 november;;;;
5033;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2001 december;;;;
5034;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2002 januari;;;;
5035;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2002 februari;;;;
5036;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2002 maart;;;;
5037;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2002 april;;;;
5038;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2002 mei;;;;
5039;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2002 juni;;;;
5040;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2002 juli;;;;
5041;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2002 augustus;;;;
5042;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2002 september;;;;
5043;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2002 oktober;;;;
5044;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2002 november;;;;
5045;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2002 december;;;;
5046;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2003 januari;;;;
5047;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2003 februari;;;;
5048;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2003 maart;;;;
5049;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2003 april;;;;
5050;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2003 mei;;;;
5051;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2003 juni;;;;
5052;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2003 juli;;;;
5053;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2003 augustus;;;;
5054;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2003 september;;;;
5055;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2003 oktober;;;;
5056;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2003 november;;;;
5057;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2003 december;;;;
5058;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2004 januari;;;;
5059;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2004 februari;;;;
5060;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2004 maart;;;;
5061;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2004 april;;;;
5062;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2004 mei;;;;
5063;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2004 juni;;;;
5064;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2004 juli;;;;
5065;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2004 augustus;;;;
5066;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2004 september;;;;
5067;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2004 oktober;;;;
5068;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2004 november;;;;
5069;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2004 december;;;;
5070;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2005 januari;;;;
5071;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2005 februari;;;;
5072;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2005 maart;;;;
5073;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2005 april;;;;
5074;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2005 mei;;;;
5075;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2005 juni;;;;
5076;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2005 juli;;;;
5077;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2005 augustus;;;;
5078;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2005 september;;;;
5079;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2005 oktober;;;;
5080;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2005 november;;;;
5081;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2005 december;;;;
5082;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2006 januari;;;;
5083;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2006 februari;;;;
5084;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2006 maart;;;;
5085;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2006 april;;;;
5086;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2006 mei;;;;
5087;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2006 juni;;;;
5088;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2006 juli;;;;
5089;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2006 augustus;;;;
5090;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2006 september;;;;
5091;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2006 oktober;;;;
5092;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2006 november;;;;
5093;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2006 december;;;;
5094;16+23 Hout- en bouwmaterialenindustrie;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2007 januari;;;;
