ID;CategoryDrivingLicence;AgeDrivingLicenseHolder;Region;Periods;PeopleWithADrivingLicence_1
7964;Passenger car licence incl. trailer;60 to 64 years;Limburg (PV);2022;67945.0
7965;Passenger car licence incl. trailer;60 to 64 years;Limburg (PV);2023;67105.0
7966;Passenger car licence incl. trailer;60 to 64 years;Limburg (PV);2024;64752.0
7967;Passenger car licence incl. trailer;60 to 64 years;Limburg (PV);2025;60247.0
7968;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (PV);2014;2265.0
7969;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (PV);2015;2305.0
7970;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (PV);2016;2399.0
7971;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (PV);2017;2581.0
7972;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (PV);2018;2685.0
7973;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (PV);2019;2853.0
7974;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (PV);2020;3005.0
7975;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (PV);2021;3222.0
7976;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (PV);2022;3115.0
7977;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (PV);2023;3160.0
7978;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (PV);2024;3305.0
7979;Passenger car licence incl. trailer;60 to 64 years;Unclassifiable (PV);2025;3412.0
7980;Passenger car licence incl. trailer;65 to 69 years;Nederland;2014;784960.0
7981;Passenger car licence incl. trailer;65 to 69 years;Nederland;2015;807653.0
7982;Passenger car licence incl. trailer;65 to 69 years;Nederland;2016;835503.0
7983;Passenger car licence incl. trailer;65 to 69 years;Nederland;2017;807719.0
7984;Passenger car licence incl. trailer;65 to 69 years;Nederland;2018;786954.0
7985;Passenger car licence incl. trailer;65 to 69 years;Nederland;2019;776107.0
7986;Passenger car licence incl. trailer;65 to 69 years;Nederland;2020;774124.0
7987;Passenger car licence incl. trailer;65 to 69 years;Nederland;2021;779959.0
7988;Passenger car licence incl. trailer;65 to 69 years;Nederland;2022;784020.0
7989;Passenger car licence incl. trailer;65 to 69 years;Nederland;2023;790043.0
7990;Passenger car licence incl. trailer;65 to 69 years;Nederland;2024;800378.0
7991;Passenger car licence incl. trailer;65 to 69 years;Nederland;2025;812995.0
7992;Passenger car licence incl. trailer;65 to 69 years;Noord-Nederland (LD);2014;90415.0
7993;Passenger car licence incl. trailer;65 to 69 years;Noord-Nederland (LD);2015;92286.0
7994;Passenger car licence incl. trailer;65 to 69 years;Noord-Nederland (LD);2016;94213.0
7995;Passenger car licence incl. trailer;65 to 69 years;Noord-Nederland (LD);2017;90867.0
7996;Passenger car licence incl. trailer;65 to 69 years;Noord-Nederland (LD);2018;88653.0
7997;Passenger car licence incl. trailer;65 to 69 years;Noord-Nederland (LD);2019;87851.0
7998;Passenger car licence incl. trailer;65 to 69 years;Noord-Nederland (LD);2020;88162.0
7999;Passenger car licence incl. trailer;65 to 69 years;Noord-Nederland (LD);2021;89601.0
8000;Passenger car licence incl. trailer;65 to 69 years;Noord-Nederland (LD);2022;90484.0
8001;Passenger car licence incl. trailer;65 to 69 years;Noord-Nederland (LD);2023;91355.0
8002;Passenger car licence incl. trailer;65 to 69 years;Noord-Nederland (LD);2024;92448.0
8003;Passenger car licence incl. trailer;65 to 69 years;Noord-Nederland (LD);2025;93439.0
8004;Passenger car licence incl. trailer;65 to 69 years;Oost-Nederland (LD);2014;168542.0
8005;Passenger car licence incl. trailer;65 to 69 years;Oost-Nederland (LD);2015;173753.0
8006;Passenger car licence incl. trailer;65 to 69 years;Oost-Nederland (LD);2016;179496.0
8007;Passenger car licence incl. trailer;65 to 69 years;Oost-Nederland (LD);2017;174979.0
8008;Passenger car licence incl. trailer;65 to 69 years;Oost-Nederland (LD);2018;172071.0
8009;Passenger car licence incl. trailer;65 to 69 years;Oost-Nederland (LD);2019;171233.0
8010;Passenger car licence incl. trailer;65 to 69 years;Oost-Nederland (LD);2020;172393.0
8011;Passenger car licence incl. trailer;65 to 69 years;Oost-Nederland (LD);2021;175280.0
8012;Passenger car licence incl. trailer;65 to 69 years;Oost-Nederland (LD);2022;177225.0
8013;Passenger car licence incl. trailer;65 to 69 years;Oost-Nederland (LD);2023;179156.0
8014;Passenger car licence incl. trailer;65 to 69 years;Oost-Nederland (LD);2024;182052.0
8015;Passenger car licence incl. trailer;65 to 69 years;Oost-Nederland (LD);2025;185359.0
8016;Passenger car licence incl. trailer;65 to 69 years;West-Nederland (LD);2014;340952.0
8017;Passenger car licence incl. trailer;65 to 69 years;West-Nederland (LD);2015;349632.0
8018;Passenger car licence incl. trailer;65 to 69 years;West-Nederland (LD);2016;364668.0
8019;Passenger car licence incl. trailer;65 to 69 years;West-Nederland (LD);2017;346677.0
8020;Passenger car licence incl. trailer;65 to 69 years;West-Nederland (LD);2018;333976.0
8021;Passenger car licence incl. trailer;65 to 69 years;West-Nederland (LD);2019;326640.0
8022;Passenger car licence incl. trailer;65 to 69 years;West-Nederland (LD);2020;324103.0
8023;Passenger car licence incl. trailer;65 to 69 years;West-Nederland (LD);2021;324490.0
8024;Passenger car licence incl. trailer;65 to 69 years;West-Nederland (LD);2022;324767.0
8025;Passenger car licence incl. trailer;65 to 69 years;West-Nederland (LD);2023;325744.0
8026;Passenger car licence incl. trailer;65 to 69 years;West-Nederland (LD);2024;328673.0
8027;Passenger car licence incl. trailer;65 to 69 years;West-Nederland (LD);2025;332853.0
8028;Passenger car licence incl. trailer;65 to 69 years;Zuid-Nederland (LD);2014;183344.0
8029;Passenger car licence incl. trailer;65 to 69 years;Zuid-Nederland (LD);2015;190190.0
8030;Passenger car licence incl. trailer;65 to 69 years;Zuid-Nederland (LD);2016;195183.0
8031;Passenger car licence incl. trailer;65 to 69 years;Zuid-Nederland (LD);2017;193062.0
8032;Passenger car licence incl. trailer;65 to 69 years;Zuid-Nederland (LD);2018;190144.0
8033;Passenger car licence incl. trailer;65 to 69 years;Zuid-Nederland (LD);2019;188188.0
8034;Passenger car licence incl. trailer;65 to 69 years;Zuid-Nederland (LD);2020;187175.0
8035;Passenger car licence incl. trailer;65 to 69 years;Zuid-Nederland (LD);2021;188116.0
8036;Passenger car licence incl. trailer;65 to 69 years;Zuid-Nederland (LD);2022;189227.0
8037;Passenger car licence incl. trailer;65 to 69 years;Zuid-Nederland (LD);2023;191434.0
8038;Passenger car licence incl. trailer;65 to 69 years;Zuid-Nederland (LD);2024;194554.0
8039;Passenger car licence incl. trailer;65 to 69 years;Zuid-Nederland (LD);2025;198469.0
8040;Passenger car licence incl. trailer;65 to 69 years;Unclassifiable (LD);2014;1707.0
8041;Passenger car licence incl. trailer;65 to 69 years;Unclassifiable (LD);2015;1792.0
8042;Passenger car licence incl. trailer;65 to 69 years;Unclassifiable (LD);2016;1943.0
8043;Passenger car licence incl. trailer;65 to 69 years;Unclassifiable (LD);2017;2134.0
8044;Passenger car licence incl. trailer;65 to 69 years;Unclassifiable (LD);2018;2110.0
8045;Passenger car licence incl. trailer;65 to 69 years;Unclassifiable (LD);2019;2195.0
8046;Passenger car licence incl. trailer;65 to 69 years;Unclassifiable (LD);2020;2291.0
8047;Passenger car licence incl. trailer;65 to 69 years;Unclassifiable (LD);2021;2472.0
8048;Passenger car licence incl. trailer;65 to 69 years;Unclassifiable (LD);2022;2317.0
8049;Passenger car licence incl. trailer;65 to 69 years;Unclassifiable (LD);2023;2354.0
8050;Passenger car licence incl. trailer;65 to 69 years;Unclassifiable (LD);2024;2651.0
8051;Passenger car licence incl. trailer;65 to 69 years;Unclassifiable (LD);2025;2875.0
8052;Passenger car licence incl. trailer;65 to 69 years;Groningen (PV);2014;28036.0
8053;Passenger car licence incl. trailer;65 to 69 years;Groningen (PV);2015;28662.0
8054;Passenger car licence incl. trailer;65 to 69 years;Groningen (PV);2016;29221.0
8055;Passenger car licence incl. trailer;65 to 69 years;Groningen (PV);2017;28067.0
8056;Passenger car licence incl. trailer;65 to 69 years;Groningen (PV);2018;27378.0
8057;Passenger car licence incl. trailer;65 to 69 years;Groningen (PV);2019;27159.0
8058;Passenger car licence incl. trailer;65 to 69 years;Groningen (PV);2020;27154.0
8059;Passenger car licence incl. trailer;65 to 69 years;Groningen (PV);2021;27531.0
8060;Passenger car licence incl. trailer;65 to 69 years;Groningen (PV);2022;27702.0
8061;Passenger car licence incl. trailer;65 to 69 years;Groningen (PV);2023;27716.0
8062;Passenger car licence incl. trailer;65 to 69 years;Groningen (PV);2024;27862.0
8063;Passenger car licence incl. trailer;65 to 69 years;Groningen (PV);2025;28230.0
8064;Passenger car licence incl. trailer;65 to 69 years;Fryslân (PV);2014;33942.0
8065;Passenger car licence incl. trailer;65 to 69 years;Fryslân (PV);2015;34553.0
8066;Passenger car licence incl. trailer;65 to 69 years;Fryslân (PV);2016;35066.0
8067;Passenger car licence incl. trailer;65 to 69 years;Fryslân (PV);2017;33819.0
8068;Passenger car licence incl. trailer;65 to 69 years;Fryslân (PV);2018;32979.0
8069;Passenger car licence incl. trailer;65 to 69 years;Fryslân (PV);2019;32682.0
8070;Passenger car licence incl. trailer;65 to 69 years;Fryslân (PV);2020;32666.0
8071;Passenger car licence incl. trailer;65 to 69 years;Fryslân (PV);2021;33299.0
8072;Passenger car licence incl. trailer;65 to 69 years;Fryslân (PV);2022;33749.0
8073;Passenger car licence incl. trailer;65 to 69 years;Fryslân (PV);2023;34238.0
8074;Passenger car licence incl. trailer;65 to 69 years;Fryslân (PV);2024;34707.0
8075;Passenger car licence incl. trailer;65 to 69 years;Fryslân (PV);2025;35132.0
8076;Passenger car licence incl. trailer;65 to 69 years;Drenthe (PV);2014;28437.0
8077;Passenger car licence incl. trailer;65 to 69 years;Drenthe (PV);2015;29071.0
8078;Passenger car licence incl. trailer;65 to 69 years;Drenthe (PV);2016;29926.0
8079;Passenger car licence incl. trailer;65 to 69 years;Drenthe (PV);2017;28981.0
8080;Passenger car licence incl. trailer;65 to 69 years;Drenthe (PV);2018;28296.0
8081;Passenger car licence incl. trailer;65 to 69 years;Drenthe (PV);2019;28010.0
8082;Passenger car licence incl. trailer;65 to 69 years;Drenthe (PV);2020;28342.0
8083;Passenger car licence incl. trailer;65 to 69 years;Drenthe (PV);2021;28771.0
8084;Passenger car licence incl. trailer;65 to 69 years;Drenthe (PV);2022;29033.0
8085;Passenger car licence incl. trailer;65 to 69 years;Drenthe (PV);2023;29401.0
8086;Passenger car licence incl. trailer;65 to 69 years;Drenthe (PV);2024;29879.0
8087;Passenger car licence incl. trailer;65 to 69 years;Drenthe (PV);2025;30077.0
8088;Passenger car licence incl. trailer;65 to 69 years;Overijssel (PV);2014;54477.0
8089;Passenger car licence incl. trailer;65 to 69 years;Overijssel (PV);2015;55816.0
8090;Passenger car licence incl. trailer;65 to 69 years;Overijssel (PV);2016;57364.0
8091;Passenger car licence incl. trailer;65 to 69 years;Overijssel (PV);2017;55868.0
8092;Passenger car licence incl. trailer;65 to 69 years;Overijssel (PV);2018;54873.0
8093;Passenger car licence incl. trailer;65 to 69 years;Overijssel (PV);2019;54651.0
8094;Passenger car licence incl. trailer;65 to 69 years;Overijssel (PV);2020;54980.0
8095;Passenger car licence incl. trailer;65 to 69 years;Overijssel (PV);2021;55877.0
8096;Passenger car licence incl. trailer;65 to 69 years;Overijssel (PV);2022;56286.0
8097;Passenger car licence incl. trailer;65 to 69 years;Overijssel (PV);2023;57121.0
8098;Passenger car licence incl. trailer;65 to 69 years;Overijssel (PV);2024;58025.0
8099;Passenger car licence incl. trailer;65 to 69 years;Overijssel (PV);2025;59259.0
8100;Passenger car licence incl. trailer;65 to 69 years;Flevoland (PV);2014;13871.0
8101;Passenger car licence incl. trailer;65 to 69 years;Flevoland (PV);2015;14554.0
8102;Passenger car licence incl. trailer;65 to 69 years;Flevoland (PV);2016;15343.0
8103;Passenger car licence incl. trailer;65 to 69 years;Flevoland (PV);2017;15211.0
8104;Passenger car licence incl. trailer;65 to 69 years;Flevoland (PV);2018;15212.0
8105;Passenger car licence incl. trailer;65 to 69 years;Flevoland (PV);2019;15412.0
8106;Passenger car licence incl. trailer;65 to 69 years;Flevoland (PV);2020;15728.0
8107;Passenger car licence incl. trailer;65 to 69 years;Flevoland (PV);2021;16215.0
8108;Passenger car licence incl. trailer;65 to 69 years;Flevoland (PV);2022;16496.0
8109;Passenger car licence incl. trailer;65 to 69 years;Flevoland (PV);2023;16815.0
8110;Passenger car licence incl. trailer;65 to 69 years;Flevoland (PV);2024;17063.0
8111;Passenger car licence incl. trailer;65 to 69 years;Flevoland (PV);2025;17333.0
8112;Passenger car licence incl. trailer;65 to 69 years;Gelderland (PV);2014;100194.0
8113;Passenger car licence incl. trailer;65 to 69 years;Gelderland (PV);2015;103383.0
8114;Passenger car licence incl. trailer;65 to 69 years;Gelderland (PV);2016;106789.0
8115;Passenger car licence incl. trailer;65 to 69 years;Gelderland (PV);2017;103900.0
8116;Passenger car licence incl. trailer;65 to 69 years;Gelderland (PV);2018;101986.0
8117;Passenger car licence incl. trailer;65 to 69 years;Gelderland (PV);2019;101170.0
8118;Passenger car licence incl. trailer;65 to 69 years;Gelderland (PV);2020;101685.0
8119;Passenger car licence incl. trailer;65 to 69 years;Gelderland (PV);2021;103188.0
8120;Passenger car licence incl. trailer;65 to 69 years;Gelderland (PV);2022;104443.0
8121;Passenger car licence incl. trailer;65 to 69 years;Gelderland (PV);2023;105220.0
8122;Passenger car licence incl. trailer;65 to 69 years;Gelderland (PV);2024;106964.0
8123;Passenger car licence incl. trailer;65 to 69 years;Gelderland (PV);2025;108767.0
8124;Passenger car licence incl. trailer;65 to 69 years;Utrecht (PV);2014;51121.0
8125;Passenger car licence incl. trailer;65 to 69 years;Utrecht (PV);2015;52617.0
8126;Passenger car licence incl. trailer;65 to 69 years;Utrecht (PV);2016;55258.0
8127;Passenger car licence incl. trailer;65 to 69 years;Utrecht (PV);2017;52913.0
8128;Passenger car licence incl. trailer;65 to 69 years;Utrecht (PV);2018;51654.0
8129;Passenger car licence incl. trailer;65 to 69 years;Utrecht (PV);2019;50954.0
8130;Passenger car licence incl. trailer;65 to 69 years;Utrecht (PV);2020;52465.0
8131;Passenger car licence incl. trailer;65 to 69 years;Utrecht (PV);2021;52741.0
8132;Passenger car licence incl. trailer;65 to 69 years;Utrecht (PV);2022;53267.0
8133;Passenger car licence incl. trailer;65 to 69 years;Utrecht (PV);2023;53546.0
8134;Passenger car licence incl. trailer;65 to 69 years;Utrecht (PV);2024;54610.0
8135;Passenger car licence incl. trailer;65 to 69 years;Utrecht (PV);2025;55455.0
8136;Passenger car licence incl. trailer;65 to 69 years;Noord-Holland (PV);2014;117910.0
8137;Passenger car licence incl. trailer;65 to 69 years;Noord-Holland (PV);2015;120535.0
8138;Passenger car licence incl. trailer;65 to 69 years;Noord-Holland (PV);2016;125123.0
8139;Passenger car licence incl. trailer;65 to 69 years;Noord-Holland (PV);2017;118790.0
8140;Passenger car licence incl. trailer;65 to 69 years;Noord-Holland (PV);2018;113619.0
8141;Passenger car licence incl. trailer;65 to 69 years;Noord-Holland (PV);2019;110446.0
8142;Passenger car licence incl. trailer;65 to 69 years;Noord-Holland (PV);2020;108846.0
8143;Passenger car licence incl. trailer;65 to 69 years;Noord-Holland (PV);2021;108168.0
8144;Passenger car licence incl. trailer;65 to 69 years;Noord-Holland (PV);2022;107579.0
8145;Passenger car licence incl. trailer;65 to 69 years;Noord-Holland (PV);2023;107341.0
8146;Passenger car licence incl. trailer;65 to 69 years;Noord-Holland (PV);2024;107935.0
8147;Passenger car licence incl. trailer;65 to 69 years;Noord-Holland (PV);2025;109202.0
8148;Passenger car licence incl. trailer;65 to 69 years;Zuid-Holland (PV);2014;149494.0
8149;Passenger car licence incl. trailer;65 to 69 years;Zuid-Holland (PV);2015;153523.0
8150;Passenger car licence incl. trailer;65 to 69 years;Zuid-Holland (PV);2016;161081.0
8151;Passenger car licence incl. trailer;65 to 69 years;Zuid-Holland (PV);2017;152748.0
8152;Passenger car licence incl. trailer;65 to 69 years;Zuid-Holland (PV);2018;147447.0
8153;Passenger car licence incl. trailer;65 to 69 years;Zuid-Holland (PV);2019;144128.0
8154;Passenger car licence incl. trailer;65 to 69 years;Zuid-Holland (PV);2020;141767.0
8155;Passenger car licence incl. trailer;65 to 69 years;Zuid-Holland (PV);2021;142277.0
8156;Passenger car licence incl. trailer;65 to 69 years;Zuid-Holland (PV);2022;142507.0
8157;Passenger car licence incl. trailer;65 to 69 years;Zuid-Holland (PV);2023;143218.0
8158;Passenger car licence incl. trailer;65 to 69 years;Zuid-Holland (PV);2024;144587.0
8159;Passenger car licence incl. trailer;65 to 69 years;Zuid-Holland (PV);2025;146486.0
8160;Passenger car licence incl. trailer;65 to 69 years;Zeeland (PV);2014;22427.0
8161;Passenger car licence incl. trailer;65 to 69 years;Zeeland (PV);2015;22957.0
8162;Passenger car licence incl. trailer;65 to 69 years;Zeeland (PV);2016;23206.0
8163;Passenger car licence incl. trailer;65 to 69 years;Zeeland (PV);2017;22226.0
