ID;CategoryDrivingLicence;AgeDrivingLicenseHolder;Region;Periods;PeopleWithADrivingLicence_1
0;Passenger car driving licence total;Total;Nederland;2014;10658020.0
1;Passenger car driving licence total;Total;Nederland;2015;10755934.0
2;Passenger car driving licence total;Total;Nederland;2016;10894336.0
3;Passenger car driving licence total;Total;Nederland;2017;10986066.0
4;Passenger car driving licence total;Total;Nederland;2018;11070447.0
5;Passenger car driving licence total;Total;Nederland;2019;11176150.0
6;Passenger car driving licence total;Total;Nederland;2020;11300119.0
7;Passenger car driving licence total;Total;Nederland;2021;11437849.0
8;Passenger car driving licence total;Total;Nederland;2022;11444831.0
9;Passenger car driving licence total;Total;Nederland;2023;11528476.0
10;Passenger car driving licence total;Total;Nederland;2024;11657142.0
11;Passenger car driving licence total;Total;Nederland;2025;11781498.0
12;Passenger car driving licence total;Total;Noord-Nederland (LD);2014;1109088.0
13;Passenger car driving licence total;Total;Noord-Nederland (LD);2015;1116626.0
14;Passenger car driving licence total;Total;Noord-Nederland (LD);2016;1123980.0
15;Passenger car driving licence total;Total;Noord-Nederland (LD);2017;1129783.0
16;Passenger car driving licence total;Total;Noord-Nederland (LD);2018;1135450.0
17;Passenger car driving licence total;Total;Noord-Nederland (LD);2019;1143193.0
18;Passenger car driving licence total;Total;Noord-Nederland (LD);2020;1153519.0
19;Passenger car driving licence total;Total;Noord-Nederland (LD);2021;1166352.0
20;Passenger car driving licence total;Total;Noord-Nederland (LD);2022;1167515.0
21;Passenger car driving licence total;Total;Noord-Nederland (LD);2023;1174545.0
22;Passenger car driving licence total;Total;Noord-Nederland (LD);2024;1185055.0
23;Passenger car driving licence total;Total;Noord-Nederland (LD);2025;1194088.0
24;Passenger car driving licence total;Total;Oost-Nederland (LD);2014;2293628.0
25;Passenger car driving licence total;Total;Oost-Nederland (LD);2015;2314614.0
26;Passenger car driving licence total;Total;Oost-Nederland (LD);2016;2340289.0
27;Passenger car driving licence total;Total;Oost-Nederland (LD);2017;2359660.0
28;Passenger car driving licence total;Total;Oost-Nederland (LD);2018;2379515.0
29;Passenger car driving licence total;Total;Oost-Nederland (LD);2019;2406311.0
30;Passenger car driving licence total;Total;Oost-Nederland (LD);2020;2436486.0
31;Passenger car driving licence total;Total;Oost-Nederland (LD);2021;2469798.0
32;Passenger car driving licence total;Total;Oost-Nederland (LD);2022;2479265.0
33;Passenger car driving licence total;Total;Oost-Nederland (LD);2023;2502646.0
34;Passenger car driving licence total;Total;Oost-Nederland (LD);2024;2531742.0
35;Passenger car driving licence total;Total;Oost-Nederland (LD);2025;2560284.0
36;Passenger car driving licence total;Total;West-Nederland (LD);2014;4842894.0
37;Passenger car driving licence total;Total;West-Nederland (LD);2015;4893293.0
38;Passenger car driving licence total;Total;West-Nederland (LD);2016;4972790.0
39;Passenger car driving licence total;Total;West-Nederland (LD);2017;5020761.0
40;Passenger car driving licence total;Total;West-Nederland (LD);2018;5062605.0
41;Passenger car driving licence total;Total;West-Nederland (LD);2019;5112155.0
42;Passenger car driving licence total;Total;West-Nederland (LD);2020;5170506.0
43;Passenger car driving licence total;Total;West-Nederland (LD);2021;5233681.0
44;Passenger car driving licence total;Total;West-Nederland (LD);2022;5229871.0
45;Passenger car driving licence total;Total;West-Nederland (LD);2023;5265169.0
46;Passenger car driving licence total;Total;West-Nederland (LD);2024;5325871.0
47;Passenger car driving licence total;Total;West-Nederland (LD);2025;5385905.0
48;Passenger car driving licence total;Total;Zuid-Nederland (LD);2014;2381440.0
49;Passenger car driving licence total;Total;Zuid-Nederland (LD);2015;2399882.0
50;Passenger car driving licence total;Total;Zuid-Nederland (LD);2016;2424152.0
51;Passenger car driving licence total;Total;Zuid-Nederland (LD);2017;2440371.0
52;Passenger car driving licence total;Total;Zuid-Nederland (LD);2018;2455140.0
53;Passenger car driving licence total;Total;Zuid-Nederland (LD);2019;2474454.0
54;Passenger car driving licence total;Total;Zuid-Nederland (LD);2020;2497632.0
55;Passenger car driving licence total;Total;Zuid-Nederland (LD);2021;2523873.0
56;Passenger car driving licence total;Total;Zuid-Nederland (LD);2022;2524888.0
57;Passenger car driving licence total;Total;Zuid-Nederland (LD);2023;2541586.0
58;Passenger car driving licence total;Total;Zuid-Nederland (LD);2024;2563997.0
59;Passenger car driving licence total;Total;Zuid-Nederland (LD);2025;2585887.0
60;Passenger car driving licence total;Total;Unclassifiable (LD);2014;30970.0
61;Passenger car driving licence total;Total;Unclassifiable (LD);2015;31519.0
62;Passenger car driving licence total;Total;Unclassifiable (LD);2016;33125.0
63;Passenger car driving licence total;Total;Unclassifiable (LD);2017;35491.0
64;Passenger car driving licence total;Total;Unclassifiable (LD);2018;37737.0
65;Passenger car driving licence total;Total;Unclassifiable (LD);2019;40037.0
66;Passenger car driving licence total;Total;Unclassifiable (LD);2020;41976.0
67;Passenger car driving licence total;Total;Unclassifiable (LD);2021;44145.0
68;Passenger car driving licence total;Total;Unclassifiable (LD);2022;43292.0
69;Passenger car driving licence total;Total;Unclassifiable (LD);2023;44530.0
70;Passenger car driving licence total;Total;Unclassifiable (LD);2024;50477.0
71;Passenger car driving licence total;Total;Unclassifiable (LD);2025;55334.0
72;Passenger car driving licence total;Total;Groningen (PV);2014;367538.0
73;Passenger car driving licence total;Total;Groningen (PV);2015;370259.0
74;Passenger car driving licence total;Total;Groningen (PV);2016;372564.0
75;Passenger car driving licence total;Total;Groningen (PV);2017;374092.0
76;Passenger car driving licence total;Total;Groningen (PV);2018;374853.0
77;Passenger car driving licence total;Total;Groningen (PV);2019;376409.0
78;Passenger car driving licence total;Total;Groningen (PV);2020;378929.0
79;Passenger car driving licence total;Total;Groningen (PV);2021;382684.0
80;Passenger car driving licence total;Total;Groningen (PV);2022;381943.0
81;Passenger car driving licence total;Total;Groningen (PV);2023;383411.0
82;Passenger car driving licence total;Total;Groningen (PV);2024;388270.0
83;Passenger car driving licence total;Total;Groningen (PV);2025;390303.0
84;Passenger car driving licence total;Total;Fryslân (PV);2014;414584.0
85;Passenger car driving licence total;Total;Fryslân (PV);2015;417693.0
86;Passenger car driving licence total;Total;Fryslân (PV);2016;420916.0
87;Passenger car driving licence total;Total;Fryslân (PV);2017;423205.0
88;Passenger car driving licence total;Total;Fryslân (PV);2018;426030.0
89;Passenger car driving licence total;Total;Fryslân (PV);2019;429403.0
90;Passenger car driving licence total;Total;Fryslân (PV);2020;433554.0
91;Passenger car driving licence total;Total;Fryslân (PV);2021;438323.0
92;Passenger car driving licence total;Total;Fryslân (PV);2022;439088.0
93;Passenger car driving licence total;Total;Fryslân (PV);2023;442244.0
94;Passenger car driving licence total;Total;Fryslân (PV);2024;445415.0
95;Passenger car driving licence total;Total;Fryslân (PV);2025;449242.0
96;Passenger car driving licence total;Total;Drenthe (PV);2014;326966.0
97;Passenger car driving licence total;Total;Drenthe (PV);2015;328674.0
98;Passenger car driving licence total;Total;Drenthe (PV);2016;330500.0
99;Passenger car driving licence total;Total;Drenthe (PV);2017;332486.0
100;Passenger car driving licence total;Total;Drenthe (PV);2018;334567.0
101;Passenger car driving licence total;Total;Drenthe (PV);2019;337381.0
102;Passenger car driving licence total;Total;Drenthe (PV);2020;341036.0
103;Passenger car driving licence total;Total;Drenthe (PV);2021;345345.0
104;Passenger car driving licence total;Total;Drenthe (PV);2022;346484.0
105;Passenger car driving licence total;Total;Drenthe (PV);2023;348890.0
106;Passenger car driving licence total;Total;Drenthe (PV);2024;351370.0
107;Passenger car driving licence total;Total;Drenthe (PV);2025;354543.0
108;Passenger car driving licence total;Total;Overijssel (PV);2014;739676.0
109;Passenger car driving licence total;Total;Overijssel (PV);2015;744877.0
110;Passenger car driving licence total;Total;Overijssel (PV);2016;751616.0
111;Passenger car driving licence total;Total;Overijssel (PV);2017;756490.0
112;Passenger car driving licence total;Total;Overijssel (PV);2018;761082.0
113;Passenger car driving licence total;Total;Overijssel (PV);2019;768109.0
114;Passenger car driving licence total;Total;Overijssel (PV);2020;776834.0
115;Passenger car driving licence total;Total;Overijssel (PV);2021;786316.0
116;Passenger car driving licence total;Total;Overijssel (PV);2022;788137.0
117;Passenger car driving licence total;Total;Overijssel (PV);2023;795175.0
118;Passenger car driving licence total;Total;Overijssel (PV);2024;801852.0
119;Passenger car driving licence total;Total;Overijssel (PV);2025;810036.0
120;Passenger car driving licence total;Total;Flevoland (PV);2014;237637.0
121;Passenger car driving licence total;Total;Flevoland (PV);2015;240297.0
122;Passenger car driving licence total;Total;Flevoland (PV);2016;244507.0
123;Passenger car driving licence total;Total;Flevoland (PV);2017;246928.0
124;Passenger car driving licence total;Total;Flevoland (PV);2018;250172.0
125;Passenger car driving licence total;Total;Flevoland (PV);2019;254298.0
126;Passenger car driving licence total;Total;Flevoland (PV);2020;258549.0
127;Passenger car driving licence total;Total;Flevoland (PV);2021;263373.0
128;Passenger car driving licence total;Total;Flevoland (PV);2022;266660.0
129;Passenger car driving licence total;Total;Flevoland (PV);2023;270599.0
130;Passenger car driving licence total;Total;Flevoland (PV);2024;276088.0
131;Passenger car driving licence total;Total;Flevoland (PV);2025;280949.0
132;Passenger car driving licence total;Total;Gelderland (PV);2014;1316315.0
133;Passenger car driving licence total;Total;Gelderland (PV);2015;1329440.0
134;Passenger car driving licence total;Total;Gelderland (PV);2016;1344166.0
135;Passenger car driving licence total;Total;Gelderland (PV);2017;1356242.0
136;Passenger car driving licence total;Total;Gelderland (PV);2018;1368261.0
137;Passenger car driving licence total;Total;Gelderland (PV);2019;1383904.0
138;Passenger car driving licence total;Total;Gelderland (PV);2020;1401103.0
139;Passenger car driving licence total;Total;Gelderland (PV);2021;1420109.0
140;Passenger car driving licence total;Total;Gelderland (PV);2022;1424468.0
141;Passenger car driving licence total;Total;Gelderland (PV);2023;1436872.0
142;Passenger car driving licence total;Total;Gelderland (PV);2024;1453802.0
143;Passenger car driving licence total;Total;Gelderland (PV);2025;1469299.0
144;Passenger car driving licence total;Total;Utrecht (PV);2014;789177.0
145;Passenger car driving licence total;Total;Utrecht (PV);2015;797785.0
146;Passenger car driving licence total;Total;Utrecht (PV);2016;812607.0
147;Passenger car driving licence total;Total;Utrecht (PV);2017;821379.0
148;Passenger car driving licence total;Total;Utrecht (PV);2018;830282.0
149;Passenger car driving licence total;Total;Utrecht (PV);2019;840851.0
150;Passenger car driving licence total;Total;Utrecht (PV);2020;876463.0
151;Passenger car driving licence total;Total;Utrecht (PV);2021;887385.0
152;Passenger car driving licence total;Total;Utrecht (PV);2022;888063.0
153;Passenger car driving licence total;Total;Utrecht (PV);2023;896837.0
154;Passenger car driving licence total;Total;Utrecht (PV);2024;908679.0
155;Passenger car driving licence total;Total;Utrecht (PV);2025;919541.0
156;Passenger car driving licence total;Total;Noord-Holland (PV);2014;1667459.0
157;Passenger car driving licence total;Total;Noord-Holland (PV);2015;1685596.0
158;Passenger car driving licence total;Total;Noord-Holland (PV);2016;1714633.0
159;Passenger car driving licence total;Total;Noord-Holland (PV);2017;1730667.0
160;Passenger car driving licence total;Total;Noord-Holland (PV);2018;1741461.0
161;Passenger car driving licence total;Total;Noord-Holland (PV);2019;1755663.0
162;Passenger car driving licence total;Total;Noord-Holland (PV);2020;1772245.0
163;Passenger car driving licence total;Total;Noord-Holland (PV);2021;1792413.0
164;Passenger car driving licence total;Total;Noord-Holland (PV);2022;1789827.0
165;Passenger car driving licence total;Total;Noord-Holland (PV);2023;1800686.0
166;Passenger car driving licence total;Total;Noord-Holland (PV);2024;1820344.0
167;Passenger car driving licence total;Total;Noord-Holland (PV);2025;1839476.0
168;Passenger car driving licence total;Total;Zuid-Holland (PV);2014;2136022.0
169;Passenger car driving licence total;Total;Zuid-Holland (PV);2015;2157820.0
170;Passenger car driving licence total;Total;Zuid-Holland (PV);2016;2191504.0
171;Passenger car driving licence total;Total;Zuid-Holland (PV);2017;2213368.0
172;Passenger car driving licence total;Total;Zuid-Holland (PV);2018;2234321.0
173;Passenger car driving licence total;Total;Zuid-Holland (PV);2019;2257342.0
174;Passenger car driving licence total;Total;Zuid-Holland (PV);2020;2261563.0
175;Passenger car driving licence total;Total;Zuid-Holland (PV);2021;2290199.0
176;Passenger car driving licence total;Total;Zuid-Holland (PV);2022;2288411.0
177;Passenger car driving licence total;Total;Zuid-Holland (PV);2023;2302606.0
178;Passenger car driving licence total;Total;Zuid-Holland (PV);2024;2330567.0
179;Passenger car driving licence total;Total;Zuid-Holland (PV);2025;2358949.0
180;Passenger car driving licence total;Total;Zeeland (PV);2014;250236.0
181;Passenger car driving licence total;Total;Zeeland (PV);2015;252092.0
182;Passenger car driving licence total;Total;Zeeland (PV);2016;254046.0
183;Passenger car driving licence total;Total;Zeeland (PV);2017;255347.0
184;Passenger car driving licence total;Total;Zeeland (PV);2018;256541.0
185;Passenger car driving licence total;Total;Zeeland (PV);2019;258299.0
186;Passenger car driving licence total;Total;Zeeland (PV);2020;260235.0
187;Passenger car driving licence total;Total;Zeeland (PV);2021;263684.0
188;Passenger car driving licence total;Total;Zeeland (PV);2022;263570.0
189;Passenger car driving licence total;Total;Zeeland (PV);2023;265040.0
190;Passenger car driving licence total;Total;Zeeland (PV);2024;266281.0
191;Passenger car driving licence total;Total;Zeeland (PV);2025;267939.0
192;Passenger car driving licence total;Total;Noord-Brabant (PV);2014;1646258.0
193;Passenger car driving licence total;Total;Noord-Brabant (PV);2015;1661340.0
194;Passenger car driving licence total;Total;Noord-Brabant (PV);2016;1680392.0
195;Passenger car driving licence total;Total;Noord-Brabant (PV);2017;1693626.0
196;Passenger car driving licence total;Total;Noord-Brabant (PV);2018;1706960.0
197;Passenger car driving licence total;Total;Noord-Brabant (PV);2019;1723431.0
198;Passenger car driving licence total;Total;Noord-Brabant (PV);2020;1742254.0
199;Passenger car driving licence total;Total;Noord-Brabant (PV);2021;1762189.0
200;Passenger car driving licence total;Total;Noord-Brabant (PV);2022;1765058.0
201;Passenger car driving licence total;Total;Noord-Brabant (PV);2023;1779383.0
202;Passenger car driving licence total;Total;Noord-Brabant (PV);2024;1797923.0
203;Passenger car driving licence total;Total;Noord-Brabant (PV);2025;1816428.0
204;Passenger car driving licence total;Total;Limburg (PV);2014;735182.0
205;Passenger car driving licence total;Total;Limburg (PV);2015;738542.0
206;Passenger car driving licence total;Total;Limburg (PV);2016;743760.0
207;Passenger car driving licence total;Total;Limburg (PV);2017;746745.0
208;Passenger car driving licence total;Total;Limburg (PV);2018;748180.0
209;Passenger car driving licence total;Total;Limburg (PV);2019;751023.0
210;Passenger car driving licence total;Total;Limburg (PV);2020;755378.0
211;Passenger car driving licence total;Total;Limburg (PV);2021;761684.0
212;Passenger car driving licence total;Total;Limburg (PV);2022;759830.0
213;Passenger car driving licence total;Total;Limburg (PV);2023;762203.0
214;Passenger car driving licence total;Total;Limburg (PV);2024;766074.0
215;Passenger car driving licence total;Total;Limburg (PV);2025;769459.0
216;Passenger car driving licence total;Total;Unclassifiable (PV);2014;30970.0
217;Passenger car driving licence total;Total;Unclassifiable (PV);2015;31519.0
218;Passenger car driving licence total;Total;Unclassifiable (PV);2016;33125.0
219;Passenger car driving licence total;Total;Unclassifiable (PV);2017;35491.0
220;Passenger car driving licence total;Total;Unclassifiable (PV);2018;37737.0
221;Passenger car driving licence total;Total;Unclassifiable (PV);2019;40037.0
222;Passenger car driving licence total;Total;Unclassifiable (PV);2020;41976.0
223;Passenger car driving licence total;Total;Unclassifiable (PV);2021;44145.0
224;Passenger car driving licence total;Total;Unclassifiable (PV);2022;43292.0
225;Passenger car driving licence total;Total;Unclassifiable (PV);2023;44530.0
226;Passenger car driving licence total;Total;Unclassifiable (PV);2024;50477.0
227;Passenger car driving licence total;Total;Unclassifiable (PV);2025;55334.0
228;Passenger car driving licence total;16 to 17 years;Nederland;2014;12846.0
229;Passenger car driving licence total;16 to 17 years;Nederland;2015;14927.0
230;Passenger car driving licence total;16 to 17 years;Nederland;2016;16665.0
231;Passenger car driving licence total;16 to 17 years;Nederland;2017;17367.0
232;Passenger car driving licence total;16 to 17 years;Nederland;2018;19660.0
233;Passenger car driving licence total;16 to 17 years;Nederland;2019;18688.0
234;Passenger car driving licence total;16 to 17 years;Nederland;2020;18425.0
235;Passenger car driving licence total;16 to 17 years;Nederland;2021;12122.0
236;Passenger car driving licence total;16 to 17 years;Nederland;2022;10063.0
237;Passenger car driving licence total;16 to 17 years;Nederland;2023;13197.0
238;Passenger car driving licence total;16 to 17 years;Nederland;2024;14195.0
239;Passenger car driving licence total;16 to 17 years;Nederland;2025;14897.0
240;Passenger car driving licence total;16 to 17 years;Noord-Nederland (LD);2014;1371.0
241;Passenger car driving licence total;16 to 17 years;Noord-Nederland (LD);2015;1547.0
242;Passenger car driving licence total;16 to 17 years;Noord-Nederland (LD);2016;1661.0
243;Passenger car driving licence total;16 to 17 years;Noord-Nederland (LD);2017;1800.0
244;Passenger car driving licence total;16 to 17 years;Noord-Nederland (LD);2018;2145.0
245;Passenger car driving licence total;16 to 17 years;Noord-Nederland (LD);2019;1964.0
246;Passenger car driving licence total;16 to 17 years;Noord-Nederland (LD);2020;1961.0
247;Passenger car driving licence total;16 to 17 years;Noord-Nederland (LD);2021;1269.0
248;Passenger car driving licence total;16 to 17 years;Noord-Nederland (LD);2022;1129.0
249;Passenger car driving licence total;16 to 17 years;Noord-Nederland (LD);2023;1353.0
250;Passenger car driving licence total;16 to 17 years;Noord-Nederland (LD);2024;1510.0
251;Passenger car driving licence total;16 to 17 years;Noord-Nederland (LD);2025;1503.0
252;Passenger car driving licence total;16 to 17 years;Oost-Nederland (LD);2014;3090.0
253;Passenger car driving licence total;16 to 17 years;Oost-Nederland (LD);2015;3512.0
254;Passenger car driving licence total;16 to 17 years;Oost-Nederland (LD);2016;4119.0
255;Passenger car driving licence total;16 to 17 years;Oost-Nederland (LD);2017;4334.0
256;Passenger car driving licence total;16 to 17 years;Oost-Nederland (LD);2018;4829.0
257;Passenger car driving licence total;16 to 17 years;Oost-Nederland (LD);2019;4695.0
258;Passenger car driving licence total;16 to 17 years;Oost-Nederland (LD);2020;4556.0
259;Passenger car driving licence total;16 to 17 years;Oost-Nederland (LD);2021;3083.0
260;Passenger car driving licence total;16 to 17 years;Oost-Nederland (LD);2022;2513.0
261;Passenger car driving licence total;16 to 17 years;Oost-Nederland (LD);2023;3237.0
262;Passenger car driving licence total;16 to 17 years;Oost-Nederland (LD);2024;3504.0
263;Passenger car driving licence total;16 to 17 years;Oost-Nederland (LD);2025;3769.0
264;Passenger car driving licence total;16 to 17 years;West-Nederland (LD);2014;5154.0
265;Passenger car driving licence total;16 to 17 years;West-Nederland (LD);2015;5999.0
266;Passenger car driving licence total;16 to 17 years;West-Nederland (LD);2016;6632.0
267;Passenger car driving licence total;16 to 17 years;West-Nederland (LD);2017;6850.0
268;Passenger car driving licence total;16 to 17 years;West-Nederland (LD);2018;7950.0
269;Passenger car driving licence total;16 to 17 years;West-Nederland (LD);2019;7585.0
270;Passenger car driving licence total;16 to 17 years;West-Nederland (LD);2020;7550.0
271;Passenger car driving licence total;16 to 17 years;West-Nederland (LD);2021;5026.0
272;Passenger car driving licence total;16 to 17 years;West-Nederland (LD);2022;4201.0
273;Passenger car driving licence total;16 to 17 years;West-Nederland (LD);2023;5557.0
274;Passenger car driving licence total;16 to 17 years;West-Nederland (LD);2024;5772.0
275;Passenger car driving licence total;16 to 17 years;West-Nederland (LD);2025;6203.0
276;Passenger car driving licence total;16 to 17 years;Zuid-Nederland (LD);2014;3230.0
277;Passenger car driving licence total;16 to 17 years;Zuid-Nederland (LD);2015;3869.0
278;Passenger car driving licence total;16 to 17 years;Zuid-Nederland (LD);2016;4252.0
279;Passenger car driving licence total;16 to 17 years;Zuid-Nederland (LD);2017;4383.0
280;Passenger car driving licence total;16 to 17 years;Zuid-Nederland (LD);2018;4736.0
281;Passenger car driving licence total;16 to 17 years;Zuid-Nederland (LD);2019;4444.0
282;Passenger car driving licence total;16 to 17 years;Zuid-Nederland (LD);2020;4358.0
283;Passenger car driving licence total;16 to 17 years;Zuid-Nederland (LD);2021;2744.0
284;Passenger car driving licence total;16 to 17 years;Zuid-Nederland (LD);2022;2220.0
285;Passenger car driving licence total;16 to 17 years;Zuid-Nederland (LD);2023;3050.0
286;Passenger car driving licence total;16 to 17 years;Zuid-Nederland (LD);2024;3408.0
287;Passenger car driving licence total;16 to 17 years;Zuid-Nederland (LD);2025;3422.0
288;Passenger car driving licence total;16 to 17 years;Unclassifiable (LD);2014;1.0
289;Passenger car driving licence total;16 to 17 years;Unclassifiable (LD);2015;0.0
290;Passenger car driving licence total;16 to 17 years;Unclassifiable (LD);2016;1.0
291;Passenger car driving licence total;16 to 17 years;Unclassifiable (LD);2017;0.0
292;Passenger car driving licence total;16 to 17 years;Unclassifiable (LD);2018;0.0
293;Passenger car driving licence total;16 to 17 years;Unclassifiable (LD);2019;0.0
294;Passenger car driving licence total;16 to 17 years;Unclassifiable (LD);2020;0.0
295;Passenger car driving licence total;16 to 17 years;Unclassifiable (LD);2021;0.0
296;Passenger car driving licence total;16 to 17 years;Unclassifiable (LD);2022;0.0
297;Passenger car driving licence total;16 to 17 years;Unclassifiable (LD);2023;0.0
298;Passenger car driving licence total;16 to 17 years;Unclassifiable (LD);2024;1.0
299;Passenger car driving licence total;16 to 17 years;Unclassifiable (LD);2025;0.0
300;Passenger car driving licence total;16 to 17 years;Groningen (PV);2014;355.0
301;Passenger car driving licence total;16 to 17 years;Groningen (PV);2015;428.0
302;Passenger car driving licence total;16 to 17 years;Groningen (PV);2016;416.0
303;Passenger car driving licence total;16 to 17 years;Groningen (PV);2017;457.0
304;Passenger car driving licence total;16 to 17 years;Groningen (PV);2018;576.0
305;Passenger car driving licence total;16 to 17 years;Groningen (PV);2019;538.0
306;Passenger car driving licence total;16 to 17 years;Groningen (PV);2020;513.0
307;Passenger car driving licence total;16 to 17 years;Groningen (PV);2021;351.0
308;Passenger car driving licence total;16 to 17 years;Groningen (PV);2022;282.0
309;Passenger car driving licence total;16 to 17 years;Groningen (PV);2023;332.0
310;Passenger car driving licence total;16 to 17 years;Groningen (PV);2024;391.0
311;Passenger car driving licence total;16 to 17 years;Groningen (PV);2025;346.0
312;Passenger car driving licence total;16 to 17 years;Fryslân (PV);2014;530.0
313;Passenger car driving licence total;16 to 17 years;Fryslân (PV);2015;568.0
314;Passenger car driving licence total;16 to 17 years;Fryslân (PV);2016;702.0
315;Passenger car driving licence total;16 to 17 years;Fryslân (PV);2017;725.0
316;Passenger car driving licence total;16 to 17 years;Fryslân (PV);2018;900.0
317;Passenger car driving licence total;16 to 17 years;Fryslân (PV);2019;765.0
318;Passenger car driving licence total;16 to 17 years;Fryslân (PV);2020;761.0
319;Passenger car driving licence total;16 to 17 years;Fryslân (PV);2021;498.0
320;Passenger car driving licence total;16 to 17 years;Fryslân (PV);2022;447.0
321;Passenger car driving licence total;16 to 17 years;Fryslân (PV);2023;534.0
322;Passenger car driving licence total;16 to 17 years;Fryslân (PV);2024;547.0
323;Passenger car driving licence total;16 to 17 years;Fryslân (PV);2025;595.0
324;Passenger car driving licence total;16 to 17 years;Drenthe (PV);2014;486.0
325;Passenger car driving licence total;16 to 17 years;Drenthe (PV);2015;551.0
326;Passenger car driving licence total;16 to 17 years;Drenthe (PV);2016;543.0
327;Passenger car driving licence total;16 to 17 years;Drenthe (PV);2017;618.0
328;Passenger car driving licence total;16 to 17 years;Drenthe (PV);2018;669.0
329;Passenger car driving licence total;16 to 17 years;Drenthe (PV);2019;661.0
330;Passenger car driving licence total;16 to 17 years;Drenthe (PV);2020;687.0
331;Passenger car driving licence total;16 to 17 years;Drenthe (PV);2021;420.0
332;Passenger car driving licence total;16 to 17 years;Drenthe (PV);2022;400.0
333;Passenger car driving licence total;16 to 17 years;Drenthe (PV);2023;487.0
334;Passenger car driving licence total;16 to 17 years;Drenthe (PV);2024;572.0
335;Passenger car driving licence total;16 to 17 years;Drenthe (PV);2025;562.0
336;Passenger car driving licence total;16 to 17 years;Overijssel (PV);2014;967.0
337;Passenger car driving licence total;16 to 17 years;Overijssel (PV);2015;1071.0
338;Passenger car driving licence total;16 to 17 years;Overijssel (PV);2016;1268.0
339;Passenger car driving licence total;16 to 17 years;Overijssel (PV);2017;1362.0
340;Passenger car driving licence total;16 to 17 years;Overijssel (PV);2018;1458.0
341;Passenger car driving licence total;16 to 17 years;Overijssel (PV);2019;1421.0
342;Passenger car driving licence total;16 to 17 years;Overijssel (PV);2020;1348.0
343;Passenger car driving licence total;16 to 17 years;Overijssel (PV);2021;979.0
344;Passenger car driving licence total;16 to 17 years;Overijssel (PV);2022;848.0
345;Passenger car driving licence total;16 to 17 years;Overijssel (PV);2023;1115.0
346;Passenger car driving licence total;16 to 17 years;Overijssel (PV);2024;1114.0
347;Passenger car driving licence total;16 to 17 years;Overijssel (PV);2025;1261.0
348;Passenger car driving licence total;16 to 17 years;Flevoland (PV);2014;329.0
349;Passenger car driving licence total;16 to 17 years;Flevoland (PV);2015;371.0
350;Passenger car driving licence total;16 to 17 years;Flevoland (PV);2016;428.0
351;Passenger car driving licence total;16 to 17 years;Flevoland (PV);2017;472.0
352;Passenger car driving licence total;16 to 17 years;Flevoland (PV);2018;491.0
353;Passenger car driving licence total;16 to 17 years;Flevoland (PV);2019;515.0
354;Passenger car driving licence total;16 to 17 years;Flevoland (PV);2020;471.0
355;Passenger car driving licence total;16 to 17 years;Flevoland (PV);2021;333.0
356;Passenger car driving licence total;16 to 17 years;Flevoland (PV);2022;284.0
357;Passenger car driving licence total;16 to 17 years;Flevoland (PV);2023;367.0
358;Passenger car driving licence total;16 to 17 years;Flevoland (PV);2024;364.0
359;Passenger car driving licence total;16 to 17 years;Flevoland (PV);2025;427.0
360;Passenger car driving licence total;16 to 17 years;Gelderland (PV);2014;1794.0
361;Passenger car driving licence total;16 to 17 years;Gelderland (PV);2015;2070.0
362;Passenger car driving licence total;16 to 17 years;Gelderland (PV);2016;2423.0
363;Passenger car driving licence total;16 to 17 years;Gelderland (PV);2017;2500.0
364;Passenger car driving licence total;16 to 17 years;Gelderland (PV);2018;2880.0
365;Passenger car driving licence total;16 to 17 years;Gelderland (PV);2019;2759.0
366;Passenger car driving licence total;16 to 17 years;Gelderland (PV);2020;2737.0
367;Passenger car driving licence total;16 to 17 years;Gelderland (PV);2021;1771.0
368;Passenger car driving licence total;16 to 17 years;Gelderland (PV);2022;1381.0
369;Passenger car driving licence total;16 to 17 years;Gelderland (PV);2023;1755.0
370;Passenger car driving licence total;16 to 17 years;Gelderland (PV);2024;2026.0
371;Passenger car driving licence total;16 to 17 years;Gelderland (PV);2025;2081.0
372;Passenger car driving licence total;16 to 17 years;Utrecht (PV);2014;919.0
373;Passenger car driving licence total;16 to 17 years;Utrecht (PV);2015;1014.0
374;Passenger car driving licence total;16 to 17 years;Utrecht (PV);2016;1199.0
375;Passenger car driving licence total;16 to 17 years;Utrecht (PV);2017;1296.0
376;Passenger car driving licence total;16 to 17 years;Utrecht (PV);2018;1517.0
377;Passenger car driving licence total;16 to 17 years;Utrecht (PV);2019;1507.0
378;Passenger car driving licence total;16 to 17 years;Utrecht (PV);2020;1490.0
379;Passenger car driving licence total;16 to 17 years;Utrecht (PV);2021;1017.0
380;Passenger car driving licence total;16 to 17 years;Utrecht (PV);2022;829.0
381;Passenger car driving licence total;16 to 17 years;Utrecht (PV);2023;1119.0
382;Passenger car driving licence total;16 to 17 years;Utrecht (PV);2024;1191.0
383;Passenger car driving licence total;16 to 17 years;Utrecht (PV);2025;1289.0
384;Passenger car driving licence total;16 to 17 years;Noord-Holland (PV);2014;1634.0
385;Passenger car driving licence total;16 to 17 years;Noord-Holland (PV);2015;1963.0
386;Passenger car driving licence total;16 to 17 years;Noord-Holland (PV);2016;2248.0
