ID;BedrijfstakkenSBI2008EnSectoren;TypeKapitaalgoed;Perioden;KapitaalgoederenvoorraadEindbalans_1;VolumeIndexcijfers2005100_2;KapitaalgoederenvoorraadBeginbalans_3;Herwaardering_4;InvestInVasteActivaProdEnInvoer_5;Afschrijvingen_6;HandelEnOverigeMutaties_7;StatistischVerschil_8;KapitaalgoederenvoorraadEindbalans_9
2528;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;1991;9;94.3;11;0.0;2.0;4.0;0.0;0.0;9
2529;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;1992;10;95.8;9;0.0;4.0;4.0;0.0;0.0;10
2530;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;1993;10;92.1;10;0.0;3.0;4.0;0.0;0.0;10
2531;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;1994;8;81.6;10;0.0;3.0;3.0;0.0;-1.0;8
2532;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;1995;9;89.0;8;0.0;4.0;3.0;0.0;0.0;9
2533;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;1996;10;98.4;9;0.0;4.0;3.0;0.0;1.0;10
2534;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;1997;10;98.1;10;0.0;3.0;4.0;0.0;1.0;10
2535;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;1998;11;101.2;10;0.0;4.0;4.0;0.0;0.0;11
2536;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;1999;12;118.8;11;0.0;7.0;4.0;0.0;-1.0;12
2537;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;2000;17;162.8;12;0.0;10.0;5.0;0.0;0.0;17
2538;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;2001;16;146.3;17;0.0;4.0;6.0;0.0;0.0;16
2539;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;2002;14;125.8;16;0.0;3.0;5.0;0.0;0.0;14
2540;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;2003;12;109.4;14;0.0;3.0;5.0;0.0;0.0;12
2541;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;2004;12;112.6;12;0.0;5.0;5.0;0.0;0.0;12
2542;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;2005;11;100.0;12;0.0;3.0;4.0;0.0;0.0;11
2543;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;2006;11;98.1;11;0.0;4.0;4.0;0.0;0.0;11
2544;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;2007;10;89.5;11;0.0;3.0;4.0;0.0;0.0;10
2545;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;2008;15;130.4;10;0.0;9.0;4.0;0.0;0.0;15
2546;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;2009;14;120.9;15;0.0;4.0;5.0;0.0;0.0;14
2547;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;2010;11;99.6;14;0.0;2.0;4.0;0.0;0.0;11
2548;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;2011;11;99.7;12;0.0;4.0;4.0;0.0;0.0;11
2549;B Delfstoffenwinning;Personenauto's en overige wegvervoermid.;2012;11;93.0;11;;;;;;11
2550;B Delfstoffenwinning;Treinen en trams;1988;0;;0;0.0;0.0;0.0;0.0;0.0;0
2551;B Delfstoffenwinning;Treinen en trams;1989;0;;0;0.0;0.0;0.0;0.0;0.0;0
2552;B Delfstoffenwinning;Treinen en trams;1990;0;;0;0.0;0.0;0.0;0.0;0.0;0
2553;B Delfstoffenwinning;Treinen en trams;1991;0;;0;0.0;0.0;0.0;0.0;0.0;0
2554;B Delfstoffenwinning;Treinen en trams;1992;0;;0;0.0;0.0;0.0;0.0;0.0;0
2555;B Delfstoffenwinning;Treinen en trams;1993;0;;0;0.0;0.0;0.0;0.0;0.0;0
2556;B Delfstoffenwinning;Treinen en trams;1994;0;;0;0.0;0.0;0.0;0.0;0.0;0
2557;B Delfstoffenwinning;Treinen en trams;1995;0;;0;0.0;0.0;0.0;0.0;0.0;0
2558;B Delfstoffenwinning;Treinen en trams;1996;0;;0;0.0;0.0;0.0;0.0;0.0;0
2559;B Delfstoffenwinning;Treinen en trams;1997;0;;0;0.0;0.0;0.0;0.0;0.0;0
2560;B Delfstoffenwinning;Treinen en trams;1998;0;;0;0.0;0.0;0.0;0.0;0.0;0
2561;B Delfstoffenwinning;Treinen en trams;1999;0;;0;0.0;0.0;0.0;0.0;0.0;0
2562;B Delfstoffenwinning;Treinen en trams;2000;0;;0;0.0;0.0;0.0;0.0;0.0;0
2563;B Delfstoffenwinning;Treinen en trams;2001;0;;0;0.0;0.0;0.0;0.0;0.0;0
2564;B Delfstoffenwinning;Treinen en trams;2002;0;;0;0.0;0.0;0.0;0.0;0.0;0
2565;B Delfstoffenwinning;Treinen en trams;2003;0;;0;0.0;0.0;0.0;0.0;0.0;0
2566;B Delfstoffenwinning;Treinen en trams;2004;0;;0;0.0;0.0;0.0;0.0;0.0;0
2567;B Delfstoffenwinning;Treinen en trams;2005;0;;0;0.0;0.0;0.0;0.0;0.0;0
2568;B Delfstoffenwinning;Treinen en trams;2006;0;;0;0.0;0.0;0.0;0.0;0.0;0
2569;B Delfstoffenwinning;Treinen en trams;2007;0;;0;0.0;0.0;0.0;0.0;0.0;0
2570;B Delfstoffenwinning;Treinen en trams;2008;0;;0;0.0;0.0;0.0;0.0;0.0;0
2571;B Delfstoffenwinning;Treinen en trams;2009;0;;0;0.0;0.0;0.0;0.0;0.0;0
2572;B Delfstoffenwinning;Treinen en trams;2010;0;;0;0.0;0.0;0.0;0.0;0.0;0
2573;B Delfstoffenwinning;Treinen en trams;2011;0;;0;0.0;0.0;0.0;0.0;0.0;0
2574;B Delfstoffenwinning;Treinen en trams;2012;0;;0;;;;;;0
2575;B Delfstoffenwinning;Schepen;1988;0;;0;0.0;0.0;0.0;0.0;0.0;0
2576;B Delfstoffenwinning;Schepen;1989;0;;0;0.0;0.0;0.0;0.0;0.0;0
2577;B Delfstoffenwinning;Schepen;1990;0;;0;0.0;0.0;0.0;0.0;0.0;0
2578;B Delfstoffenwinning;Schepen;1991;0;;0;0.0;0.0;0.0;0.0;0.0;0
2579;B Delfstoffenwinning;Schepen;1992;0;;0;0.0;0.0;0.0;0.0;0.0;0
2580;B Delfstoffenwinning;Schepen;1993;0;;0;0.0;0.0;0.0;0.0;0.0;0
2581;B Delfstoffenwinning;Schepen;1994;0;;0;0.0;0.0;0.0;0.0;0.0;0
2582;B Delfstoffenwinning;Schepen;1995;0;;0;0.0;0.0;0.0;0.0;0.0;0
2583;B Delfstoffenwinning;Schepen;1996;0;;0;0.0;0.0;0.0;0.0;0.0;0
2584;B Delfstoffenwinning;Schepen;1997;0;;0;0.0;0.0;0.0;0.0;0.0;0
2585;B Delfstoffenwinning;Schepen;1998;0;;0;0.0;0.0;0.0;0.0;0.0;0
2586;B Delfstoffenwinning;Schepen;1999;0;;0;0.0;0.0;0.0;0.0;0.0;0
2587;B Delfstoffenwinning;Schepen;2000;0;;0;0.0;0.0;0.0;0.0;0.0;0
2588;B Delfstoffenwinning;Schepen;2001;0;;0;0.0;0.0;0.0;0.0;0.0;0
2589;B Delfstoffenwinning;Schepen;2002;0;;0;0.0;0.0;0.0;0.0;0.0;0
2590;B Delfstoffenwinning;Schepen;2003;0;;0;0.0;0.0;0.0;0.0;0.0;0
2591;B Delfstoffenwinning;Schepen;2004;0;;0;0.0;0.0;0.0;0.0;0.0;0
2592;B Delfstoffenwinning;Schepen;2005;0;;0;0.0;0.0;0.0;0.0;0.0;0
2593;B Delfstoffenwinning;Schepen;2006;0;;0;0.0;0.0;0.0;0.0;0.0;0
2594;B Delfstoffenwinning;Schepen;2007;0;;0;0.0;0.0;0.0;0.0;0.0;0
2595;B Delfstoffenwinning;Schepen;2008;0;;0;0.0;0.0;0.0;0.0;0.0;0
2596;B Delfstoffenwinning;Schepen;2009;0;;0;0.0;0.0;0.0;0.0;0.0;0
2597;B Delfstoffenwinning;Schepen;2010;0;;0;0.0;0.0;0.0;0.0;0.0;0
2598;B Delfstoffenwinning;Schepen;2011;0;;0;0.0;0.0;0.0;0.0;0.0;0
2599;B Delfstoffenwinning;Schepen;2012;0;;0;;;;;;0
2600;B Delfstoffenwinning;Vliegtuigen;1988;0;;0;0.0;0.0;0.0;0.0;0.0;0
2601;B Delfstoffenwinning;Vliegtuigen;1989;0;;0;0.0;0.0;0.0;0.0;0.0;0
2602;B Delfstoffenwinning;Vliegtuigen;1990;0;;0;0.0;0.0;0.0;0.0;0.0;0
2603;B Delfstoffenwinning;Vliegtuigen;1991;0;;0;0.0;0.0;0.0;0.0;0.0;0
2604;B Delfstoffenwinning;Vliegtuigen;1992;0;;0;0.0;0.0;0.0;0.0;0.0;0
2605;B Delfstoffenwinning;Vliegtuigen;1993;0;;0;0.0;0.0;0.0;0.0;0.0;0
2606;B Delfstoffenwinning;Vliegtuigen;1994;0;;0;0.0;0.0;0.0;0.0;0.0;0
2607;B Delfstoffenwinning;Vliegtuigen;1995;0;;0;0.0;0.0;0.0;0.0;0.0;0
2608;B Delfstoffenwinning;Vliegtuigen;1996;0;;0;0.0;0.0;0.0;0.0;0.0;0
2609;B Delfstoffenwinning;Vliegtuigen;1997;0;;0;0.0;0.0;0.0;0.0;0.0;0
2610;B Delfstoffenwinning;Vliegtuigen;1998;0;;0;0.0;0.0;0.0;0.0;0.0;0
2611;B Delfstoffenwinning;Vliegtuigen;1999;0;;0;0.0;0.0;0.0;0.0;0.0;0
2612;B Delfstoffenwinning;Vliegtuigen;2000;0;;0;0.0;0.0;0.0;0.0;0.0;0
2613;B Delfstoffenwinning;Vliegtuigen;2001;0;;0;0.0;0.0;0.0;0.0;0.0;0
2614;B Delfstoffenwinning;Vliegtuigen;2002;0;;0;0.0;0.0;0.0;0.0;0.0;0
2615;B Delfstoffenwinning;Vliegtuigen;2003;0;;0;0.0;0.0;0.0;0.0;0.0;0
2616;B Delfstoffenwinning;Vliegtuigen;2004;0;;0;0.0;0.0;0.0;0.0;0.0;0
2617;B Delfstoffenwinning;Vliegtuigen;2005;0;;0;0.0;0.0;0.0;0.0;0.0;0
2618;B Delfstoffenwinning;Vliegtuigen;2006;0;;0;0.0;0.0;0.0;0.0;0.0;0
2619;B Delfstoffenwinning;Vliegtuigen;2007;0;;0;0.0;0.0;0.0;0.0;0.0;0
2620;B Delfstoffenwinning;Vliegtuigen;2008;0;;0;0.0;0.0;0.0;0.0;0.0;0
2621;B Delfstoffenwinning;Vliegtuigen;2009;0;;0;0.0;0.0;0.0;0.0;0.0;0
2622;B Delfstoffenwinning;Vliegtuigen;2010;0;;0;0.0;0.0;0.0;0.0;0.0;0
2623;B Delfstoffenwinning;Vliegtuigen;2011;0;;0;0.0;0.0;0.0;0.0;0.0;0
2624;B Delfstoffenwinning;Vliegtuigen;2012;0;;0;;;;;;0
2625;B Delfstoffenwinning;Machines en installaties;1988;7087;76.7;6897;84.0;368.0;267.0;0.0;5.0;7087
2626;B Delfstoffenwinning;Machines en installaties;1989;7382;78.0;7087;170.0;399.0;281.0;0.0;7.0;7382
2627;B Delfstoffenwinning;Machines en installaties;1990;7726;79.9;7382;166.0;476.0;296.0;0.0;-2.0;7726
2628;B Delfstoffenwinning;Machines en installaties;1991;8188;82.8;7726;169.0;599.0;314.0;0.0;8.0;8188
2629;B Delfstoffenwinning;Machines en installaties;1992;8562;85.1;8188;147.0;565.0;332.0;0.0;-5.0;8562
2630;B Delfstoffenwinning;Machines en installaties;1993;9264;92.4;8562;58.0;1084.0;354.0;0.0;-86.0;9264
2631;B Delfstoffenwinning;Machines en installaties;1994;9583;93.4;9264;18.0;564.0;370.0;0.0;109.0;9583
2632;B Delfstoffenwinning;Machines en installaties;1995;9722;95.3;9583;87.0;465.0;387.0;0.0;-26.0;9722
2633;B Delfstoffenwinning;Machines en installaties;1996;9640;93.4;9722;83.0;229.0;392.0;0.0;-2.0;9640
2634;B Delfstoffenwinning;Machines en installaties;1997;10518;101.0;9640;95.0;1203.0;410.0;0.0;-10.0;10518
2635;B Delfstoffenwinning;Machines en installaties;1998;10953;102.0;10518;314.0;557.0;441.0;0.0;6.0;10953
2636;B Delfstoffenwinning;Machines en installaties;1999;11115;101.7;10953;210.0;410.0;456.0;0.0;-3.0;11115
2637;B Delfstoffenwinning;Machines en installaties;2000;11051;99.8;11115;154.0;245.0;462.0;0.0;0.0;11051
2638;B Delfstoffenwinning;Machines en installaties;2001;11324;100.3;11051;172.0;543.0;471.0;0.0;30.0;11324
2639;B Delfstoffenwinning;Machines en installaties;2002;11689;102.0;11324;205.0;648.0;489.0;0.0;0.0;11689
2640;B Delfstoffenwinning;Machines en installaties;2003;12134;104.8;11689;115.0;830.0;505.0;0.0;4.0;12134
2641;B Delfstoffenwinning;Machines en installaties;2004;11602;99.1;12134;127.0;529.0;520.0;-677.0;8.0;11602
2642;B Delfstoffenwinning;Machines en installaties;2005;11855;100.0;11602;140.0;592.0;499.0;0.0;19.0;11855
2643;B Delfstoffenwinning;Machines en installaties;2006;12531;104.1;11855;205.0;992.0;521.0;0.0;1.0;12531
2644;B Delfstoffenwinning;Machines en installaties;2007;12768;104.6;12531;205.0;605.0;542.0;0.0;-30.0;12768
2645;B Delfstoffenwinning;Machines en installaties;2008;13248;105.5;12768;306.0;713.0;561.0;0.0;22.0;13248
2646;B Delfstoffenwinning;Machines en installaties;2009;13462;106.8;13209;84.0;742.0;573.0;0.0;0.0;13462
2647;B Delfstoffenwinning;Machines en installaties;2010;13444;106.2;13440;45.0;539.0;580.0;0.0;0.0;13444
2648;B Delfstoffenwinning;Machines en installaties;2011;14082;110.5;13495;97.0;1087.0;597.0;0.0;0.0;14082
2649;B Delfstoffenwinning;Machines en installaties;2012;14718;114.3;14082;;;;;;14718
2650;B Delfstoffenwinning;Computers;1988;32;12.7;18;-1.0;23.0;7.0;0.0;0.0;32
2651;B Delfstoffenwinning;Computers;1989;38;16.2;32;-2.0;18.0;10.0;0.0;0.0;38
2652;B Delfstoffenwinning;Computers;1990;46;21.4;38;-4.0;24.0;12.0;0.0;0.0;46
2653;B Delfstoffenwinning;Computers;1991;44;22.5;46;-5.0;16.0;14.0;0.0;0.0;44
2654;B Delfstoffenwinning;Computers;1992;37;22.2;44;-6.0;12.0;13.0;0.0;0.0;37
2655;B Delfstoffenwinning;Computers;1993;27;19.2;37;-5.0;6.0;11.0;0.0;0.0;27
2656;B Delfstoffenwinning;Computers;1994;21;16.9;27;-3.0;5.0;9.0;0.0;1.0;21
2657;B Delfstoffenwinning;Computers;1995;15;15.0;21;-3.0;4.0;7.0;0.0;0.0;15
2658;B Delfstoffenwinning;Computers;1996;17;21.5;15;-4.0;10.0;5.0;0.0;0.0;17
2659;B Delfstoffenwinning;Computers;1997;16;26.9;17;-4.0;8.0;5.0;0.0;0.0;16
2660;B Delfstoffenwinning;Computers;1998;17;37.8;16;-4.0;9.0;5.0;0.0;1.0;17
2661;B Delfstoffenwinning;Computers;1999;35;100.5;17;-4.0;29.0;7.0;0.0;0.0;35
2662;B Delfstoffenwinning;Computers;2000;33;106.6;35;-5.0;11.0;9.0;0.0;0.0;33
2663;B Delfstoffenwinning;Computers;2001;31;122.4;33;-6.0;13.0;9.0;0.0;0.0;31
2664;B Delfstoffenwinning;Computers;2002;56;259.5;31;-4.0;42.0;12.0;0.0;0.0;56
2665;B Delfstoffenwinning;Computers;2003;62;324.9;56;-7.0;29.0;17.0;0.0;0.0;62
2666;B Delfstoffenwinning;Computers;2004;24;135.7;62;-4.0;35.0;20.0;-48.0;0.0;24
2667;B Delfstoffenwinning;Computers;2005;16;100.0;24;-3.0;1.0;7.0;0.0;0.0;16
2668;B Delfstoffenwinning;Computers;2006;14;96.5;16;-2.0;5.0;5.0;0.0;0.0;14
2669;B Delfstoffenwinning;Computers;2007;13;96.3;14;-1.0;5.0;5.0;0.0;0.0;13
2670;B Delfstoffenwinning;Computers;2008;16;131.2;13;-1.0;9.0;5.0;0.0;0.0;16
2671;B Delfstoffenwinning;Computers;2009;12;111.2;14;-1.0;4.0;4.0;0.0;0.0;12
2672;B Delfstoffenwinning;Computers;2010;12;109.5;12;0.0;4.0;4.0;0.0;0.0;12
2673;B Delfstoffenwinning;Computers;2011;12;118.0;12;-1.0;5.0;4.0;0.0;0.0;12
2674;B Delfstoffenwinning;Computers;2012;12;119.1;12;;;;;;12
2675;B Delfstoffenwinning;Overige materiële vaste activa;1988;195;261.1;195;2.0;27.0;33.0;0.0;4.0;195
2676;B Delfstoffenwinning;Overige materiële vaste activa;1989;183;246.4;195;3.0;19.0;33.0;0.0;-2.0;183
2677;B Delfstoffenwinning;Overige materiële vaste activa;1990;196;256.3;183;6.0;43.0;34.0;0.0;-1.0;196
2678;B Delfstoffenwinning;Overige materiële vaste activa;1991;175;223.6;196;5.0;8.0;34.0;0.0;0.0;175
2679;B Delfstoffenwinning;Overige materiële vaste activa;1992;153;190.5;175;4.0;6.0;31.0;0.0;-1.0;153
2680;B Delfstoffenwinning;Overige materiële vaste activa;1993;130;161.9;153;1.0;5.0;28.0;0.0;-1.0;130
2681;B Delfstoffenwinning;Overige materiële vaste activa;1994;116;142.3;130;2.0;8.0;25.0;0.0;2.0;116
2682;B Delfstoffenwinning;Overige materiële vaste activa;1995;106;126.6;116;2.0;12.0;23.0;0.0;-2.0;106
2683;B Delfstoffenwinning;Overige materiële vaste activa;1996;92;109.0;106;2.0;7.0;21.0;0.0;-1.0;92
2684;B Delfstoffenwinning;Overige materiële vaste activa;1997;77;94.4;92;1.0;7.0;18.0;0.0;-5.0;77
2685;B Delfstoffenwinning;Overige materiële vaste activa;1998;69;78.1;77;1.0;8.0;16.0;0.0;-1.0;69
2686;B Delfstoffenwinning;Overige materiële vaste activa;1999;72;82.8;69;1.0;20.0;15.0;0.0;-3.0;72
2687;B Delfstoffenwinning;Overige materiële vaste activa;2000;65;71.8;72;1.0;7.0;14.0;0.0;0.0;65
2688;B Delfstoffenwinning;Overige materiële vaste activa;2001;59;68.9;65;1.0;9.0;13.0;0.0;-4.0;59
2689;B Delfstoffenwinning;Overige materiële vaste activa;2002;69;63.8;59;1.0;11.0;12.0;0.0;10.0;69
2690;B Delfstoffenwinning;Overige materiële vaste activa;2003;101;109.8;69;0.0;47.0;14.0;0.0;0.0;101
2691;B Delfstoffenwinning;Overige materiële vaste activa;2004;89;96.6;101;0.0;9.0;16.0;-5.0;0.0;89
2692;B Delfstoffenwinning;Overige materiële vaste activa;2005;92;100.0;89;0.0;18.0;15.0;0.0;0.0;92
2693;B Delfstoffenwinning;Overige materiële vaste activa;2006;147;158.9;92;0.0;73.0;19.0;0.0;0.0;147
2694;B Delfstoffenwinning;Overige materiële vaste activa;2007;141;150.9;147;2.0;15.0;22.0;0.0;0.0;141
2695;B Delfstoffenwinning;Overige materiële vaste activa;2008;161;169.8;141;1.0;42.0;24.0;0.0;0.0;161
2696;B Delfstoffenwinning;Overige materiële vaste activa;2009;149;153.5;161;4.0;9.0;25.0;0.0;0.0;149
2697;B Delfstoffenwinning;Overige materiële vaste activa;2010;146;148.0;149;3.0;19.0;24.0;0.0;0.0;146
2698;B Delfstoffenwinning;Overige materiële vaste activa;2011;155;156.2;146;1.0;33.0;25.0;0.0;0.0;155
2699;B Delfstoffenwinning;Overige materiële vaste activa;2012;167;164.9;155;;;;;;167
2700;B Delfstoffenwinning;Software;1988;24;14.2;20;-1.0;15.0;11.0;0.0;0.0;24
2701;B Delfstoffenwinning;Software;1989;30;19.4;24;-1.0;21.0;13.0;0.0;0.0;30
2702;B Delfstoffenwinning;Software;1990;35;23.4;30;-1.0;22.0;16.0;0.0;0.0;35
2703;B Delfstoffenwinning;Software;1991;37;24.3;35;0.0;20.0;19.0;0.0;0.0;37
2704;B Delfstoffenwinning;Software;1992;53;37.1;37;-2.0;40.0;22.0;0.0;0.0;53
2705;B Delfstoffenwinning;Software;1993;57;39.8;53;0.0;31.0;27.0;0.0;0.0;57
2706;B Delfstoffenwinning;Software;1994;47;33.7;57;-2.0;19.0;27.0;0.0;0.0;47
2707;B Delfstoffenwinning;Software;1995;44;32.6;47;-1.0;24.0;26.0;0.0;0.0;44
2708;B Delfstoffenwinning;Software;1996;53;39.2;44;-1.0;35.0;26.0;0.0;0.0;53
2709;B Delfstoffenwinning;Software;1997;78;59.9;53;-1.0;59.0;32.0;0.0;0.0;78
2710;B Delfstoffenwinning;Software;1998;99;77.8;78;-2.0;65.0;42.0;0.0;0.0;99
2711;B Delfstoffenwinning;Software;1999;115;88.6;99;2.0;68.0;54.0;0.0;0.0;115
2712;B Delfstoffenwinning;Software;2000;130;97.2;115;4.0;76.0;64.0;0.0;0.0;130
2713;B Delfstoffenwinning;Software;2001;142;103.1;130;4.0;81.0;73.0;0.0;0.0;142
2714;B Delfstoffenwinning;Software;2002;141;101.4;142;1.0;74.0;76.0;0.0;0.0;141
2715;B Delfstoffenwinning;Software;2003;134;95.5;141;2.0;68.0;76.0;0.0;0.0;134
2716;B Delfstoffenwinning;Software;2004;136;95.4;134;2.0;75.0;75.0;0.0;0.0;136
2717;B Delfstoffenwinning;Software;2005;146;100.0;136;3.0;84.0;77.0;0.0;0.0;146
2718;B Delfstoffenwinning;Software;2006;158;105.9;146;4.0;91.0;82.0;0.0;0.0;158
2719;B Delfstoffenwinning;Software;2007;173;111.0;158;7.0;98.0;90.0;0.0;0.0;173
2720;B Delfstoffenwinning;Software;2008;185;116.2;173;4.0;105.0;97.0;0.0;0.0;185
2721;B Delfstoffenwinning;Software;2009;187;118.4;185;-2.0;103.0;100.0;0.0;0.0;187
2722;B Delfstoffenwinning;Software;2010;189;118.0;187;3.0;102.0;103.0;0.0;0.0;189
2723;B Delfstoffenwinning;Software;2011;188;118.7;189;-3.0;103.0;102.0;0.0;0.0;188
2724;B Delfstoffenwinning;Software;2012;177;113.5;188;;;;;;177
2725;B Delfstoffenwinning;Overige immateriële vaste activa;1988;7051;86.4;6751;52.0;397.0;149.0;0.0;0.0;7051
2726;B Delfstoffenwinning;Overige immateriële vaste activa;1989;7531;89.6;7051;215.0;430.0;164.0;0.0;0.0;7531
2727;B Delfstoffenwinning;Overige immateriële vaste activa;1990;8068;93.8;7531;174.0;528.0;178.0;0.0;13.0;8068
2728;B Delfstoffenwinning;Overige immateriële vaste activa;1991;8729;98.8;8068;220.0;619.0;196.0;0.0;18.0;8729
2729;B Delfstoffenwinning;Overige immateriële vaste activa;1992;9151;100.7;8729;251.0;387.0;212.0;0.0;-4.0;9151
2730;B Delfstoffenwinning;Overige immateriële vaste activa;1993;9459;102.0;9151;192.0;340.0;223.0;0.0;0.0;9459
2731;B Delfstoffenwinning;Overige immateriële vaste activa;1994;9658;102.4;9459;155.0;302.0;233.0;0.0;-25.0;9658
2732;B Delfstoffenwinning;Overige immateriële vaste activa;1995;9860;102.4;9658;205.0;242.0;245.0;0.0;0.0;9860
2733;B Delfstoffenwinning;Overige immateriële vaste activa;1996;10408;104.4;9860;349.0;469.0;263.0;0.0;-8.0;10408
2734;B Delfstoffenwinning;Overige immateriële vaste activa;1997;11194;106.8;10408;533.0;542.0;289.0;0.0;0.0;11194
2735;B Delfstoffenwinning;Overige immateriële vaste activa;1998;11633;107.7;11194;338.0;406.0;305.0;0.0;0.0;11633
2736;B Delfstoffenwinning;Overige immateriële vaste activa;1999;11897;107.2;11633;324.0;258.0;318.0;0.0;0.0;11897
2737;B Delfstoffenwinning;Overige immateriële vaste activa;2000;12007;106.1;11897;233.0;208.0;331.0;0.0;0.0;12007
2738;B Delfstoffenwinning;Overige immateriële vaste activa;2001;12425;105.5;12007;491.0;280.0;353.0;0.0;0.0;12425
2739;B Delfstoffenwinning;Overige immateriële vaste activa;2002;12867;105.1;12425;486.0;333.0;377.0;0.0;0.0;12867
2740;B Delfstoffenwinning;Overige immateriële vaste activa;2003;12707;103.8;12867;0.0;220.0;380.0;0.0;0.0;12707
2741;B Delfstoffenwinning;Overige immateriële vaste activa;2004;12586;102.2;12707;74.0;195.0;390.0;0.0;0.0;12586
2742;B Delfstoffenwinning;Overige immateriële vaste activa;2005;12610;100.0;12586;304.0;127.0;407.0;0.0;0.0;12610
2743;B Delfstoffenwinning;Overige immateriële vaste activa;2006;13023;98.7;12610;586.0;250.0;422.0;0.0;0.0;13023
2744;B Delfstoffenwinning;Overige immateriële vaste activa;2007;13075;97.2;13023;253.0;231.0;432.0;0.0;0.0;13075
2745;B Delfstoffenwinning;Overige immateriële vaste activa;2008;13343;95.8;13075;466.0;250.0;448.0;0.0;0.0;13343
2746;B Delfstoffenwinning;Overige immateriële vaste activa;2009;13491;95.4;13343;203.0;401.0;456.0;0.0;0.0;13491
2747;B Delfstoffenwinning;Overige immateriële vaste activa;2010;13734;96.2;13491;127.0;592.0;476.0;0.0;0.0;13734
2748;B Delfstoffenwinning;Overige immateriële vaste activa;2011;14278;98.2;13734;255.0;785.0;496.0;0.0;0.0;14278
2749;B Delfstoffenwinning;Overige immateriële vaste activa;2012;14883;100.2;14278;;;;;;14883
2750;B Delfstoffenwinning;In cultuur gebrachte activa;1988;0;;0;0.0;0.0;0.0;0.0;0.0;0
2751;B Delfstoffenwinning;In cultuur gebrachte activa;1989;0;;0;0.0;0.0;0.0;0.0;0.0;0
2752;B Delfstoffenwinning;In cultuur gebrachte activa;1990;0;;0;0.0;0.0;0.0;0.0;0.0;0
2753;B Delfstoffenwinning;In cultuur gebrachte activa;1991;0;;0;0.0;0.0;0.0;0.0;0.0;0
2754;B Delfstoffenwinning;In cultuur gebrachte activa;1992;0;;0;0.0;0.0;0.0;0.0;0.0;0
2755;B Delfstoffenwinning;In cultuur gebrachte activa;1993;0;;0;0.0;0.0;0.0;0.0;0.0;0
2756;B Delfstoffenwinning;In cultuur gebrachte activa;1994;0;;0;0.0;0.0;0.0;0.0;0.0;0
2757;B Delfstoffenwinning;In cultuur gebrachte activa;1995;0;;0;0.0;0.0;0.0;0.0;0.0;0
2758;B Delfstoffenwinning;In cultuur gebrachte activa;1996;0;;0;0.0;0.0;0.0;0.0;0.0;0
2759;B Delfstoffenwinning;In cultuur gebrachte activa;1997;0;;0;0.0;0.0;0.0;0.0;0.0;0
2760;B Delfstoffenwinning;In cultuur gebrachte activa;1998;0;;0;0.0;0.0;0.0;0.0;0.0;0
2761;B Delfstoffenwinning;In cultuur gebrachte activa;1999;0;;0;0.0;0.0;0.0;0.0;0.0;0
2762;B Delfstoffenwinning;In cultuur gebrachte activa;2000;0;;0;0.0;0.0;0.0;0.0;0.0;0
2763;B Delfstoffenwinning;In cultuur gebrachte activa;2001;0;;0;0.0;0.0;0.0;0.0;0.0;0
2764;B Delfstoffenwinning;In cultuur gebrachte activa;2002;0;;0;0.0;0.0;0.0;0.0;0.0;0
2765;B Delfstoffenwinning;In cultuur gebrachte activa;2003;0;;0;0.0;0.0;0.0;0.0;0.0;0
2766;B Delfstoffenwinning;In cultuur gebrachte activa;2004;0;;0;0.0;0.0;0.0;0.0;0.0;0
2767;B Delfstoffenwinning;In cultuur gebrachte activa;2005;0;;0;0.0;0.0;0.0;0.0;0.0;0
2768;B Delfstoffenwinning;In cultuur gebrachte activa;2006;0;;0;0.0;0.0;0.0;0.0;0.0;0
2769;B Delfstoffenwinning;In cultuur gebrachte activa;2007;0;;0;0.0;0.0;0.0;0.0;0.0;0
2770;B Delfstoffenwinning;In cultuur gebrachte activa;2008;0;;0;0.0;0.0;0.0;0.0;0.0;0
2771;B Delfstoffenwinning;In cultuur gebrachte activa;2009;0;;0;0.0;0.0;0.0;0.0;0.0;0
2772;B Delfstoffenwinning;In cultuur gebrachte activa;2010;0;;0;0.0;0.0;0.0;0.0;0.0;0
