ID;Populatie;Persoonskenmerken;RegioS;Perioden;AantalPersonen_1;RelatiefAantalPersonen_2;GemiddeldPersoonlijkInkomen_3;MediaanPersoonlijkInkomen_4
50;502;310;Zuid-Nederland (LD);2010;2745.1;100.0;27.6;22.4
51;502;310;Zuid-Nederland (LD);2011;2767.6;100.0;28.1;22.7
52;502;310;Zuid-Nederland (LD);2012;2781.7;100.0;28.3;22.7
53;502;310;Zuid-Nederland (LD);2013;2786.5;100.0;28.7;22.8
54;502;310;Zuid-Nederland (LD);2014;2804.3;100.0;29.1;22.9
55;502;310;Groningen (PV);2005;426.2;100.0;21.5;17.5
56;502;310;Groningen (PV);2006;428.9;100.0;22.4;18.0
57;502;310;Groningen (PV);2007;433.2;100.0;23.2;18.7
58;502;310;Groningen (PV);2008;436.4;100.0;24.2;19.6
59;502;310;Groningen (PV);2009 voor methodewijziging;440.1;100.0;24.9;20.0
60;502;310;Groningen (PV);2009 na methodewijziging;439.3;100.0;24.7;19.9
61;502;310;Groningen (PV);2010;443.2;100.0;24.9;19.9
62;502;310;Groningen (PV);2011;446.5;100.0;25.3;20.3
63;502;310;Groningen (PV);2012;447.9;100.0;25.3;20.2
64;502;310;Groningen (PV);2013;448.0;100.0;25.6;20.3
65;502;310;Groningen (PV);2014;450.6;100.0;26.0;20.4
66;502;310;Friesland (PV);2005;464.7;100.0;21.8;18.3
67;502;310;Friesland (PV);2006;467.2;100.0;22.9;19.0
68;502;310;Friesland (PV);2007;471.9;100.0;23.7;19.6
69;502;310;Friesland (PV);2008;477.8;100.0;24.8;20.6
70;502;310;Friesland (PV);2009 voor methodewijziging;480.9;100.0;25.1;20.8
71;502;310;Friesland (PV);2009 na methodewijziging;479.3;100.0;25.0;20.9
72;502;310;Friesland (PV);2010;483.2;100.0;25.2;21.0
73;502;310;Friesland (PV);2011;486.0;100.0;25.6;21.4
74;502;310;Friesland (PV);2012;487.8;100.0;25.7;21.2
75;502;310;Friesland (PV);2013;487.9;100.0;26.0;21.3
76;502;310;Friesland (PV);2014;490.0;100.0;26.5;21.5
77;502;310;Drenthe (PV);2005;353.4;100.0;22.8;19.1
78;502;310;Drenthe (PV);2006;356.2;100.0;23.9;19.8
79;502;310;Drenthe (PV);2007;361.0;100.0;24.7;20.5
80;502;310;Drenthe (PV);2008;364.8;100.0;25.8;21.5
81;502;310;Drenthe (PV);2009 voor methodewijziging;367.6;100.0;26.3;21.8
82;502;310;Drenthe (PV);2009 na methodewijziging;367.2;100.0;26.3;21.7
83;502;310;Drenthe (PV);2010;369.9;100.0;26.5;21.8
84;502;310;Drenthe (PV);2011;372.0;100.0;26.9;22.2
85;502;310;Drenthe (PV);2012;372.9;100.0;27.1;22.2
86;502;310;Drenthe (PV);2013;372.1;100.0;27.5;22.4
87;502;310;Drenthe (PV);2014;373.2;100.0;27.9;22.5
88;502;310;Overijssel (PV);2005;805.0;100.0;22.4;18.9
89;502;310;Overijssel (PV);2006;813.2;100.0;23.4;19.4
90;502;310;Overijssel (PV);2007;824.7;100.0;24.3;20.1
91;502;310;Overijssel (PV);2008;835.8;100.0;25.3;21.1
92;502;310;Overijssel (PV);2009 voor methodewijziging;841.9;100.0;25.8;21.5
93;502;310;Overijssel (PV);2009 na methodewijziging;840.9;100.0;25.8;21.5
94;502;310;Overijssel (PV);2010;848.0;100.0;26.0;21.6
95;502;310;Overijssel (PV);2011;854.8;100.0;26.5;21.9
96;502;310;Overijssel (PV);2012;859.5;100.0;26.6;21.9
97;502;310;Overijssel (PV);2013;858.9;100.0;27.0;22.1
98;502;310;Overijssel (PV);2014;863.5;100.0;27.3;22.2
99;502;310;Flevoland (PV);2005;259.6;100.0;24.4;21.0
100;502;310;Flevoland (PV);2006;264.5;100.0;25.6;21.6
101;502;310;Flevoland (PV);2007;270.7;100.0;26.8;22.5
102;502;310;Flevoland (PV);2008;276.1;100.0;27.9;23.6
103;502;310;Flevoland (PV);2009 voor methodewijziging;280.3;100.0;28.4;24.0
104;502;310;Flevoland (PV);2009 na methodewijziging;279.4;100.0;28.2;23.9
105;502;310;Flevoland (PV);2010;283.4;100.0;28.5;24.0
106;502;310;Flevoland (PV);2011;287.6;100.0;28.9;24.2
107;502;310;Flevoland (PV);2012;290.5;100.0;28.9;24.1
108;502;310;Flevoland (PV);2013;291.4;100.0;29.3;24.2
109;502;310;Flevoland (PV);2014;293.8;100.0;29.7;24.2
110;502;310;Gelderland (PV);2005;1429.6;100.0;24.0;19.9
111;502;310;Gelderland (PV);2006;1443.0;100.0;25.0;20.4
112;502;310;Gelderland (PV);2007;1463.0;100.0;26.0;21.2
113;502;310;Gelderland (PV);2008;1480.9;100.0;27.1;22.2
114;502;310;Gelderland (PV);2009 voor methodewijziging;1492.5;100.0;27.5;22.6
115;502;310;Gelderland (PV);2009 na methodewijziging;1491.4;100.0;27.5;22.6
116;502;310;Gelderland (PV);2010;1505.8;100.0;27.7;22.7
117;502;310;Gelderland (PV);2011;1519.4;100.0;28.1;23.0
118;502;310;Gelderland (PV);2012;1528.8;100.0;28.3;22.9
119;502;310;Gelderland (PV);2013;1531.7;100.0;28.6;23.0
120;502;310;Gelderland (PV);2014;1544.0;100.0;29.0;23.0
121;502;310;Utrecht (PV);2005;862.5;100.0;27.1;22.0
122;502;310;Utrecht (PV);2006;875.8;100.0;28.3;22.7
123;502;310;Utrecht (PV);2007;894.3;100.0;29.6;23.6
124;502;310;Utrecht (PV);2008;906.3;100.0;30.8;24.8
125;502;310;Utrecht (PV);2009 voor methodewijziging;915.1;100.0;31.3;25.3
126;502;310;Utrecht (PV);2009 na methodewijziging;914.5;100.0;31.3;25.3
127;502;310;Utrecht (PV);2010;922.8;100.0;31.5;25.4
128;502;310;Utrecht (PV);2011;932.3;100.0;32.0;25.7
129;502;310;Utrecht (PV);2012;938.6;100.0;32.2;25.7
130;502;310;Utrecht (PV);2013;943.3;100.0;32.7;25.9
131;502;310;Utrecht (PV);2014;953.6;100.0;33.2;26.0
132;502;310;Noord-Holland (PV);2005;1926.9;100.0;26.3;21.2
133;502;310;Noord-Holland (PV);2006;1949.0;100.0;27.7;21.8
134;502;310;Noord-Holland (PV);2007;1977.6;100.0;28.9;22.7
135;502;310;Noord-Holland (PV);2008;2004.9;100.0;30.1;23.7
136;502;310;Noord-Holland (PV);2009 voor methodewijziging;2026.6;100.0;30.5;24.2
137;502;310;Noord-Holland (PV);2009 na methodewijziging;2024.7;100.0;30.4;24.2
138;502;310;Noord-Holland (PV);2010;2049.7;100.0;30.6;24.1
139;502;310;Noord-Holland (PV);2011;2071.9;100.0;31.1;24.5
140;502;310;Noord-Holland (PV);2012;2087.3;100.0;31.3;24.4
141;502;310;Noord-Holland (PV);2013;2099.9;100.0;31.7;24.5
142;502;310;Noord-Holland (PV);2014;2124.6;100.0;32.3;24.6
143;502;310;Zuid-Holland (PV);2005;2517.6;100.0;25.5;20.6
144;502;310;Zuid-Holland (PV);2006;2536.4;100.0;26.7;21.3
145;502;310;Zuid-Holland (PV);2007;2568.2;100.0;27.8;22.1
146;502;310;Zuid-Holland (PV);2008;2600.5;100.0;28.9;23.2
147;502;310;Zuid-Holland (PV);2009 voor methodewijziging;2622.5;100.0;29.5;23.7
148;502;310;Zuid-Holland (PV);2009 na methodewijziging;2621.3;100.0;29.5;23.6
149;502;310;Zuid-Holland (PV);2010;2647.8;100.0;29.6;23.6
150;502;310;Zuid-Holland (PV);2011;2673.2;100.0;30.0;23.8
151;502;310;Zuid-Holland (PV);2012;2685.3;100.0;30.2;23.7
152;502;310;Zuid-Holland (PV);2013;2689.4;100.0;30.6;23.8
153;502;310;Zuid-Holland (PV);2014;2715.6;100.0;31.0;23.8
154;502;310;Zeeland (PV);2005;278.6;100.0;23.5;19.3
155;502;310;Zeeland (PV);2006;280.2;100.0;24.5;20.0
156;502;310;Zeeland (PV);2007;283.8;100.0;25.5;20.8
157;502;310;Zeeland (PV);2008;286.7;100.0;26.5;21.7
158;502;310;Zeeland (PV);2009 voor methodewijziging;288.4;100.0;27.0;22.1
159;502;310;Zeeland (PV);2009 na methodewijziging;288.2;100.0;27.0;22.1
160;502;310;Zeeland (PV);2010;290.4;100.0;27.2;22.2
161;502;310;Zeeland (PV);2011;291.9;100.0;27.7;22.6
162;502;310;Zeeland (PV);2012;293.1;100.0;28.0;22.7
163;502;310;Zeeland (PV);2013;292.9;100.0;28.5;22.8
164;502;310;Zeeland (PV);2014;294.4;100.0;28.9;22.9
165;502;310;Noord-Brabant (PV);2005;1780.3;100.0;24.4;20.2
166;502;310;Noord-Brabant (PV);2006;1796.4;100.0;25.5;20.7
167;502;310;Noord-Brabant (PV);2007;1820.2;100.0;26.6;21.6
168;502;310;Noord-Brabant (PV);2008;1843.9;100.0;27.6;22.6
169;502;310;Noord-Brabant (PV);2009 voor methodewijziging;1855.7;100.0;28.1;22.9
170;502;310;Noord-Brabant (PV);2009 na methodewijziging;1853.9;100.0;28.1;22.9
171;502;310;Noord-Brabant (PV);2010;1873.2;100.0;28.3;22.9
172;502;310;Noord-Brabant (PV);2011;1890.3;100.0;28.8;23.3
173;502;310;Noord-Brabant (PV);2012;1902.6;100.0;29.0;23.2
174;502;310;Noord-Brabant (PV);2013;1908.4;100.0;29.4;23.4
175;502;310;Noord-Brabant (PV);2014;1923.9;100.0;29.8;23.4
176;502;310;Limburg (PV);2005;844.5;100.0;22.8;18.8
177;502;310;Limburg (PV);2006;848.4;100.0;23.7;19.3
178;502;310;Limburg (PV);2007;856.2;100.0;24.4;20.0
179;502;310;Limburg (PV);2008;864.7;100.0;25.4;20.9
180;502;310;Limburg (PV);2009 voor methodewijziging;866.8;100.0;26.0;21.3
181;502;310;Limburg (PV);2009 na methodewijziging;866.0;100.0;26.0;21.3
182;502;310;Limburg (PV);2010;871.9;100.0;26.2;21.3
183;502;310;Limburg (PV);2011;877.2;100.0;26.7;21.7
184;502;310;Limburg (PV);2012;879.0;100.0;26.9;21.7
185;502;310;Limburg (PV);2013;878.1;100.0;27.2;21.8
186;502;310;Limburg (PV);2014;880.3;100.0;27.7;21.9
187;502;310;Extra-Regio (PV);2005;;;;
188;502;310;Extra-Regio (PV);2006;;;;
189;502;310;Extra-Regio (PV);2007;;;;
190;502;310;Extra-Regio (PV);2008;;;;
191;502;310;Extra-Regio (PV);2009 voor methodewijziging;;;;
192;502;310;Extra-Regio (PV);2009 na methodewijziging;;;;
193;502;310;Extra-Regio (PV);2010;;;;
194;502;310;Extra-Regio (PV);2011;;;;
195;502;310;Extra-Regio (PV);2012;;;;
196;502;310;Extra-Regio (PV);2013;;;;
197;502;310;Extra-Regio (PV);2014;;;;
198;502;310;Buitenland (PV);2005;;;;
199;502;310;Buitenland (PV);2006;;;;
200;502;310;Buitenland (PV);2007;;;;
201;502;310;Buitenland (PV);2008;;;;
202;502;310;Buitenland (PV);2009 voor methodewijziging;;;;
203;502;310;Buitenland (PV);2009 na methodewijziging;;;;
204;502;310;Buitenland (PV);2010;;;;
205;502;310;Buitenland (PV);2011;;;;
206;502;310;Buitenland (PV);2012;;;;
207;502;310;Buitenland (PV);2013;;;;
208;502;310;Buitenland (PV);2014;;;;
209;502;310;Niet in te delen (PV);2005;;;;
210;502;310;Niet in te delen (PV);2006;;;;
211;502;310;Niet in te delen (PV);2007;;;;
212;502;310;Niet in te delen (PV);2008;;;;
213;502;310;Niet in te delen (PV);2009 voor methodewijziging;;;;
214;502;310;Niet in te delen (PV);2009 na methodewijziging;;;;
215;502;310;Niet in te delen (PV);2010;;;;
216;502;310;Niet in te delen (PV);2011;;;;
217;502;310;Niet in te delen (PV);2012;;;;
218;502;310;Niet in te delen (PV);2013;;;;
219;502;310;Niet in te delen (PV);2014;;;;
220;502;310;Oost-Groningen (CR);2005;112.0;100.0;20.9;17.4
221;502;310;Oost-Groningen (CR);2006;113.2;100.0;21.5;17.7
222;502;310;Oost-Groningen (CR);2007;114.1;100.0;22.4;18.4
223;502;310;Oost-Groningen (CR);2008;114.3;100.0;23.4;19.3
224;502;310;Oost-Groningen (CR);2009 voor methodewijziging;114.8;100.0;24.1;19.7
225;502;310;Oost-Groningen (CR);2009 na methodewijziging;114.2;100.0;23.9;19.8
226;502;310;Oost-Groningen (CR);2010;114.6;100.0;24.0;19.9
227;502;310;Oost-Groningen (CR);2011;114.9;100.0;24.4;20.2
228;502;310;Oost-Groningen (CR);2012;114.8;100.0;24.5;20.2
229;502;310;Oost-Groningen (CR);2013;114.2;100.0;24.8;20.4
230;502;310;Oost-Groningen (CR);2014;114.5;100.0;25.1;20.4
231;502;310;Delfzijl en omgeving (CR);2005;37.0;100.0;21.7;18.1
232;502;310;Delfzijl en omgeving (CR);2006;36.9;100.0;22.7;18.6
233;502;310;Delfzijl en omgeving (CR);2007;37.1;100.0;23.7;19.5
234;502;310;Delfzijl en omgeving (CR);2008;37.0;100.0;24.7;20.4
235;502;310;Delfzijl en omgeving (CR);2009 voor methodewijziging;37.2;100.0;25.1;20.4
236;502;310;Delfzijl en omgeving (CR);2009 na methodewijziging;36.9;100.0;24.7;20.4
237;502;310;Delfzijl en omgeving (CR);2010;37.0;100.0;25.2;20.5
238;502;310;Delfzijl en omgeving (CR);2011;37.0;100.0;25.6;20.9
239;502;310;Delfzijl en omgeving (CR);2012;36.9;100.0;25.6;20.9
240;502;310;Delfzijl en omgeving (CR);2013;36.6;100.0;26.0;20.9
241;502;310;Delfzijl en omgeving (CR);2014;36.4;100.0;26.3;21.0
242;502;310;Overig Groningen (CR);2005;277.3;100.0;21.7;17.5
243;502;310;Overig Groningen (CR);2006;278.8;100.0;22.7;18.0
244;502;310;Overig Groningen (CR);2007;282.1;100.0;23.5;18.7
245;502;310;Overig Groningen (CR);2008;285.1;100.0;24.5;19.7
246;502;310;Overig Groningen (CR);2009 voor methodewijziging;288.2;100.0;25.1;20.0
247;502;310;Overig Groningen (CR);2009 na methodewijziging;288.2;100.0;25.0;19.9
248;502;310;Overig Groningen (CR);2010;291.6;100.0;25.2;19.9
249;502;310;Overig Groningen (CR);2011;294.6;100.0;25.6;20.2
250;502;310;Overig Groningen (CR);2012;296.2;100.0;25.6;20.1
251;502;310;Overig Groningen (CR);2013;297.3;100.0;25.9;20.2
252;502;310;Overig Groningen (CR);2014;299.7;100.0;26.3;20.3
253;502;310;Noord-Friesland (CR);2005;239.8;100.0;21.5;18.2
254;502;310;Noord-Friesland (CR);2006;241.0;100.0;22.5;18.8
255;502;310;Noord-Friesland (CR);2007;243.0;100.0;23.4;19.5
256;502;310;Noord-Friesland (CR);2008;246.2;100.0;24.4;20.4
257;502;310;Noord-Friesland (CR);2009 voor methodewijziging;247.7;100.0;24.7;20.6
258;502;310;Noord-Friesland (CR);2009 na methodewijziging;246.7;100.0;24.6;20.7
259;502;310;Noord-Friesland (CR);2010;248.5;100.0;24.8;20.8
260;502;310;Noord-Friesland (CR);2011;250.0;100.0;25.3;21.2
261;502;310;Noord-Friesland (CR);2012;251.1;100.0;25.3;21.0
262;502;310;Noord-Friesland (CR);2013;245.2;100.0;25.4;21.0
263;502;310;Noord-Friesland (CR);2014;245.9;100.0;25.9;21.1
264;502;310;Zuidwest-Friesland (CR);2005;75.4;100.0;22.3;18.6
265;502;310;Zuidwest-Friesland (CR);2006;75.6;100.0;23.6;19.4
266;502;310;Zuidwest-Friesland (CR);2007;76.8;100.0;24.3;20.0
267;502;310;Zuidwest-Friesland (CR);2008;77.8;100.0;25.6;21.2
268;502;310;Zuidwest-Friesland (CR);2009 voor methodewijziging;78.2;100.0;25.7;21.1
269;502;310;Zuidwest-Friesland (CR);2009 na methodewijziging;78.3;100.0;25.5;21.1
270;502;310;Zuidwest-Friesland (CR);2010;79.0;100.0;25.7;21.3
271;502;310;Zuidwest-Friesland (CR);2011;79.5;100.0;26.1;21.6
272;502;310;Zuidwest-Friesland (CR);2012;80.0;100.0;26.3;21.5
273;502;310;Zuidwest-Friesland (CR);2013;102.1;100.0;26.7;21.8
274;502;310;Zuidwest-Friesland (CR);2014;102.6;100.0;27.2;22.1
275;502;310;Zuidoost-Friesland (CR);2005;149.5;100.0;22.2;18.3
276;502;310;Zuidoost-Friesland (CR);2006;150.6;100.0;23.2;19.0
277;502;310;Zuidoost-Friesland (CR);2007;152.1;100.0;24.0;19.7
278;502;310;Zuidoost-Friesland (CR);2008;153.8;100.0;25.1;20.7
279;502;310;Zuidoost-Friesland (CR);2009 voor methodewijziging;155.0;100.0;25.5;21.1
280;502;310;Zuidoost-Friesland (CR);2009 na methodewijziging;154.3;100.0;25.5;21.1
281;502;310;Zuidoost-Friesland (CR);2010;155.7;100.0;25.6;21.1
282;502;310;Zuidoost-Friesland (CR);2011;156.5;100.0;26.0;21.5
283;502;310;Zuidoost-Friesland (CR);2012;156.7;100.0;26.1;21.5
284;502;310;Zuidoost-Friesland (CR);2013;140.6;100.0;26.4;21.7
285;502;310;Zuidoost-Friesland (CR);2014;141.4;100.0;27.0;21.9
286;502;310;Noord-Drenthe (CR);2005;134.3;100.0;24.3;20.2
287;502;310;Noord-Drenthe (CR);2006;135.4;100.0;25.3;20.9
288;502;310;Noord-Drenthe (CR);2007;137.7;100.0;26.2;21.6
289;502;310;Noord-Drenthe (CR);2008;139.7;100.0;27.3;22.6
290;502;310;Noord-Drenthe (CR);2009 voor methodewijziging;140.8;100.0;28.0;23.0
291;502;310;Noord-Drenthe (CR);2009 na methodewijziging;140.8;100.0;27.9;23.1
292;502;310;Noord-Drenthe (CR);2010;142.2;100.0;28.1;23.1
293;502;310;Noord-Drenthe (CR);2011;143.3;100.0;28.5;23.5
294;502;310;Noord-Drenthe (CR);2012;143.7;100.0;28.8;23.5
295;502;310;Noord-Drenthe (CR);2013;143.4;100.0;29.2;23.8
296;502;310;Noord-Drenthe (CR);2014;143.8;100.0;29.7;24.0
297;502;310;Zuidoost-Drenthe (CR);2005;126.0;100.0;21.4;18.0
298;502;310;Zuidoost-Drenthe (CR);2006;126.8;100.0;22.4;18.6
299;502;310;Zuidoost-Drenthe (CR);2007;128.1;100.0;23.3;19.3
300;502;310;Zuidoost-Drenthe (CR);2008;128.8;100.0;24.3;20.4
301;502;310;Zuidoost-Drenthe (CR);2009 voor methodewijziging;129.4;100.0;24.9;20.7
302;502;310;Zuidoost-Drenthe (CR);2009 na methodewijziging;129.1;100.0;24.9;20.5
303;502;310;Zuidoost-Drenthe (CR);2010;129.8;100.0;25.0;20.5
304;502;310;Zuidoost-Drenthe (CR);2011;130.3;100.0;25.4;20.8
305;502;310;Zuidoost-Drenthe (CR);2012;130.4;100.0;25.6;20.8
306;502;310;Zuidoost-Drenthe (CR);2013;130.2;100.0;25.9;21.0
307;502;310;Zuidoost-Drenthe (CR);2014;130.3;100.0;26.3;21.1
308;502;310;Zuidwest-Drenthe (CR);2005;93.1;100.0;22.6;19.1
309;502;310;Zuidwest-Drenthe (CR);2006;94.1;100.0;23.7;19.8
310;502;310;Zuidwest-Drenthe (CR);2007;95.3;100.0;24.5;20.5
311;502;310;Zuidwest-Drenthe (CR);2008;96.3;100.0;25.5;21.5
312;502;310;Zuidwest-Drenthe (CR);2009 voor methodewijziging;97.3;100.0;25.8;21.6
313;502;310;Zuidwest-Drenthe (CR);2009 na methodewijziging;97.2;100.0;25.8;21.6
314;502;310;Zuidwest-Drenthe (CR);2010;97.9;100.0;26.1;21.7
315;502;310;Zuidwest-Drenthe (CR);2011;98.4;100.0;26.5;22.1
316;502;310;Zuidwest-Drenthe (CR);2012;98.8;100.0;26.6;22.1
317;502;310;Zuidwest-Drenthe (CR);2013;98.6;100.0;27.0;22.3
318;502;310;Zuidwest-Drenthe (CR);2014;99.1;100.0;27.4;22.4
319;502;310;Noord-Overijssel (CR);2005;248.1;100.0;22.7;19.3
320;502;310;Noord-Overijssel (CR);2006;251.3;100.0;23.7;19.9
321;502;310;Noord-Overijssel (CR);2007;255.6;100.0;24.7;20.7
322;502;310;Noord-Overijssel (CR);2008;259.4;100.0;25.8;21.7
323;502;310;Noord-Overijssel (CR);2009 voor methodewijziging;261.6;100.0;26.2;22.1
324;502;310;Noord-Overijssel (CR);2009 na methodewijziging;261.8;100.0;26.1;22.0
325;502;310;Noord-Overijssel (CR);2010;264.7;100.0;26.4;22.2
326;502;310;Noord-Overijssel (CR);2011;267.1;100.0;26.8;22.6
327;502;310;Noord-Overijssel (CR);2012;269.1;100.0;26.9;22.5
328;502;310;Noord-Overijssel (CR);2013;269.3;100.0;27.3;22.8
329;502;310;Noord-Overijssel (CR);2014;270.9;100.0;27.7;22.9
330;502;310;Zuidwest-Overijssel (CR);2005;109.0;100.0;23.2;19.8
331;502;310;Zuidwest-Overijssel (CR);2006;110.3;100.0;24.1;20.4
332;502;310;Zuidwest-Overijssel (CR);2007;112.0;100.0;25.1;21.2
333;502;310;Zuidwest-Overijssel (CR);2008;113.8;100.0;26.2;22.3
334;502;310;Zuidwest-Overijssel (CR);2009 voor methodewijziging;114.5;100.0;26.7;22.7
335;502;310;Zuidwest-Overijssel (CR);2009 na methodewijziging;113.7;100.0;26.7;22.7
336;502;310;Zuidwest-Overijssel (CR);2010;114.2;100.0;27.1;22.9
337;502;310;Zuidwest-Overijssel (CR);2011;115.0;100.0;27.5;23.2
338;502;310;Zuidwest-Overijssel (CR);2012;115.3;100.0;27.7;23.2
339;502;310;Zuidwest-Overijssel (CR);2013;115.4;100.0;28.2;23.4
340;502;310;Zuidwest-Overijssel (CR);2014;116.1;100.0;28.4;23.4
341;502;310;Twente (CR);2005;447.9;100.0;22.1;18.4
342;502;310;Twente (CR);2006;451.7;100.0;23.0;18.8
343;502;310;Twente (CR);2007;457.1;100.0;23.8;19.5
344;502;310;Twente (CR);2008;462.6;100.0;24.9;20.4
345;502;310;Twente (CR);2009 voor methodewijziging;465.8;100.0;25.4;20.8
346;502;310;Twente (CR);2009 na methodewijziging;465.4;100.0;25.4;20.8
347;502;310;Twente (CR);2010;469.0;100.0;25.6;20.9
348;502;310;Twente (CR);2011;472.6;100.0;26.0;21.3
349;502;310;Twente (CR);2012;475.1;100.0;26.2;21.3
350;502;310;Twente (CR);2013;474.2;100.0;26.5;21.4
351;502;310;Twente (CR);2014;476.5;100.0;26.8;21.5
352;502;310;Veluwe (CR);2005;457.9;100.0;24.3;20.2
353;502;310;Veluwe (CR);2006;462.5;100.0;25.5;20.8
354;502;310;Veluwe (CR);2007;468.8;100.0;26.5;21.6
355;502;310;Veluwe (CR);2008;474.5;100.0;27.6;22.6
356;502;310;Veluwe (CR);2009 voor methodewijziging;478.7;100.0;28.0;23.0
357;502;310;Veluwe (CR);2009 na methodewijziging;478.3;100.0;28.0;23.0
358;502;310;Veluwe (CR);2010;483.6;100.0;28.1;23.0
359;502;310;Veluwe (CR);2011;488.5;100.0;28.4;23.3
360;502;310;Veluwe (CR);2012;492.3;100.0;28.6;23.3
361;502;310;Veluwe (CR);2013;494.5;100.0;28.9;23.4
362;502;310;Veluwe (CR);2014;499.6;100.0;29.3;23.5
363;502;310;Achterhoek (CR);2005;293.8;100.0;23.0;19.3
364;502;310;Achterhoek (CR);2006;295.3;100.0;23.8;19.7
365;502;310;Achterhoek (CR);2007;298.9;100.0;24.8;20.5
366;502;310;Achterhoek (CR);2008;302.3;100.0;25.8;21.4
367;502;310;Achterhoek (CR);2009 voor methodewijziging;303.5;100.0;26.1;21.7
368;502;310;Achterhoek (CR);2009 na methodewijziging;302.9;100.0;26.2;21.8
369;502;310;Achterhoek (CR);2010;304.9;100.0;26.5;22.0
370;502;310;Achterhoek (CR);2011;307.2;100.0;26.9;22.4
371;502;310;Achterhoek (CR);2012;308.3;100.0;27.0;22.2
372;502;310;Achterhoek (CR);2013;307.3;100.0;27.4;22.5
373;502;310;Achterhoek (CR);2014;308.6;100.0;27.7;22.5
374;502;310;Arnhem/Nijmegen (CR);2005;513.3;100.0;23.8;19.7
