ID;LeeftijdVoertuig;BrandstofsoortVoertuig;Perioden;KilometersNederlandsePersonenautoS_1;GemiddeldJaarkilometrage_2;NederlandsePersonenautoSInGebruik_3
0;Totaal;Totaal;2015;115913.1;13091.0;8854502.0
1;Totaal;Totaal;2016;118725.4;13241.0;8966391.0
2;Totaal;Totaal;2017;120025.7;13120.0;9148204.0
3;Totaal;Totaal;2018;121628.9;13004.0;9353259.0
4;Totaal;Totaal;2019;122505.5;12851.0;9532991.0
5;Totaal;Totaal;2020;100600.1;10454.0;9623316.0
6;Totaal;Benzine/benzine hybride/ethanol;2015;75478.3;10748.0;7022312.0
7;Totaal;Benzine/benzine hybride/ethanol;2016;77189.4;10795.0;7150374.0
8;Totaal;Benzine/benzine hybride/ethanol;2017;78893.1;10748.0;7340554.0
9;Totaal;Benzine/benzine hybride/ethanol;2018;81396.2;10778.0;7552094.0
10;Totaal;Benzine/benzine hybride/ethanol;2019;84219.0;10876.0;7743270.0
11;Totaal;Benzine/benzine hybride/ethanol;2020;72162.7;9168.0;7871131.0
12;Totaal;Diesel/diesel hybrides;2015;35773.4;23013.0;1554473.0
13;Totaal;Diesel/diesel hybrides;2016;36134.3;23675.0;1526287.0
14;Totaal;Diesel/diesel hybrides;2017;35464.6;23361.0;1518101.0
15;Totaal;Diesel/diesel hybrides;2018;34554.6;23101.0;1495776.0
16;Totaal;Diesel/diesel hybrides;2019;32190.8;22539.0;1428253.0
17;Totaal;Diesel/diesel hybrides;2020;22801.2;17363.0;1313239.0
18;Totaal;LPG/ LPG hybrides;2015;2888.0;15963.0;180914.0
19;Totaal;LPG/ LPG hybrides;2016;2660.0;15861.0;167708.0
20;Totaal;LPG/ LPG hybrides;2017;2414.5;15483.0;155943.0
21;Totaal;LPG/ LPG hybrides;2018;2167.9;14933.0;145178.0
22;Totaal;LPG/ LPG hybrides;2019;1931.3;14372.0;134382.0
23;Totaal;LPG/ LPG hybrides;2020;1448.6;11377.0;127329.0
24;Totaal;Full elektrisch/waterstof;2015;164.9;15817.0;10426.0
25;Totaal;Full elektrisch/waterstof;2016;229.4;16803.0;13649.0
26;Totaal;Full elektrisch/waterstof;2017;340.8;15679.0;21735.0
27;Totaal;Full elektrisch/waterstof;2018;658.9;14161.0;46532.0
28;Totaal;Full elektrisch/waterstof;2019;1460.9;13452.0;108602.0
29;Totaal;Full elektrisch/waterstof;2020;2213.2;12034.0;183910.0
30;Totaal;Plug-in hybrides;2015;1405.7;17892.0;78565.0
31;Totaal;Plug-in hybrides;2016;2305.2;23065.0;99945.0
32;Totaal;Plug-in hybrides;2017;2684.9;26278.0;102173.0
33;Totaal;Plug-in hybrides;2018;2583.5;25036.0;103192.0
34;Totaal;Plug-in hybrides;2019;2406.8;22594.0;106524.0
35;Totaal;Plug-in hybrides;2020;1785.5;15249.0;117085.0
36;Totaal;CNG/CNG hybrides/LNG;2015;202.8;25965.0;7811.0
37;Totaal;CNG/CNG hybrides/LNG;2016;207.1;24571.0;8427.0
38;Totaal;CNG/CNG hybrides/LNG;2017;227.8;23492.0;9698.0
39;Totaal;CNG/CNG hybrides/LNG;2018;267.7;25528.0;10486.0
40;Totaal;CNG/CNG hybrides/LNG;2019;296.7;24803.0;11961.0
41;Totaal;CNG/CNG hybrides/LNG;2020;188.9;17783.0;10622.0
42;0 jaar;Totaal;2015;4667.5;10183.0;458355.0
43;0 jaar;Totaal;2016;3996.4;10240.0;390270.0
44;0 jaar;Totaal;2017;4874.9;11449.0;425794.0
45;0 jaar;Totaal;2018;5506.2;11940.0;461152.0
46;0 jaar;Totaal;2019;5372.3;11563.0;464594.0
47;0 jaar;Totaal;2020;2844.8;7743.0;367424.0
48;0 jaar;Benzine/benzine hybride/ethanol;2015;2381.8;8574.0;277806.0
49;0 jaar;Benzine/benzine hybride/ethanol;2016;2565.8;8815.0;291064.0
50;0 jaar;Benzine/benzine hybride/ethanol;2017;3232.2;9581.0;337343.0
51;0 jaar;Benzine/benzine hybride/ethanol;2018;3830.3;10333.0;370694.0
52;0 jaar;Benzine/benzine hybride/ethanol;2019;4018.1;11177.0;359506.0
53;0 jaar;Benzine/benzine hybride/ethanol;2020;2153.9;8258.0;260843.0
54;0 jaar;Diesel/diesel hybrides;2015;1899.8;14093.0;134804.0
55;0 jaar;Diesel/diesel hybrides;2016;1288.2;17101.0;75328.0
56;0 jaar;Diesel/diesel hybrides;2017;1520.2;19985.0;76064.0
57;0 jaar;Diesel/diesel hybrides;2018;1385.9;22972.0;60329.0
58;0 jaar;Diesel/diesel hybrides;2019;790.7;21810.0;36254.0
59;0 jaar;Diesel/diesel hybrides;2020;252.6;17154.0;14727.0
60;0 jaar;LPG/ LPG hybrides;2015;5.0;13084.0;382.0
61;0 jaar;LPG/ LPG hybrides;2016;8.9;10192.0;873.0
62;0 jaar;LPG/ LPG hybrides;2017;15.4;12755.0;1211.0
63;0 jaar;LPG/ LPG hybrides;2018;14.8;15107.0;982.0
64;0 jaar;LPG/ LPG hybrides;2019;9.2;17697.0;518.0
65;0 jaar;LPG/ LPG hybrides;2020;13.6;6530.0;2079.0
66;0 jaar;Full elektrisch/waterstof;2015;34.0;9781.0;3475.0
67;0 jaar;Full elektrisch/waterstof;2016;38.2;9346.0;4091.0
68;0 jaar;Full elektrisch/waterstof;2017;72.2;8900.0;8116.0
69;0 jaar;Full elektrisch/waterstof;2018;213.0;8693.0;24498.0
70;0 jaar;Full elektrisch/waterstof;2019;479.0;7656.0;62565.0
71;0 jaar;Full elektrisch/waterstof;2020;305.9;4172.0;73333.0
72;0 jaar;Plug-in hybrides;2015;337.3;8185.0;41213.0
73;0 jaar;Plug-in hybrides;2016;88.0;4808.0;18297.0
74;0 jaar;Plug-in hybrides;2017;15.1;8493.0;1781.0
75;0 jaar;Plug-in hybrides;2018;38.2;10532.0;3624.0
76;0 jaar;Plug-in hybrides;2019;71.4;13115.0;5445.0
77;0 jaar;Plug-in hybrides;2020;117.9;7200.0;16379.0
78;0 jaar;CNG/CNG hybrides/LNG;2015;9.6;14209.0;675.0
79;0 jaar;CNG/CNG hybrides/LNG;2016;7.3;11853.0;617.0
80;0 jaar;CNG/CNG hybrides/LNG;2017;19.8;15478.0;1279.0
81;0 jaar;CNG/CNG hybrides/LNG;2018;24.0;23371.0;1025.0
82;0 jaar;CNG/CNG hybrides/LNG;2019;3.9;12868.0;306.0
83;0 jaar;CNG/CNG hybrides/LNG;2020;0.8;13104.0;63.0
84;1 jaar;Totaal;2015;8858.7;21440.0;413181.0
85;1 jaar;Totaal;2016;10659.4;22088.0;482599.0
86;1 jaar;Totaal;2017;8016.5;19271.0;415982.0
87;1 jaar;Totaal;2018;8890.5;19590.0;453825.0
88;1 jaar;Totaal;2019;9753.0;19852.0;491297.0
89;1 jaar;Totaal;2020;7746.0;15581.0;497152.0
90;1 jaar;Benzine/benzine hybride/ethanol;2015;4161.0;14981.0;277751.0
91;1 jaar;Benzine/benzine hybride/ethanol;2016;4404.8;15042.0;292837.0
92;1 jaar;Benzine/benzine hybride/ethanol;2017;4601.0;14906.0;308671.0
93;1 jaar;Benzine/benzine hybride/ethanol;2018;5717.7;15873.0;360213.0
94;1 jaar;Benzine/benzine hybride/ethanol;2019;6644.6;16709.0;397656.0
95;1 jaar;Benzine/benzine hybride/ethanol;2020;5393.9;13914.0;387656.0
96;1 jaar;Diesel/diesel hybrides;2015;4138.8;35823.0;115534.0
97;1 jaar;Diesel/diesel hybrides;2016;4953.7;35052.0;141325.0
98;1 jaar;Diesel/diesel hybrides;2017;2801.8;33804.0;82883.0
99;1 jaar;Diesel/diesel hybrides;2018;2887.9;35337.0;81726.0
100;1 jaar;Diesel/diesel hybrides;2019;2368.9;37685.0;62862.0
101;1 jaar;Diesel/diesel hybrides;2020;1063.6;28543.0;37262.0
102;1 jaar;LPG/ LPG hybrides;2015;26.2;23669.0;1105.0
103;1 jaar;LPG/ LPG hybrides;2016;11.4;25677.0;445.0
104;1 jaar;LPG/ LPG hybrides;2017;23.0;24648.0;932.0
105;1 jaar;LPG/ LPG hybrides;2018;30.5;24318.0;1254.0
106;1 jaar;LPG/ LPG hybrides;2019;26.4;25327.0;1044.0
107;1 jaar;LPG/ LPG hybrides;2020;12.0;20781.0;578.0
108;1 jaar;Full elektrisch/waterstof;2015;72.9;24595.0;2964.0
109;1 jaar;Full elektrisch/waterstof;2016;62.2;20412.0;3049.0
110;1 jaar;Full elektrisch/waterstof;2017;83.2;20855.0;3989.0
111;1 jaar;Full elektrisch/waterstof;2018;184.3;22877.0;8058.0
112;1 jaar;Full elektrisch/waterstof;2019;587.0;23854.0;24607.0
113;1 jaar;Full elektrisch/waterstof;2020;1160.3;18049.0;64287.0
114;1 jaar;Plug-in hybrides;2015;363.4;29071.0;12499.0
115;1 jaar;Plug-in hybrides;2016;1207.5;27285.0;44255.0
116;1 jaar;Plug-in hybrides;2017;481.7;25589.0;18825.0
117;1 jaar;Plug-in hybrides;2018;24.2;18902.0;1280.0
118;1 jaar;Plug-in hybrides;2019;84.0;21568.0;3896.0
119;1 jaar;Plug-in hybrides;2020;109.0;15435.0;7060.0
120;1 jaar;CNG/CNG hybrides/LNG;2015;96.5;29002.0;3328.0
121;1 jaar;CNG/CNG hybrides/LNG;2016;19.8;28753.0;688.0
122;1 jaar;CNG/CNG hybrides/LNG;2017;25.8;37809.0;682.0
123;1 jaar;CNG/CNG hybrides/LNG;2018;45.9;35437.0;1294.0
