ID;Toepassingsgroepen;SectorenEnGewassen;Perioden;BedrijvenMetGebruik_1;OppervlakteMetGebruik_2;GebruikPerJaar_3;GebruikPerHectare_4;GebruikInJanuari_5;GebruikInFebruari_6;GebruikInMaart_7;GebruikInApril_8;GebruikInMei_9;GebruikInJuni_10;GebruikInJuli_11;GebruikInAugustus_12;GebruikInSeptember_13;GebruikInOktober_14;GebruikInNovember_15;GebruikInDecember_16
0;Totaal gewasbeschermingsmiddelen;Totaal gewassen/teeltsectoren;1995;;782099.0;5935851.0;7.6;;;;;;;;;;;;
1;Totaal gewasbeschermingsmiddelen;Totaal gewassen/teeltsectoren;1998;;823198.0;5993154.0;7.3;;;;;;;;;;;;
2;Totaal gewasbeschermingsmiddelen;Totaal gewassen/teeltsectoren;2000;;804256.0;5321980.0;6.6;;;;;;;;;;;;
3;Totaal gewasbeschermingsmiddelen;Totaal gewassen/teeltsectoren;2004;;816727.0;5454348.0;6.6;;;;;;;;;;;;
4;Totaal gewasbeschermingsmiddelen;Totaal gewassen/teeltsectoren;2008;;763926.0;5546097.0;6.8;;;;;;;;;;;;
5;Totaal gewasbeschermingsmiddelen;Teeltsector akkerbouw;1995;;709142.0;4105466.0;5.8;1.0;0.0;0.0;11.7;16.6;22.0;27.2;15.5;5.1;0.8;0.0;0.0
6;Totaal gewasbeschermingsmiddelen;Teeltsector akkerbouw;1998;;736096.0;4240241.0;5.8;2.3;0.0;0.0;9.2;21.8;28.1;22.5;11.4;4.6;0.3;0.0;0.0
7;Totaal gewasbeschermingsmiddelen;Teeltsector akkerbouw;2000;;719441.0;3709646.0;5.2;1.4;0.0;0.0;11.2;19.7;29.0;24.6;11.2;2.6;0.3;0.0;0.0
8;Totaal gewasbeschermingsmiddelen;Teeltsector akkerbouw;2004;;726473.0;3606167.0;4.9;2.1;0.0;0.0;13.8;19.4;29.5;20.8;9.7;2.4;2.3;0.0;0.0
9;Totaal gewasbeschermingsmiddelen;Teeltsector akkerbouw;2008;;677608.0;3812580.0;5.3;1.9;0.0;0.0;10.4;24.4;27.7;21.7;9.6;2.4;1.9;0.0;0.0
10;Totaal gewasbeschermingsmiddelen;Teeltsector groenten open grond;1995;;37210.0;164378.0;4.4;0.6;0.0;0.0;4.5;18.6;16.1;19.2;19.9;14.1;7.0;0.0;0.0
11;Totaal gewasbeschermingsmiddelen;Teeltsector groenten open grond;1998;;34165.0;181632.0;5.3;1.3;0.0;0.0;5.1;14.0;14.5;21.4;24.4;14.8;4.6;0.0;0.0
12;Totaal gewasbeschermingsmiddelen;Teeltsector groenten open grond;2000;;28186.0;158098.0;5.6;0.7;0.0;0.0;4.0;17.7;20.9;17.2;21.2;13.3;5.2;0.0;0.0
13;Totaal gewasbeschermingsmiddelen;Teeltsector groenten open grond;2004;;31778.0;150388.0;4.7;1.0;0.0;0.0;5.2;16.4;19.1;20.1;17.8;12.6;7.9;0.0;0.0
14;Totaal gewasbeschermingsmiddelen;Teeltsector groenten open grond;2008;;27100.0;99868.0;3.2;1.1;0.0;0.0;5.8;21.9;19.0;19.7;19.8;10.1;2.5;0.0;0.0
15;Totaal gewasbeschermingsmiddelen;Teeltsector pit- en steenvruchten;1995;;21183.0;629172.0;29.7;9.7;0.0;0.0;20.7;24.3;12.8;8.6;7.7;5.2;4.9;5.4;0.8
16;Totaal gewasbeschermingsmiddelen;Teeltsector pit- en steenvruchten;1998;;18150.0;505769.0;27.9;11.7;0.0;0.0;17.9;17.9;15.6;11.4;9.7;5.7;3.5;5.7;1.0
17;Totaal gewasbeschermingsmiddelen;Teeltsector pit- en steenvruchten;2000;;18858.0;336153.0;17.8;7.2;0.0;0.0;12.8;19.3;15.9;11.9;15.1;7.9;4.4;4.2;1.4
18;Totaal gewasbeschermingsmiddelen;Teeltsector pit- en steenvruchten;2004;;16710.0;489655.0;29.3;15.9;0.0;0.0;13.0;17.0;14.4;13.4;12.1;4.5;9.6;0.0;0.0
19;Totaal gewasbeschermingsmiddelen;Teeltsector pit- en steenvruchten;2008;;16689.0;470625.0;28.1;10.1;0.0;0.0;15.6;18.6;18.6;13.3;7.4;4.8;11.6;0.0;0.0
20;Totaal gewasbeschermingsmiddelen;Teeltsector boomkwekerijgewassen;1995;;8510.0;58966.0;6.9;1.6;2.7;3.2;5.8;14.6;17.7;19.4;17.4;10.0;5.7;0.9;1.0
21;Totaal gewasbeschermingsmiddelen;Teeltsector boomkwekerijgewassen;1998;;10082.0;39406.0;3.9;3.0;3.0;3.1;8.6;11.0;17.5;16.2;13.0;10.0;9.8;2.1;2.7
22;Totaal gewasbeschermingsmiddelen;Teeltsector boomkwekerijgewassen;2000;;11973.0;77167.0;6.4;3.1;1.5;4.0;9.6;23.8;15.3;15.7;11.2;7.7;4.6;2.7;0.7
23;Totaal gewasbeschermingsmiddelen;Teeltsector boomkwekerijgewassen;2004;;13834.0;110037.0;7.9;0.7;2.0;17.7;7.8;11.0;21.2;12.4;9.2;11.8;4.5;0.8;0.6
24;Totaal gewasbeschermingsmiddelen;Teeltsector boomkwekerijgewassen;2008;;14004.0;102102.0;6.9;5.9;0.0;0.0;10.6;15.3;15.2;19.2;15.9;13.2;4.6;0.0;0.0
25;Totaal gewasbeschermingsmiddelen;Teeltsector bloembollen en -knollen;1995;;16279.0;787427.0;48.4;7.2;0.0;0.0;6.9;16.1;13.7;13.4;13.3;12.0;12.4;3.9;1.1
26;Totaal gewasbeschermingsmiddelen;Teeltsector bloembollen en -knollen;1998;;17318.0;832151.0;48.1;10.4;0.0;0.0;12.8;18.1;14.4;11.9;11.5;10.7;7.2;1.9;1.2
27;Totaal gewasbeschermingsmiddelen;Teeltsector bloembollen en -knollen;2000;;18422.0;860840.0;46.7;10.3;0.0;0.0;9.7;17.7;12.5;10.7;11.6;9.5;11.8;4.6;1.5
28;Totaal gewasbeschermingsmiddelen;Teeltsector bloembollen en -knollen;2004;;20399.0;933108.0;45.7;9.1;0.0;0.0;12.3;17.8;17.1;14.2;12.8;9.8;6.9;0.0;0.0
29;Totaal gewasbeschermingsmiddelen;Teeltsector bloembollen en -knollen;2008;;21265.0;892685.0;41.9;8.5;0.0;0.0;10.3;27.6;12.0;15.1;10.2;7.9;8.4;0.0;0.0
30;Totaal gewasbeschermingsmiddelen;Teeltsector groenten onder glas;1995;;3025.0;52255.0;17.3;3.3;2.5;4.1;6.2;9.0;10.4;16.5;18.1;15.3;7.2;3.5;3.8
31;Totaal gewasbeschermingsmiddelen;Teeltsector groenten onder glas;1998;;3027.0;72445.0;23.9;2.6;7.5;8.6;8.9;11.0;13.0;17.9;13.9;8.3;5.6;1.8;0.9
32;Totaal gewasbeschermingsmiddelen;Teeltsector groenten onder glas;2000;;2951.0;54720.0;18.5;5.9;5.3;9.1;9.3;10.4;8.1;8.1;6.3;4.7;5.6;18.9;8.4
33;Totaal gewasbeschermingsmiddelen;Teeltsector groenten onder glas;2004;;3252.0;40449.0;12.3;3.4;3.6;5.3;7.3;9.0;12.9;15.4;15.6;12.6;7.5;4.4;2.9
34;Totaal gewasbeschermingsmiddelen;Teeltsector groenten onder glas;2008;;3601.0;45157.0;12.3;2.4;5.2;6.6;8.8;11.6;13.0;12.8;15.7;10.8;7.3;4.0;1.7
35;Totaal gewasbeschermingsmiddelen;Teeltsector bloemen onder glas;1995;;2920.0;133682.0;45.8;4.9;5.6;8.8;9.4;8.5;9.0;9.6;11.5;11.0;9.5;6.7;5.6
36;Totaal gewasbeschermingsmiddelen;Teeltsector bloemen onder glas;1998;;4144.0;119089.0;28.7;5.5;6.2;7.3;8.2;8.4;9.9;12.5;11.6;10.4;8.3;6.3;5.4
37;Totaal gewasbeschermingsmiddelen;Teeltsector bloemen onder glas;2000;;4330.0;123025.0;28.4;7.8;7.2;7.3;7.7;8.2;9.6;11.7;11.1;10.1;7.8;6.6;4.8
38;Totaal gewasbeschermingsmiddelen;Teeltsector bloemen onder glas;2004;;4207.0;122823.0;28.9;6.5;7.6;8.7;9.7;9.2;12.2;7.7;7.8;8.8;8.1;6.9;6.7
39;Totaal gewasbeschermingsmiddelen;Teeltsector bloemen onder glas;2008;;3643.0;122753.0;32.6;6.8;6.6;7.5;9.0;8.0;16.7;8.9;8.6;8.1;8.1;6.8;5.1
40;Totaal gewasbeschermingsmiddelen;Teeltsector champignons;1995;704.0;109.0;4505.0;41.3;8.1;7.8;8.1;7.6;8.3;7.3;8.6;9.5;9.8;8.7;9.0;7.1
41;Totaal gewasbeschermingsmiddelen;Teeltsector champignons;1998;591.0;98.0;2421.0;24.7;7.1;7.3;5.6;6.3;5.9;8.5;7.9;11.4;11.6;10.8;10.6;7.1
42;Totaal gewasbeschermingsmiddelen;Teeltsector champignons;2000;517.0;95.0;2330.0;24.5;7.6;5.2;4.7;5.5;6.3;7.4;9.7;11.8;11.4;10.9;12.5;7.0
43;Totaal gewasbeschermingsmiddelen;Teeltsector champignons;2004;263.0;73.0;1721.0;20.2;5.1;5.2;7.6;9.5;6.9;9.2;8.4;9.8;11.4;11.6;9.1;6.0
44;Totaal gewasbeschermingsmiddelen;Teeltsector champignons;2008;70.0;23.0;328.0;4.3;7.0;4.4;5.4;5.6;9.4;9.3;14.9;10.2;11.8;12.2;5.7;4.1
45;Totaal gewasbeschermingsmiddelen;Bruine bonen;1995;716.0;2221.0;5213.0;2.3;0.7;0.0;0.0;7.5;47.8;27.8;16.2;0.0;0.0;0.0;0.0;0.0
46;Totaal gewasbeschermingsmiddelen;Bruine bonen;1998;589.0;1956.0;4973.0;2.5;0.0;0.0;0.0;12.5;39.2;23.7;21.3;3.2;0.0;0.0;0.0;0.0
47;Totaal gewasbeschermingsmiddelen;Bruine bonen;2000;309.0;1126.0;4506.0;4.0;0.0;0.0;0.0;2.1;28.6;19.7;31.1;15.5;3.0;0.0;0.0;0.0
48;Totaal gewasbeschermingsmiddelen;Bruine bonen;2004;496.0;2223.0;4512.0;2.0;0.6;0.0;0.0;15.5;36.2;21.8;22.9;0.8;2.2;0.0;0.0;0.0
49;Totaal gewasbeschermingsmiddelen;Bruine bonen;2008;205.0;901.0;1912.0;2.1;0.0;0.0;0.0;4.7;49.2;14.4;19.6;12.1;0.0;0.0;0.0;0.0
50;Totaal gewasbeschermingsmiddelen;Cichorei;1995;;;;;;;;;;;;;;;;
51;Totaal gewasbeschermingsmiddelen;Cichorei;1998;918.0;4196.0;13716.0;3.3;6.6;0.0;0.0;35.2;45.9;10.1;1.6;0.6;0.0;0.0;0.0;0.0
52;Totaal gewasbeschermingsmiddelen;Cichorei;2000;913.0;4756.0;14199.0;3.0;6.1;0.0;0.0;62.5;26.6;2.2;0.6;0.0;2.0;0.0;0.0;0.0
53;Totaal gewasbeschermingsmiddelen;Cichorei;2004;932.0;4917.0;17009.0;3.5;7.1;0.0;0.0;42.9;36.4;9.4;2.5;1.0;0.7;0.0;0.0;0.0
54;Totaal gewasbeschermingsmiddelen;Cichorei;2008;627.0;3278.0;14110.0;4.1;0.2;0.0;0.0;41.8;42.1;15.7;0.2;0.0;0.0;0.0;0.0;0.0
55;Totaal gewasbeschermingsmiddelen;Consumptieaardappelen;1995;12977.0;80157.0;926635.0;11.6;0.1;0.0;0.0;4.5;13.2;28.1;25.3;18.5;10.2;0.1;0.0;0.0
56;Totaal gewasbeschermingsmiddelen;Consumptieaardappelen;1998;11696.0;84391.0;1197182.0;14.2;0.2;0.0;0.0;0.8;11.9;32.7;29.6;15.0;9.3;0.5;0.0;0.0
57;Totaal gewasbeschermingsmiddelen;Consumptieaardappelen;2000;11136.0;87441.0;1066063.0;12.2;0.4;0.0;0.0;2.0;19.3;29.6;26.7;14.6;6.6;0.9;0.0;0.0
58;Totaal gewasbeschermingsmiddelen;Consumptieaardappelen;2004;7939.0;72598.0;819265.0;11.3;0.9;0.0;0.0;4.8;18.4;30.0;23.4;15.6;5.9;1.0;0.0;0.0
59;Totaal gewasbeschermingsmiddelen;Consumptieaardappelen;2008;6667.0;69280.0;837841.0;12.1;0.0;0.0;0.0;4.2;23.6;37.2;20.6;9.1;4.5;0.8;0.0;0.0
60;Totaal gewasbeschermingsmiddelen;Erwten groen te oogsten;1995;1229.0;7131.0;13171.0;1.8;4.1;0.0;0.0;19.1;36.7;36.7;3.4;0.0;0.0;0.0;0.0;0.0
61;Totaal gewasbeschermingsmiddelen;Erwten groen te oogsten;1998;785.0;4589.0;8488.0;1.8;2.0;0.0;0.0;25.6;28.6;35.4;8.4;0.0;0.0;0.0;0.0;0.0
62;Totaal gewasbeschermingsmiddelen;Erwten groen te oogsten;2000;934.0;5867.0;11566.0;2.0;3.2;0.0;0.0;27.3;36.4;26.1;7.1;0.0;0.0;0.0;0.0;0.0
63;Totaal gewasbeschermingsmiddelen;Erwten groen te oogsten;2004;725.0;4572.0;8644.0;1.8;1.1;0.0;0.0;31.0;35.0;25.5;7.4;0.0;0.0;0.0;0.0;0.0
64;Totaal gewasbeschermingsmiddelen;Erwten groen te oogsten;2008;771.0;5969.0;11453.0;1.9;1.8;0.0;0.0;14.7;49.0;25.5;9.1;0.0;0.0;0.0;0.0;0.0
65;Totaal gewasbeschermingsmiddelen;Graszaad;1995;2930.0;21893.0;40142.0;1.8;14.1;0.0;0.0;36.5;21.1;7.6;1.0;3.2;7.8;8.6;0.0;0.0
66;Totaal gewasbeschermingsmiddelen;Graszaad;1998;3589.0;28418.0;40075.0;1.4;16.3;0.0;0.0;39.8;22.6;10.4;4.9;1.5;4.2;0.4;0.0;0.0
67;Totaal gewasbeschermingsmiddelen;Graszaad;2000;2773.0;21960.0;35676.0;1.6;11.0;0.0;0.0;45.8;21.1;6.4;1.9;6.7;3.9;3.3;0.0;0.0
68;Totaal gewasbeschermingsmiddelen;Graszaad;2004;2503.0;23810.0;36282.0;1.4;14.5;0.0;0.0;29.4;18.6;16.0;3.3;3.2;9.4;5.7;0.0;0.0
69;Totaal gewasbeschermingsmiddelen;Graszaad;2008;1758.0;14683.0;24781.0;1.6;5.0;0.0;0.0;41.5;18.6;18.6;1.5;4.2;4.9;5.7;0.0;0.0
70;Totaal gewasbeschermingsmiddelen;Koolzaad;1995;;;;;;;;;;;;;;;;
71;Totaal gewasbeschermingsmiddelen;Koolzaad;1998;;;;;;;;;;;;;;;;
72;Totaal gewasbeschermingsmiddelen;Koolzaad;2000;108.0;854.0;1022.0;1.2;20.4;0.0;0.0;14.0;5.0;2.7;0.0;2.1;45.9;9.8;0.0;0.0
73;Totaal gewasbeschermingsmiddelen;Koolzaad;2004;;;;;;;;;;;;;;;;
74;Totaal gewasbeschermingsmiddelen;Koolzaad;2008;282.0;2137.0;1046.0;0.4;4.9;0.0;0.0;25.5;10.2;0.0;0.4;13.2;29.3;16.5;0.0;0.0
75;Totaal gewasbeschermingsmiddelen;Poot- en plantuien;1995;;;;;;;;;;;;;;;;
76;Totaal gewasbeschermingsmiddelen;Poot- en plantuien;1998;1046.0;4505.0;98771.0;21.9;8.2;0.0;0.0;10.0;17.9;35.3;25.8;2.7;0.0;0.0;0.0;0.0
77;Totaal gewasbeschermingsmiddelen;Poot- en plantuien;2000;1116.0;5282.0;108661.0;20.6;3.7;0.0;0.0;11.8;21.6;38.2;22.5;2.2;0.0;0.0;0.0;0.0
78;Totaal gewasbeschermingsmiddelen;Poot- en plantuien;2004;891.0;5603.0;108305.0;19.3;1.7;0.0;0.0;10.9;16.6;46.4;23.7;0.7;0.0;0.0;0.0;0.0
79;Totaal gewasbeschermingsmiddelen;Poot- en plantuien;2008;695.0;4951.0;95482.0;18.5;2.5;0.0;0.0;9.0;19.1;38.2;27.8;3.5;0.0;0.0;0.0;0.0
80;Totaal gewasbeschermingsmiddelen;Poot- en plantuien excl. zwavel en b. pr;1995;;;;;;;;;;;;;;;;
81;Totaal gewasbeschermingsmiddelen;Poot- en plantuien excl. zwavel en b. pr;1998;;;98771.0;21.9;;;;;;;;;;;;
82;Totaal gewasbeschermingsmiddelen;Poot- en plantuien excl. zwavel en b. pr;2000;;;108661.0;20.6;;;;;;;;;;;;
83;Totaal gewasbeschermingsmiddelen;Poot- en plantuien excl. zwavel en b. pr;2004;891.0;5603.0;108289.0;19.3;;;;;;;;;;;;
84;Totaal gewasbeschermingsmiddelen;Poot- en plantuien excl. zwavel en b. pr;2008;695.0;4951.0;95482.0;18.5;;;;;;;;;;;;
85;Totaal gewasbeschermingsmiddelen;Pootaardappelen;1995;3346.0;37799.0;784478.0;20.8;0.2;0.0;0.0;7.4;10.3;29.0;34.1;17.6;1.4;0.1;0.0;0.0
86;Totaal gewasbeschermingsmiddelen;Pootaardappelen;1998;3276.0;39948.0;666723.0;16.7;0.1;0.0;0.0;1.9;13.9;37.2;33.5;11.8;1.2;0.4;0.0;0.0
87;Totaal gewasbeschermingsmiddelen;Pootaardappelen;2000;3319.0;41802.0;598534.0;14.3;0.1;0.0;0.0;6.4;19.1;38.0;29.1;6.2;0.9;0.2;0.0;0.0
88;Totaal gewasbeschermingsmiddelen;Pootaardappelen;2004;2451.0;39739.0;567664.0;14.3;0.7;0.0;0.0;13.5;18.8;36.3;23.9;5.2;1.5;0.3;0.0;0.0
89;Totaal gewasbeschermingsmiddelen;Pootaardappelen;2008;2057.0;36435.0;654210.0;17.9;0.1;0.0;0.0;5.0;18.1;43.5;29.8;3.0;0.3;0.1;0.0;0.0
90;Totaal gewasbeschermingsmiddelen;Snijmaïs;1995;39085.0;219217.0;680642.0;3.1;0.0;0.0;0.0;3.2;42.2;51.2;3.0;0.0;0.0;0.4;0.0;0.0
91;Totaal gewasbeschermingsmiddelen;Snijmaïs;1998;35922.0;219940.0;431965.0;2.0;0.1;0.0;0.0;7.3;43.6;40.1;8.4;0.3;0.0;0.1;0.0;0.0
92;Totaal gewasbeschermingsmiddelen;Snijmaïs;2000;31236.0;205321.0;162769.0;0.8;1.2;0.0;0.0;1.1;34.5;61.0;2.2;0.0;0.0;0.0;0.0;0.0
93;Totaal gewasbeschermingsmiddelen;Snijmaïs;2004;27022.0;219897.0;183083.0;0.8;3.3;0.0;0.0;1.8;21.1;69.7;2.3;0.0;0.0;1.8;0.0;0.0
94;Totaal gewasbeschermingsmiddelen;Snijmaïs;2008;24669.0;206364.0;221574.0;0.9;0.0;0.0;0.0;16.9;54.1;29.0;0.0;0.0;0.0;0.0;0.0;0.0
95;Totaal gewasbeschermingsmiddelen;Suikerbieten;1995;19189.0;116081.0;414059.0;3.6;0.7;0.0;0.0;30.1;50.8;14.0;3.8;0.2;0.3;0.1;0.0;0.0
96;Totaal gewasbeschermingsmiddelen;Suikerbieten;1998;18256.0;113032.0;394651.0;3.5;1.6;0.0;0.0;14.7;56.5;23.1;1.9;1.3;0.9;0.0;0.0;0.0
97;Totaal gewasbeschermingsmiddelen;Suikerbieten;2000;17098.0;110981.0;394753.0;3.6;1.1;0.0;0.0;23.9;58.8;15.0;0.5;0.4;0.3;0.0;0.0;0.0
98;Totaal gewasbeschermingsmiddelen;Suikerbieten;2004;13924.0;97366.0;331355.0;3.4;4.3;0.0;0.0;32.2;51.0;11.6;0.4;0.2;0.2;0.0;0.0;0.0
99;Totaal gewasbeschermingsmiddelen;Suikerbieten;2008;9198.0;67630.0;326343.0;4.5;0.5;0.0;0.0;23.2;58.0;12.7;1.4;3.1;1.1;0.0;0.0;0.0
100;Totaal gewasbeschermingsmiddelen;Veldbonen;1995;;;;;;;;;;;;;;;;
101;Totaal gewasbeschermingsmiddelen;Veldbonen;1998;;;;;;;;;;;;;;;;
102;Totaal gewasbeschermingsmiddelen;Veldbonen;2000;147.0;679.0;1828.0;2.7;8.5;0.0;0.0;9.0;15.9;13.7;24.7;15.5;12.7;0.0;0.0;0.0
103;Totaal gewasbeschermingsmiddelen;Veldbonen;2004;;;;;;;;;;;;;;;;
104;Totaal gewasbeschermingsmiddelen;Veldbonen;2008;;;;;;;;;;;;;;;;
105;Totaal gewasbeschermingsmiddelen;Vlas;1995;;;;;;;;;;;;;;;;
106;Totaal gewasbeschermingsmiddelen;Vlas;1998;;;;;;;;;;;;;;;;
107;Totaal gewasbeschermingsmiddelen;Vlas;2000;684.0;4379.0;7357.0;1.7;6.3;0.0;0.0;26.3;65.3;2.1;0.0;0.0;0.0;0.0;0.0;0.0
108;Totaal gewasbeschermingsmiddelen;Vlas;2004;595.0;4461.0;7916.0;1.8;18.6;0.0;0.0;14.9;62.8;3.0;0.7;0.0;0.0;0.0;0.0;0.0
109;Totaal gewasbeschermingsmiddelen;Vlas;2008;352.0;2562.0;3883.0;1.5;1.5;0.0;0.0;35.3;60.3;2.9;0.0;0.0;0.0;0.0;0.0;0.0
110;Totaal gewasbeschermingsmiddelen;Wintertarwe;1995;12354.0;125599.0;336308.0;2.7;4.4;0.0;0.0;40.7;30.4;19.3;3.1;0.4;0.2;1.5;0.0;0.0
111;Totaal gewasbeschermingsmiddelen;Wintertarwe;1998;11763.0;128276.0;404308.0;3.2;15.8;0.0;0.0;44.6;29.0;10.0;0.3;0.0;0.2;0.0;0.0;0.0
112;Totaal gewasbeschermingsmiddelen;Wintertarwe;2000;11553.0;120510.0;328333.0;2.7;8.1;0.0;0.0;51.5;29.0;7.6;1.8;0.9;0.1;1.0;0.0;0.0
113;Totaal gewasbeschermingsmiddelen;Wintertarwe;2004;10038.0;117224.0;365017.0;3.1;7.8;0.0;0.0;44.2;21.6;5.8;1.2;0.9;0.4;18.1;0.0;0.0
114;Totaal gewasbeschermingsmiddelen;Wintertarwe;2008;9396.0;137559.0;409017.0;2.9;15.8;0.0;0.0;32.9;31.0;3.2;1.3;0.2;1.0;14.7;0.0;0.0
115;Totaal gewasbeschermingsmiddelen;Zaaiuien;1995;3030.0;11659.0;201357.0;17.3;1.5;0.0;0.0;15.8;11.2;17.0;34.0;19.6;0.8;0.0;0.0;0.0
116;Totaal gewasbeschermingsmiddelen;Zaaiuien;1998;2985.0;13225.0;306386.0;23.2;0.8;0.0;0.0;6.8;9.9;19.8;32.0;27.5;3.1;0.0;0.0;0.0
117;Totaal gewasbeschermingsmiddelen;Zaaiuien;2000;2968.0;13988.0;297914.0;21.3;1.2;0.0;0.0;12.6;8.1;18.6;34.5;24.6;0.5;0.0;0.0;0.0
118;Totaal gewasbeschermingsmiddelen;Zaaiuien;2004;3172.0;19888.0;412293.0;20.7;0.9;0.0;0.0;7.2;4.0;23.8;39.0;25.1;0.0;0.0;0.0;0.0
119;Totaal gewasbeschermingsmiddelen;Zaaiuien;2008;2861.0;20301.0;446413.0;22.0;0.0;0.0;0.0;4.6;8.9;17.5;41.8;26.7;0.5;0.0;0.0;0.0
120;Totaal gewasbeschermingsmiddelen;Zetmeelaardappelen;1995;3735.0;61345.0;652277.0;10.6;0.5;0.0;0.0;8.3;12.8;13.2;32.4;19.8;11.6;1.4;0.0;0.0
121;Totaal gewasbeschermingsmiddelen;Zetmeelaardappelen;1998;3516.0;56962.0;627750.0;11.0;0.6;0.0;0.0;6.6;9.2;21.1;32.4;20.6;9.2;0.3;0.0;0.0
122;Totaal gewasbeschermingsmiddelen;Zetmeelaardappelen;2000;2918.0;50958.0;616715.0;12.1;0.0;0.0;0.0;5.0;10.4;29.8;30.1;19.9;4.8;0.0;0.0;0.0
123;Totaal gewasbeschermingsmiddelen;Zetmeelaardappelen;2004;2163.0;51496.0;652646.0;12.7;0.4;0.0;0.0;6.3;5.4;37.6;34.1;12.4;3.7;0.2;0.0;0.0
124;Totaal gewasbeschermingsmiddelen;Zetmeelaardappelen;2008;1741.0;46034.0;675961.0;14.7;0.3;0.0;0.0;4.2;7.4;28.3;34.7;18.9;5.9;0.3;0.0;0.0
125;Totaal gewasbeschermingsmiddelen;Zomertarwe;1995;;;;;;;;;;;;;;;;
126;Totaal gewasbeschermingsmiddelen;Zomertarwe;1998;;;;;;;;;;;;;;;;
127;Totaal gewasbeschermingsmiddelen;Zomertarwe;2000;;;;;;;;;;;;;;;;
128;Totaal gewasbeschermingsmiddelen;Zomertarwe;2004;3386.0;19420.0;35703.0;1.7;0.3;0.0;0.0;1.5;70.3;25.4;0.8;1.7;0.0;0.0;0.0;0.0
129;Totaal gewasbeschermingsmiddelen;Zomertarwe;2008;2353.0;15542.0;28360.0;1.8;0.0;0.0;0.0;5.4;50.6;29.6;0.0;12.0;2.5;0.0;0.0;0.0
130;Totaal gewasbeschermingsmiddelen;Zomergerst;1995;6907.0;32480.0;51184.0;1.6;0.2;0.0;0.0;6.4;68.1;19.8;4.6;0.7;0.0;0.2;0.0;0.0
131;Totaal gewasbeschermingsmiddelen;Zomergerst;1998;6626.0;36658.0;45252.0;1.2;0.7;0.0;0.0;5.9;74.5;16.4;0.4;0.0;2.0;0.0;0.0;0.0
132;Totaal gewasbeschermingsmiddelen;Zomergerst;2000;3113.0;43537.0;59749.0;1.4;0.1;0.0;0.0;3.2;62.5;31.8;1.1;0.3;0.0;1.0;0.0;0.0
133;Totaal gewasbeschermingsmiddelen;Zomergerst;2004;6160.0;43259.0;56471.0;1.3;0.0;0.0;0.0;9.1;71.8;17.0;2.1;0.1;0.0;0.0;0.0;0.0
134;Totaal gewasbeschermingsmiddelen;Zomergerst;2008;4959.0;43981.0;60195.0;1.3;1.8;0.0;0.0;4.7;59.8;28.9;0.3;4.5;0.0;0.0;0.0;0.0
135;Totaal gewasbeschermingsmiddelen;Zomergerst excl. zwavel en bact. prep.;1995;;;51184.0;1.6;;;;;;;;;;;;
136;Totaal gewasbeschermingsmiddelen;Zomergerst excl. zwavel en bact. prep.;1998;;;45252.0;1.2;;;;;;;;;;;;
137;Totaal gewasbeschermingsmiddelen;Zomergerst excl. zwavel en bact. prep.;2000;;;59071.0;1.4;;;;;;;;;;;;
138;Totaal gewasbeschermingsmiddelen;Zomergerst excl. zwavel en bact. prep.;2004;6160.0;43259.0;56471.0;1.3;;;;;;;;;;;;
139;Totaal gewasbeschermingsmiddelen;Zomergerst excl. zwavel en bact. prep.;2008;4959.0;43981.0;60195.0;1.3;;;;;;;;;;;;
140;Totaal gewasbeschermingsmiddelen;Aardbeien open grond (productie);1995;1491.0;1763.0;17237.0;9.8;0.9;0.0;0.0;6.5;17.7;16.5;14.7;17.3;16.4;9.9;0.0;0.0
141;Totaal gewasbeschermingsmiddelen;Aardbeien open grond (productie);1998;1310.0;1968.0;16701.0;8.5;5.1;0.0;0.0;7.4;19.6;15.7;17.4;16.5;9.2;9.1;0.0;0.0
142;Totaal gewasbeschermingsmiddelen;Aardbeien open grond (productie);2000;1005.0;1746.0;15687.0;9.0;2.1;0.0;0.0;11.3;25.0;22.2;14.2;12.7;9.0;3.4;0.0;0.0
143;Totaal gewasbeschermingsmiddelen;Aardbeien open grond (productie);2004;713.0;2012.0;21427.0;10.1;2.9;0.0;0.0;6.6;17.8;18.7;18.2;13.9;9.7;12.1;0.0;0.0
144;Totaal gewasbeschermingsmiddelen;Aardbeien open grond (productie);2008;334.0;1200.0;7278.0;5.8;1.4;0.0;0.0;8.1;23.7;22.1;20.7;16.1;5.7;2.2;0.0;0.0
145;Totaal gewasbeschermingsmiddelen;Aardbeien excl. zwavel en bact. prep;1995;;;17237.0;9.8;;;;;;;;;;;;
146;Totaal gewasbeschermingsmiddelen;Aardbeien excl. zwavel en bact. prep;1998;;;16701.0;8.5;;;;;;;;;;;;
147;Totaal gewasbeschermingsmiddelen;Aardbeien excl. zwavel en bact. prep;2000;;;15687.0;9.0;;;;;;;;;;;;
148;Totaal gewasbeschermingsmiddelen;Aardbeien excl. zwavel en bact. prep;2004;713.0;2012.0;21370.0;10.0;;;;;;;;;;;;
149;Totaal gewasbeschermingsmiddelen;Aardbeien excl. zwavel en bact. prep;2008;334.0;1200.0;7262.0;5.8;;;;;;;;;;;;
