ID;Toepassingsgroepen;SectorenEnGewassen;Perioden;BedrijvenMetGebruik_1;OppervlakteMetGebruik_2;GebruikPerJaar_3;GebruikPerHectare_4;GebruikInJanuari_5;GebruikInFebruari_6;GebruikInMaart_7;GebruikInApril_8;GebruikInMei_9;GebruikInJuni_10;GebruikInJuli_11;GebruikInAugustus_12;GebruikInSeptember_13;GebruikInOktober_14;GebruikInNovember_15;GebruikInDecember_16
3188;Overige toepassingen;Zomertarwe;2004;1031.0;7909.0;4039.0;0.2;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3189;Overige toepassingen;Zomertarwe;2008;963.0;7253.0;2987.0;0.2;0.0;0.0;0.0;2.7;66.5;30.8;0.0;0.0;0.0;0.0;0.0;0.0
3190;Overige toepassingen;Zomergerst;1995;146.0;283.0;176.0;0.0;0.0;0.0;0.0;25.4;74.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3191;Overige toepassingen;Zomergerst;1998;144.0;261.0;23.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3192;Overige toepassingen;Zomergerst;2000;133.0;536.0;199.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3193;Overige toepassingen;Zomergerst;2004;1146.0;5475.0;499.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3194;Overige toepassingen;Zomergerst;2008;964.0;6162.0;831.0;0.0;0.0;0.0;0.0;0.0;96.6;3.4;0.0;0.0;0.0;0.0;0.0;0.0
3195;Overige toepassingen;Zomergerst excl. zwavel en bact. prep.;1995;;;176.0;0.0;;;;;;;;;;;;
3196;Overige toepassingen;Zomergerst excl. zwavel en bact. prep.;1998;;;23.0;0.0;;;;;;;;;;;;
3197;Overige toepassingen;Zomergerst excl. zwavel en bact. prep.;2000;;;199.0;0.0;;;;;;;;;;;;
3198;Overige toepassingen;Zomergerst excl. zwavel en bact. prep.;2004;1146.0;5475.0;499.0;0.0;;;;;;;;;;;;
3199;Overige toepassingen;Zomergerst excl. zwavel en bact. prep.;2008;964.0;6162.0;831.0;0.0;;;;;;;;;;;;
3200;Overige toepassingen;Aardbeien open grond (productie);1995;158.0;128.0;39.0;0.0;0.0;0.0;0.0;0.6;20.9;18.6;25.6;27.8;6.4;0.0;0.0;0.0
3201;Overige toepassingen;Aardbeien open grond (productie);1998;205.0;269.0;17.0;0.0;0.0;0.0;0.0;0.0;94.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0
3202;Overige toepassingen;Aardbeien open grond (productie);2000;50.0;174.0;3.0;0.0;0.0;0.0;0.0;0.0;45.4;27.2;0.0;27.2;0.0;0.1;0.0;0.0
3203;Overige toepassingen;Aardbeien open grond (productie);2004;88.0;130.0;59.0;0.0;0.0;0.0;0.0;4.7;45.1;21.8;26.6;0.0;1.8;0.0;0.0;0.0
3204;Overige toepassingen;Aardbeien open grond (productie);2008;17.0;15.0;2.0;0.0;0.0;0.0;0.0;84.0;5.2;4.5;3.0;2.4;0.8;0.0;0.0;0.0
3205;Overige toepassingen;Aardbeien excl. zwavel en bact. prep;1995;;;39.0;0.0;;;;;;;;;;;;
3206;Overige toepassingen;Aardbeien excl. zwavel en bact. prep;1998;;;17.0;0.0;;;;;;;;;;;;
3207;Overige toepassingen;Aardbeien excl. zwavel en bact. prep;2000;;;3.0;0.0;;;;;;;;;;;;
3208;Overige toepassingen;Aardbeien excl. zwavel en bact. prep;2004;88.0;130.0;59.0;0.0;;;;;;;;;;;;
3209;Overige toepassingen;Aardbeien excl. zwavel en bact. prep;2008;17.0;15.0;2.0;0.0;;;;;;;;;;;;
3210;Overige toepassingen;Asperges;1995;84.0;50.0;16.0;0.0;;;;;;;;;;;;
3211;Overige toepassingen;Asperges;1998;;;;;;;;;;;;;;;;
3212;Overige toepassingen;Asperges;2000;76.0;76.0;14.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3213;Overige toepassingen;Asperges;2004;39.0;104.0;34.0;0.0;0.0;0.0;0.0;63.4;36.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3214;Overige toepassingen;Asperges;2008;11.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;47.8;52.2;0.0;0.0;0.0;0.0;0.0;0.0
3215;Overige toepassingen;Bloemkool;1995;;;;;;;;;;;;;;;;
3216;Overige toepassingen;Bloemkool;1998;;;;;;;;;;;;;;;;
3217;Overige toepassingen;Bloemkool;2000;;;;;;;;;;;;;;;;
3218;Overige toepassingen;Bloemkool;2004;56.0;724.0;47.0;0.0;4.8;0.0;0.0;0.0;0.4;3.4;49.6;16.9;15.9;9.1;0.0;0.0
3219;Overige toepassingen;Bloemkool;2008;27.0;164.0;51.0;0.0;0.0;0.0;0.0;5.4;50.8;0.2;43.6;0.0;0.0;0.0;0.0;0.0
3220;Overige toepassingen;Prei;1995;0.0;0.0;0.0;0.0;;;;;;;;;;;;
3221;Overige toepassingen;Prei;1998;59.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0
3222;Overige toepassingen;Prei;2000;20.0;2.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3223;Overige toepassingen;Prei;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3224;Overige toepassingen;Prei;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3225;Overige toepassingen;Schorseneren;1995;0.0;0.0;0.0;0.0;;;;;;;;;;;;
3226;Overige toepassingen;Schorseneren;1998;0.0;0.0;0.0;0.0;;;;;;;;;;;;
3227;Overige toepassingen;Schorseneren;2000;;;;;;;;;;;;;;;;
3228;Overige toepassingen;Schorseneren;2004;9.0;27.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3229;Overige toepassingen;Schorseneren;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3230;Overige toepassingen;Schorseneren excl. zwavel en bact. prep.;1995;;;0.0;0.0;;;;;;;;;;;;
3231;Overige toepassingen;Schorseneren excl. zwavel en bact. prep.;1998;;;0.0;0.0;;;;;;;;;;;;
3232;Overige toepassingen;Schorseneren excl. zwavel en bact. prep.;2000;;;;;;;;;;;;;;;;
3233;Overige toepassingen;Schorseneren excl. zwavel en bact. prep.;2004;9.0;27.0;0.0;0.0;;;;;;;;;;;;
3234;Overige toepassingen;Schorseneren excl. zwavel en bact. prep.;2008;0.0;0.0;0.0;0.0;;;;;;;;;;;;
3235;Overige toepassingen;Sla;1995;0.0;0.0;0.0;0.0;;;;;;;;;;;;
3236;Overige toepassingen;Sla;1998;;;;;;;;;;;;;;;;
3237;Overige toepassingen;Sla;2000;;;;;;;;;;;;;;;;
3238;Overige toepassingen;Sla;2004;;;;;;;;;;;;;;;;
3239;Overige toepassingen;Sla;2008;;;;;;;;;;;;;;;;
3240;Overige toepassingen;Sluitkool;1995;246.0;530.0;42.0;0.0;0.0;0.0;0.0;8.7;58.5;21.8;0.0;5.5;5.5;0.0;0.0;0.0
3241;Overige toepassingen;Sluitkool;1998;186.0;656.0;283.0;0.1;0.0;0.0;0.0;0.0;63.3;2.9;25.8;4.5;2.7;0.8;0.0;0.0
3242;Overige toepassingen;Sluitkool;2000;237.0;405.0;48.0;0.0;0.0;0.0;0.0;3.5;1.3;5.3;3.9;0.7;53.7;31.4;0.0;0.0
3243;Overige toepassingen;Sluitkool;2004;103.0;712.0;296.0;0.1;16.1;0.0;0.0;26.9;17.5;0.9;21.2;12.6;4.8;0.0;0.0;0.0
3244;Overige toepassingen;Sluitkool;2008;108.0;389.0;133.0;0.0;1.1;0.0;0.0;0.0;0.0;40.3;42.0;3.2;13.5;0.0;0.0;0.0
3245;Overige toepassingen;Sluitkool excl. zwavel en bact. prep.;1995;;;42.0;0.0;;;;;;;;;;;;
3246;Overige toepassingen;Sluitkool excl. zwavel en bact. prep.;1998;;;283.0;0.1;;;;;;;;;;;;
3247;Overige toepassingen;Sluitkool excl. zwavel en bact. prep.;2000;;;48.0;0.0;;;;;;;;;;;;
3248;Overige toepassingen;Sluitkool excl. zwavel en bact. prep.;2004;103.0;712.0;296.0;0.1;;;;;;;;;;;;
3249;Overige toepassingen;Sluitkool excl. zwavel en bact. prep.;2008;108.0;389.0;133.0;0.0;;;;;;;;;;;;
3250;Overige toepassingen;Spruitkool;1995;423.0;2806.0;1696.0;0.4;0.0;0.0;0.0;1.3;4.5;20.0;14.7;17.6;29.3;12.6;0.0;0.0
3251;Overige toepassingen;Spruitkool;1998;590.0;4174.0;3260.0;0.7;0.0;0.0;0.0;1.8;3.6;8.1;33.1;22.4;26.0;5.0;0.0;0.0
3252;Overige toepassingen;Spruitkool;2000;481.0;3851.0;4917.0;1.0;0.0;0.0;0.0;1.6;2.1;7.1;22.4;23.8;24.4;18.6;0.0;0.0
3253;Overige toepassingen;Spruitkool;2004;262.0;3264.0;4700.0;1.4;0.0;0.0;0.0;1.8;3.2;17.6;34.6;14.9;14.3;13.5;0.0;0.0
3254;Overige toepassingen;Spruitkool;2008;197.0;1872.0;3680.0;1.1;1.9;0.0;0.0;2.0;11.6;27.2;16.6;26.6;6.2;8.0;0.0;0.0
3255;Overige toepassingen;Stamslabonen;1995;0.0;0.0;0.0;0.0;;;;;;;;;;;;
3256;Overige toepassingen;Stamslabonen;1998;52.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0
3257;Overige toepassingen;Stamslabonen;2000;;;;;;;;;;;;;;;;
3258;Overige toepassingen;Stamslabonen;2004;;;;;;;;;;;;;;;;
3259;Overige toepassingen;Stamslabonen;2008;13.0;80.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
3260;Overige toepassingen;Waspeen en bospeen;1995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.4;0.0;0.0;0.0;55.6;0.0;0.0
3261;Overige toepassingen;Waspeen en bospeen;1998;;;;;;;;;;;;;;;;
3262;Overige toepassingen;Waspeen en bospeen;2000;;;;;;;;;;;;;;;;
3263;Overige toepassingen;Waspeen en bospeen;2004;;;;;;;;;;;;;;;;
3264;Overige toepassingen;Waspeen en bospeen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3265;Overige toepassingen;Was- en bospeen excl. zwavel en bact.pr.;1995;;;;;;;;;;;;;;;;
3266;Overige toepassingen;Was- en bospeen excl. zwavel en bact.pr.;1998;;;;;;;;;;;;;;;;
3267;Overige toepassingen;Was- en bospeen excl. zwavel en bact.pr.;2000;;;;;;;;;;;;;;;;
3268;Overige toepassingen;Was- en bospeen excl. zwavel en bact.pr.;2004;;;;;;;;;;;;;;;;
3269;Overige toepassingen;Was- en bospeen excl. zwavel en bact.pr.;2008;0.0;0.0;0.0;0.0;;;;;;;;;;;;
3270;Overige toepassingen;Winterpeen;1995;0.0;0.0;0.0;0.0;;;;;;;;;;;;
3271;Overige toepassingen;Winterpeen;1998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3272;Overige toepassingen;Winterpeen;2000;22.0;62.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0
3273;Overige toepassingen;Winterpeen;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3274;Overige toepassingen;Winterpeen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3275;Overige toepassingen;Winterpeen excl. zwavel en bact. prep.;1995;;;;;;;;;;;;;;;;
3276;Overige toepassingen;Winterpeen excl. zwavel en bact. prep.;1998;;;;;;;;;;;;;;;;
3277;Overige toepassingen;Winterpeen excl. zwavel en bact. prep.;2000;;;;;;;;;;;;;;;;
3278;Overige toepassingen;Winterpeen excl. zwavel en bact. prep.;2004;;;;;;;;;;;;;;;;
3279;Overige toepassingen;Winterpeen excl. zwavel en bact. prep.;2008;0.0;0.0;0.0;0.0;;;;;;;;;;;;
3280;Overige toepassingen;Witlofwortel;1995;0.0;0.0;0.0;0.0;;;;;;;;;;;;
3281;Overige toepassingen;Witlofwortel;1998;;;;;;;;;;;;;;;;
3282;Overige toepassingen;Witlofwortel;2000;12.0;85.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
3283;Overige toepassingen;Witlofwortel;2004;81.0;531.0;240.0;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0
3284;Overige toepassingen;Witlofwortel;2008;12.0;26.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0
3285;Overige toepassingen;Witlofwortel excl. zwavel en bact. prep;1995;;;0.0;0.0;;;;;;;;;;;;
3286;Overige toepassingen;Witlofwortel excl. zwavel en bact. prep;1998;;;0.0;0.0;;;;;;;;;;;;
3287;Overige toepassingen;Witlofwortel excl. zwavel en bact. prep;2000;;;3.0;0.0;;;;;;;;;;;;
3288;Overige toepassingen;Witlofwortel excl. zwavel en bact. prep;2004;81.0;531.0;240.0;0.1;;;;;;;;;;;;
3289;Overige toepassingen;Witlofwortel excl. zwavel en bact. prep;2008;12.0;26.0;38.0;0.0;;;;;;;;;;;;
3290;Overige toepassingen;Appels;1995;1202.0;8264.0;2450.0;0.2;0.0;0.0;0.0;0.0;85.9;6.0;0.0;0.7;0.8;0.0;6.5;0.0
3291;Overige toepassingen;Appels;1998;1306.0;8452.0;2163.0;0.2;1.4;0.0;0.0;7.1;85.8;0.6;0.2;2.0;0.4;0.6;0.0;1.8
3292;Overige toepassingen;Appels;2000;974.0;6488.0;1799.0;0.1;0.0;0.0;0.0;3.0;85.8;1.4;0.0;0.3;0.3;0.0;9.1;0.0
3293;Overige toepassingen;Appels;2004;1281.0;8587.0;3291.0;0.3;2.9;0.0;0.0;1.0;72.3;13.0;1.5;4.9;1.5;2.9;0.0;0.0
3294;Overige toepassingen;Appels;2008;1110.0;7879.0;1488.0;0.2;0.0;0.0;0.0;7.3;53.6;10.5;5.7;14.5;2.1;6.4;0.0;0.0
3295;Overige toepassingen;Appels excl. zwavel en bact. prep.;1995;;;2450.0;0.2;;;;;;;;;;;;
3296;Overige toepassingen;Appels excl. zwavel en bact. prep.;1998;;;2163.0;0.2;;;;;;;;;;;;
3297;Overige toepassingen;Appels excl. zwavel en bact. prep.;2000;;;1799.0;0.1;;;;;;;;;;;;
3298;Overige toepassingen;Appels excl. zwavel en bact. prep.;2004;1281.0;8587.0;3291.0;0.3;;;;;;;;;;;;
3299;Overige toepassingen;Appels excl. zwavel en bact. prep.;2008;1110.0;7879.0;1488.0;0.2;;;;;;;;;;;;
3300;Overige toepassingen;Peren;1995;1680.0;4545.0;8885.0;1.5;0.3;0.0;0.0;25.3;69.2;1.3;0.0;0.3;3.6;0.0;0.0;0.0
3301;Overige toepassingen;Peren;1998;1583.0;4104.0;10837.0;2.0;0.0;0.0;0.0;13.5;58.3;21.0;3.2;0.5;3.1;0.5;0.0;0.0
3302;Overige toepassingen;Peren;2000;1133.0;3575.0;240.0;0.0;0.0;0.0;0.0;2.2;66.6;0.0;0.1;22.7;8.2;0.2;0.0;0.0
3303;Overige toepassingen;Peren;2004;1040.0;4904.0;433.0;0.1;0.0;0.0;0.0;34.0;6.4;2.7;0.3;11.7;6.2;38.8;0.0;0.0
3304;Overige toepassingen;Peren;2008;1190.0;6306.0;571.0;0.1;0.0;0.0;0.0;60.1;9.7;0.0;0.1;12.3;12.5;5.3;0.0;0.0
3305;Overige toepassingen;Peren excl. zwavel en bact.prep.;1995;;;8885.0;1.5;;;;;;;;;;;;
3306;Overige toepassingen;Peren excl. zwavel en bact.prep.;1998;;;10837.0;2.0;;;;;;;;;;;;
3307;Overige toepassingen;Peren excl. zwavel en bact.prep.;2000;;;240.0;0.0;;;;;;;;;;;;
3308;Overige toepassingen;Peren excl. zwavel en bact.prep.;2004;1040.0;4904.0;433.0;0.1;;;;;;;;;;;;
3309;Overige toepassingen;Peren excl. zwavel en bact.prep.;2008;1190.0;6306.0;571.0;0.1;;;;;;;;;;;;
3310;Overige toepassingen;Bloemkwekerijgewassen open grond;1995;;;;;;;;;;;;;;;;
3311;Overige toepassingen;Bloemkwekerijgewassen open grond;1998;634.0;604.0;542.0;0.3;3.0;0.0;2.2;3.8;20.6;30.1;27.5;4.4;4.5;3.9;0.0;0.0
3312;Overige toepassingen;Bloemkwekerijgewassen open grond;2000;564.0;616.0;479.0;0.2;3.1;0.0;7.1;3.1;23.2;14.6;18.9;13.7;12.5;3.7;0.0;0.0
3313;Overige toepassingen;Bloemkwekerijgewassen open grond;2004;349.0;450.0;269.0;0.1;0.0;0.1;0.0;0.1;43.0;25.1;6.2;20.6;2.7;0.9;1.2;0.0
3314;Overige toepassingen;Bloemkwekerijgewassen open grond;2008;379.0;565.0;595.0;0.2;4.1;0.0;0.0;1.6;43.2;10.6;8.9;15.2;11.7;4.7;0.0;0.0
3315;Overige toepassingen;Bloemkw. gew. og. excl. zwav. en bac.pr.;1995;;;;;;;;;;;;;;;;
3316;Overige toepassingen;Bloemkw. gew. og. excl. zwav. en bac.pr.;1998;;;;;;;;;;;;;;;;
3317;Overige toepassingen;Bloemkw. gew. og. excl. zwav. en bac.pr.;2000;;;;;;;;;;;;;;;;
3318;Overige toepassingen;Bloemkw. gew. og. excl. zwav. en bac.pr.;2004;349.0;450.0;269.0;0.1;;;;;;;;;;;;
3319;Overige toepassingen;Bloemkw. gew. og. excl. zwav. en bac.pr.;2008;379.0;565.0;595.0;0.2;;;;;;;;;;;;
3320;Overige toepassingen;Bos- en haagplantsoen;1995;0.0;0.0;0.0;0.0;;;;;;;;;;;;
3321;Overige toepassingen;Bos- en haagplantsoen;1998;47.0;200.0;53.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0
3322;Overige toepassingen;Bos- en haagplantsoen;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3323;Overige toepassingen;Bos- en haagplantsoen;2004;42.0;152.0;109.0;0.0;1.0;0.0;0.0;0.0;30.2;0.0;2.0;0.0;0.0;66.7;0.0;0.0
3324;Overige toepassingen;Bos- en haagplantsoen;2008;42.0;615.0;225.0;0.1;0.0;0.0;0.0;0.0;3.3;20.0;40.9;35.8;0.0;0.0;0.0;0.0
3325;Overige toepassingen;Bos+haagplant. excl. zwav en bact. prep.;1995;;;0.0;0.0;;;;;;;;;;;;
3326;Overige toepassingen;Bos+haagplant. excl. zwav en bact. prep.;1998;;;53.0;0.0;;;;;;;;;;;;
3327;Overige toepassingen;Bos+haagplant. excl. zwav en bact. prep.;2000;;;0.0;0.0;;;;;;;;;;;;
3328;Overige toepassingen;Bos+haagplant. excl. zwav en bact. prep.;2004;42.0;152.0;109.0;0.0;;;;;;;;;;;;
3329;Overige toepassingen;Bos+haagplant. excl. zwav en bact. prep.;2008;42.0;615.0;225.0;0.1;;;;;;;;;;;;
3330;Overige toepassingen;Laan- en parkbomen;1995;54.0;100.0;22.0;0.0;;;;;;;;;;;;
3331;Overige toepassingen;Laan- en parkbomen;1998;25.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0
3332;Overige toepassingen;Laan- en parkbomen;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3333;Overige toepassingen;Laan- en parkbomen;2004;32.0;245.0;38.0;0.0;0.0;66.7;0.0;0.0;0.0;0.0;33.3;0.0;0.0;0.0;0.0;0.0
3334;Overige toepassingen;Laan- en parkbomen;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3335;Overige toepassingen;Laan- en parkb. excl. zwav. en bact.prep;1995;;;22.0;0.0;;;;;;;;;;;;
3336;Overige toepassingen;Laan- en parkb. excl. zwav. en bact.prep;1998;;;0.0;0.0;;;;;;;;;;;;
3337;Overige toepassingen;Laan- en parkb. excl. zwav. en bact.prep;2000;;;0.0;0.0;;;;;;;;;;;;
3338;Overige toepassingen;Laan- en parkb. excl. zwav. en bact.prep;2004;32.0;245.0;38.0;0.0;;;;;;;;;;;;
3339;Overige toepassingen;Laan- en parkb. excl. zwav. en bact.prep;2008;0.0;0.0;0.0;0.0;;;;;;;;;;;;
3340;Overige toepassingen;Rozenstruiken open grond;1995;0.0;0.0;0.0;0.0;;;;;;;;;;;;
3341;Overige toepassingen;Rozenstruiken open grond;1998;;;;;;;;;;;;;;;;
3342;Overige toepassingen;Rozenstruiken open grond;2000;12.0;98.0;0.0;0.0;0.0;0.0;0.0;0.0;21.2;78.8;0.0;0.0;0.0;0.0;0.0;0.0
3343;Overige toepassingen;Rozenstruiken open grond;2004;27.0;92.0;58.0;0.1;1.7;0.5;0.0;0.0;28.5;12.2;0.0;57.0;0.0;0.0;0.0;0.0
3344;Overige toepassingen;Rozenstruiken open grond;2008;25.0;96.0;49.0;0.1;0.0;0.0;0.0;0.0;40.4;0.0;52.4;7.2;0.0;0.0;0.0;0.0
3345;Overige toepassingen;Rozenstruiken excl. zwavel en bact.prep.;1995;;;0.0;0.0;;;;;;;;;;;;
3346;Overige toepassingen;Rozenstruiken excl. zwavel en bact.prep.;1998;;;;;;;;;;;;;;;;
3347;Overige toepassingen;Rozenstruiken excl. zwavel en bact.prep.;2000;;;0.0;0.0;;;;;;;;;;;;
3348;Overige toepassingen;Rozenstruiken excl. zwavel en bact.prep.;2004;27.0;92.0;58.0;0.1;;;;;;;;;;;;
3349;Overige toepassingen;Rozenstruiken excl. zwavel en bact.prep.;2008;25.0;96.0;49.0;0.1;;;;;;;;;;;;
3350;Overige toepassingen;Sierconiferen;1995;0.0;0.0;0.0;0.0;;;;;;;;;;;;
3351;Overige toepassingen;Sierconiferen;1998;21.0;2.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
3352;Overige toepassingen;Sierconiferen;2000;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3353;Overige toepassingen;Sierconiferen;2004;84.0;299.0;15.0;0.0;0.0;0.0;11.4;0.0;0.0;0.0;33.0;55.5;0.0;0.0;0.0;0.0
3354;Overige toepassingen;Sierconiferen;2008;29.0;102.0;10.0;0.0;0.0;0.0;0.0;65.1;21.5;0.0;0.0;0.0;13.4;0.0;0.0;0.0
3355;Overige toepassingen;Sierconiferen excl. zwavel en bact.prep.;1995;;;0.0;0.0;;;;;;;;;;;;
3356;Overige toepassingen;Sierconiferen excl. zwavel en bact.prep.;1998;;;4.0;0.0;;;;;;;;;;;;
3357;Overige toepassingen;Sierconiferen excl. zwavel en bact.prep.;2000;;;0.0;0.0;;;;;;;;;;;;
3358;Overige toepassingen;Sierconiferen excl. zwavel en bact.prep.;2004;84.0;299.0;15.0;0.0;;;;;;;;;;;;
3359;Overige toepassingen;Sierconiferen excl. zwavel en bact.prep.;2008;29.0;102.0;10.0;0.0;;;;;;;;;;;;
3360;Overige toepassingen;Vaste planten open grond;1995;219.0;106.0;94.0;0.1;4.6;0.0;0.5;0.2;0.0;0.0;0.5;30.2;1.8;62.3;0.0;0.0
3361;Overige toepassingen;Vaste planten open grond;1998;275.0;249.0;87.0;0.1;1.4;12.7;0.1;3.0;28.6;5.9;2.2;10.9;35.2;0.0;0.0;0.0
3362;Overige toepassingen;Vaste planten open grond;2000;160.0;100.0;8.0;0.0;3.3;3.9;0.0;0.0;6.6;62.2;0.0;10.9;13.2;0.0;0.0;0.0
3363;Overige toepassingen;Vaste planten open grond;2004;166.0;149.0;38.0;0.0;0.0;0.2;4.6;22.7;29.0;21.1;15.1;0.1;1.8;2.1;3.3;0.0
3364;Overige toepassingen;Vaste planten open grond;2008;103.0;299.0;142.0;0.1;12.8;0.0;0.0;3.8;5.4;32.5;7.3;8.9;2.5;26.7;0.0;0.0
3365;Overige toepassingen;Vaste planten excl. zwavel en bact.prep.;1995;;;94.0;0.1;;;;;;;;;;;;
3366;Overige toepassingen;Vaste planten excl. zwavel en bact.prep.;1998;;;87.0;0.1;;;;;;;;;;;;
3367;Overige toepassingen;Vaste planten excl. zwavel en bact.prep.;2000;;;8.0;0.0;;;;;;;;;;;;
3368;Overige toepassingen;Vaste planten excl. zwavel en bact.prep.;2004;166.0;149.0;38.0;0.0;;;;;;;;;;;;
3369;Overige toepassingen;Vaste planten excl. zwavel en bact.prep.;2008;103.0;299.0;142.0;0.1;;;;;;;;;;;;
3370;Overige toepassingen;Vruchtbomen;1995;22.0;13.0;93.0;0.1;0.0;0.0;0.0;0.0;11.2;0.0;0.0;0.0;0.0;0.0;0.0;88.8
3371;Overige toepassingen;Vruchtbomen;1998;;;;;;;;;;;;;;;;
3372;Overige toepassingen;Vruchtbomen;2000;;;;;;;;;;;;;;;;
3373;Overige toepassingen;Vruchtbomen;2004;30.0;476.0;2.0;0.0;25.4;0.0;0.0;0.0;6.1;1.3;0.0;38.1;1.1;28.0;0.0;0.0
3374;Overige toepassingen;Vruchtbomen;2008;;;;;;;;;;;;;;;;
3375;Overige toepassingen;Vruchtbomen excl. zwavel en bact. prep.;1995;;;93.0;0.1;;;;;;;;;;;;
3376;Overige toepassingen;Vruchtbomen excl. zwavel en bact. prep.;1998;;;;;;;;;;;;;;;;
3377;Overige toepassingen;Vruchtbomen excl. zwavel en bact. prep.;2000;;;;;;;;;;;;;;;;
3378;Overige toepassingen;Vruchtbomen excl. zwavel en bact. prep.;2004;30.0;476.0;2.0;0.0;;;;;;;;;;;;
3379;Overige toepassingen;Vruchtbomen excl. zwavel en bact. prep.;2008;;;;;;;;;;;;;;;;
3380;Overige toepassingen;Gladiolen;1995;12.0;78.0;74.0;0.0;0.0;0.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0
3381;Overige toepassingen;Gladiolen;1998;;;;;;;;;;;;;;;;
3382;Overige toepassingen;Gladiolen;2000;;;;;;;;;;;;;;;;
3383;Overige toepassingen;Gladiolen;2004;67.0;690.0;398.0;0.3;9.0;0.0;0.0;0.5;0.5;6.3;17.8;4.2;3.0;58.6;0.0;0.0
3384;Overige toepassingen;Gladiolen;2008;56.0;524.0;601.0;0.5;0.4;0.0;0.0;0.0;0.0;4.7;61.4;9.5;0.1;24.1;0.0;0.0
3385;Overige toepassingen;Hyacinten (bollen);1995;18.0;210.0;166.0;0.2;0.0;0.0;0.0;8.3;86.4;5.2;0.0;0.0;0.0;0.0;0.0;0.0
3386;Overige toepassingen;Hyacinten (bollen);1998;9.0;91.0;154.0;0.1;0.0;0.0;0.0;48.6;0.0;51.4;0.0;0.0;0.0;0.0;0.0;0.0
