ID;Geslacht;Persoonskenmerken;RegioS;WmoClientenGebruikWlz2022Totaal_1;WmoClienten2021InstroomWlz2022_2;SamenloopWmoWlz2021Wlz2022_3;WmoClientenGebruikWlz2022Totaal_4;WmoClienten2021InstroomWlzIn2022_5;SamenloopWmoWlz2021WlzIn2022_6;WmoClientenGebruikWlz2022Totaal_7;WmoClienten2021InstroomWlzIn2022_8;SamenloopWmoWlz2021WlzIn2022_9
2410;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Veldhoven;175.0;75.0;100.0;18.69;7.95;10.74;107.0;45.0;61.0
2411;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Velsen;345.0;120.0;225.0;20.37;7.13;13.24;135.0;47.0;88.0
2412;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Venlo;585.0;185.0;400.0;22.7;7.26;15.44;160.0;51.0;109.0
2413;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Venray;155.0;70.0;90.0;23.12;10.01;13.11;113.0;49.0;64.0
2414;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Vijfheerenlanden;255.0;90.0;165.0;26.35;9.34;17.01;146.0;52.0;94.0
2415;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Vlaardingen;395.0;105.0;290.0;21.3;5.74;15.56;137.0;37.0;100.0
2416;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Vlieland;5.0;0.0;0.0;22.22;11.11;11.11;160.0;80.0;80.0
2417;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Vlissingen;210.0;80.0;130.0;20.79;7.98;12.81;117.0;45.0;72.0
2418;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Voerendaal;85.0;30.0;55.0;29.59;10.2;19.39;158.0;55.0;104.0
2419;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Voorschoten;140.0;40.0;100.0;26.55;7.91;18.64;121.0;36.0;85.0
2420;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Voorst;;;;;;;;;
2421;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Vught;105.0;35.0;65.0;22.81;8.11;14.69;84.0;30.0;54.0
2422;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Waadhoeke;230.0;70.0;160.0;26.78;7.95;18.83;152.0;45.0;107.0
2423;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Waalre;85.0;35.0;50.0;19.76;8.47;11.29;99.0;43.0;57.0
2424;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Waalwijk;195.0;55.0;140.0;23.83;6.54;17.28;127.0;35.0;92.0
2425;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Waddinxveen;125.0;50.0;75.0;34.34;13.74;20.6;130.0;52.0;78.0
2426;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Wageningen;180.0;55.0;125.0;29.97;9.09;20.88;155.0;47.0;108.0
2427;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Wassenaar;125.0;45.0;80.0;26.68;9.66;17.02;85.0;31.0;54.0
2428;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Waterland;65.0;20.0;45.0;18.51;6.08;12.43;103.0;34.0;69.0
2429;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Weert;255.0;95.0;160.0;27.84;10.59;17.25;131.0;50.0;81.0
2430;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Weesp;70.0;25.0;45.0;19.77;6.88;12.89;98.0;34.0;64.0
2431;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;West Betuwe;110.0;50.0;55.0;23.7;11.3;12.39;80.0;38.0;42.0
2432;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;West Maas en Waal;40.0;20.0;20.0;23.16;11.3;11.86;70.0;34.0;36.0
2433;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Westerkwartier;275.0;80.0;195.0;24.15;7.09;17.06;140.0;41.0;99.0
2434;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Westerveld;110.0;40.0;70.0;23.49;8.62;14.87;115.0;42.0;73.0
2435;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Westervoort;;;;;;;;;
2436;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Westerwolde;145.0;50.0;90.0;20.31;7.24;13.07;130.0;46.0;84.0
2437;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Westland;425.0;145.0;275.0;25.71;8.94;16.78;122.0;43.0;80.0
2438;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Weststellingwerf;125.0;50.0;75.0;25.41;10.12;15.29;109.0;44.0;66.0
2439;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Westvoorne;65.0;25.0;35.0;18.92;7.81;11.11;85.0;35.0;50.0
2440;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Wierden;90.0;30.0;60.0;21.16;7.44;13.72;112.0;39.0;72.0
2441;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Wijchen;165.0;55.0;115.0;25.34;8.04;17.3;139.0;44.0;95.0
2442;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Wijdemeren;110.0;35.0;75.0;20.59;6.62;13.97;123.0;40.0;84.0
2443;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Wijk bij Duurstede;70.0;35.0;30.0;22.85;12.25;10.6;121.0;65.0;56.0
2444;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Winterswijk;120.0;40.0;80.0;24.65;8.28;16.36;106.0;36.0;71.0
2445;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Woensdrecht;125.0;45.0;80.0;26.0;9.01;16.98;159.0;55.0;104.0
2446;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Woerden;210.0;70.0;140.0;26.56;8.89;17.66;135.0;45.0;90.0
2447;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;De Wolden;105.0;25.0;75.0;22.84;5.76;17.07;100.0;25.0;75.0
2448;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Wormerland;;;;;;;;;
2449;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Woudenberg;55.0;25.0;30.0;27.69;12.82;14.87;128.0;59.0;69.0
2450;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Zaanstad;530.0;180.0;355.0;21.4;7.16;14.24;123.0;41.0;82.0
2451;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Zaltbommel;105.0;40.0;65.0;26.07;9.52;16.54;135.0;49.0;86.0
2452;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Zandvoort;75.0;30.0;45.0;19.79;7.75;12.03;108.0;42.0;66.0
2453;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Zeewolde;65.0;30.0;35.0;23.42;11.15;12.27;141.0;67.0;74.0
2454;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Zeist;355.0;95.0;260.0;29.66;7.9;21.76;133.0;35.0;98.0
2455;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Zevenaar;205.0;75.0;130.0;22.8;8.45;14.35;131.0;48.0;82.0
2456;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Zoetermeer;385.0;130.0;255.0;23.23;7.97;15.27;123.0;42.0;81.0
2457;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Zoeterwoude;40.0;10.0;30.0;25.0;6.88;18.13;140.0;39.0;102.0
2458;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Zuidplas;160.0;55.0;105.0;23.53;8.09;15.44;129.0;44.0;84.0
2459;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Zundert;120.0;30.0;90.0;23.36;6.18;17.18;146.0;39.0;108.0
2460;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Zutphen;220.0;85.0;140.0;27.12;10.18;16.93;143.0;54.0;89.0
2461;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Zwartewaterland;75.0;30.0;45.0;30.8;12.8;18.0;147.0;61.0;86.0
2462;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Zwijndrecht;205.0;75.0;130.0;19.54;6.96;12.58;109.0;39.0;70.0
2463;Totaal mannen en vrouwen;Leeftijd: 85 jaar of ouder;Zwolle;515.0;190.0;325.0;26.81;9.99;16.81;154.0;57.0;96.0
2464;Totaal mannen en vrouwen;Minder dan 10 000 euro;Aa en Hunze;10.0;0.0;10.0;32.0;0.0;32.0;24.0;0.0;24.0
2465;Totaal mannen en vrouwen;Minder dan 10 000 euro;Aalsmeer;;;;;;;;;
2466;Totaal mannen en vrouwen;Minder dan 10 000 euro;Aalten;5.0;0.0;5.0;40.0;6.67;33.33;22.0;4.0;18.0
2467;Totaal mannen en vrouwen;Minder dan 10 000 euro;Achtkarspelen;5.0;0.0;5.0;8.57;0.0;8.57;10.0;0.0;10.0
2468;Totaal mannen en vrouwen;Minder dan 10 000 euro;Alblasserdam;5.0;0.0;5.0;46.67;6.67;40.0;39.0;6.0;34.0
2469;Totaal mannen en vrouwen;Minder dan 10 000 euro;Albrandswaard;20.0;0.0;15.0;62.07;3.45;58.62;47.0;3.0;44.0
2470;Totaal mannen en vrouwen;Minder dan 10 000 euro;Alkmaar;20.0;5.0;15.0;17.92;3.77;14.15;11.0;2.0;9.0
2471;Totaal mannen en vrouwen;Minder dan 10 000 euro;Almelo;10.0;5.0;5.0;8.74;3.88;4.85;8.0;4.0;4.0
2472;Totaal mannen en vrouwen;Minder dan 10 000 euro;Almere;40.0;0.0;35.0;16.96;0.87;16.09;10.0;0.0;9.0
2473;Totaal mannen en vrouwen;Minder dan 10 000 euro;Alphen aan den Rijn;5.0;5.0;5.0;28.57;14.29;14.29;5.0;2.0;2.0
2474;Totaal mannen en vrouwen;Minder dan 10 000 euro;Alphen-Chaam;;;;;;;;;
2475;Totaal mannen en vrouwen;Minder dan 10 000 euro;Altena;10.0;0.0;10.0;34.62;0.0;34.62;15.0;0.0;15.0
2476;Totaal mannen en vrouwen;Minder dan 10 000 euro;Ameland;;;;;;;;;
2477;Totaal mannen en vrouwen;Minder dan 10 000 euro;Amersfoort;50.0;5.0;45.0;18.98;2.19;16.79;21.0;2.0;19.0
2478;Totaal mannen en vrouwen;Minder dan 10 000 euro;Amstelveen;;;;;;;;;
2479;Totaal mannen en vrouwen;Minder dan 10 000 euro;Amsterdam;415.0;40.0;375.0;28.85;2.86;25.99;10.0;1.0;9.0
2480;Totaal mannen en vrouwen;Minder dan 10 000 euro;Apeldoorn;95.0;5.0;90.0;30.35;0.96;29.39;34.0;1.0;33.0
2481;Totaal mannen en vrouwen;Minder dan 10 000 euro;Arnhem;70.0;20.0;50.0;13.27;3.65;9.62;11.0;3.0;8.0
2482;Totaal mannen en vrouwen;Minder dan 10 000 euro;Assen;25.0;0.0;25.0;21.19;0.85;20.34;21.0;1.0;21.0
2483;Totaal mannen en vrouwen;Minder dan 10 000 euro;Asten;0.0;0.0;0.0;7.14;7.14;0.0;5.0;5.0;0.0
2484;Totaal mannen en vrouwen;Minder dan 10 000 euro;Baarle-Nassau;5.0;0.0;5.0;50.0;0.0;50.0;41.0;0.0;41.0
2485;Totaal mannen en vrouwen;Minder dan 10 000 euro;Baarn;15.0;0.0;15.0;48.15;0.0;48.15;36.0;0.0;36.0
2486;Totaal mannen en vrouwen;Minder dan 10 000 euro;Barendrecht;5.0;0.0;5.0;35.29;0.0;35.29;13.0;0.0;13.0
2487;Totaal mannen en vrouwen;Minder dan 10 000 euro;Barneveld;5.0;0.0;5.0;16.67;0.0;16.67;9.0;0.0;9.0
2488;Totaal mannen en vrouwen;Minder dan 10 000 euro;Beek (L.);0.0;0.0;0.0;18.18;9.09;9.09;11.0;5.0;5.0
2489;Totaal mannen en vrouwen;Minder dan 10 000 euro;Beekdaelen;5.0;0.0;5.0;21.05;0.0;21.05;9.0;0.0;9.0
2490;Totaal mannen en vrouwen;Minder dan 10 000 euro;Beemster;5.0;0.0;5.0;54.55;0.0;54.55;58.0;0.0;58.0
2491;Totaal mannen en vrouwen;Minder dan 10 000 euro;Beesel;;;;;;;;;
2492;Totaal mannen en vrouwen;Minder dan 10 000 euro;Berg en Dal;10.0;0.0;10.0;34.38;0.0;34.38;18.0;0.0;18.0
2493;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bergeijk;;;;;;;;;
2494;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bergen (L.);;;;;;;;;
2495;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bergen (NH.);10.0;0.0;10.0;45.0;0.0;45.0;17.0;0.0;17.0
2496;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bergen op Zoom;40.0;5.0;35.0;44.44;4.44;40.0;36.0;4.0;33.0
2497;Totaal mannen en vrouwen;Minder dan 10 000 euro;Berkelland;5.0;0.0;5.0;15.79;0.0;15.79;13.0;0.0;13.0
2498;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bernheze;5.0;0.0;5.0;41.18;11.76;29.41;27.0;8.0;19.0
2499;Totaal mannen en vrouwen;Minder dan 10 000 euro;Best;5.0;0.0;0.0;21.43;7.14;14.29;9.0;3.0;6.0
2500;Totaal mannen en vrouwen;Minder dan 10 000 euro;Beuningen;5.0;0.0;5.0;21.21;3.03;18.18;23.0;3.0;20.0
2501;Totaal mannen en vrouwen;Minder dan 10 000 euro;Beverwijk;5.0;0.0;0.0;15.0;5.0;10.0;6.0;2.0;4.0
2502;Totaal mannen en vrouwen;Minder dan 10 000 euro;De Bilt;5.0;0.0;5.0;19.44;2.78;16.67;10.0;1.0;8.0
2503;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bladel;5.0;0.0;5.0;19.05;0.0;19.05;18.0;0.0;18.0
2504;Totaal mannen en vrouwen;Minder dan 10 000 euro;Blaricum;5.0;0.0;5.0;30.0;0.0;30.0;17.0;0.0;17.0
2505;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bloemendaal;10.0;0.0;10.0;48.0;0.0;48.0;34.0;0.0;34.0
2506;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bodegraven-Reeuwijk;0.0;0.0;0.0;7.14;0.0;7.14;3.0;0.0;3.0
2507;Totaal mannen en vrouwen;Minder dan 10 000 euro;Boekel;10.0;0.0;10.0;84.62;7.69;76.92;105.0;10.0;95.0
2508;Totaal mannen en vrouwen;Minder dan 10 000 euro;Borger-Odoorn;5.0;0.0;5.0;18.52;0.0;18.52;13.0;0.0;13.0
2509;Totaal mannen en vrouwen;Minder dan 10 000 euro;Borne;5.0;0.0;5.0;19.05;4.76;14.29;20.0;5.0;15.0
2510;Totaal mannen en vrouwen;Minder dan 10 000 euro;Borsele;5.0;0.0;5.0;13.64;0.0;13.64;11.0;0.0;11.0
2511;Totaal mannen en vrouwen;Minder dan 10 000 euro;Boxmeer;;;;;;;;;
2512;Totaal mannen en vrouwen;Minder dan 10 000 euro;Boxtel;5.0;0.0;5.0;14.29;3.57;10.71;8.0;2.0;6.0
2513;Totaal mannen en vrouwen;Minder dan 10 000 euro;Breda;95.0;10.0;80.0;23.19;2.74;20.45;16.0;2.0;14.0
2514;Totaal mannen en vrouwen;Minder dan 10 000 euro;Brielle;;;;;;;;;
2515;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bronckhorst;5.0;0.0;5.0;10.0;0.0;10.0;7.0;0.0;7.0
2516;Totaal mannen en vrouwen;Minder dan 10 000 euro;Brummen;5.0;0.0;0.0;25.0;8.33;16.67;14.0;5.0;10.0
2517;Totaal mannen en vrouwen;Minder dan 10 000 euro;Brunssum;5.0;0.0;5.0;23.81;0.0;23.81;13.0;0.0;13.0
2518;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bunnik;0.0;0.0;0.0;18.18;0.0;18.18;10.0;0.0;10.0
2519;Totaal mannen en vrouwen;Minder dan 10 000 euro;Bunschoten;5.0;0.0;5.0;33.33;8.33;25.0;19.0;5.0;14.0
2520;Totaal mannen en vrouwen;Minder dan 10 000 euro;Buren;0.0;0.0;0.0;9.09;0.0;9.09;3.0;0.0;3.0
2521;Totaal mannen en vrouwen;Minder dan 10 000 euro;Capelle aan den IJssel;15.0;0.0;15.0;18.09;0.0;18.09;14.0;0.0;14.0
2522;Totaal mannen en vrouwen;Minder dan 10 000 euro;Castricum;5.0;0.0;5.0;24.0;0.0;24.0;15.0;0.0;15.0
2523;Totaal mannen en vrouwen;Minder dan 10 000 euro;Coevorden;10.0;0.0;5.0;44.44;5.56;38.89;16.0;2.0;14.0
2524;Totaal mannen en vrouwen;Minder dan 10 000 euro;Cranendonck;;;;;;;;;
2525;Totaal mannen en vrouwen;Minder dan 10 000 euro;Cuijk;5.0;0.0;0.0;14.29;7.14;7.14;14.0;7.0;7.0
2526;Totaal mannen en vrouwen;Minder dan 10 000 euro;Culemborg;5.0;0.0;0.0;11.11;3.7;7.41;9.0;3.0;6.0
2527;Totaal mannen en vrouwen;Minder dan 10 000 euro;Dalfsen;5.0;0.0;5.0;29.41;5.88;23.53;21.0;4.0;17.0
2528;Totaal mannen en vrouwen;Minder dan 10 000 euro;Dantumadiel;10.0;0.0;5.0;44.44;11.11;33.33;37.0;9.0;28.0
2529;Totaal mannen en vrouwen;Minder dan 10 000 euro;Delft;20.0;5.0;20.0;10.09;1.38;8.72;2.0;0.0;2.0
2530;Totaal mannen en vrouwen;Minder dan 10 000 euro;Deurne;5.0;0.0;5.0;21.88;0.0;21.88;19.0;0.0;19.0
2531;Totaal mannen en vrouwen;Minder dan 10 000 euro;Deventer;15.0;0.0;15.0;15.89;1.87;14.02;8.0;1.0;7.0
2532;Totaal mannen en vrouwen;Minder dan 10 000 euro;Diemen;5.0;0.0;5.0;18.92;0.0;18.92;4.0;0.0;4.0
2533;Totaal mannen en vrouwen;Minder dan 10 000 euro;Dinkelland;5.0;0.0;5.0;23.08;0.0;23.08;14.0;0.0;14.0
2534;Totaal mannen en vrouwen;Minder dan 10 000 euro;Doesburg;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2535;Totaal mannen en vrouwen;Minder dan 10 000 euro;Doetinchem;50.0;15.0;35.0;19.38;6.2;13.18;59.0;19.0;40.0
2536;Totaal mannen en vrouwen;Minder dan 10 000 euro;Dongen;0.0;0.0;0.0;4.76;0.0;4.76;3.0;0.0;3.0
2537;Totaal mannen en vrouwen;Minder dan 10 000 euro;Dordrecht;45.0;0.0;45.0;23.71;0.52;23.2;20.0;0.0;19.0
2538;Totaal mannen en vrouwen;Minder dan 10 000 euro;Drechterland;0.0;0.0;0.0;20.0;0.0;20.0;10.0;0.0;10.0
2539;Totaal mannen en vrouwen;Minder dan 10 000 euro;Drimmelen;5.0;0.0;5.0;31.58;0.0;31.58;20.0;0.0;20.0
2540;Totaal mannen en vrouwen;Minder dan 10 000 euro;Dronten;5.0;0.0;5.0;26.92;3.85;23.08;9.0;1.0;8.0
2541;Totaal mannen en vrouwen;Minder dan 10 000 euro;Druten;10.0;0.0;10.0;47.83;4.35;43.48;57.0;5.0;52.0
2542;Totaal mannen en vrouwen;Minder dan 10 000 euro;Duiven;;;;;;;;;
2543;Totaal mannen en vrouwen;Minder dan 10 000 euro;Echt-Susteren;5.0;0.0;5.0;12.5;0.0;12.5;12.0;0.0;12.0
2544;Totaal mannen en vrouwen;Minder dan 10 000 euro;Edam-Volendam;5.0;0.0;5.0;36.36;0.0;36.36;12.0;0.0;12.0
2545;Totaal mannen en vrouwen;Minder dan 10 000 euro;Ede;20.0;5.0;15.0;14.06;2.34;11.72;9.0;1.0;7.0
2546;Totaal mannen en vrouwen;Minder dan 10 000 euro;Eemnes;;;;;;;;;
2547;Totaal mannen en vrouwen;Minder dan 10 000 euro;Eemsdelta;15.0;0.0;10.0;22.81;1.75;21.05;19.0;1.0;17.0
2548;Totaal mannen en vrouwen;Minder dan 10 000 euro;Eersel;5.0;0.0;5.0;37.5;0.0;37.5;30.0;0.0;30.0
2549;Totaal mannen en vrouwen;Minder dan 10 000 euro;Eijsden-Margraten;5.0;0.0;5.0;30.77;0.0;30.77;13.0;0.0;13.0
2550;Totaal mannen en vrouwen;Minder dan 10 000 euro;Eindhoven;75.0;10.0;70.0;18.47;2.16;16.31;7.0;1.0;6.0
2551;Totaal mannen en vrouwen;Minder dan 10 000 euro;Elburg;5.0;0.0;5.0;23.08;0.0;23.08;25.0;0.0;25.0
2552;Totaal mannen en vrouwen;Minder dan 10 000 euro;Emmen;;;;;;;;;
2553;Totaal mannen en vrouwen;Minder dan 10 000 euro;Enkhuizen;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2554;Totaal mannen en vrouwen;Minder dan 10 000 euro;Enschede;55.0;5.0;55.0;16.86;0.89;15.98;7.0;0.0;7.0
2555;Totaal mannen en vrouwen;Minder dan 10 000 euro;Epe;5.0;0.0;5.0;16.67;4.17;12.5;10.0;2.0;7.0
2556;Totaal mannen en vrouwen;Minder dan 10 000 euro;Ermelo;15.0;0.0;15.0;52.0;0.0;52.0;33.0;0.0;33.0
2557;Totaal mannen en vrouwen;Minder dan 10 000 euro;Etten-Leur;10.0;0.0;5.0;23.53;2.94;20.59;18.0;2.0;15.0
2558;Totaal mannen en vrouwen;Minder dan 10 000 euro;De Fryske Marren;0.0;0.0;0.0;2.44;2.44;0.0;1.0;1.0;0.0
2559;Totaal mannen en vrouwen;Minder dan 10 000 euro;Geertruidenberg;5.0;0.0;5.0;22.22;5.56;16.67;18.0;5.0;14.0
2560;Totaal mannen en vrouwen;Minder dan 10 000 euro;Geldrop-Mierlo;5.0;0.0;0.0;12.5;6.25;6.25;8.0;4.0;4.0
2561;Totaal mannen en vrouwen;Minder dan 10 000 euro;Gemert-Bakel;5.0;0.0;5.0;40.0;0.0;40.0;18.0;0.0;18.0
2562;Totaal mannen en vrouwen;Minder dan 10 000 euro;Gennep;;;;;;;;;
2563;Totaal mannen en vrouwen;Minder dan 10 000 euro;Gilze en Rijen;5.0;0.0;0.0;20.0;6.67;13.33;11.0;4.0;7.0
2564;Totaal mannen en vrouwen;Minder dan 10 000 euro;Goeree-Overflakkee;10.0;0.0;10.0;31.25;3.13;28.13;19.0;2.0;17.0
2565;Totaal mannen en vrouwen;Minder dan 10 000 euro;Goes;30.0;0.0;30.0;41.79;0.0;41.79;53.0;0.0;53.0
2566;Totaal mannen en vrouwen;Minder dan 10 000 euro;Goirle;10.0;0.0;10.0;39.29;0.0;39.29;45.0;0.0;45.0
2567;Totaal mannen en vrouwen;Minder dan 10 000 euro;Gooise Meren;25.0;0.0;20.0;41.07;1.79;39.29;24.0;1.0;23.0
2568;Totaal mannen en vrouwen;Minder dan 10 000 euro;Gorinchem;5.0;0.0;5.0;23.08;0.0;23.08;12.0;0.0;12.0
2569;Totaal mannen en vrouwen;Minder dan 10 000 euro;Gouda;30.0;5.0;25.0;25.23;4.5;20.72;25.0;4.0;20.0
2570;Totaal mannen en vrouwen;Minder dan 10 000 euro;Grave;;;;;;;;;
2571;Totaal mannen en vrouwen;Minder dan 10 000 euro;'s-Gravenhage (gemeente);335.0;40.0;295.0;26.4;3.15;23.25;14.0;2.0;12.0
2572;Totaal mannen en vrouwen;Minder dan 10 000 euro;Groningen (gemeente);60.0;5.0;55.0;12.88;0.87;12.01;3.0;0.0;2.0
2573;Totaal mannen en vrouwen;Minder dan 10 000 euro;Gulpen-Wittem;0.0;0.0;0.0;16.67;0.0;16.67;9.0;0.0;9.0
2574;Totaal mannen en vrouwen;Minder dan 10 000 euro;Haaksbergen;5.0;0.0;5.0;20.0;0.0;20.0;13.0;0.0;13.0
2575;Totaal mannen en vrouwen;Minder dan 10 000 euro;Haarlem;35.0;10.0;25.0;12.17;3.62;8.55;11.0;3.0;8.0
2576;Totaal mannen en vrouwen;Minder dan 10 000 euro;Haarlemmermeer;35.0;5.0;25.0;33.0;6.0;27.0;15.0;3.0;13.0
2577;Totaal mannen en vrouwen;Minder dan 10 000 euro;Halderberge;5.0;0.0;5.0;17.24;6.9;10.34;15.0;6.0;9.0
2578;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hardenberg;;;;;;;;;
2579;Totaal mannen en vrouwen;Minder dan 10 000 euro;Harderwijk;5.0;0.0;5.0;16.67;0.0;16.67;10.0;0.0;10.0
2580;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hardinxveld-Giessendam;;;;;;;;;
2581;Totaal mannen en vrouwen;Minder dan 10 000 euro;Harlingen;5.0;0.0;5.0;23.53;0.0;23.53;14.0;0.0;14.0
2582;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hattem;;;;;;;;;
2583;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heemskerk;10.0;0.0;10.0;30.56;0.0;30.56;29.0;0.0;29.0
2584;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heemstede;10.0;0.0;10.0;61.11;0.0;61.11;33.0;0.0;33.0
2585;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heerde;;;;;;;;;
2586;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heerenveen;15.0;5.0;10.0;18.06;4.17;13.89;15.0;4.0;12.0
2587;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heerhugowaard;5.0;0.0;5.0;10.81;2.7;8.11;6.0;1.0;4.0
2588;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heerlen;35.0;5.0;25.0;34.74;6.32;28.42;16.0;3.0;13.0
2589;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heeze-Leende;5.0;0.0;5.0;42.86;0.0;42.86;29.0;0.0;29.0
2590;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heiloo;5.0;0.0;5.0;28.57;4.76;23.81;18.0;3.0;15.0
2591;Totaal mannen en vrouwen;Minder dan 10 000 euro;Den Helder;15.0;0.0;15.0;27.12;0.0;27.12;20.0;0.0;20.0
2592;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hellendoorn;10.0;0.0;10.0;28.57;5.71;22.86;30.0;6.0;24.0
2593;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hellevoetsluis;5.0;0.0;0.0;17.65;5.88;11.76;6.0;2.0;4.0
2594;Totaal mannen en vrouwen;Minder dan 10 000 euro;Helmond;25.0;0.0;20.0;17.02;1.42;15.6;18.0;1.0;16.0
2595;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hendrik-Ido-Ambacht;15.0;0.0;15.0;56.52;0.0;56.52;46.0;0.0;46.0
2596;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hengelo (O.);15.0;5.0;15.0;12.32;2.9;9.42;11.0;3.0;9.0
2597;Totaal mannen en vrouwen;Minder dan 10 000 euro;'s-Hertogenbosch;45.0;5.0;45.0;23.23;1.52;21.72;14.0;1.0;13.0
2598;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heumen;;;;;;;;;
2599;Totaal mannen en vrouwen;Minder dan 10 000 euro;Heusden;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2600;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hillegom;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2601;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hilvarenbeek;;;;;;;;;
2602;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hilversum;10.0;0.0;10.0;12.63;1.05;11.58;6.0;1.0;6.0
2603;Totaal mannen en vrouwen;Minder dan 10 000 euro;Hoeksche Waard;5.0;0.0;5.0;15.56;0.0;15.56;9.0;0.0;9.0
