ID;SBI2008;Perioden;OpenstaandeVacatures_1;OntstaneVacatures_2;VervuldeVacatures_3
734;E Waterbedrijven en afvalbeheer;2003 jaargem. /jaartotaal;0.6;3.0;3.0
735;E Waterbedrijven en afvalbeheer;2004 1e kwartaal;0.5;0.7;0.8
736;E Waterbedrijven en afvalbeheer;2004 2e kwartaal;0.7;1.0;0.8
737;E Waterbedrijven en afvalbeheer;2004 3e kwartaal;0.5;0.8;1.0
738;E Waterbedrijven en afvalbeheer;2004 4e kwartaal;0.4;0.9;0.9
739;E Waterbedrijven en afvalbeheer;2004 jaargem. /jaartotaal;0.6;3.0;3.0
740;E Waterbedrijven en afvalbeheer;2005 1e kwartaal;0.6;0.9;0.8
741;E Waterbedrijven en afvalbeheer;2005 2e kwartaal;0.5;0.9;1.0
742;E Waterbedrijven en afvalbeheer;2005 3e kwartaal;0.5;0.7;0.8
743;E Waterbedrijven en afvalbeheer;2005 4e kwartaal;0.5;0.8;0.8
744;E Waterbedrijven en afvalbeheer;2005 jaargem. /jaartotaal;0.5;3.0;3.0
745;E Waterbedrijven en afvalbeheer;2006 1e kwartaal;0.7;1.1;0.9
746;E Waterbedrijven en afvalbeheer;2006 2e kwartaal;0.9;1.2;1.0
747;E Waterbedrijven en afvalbeheer;2006 3e kwartaal;0.8;1.3;1.5
748;E Waterbedrijven en afvalbeheer;2006 4e kwartaal;0.8;1.0;1.0
749;E Waterbedrijven en afvalbeheer;2006 jaargem. /jaartotaal;0.7;5.0;4.0
750;E Waterbedrijven en afvalbeheer;2007 1e kwartaal;0.8;1.0;1.0
751;E Waterbedrijven en afvalbeheer;2007 2e kwartaal;0.9;1.2;1.1
752;E Waterbedrijven en afvalbeheer;2007 3e kwartaal;0.9;1.2;1.3
753;E Waterbedrijven en afvalbeheer;2007 4e kwartaal;0.8;1.0;1.1
754;E Waterbedrijven en afvalbeheer;2007 jaargem. /jaartotaal;0.9;4.0;4.0
755;E Waterbedrijven en afvalbeheer;2008 1e kwartaal;1.0;1.2;1.1
756;E Waterbedrijven en afvalbeheer;2008 2e kwartaal;1.2;1.6;1.4
757;E Waterbedrijven en afvalbeheer;2008 3e kwartaal;1.1;1.2;1.3
758;E Waterbedrijven en afvalbeheer;2008 4e kwartaal;0.9;1.1;1.3
759;E Waterbedrijven en afvalbeheer;2008 jaargem. /jaartotaal;1.0;5.0;5.0
760;E Waterbedrijven en afvalbeheer;2009 1e kwartaal;0.8;1.1;1.2
761;E Waterbedrijven en afvalbeheer;2009 2e kwartaal;0.7;1.0;1.1
762;E Waterbedrijven en afvalbeheer;2009 3e kwartaal;0.5;0.4;0.5
763;E Waterbedrijven en afvalbeheer;2009 4e kwartaal;0.4;0.5;0.5
764;E Waterbedrijven en afvalbeheer;2009 jaargem. /jaartotaal;0.6;3.0;3.0
765;E Waterbedrijven en afvalbeheer;2010 1e kwartaal;0.5;0.6;0.5
766;E Waterbedrijven en afvalbeheer;2010 2e kwartaal;0.6;0.7;0.6
767;E Waterbedrijven en afvalbeheer;2010 3e kwartaal;0.5;0.5;0.7
768;E Waterbedrijven en afvalbeheer;2010 4e kwartaal;0.5;0.4;0.4
769;E Waterbedrijven en afvalbeheer;2010 jaargem. /jaartotaal;0.5;2.0;2.0
770;E Waterbedrijven en afvalbeheer;2011 1e kwartaal;0.5;1.0;1.0
771;E Waterbedrijven en afvalbeheer;2011 2e kwartaal;0.7;1.0;1.0
772;E Waterbedrijven en afvalbeheer;2011 3e kwartaal;0.5;0.0;1.0
773;E Waterbedrijven en afvalbeheer;2011 4e kwartaal;0.5;1.0;1.0
774;E Waterbedrijven en afvalbeheer;2011 jaargem. /jaartotaal;0.5;2.0;2.0
775;E Waterbedrijven en afvalbeheer;2012 1e kwartaal;0.5;1.0;1.0
776;E Waterbedrijven en afvalbeheer;2012 2e kwartaal;0.3;0.0;1.0
777;E Waterbedrijven en afvalbeheer;2012 3e kwartaal;0.4;1.0;0.0
778;E Waterbedrijven en afvalbeheer;2012 4e kwartaal;0.3;0.0;0.0
779;E Waterbedrijven en afvalbeheer;2012 jaargem. /jaartotaal;0.4;2.0;2.0
780;E Waterbedrijven en afvalbeheer;2013 1e kwartaal;0.2;0.0;0.0
781;E Waterbedrijven en afvalbeheer;2013 2e kwartaal;0.3;0.0;0.0
782;E Waterbedrijven en afvalbeheer;2013 3e kwartaal;0.3;0.0;0.0
783;E Waterbedrijven en afvalbeheer;2013 4e kwartaal;0.4;1.0;0.0
784;E Waterbedrijven en afvalbeheer;2013 jaargem. /jaartotaal;0.3;2.0;1.0
785;E Waterbedrijven en afvalbeheer;2014 1e kwartaal;0.6;1.0;1.0
786;E Waterbedrijven en afvalbeheer;2014 2e kwartaal;0.3;0.0;1.0
787;E Waterbedrijven en afvalbeheer;2014 3e kwartaal;0.3;0.0;0.0
788;E Waterbedrijven en afvalbeheer;2014 4e kwartaal;0.3;0.0;0.0
789;E Waterbedrijven en afvalbeheer;2014 jaargem. /jaartotaal;0.4;2.0;2.0
790;E Waterbedrijven en afvalbeheer;2015 1e kwartaal;0.4;1.0;1.0
791;E Waterbedrijven en afvalbeheer;2015 2e kwartaal;0.5;1.0;0.0
792;E Waterbedrijven en afvalbeheer;2015 3e kwartaal;0.4;1.0;1.0
793;E Waterbedrijven en afvalbeheer;2015 4e kwartaal;0.5;1.0;1.0
794;E Waterbedrijven en afvalbeheer;2015 jaargem. /jaartotaal;0.4;2.0;2.0
795;E Waterbedrijven en afvalbeheer;2016 1e kwartaal;0.5;1.0;1.0
796;E Waterbedrijven en afvalbeheer;2016 2e kwartaal;0.6;1.0;1.0
797;E Waterbedrijven en afvalbeheer;2016 3e kwartaal;0.5;1.0;1.0
798;E Waterbedrijven en afvalbeheer;2016 4e kwartaal;0.6;1.0;1.0
799;E Waterbedrijven en afvalbeheer;2016 jaargem. /jaartotaal;0.5;3.0;3.0
800;E Waterbedrijven en afvalbeheer;2017 1e kwartaal;0.7;1.0;1.0
801;E Waterbedrijven en afvalbeheer;2017 2e kwartaal;0.7;1.0;1.0
802;E Waterbedrijven en afvalbeheer;2017 3e kwartaal;0.8;1.0;1.0
803;E Waterbedrijven en afvalbeheer;2017 4e kwartaal;0.8;1.0;1.0
804;E Waterbedrijven en afvalbeheer;2017 jaargem. /jaartotaal;0.8;4.0;4.0
805;E Waterbedrijven en afvalbeheer;2018 1e kwartaal;1.1;1.0;1.0
806;E Waterbedrijven en afvalbeheer;2018 2e kwartaal;1.1;1.0;1.0
807;E Waterbedrijven en afvalbeheer;2018 3e kwartaal;1.2;1.0;1.0
808;E Waterbedrijven en afvalbeheer;2018 4e kwartaal;1.0;1.0;1.0
809;E Waterbedrijven en afvalbeheer;2018 jaargem. /jaartotaal;1.1;4.0;4.0
810;E Waterbedrijven en afvalbeheer;2019 1e kwartaal;0.9;1.0;1.0
811;E Waterbedrijven en afvalbeheer;2019 2e kwartaal;0.9;1.0;1.0
812;E Waterbedrijven en afvalbeheer;2019 3e kwartaal;1.1;1.0;1.0
813;E Waterbedrijven en afvalbeheer;2019 4e kwartaal;1.2;1.0;1.0
814;E Waterbedrijven en afvalbeheer;2019 jaargem. /jaartotaal;1.0;4.0;4.0
815;E Waterbedrijven en afvalbeheer;2020 1e kwartaal;0.8;1.0;1.0
816;E Waterbedrijven en afvalbeheer;2020 2e kwartaal;0.8;1.0;1.0
817;E Waterbedrijven en afvalbeheer;2020 3e kwartaal;0.9;1.0;1.0
818;E Waterbedrijven en afvalbeheer;2020 4e kwartaal;1.0;1.0;1.0
819;E Waterbedrijven en afvalbeheer;2020 jaargem. /jaartotaal;0.9;4.0;4.0
820;E Waterbedrijven en afvalbeheer;2021 1e kwartaal;0.8;1.0;1.0
821;E Waterbedrijven en afvalbeheer;2021 2e kwartaal;1.2;1.0;1.0
822;E Waterbedrijven en afvalbeheer;2021 3e kwartaal;1.4;1.0;1.0
823;E Waterbedrijven en afvalbeheer;2021 4e kwartaal;1.5;1.0;1.0
824;E Waterbedrijven en afvalbeheer;2021 jaargem. /jaartotaal;1.2;5.0;4.0
825;E Waterbedrijven en afvalbeheer;2022 1e kwartaal;2.0;2.0;1.0
826;E Waterbedrijven en afvalbeheer;2022 2e kwartaal;1.9;1.0;1.0
827;E Waterbedrijven en afvalbeheer;2022 3e kwartaal;2.0;2.0;1.0
828;E Waterbedrijven en afvalbeheer;2022 4e kwaraal;1.9;1.0;1.0
829;E Waterbedrijven en afvalbeheer;2022 jaargem. /jaartotaal;1.9;6.0;5.0
830;E Waterbedrijven en afvalbeheer;2023 1e kwartaal;1.8;1.0;1.0
831;E Waterbedrijven en afvalbeheer;2023 2e kwartaal;1.7;1.0;1.0
832;E Waterbedrijven en afvalbeheer;2023 3e kwartaal;1.6;1.0;1.0
833;E Waterbedrijven en afvalbeheer;2023 4e kwartaal;1.6;1.0;1.0
834;E Waterbedrijven en afvalbeheer;2023 jaargem. /jaartotaal;1.7;4.0;5.0
835;E Waterbedrijven en afvalbeheer;2024 1e kwartaal;1.8;2.0;2.0
836;E Waterbedrijven en afvalbeheer;2024 2e kwartaal;1.9;2.0;1.0
837;E Waterbedrijven en afvalbeheer;2024 3e kwartaal;1.8;1.0;1.0
838;E Waterbedrijven en afvalbeheer;2024 4e kwartaal;1.8;1.0;1.0
839;E Waterbedrijven en afvalbeheer;2024 jaargem. /jaartotaal;1.8;6.0;6.0
840;F Bouwnijverheid;1997 1e kwartaal;6.2;12.0;10.5
841;F Bouwnijverheid;1997 2e kwartaal;8.4;21.2;19.0
842;F Bouwnijverheid;1997 3e kwartaal;6.3;12.2;14.3
843;F Bouwnijverheid;1997 4e kwartaal;7.5;10.8;9.5
844;F Bouwnijverheid;1997 jaargem. /jaartotaal;;56.0;53.0
845;F Bouwnijverheid;1998 1e kwartaal;8.6;17.2;16.1
846;F Bouwnijverheid;1998 2e kwartaal;10.3;19.7;18.0
847;F Bouwnijverheid;1998 3e kwartaal;8.6;11.7;13.4
848;F Bouwnijverheid;1998 4e kwartaal;9.5;11.2;10.2
849;F Bouwnijverheid;1998 jaargem. /jaartotaal;9.0;60.0;58.0
850;F Bouwnijverheid;1999 1e kwartaal;12.6;22.3;19.3
851;F Bouwnijverheid;1999 2e kwartaal;18.5;24.5;18.5
852;F Bouwnijverheid;1999 3e kwartaal;14.8;13.1;16.8
853;F Bouwnijverheid;1999 4e kwartaal;14.2;13.2;13.8
854;F Bouwnijverheid;1999 jaargem. /jaartotaal;14.5;73.0;68.0
855;F Bouwnijverheid;2000 1e kwartaal;21.6;26.8;19.4
856;F Bouwnijverheid;2000 2e kwartaal;21.0;19.5;20.0
857;F Bouwnijverheid;2000 3e kwartaal;17.1;14.2;18.2
858;F Bouwnijverheid;2000 4e kwartaal;16.9;14.6;14.8
859;F Bouwnijverheid;2000 jaargem. /jaartotaal;18.8;75.0;72.0
860;F Bouwnijverheid;2001 1e kwartaal;20.1;22.1;18.8
861;F Bouwnijverheid;2001 2e kwartaal;20.4;15.6;15.4
862;F Bouwnijverheid;2001 3e kwartaal;14.6;12.6;18.3
863;F Bouwnijverheid;2001 4e kwartaal;14.8;11.7;11.6
864;F Bouwnijverheid;2001 jaargem. /jaartotaal;17.7;62.0;64.0
865;F Bouwnijverheid;2002 1e kwartaal;16.0;15.1;13.9
866;F Bouwnijverheid;2002 2e kwartaal;14.4;13.5;15.1
867;F Bouwnijverheid;2002 3e kwartaal;7.0;7.0;14.4
868;F Bouwnijverheid;2002 4e kwartaal;6.9;7.3;7.3
869;F Bouwnijverheid;2002 jaargem. /jaartotaal;12.1;43.0;51.0
870;F Bouwnijverheid;2003 1e kwartaal;8.4;12.1;10.6
871;F Bouwnijverheid;2003 2e kwartaal;8.2;10.6;10.7
872;F Bouwnijverheid;2003 3e kwartaal;4.0;5.5;9.7
873;F Bouwnijverheid;2003 4e kwartaal;4.5;5.5;5.0
874;F Bouwnijverheid;2003 jaargem. /jaartotaal;6.6;34.0;36.0
875;F Bouwnijverheid;2004 1e kwartaal;6.7;9.9;7.8
876;F Bouwnijverheid;2004 2e kwartaal;8.5;12.9;11.0
877;F Bouwnijverheid;2004 3e kwartaal;6.5;8.6;10.6
878;F Bouwnijverheid;2004 4e kwartaal;7.3;10.0;9.2
879;F Bouwnijverheid;2004 jaargem. /jaartotaal;6.9;41.0;39.0
880;F Bouwnijverheid;2005 1e kwartaal;9.7;14.3;12.0
881;F Bouwnijverheid;2005 2e kwartaal;10.0;13.9;13.6
882;F Bouwnijverheid;2005 3e kwartaal;10.5;13.4;12.9
883;F Bouwnijverheid;2005 4e kwartaal;11.4;13.3;12.3
884;F Bouwnijverheid;2005 jaargem. /jaartotaal;9.9;55.0;51.0
885;F Bouwnijverheid;2006 1e kwartaal;14.1;17.7;15.0
886;F Bouwnijverheid;2006 2e kwartaal;15.7;18.6;17.0
887;F Bouwnijverheid;2006 3e kwartaal;17.4;18.6;16.9
888;F Bouwnijverheid;2006 4e kwartaal;15.6;12.8;14.6
889;F Bouwnijverheid;2006 jaargem. /jaartotaal;15.2;68.0;64.0
890;F Bouwnijverheid;2007 1e kwartaal;18.9;19.7;16.3
891;F Bouwnijverheid;2007 2e kwartaal;20.2;18.3;17.0
892;F Bouwnijverheid;2007 3e kwartaal;19.8;15.8;16.2
893;F Bouwnijverheid;2007 4e kwartaal;18.9;13.8;14.6
894;F Bouwnijverheid;2007 jaargem. /jaartotaal;19.0;68.0;64.0
895;F Bouwnijverheid;2008 1e kwartaal;21.6;17.0;14.4
896;F Bouwnijverheid;2008 2e kwartaal;19.8;14.2;15.9
897;F Bouwnijverheid;2008 3e kwartaal;17.1;13.2;15.9
898;F Bouwnijverheid;2008 4e kwartaal;12.3;7.7;12.5
899;F Bouwnijverheid;2008 jaargem. /jaartotaal;18.5;52.0;59.0
900;F Bouwnijverheid;2009 1e kwartaal;8.7;7.4;11.1
901;F Bouwnijverheid;2009 2e kwartaal;6.9;6.5;8.2
902;F Bouwnijverheid;2009 3e kwartaal;6.0;6.1;7.1
903;F Bouwnijverheid;2009 4e kwartaal;5.4;6.2;6.8
904;F Bouwnijverheid;2009 jaargem. /jaartotaal;7.6;26.0;33.0
905;F Bouwnijverheid;2010 1e kwartaal;5.6;7.7;7.6
906;F Bouwnijverheid;2010 2e kwartaal;5.3;7.1;7.4
907;F Bouwnijverheid;2010 3e kwartaal;6.2;8.1;7.2
908;F Bouwnijverheid;2010 4e kwartaal;6.0;6.8;7.1
909;F Bouwnijverheid;2010 jaargem. /jaartotaal;5.7;30.0;29.0
910;F Bouwnijverheid;2011 1e kwartaal;6.5;9.0;9.0
911;F Bouwnijverheid;2011 2e kwartaal;6.8;8.0;8.0
912;F Bouwnijverheid;2011 3e kwartaal;5.6;6.0;7.0
913;F Bouwnijverheid;2011 4e kwartaal;4.7;4.0;5.0
914;F Bouwnijverheid;2011 jaargem. /jaartotaal;6.0;28.0;29.0
915;F Bouwnijverheid;2012 1e kwartaal;5.1;7.0;6.0
916;F Bouwnijverheid;2012 2e kwartaal;4.6;6.0;6.0
917;F Bouwnijverheid;2012 3e kwartaal;4.2;5.0;6.0
918;F Bouwnijverheid;2012 4e kwartaal;3.0;4.0;5.0
919;F Bouwnijverheid;2012 jaargem. /jaartotaal;4.5;22.0;23.0
920;F Bouwnijverheid;2013 1e kwartaal;3.3;5.0;5.0
921;F Bouwnijverheid;2013 2e kwartaal;3.0;6.0;6.0
922;F Bouwnijverheid;2013 3e kwartaal;3.3;5.0;4.0
923;F Bouwnijverheid;2013 4e kwartaal;3.0;4.0;4.0
924;F Bouwnijverheid;2013 jaargem. /jaartotaal;3.2;20.0;21.0
925;F Bouwnijverheid;2014 1e kwartaal;3.9;6.0;5.0
926;F Bouwnijverheid;2014 2e kwartaal;4.0;5.0;5.0
927;F Bouwnijverheid;2014 3e kwartaal;4.1;5.0;5.0
928;F Bouwnijverheid;2014 4e kwartaal;3.9;4.0;5.0
929;F Bouwnijverheid;2014 jaargem. /jaartotaal;3.9;22.0;21.0
930;F Bouwnijverheid;2015 1e kwartaal;4.4;7.0;6.0
931;F Bouwnijverheid;2015 2e kwartaal;5.4;8.0;7.0
932;F Bouwnijverheid;2015 3e kwartaal;5.5;8.0;7.0
933;F Bouwnijverheid;2015 4e kwartaal;5.6;7.0;7.0
934;F Bouwnijverheid;2015 jaargem. /jaartotaal;5.0;30.0;28.0
935;F Bouwnijverheid;2016 1e kwartaal;5.9;7.0;7.0
936;F Bouwnijverheid;2016 2e kwartaal;6.8;9.0;8.0
937;F Bouwnijverheid;2016 3e kwartaal;7.2;9.0;8.0
938;F Bouwnijverheid;2016 4e kwartaal;7.3;8.0;8.0
939;F Bouwnijverheid;2016 jaargem. /jaartotaal;6.6;33.0;31.0
940;F Bouwnijverheid;2017 1e kwartaal;9.6;10.0;8.0
941;F Bouwnijverheid;2017 2e kwartaal;11.4;12.0;10.0
942;F Bouwnijverheid;2017 3e kwartaal;12.8;12.0;10.0
943;F Bouwnijverheid;2017 4e kwartaal;14.2;12.0;11.0
944;F Bouwnijverheid;2017 jaargem. /jaartotaal;11.1;46.0;39.0
945;F Bouwnijverheid;2018 1e kwartaal;15.6;13.0;12.0
946;F Bouwnijverheid;2018 2e kwartaal;16.7;13.0;12.0
947;F Bouwnijverheid;2018 3e kwartaal;16.3;12.0;12.0
948;F Bouwnijverheid;2018 4e kwartaal;16.6;12.0;12.0
949;F Bouwnijverheid;2018 jaargem. /jaartotaal;16.0;50.0;47.0
950;F Bouwnijverheid;2019 1e kwartaal;18.9;16.0;14.0
951;F Bouwnijverheid;2019 2e kwartaal;18.8;13.0;13.0
952;F Bouwnijverheid;2019 3e kwartaal;18.0;11.0;12.0
953;F Bouwnijverheid;2019 4e kwartaal;16.8;10.0;11.0
954;F Bouwnijverheid;2019 jaargem. /jaartotaal;18.1;49.0;49.0
955;F Bouwnijverheid;2020 1e kwartaal;13.9;11.0;13.0
956;F Bouwnijverheid;2020 2e kwartaal;13.1;9.0;10.0
957;F Bouwnijverheid;2020 3e kwartaal;14.4;11.0;9.0
958;F Bouwnijverheid;2020 4e kwartaal;15.6;10.0;9.0
959;F Bouwnijverheid;2020 jaargem. /jaartotaal;14.4;41.0;42.0
960;F Bouwnijverheid;2021 1e kwartaal;18.1;13.0;11.0
961;F Bouwnijverheid;2021 2e kwartaal;21.1;14.0;11.0
962;F Bouwnijverheid;2021 3e kwartaal;23.2;14.0;12.0
963;F Bouwnijverheid;2021 4e kwartaal;25.1;14.0;12.0
964;F Bouwnijverheid;2021 jaargem. /jaartotaal;20.7;55.0;46.0
965;F Bouwnijverheid;2022 1e kwartaal;26.4;15.0;14.0
966;F Bouwnijverheid;2022 2e kwartaal;28.5;14.0;12.0
967;F Bouwnijverheid;2022 3e kwartaal;27.0;12.0;14.0
968;F Bouwnijverheid;2022 4e kwaraal;24.2;11.0;14.0
969;F Bouwnijverheid;2022 jaargem. /jaartotaal;26.6;52.0;53.0
970;F Bouwnijverheid;2023 1e kwartaal;25.4;15.0;14.0
971;F Bouwnijverheid;2023 2e kwartaal;26.1;14.0;13.0
972;F Bouwnijverheid;2023 3e kwartaal;26.6;13.0;13.0
973;F Bouwnijverheid;2023 4e kwartaal;25.5;12.0;13.0
974;F Bouwnijverheid;2023 jaargem. /jaartotaal;25.7;54.0;52.0
975;F Bouwnijverheid;2024 1e kwartaal;26.0;14.0;13.0
976;F Bouwnijverheid;2024 2e kwartaal;26.8;14.0;13.0
977;F Bouwnijverheid;2024 3e kwartaal;25.8;13.0;14.0
978;F Bouwnijverheid;2024 4e kwartaal;27.4;15.0;13.0
979;F Bouwnijverheid;2024 jaargem. /jaartotaal;26.3;56.0;54.0
980;G Handel;1997 1e kwartaal;14.5;29.1;27.8
981;G Handel;1997 2e kwartaal;16.4;38.2;36.3
982;G Handel;1997 3e kwartaal;15.3;38.6;39.8
983;G Handel;1997 4e kwartaal;21.1;44.1;38.2
984;G Handel;1997 jaargem. /jaartotaal;;150.0;142.0
985;G Handel;1998 1e kwartaal;20.4;44.8;45.5
986;G Handel;1998 2e kwartaal;26.4;52.8;46.8
987;G Handel;1998 3e kwartaal;23.6;50.3;53.1
988;G Handel;1998 4e kwartaal;23.2;46.7;47.2
989;G Handel;1998 jaargem. /jaartotaal;23.2;195.0;193.0
990;G Handel;1999 1e kwartaal;28.4;49.1;43.9
991;G Handel;1999 2e kwartaal;36.4;57.6;49.6
992;G Handel;1999 3e kwartaal;29.5;44.8;51.6
993;G Handel;1999 4e kwartaal;31.1;52.3;50.8
994;G Handel;1999 jaargem. /jaartotaal;30.3;204.0;196.0
995;G Handel;2000 1e kwartaal;35.6;55.7;51.2
996;G Handel;2000 2e kwartaal;37.1;52.8;51.2
997;G Handel;2000 3e kwartaal;30.7;50.1;56.5
998;G Handel;2000 4e kwartaal;34.7;59.9;55.9
999;G Handel;2000 jaargem. /jaartotaal;34.1;218.0;215.0
1000;G Handel;2001 1e kwartaal;34.7;54.2;54.2
1001;G Handel;2001 2e kwartaal;35.3;50.7;50.1
1002;G Handel;2001 3e kwartaal;26.2;44.0;53.1
1003;G Handel;2001 4e kwartaal;25.5;42.9;43.6
1004;G Handel;2001 jaargem. /jaartotaal;31.6;192.0;201.0
1005;G Handel;2002 1e kwartaal;29.4;42.5;38.6
1006;G Handel;2002 2e kwartaal;27.3;39.4;41.6
1007;G Handel;2002 3e kwartaal;20.4;34.8;41.7
1008;G Handel;2002 4e kwartaal;23.3;37.7;34.6
1009;G Handel;2002 jaargem. /jaartotaal;25.4;154.0;157.0
1010;G Handel;2003 1e kwartaal;22.9;37.2;37.7
1011;G Handel;2003 2e kwartaal;26.4;36.9;33.3
1012;G Handel;2003 3e kwartaal;13.8;30.4;42.6
1013;G Handel;2003 4e kwartaal;18.7;37.1;32.2
1014;G Handel;2003 jaargem. /jaartotaal;21.0;142.0;146.0
1015;G Handel;2004 1e kwartaal;20.5;33.0;31.2
1016;G Handel;2004 2e kwartaal;23.0;39.4;36.9
1017;G Handel;2004 3e kwartaal;18.4;34.6;39.1
1018;G Handel;2004 4e kwartaal;22.0;38.7;35.1
1019;G Handel;2004 jaargem. /jaartotaal;20.6;146.0;142.0
1020;G Handel;2005 1e kwartaal;23.6;36.9;35.3
1021;G Handel;2005 2e kwartaal;23.5;38.0;38.1
1022;G Handel;2005 3e kwartaal;26.3;50.8;48.0
1023;G Handel;2005 4e kwartaal;28.2;47.5;45.7
1024;G Handel;2005 jaargem. /jaartotaal;24.6;173.0;167.0
1025;G Handel;2006 1e kwartaal;30.2;48.8;46.7
1026;G Handel;2006 2e kwartaal;34.3;59.7;55.7
1027;G Handel;2006 3e kwartaal;34.3;55.7;55.7
1028;G Handel;2006 4e kwartaal;34.2;51.7;51.8
1029;G Handel;2006 jaargem. /jaartotaal;32.5;216.0;210.0
1030;G Handel;2007 1e kwartaal;35.8;57.9;56.2
1031;G Handel;2007 2e kwartaal;38.9;61.1;58.0
1032;G Handel;2007 3e kwartaal;39.6;57.2;56.5
1033;G Handel;2007 4e kwartaal;40.7;59.1;58.1
1034;G Handel;2007 jaargem. /jaartotaal;38.0;235.0;229.0
1035;G Handel;2008 1e kwartaal;40.2;54.2;54.7
1036;G Handel;2008 2e kwartaal;42.1;61.3;59.4
1037;G Handel;2008 3e kwartaal;39.4;62.2;64.9
1038;G Handel;2008 4e kwartaal;27.6;47.9;59.7
1039;G Handel;2008 jaargem. /jaartotaal;39.0;226.0;239.0
1040;G Handel;2009 1e kwartaal;22.2;41.8;47.2
1041;G Handel;2009 2e kwartaal;20.0;43.2;45.4
1042;G Handel;2009 3e kwartaal;19.8;47.5;48.0
1043;G Handel;2009 4e kwartaal;19.6;44.7;45.0
1044;G Handel;2009 jaargem. /jaartotaal;21.4;177.0;185.0
1045;G Handel;2010 1e kwartaal;20.9;42.3;41.0
1046;G Handel;2010 2e kwartaal;24.2;48.9;45.7
1047;G Handel;2010 3e kwartaal;24.4;53.1;52.9
1048;G Handel;2010 4e kwartaal;25.0;51.9;51.4
1049;G Handel;2010 jaargem. /jaartotaal;22.9;196.0;191.0
1050;G Handel;2011 1e kwartaal;24.3;45.0;46.0
1051;G Handel;2011 2e kwartaal;26.6;52.0;50.0
1052;G Handel;2011 3e kwartaal;26.0;50.0;51.0
1053;G Handel;2011 4e kwartaal;22.2;45.0;49.0
1054;G Handel;2011 jaargem. /jaartotaal;25.1;193.0;196.0
1055;G Handel;2012 1e kwartaal;21.2;41.0;42.0
1056;G Handel;2012 2e kwartaal;20.6;45.0;46.0
1057;G Handel;2012 3e kwartaal;19.2;43.0;44.0
1058;G Handel;2012 4e kwartaal;16.1;37.0;40.0
1059;G Handel;2012 jaargem. /jaartotaal;20.0;166.0;172.0
1060;G Handel;2013 1e kwartaal;17.1;38.0;37.0
1061;G Handel;2013 2e kwartaal;17.5;39.0;38.0
1062;G Handel;2013 3e kwartaal;17.7;42.0;41.0
1063;G Handel;2013 4e kwartaal;16.8;38.0;39.0
1064;G Handel;2013 jaargem. /jaartotaal;17.2;153.0;152.0
1065;G Handel;2014 1e kwartaal;19.4;42.0;39.0
1066;G Handel;2014 2e kwartaal;20.8;44.0;43.0
1067;G Handel;2014 3e kwartaal;21.9;47.0;46.0
1068;G Handel;2014 4e kwartaal;22.4;46.0;45.0
1069;G Handel;2014 jaargem. /jaartotaal;20.4;179.0;173.0
1070;G Handel;2015 1e kwartaal;24.0;47.0;45.0
1071;G Handel;2015 2e kwartaal;26.5;53.0;50.0
1072;G Handel;2015 3e kwartaal;26.9;52.0;52.0
1073;G Handel;2015 4e kwartaal;26.4;52.0;53.0
1074;G Handel;2015 jaargem. /jaartotaal;25.5;204.0;200.0
1075;G Handel;2016 1e kwartaal;28.1;53.0;51.0
1076;G Handel;2016 2e kwartaal;30.2;57.0;55.0
1077;G Handel;2016 3e kwartaal;30.9;57.0;56.0
1078;G Handel;2016 4e kwartaal;31.9;58.0;57.0
1079;G Handel;2016 jaargem. /jaartotaal;29.6;224.0;219.0
1080;G Handel;2017 1e kwartaal;37.2;59.0;54.0
1081;G Handel;2017 2e kwartaal;42.7;67.0;61.0
1082;G Handel;2017 3e kwartaal;42.9;66.0;65.0
1083;G Handel;2017 4e kwartaal;42.7;63.0;63.0
1084;G Handel;2017 jaargem. /jaartotaal;40.0;254.0;243.0
1085;G Handel;2018 1e kwartaal;45.7;70.0;67.0
1086;G Handel;2018 2e kwartaal;51.1;78.0;73.0
1087;G Handel;2018 3e kwartaal;53.2;76.0;74.0
1088;G Handel;2018 4e kwartaal;50.3;68.0;71.0
1089;G Handel;2018 jaargem. /jaartotaal;49.1;293.0;285.0
1090;G Handel;2019 1e kwartaal;55.0;75.0;70.0
1091;G Handel;2019 2e kwartaal;57.7;78.0;75.0
1092;G Handel;2019 3e kwartaal;58.3;79.0;78.0
1093;G Handel;2019 4e kwartaal;56.3;73.0;76.0
1094;G Handel;2019 jaargem. /jaartotaal;56.1;305.0;299.0
1095;G Handel;2020 1e kwartaal;41.5;62.0;77.0
1096;G Handel;2020 2e kwartaal;37.3;55.0;59.0
1097;G Handel;2020 3e kwartaal;43.0;66.0;60.0
1098;G Handel;2020 4e kwartaal;39.4;60.0;63.0
1099;G Handel;2020 jaargem. /jaartotaal;42.4;242.0;258.0
1100;G Handel;2021 1e kwartaal;44.5;61.0;56.0
1101;G Handel;2021 2e kwartaal;64.8;89.0;69.0
1102;G Handel;2021 3e kwartaal;75.8;89.0;78.0
1103;G Handel;2021 4e kwartaal;77.1;83.0;82.0
1104;G Handel;2021 jaargem. /jaartotaal;60.8;323.0;285.0
1105;G Handel;2022 1e kwartaal;92.1;95.0;80.0
1106;G Handel;2022 2e kwartaal;100.5;99.0;91.0
1107;G Handel;2022 3e kwartaal;92.9;85.0;93.0
1108;G Handel;2022 4e kwaraal;85.5;76.0;84.0
