ID;BekortingLevensduur;Leeftijd;Perioden;TotaalOverledenen_1;TotaalZonderMBLHandelwijze_2;PlotselingEnOnverwachtOverleden_3;NietPlotselingOnverwachtOverleden_4;TotaalMetMBLHandelwijze_5;NISRekeningHoudendMetOverlijden_6;PSBRekeningHoudendMetOverlijden_7;PSBOverlijdenMedeDoel_8;NISOverlijdenUitdrukkelijkDoel_9;TotaalToedienenMiddel_10;Euthanasie_11;HulpBijZelfdoding_12;LevensbeeindigendHandZonderVerzoek_13
193;Bekorting één tot zeven dagen;1 tot 17 jaar;2015;28;;;;28.0;0.0;14.0;0.0;14.0;0.0;0.0;0.0;0.0
194;Bekorting één tot zeven dagen;1 tot 17 jaar;2021;32;;;;32.0;0.0;2.0;0.0;30.0;0.0;0.0;0.0;0.0
195;Bekorting één tot zeven dagen;17 tot 65 jaar;2001;2145;;;;2145.0;245.0;392.0;147.0;815.0;546.0;445.0;40.0;61.0
196;Bekorting één tot zeven dagen;17 tot 65 jaar;2005;1770;;;;1770.0;221.0;510.0;75.0;633.0;331.0;278.0;6.0;47.0
197;Bekorting één tot zeven dagen;17 tot 65 jaar;2010;2146;;;;2146.0;279.0;725.0;116.0;584.0;442.0;368.0;22.0;52.0
198;Bekorting één tot zeven dagen;17 tot 65 jaar;2015;1664;;;;1665.0;100.0;640.0;164.0;365.0;396.0;371.0;7.0;18.0
199;Bekorting één tot zeven dagen;17 tot 65 jaar;2021;2102;;;;2102.0;86.0;648.0;64.0;700.0;605.0;456.0;0.0;148.0
200;Bekorting één tot zeven dagen;65 tot 80 jaar;2001;4652;;;;4652.0;466.0;1525.0;173.0;1817.0;671.0;514.0;37.0;120.0
201;Bekorting één tot zeven dagen;65 tot 80 jaar;2005;2690;;;;2690.0;329.0;1213.0;129.0;753.0;266.0;193.0;7.0;66.0
202;Bekorting één tot zeven dagen;65 tot 80 jaar;2010;4358;;;;4358.0;527.0;1671.0;135.0;1399.0;626.0;537.0;28.0;61.0
203;Bekorting één tot zeven dagen;65 tot 80 jaar;2015;3913;;;;3912.0;203.0;1306.0;195.0;1346.0;862.0;831.0;0.0;31.0
204;Bekorting één tot zeven dagen;65 tot 80 jaar;2021;4602;;;;4602.0;371.0;1313.0;344.0;1588.0;987.0;925.0;21.0;41.0
205;Bekorting één tot zeven dagen;80 jaar of ouder;2001;6101;;;;6101.0;889.0;1810.0;305.0;2682.0;415.0;261.0;30.0;124.0
206;Bekorting één tot zeven dagen;80 jaar of ouder;2005;4711;;;;4711.0;957.0;1602.0;330.0;1567.0;255.0;225.0;7.0;23.0
207;Bekorting één tot zeven dagen;80 jaar of ouder;2010;7083;;;;7083.0;991.0;2913.0;236.0;2489.0;455.0;369.0;0.0;86.0
208;Bekorting één tot zeven dagen;80 jaar of ouder;2015;7173;;;;7173.0;441.0;3053.0;260.0;2807.0;612.0;524.0;0.0;88.0
209;Bekorting één tot zeven dagen;80 jaar of ouder;2021;7634;;;;7634.0;1012.0;2685.0;269.0;3072.0;596.0;509.0;0.0;87.0
210;Bekorting minder dan 24 uur;Totaal;2001;10682;;;;10682.0;1437.0;4025.0;843.0;3719.0;658.0;274.0;18.0;366.0
211;Bekorting minder dan 24 uur;Totaal;2005;9616;;;;9616.0;973.0;4634.0;633.0;2950.0;426.0;179.0;7.0;240.0
212;Bekorting minder dan 24 uur;Totaal;2010;12299;;;;12299.0;1482.0;6909.0;645.0;2935.0;328.0;264.0;37.0;27.0
213;Bekorting minder dan 24 uur;Totaal;2015;11994;;;;11993.0;771.0;6329.0;529.0;3895.0;469.0;419.0;0.0;50.0
214;Bekorting minder dan 24 uur;Totaal;2021;13371;;;;13371.0;1950.0;6202.0;388.0;4484.0;347.0;224.0;0.0;123.0
215;Bekorting minder dan 24 uur;0 jaar;2001;248;;;;248.0;29.0;9.0;4.0;183.0;23.0;0.0;0.0;23.0
216;Bekorting minder dan 24 uur;0 jaar;2005;190;;;;190.0;16.0;25.0;16.0;116.0;17.0;0.0;0.0;17.0
217;Bekorting minder dan 24 uur;0 jaar;2010;156;;;;156.0;28.0;39.0;0.0;90.0;0.0;0.0;0.0;0.0
218;Bekorting minder dan 24 uur;0 jaar;2015;123;;;;123.0;9.0;34.0;10.0;70.0;0.0;0.0;0.0;0.0
219;Bekorting minder dan 24 uur;0 jaar;2021;135;;;;135.0;47.0;14.0;0.0;74.0;0.0;0.0;0.0;0.0
220;Bekorting minder dan 24 uur;1 tot 17 jaar;2001;61;;;;61.0;4.0;13.0;0.0;39.0;5.0;0.0;0.0;5.0
221;Bekorting minder dan 24 uur;1 tot 17 jaar;2005;50;;;;50.0;0.0;32.0;12.0;6.0;0.0;0.0;0.0;0.0
222;Bekorting minder dan 24 uur;1 tot 17 jaar;2010;45;;;;45.0;0.0;16.0;8.0;21.0;0.0;0.0;0.0;0.0
223;Bekorting minder dan 24 uur;1 tot 17 jaar;2015;43;;;;43.0;0.0;31.0;6.0;6.0;0.0;0.0;0.0;0.0
224;Bekorting minder dan 24 uur;1 tot 17 jaar;2021;39;;;;39.0;0.0;17.0;0.0;22.0;0.0;0.0;0.0;0.0
225;Bekorting minder dan 24 uur;17 tot 65 jaar;2001;2445;;;;2445.0;350.0;821.0;166.0;953.0;155.0;116.0;0.0;39.0
226;Bekorting minder dan 24 uur;17 tot 65 jaar;2005;1923;;;;1923.0;91.0;960.0;168.0;595.0;109.0;47.0;7.0;55.0
227;Bekorting minder dan 24 uur;17 tot 65 jaar;2010;1972;;;;1972.0;145.0;959.0;155.0;598.0;114.0;114.0;0.0;0.0
228;Bekorting minder dan 24 uur;17 tot 65 jaar;2015;1834;;;;1834.0;107.0;1099.0;99.0;458.0;71.0;66.0;0.0;5.0
229;Bekorting minder dan 24 uur;17 tot 65 jaar;2021;2147;;;;2147.0;136.0;1013.0;43.0;915.0;40.0;40.0;0.0;0.0
230;Bekorting minder dan 24 uur;65 tot 80 jaar;2001;3821;;;;3821.0;436.0;1354.0;382.0;1497.0;152.0;94.0;0.0;58.0
231;Bekorting minder dan 24 uur;65 tot 80 jaar;2005;3438;;;;3438.0;590.0;1382.0;142.0;1169.0;155.0;67.0;0.0;88.0
232;Bekorting minder dan 24 uur;65 tot 80 jaar;2010;4371;;;;4371.0;588.0;2260.0;265.0;1111.0;148.0;97.0;37.0;14.0
233;Bekorting minder dan 24 uur;65 tot 80 jaar;2015;3916;;;;3916.0;150.0;1730.0;158.0;1675.0;203.0;158.0;0.0;45.0
234;Bekorting minder dan 24 uur;65 tot 80 jaar;2021;5127;;;;5127.0;696.0;2476.0;307.0;1478.0;170.0;158.0;0.0;12.0
235;Bekorting minder dan 24 uur;80 jaar of ouder;2001;4107;;;;4107.0;618.0;1829.0;290.0;1047.0;323.0;63.0;18.0;242.0
236;Bekorting minder dan 24 uur;80 jaar of ouder;2005;4015;;;;4015.0;276.0;2235.0;294.0;1064.0;146.0;65.0;0.0;81.0
237;Bekorting minder dan 24 uur;80 jaar of ouder;2010;5755;;;;5755.0;722.0;3635.0;217.0;1116.0;65.0;52.0;0.0;13.0
238;Bekorting minder dan 24 uur;80 jaar of ouder;2015;6078;;;;6078.0;505.0;3435.0;256.0;1687.0;195.0;195.0;0.0;0.0
239;Bekorting minder dan 24 uur;80 jaar of ouder;2021;5923;;;;5923.0;1071.0;2681.0;38.0;1995.0;138.0;26.0;0.0;111.0
240;Geen bekorting levensduur;Totaal;2001;19689;;;;19689.0;4176.0;11540.0;375.0;3480.0;118.0;96.0;0.0;22.0
241;Geen bekorting levensduur;Totaal;2005;25526;;;;25526.0;4888.0;18042.0;267.0;2205.0;124.0;29.0;0.0;95.0
242;Geen bekorting levensduur;Totaal;2010;37322;;;;37322.0;4744.0;28664.0;366.0;3505.0;44.0;15.0;0.0;29.0
243;Geen bekorting levensduur;Totaal;2015;43702;;;;43702.0;2780.0;33541.0;435.0;6484.0;462.0;287.0;0.0;175.0
244;Geen bekorting levensduur;Totaal;2021;46447;;;;46447.0;4588.0;34990.0;1218.0;5460.0;192.0;163.0;0.0;29.0
245;Geen bekorting levensduur;0 jaar;2001;159;;;;159.0;32.0;42.0;0.0;80.0;5.0;0.0;0.0;5.0
246;Geen bekorting levensduur;0 jaar;2005;159;;;;159.0;87.0;42.0;0.0;30.0;0.0;0.0;0.0;0.0
247;Geen bekorting levensduur;0 jaar;2010;113;;;;113.0;32.0;33.0;0.0;48.0;0.0;0.0;0.0;0.0
248;Geen bekorting levensduur;0 jaar;2015;97;;;;97.0;15.0;44.0;0.0;38.0;0.0;0.0;0.0;0.0
249;Geen bekorting levensduur;0 jaar;2021;69;;;;69.0;33.0;13.0;0.0;23.0;0.0;0.0;0.0;0.0
250;Geen bekorting levensduur;1 tot 17 jaar;2001;55;;;;55.0;8.0;37.0;0.0;10.0;0.0;0.0;0.0;0.0
251;Geen bekorting levensduur;1 tot 17 jaar;2005;65;;;;65.0;9.0;36.0;0.0;15.0;5.0;0.0;0.0;5.0
252;Geen bekorting levensduur;1 tot 17 jaar;2010;67;;;;67.0;5.0;59.0;0.0;3.0;0.0;0.0;0.0;0.0
253;Geen bekorting levensduur;1 tot 17 jaar;2015;45;;;;45.0;5.0;32.0;4.0;4.0;0.0;0.0;0.0;0.0
254;Geen bekorting levensduur;1 tot 17 jaar;2021;23;;;;23.0;4.0;15.0;0.0;5.0;0.0;0.0;0.0;0.0
255;Geen bekorting levensduur;17 tot 65 jaar;2001;2596;;;;2596.0;184.0;1965.0;148.0;258.0;41.0;24.0;0.0;17.0
256;Geen bekorting levensduur;17 tot 65 jaar;2005;3403;;;;3403.0;557.0;2415.0;89.0;271.0;71.0;16.0;0.0;55.0
257;Geen bekorting levensduur;17 tot 65 jaar;2010;5149;;;;5149.0;298.0;4134.0;85.0;618.0;15.0;15.0;0.0;0.0
258;Geen bekorting levensduur;17 tot 65 jaar;2015;4806;;;;4805.0;170.0;4049.0;65.0;508.0;13.0;13.0;0.0;0.0
259;Geen bekorting levensduur;17 tot 65 jaar;2021;5280;;;;5280.0;316.0;4264.0;97.0;510.0;93.0;93.0;0.0;0.0
260;Geen bekorting levensduur;65 tot 80 jaar;2001;6486;;;;6486.0;1259.0;3870.0;129.0;1156.0;72.0;72.0;0.0;0.0
261;Geen bekorting levensduur;65 tot 80 jaar;2005;7969;;;;7869.0;1291.0;5904.0;66.0;595.0;13.0;13.0;0.0;0.0
262;Geen bekorting levensduur;65 tot 80 jaar;2010;10214;;;;10214.0;1151.0;8019.0;159.0;856.0;29.0;0.0;0.0;29.0
263;Geen bekorting levensduur;65 tot 80 jaar;2015;12881;;;;12882.0;813.0;9886.0;50.0;2014.0;119.0;51.0;0.0;68.0
264;Geen bekorting levensduur;65 tot 80 jaar;2021;12773;;;;12773.0;640.0;9994.0;347.0;1693.0;99.0;70.0;0.0;29.0
265;Geen bekorting levensduur;80 jaar of ouder;2001;10390;;;;10390.0;2691.0;5625.0;98.0;1976.0;0.0;0.0;0.0;0.0
266;Geen bekorting levensduur;80 jaar of ouder;2005;14028;;;;14028.0;2944.0;9645.0;111.0;1294.0;34.0;0.0;0.0;34.0
267;Geen bekorting levensduur;80 jaar of ouder;2010;21779;;;;21779.0;3259.0;16418.0;122.0;1980.0;0.0;0.0;0.0;0.0
268;Geen bekorting levensduur;80 jaar of ouder;2015;25872;;;;25872.0;1777.0;19530.0;316.0;3919.0;330.0;223.0;0.0;107.0
269;Geen bekorting levensduur;80 jaar of ouder;2021;28302;;;;28302.0;3595.0;20704.0;775.0;3228.0;0.0;0.0;0.0;0.0
