ID;Overheidslaag;SectorenEnFuncties;Perioden;VerkoopVanGoederenEnDiensten_1;VanRijkEA_2;VanOverigeOverheden_3;VanBedrijvenGezinnenEA_4;OnttrokkenGelden_5;DividendenEnPachten_6;IndirecteBelastingen_7;DirecteBelastingen_8;Exploitatiesubsidies_9;VanRijk_10;VanOverigeOverheden_11;VanBedrijven_12;VerkoopVanInvesteringsgoederen_13;Afschrijvingen_14;VanRijk_15;VanBedrijven_16;VanRijk_17;VanOverigeOverheden_18;VanBedrijven_19;KapitaalinbrengInMarktbedrijven_20;BijRijk_21;BijBedrijven_22;KortlopendeSchuld_23
0;6;16;1993;8649.0;1611.0;0.0;3576.0;585.0;5277.0;32636.0;44734.0;436.0;23601.0;635.0;644.0;3167.0;1815.0;2405.0;948.0;4610.0;0.0;8359.0;454.0;340.0;25466.0;-2804.0
1;6;16;1994;7873.0;1094.0;0.0;3040.0;545.0;5078.0;34210.0;38907.0;545.0;23111.0;481.0;690.0;3530.0;1797.0;2219.0;1103.0;6675.0;41.0;16422.0;77.0;236.0;23247.0;3276.0
2;6;16;1995;7882.0;1402.0;0.0;2677.0;617.0;4942.0;35404.0;37550.0;463.0;22022.0;486.0;663.0;3462.0;1842.0;18369.0;1007.0;11113.0;241.0;16073.0;59.0;132.0;28325.0;0.0
3;6;16;1996;8009.0;123.0;0.0;2187.0;368.0;5831.0;38381.0;40468.0;445.0;22049.0;535.0;685.0;3839.0;1929.0;2260.0;1756.0;100.0;182.0;2496.0;41.0;290.0;18582.0;1094.0
4;6;14;1993;6090.0;1611.0;0.0;3340.0;585.0;5141.0;32636.0;44734.0;;23601.0;635.0;581.0;2909.0;1420.0;2401.0;944.0;4606.0;0.0;8041.0;150.0;336.0;24972.0;-2972.0
5;6;14;1994;6099.0;1094.0;0.0;2832.0;545.0;4937.0;34210.0;38907.0;;23111.0;481.0;635.0;3322.0;1479.0;2214.0;1103.0;6421.0;0.0;16164.0;77.0;236.0;23247.0;0.0
6;6;14;1995;6135.0;1398.0;0.0;2450.0;617.0;4774.0;35404.0;37550.0;;22022.0;486.0;599.0;3344.0;1543.0;18364.0;1007.0;11109.0;14.0;15828.0;59.0;132.0;28320.0;0.0
7;6;14;1996;6258.0;118.0;0.0;1965.0;368.0;5672.0;38381.0;40468.0;;22049.0;535.0;626.0;3689.0;1625.0;2255.0;1756.0;14.0;18.0;2242.0;41.0;290.0;18578.0;436.0
8;6;15;1993;2559.0;0.0;0.0;236.0;;136.0;0.0;;436.0;0.0;0.0;59.0;259.0;395.0;5.0;5.0;5.0;0.0;318.0;299.0;5.0;495.0;168.0
9;6;15;1994;1774.0;0.0;0.0;209.0;;141.0;0.0;;545.0;0.0;0.0;54.0;209.0;318.0;5.0;0.0;254.0;41.0;259.0;0.0;0.0;0.0;372.0
10;6;15;1995;1747.0;5.0;0.0;227.0;;168.0;0.0;;463.0;0.0;0.0;64.0;118.0;299.0;5.0;0.0;5.0;227.0;245.0;0.0;0.0;5.0;0.0
11;6;15;1996;1752.0;5.0;0.0;222.0;;159.0;0.0;;445.0;0.0;0.0;59.0;150.0;304.0;5.0;0.0;86.0;163.0;254.0;0.0;0.0;5.0;658.0
12;6;1;1993;939.0;0.0;0.0;141.0;0.0;168.0;299.0;41.0;;118.0;36.0;195.0;313.0;;0.0;9.0;0.0;0.0;395.0;0.0;0.0;68.0;0.0
13;6;1;1994;967.0;0.0;0.0;82.0;0.0;186.0;227.0;73.0;;59.0;9.0;132.0;241.0;;0.0;5.0;0.0;0.0;454.0;0.0;0.0;36.0;0.0
14;6;1;1995;862.0;9.0;0.0;73.0;0.0;182.0;141.0;77.0;;109.0;5.0;132.0;182.0;;0.0;5.0;0.0;0.0;445.0;0.0;68.0;27.0;0.0
15;6;1;1996;849.0;0.0;0.0;64.0;0.0;204.0;118.0;54.0;;91.0;5.0;118.0;327.0;;0.0;5.0;0.0;0.0;-277.0;0.0;136.0;45.0;0.0
16;6;2;1993;231.0;0.0;0.0;14.0;0.0;0.0;0.0;;;0.0;32.0;77.0;0.0;;0.0;0.0;0.0;0.0;336.0;0.0;0.0;5.0;
17;6;2;1994;213.0;0.0;0.0;9.0;0.0;0.0;0.0;;;0.0;23.0;100.0;0.0;;0.0;0.0;0.0;0.0;281.0;0.0;0.0;0.0;
18;6;2;1995;195.0;0.0;0.0;9.0;0.0;0.0;0.0;;;0.0;41.0;36.0;0.0;;0.0;0.0;0.0;0.0;286.0;0.0;0.0;0.0;
19;6;2;1996;259.0;0.0;0.0;9.0;0.0;0.0;0.0;;;0.0;0.0;45.0;0.0;;0.0;0.0;0.0;0.0;354.0;0.0;0.0;0.0;
20;6;3;1993;150.0;0.0;0.0;5.0;0.0;0.0;23.0;;;1148.0;50.0;250.0;18.0;;41.0;9.0;0.0;0.0;5.0;0.0;0.0;0.0;
21;6;3;1994;95.0;0.0;0.0;0.0;0.0;0.0;27.0;;;86.0;54.0;250.0;14.0;;14.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;
22;6;3;1995;91.0;9.0;0.0;0.0;5.0;0.0;27.0;;;54.0;54.0;281.0;5.0;;5.0;5.0;0.0;0.0;5.0;0.0;0.0;0.0;
23;6;3;1996;104.0;0.0;0.0;0.0;5.0;0.0;32.0;;;54.0;68.0;295.0;9.0;;9.0;9.0;0.0;0.0;5.0;0.0;0.0;0.0;
24;6;4;1993;967.0;0.0;0.0;5.0;0.0;0.0;0.0;;;2260.0;14.0;14.0;50.0;;277.0;5.0;0.0;0.0;259.0;0.0;0.0;5.0;
25;6;4;1994;944.0;0.0;0.0;5.0;0.0;0.0;0.0;;;1997.0;0.0;9.0;45.0;;449.0;0.0;0.0;0.0;363.0;0.0;0.0;5.0;
26;6;4;1995;908.0;0.0;0.0;5.0;0.0;0.0;0.0;;;2237.0;0.0;9.0;14.0;;594.0;0.0;0.0;0.0;213.0;0.0;0.0;0.0;
27;6;4;1996;912.0;0.0;0.0;5.0;0.0;0.0;0.0;;;2251.0;0.0;9.0;27.0;;581.0;0.0;0.0;0.0;213.0;0.0;0.0;-5.0;
28;6;5;1993;295.0;0.0;0.0;14.0;32.0;0.0;9.0;;;118.0;0.0;0.0;23.0;;0.0;5.0;0.0;0.0;9.0;9.0;0.0;5.0;
29;6;5;1994;250.0;0.0;0.0;9.0;41.0;0.0;9.0;;;123.0;0.0;9.0;23.0;;0.0;5.0;0.0;0.0;23.0;5.0;0.0;5.0;
30;6;5;1995;263.0;0.0;0.0;9.0;59.0;0.0;9.0;;;159.0;0.0;9.0;9.0;;0.0;9.0;0.0;0.0;23.0;5.0;0.0;5.0;
31;6;5;1996;272.0;0.0;0.0;5.0;32.0;0.0;14.0;;;159.0;0.0;9.0;14.0;;0.0;9.0;0.0;0.0;18.0;5.0;0.0;5.0;
32;6;6;1993;781.0;0.0;0.0;23.0;0.0;0.0;9.0;;;8517.0;368.0;5.0;27.0;;145.0;9.0;23.0;0.0;54.0;0.0;41.0;32.0;
33;6;6;1994;885.0;0.0;0.0;32.0;0.0;0.0;5.0;;;8976.0;345.0;41.0;50.0;;59.0;0.0;23.0;0.0;95.0;0.0;59.0;59.0;
34;6;6;1995;935.0;9.0;0.0;32.0;0.0;0.0;5.0;;;8944.0;345.0;23.0;50.0;;0.0;0.0;0.0;0.0;95.0;0.0;18.0;32.0;
35;6;6;1996;921.0;0.0;0.0;23.0;0.0;0.0;0.0;;;9012.0;304.0;36.0;50.0;;9.0;0.0;0.0;0.0;82.0;0.0;18.0;5.0;
36;6;7;1993;1470.0;1556.0;0.0;2233.0;259.0;486.0;304.0;490.0;;2183.0;0.0;5.0;2069.0;;1588.0;32.0;4570.0;0.0;5427.0;104.0;290.0;113.0;
37;6;7;1994;1484.0;989.0;0.0;2292.0;245.0;540.0;322.0;526.0;;1997.0;0.0;23.0;2432.0;;1207.0;14.0;6389.0;0.0;11417.0;14.0;132.0;9.0;
38;6;7;1995;1271.0;812.0;0.0;1901.0;177.0;408.0;340.0;549.0;;726.0;0.0;23.0;2568.0;;16908.0;18.0;11109.0;0.0;11426.0;9.0;27.0;9.0;
39;6;7;1996;1325.0;5.0;0.0;1425.0;123.0;517.0;336.0;672.0;;699.0;0.0;27.0;2668.0;;935.0;18.0;14.0;0.0;390.0;5.0;45.0;9.0;
40;6;8;1993;522.0;9.0;0.0;27.0;9.0;54.0;5.0;;;91.0;5.0;5.0;82.0;;45.0;5.0;0.0;0.0;104.0;0.0;0.0;5.0;
41;6;8;1994;540.0;5.0;0.0;27.0;0.0;59.0;0.0;;;91.0;5.0;27.0;54.0;;32.0;0.0;0.0;0.0;136.0;0.0;0.0;5.0;
42;6;8;1995;545.0;5.0;0.0;36.0;0.0;59.0;5.0;;;123.0;5.0;9.0;18.0;;27.0;0.0;0.0;0.0;141.0;0.0;18.0;132.0;
43;6;8;1996;549.0;0.0;0.0;32.0;0.0;54.0;0.0;;;113.0;0.0;9.0;27.0;;32.0;0.0;0.0;0.0;132.0;0.0;36.0;14.0;
44;6;9;1993;5.0;0.0;0.0;123.0;64.0;3058.0;59.0;;;0.0;0.0;5.0;41.0;;0.0;41.0;0.0;0.0;268.0;9.0;0.0;0.0;
45;6;9;1994;9.0;0.0;0.0;86.0;86.0;2464.0;73.0;;;0.0;0.0;0.0;36.0;;0.0;32.0;0.0;0.0;109.0;18.0;0.0;0.0;
46;6;9;1995;9.0;0.0;0.0;123.0;100.0;2718.0;73.0;;;0.0;0.0;0.0;0.0;;9.0;32.0;0.0;0.0;109.0;14.0;0.0;0.0;
