ID;Vervoerstromen;Vervoerswijze;Perioden;VervoerdLadinggewicht_1;Vervoersprestatie_2
48;Totaal;Spoorvervoer;2012;4122.0;353.0
49;Totaal;Spoorvervoer;2013;4814.0;352.0
50;Totaal;Spoorvervoer;2014;4985.0;381.0
51;Totaal;Spoorvervoer;2015;5901.0;508.0
52;Totaal;Spoorvervoer;2016;5933.0;549.0
53;Totaal;Spoorvervoer;2017;5788.0;506.0
54;Totaal;Spoorvervoer;2018;6006.0;465.0
55;Totaal;Spoorvervoer;2019;5936.0;429.0
56;Totaal;Spoorvervoer;2020;5702.0;414.0
57;Totaal;Spoorvervoer;2021;5885.0;421.0
58;Totaal;Spoorvervoer;2022;5688.0;388.0
59;Totaal;Spoorvervoer;2023;5314.0;349.0
60;Totaal;Pijpleidingvervoer;2012;369238.0;28391.0
61;Totaal;Pijpleidingvervoer;2013;377020.0;29773.0
62;Totaal;Pijpleidingvervoer;2014;350480.0;27451.0
63;Totaal;Pijpleidingvervoer;2015;340160.0;32392.0
64;Totaal;Pijpleidingvervoer;2016;346548.0;32891.0
65;Totaal;Pijpleidingvervoer;2017;343229.0;31817.0
66;Totaal;Pijpleidingvervoer;2018;329132.0;29440.0
67;Totaal;Pijpleidingvervoer;2019;326339.0;27671.0
68;Totaal;Pijpleidingvervoer;2020;289979.0;23113.0
69;Totaal;Pijpleidingvervoer;2021;299570.0;23247.0
70;Totaal;Pijpleidingvervoer;2022;294909.0;23162.0
71;Totaal;Pijpleidingvervoer;2023;280714.0;19917.0
72;Binnenlands vervoer;Totaal alle vervoerwijzen;2012;233304.0;15844.0
73;Binnenlands vervoer;Totaal alle vervoerwijzen;2013;241357.0;17121.0
74;Binnenlands vervoer;Totaal alle vervoerwijzen;2014;226356.0;15369.0
75;Binnenlands vervoer;Totaal alle vervoerwijzen;2015;251763.0;23543.0
76;Binnenlands vervoer;Totaal alle vervoerwijzen;2016;254146.0;23591.0
77;Binnenlands vervoer;Totaal alle vervoerwijzen;2017;249028.0;22020.0
78;Binnenlands vervoer;Totaal alle vervoerwijzen;2018;234480.0;20019.0
79;Binnenlands vervoer;Totaal alle vervoerwijzen;2019;241180.0;18936.0
80;Binnenlands vervoer;Totaal alle vervoerwijzen;2020;212910.0;15156.0
81;Binnenlands vervoer;Totaal alle vervoerwijzen;2021;218005.0;14732.0
82;Binnenlands vervoer;Totaal alle vervoerwijzen;2022;199750.0;13287.0
83;Binnenlands vervoer;Totaal alle vervoerwijzen;2023;194277.0;11277.0
84;Binnenlands vervoer;Zeevaart;2012;302.0;
85;Binnenlands vervoer;Zeevaart;2013;174.0;
86;Binnenlands vervoer;Zeevaart;2014;117.0;
87;Binnenlands vervoer;Zeevaart;2015;0.0;
88;Binnenlands vervoer;Zeevaart;2016;0.0;
89;Binnenlands vervoer;Zeevaart;2017;0.0;
90;Binnenlands vervoer;Zeevaart;2018;0.0;
91;Binnenlands vervoer;Zeevaart;2019;0.0;
92;Binnenlands vervoer;Zeevaart;2020;0.0;
93;Binnenlands vervoer;Zeevaart;2021;0.0;
94;Binnenlands vervoer;Zeevaart;2022;0.0;
95;Binnenlands vervoer;Zeevaart;2023;0.0;
96;Binnenlands vervoer;Binnenvaart;2012;24641.0;2953.0
97;Binnenlands vervoer;Binnenvaart;2013;24773.0;2927.0
98;Binnenlands vervoer;Binnenvaart;2014;25138.0;2914.0
99;Binnenlands vervoer;Binnenvaart;2015;27978.0;3244.0
100;Binnenlands vervoer;Binnenvaart;2016;30300.0;3460.0
101;Binnenlands vervoer;Binnenvaart;2017;29269.0;3373.0
102;Binnenlands vervoer;Binnenvaart;2018;28892.0;3278.0
103;Binnenlands vervoer;Binnenvaart;2019;30081.0;3305.0
104;Binnenlands vervoer;Binnenvaart;2020;27319.0;2847.0
105;Binnenlands vervoer;Binnenvaart;2021;29209.0;3030.0
106;Binnenlands vervoer;Binnenvaart;2022;28876.0;2998.0
107;Binnenlands vervoer;Binnenvaart;2023;27405.0;2841.0
108;Binnenlands vervoer;Wegvervoer;2012;;
109;Binnenlands vervoer;Wegvervoer;2013;10152.0;640.0
110;Binnenlands vervoer;Wegvervoer;2014;10171.0;648.0
111;Binnenlands vervoer;Wegvervoer;2015;8814.0;673.0
112;Binnenlands vervoer;Wegvervoer;2016;9517.0;683.0
113;Binnenlands vervoer;Wegvervoer;2017;9507.0;637.0
114;Binnenlands vervoer;Wegvervoer;2018;9513.0;665.0
115;Binnenlands vervoer;Wegvervoer;2019;8774.0;748.0
116;Binnenlands vervoer;Wegvervoer;2020;8307.0;673.0
117;Binnenlands vervoer;Wegvervoer;2021;8679.0;613.0
118;Binnenlands vervoer;Wegvervoer;2022;7790.0;557.0
119;Binnenlands vervoer;Wegvervoer;2023;8059.0;598.0
120;Binnenlands vervoer;Spoorvervoer;2012;547.0;88.0
121;Binnenlands vervoer;Spoorvervoer;2013;568.0;79.0
122;Binnenlands vervoer;Spoorvervoer;2014;592.0;94.0
123;Binnenlands vervoer;Spoorvervoer;2015;683.0;81.0
124;Binnenlands vervoer;Spoorvervoer;2016;609.0;70.0
125;Binnenlands vervoer;Spoorvervoer;2017;624.0;68.0
126;Binnenlands vervoer;Spoorvervoer;2018;644.0;61.0
127;Binnenlands vervoer;Spoorvervoer;2019;635.0;55.0
128;Binnenlands vervoer;Spoorvervoer;2020;665.0;55.0
129;Binnenlands vervoer;Spoorvervoer;2021;777.0;89.0
130;Binnenlands vervoer;Spoorvervoer;2022;706.0;73.0
131;Binnenlands vervoer;Spoorvervoer;2023;618.0;70.0
132;Binnenlands vervoer;Pijpleidingvervoer;2012;207814.0;12803.0
133;Binnenlands vervoer;Pijpleidingvervoer;2013;205690.0;13475.0
134;Binnenlands vervoer;Pijpleidingvervoer;2014;190338.0;11713.0
135;Binnenlands vervoer;Pijpleidingvervoer;2015;214288.0;19545.0
136;Binnenlands vervoer;Pijpleidingvervoer;2016;213720.0;19378.0
137;Binnenlands vervoer;Pijpleidingvervoer;2017;209628.0;17942.0
138;Binnenlands vervoer;Pijpleidingvervoer;2018;195431.0;16015.0
139;Binnenlands vervoer;Pijpleidingvervoer;2019;201690.0;14828.0
140;Binnenlands vervoer;Pijpleidingvervoer;2020;176619.0;11581.0
141;Binnenlands vervoer;Pijpleidingvervoer;2021;179340.0;11000.0
142;Binnenlands vervoer;Pijpleidingvervoer;2022;162378.0;9659.0
143;Binnenlands vervoer;Pijpleidingvervoer;2023;158195.0;7768.0
144;Aanvoer;Totaal alle vervoerwijzen;2012;206296.0;4702.0
145;Aanvoer;Totaal alle vervoerwijzen;2013;199411.0;5338.0
146;Aanvoer;Totaal alle vervoerwijzen;2014;197139.0;5471.0
147;Aanvoer;Totaal alle vervoerwijzen;2015;228969.0;5443.0
148;Aanvoer;Totaal alle vervoerwijzen;2016;233550.0;6150.0
149;Aanvoer;Totaal alle vervoerwijzen;2017;244674.0;6782.0
150;Aanvoer;Totaal alle vervoerwijzen;2018;244526.0;6766.0
151;Aanvoer;Totaal alle vervoerwijzen;2019;245716.0;6155.0
152;Aanvoer;Totaal alle vervoerwijzen;2020;239838.0;6369.0
153;Aanvoer;Totaal alle vervoerwijzen;2021;244673.0;6404.0
154;Aanvoer;Totaal alle vervoerwijzen;2022;264745.0;6627.0
155;Aanvoer;Totaal alle vervoerwijzen;2023;251297.0;5865.0
156;Aanvoer;Zeevaart;2012;166270.0;
157;Aanvoer;Zeevaart;2013;153363.0;
158;Aanvoer;Zeevaart;2014;149917.0;
159;Aanvoer;Zeevaart;2015;176439.0;
160;Aanvoer;Zeevaart;2016;174917.0;
161;Aanvoer;Zeevaart;2017;179317.0;
162;Aanvoer;Zeevaart;2018;178773.0;
163;Aanvoer;Zeevaart;2019;185485.0;
164;Aanvoer;Zeevaart;2020;176187.0;
165;Aanvoer;Zeevaart;2021;181846.0;
166;Aanvoer;Zeevaart;2022;197003.0;
167;Aanvoer;Zeevaart;2023;191775.0;
168;Aanvoer;Binnenvaart;2012;20552.0;2728.0
169;Aanvoer;Binnenvaart;2013;21792.0;2913.0
170;Aanvoer;Binnenvaart;2014;21880.0;2907.0
171;Aanvoer;Binnenvaart;2015;21476.0;2791.0
172;Aanvoer;Binnenvaart;2016;24003.0;3109.0
173;Aanvoer;Binnenvaart;2017;25095.0;3186.0
174;Aanvoer;Binnenvaart;2018;22516.0;2897.0
175;Aanvoer;Binnenvaart;2019;21616.0;2673.0
176;Aanvoer;Binnenvaart;2020;22329.0;2842.0
177;Aanvoer;Binnenvaart;2021;23477.0;2960.0
178;Aanvoer;Binnenvaart;2022;21001.0;2620.0
179;Aanvoer;Binnenvaart;2023;21632.0;2730.0
180;Aanvoer;Wegvervoer;2012;;
181;Aanvoer;Wegvervoer;2013;2229.0;208.0
182;Aanvoer;Wegvervoer;2014;2129.0;199.0
183;Aanvoer;Wegvervoer;2015;2519.0;186.0
184;Aanvoer;Wegvervoer;2016;2302.0;175.0
185;Aanvoer;Wegvervoer;2017;3006.0;228.0
186;Aanvoer;Wegvervoer;2018;2685.0;209.0
187;Aanvoer;Wegvervoer;2019;2328.0;183.0
188;Aanvoer;Wegvervoer;2020;2393.0;182.0
189;Aanvoer;Wegvervoer;2021;2362.0;172.0
190;Aanvoer;Wegvervoer;2022;2131.0;154.0
191;Aanvoer;Wegvervoer;2023;2100.0;155.0
192;Aanvoer;Spoorvervoer;2012;1029.0;39.0
193;Aanvoer;Spoorvervoer;2013;1226.0;55.0
194;Aanvoer;Spoorvervoer;2014;1368.0;70.0
195;Aanvoer;Spoorvervoer;2015;1634.0;95.0
196;Aanvoer;Spoorvervoer;2016;1619.0;104.0
197;Aanvoer;Spoorvervoer;2017;1689.0;99.0
198;Aanvoer;Spoorvervoer;2018;1610.0;73.0
199;Aanvoer;Spoorvervoer;2019;1572.0;71.0
200;Aanvoer;Spoorvervoer;2020;1563.0;65.0
201;Aanvoer;Spoorvervoer;2021;1625.0;65.0
202;Aanvoer;Spoorvervoer;2022;1499.0;53.0
203;Aanvoer;Spoorvervoer;2023;1461.0;34.0
204;Aanvoer;Pijpleidingvervoer;2012;18445.0;1935.0
205;Aanvoer;Pijpleidingvervoer;2013;20801.0;2162.0
206;Aanvoer;Pijpleidingvervoer;2014;21845.0;2295.0
207;Aanvoer;Pijpleidingvervoer;2015;26901.0;2371.0
208;Aanvoer;Pijpleidingvervoer;2016;30709.0;2762.0
209;Aanvoer;Pijpleidingvervoer;2017;35567.0;3269.0
210;Aanvoer;Pijpleidingvervoer;2018;38942.0;3587.0
211;Aanvoer;Pijpleidingvervoer;2019;34715.0;3228.0
212;Aanvoer;Pijpleidingvervoer;2020;37366.0;3280.0
213;Aanvoer;Pijpleidingvervoer;2021;35363.0;3207.0
214;Aanvoer;Pijpleidingvervoer;2022;43111.0;3800.0
215;Aanvoer;Pijpleidingvervoer;2023;34329.0;2946.0
216;Afvoer;Totaal alle vervoerwijzen;2012;251447.0;18241.0
217;Afvoer;Totaal alle vervoerwijzen;2013;255951.0;18856.0
218;Afvoer;Totaal alle vervoerwijzen;2014;242796.0;18216.0
219;Afvoer;Totaal alle vervoerwijzen;2015;196631.0;15301.0
220;Afvoer;Totaal alle vervoerwijzen;2016;207423.0;15251.0
221;Afvoer;Totaal alle vervoerwijzen;2017;214813.0;14955.0
222;Afvoer;Totaal alle vervoerwijzen;2018;211821.0;13887.0
223;Afvoer;Totaal alle vervoerwijzen;2019;208227.0;14154.0
224;Afvoer;Totaal alle vervoerwijzen;2020;191957.0;12651.0
225;Afvoer;Totaal alle vervoerwijzen;2021;203131.0;13525.0
226;Afvoer;Totaal alle vervoerwijzen;2022;204385.0;14040.0
227;Afvoer;Totaal alle vervoerwijzen;2023;198117.0;13716.0
228;Afvoer;Zeevaart;2012;73812.0;
229;Afvoer;Zeevaart;2013;67925.0;
230;Afvoer;Zeevaart;2014;66048.0;
231;Afvoer;Zeevaart;2015;58178.0;
232;Afvoer;Zeevaart;2016;68439.0;
233;Afvoer;Zeevaart;2017;79909.0;
234;Afvoer;Zeevaart;2018;82634.0;
235;Afvoer;Zeevaart;2019;79394.0;
236;Afvoer;Zeevaart;2020;78300.0;
237;Afvoer;Zeevaart;2021;78568.0;
238;Afvoer;Zeevaart;2022;76132.0;
239;Afvoer;Zeevaart;2023;69072.0;
240;Afvoer;Binnenvaart;2012;32383.0;4401.0
241;Afvoer;Binnenvaart;2013;31888.0;4254.0
242;Afvoer;Binnenvaart;2014;32871.0;4310.0
243;Afvoer;Binnenvaart;2015;33074.0;4292.0
244;Afvoer;Binnenvaart;2016;30968.0;3963.0
245;Afvoer;Binnenvaart;2017;30497.0;3790.0
246;Afvoer;Binnenvaart;2018;27886.0;3474.0
247;Afvoer;Binnenvaart;2019;32356.0;3995.0
248;Afvoer;Binnenvaart;2020;31759.0;3915.0
249;Afvoer;Binnenvaart;2021;33845.0;4008.0
250;Afvoer;Binnenvaart;2022;32890.0;3870.0
251;Afvoer;Binnenvaart;2023;34954.0;4047.0
252;Afvoer;Wegvervoer;2012;;
253;Afvoer;Wegvervoer;2013;2860.0;275.0
254;Afvoer;Wegvervoer;2014;2726.0;256.0
255;Afvoer;Wegvervoer;2015;3212.0;242.0
256;Afvoer;Wegvervoer;2016;2660.0;219.0
257;Afvoer;Wegvervoer;2017;3561.0;279.0
258;Afvoer;Wegvervoer;2018;3488.0;289.0
259;Afvoer;Wegvervoer;2019;3508.0;275.0
260;Afvoer;Wegvervoer;2020;3138.0;243.0
261;Afvoer;Wegvervoer;2021;2880.0;229.0
262;Afvoer;Wegvervoer;2022;2930.0;218.0
263;Afvoer;Wegvervoer;2023;3124.0;237.0
264;Afvoer;Spoorvervoer;2012;2273.0;187.0
265;Afvoer;Spoorvervoer;2013;2749.0;191.0
266;Afvoer;Spoorvervoer;2014;2854.0;207.0
267;Afvoer;Spoorvervoer;2015;3196.0;291.0
268;Afvoer;Spoorvervoer;2016;3237.0;318.0
269;Afvoer;Spoorvervoer;2017;2812.0;280.0
270;Afvoer;Spoorvervoer;2018;3054.0;286.0
271;Afvoer;Spoorvervoer;2019;3035.0;269.0
272;Afvoer;Spoorvervoer;2020;2766.0;241.0
273;Afvoer;Spoorvervoer;2021;2971.0;248.0
274;Afvoer;Spoorvervoer;2022;3013.0;249.0
275;Afvoer;Spoorvervoer;2023;2777.0;229.0
276;Afvoer;Pijpleidingvervoer;2012;142979.0;13653.0
277;Afvoer;Pijpleidingvervoer;2013;150529.0;14136.0
278;Afvoer;Pijpleidingvervoer;2014;138297.0;13443.0
279;Afvoer;Pijpleidingvervoer;2015;98971.0;10476.0
280;Afvoer;Pijpleidingvervoer;2016;102119.0;10751.0
281;Afvoer;Pijpleidingvervoer;2017;98034.0;10606.0
282;Afvoer;Pijpleidingvervoer;2018;94759.0;9838.0
283;Afvoer;Pijpleidingvervoer;2019;89934.0;9615.0
284;Afvoer;Pijpleidingvervoer;2020;75994.0;8252.0
285;Afvoer;Pijpleidingvervoer;2021;84867.0;9040.0
286;Afvoer;Pijpleidingvervoer;2022;89420.0;9703.0
287;Afvoer;Pijpleidingvervoer;2023;88190.0;9203.0
288;Doorvoer;Totaal alle vervoerwijzen;2012;11702.0;1906.0
289;Doorvoer;Totaal alle vervoerwijzen;2013;13489.0;2207.0
290;Doorvoer;Totaal alle vervoerwijzen;2014;13149.0;2098.0
291;Doorvoer;Totaal alle vervoerwijzen;2015;12726.0;2009.0
292;Doorvoer;Totaal alle vervoerwijzen;2016;14177.0;2285.0
293;Doorvoer;Totaal alle vervoerwijzen;2017;14815.0;2338.0
294;Doorvoer;Totaal alle vervoerwijzen;2018;14494.0;2283.0
295;Doorvoer;Totaal alle vervoerwijzen;2019;15650.0;2549.0
296;Doorvoer;Totaal alle vervoerwijzen;2020;14549.0;2360.0
297;Doorvoer;Totaal alle vervoerwijzen;2021;14873.0;2442.0
298;Doorvoer;Totaal alle vervoerwijzen;2022;13243.0;2065.0
299;Doorvoer;Totaal alle vervoerwijzen;2023;14097.0;2151.0
300;Doorvoer;Zeevaart;2012;0.0;
301;Doorvoer;Zeevaart;2013;0.0;
302;Doorvoer;Zeevaart;2014;0.0;
303;Doorvoer;Zeevaart;2015;0.0;
304;Doorvoer;Zeevaart;2016;0.0;
305;Doorvoer;Zeevaart;2017;0.0;
306;Doorvoer;Zeevaart;2018;0.0;
307;Doorvoer;Zeevaart;2019;0.0;
308;Doorvoer;Zeevaart;2020;0.0;
309;Doorvoer;Zeevaart;2021;0.0;
310;Doorvoer;Zeevaart;2022;0.0;
311;Doorvoer;Zeevaart;2023;0.0;
312;Doorvoer;Binnenvaart;2012;11429.0;1867.0
313;Doorvoer;Binnenvaart;2013;13136.0;2172.0
314;Doorvoer;Binnenvaart;2014;12905.0;2081.0
315;Doorvoer;Binnenvaart;2015;12224.0;1961.0
316;Doorvoer;Binnenvaart;2016;13618.0;2222.0
317;Doorvoer;Binnenvaart;2017;13972.0;2267.0
318;Doorvoer;Binnenvaart;2018;13603.0;2223.0
319;Doorvoer;Binnenvaart;2019;14748.0;2503.0
320;Doorvoer;Binnenvaart;2020;13708.0;2298.0
321;Doorvoer;Binnenvaart;2021;14245.0;2416.0
322;Doorvoer;Binnenvaart;2022;12650.0;2047.0
323;Doorvoer;Binnenvaart;2023;13543.0;2126.0
324;Doorvoer;Wegvervoer;2012;;
325;Doorvoer;Wegvervoer;2013;82.0;8.0
326;Doorvoer;Wegvervoer;2014;73.0;7.0
327;Doorvoer;Wegvervoer;2015;114.0;7.0
328;Doorvoer;Wegvervoer;2016;91.0;6.0
329;Doorvoer;Wegvervoer;2017;180.0;12.0
330;Doorvoer;Wegvervoer;2018;193.0;15.0
331;Doorvoer;Wegvervoer;2019;208.0;12.0
332;Doorvoer;Wegvervoer;2020;133.0;9.0
333;Doorvoer;Wegvervoer;2021;116.0;7.0
334;Doorvoer;Wegvervoer;2022;123.0;5.0
335;Doorvoer;Wegvervoer;2023;96.0;9.0
336;Doorvoer;Spoorvervoer;2012;273.0;39.0
337;Doorvoer;Spoorvervoer;2013;271.0;27.0
338;Doorvoer;Spoorvervoer;2014;171.0;10.0
339;Doorvoer;Spoorvervoer;2015;388.0;41.0
340;Doorvoer;Spoorvervoer;2016;468.0;57.0
341;Doorvoer;Spoorvervoer;2017;663.0;59.0
342;Doorvoer;Spoorvervoer;2018;698.0;45.0
343;Doorvoer;Spoorvervoer;2019;694.0;34.0
344;Doorvoer;Spoorvervoer;2020;708.0;53.0
345;Doorvoer;Spoorvervoer;2021;512.0;19.0
346;Doorvoer;Spoorvervoer;2022;470.0;13.0
347;Doorvoer;Spoorvervoer;2023;458.0;16.0
348;Doorvoer;Pijpleidingvervoer;2012;0.0;0.0
349;Doorvoer;Pijpleidingvervoer;2013;0.0;0.0
350;Doorvoer;Pijpleidingvervoer;2014;0.0;0.0
351;Doorvoer;Pijpleidingvervoer;2015;0.0;0.0
352;Doorvoer;Pijpleidingvervoer;2016;0.0;0.0
353;Doorvoer;Pijpleidingvervoer;2017;0.0;0.0
354;Doorvoer;Pijpleidingvervoer;2018;0.0;0.0
355;Doorvoer;Pijpleidingvervoer;2019;0.0;0.0
356;Doorvoer;Pijpleidingvervoer;2020;0.0;0.0
357;Doorvoer;Pijpleidingvervoer;2021;0.0;0.0
358;Doorvoer;Pijpleidingvervoer;2022;0.0;0.0
359;Doorvoer;Pijpleidingvervoer;2023;0.0;0.0
