ID;DuurUitkeringsafhankelijkheid;UitkeringsaandeelInBrutoInkomen;Huishoudenskenmerken;Perioden;ParticuliereHuishoudens_1;ParticuliereHuishoudensRelatief_2;PersonenInParticuliereHuishoudens_3;PersonenInPartHuishoudensRelatief_4
0;1;1;10000;2001;6862.0;100.0;15785.0;100.0
1;1;1;10000;2002;6919.0;100.0;15864.0;100.0
2;1;1;10000;2003;6948.0;100.0;15905.0;100.0
3;1;1;10000;2004;6990.0;100.0;15954.0;100.0
4;1;1;10000;2005;7063.0;100.0;16006.0;100.0
5;1;1;10000;2006;7109.0;100.0;16034.0;100.0
6;1;1;10000;2007;7166.0;100.0;16090.0;100.0
7;1;1;10000;2008;7242.0;100.0;16186.0;100.0
8;1;1;10000;2009;7303.0;100.0;16258.0;100.0
9;1;1;10000;2010;7337.0;100.0;16303.0;100.0
10;1;1;10000;2011;7416.0;100.0;16392.0;100.0
11;1;1;10000;2012;7470.0;100.0;16442.0;100.0
12;1;1;10000;2013;7488.0;100.0;16452.0;100.0
13;1;1;10000;2014;7557.0;100.0;16524.0;100.0
14;1;1;10050;2001;2288.0;100.0;2288.0;100.0
15;1;1;10050;2002;2325.0;100.0;2325.0;100.0
16;1;1;10050;2003;2342.0;100.0;2342.0;100.0
17;1;1;10050;2004;2368.0;100.0;2368.0;100.0
18;1;1;10050;2005;2436.0;100.0;2436.0;100.0
19;1;1;10050;2006;2473.0;100.0;2473.0;100.0
20;1;1;10050;2007;2511.0;100.0;2511.0;100.0
21;1;1;10050;2008;2561.0;100.0;2561.0;100.0
22;1;1;10050;2009;2599.0;100.0;2599.0;100.0
23;1;1;10050;2010;2617.0;100.0;2617.0;100.0
24;1;1;10050;2011;2679.0;100.0;2679.0;100.0
25;1;1;10050;2012;2717.0;100.0;2717.0;100.0
26;1;1;10050;2013;2716.0;100.0;2716.0;100.0
27;1;1;10050;2014;2774.0;100.0;2774.0;100.0
28;1;1;10450;2001;1028.0;100.0;1028.0;100.0
29;1;1;10450;2002;1050.0;100.0;1050.0;100.0
30;1;1;10450;2003;1063.0;100.0;1063.0;100.0
31;1;1;10450;2004;1072.0;100.0;1072.0;100.0
32;1;1;10450;2005;1106.0;100.0;1106.0;100.0
33;1;1;10450;2006;1126.0;100.0;1126.0;100.0
34;1;1;10450;2007;1149.0;100.0;1149.0;100.0
35;1;1;10450;2008;1183.0;100.0;1183.0;100.0
36;1;1;10450;2009;1203.0;100.0;1203.0;100.0
37;1;1;10450;2010;1217.0;100.0;1217.0;100.0
38;1;1;10450;2011;1254.0;100.0;1254.0;100.0
39;1;1;10450;2012;1279.0;100.0;1279.0;100.0
40;1;1;10450;2013;1284.0;100.0;1284.0;100.0
41;1;1;10450;2014;1311.0;100.0;1311.0;100.0
42;1;1;10500;2001;868.0;100.0;868.0;100.0
43;1;1;10500;2002;886.0;100.0;886.0;100.0
44;1;1;10500;2003;896.0;100.0;896.0;100.0
45;1;1;10500;2004;900.0;100.0;900.0;100.0
46;1;1;10500;2005;927.0;100.0;927.0;100.0
47;1;1;10500;2006;941.0;100.0;941.0;100.0
48;1;1;10500;2007;958.0;100.0;958.0;100.0
49;1;1;10500;2008;985.0;100.0;985.0;100.0
50;1;1;10500;2009;994.0;100.0;994.0;100.0
51;1;1;10500;2010;1007.0;100.0;1007.0;100.0
52;1;1;10500;2011;1033.0;100.0;1033.0;100.0
53;1;1;10500;2012;1044.0;100.0;1044.0;100.0
54;1;1;10500;2013;1040.0;100.0;1040.0;100.0
55;1;1;10500;2014;1056.0;100.0;1056.0;100.0
56;1;1;10550;2001;160.0;100.0;160.0;100.0
57;1;1;10550;2002;164.0;100.0;164.0;100.0
58;1;1;10550;2003;167.0;100.0;167.0;100.0
