ID;BeroepsEnEigenVervoer;Vervoerstromen;LandVanLadenLossen;Landen;Perioden;VervoerdGewicht_1
951;Beroeps- en eigen vervoer;5;1;7;2004;91.0
952;Beroeps- en eigen vervoer;5;1;7;2005;55.0
953;Beroeps- en eigen vervoer;5;1;7;2006;132.0
954;Beroeps- en eigen vervoer;5;1;7;2007;45.0
955;Beroeps- en eigen vervoer;5;1;7;2008;60.0
956;Beroeps- en eigen vervoer;5;1;7;2009;60.0
957;Beroeps- en eigen vervoer;5;1;7;2010;110.0
958;Beroeps- en eigen vervoer;5;1;7;2011;45.0
959;Beroeps- en eigen vervoer;5;1;7;2012;28.0
960;Beroeps- en eigen vervoer;5;1;8;1997;55.0
961;Beroeps- en eigen vervoer;5;1;8;1998;146.0
962;Beroeps- en eigen vervoer;5;1;8;1999;61.0
963;Beroeps- en eigen vervoer;5;1;8;2000;39.0
964;Beroeps- en eigen vervoer;5;1;8;2001;44.0
965;Beroeps- en eigen vervoer;5;1;8;2002;83.0
966;Beroeps- en eigen vervoer;5;1;8;2003;215.0
967;Beroeps- en eigen vervoer;5;1;8;2004;260.0
968;Beroeps- en eigen vervoer;5;1;8;2005;279.0
969;Beroeps- en eigen vervoer;5;1;8;2006;130.0
970;Beroeps- en eigen vervoer;5;1;8;2007;567.0
971;Beroeps- en eigen vervoer;5;1;8;2008;1590.0
972;Beroeps- en eigen vervoer;5;1;8;2009;217.0
973;Beroeps- en eigen vervoer;5;1;8;2010;1591.0
974;Beroeps- en eigen vervoer;5;1;8;2011;1791.0
975;Beroeps- en eigen vervoer;5;1;8;2012;872.0
976;Beroeps- en eigen vervoer;5;1;9;1997;17.0
977;Beroeps- en eigen vervoer;5;1;9;1998;26.0
978;Beroeps- en eigen vervoer;5;1;9;1999;31.0
979;Beroeps- en eigen vervoer;5;1;9;2000;10.0
980;Beroeps- en eigen vervoer;5;1;9;2001;24.0
981;Beroeps- en eigen vervoer;5;1;9;2002;12.0
982;Beroeps- en eigen vervoer;5;1;9;2003;28.0
983;Beroeps- en eigen vervoer;5;1;9;2004;79.0
984;Beroeps- en eigen vervoer;5;1;9;2005;61.0
985;Beroeps- en eigen vervoer;5;1;9;2006;42.0
986;Beroeps- en eigen vervoer;5;1;9;2007;38.0
987;Beroeps- en eigen vervoer;5;1;9;2008;135.0
988;Beroeps- en eigen vervoer;5;1;9;2009;30.0
989;Beroeps- en eigen vervoer;5;1;9;2010;30.0
990;Beroeps- en eigen vervoer;5;1;9;2011;90.0
991;Beroeps- en eigen vervoer;5;1;9;2012;83.0
992;Beroeps- en eigen vervoer;5;1;Zwitserland;1997;37.0
993;Beroeps- en eigen vervoer;5;1;Zwitserland;1998;40.0
994;Beroeps- en eigen vervoer;5;1;Zwitserland;1999;27.0
995;Beroeps- en eigen vervoer;5;1;Zwitserland;2000;20.0
996;Beroeps- en eigen vervoer;5;1;Zwitserland;2001;12.0
997;Beroeps- en eigen vervoer;5;1;Zwitserland;2002;16.0
998;Beroeps- en eigen vervoer;5;1;Zwitserland;2003;16.0
999;Beroeps- en eigen vervoer;5;1;Zwitserland;2004;34.0
1000;Beroeps- en eigen vervoer;5;1;Zwitserland;2005;30.0
1001;Beroeps- en eigen vervoer;5;1;Zwitserland;2006;35.0
1002;Beroeps- en eigen vervoer;5;1;Zwitserland;2007;54.0
1003;Beroeps- en eigen vervoer;5;1;Zwitserland;2008;30.0
1004;Beroeps- en eigen vervoer;5;1;Zwitserland;2009;17.0
1005;Beroeps- en eigen vervoer;5;1;Zwitserland;2010;17.0
1006;Beroeps- en eigen vervoer;5;1;Zwitserland;2011;35.0
1007;Beroeps- en eigen vervoer;5;1;Zwitserland;2012;50.0
1008;Beroeps- en eigen vervoer;5;1;Centraal of Oost-Europa;1997;38.0
1009;Beroeps- en eigen vervoer;5;1;Centraal of Oost-Europa;1998;70.0
1010;Beroeps- en eigen vervoer;5;1;Centraal of Oost-Europa;1999;83.0
1011;Beroeps- en eigen vervoer;5;1;Centraal of Oost-Europa;2000;40.0
1012;Beroeps- en eigen vervoer;5;1;Centraal of Oost-Europa;2001;46.0
1013;Beroeps- en eigen vervoer;5;1;Centraal of Oost-Europa;2002;23.0
1014;Beroeps- en eigen vervoer;5;1;Centraal of Oost-Europa;2003;198.0
1015;Beroeps- en eigen vervoer;5;1;Centraal of Oost-Europa;2004;28.0
1016;Beroeps- en eigen vervoer;5;1;Centraal of Oost-Europa;2005;64.0
1017;Beroeps- en eigen vervoer;5;1;Centraal of Oost-Europa;2006;19.0
1018;Beroeps- en eigen vervoer;5;1;Centraal of Oost-Europa;2007;14.0
1019;Beroeps- en eigen vervoer;5;1;Centraal of Oost-Europa;2008;53.0
1020;Beroeps- en eigen vervoer;5;1;Centraal of Oost-Europa;2009;116.0
1021;Beroeps- en eigen vervoer;5;1;Centraal of Oost-Europa;2010;8.0
1022;Beroeps- en eigen vervoer;5;1;Centraal of Oost-Europa;2011;53.0
1023;Beroeps- en eigen vervoer;5;1;Centraal of Oost-Europa;2012;27.0
1024;Beroeps- en eigen vervoer;5;1;Overige landen;1997;16.0
1025;Beroeps- en eigen vervoer;5;1;Overige landen;1998;13.0
1026;Beroeps- en eigen vervoer;5;1;Overige landen;1999;17.0
1027;Beroeps- en eigen vervoer;5;1;Overige landen;2000;7.0
1028;Beroeps- en eigen vervoer;5;1;Overige landen;2001;9.0
1029;Beroeps- en eigen vervoer;5;1;Overige landen;2002;20.0
1030;Beroeps- en eigen vervoer;5;1;Overige landen;2003;31.0
1031;Beroeps- en eigen vervoer;5;1;Overige landen;2004;35.0
1032;Beroeps- en eigen vervoer;5;1;Overige landen;2005;8.0
1033;Beroeps- en eigen vervoer;5;1;Overige landen;2006;39.0
1034;Beroeps- en eigen vervoer;5;1;Overige landen;2007;43.0
1035;Beroeps- en eigen vervoer;5;1;Overige landen;2008;20.0
1036;Beroeps- en eigen vervoer;5;1;Overige landen;2009;30.0
1037;Beroeps- en eigen vervoer;5;1;Overige landen;2010;47.0
1038;Beroeps- en eigen vervoer;5;1;Overige landen;2011;74.0
1039;Beroeps- en eigen vervoer;5;1;Overige landen;2012;100.0
1040;Beroeps- en eigen vervoer;5;2;0;1997;7966.0
1041;Beroeps- en eigen vervoer;5;2;0;1998;8543.0
1042;Beroeps- en eigen vervoer;5;2;0;1999;9884.0
1043;Beroeps- en eigen vervoer;5;2;0;2000;9565.0
1044;Beroeps- en eigen vervoer;5;2;0;2001;11602.0
1045;Beroeps- en eigen vervoer;5;2;0;2002;9910.0
1046;Beroeps- en eigen vervoer;5;2;0;2003;13048.0
1047;Beroeps- en eigen vervoer;5;2;0;2004;14938.0
1048;Beroeps- en eigen vervoer;5;2;0;2005;16904.0
1049;Beroeps- en eigen vervoer;5;2;0;2006;14140.0
1050;Beroeps- en eigen vervoer;5;2;0;2007;13689.0
1051;Beroeps- en eigen vervoer;5;2;0;2008;16289.0
1052;Beroeps- en eigen vervoer;5;2;0;2009;12947.0
1053;Beroeps- en eigen vervoer;5;2;0;2010;15861.0
1054;Beroeps- en eigen vervoer;5;2;0;2011;16037.0
1055;Beroeps- en eigen vervoer;5;2;0;2012;16255.0
1056;Beroeps- en eigen vervoer;5;2;1;1997;3369.0
1057;Beroeps- en eigen vervoer;5;2;1;1998;3244.0
1058;Beroeps- en eigen vervoer;5;2;1;1999;3371.0
1059;Beroeps- en eigen vervoer;5;2;1;2000;2858.0
1060;Beroeps- en eigen vervoer;5;2;1;2001;3749.0
1061;Beroeps- en eigen vervoer;5;2;1;2002;2719.0
1062;Beroeps- en eigen vervoer;5;2;1;2003;4039.0
1063;Beroeps- en eigen vervoer;5;2;1;2004;4922.0
1064;Beroeps- en eigen vervoer;5;2;1;2005;4696.0
1065;Beroeps- en eigen vervoer;5;2;1;2006;4837.0
1066;Beroeps- en eigen vervoer;5;2;1;2007;4403.0
1067;Beroeps- en eigen vervoer;5;2;1;2008;5104.0
1068;Beroeps- en eigen vervoer;5;2;1;2009;4228.0
1069;Beroeps- en eigen vervoer;5;2;1;2010;6040.0
1070;Beroeps- en eigen vervoer;5;2;1;2011;5548.0
1071;Beroeps- en eigen vervoer;5;2;1;2012;5918.0
1072;Beroeps- en eigen vervoer;5;2;2;1997;133.0
1073;Beroeps- en eigen vervoer;5;2;2;1998;263.0
1074;Beroeps- en eigen vervoer;5;2;2;1999;272.0
1075;Beroeps- en eigen vervoer;5;2;2;2000;365.0
1076;Beroeps- en eigen vervoer;5;2;2;2001;506.0
1077;Beroeps- en eigen vervoer;5;2;2;2002;499.0
1078;Beroeps- en eigen vervoer;5;2;2;2003;599.0
1079;Beroeps- en eigen vervoer;5;2;2;2004;1138.0
1080;Beroeps- en eigen vervoer;5;2;2;2005;2372.0
1081;Beroeps- en eigen vervoer;5;2;2;2006;873.0
1082;Beroeps- en eigen vervoer;5;2;2;2007;806.0
1083;Beroeps- en eigen vervoer;5;2;2;2008;997.0
1084;Beroeps- en eigen vervoer;5;2;2;2009;770.0
1085;Beroeps- en eigen vervoer;5;2;2;2010;937.0
1086;Beroeps- en eigen vervoer;5;2;2;2011;649.0
1087;Beroeps- en eigen vervoer;5;2;2;2012;657.0
1088;Beroeps- en eigen vervoer;5;2;3;1997;4005.0
1089;Beroeps- en eigen vervoer;5;2;3;1998;4422.0
1090;Beroeps- en eigen vervoer;5;2;3;1999;5410.0
1091;Beroeps- en eigen vervoer;5;2;3;2000;4533.0
1092;Beroeps- en eigen vervoer;5;2;3;2001;4997.0
1093;Beroeps- en eigen vervoer;5;2;3;2002;4695.0
1094;Beroeps- en eigen vervoer;5;2;3;2003;5812.0
1095;Beroeps- en eigen vervoer;5;2;3;2004;6109.0
1096;Beroeps- en eigen vervoer;5;2;3;2005;6521.0
1097;Beroeps- en eigen vervoer;5;2;3;2006;5108.0
1098;Beroeps- en eigen vervoer;5;2;3;2007;5993.0
1099;Beroeps- en eigen vervoer;5;2;3;2008;6069.0
1100;Beroeps- en eigen vervoer;5;2;3;2009;5394.0
1101;Beroeps- en eigen vervoer;5;2;3;2010;5722.0
1102;Beroeps- en eigen vervoer;5;2;3;2011;6309.0
1103;Beroeps- en eigen vervoer;5;2;3;2012;6693.0
1104;Beroeps- en eigen vervoer;5;2;4;1997;108.0
1105;Beroeps- en eigen vervoer;5;2;4;1998;109.0
1106;Beroeps- en eigen vervoer;5;2;4;1999;163.0
1107;Beroeps- en eigen vervoer;5;2;4;2000;237.0
1108;Beroeps- en eigen vervoer;5;2;4;2001;213.0
1109;Beroeps- en eigen vervoer;5;2;4;2002;108.0
1110;Beroeps- en eigen vervoer;5;2;4;2003;80.0
1111;Beroeps- en eigen vervoer;5;2;4;2004;103.0
1112;Beroeps- en eigen vervoer;5;2;4;2005;95.0
1113;Beroeps- en eigen vervoer;5;2;4;2006;97.0
1114;Beroeps- en eigen vervoer;5;2;4;2007;380.0
1115;Beroeps- en eigen vervoer;5;2;4;2008;298.0
1116;Beroeps- en eigen vervoer;5;2;4;2009;577.0
1117;Beroeps- en eigen vervoer;5;2;4;2010;329.0
1118;Beroeps- en eigen vervoer;5;2;4;2011;475.0
1119;Beroeps- en eigen vervoer;5;2;4;2012;493.0
1120;Beroeps- en eigen vervoer;5;2;5;1997;143.0
1121;Beroeps- en eigen vervoer;5;2;5;1998;157.0
1122;Beroeps- en eigen vervoer;5;2;5;1999;358.0
1123;Beroeps- en eigen vervoer;5;2;5;2000;1372.0
1124;Beroeps- en eigen vervoer;5;2;5;2001;1914.0
1125;Beroeps- en eigen vervoer;5;2;5;2002;1668.0
1126;Beroeps- en eigen vervoer;5;2;5;2003;1928.0
1127;Beroeps- en eigen vervoer;5;2;5;2004;2098.0
1128;Beroeps- en eigen vervoer;5;2;5;2005;2619.0
1129;Beroeps- en eigen vervoer;5;2;5;2006;2778.0
1130;Beroeps- en eigen vervoer;5;2;5;2007;1298.0
1131;Beroeps- en eigen vervoer;5;2;5;2008;1921.0
1132;Beroeps- en eigen vervoer;5;2;5;2009;1468.0
1133;Beroeps- en eigen vervoer;5;2;5;2010;1000.0
1134;Beroeps- en eigen vervoer;5;2;5;2011;922.0
1135;Beroeps- en eigen vervoer;5;2;5;2012;1146.0
1136;Beroeps- en eigen vervoer;5;2;6;1997;31.0
1137;Beroeps- en eigen vervoer;5;2;6;1998;33.0
1138;Beroeps- en eigen vervoer;5;2;6;1999;32.0
1139;Beroeps- en eigen vervoer;5;2;6;2000;39.0
1140;Beroeps- en eigen vervoer;5;2;6;2001;36.0
1141;Beroeps- en eigen vervoer;5;2;6;2002;31.0
1142;Beroeps- en eigen vervoer;5;2;6;2003;21.0
1143;Beroeps- en eigen vervoer;5;2;6;2004;41.0
1144;Beroeps- en eigen vervoer;5;2;6;2005;104.0
1145;Beroeps- en eigen vervoer;5;2;6;2006;50.0
1146;Beroeps- en eigen vervoer;5;2;6;2007;48.0
1147;Beroeps- en eigen vervoer;5;2;6;2008;12.0
1148;Beroeps- en eigen vervoer;5;2;6;2009;40.0
1149;Beroeps- en eigen vervoer;5;2;6;2010;30.0
1150;Beroeps- en eigen vervoer;5;2;6;2011;47.0
1151;Beroeps- en eigen vervoer;5;2;6;2012;188.0
1152;Beroeps- en eigen vervoer;5;2;7;1997;14.0
1153;Beroeps- en eigen vervoer;5;2;7;1998;20.0
1154;Beroeps- en eigen vervoer;5;2;7;1999;59.0
1155;Beroeps- en eigen vervoer;5;2;7;2000;45.0
1156;Beroeps- en eigen vervoer;5;2;7;2001;52.0
1157;Beroeps- en eigen vervoer;5;2;7;2002;36.0
1158;Beroeps- en eigen vervoer;5;2;7;2003;81.0
1159;Beroeps- en eigen vervoer;5;2;7;2004;91.0
1160;Beroeps- en eigen vervoer;5;2;7;2005;55.0
1161;Beroeps- en eigen vervoer;5;2;7;2006;132.0
1162;Beroeps- en eigen vervoer;5;2;7;2007;45.0
1163;Beroeps- en eigen vervoer;5;2;7;2008;60.0
1164;Beroeps- en eigen vervoer;5;2;7;2009;60.0
1165;Beroeps- en eigen vervoer;5;2;7;2010;110.0
1166;Beroeps- en eigen vervoer;5;2;7;2011;45.0
1167;Beroeps- en eigen vervoer;5;2;7;2012;28.0
1168;Beroeps- en eigen vervoer;5;2;8;1997;55.0
1169;Beroeps- en eigen vervoer;5;2;8;1998;146.0
1170;Beroeps- en eigen vervoer;5;2;8;1999;61.0
1171;Beroeps- en eigen vervoer;5;2;8;2000;39.0
1172;Beroeps- en eigen vervoer;5;2;8;2001;44.0
1173;Beroeps- en eigen vervoer;5;2;8;2002;83.0
1174;Beroeps- en eigen vervoer;5;2;8;2003;215.0
1175;Beroeps- en eigen vervoer;5;2;8;2004;260.0
1176;Beroeps- en eigen vervoer;5;2;8;2005;279.0
1177;Beroeps- en eigen vervoer;5;2;8;2006;130.0
1178;Beroeps- en eigen vervoer;5;2;8;2007;567.0
1179;Beroeps- en eigen vervoer;5;2;8;2008;1590.0
1180;Beroeps- en eigen vervoer;5;2;8;2009;217.0
1181;Beroeps- en eigen vervoer;5;2;8;2010;1591.0
1182;Beroeps- en eigen vervoer;5;2;8;2011;1791.0
1183;Beroeps- en eigen vervoer;5;2;8;2012;872.0
1184;Beroeps- en eigen vervoer;5;2;9;1997;17.0
1185;Beroeps- en eigen vervoer;5;2;9;1998;26.0
1186;Beroeps- en eigen vervoer;5;2;9;1999;31.0
1187;Beroeps- en eigen vervoer;5;2;9;2000;10.0
1188;Beroeps- en eigen vervoer;5;2;9;2001;24.0
1189;Beroeps- en eigen vervoer;5;2;9;2002;12.0
1190;Beroeps- en eigen vervoer;5;2;9;2003;28.0
1191;Beroeps- en eigen vervoer;5;2;9;2004;79.0
1192;Beroeps- en eigen vervoer;5;2;9;2005;61.0
1193;Beroeps- en eigen vervoer;5;2;9;2006;42.0
1194;Beroeps- en eigen vervoer;5;2;9;2007;38.0
1195;Beroeps- en eigen vervoer;5;2;9;2008;135.0
1196;Beroeps- en eigen vervoer;5;2;9;2009;30.0
1197;Beroeps- en eigen vervoer;5;2;9;2010;30.0
1198;Beroeps- en eigen vervoer;5;2;9;2011;90.0
1199;Beroeps- en eigen vervoer;5;2;9;2012;83.0
1200;Beroeps- en eigen vervoer;5;2;Zwitserland;1997;37.0
1201;Beroeps- en eigen vervoer;5;2;Zwitserland;1998;40.0
1202;Beroeps- en eigen vervoer;5;2;Zwitserland;1999;27.0
1203;Beroeps- en eigen vervoer;5;2;Zwitserland;2000;20.0
1204;Beroeps- en eigen vervoer;5;2;Zwitserland;2001;12.0
1205;Beroeps- en eigen vervoer;5;2;Zwitserland;2002;16.0
1206;Beroeps- en eigen vervoer;5;2;Zwitserland;2003;16.0
1207;Beroeps- en eigen vervoer;5;2;Zwitserland;2004;34.0
1208;Beroeps- en eigen vervoer;5;2;Zwitserland;2005;30.0
1209;Beroeps- en eigen vervoer;5;2;Zwitserland;2006;35.0
1210;Beroeps- en eigen vervoer;5;2;Zwitserland;2007;54.0
1211;Beroeps- en eigen vervoer;5;2;Zwitserland;2008;30.0
1212;Beroeps- en eigen vervoer;5;2;Zwitserland;2009;17.0
1213;Beroeps- en eigen vervoer;5;2;Zwitserland;2010;17.0
1214;Beroeps- en eigen vervoer;5;2;Zwitserland;2011;35.0
1215;Beroeps- en eigen vervoer;5;2;Zwitserland;2012;50.0
1216;Beroeps- en eigen vervoer;5;2;Centraal of Oost-Europa;1997;38.0
1217;Beroeps- en eigen vervoer;5;2;Centraal of Oost-Europa;1998;70.0
1218;Beroeps- en eigen vervoer;5;2;Centraal of Oost-Europa;1999;83.0
1219;Beroeps- en eigen vervoer;5;2;Centraal of Oost-Europa;2000;40.0
1220;Beroeps- en eigen vervoer;5;2;Centraal of Oost-Europa;2001;46.0
1221;Beroeps- en eigen vervoer;5;2;Centraal of Oost-Europa;2002;23.0
1222;Beroeps- en eigen vervoer;5;2;Centraal of Oost-Europa;2003;198.0
1223;Beroeps- en eigen vervoer;5;2;Centraal of Oost-Europa;2004;28.0
1224;Beroeps- en eigen vervoer;5;2;Centraal of Oost-Europa;2005;64.0
1225;Beroeps- en eigen vervoer;5;2;Centraal of Oost-Europa;2006;19.0
1226;Beroeps- en eigen vervoer;5;2;Centraal of Oost-Europa;2007;14.0
1227;Beroeps- en eigen vervoer;5;2;Centraal of Oost-Europa;2008;53.0
1228;Beroeps- en eigen vervoer;5;2;Centraal of Oost-Europa;2009;116.0
1229;Beroeps- en eigen vervoer;5;2;Centraal of Oost-Europa;2010;8.0
1230;Beroeps- en eigen vervoer;5;2;Centraal of Oost-Europa;2011;53.0
1231;Beroeps- en eigen vervoer;5;2;Centraal of Oost-Europa;2012;27.0
1232;Beroeps- en eigen vervoer;5;2;Overige landen;1997;16.0
1233;Beroeps- en eigen vervoer;5;2;Overige landen;1998;13.0
1234;Beroeps- en eigen vervoer;5;2;Overige landen;1999;17.0
1235;Beroeps- en eigen vervoer;5;2;Overige landen;2000;7.0
1236;Beroeps- en eigen vervoer;5;2;Overige landen;2001;9.0
1237;Beroeps- en eigen vervoer;5;2;Overige landen;2002;20.0
1238;Beroeps- en eigen vervoer;5;2;Overige landen;2003;31.0
1239;Beroeps- en eigen vervoer;5;2;Overige landen;2004;35.0
1240;Beroeps- en eigen vervoer;5;2;Overige landen;2005;8.0
1241;Beroeps- en eigen vervoer;5;2;Overige landen;2006;39.0
1242;Beroeps- en eigen vervoer;5;2;Overige landen;2007;43.0
1243;Beroeps- en eigen vervoer;5;2;Overige landen;2008;20.0
1244;Beroeps- en eigen vervoer;5;2;Overige landen;2009;30.0
1245;Beroeps- en eigen vervoer;5;2;Overige landen;2010;47.0
1246;Beroeps- en eigen vervoer;5;2;Overige landen;2011;74.0
1247;Beroeps- en eigen vervoer;5;2;Overige landen;2012;100.0
1248;Beroeps- en eigen vervoer;6;1;0;1997;11516.0
1249;Beroeps- en eigen vervoer;6;1;0;1998;12284.0
1250;Beroeps- en eigen vervoer;6;1;0;1999;12911.0
1251;Beroeps- en eigen vervoer;6;1;0;2000;12721.0
1252;Beroeps- en eigen vervoer;6;1;0;2001;12387.0
1253;Beroeps- en eigen vervoer;6;1;0;2002;13420.0
1254;Beroeps- en eigen vervoer;6;1;0;2003;13680.0
1255;Beroeps- en eigen vervoer;6;1;0;2004;17345.0
1256;Beroeps- en eigen vervoer;6;1;0;2005;13998.0
1257;Beroeps- en eigen vervoer;6;1;0;2006;14012.0
1258;Beroeps- en eigen vervoer;6;1;0;2007;13202.0
1259;Beroeps- en eigen vervoer;6;1;0;2008;12992.0
1260;Beroeps- en eigen vervoer;6;1;0;2009;12106.0
1261;Beroeps- en eigen vervoer;6;1;0;2010;13935.0
1262;Beroeps- en eigen vervoer;6;1;0;2011;12608.0
1263;Beroeps- en eigen vervoer;6;1;0;2012;10750.0
1264;Beroeps- en eigen vervoer;6;1;1;1997;3676.0
1265;Beroeps- en eigen vervoer;6;1;1;1998;3973.0
1266;Beroeps- en eigen vervoer;6;1;1;1999;4145.0
1267;Beroeps- en eigen vervoer;6;1;1;2000;3961.0
1268;Beroeps- en eigen vervoer;6;1;1;2001;3990.0
1269;Beroeps- en eigen vervoer;6;1;1;2002;4220.0
1270;Beroeps- en eigen vervoer;6;1;1;2003;4168.0
1271;Beroeps- en eigen vervoer;6;1;1;2004;5027.0
1272;Beroeps- en eigen vervoer;6;1;1;2005;4138.0
1273;Beroeps- en eigen vervoer;6;1;1;2006;4504.0
1274;Beroeps- en eigen vervoer;6;1;1;2007;4715.0
1275;Beroeps- en eigen vervoer;6;1;1;2008;4168.0
1276;Beroeps- en eigen vervoer;6;1;1;2009;4177.0
1277;Beroeps- en eigen vervoer;6;1;1;2010;4659.0
1278;Beroeps- en eigen vervoer;6;1;1;2011;4032.0
1279;Beroeps- en eigen vervoer;6;1;1;2012;3782.0
1280;Beroeps- en eigen vervoer;6;1;2;1997;1335.0
1281;Beroeps- en eigen vervoer;6;1;2;1998;1461.0
1282;Beroeps- en eigen vervoer;6;1;2;1999;1664.0
1283;Beroeps- en eigen vervoer;6;1;2;2000;1884.0
1284;Beroeps- en eigen vervoer;6;1;2;2001;1850.0
1285;Beroeps- en eigen vervoer;6;1;2;2002;2090.0
1286;Beroeps- en eigen vervoer;6;1;2;2003;2131.0
1287;Beroeps- en eigen vervoer;6;1;2;2004;3064.0
1288;Beroeps- en eigen vervoer;6;1;2;2005;2298.0
1289;Beroeps- en eigen vervoer;6;1;2;2006;2422.0
1290;Beroeps- en eigen vervoer;6;1;2;2007;1958.0
1291;Beroeps- en eigen vervoer;6;1;2;2008;2081.0
1292;Beroeps- en eigen vervoer;6;1;2;2009;2018.0
1293;Beroeps- en eigen vervoer;6;1;2;2010;2383.0
1294;Beroeps- en eigen vervoer;6;1;2;2011;2103.0
1295;Beroeps- en eigen vervoer;6;1;2;2012;1648.0
1296;Beroeps- en eigen vervoer;6;1;3;1997;4470.0
1297;Beroeps- en eigen vervoer;6;1;3;1998;4538.0
1298;Beroeps- en eigen vervoer;6;1;3;1999;4846.0
1299;Beroeps- en eigen vervoer;6;1;3;2000;4364.0
1300;Beroeps- en eigen vervoer;6;1;3;2001;4270.0
1301;Beroeps- en eigen vervoer;6;1;3;2002;4551.0
1302;Beroeps- en eigen vervoer;6;1;3;2003;4857.0
1303;Beroeps- en eigen vervoer;6;1;3;2004;6023.0
1304;Beroeps- en eigen vervoer;6;1;3;2005;4770.0
1305;Beroeps- en eigen vervoer;6;1;3;2006;4332.0
1306;Beroeps- en eigen vervoer;6;1;3;2007;4503.0
1307;Beroeps- en eigen vervoer;6;1;3;2008;4592.0
1308;Beroeps- en eigen vervoer;6;1;3;2009;4118.0
1309;Beroeps- en eigen vervoer;6;1;3;2010;4899.0
1310;Beroeps- en eigen vervoer;6;1;3;2011;4763.0
1311;Beroeps- en eigen vervoer;6;1;3;2012;3955.0
1312;Beroeps- en eigen vervoer;6;1;4;1997;493.0
1313;Beroeps- en eigen vervoer;6;1;4;1998;540.0
1314;Beroeps- en eigen vervoer;6;1;4;1999;478.0
1315;Beroeps- en eigen vervoer;6;1;4;2000;543.0
1316;Beroeps- en eigen vervoer;6;1;4;2001;481.0
1317;Beroeps- en eigen vervoer;6;1;4;2002;590.0
1318;Beroeps- en eigen vervoer;6;1;4;2003;483.0
1319;Beroeps- en eigen vervoer;6;1;4;2004;675.0
1320;Beroeps- en eigen vervoer;6;1;4;2005;542.0
1321;Beroeps- en eigen vervoer;6;1;4;2006;495.0
1322;Beroeps- en eigen vervoer;6;1;4;2007;248.0
1323;Beroeps- en eigen vervoer;6;1;4;2008;363.0
1324;Beroeps- en eigen vervoer;6;1;4;2009;241.0
1325;Beroeps- en eigen vervoer;6;1;4;2010;267.0
1326;Beroeps- en eigen vervoer;6;1;4;2011;242.0
1327;Beroeps- en eigen vervoer;6;1;4;2012;269.0
1328;Beroeps- en eigen vervoer;6;1;5;1997;204.0
1329;Beroeps- en eigen vervoer;6;1;5;1998;273.0
1330;Beroeps- en eigen vervoer;6;1;5;1999;327.0
1331;Beroeps- en eigen vervoer;6;1;5;2000;536.0
1332;Beroeps- en eigen vervoer;6;1;5;2001;523.0
1333;Beroeps- en eigen vervoer;6;1;5;2002;593.0
1334;Beroeps- en eigen vervoer;6;1;5;2003;482.0
1335;Beroeps- en eigen vervoer;6;1;5;2004;869.0
1336;Beroeps- en eigen vervoer;6;1;5;2005;671.0
1337;Beroeps- en eigen vervoer;6;1;5;2006;528.0
1338;Beroeps- en eigen vervoer;6;1;5;2007;542.0
1339;Beroeps- en eigen vervoer;6;1;5;2008;652.0
1340;Beroeps- en eigen vervoer;6;1;5;2009;470.0
1341;Beroeps- en eigen vervoer;6;1;5;2010;630.0
1342;Beroeps- en eigen vervoer;6;1;5;2011;368.0
1343;Beroeps- en eigen vervoer;6;1;5;2012;353.0
1344;Beroeps- en eigen vervoer;6;1;6;1997;199.0
1345;Beroeps- en eigen vervoer;6;1;6;1998;234.0
1346;Beroeps- en eigen vervoer;6;1;6;1999;245.0
1347;Beroeps- en eigen vervoer;6;1;6;2000;238.0
1348;Beroeps- en eigen vervoer;6;1;6;2001;186.0
1349;Beroeps- en eigen vervoer;6;1;6;2002;242.0
1350;Beroeps- en eigen vervoer;6;1;6;2003;206.0
1351;Beroeps- en eigen vervoer;6;1;6;2004;287.0
1352;Beroeps- en eigen vervoer;6;1;6;2005;264.0
1353;Beroeps- en eigen vervoer;6;1;6;2006;275.0
1354;Beroeps- en eigen vervoer;6;1;6;2007;286.0
1355;Beroeps- en eigen vervoer;6;1;6;2008;151.0
1356;Beroeps- en eigen vervoer;6;1;6;2009;99.0
1357;Beroeps- en eigen vervoer;6;1;6;2010;100.0
1358;Beroeps- en eigen vervoer;6;1;6;2011;123.0
1359;Beroeps- en eigen vervoer;6;1;6;2012;77.0
1360;Beroeps- en eigen vervoer;6;1;7;1997;187.0
1361;Beroeps- en eigen vervoer;6;1;7;1998;208.0
1362;Beroeps- en eigen vervoer;6;1;7;1999;266.0
1363;Beroeps- en eigen vervoer;6;1;7;2000;320.0
1364;Beroeps- en eigen vervoer;6;1;7;2001;268.0
1365;Beroeps- en eigen vervoer;6;1;7;2002;295.0
1366;Beroeps- en eigen vervoer;6;1;7;2003;345.0
1367;Beroeps- en eigen vervoer;6;1;7;2004;470.0
1368;Beroeps- en eigen vervoer;6;1;7;2005;241.0
1369;Beroeps- en eigen vervoer;6;1;7;2006;373.0
1370;Beroeps- en eigen vervoer;6;1;7;2007;222.0
1371;Beroeps- en eigen vervoer;6;1;7;2008;255.0
1372;Beroeps- en eigen vervoer;6;1;7;2009;193.0
1373;Beroeps- en eigen vervoer;6;1;7;2010;247.0
1374;Beroeps- en eigen vervoer;6;1;7;2011;116.0
1375;Beroeps- en eigen vervoer;6;1;7;2012;96.0
1376;Beroeps- en eigen vervoer;6;1;8;1997;252.0
