ID;Arbeidspositie;ArbeidspositieDrieMaandenEerder;Perioden;Seizoengecorrigeerd_1;NietSeizoengecorrigeerd_2
4056;Werkloze beroepsbevolking;Niet-beroepsbevolking;2014 oktober;205;216
4057;Werkloze beroepsbevolking;Niet-beroepsbevolking;2014 november;208;223
4058;Werkloze beroepsbevolking;Niet-beroepsbevolking;2014 december;216;204
4059;Werkloze beroepsbevolking;Niet-beroepsbevolking;2014 4e kwartaal;210;215
4060;Werkloze beroepsbevolking;Niet-beroepsbevolking;2015 januari;215;209
4061;Werkloze beroepsbevolking;Niet-beroepsbevolking;2015 februari;200;199
4062;Werkloze beroepsbevolking;Niet-beroepsbevolking;2015 maart;198;207
4063;Werkloze beroepsbevolking;Niet-beroepsbevolking;2015 1e kwartaal;205;205
4064;Werkloze beroepsbevolking;Niet-beroepsbevolking;2015 april;195;192
4065;Werkloze beroepsbevolking;Niet-beroepsbevolking;2015 mei;195;183
4066;Werkloze beroepsbevolking;Niet-beroepsbevolking;2015 juni;194;191
4067;Werkloze beroepsbevolking;Niet-beroepsbevolking;2015 2e kwartaal;195;189
4068;Werkloze beroepsbevolking;Niet-beroepsbevolking;2015 juli;195;197
4069;Werkloze beroepsbevolking;Niet-beroepsbevolking;2015 augustus;196;187
4070;Werkloze beroepsbevolking;Niet-beroepsbevolking;2015 september;199;210
4071;Werkloze beroepsbevolking;Niet-beroepsbevolking;2015 3e kwartaal;197;198
4072;Werkloze beroepsbevolking;Niet-beroepsbevolking;2015 oktober;207;221
4073;Werkloze beroepsbevolking;Niet-beroepsbevolking;2015 november;198;211
4074;Werkloze beroepsbevolking;Niet-beroepsbevolking;2015 december;193;178
4075;Werkloze beroepsbevolking;Niet-beroepsbevolking;2015 4e kwartaal;200;203
4076;Werkloze beroepsbevolking;Niet-beroepsbevolking;2016 januari;188;182
4077;Werkloze beroepsbevolking;Niet-beroepsbevolking;2016 februari;193;193
4078;Werkloze beroepsbevolking;Niet-beroepsbevolking;2016 maart;198;209
4079;Werkloze beroepsbevolking;Niet-beroepsbevolking;2016 1e kwartaal;193;195
4080;Werkloze beroepsbevolking;Niet-beroepsbevolking;2016 april;199;195
4081;Werkloze beroepsbevolking;Niet-beroepsbevolking;2016 mei;194;179
4082;Werkloze beroepsbevolking;Niet-beroepsbevolking;2016 juni;195;191
4083;Werkloze beroepsbevolking;Niet-beroepsbevolking;2016 2e kwartaal;196;189
4084;Werkloze beroepsbevolking;Niet-beroepsbevolking;2016 juli;189;187
4085;Werkloze beroepsbevolking;Niet-beroepsbevolking;2016 augustus;181;170
4086;Werkloze beroepsbevolking;Niet-beroepsbevolking;2016 september;180;192
4087;Werkloze beroepsbevolking;Niet-beroepsbevolking;2016 3e kwartaal;183;183
4088;Werkloze beroepsbevolking;Niet-beroepsbevolking;2016 oktober;176;189
4089;Werkloze beroepsbevolking;Niet-beroepsbevolking;2016 november;177;189
4090;Werkloze beroepsbevolking;Niet-beroepsbevolking;2016 december;177;164
4091;Werkloze beroepsbevolking;Niet-beroepsbevolking;2016 4e kwartaal;177;181
4092;Werkloze beroepsbevolking;Niet-beroepsbevolking;2017 januari;173;166
4093;Werkloze beroepsbevolking;Niet-beroepsbevolking;2017 februari;175;179
4094;Werkloze beroepsbevolking;Niet-beroepsbevolking;2017 maart;174;185
4095;Werkloze beroepsbevolking;Niet-beroepsbevolking;2017 1e kwartaal;174;177
4096;Werkloze beroepsbevolking;Niet-beroepsbevolking;2017 april;175;173
4097;Werkloze beroepsbevolking;Niet-beroepsbevolking;2017 mei;178;167
4098;Werkloze beroepsbevolking;Niet-beroepsbevolking;2017 juni;172;168
4099;Werkloze beroepsbevolking;Niet-beroepsbevolking;2017 2e kwartaal;175;169
4100;Werkloze beroepsbevolking;Niet-beroepsbevolking;2017 juli;168;167
4101;Werkloze beroepsbevolking;Niet-beroepsbevolking;2017 augustus;166;157
4102;Werkloze beroepsbevolking;Niet-beroepsbevolking;2017 september;162;172
4103;Werkloze beroepsbevolking;Niet-beroepsbevolking;2017 3e kwartaal;165;165
4104;Werkloze beroepsbevolking;Niet-beroepsbevolking;2017 oktober;159;171
4105;Werkloze beroepsbevolking;Niet-beroepsbevolking;2017 november;154;162
4106;Werkloze beroepsbevolking;Niet-beroepsbevolking;2017 december;153;139
4107;Werkloze beroepsbevolking;Niet-beroepsbevolking;2017 4e kwartaal;155;158
4108;Werkloze beroepsbevolking;Niet-beroepsbevolking;2018 januari;154;149
4109;Werkloze beroepsbevolking;Niet-beroepsbevolking;2018 februari;157;164
4110;Werkloze beroepsbevolking;Niet-beroepsbevolking;2018 maart;158;171
4111;Werkloze beroepsbevolking;Niet-beroepsbevolking;2018 1e kwartaal;156;161
4112;Werkloze beroepsbevolking;Niet-beroepsbevolking;2018 april;161;161
4113;Werkloze beroepsbevolking;Niet-beroepsbevolking;2018 mei;160;149
4114;Werkloze beroepsbevolking;Niet-beroepsbevolking;2018 juni;161;158
4115;Werkloze beroepsbevolking;Niet-beroepsbevolking;2018 2e kwartaal;161;156
4116;Werkloze beroepsbevolking;Niet-beroepsbevolking;2018 juli;155;150
4117;Werkloze beroepsbevolking;Niet-beroepsbevolking;2018 augustus;156;148
4118;Werkloze beroepsbevolking;Niet-beroepsbevolking;2018 september;149;157
4119;Werkloze beroepsbevolking;Niet-beroepsbevolking;2018 3e kwartaal;153;152
4120;Werkloze beroepsbevolking;Niet-beroepsbevolking;2018 oktober;146;160
4121;Werkloze beroepsbevolking;Niet-beroepsbevolking;2018 november;136;139
4122;Werkloze beroepsbevolking;Niet-beroepsbevolking;2018 december;142;130
4123;Werkloze beroepsbevolking;Niet-beroepsbevolking;2018 4e kwartaal;141;143
4124;Werkloze beroepsbevolking;Niet-beroepsbevolking;2019 januari;146;142
4125;Werkloze beroepsbevolking;Niet-beroepsbevolking;2019 februari;137;141
4126;Werkloze beroepsbevolking;Niet-beroepsbevolking;2019 maart;134;144
4127;Werkloze beroepsbevolking;Niet-beroepsbevolking;2019 1e kwartaal;139;143
4128;Werkloze beroepsbevolking;Niet-beroepsbevolking;2019 april;127;125
4129;Werkloze beroepsbevolking;Niet-beroepsbevolking;2019 mei;139;134
4130;Werkloze beroepsbevolking;Niet-beroepsbevolking;2019 juni;143;143
4131;Werkloze beroepsbevolking;Niet-beroepsbevolking;2019 2e kwartaal;136;134
4132;Werkloze beroepsbevolking;Niet-beroepsbevolking;2019 juli;146;142
4133;Werkloze beroepsbevolking;Niet-beroepsbevolking;2019 augustus;148;142
4134;Werkloze beroepsbevolking;Niet-beroepsbevolking;2019 september;144;152
4135;Werkloze beroepsbevolking;Niet-beroepsbevolking;2019 3e kwartaal;146;145
4136;Werkloze beroepsbevolking;Niet-beroepsbevolking;2019 oktober;140;152
4137;Werkloze beroepsbevolking;Niet-beroepsbevolking;2019 november;139;141
4138;Werkloze beroepsbevolking;Niet-beroepsbevolking;2019 december;129;113
4139;Werkloze beroepsbevolking;Niet-beroepsbevolking;2019 4e kwartaal;136;135
4140;Werkloze beroepsbevolking;Niet-beroepsbevolking;2020 januari;123;118
4141;Werkloze beroepsbevolking;Niet-beroepsbevolking;2020 februari;121;122
4142;Werkloze beroepsbevolking;Niet-beroepsbevolking;2020 maart;130;142
4143;Werkloze beroepsbevolking;Niet-beroepsbevolking;2020 1e kwartaal;125;127
4144;Werkloze beroepsbevolking;Niet-beroepsbevolking;2020 april;128;122
4145;Werkloze beroepsbevolking;Niet-beroepsbevolking;2020 mei;126;121
4146;Werkloze beroepsbevolking;Niet-beroepsbevolking;2020 juni;141;144
4147;Werkloze beroepsbevolking;Niet-beroepsbevolking;2020 2e kwartaal;132;129
4148;Werkloze beroepsbevolking;Niet-beroepsbevolking;2020 juli;189;184
4149;Werkloze beroepsbevolking;Niet-beroepsbevolking;2020 augustus;206;199
4150;Werkloze beroepsbevolking;Niet-beroepsbevolking;2020 september;170;175
4151;Werkloze beroepsbevolking;Niet-beroepsbevolking;2020 3e kwartaal;189;186
4152;Werkloze beroepsbevolking;Niet-beroepsbevolking;2020 oktober;149;164
4153;Werkloze beroepsbevolking;Niet-beroepsbevolking;2020 november;134;137
4154;Werkloze beroepsbevolking;Niet-beroepsbevolking;2020 december;127;112
4155;Werkloze beroepsbevolking;Niet-beroepsbevolking;2020 4e kwartaal;137;138
4156;Werkloze beroepsbevolking;Niet-beroepsbevolking;2021 januari;120;114
4157;Werkloze beroepsbevolking;Niet-beroepsbevolking;2021 februari;132;139
4158;Werkloze beroepsbevolking;Niet-beroepsbevolking;2021 maart;128;139
4159;Werkloze beroepsbevolking;Niet-beroepsbevolking;2021 1e kwartaal;127;131
4160;Werkloze beroepsbevolking;Niet-beroepsbevolking;2021 april;136;136
4161;Werkloze beroepsbevolking;Niet-beroepsbevolking;2021 mei;135;130
4162;Werkloze beroepsbevolking;Niet-beroepsbevolking;2021 juni;132;138
4163;Werkloze beroepsbevolking;Niet-beroepsbevolking;2021 2e kwartaal;134;135
4164;Werkloze beroepsbevolking;Niet-beroepsbevolking;2021 juli;133;135
4165;Werkloze beroepsbevolking;Niet-beroepsbevolking;2021 augustus;147;153
4166;Werkloze beroepsbevolking;Niet-beroepsbevolking;2021 september;141;146
4167;Werkloze beroepsbevolking;Niet-beroepsbevolking;2021 3e kwartaal;140;145
4168;Werkloze beroepsbevolking;Niet-beroepsbevolking;2021 oktober;135;149
4169;Werkloze beroepsbevolking;Niet-beroepsbevolking;2021 november;124;122
4170;Werkloze beroepsbevolking;Niet-beroepsbevolking;2021 december;129;112
4171;Werkloze beroepsbevolking;Niet-beroepsbevolking;2021 4e kwartaal;129;126
4172;Werkloze beroepsbevolking;Niet-beroepsbevolking;2022 januari;130;118
4173;Werkloze beroepsbevolking;Niet-beroepsbevolking;2022 februari;128;132
4174;Werkloze beroepsbevolking;Niet-beroepsbevolking;2022 maart;117;120
4175;Werkloze beroepsbevolking;Niet-beroepsbevolking;2022 1e kwartaal;124;123
4176;Werkloze beroepsbevolking;Niet-beroepsbevolking;2022 april;115;115
4177;Werkloze beroepsbevolking;Niet-beroepsbevolking;2022 mei;130;128
4178;Werkloze beroepsbevolking;Niet-beroepsbevolking;2022 juni;128;137
4179;Werkloze beroepsbevolking;Niet-beroepsbevolking;2022 2e kwartaal;125;127
4180;Werkloze beroepsbevolking;Niet-beroepsbevolking;2022 juli ;129;134
4181;Werkloze beroepsbevolking;Niet-beroepsbevolking;2022 augustus;132;145
4182;Werkloze beroepsbevolking;Niet-beroepsbevolking;2022 september;128;132
4183;Werkloze beroepsbevolking;Niet-beroepsbevolking;2022 3e kwartaal;129;137
4184;Werkloze beroepsbevolking;Niet-beroepsbevolking;2022 oktober;118;127
4185;Werkloze beroepsbevolking;Niet-beroepsbevolking;2022 november;120;116
4186;Werkloze beroepsbevolking;Niet-beroepsbevolking;2022 december;113;94
4187;Werkloze beroepsbevolking;Niet-beroepsbevolking;2022 4e kwartaal;117;111
4188;Werkloze beroepsbevolking;Niet-beroepsbevolking;2023 januari;121;112
4189;Werkloze beroepsbevolking;Niet-beroepsbevolking;2023 februari;119;121
4190;Werkloze beroepsbevolking;Niet-beroepsbevolking;2023 maart;121;120
4191;Werkloze beroepsbevolking;Niet-beroepsbevolking;2023 1e kwartaal;120;118
4192;Werkloze beroepsbevolking;Niet-beroepsbevolking;2023 april;110;101
4193;Werkloze beroepsbevolking;Niet-beroepsbevolking;2023 mei;120;128
4194;Werkloze beroepsbevolking;Niet-beroepsbevolking;2023 juni;122;129
4195;Werkloze beroepsbevolking;Niet-beroepsbevolking;2023 2e kwartaal;118;120
4196;Werkloze beroepsbevolking;Niet-beroepsbevolking;2023 juli;127;135
4197;Werkloze beroepsbevolking;Niet-beroepsbevolking;2023 augustus;119;127
4198;Werkloze beroepsbevolking;Niet-beroepsbevolking;2023 september;121;127
4199;Werkloze beroepsbevolking;Niet-beroepsbevolking;2023 oktober;122;130
4200;Werkloze beroepsbevolking;Niet-beroepsbevolking;2023 3e kwartaal;122;129
4201;Werkloze beroepsbevolking;Niet-beroepsbevolking;2023 november;121;118
4202;Werkloze beroepsbevolking;Niet-beroepsbevolking;2023 december;122;100
4203;Werkloze beroepsbevolking;Niet-beroepsbevolking;2023 4e kwartaal;122;116
4204;Werkloze beroepsbevolking;Niet-beroepsbevolking;2024 januari;136;140
4205;Werkloze beroepsbevolking;Niet-beroepsbevolking;2024 februari;131;133
4206;Werkloze beroepsbevolking;Niet-beroepsbevolking;2024 maart;126;121
4207;Werkloze beroepsbevolking;Niet-beroepsbevolking;2024 1e kwartaal;131;132
4208;Werkloze beroepsbevolking;Niet-beroepsbevolking;2024 april;123;110
4209;Werkloze beroepsbevolking;Niet-beroepsbevolking;2024 mei;117;119
4210;Werkloze beroepsbevolking;Niet-beroepsbevolking;2024 juni;122;132
4211;Werkloze beroepsbevolking;Niet-beroepsbevolking;2024 2e kwartaal;120;120
4212;Werkloze beroepsbevolking;Niet-beroepsbevolking;2024 juli;119;125
4213;Werkloze beroepsbevolking;Niet-beroepsbevolking;2024 augustus;118;125
4214;Werkloze beroepsbevolking;Niet-beroepsbevolking;2024 september;117;123
4215;Werkloze beroepsbevolking;Niet-beroepsbevolking;2024 3e kwartaal;118;125
4216;Werkloze beroepsbevolking;Niet-beroepsbevolking;2024 oktober;115;122
4217;Werkloze beroepsbevolking;Niet-beroepsbevolking;2024 november;117;115
4218;Werkloze beroepsbevolking;Niet-beroepsbevolking;2024 december;118;98
4219;Werkloze beroepsbevolking;Niet-beroepsbevolking;2024 4e kwartaal;117;113
4220;Werkloze beroepsbevolking;Niet-beroepsbevolking;2025 januari;125;125
4221;Werkloze beroepsbevolking;Niet-beroepsbevolking;2025 februari;126;132
4222;Werkloze beroepsbevolking;Niet-beroepsbevolking;2025 maart;128;125
4223;Werkloze beroepsbevolking;Niet-beroepsbevolking;2025 1e kwartaal;126;127
4224;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 april;3661;3721
4225;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 mei;3653;3651
4226;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 juni;3664;3641
4227;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 2e kwartaal;3659;3671
4228;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 juli;3656;3653
4229;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 augustus;3651;3618
4230;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 september;3667;3676
4231;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 3e kwartaal;3658;3649
4232;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 oktober;3660;3667
4233;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 november;3665;3637
4234;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 december;3675;3700
4235;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2003 4e kwartaal;3666;3668
4236;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 januari;3664;3693
4237;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 februari;3663;3649
4238;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 maart;3664;3661
4239;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 1e kwartaal;3663;3667
4240;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 april;3643;3684
4241;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 mei;3636;3620
4242;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 juni;3647;3636
4243;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 2e kwartaal;3642;3647
4244;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 juli;3641;3621
4245;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 augustus;3665;3636
4246;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 september;3670;3690
4247;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 3e kwartaal;3659;3649
4248;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 oktober;3655;3653
4249;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 november;3654;3633
4250;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 december;3641;3670
4251;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2004 4e kwartaal;3650;3652
4252;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 januari;3647;3679
4253;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 februari;3635;3622
4254;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 maart;3624;3611
4255;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 1e kwartaal;3635;3637
4256;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 april;3604;3635
4257;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 mei;3601;3581
4258;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 juni;3603;3592
4259;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 2e kwartaal;3603;3603
4260;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 juli;3620;3603
4261;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 augustus;3618;3593
4262;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 september;3595;3611
4263;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 3e kwartaal;3611;3602
4264;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 oktober;3589;3593
4265;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 november;3594;3582
4266;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 december;3589;3619
4267;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2005 4e kwartaal;3590;3598
4268;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 januari;3594;3634
4269;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 februari;3605;3604
4270;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 maart;3608;3593
4271;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 1e kwartaal;3602;3610
4272;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 april;3609;3639
4273;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 mei;3627;3617
4274;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 juni;3610;3589
4275;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 2e kwartaal;3616;3615
4276;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 juli;3611;3592
4277;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 augustus;3605;3587
4278;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 september;3588;3592
4279;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 3e kwartaal;3602;3590
4280;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 oktober;3569;3559
4281;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 november;3544;3523
4282;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 december;3527;3549
4283;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2006 4e kwartaal;3547;3543
4284;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 januari;3518;3553
4285;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 februari;3503;3497
4286;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 maart;3487;3468
4287;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 1e kwartaal;3503;3506
4288;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 april;3475;3508
4289;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 mei;3483;3482
4290;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 juni;3451;3422
4291;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 2e kwartaal;3470;3470
4292;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 juli;3451;3442
4293;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 augustus;3434;3426
4294;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 september;3428;3434
4295;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 3e kwartaal;3438;3434
4296;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 oktober;3421;3420
4297;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 november;3430;3419
4298;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 december;3427;3448
4299;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2007 4e kwartaal;3426;3429
4300;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 januari;3400;3431
4301;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 februari;3392;3386
4302;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 maart;3389;3370
4303;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 1e kwartaal;3393;3396
4304;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 april;3356;3378
4305;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 mei;3358;3358
4306;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 juni;3356;3326
4307;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 2e kwartaal;3357;3354
4308;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 juli;3361;3351
4309;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 augustus;3363;3355
4310;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 september;3362;3371
4311;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 3e kwartaal;3362;3359
4312;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 oktober;3353;3351
4313;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 november;3347;3339
4314;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 december;3344;3370
4315;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2008 4e kwartaal;3348;3354
4316;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 januari;3324;3353
4317;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 februari;3309;3304
4318;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 maart;3311;3302
4319;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 1e kwartaal;3315;3320
4320;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 april;3323;3345
4321;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 mei;3335;3334
4322;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 juni;3351;3325
4323;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 2e kwartaal;3336;3335
4324;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 juli;3357;3347
4325;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 augustus;3369;3364
4326;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 september;3373;3381
4327;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 3e kwartaal;3366;3364
4328;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 oktober;3390;3395
4329;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 november;3400;3394
4330;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 december;3395;3416
4331;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2009 4e kwartaal;3395;3401
4332;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 januari;3398;3424
4333;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 februari;3416;3414
4334;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 maart;3437;3426
4335;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 1e kwartaal;3417;3421
4336;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 april;3424;3438
4337;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 mei;3415;3407
4338;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 juni;3427;3406
4339;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 2e kwartaal;3422;3417
4340;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 juli;3417;3397
4341;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 augustus;3428;3424
4342;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 september;3436;3446
4343;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 3e kwartaal;3427;3422
4344;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 oktober;3435;3439
4345;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 november;3430;3422
4346;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 december;3435;3456
4347;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2010 4e kwartaal;3433;3439
4348;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 januari;3464;3491
4349;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 februari;3466;3462
4350;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 maart;3504;3502
4351;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 1e kwartaal;3478;3485
4352;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 april;3509;3525
4353;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 mei;3518;3506
4354;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 juni;3501;3478
4355;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 2e kwartaal;3509;3503
4356;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 juli;3505;3477
4357;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 augustus;3489;3479
4358;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 september;3445;3444
4359;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 3e kwartaal;3479;3467
4360;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 oktober;3419;3422
4361;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 november;3395;3383
4362;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 december;3386;3406
4363;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2011 4e kwartaal;3400;3404
4364;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 januari;3396;3426
4365;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 februari;3414;3413
4366;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 maart;3426;3425
4367;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 1e kwartaal;3412;3421
4368;Niet-beroepsbevolking;Beroeps- en niet-beroepsbevolking;2012 april;3417;3435
