ID;GemeentelijkeTaakvelden;Regiokenmerken;Perioden;Baten_1;Lasten_2;Saldo_3;Baten_4;Lasten_5;Saldo_6
128;Totaal gemeentelijke taakvelden;Zeeland (PV);2019;1231;1231;0;3214;3214;0
129;Totaal gemeentelijke taakvelden;Zeeland (PV);2020;1295;1295;0;3376;3376;0
130;Totaal gemeentelijke taakvelden;Zeeland (PV);2021;1320;1320;0;3426;3426;0
131;Totaal gemeentelijke taakvelden;Zeeland (PV);2022;1377;1377;0;3561;3561;0
132;Totaal gemeentelijke taakvelden;Zeeland (PV);2023;1496;1496;0;3825;3824;0
133;Totaal gemeentelijke taakvelden;Zeeland (PV);2024;1677;1677;0;4283;4283;0
134;Totaal gemeentelijke taakvelden;Zeeland (PV);2025;1840;1841;0;4683;4683;0
135;Totaal gemeentelijke taakvelden;Noord-Brabant (PV);2017;7500;7500;0;2984;2984;0
136;Totaal gemeentelijke taakvelden;Noord-Brabant (PV);2018;7779;7779;0;3076;3076;0
137;Totaal gemeentelijke taakvelden;Noord-Brabant (PV);2019;8136;8136;0;3197;3197;0
138;Totaal gemeentelijke taakvelden;Noord-Brabant (PV);2020;8321;8321;0;3246;3246;0
139;Totaal gemeentelijke taakvelden;Noord-Brabant (PV);2021;8509;8509;0;3306;3306;0
140;Totaal gemeentelijke taakvelden;Noord-Brabant (PV);2022;8825;8825;0;3404;3403;0
141;Totaal gemeentelijke taakvelden;Noord-Brabant (PV);2023;9602;9602;0;3656;3656;0
142;Totaal gemeentelijke taakvelden;Noord-Brabant (PV);2024;10309;10309;0;3898;3898;0
143;Totaal gemeentelijke taakvelden;Noord-Brabant (PV);2025;11108;11108;0;4169;4169;0
144;Totaal gemeentelijke taakvelden;Limburg (PV);2017;3485;3485;0;3118;3118;0
145;Totaal gemeentelijke taakvelden;Limburg (PV);2018;3563;3563;0;3189;3189;0
146;Totaal gemeentelijke taakvelden;Limburg (PV);2019;3739;3739;0;3350;3350;0
147;Totaal gemeentelijke taakvelden;Limburg (PV);2020;3849;3849;0;3445;3445;0
148;Totaal gemeentelijke taakvelden;Limburg (PV);2021;3799;3799;0;3404;3404;0
149;Totaal gemeentelijke taakvelden;Limburg (PV);2022;4024;4024;0;3598;3598;0
150;Totaal gemeentelijke taakvelden;Limburg (PV);2023;4275;4275;0;3789;3789;0
151;Totaal gemeentelijke taakvelden;Limburg (PV);2024;4737;4737;0;4181;4181;0
152;Totaal gemeentelijke taakvelden;Limburg (PV);2025;5005;5005;0;4407;4407;0
153;Totaal gemeentelijke taakvelden;Oost-Groningen (CR);2017;511;511;0;3464;3463;0
154;Totaal gemeentelijke taakvelden;Oost-Groningen (CR);2018;470;470;0;3484;3484;0
155;Totaal gemeentelijke taakvelden;Oost-Groningen (CR);2019;486;486;0;3601;3601;0
156;Totaal gemeentelijke taakvelden;Oost-Groningen (CR);2020;503;503;0;3719;3719;0
157;Totaal gemeentelijke taakvelden;Oost-Groningen (CR);2021;512;512;0;3773;3773;0
158;Totaal gemeentelijke taakvelden;Oost-Groningen (CR);2022;555;555;0;4065;4066;0
159;Totaal gemeentelijke taakvelden;Oost-Groningen (CR);2023;583;583;0;4229;4230;0
160;Totaal gemeentelijke taakvelden;Oost-Groningen (CR);2024;637;637;0;4617;4617;0
161;Totaal gemeentelijke taakvelden;Oost-Groningen (CR);2025;692;692;0;4969;4968;1
162;Totaal gemeentelijke taakvelden;Delfzijl en omgeving (CR);2017;159;159;0;3387;3387;0
163;Totaal gemeentelijke taakvelden;Delfzijl en omgeving (CR);2018;171;171;0;3680;3680;0
164;Totaal gemeentelijke taakvelden;Delfzijl en omgeving (CR);2019;174;174;0;3787;3787;0
165;Totaal gemeentelijke taakvelden;Delfzijl en omgeving (CR);2020;185;185;0;4026;4027;-1
166;Totaal gemeentelijke taakvelden;Delfzijl en omgeving (CR);2021;244;244;0;5360;5360;0
167;Totaal gemeentelijke taakvelden;Delfzijl en omgeving (CR);2022;326;326;0;7185;7185;0
168;Totaal gemeentelijke taakvelden;Delfzijl en omgeving (CR);2023;354;354;0;7799;7799;0
169;Totaal gemeentelijke taakvelden;Delfzijl en omgeving (CR);2024;323;323;0;7166;7166;0
170;Totaal gemeentelijke taakvelden;Delfzijl en omgeving (CR);2025;312;312;0;6955;6955;0
171;Totaal gemeentelijke taakvelden;Overig Groningen (CR);2017;1506;1506;0;3869;3869;0
172;Totaal gemeentelijke taakvelden;Overig Groningen (CR);2018;1575;1575;0;3920;3920;0
173;Totaal gemeentelijke taakvelden;Overig Groningen (CR);2019;1594;1594;0;3953;3953;0
174;Totaal gemeentelijke taakvelden;Overig Groningen (CR);2020;1596;1596;0;3942;3942;0
175;Totaal gemeentelijke taakvelden;Overig Groningen (CR);2021;1619;1619;0;3994;3994;0
176;Totaal gemeentelijke taakvelden;Overig Groningen (CR);2022;1700;1700;0;4166;4166;0
177;Totaal gemeentelijke taakvelden;Overig Groningen (CR);2023;1814;1814;0;4392;4392;0
178;Totaal gemeentelijke taakvelden;Overig Groningen (CR);2024;2034;2034;0;4861;4861;0
179;Totaal gemeentelijke taakvelden;Overig Groningen (CR);2025;2193;2193;0;5232;5232;0
180;Totaal gemeentelijke taakvelden;Noord-Friesland (CR);2017;1116;1116;0;3440;3440;0
181;Totaal gemeentelijke taakvelden;Noord-Friesland (CR);2018;1125;1125;0;3527;3527;0
182;Totaal gemeentelijke taakvelden;Noord-Friesland (CR);2019;1154;1154;0;3615;3615;0
183;Totaal gemeentelijke taakvelden;Noord-Friesland (CR);2020;1190;1190;0;3710;3711;0
184;Totaal gemeentelijke taakvelden;Noord-Friesland (CR);2021;1225;1225;0;3810;3810;0
185;Totaal gemeentelijke taakvelden;Noord-Friesland (CR);2022;1277;1278;0;3950;3950;0
186;Totaal gemeentelijke taakvelden;Noord-Friesland (CR);2023;1373;1373;0;4203;4203;0
187;Totaal gemeentelijke taakvelden;Noord-Friesland (CR);2024;1448;1448;0;4404;4404;0
188;Totaal gemeentelijke taakvelden;Noord-Friesland (CR);2025;1566;1566;0;4745;4745;0
189;Totaal gemeentelijke taakvelden;Zuidwest-Friesland (CR);2017;365;365;0;2687;2687;0
190;Totaal gemeentelijke taakvelden;Zuidwest-Friesland (CR);2018;369;369;0;2611;2611;0
191;Totaal gemeentelijke taakvelden;Zuidwest-Friesland (CR);2019;383;383;0;2710;2710;0
192;Totaal gemeentelijke taakvelden;Zuidwest-Friesland (CR);2020;419;419;0;2958;2958;0
193;Totaal gemeentelijke taakvelden;Zuidwest-Friesland (CR);2021;410;410;0;2892;2892;0
194;Totaal gemeentelijke taakvelden;Zuidwest-Friesland (CR);2022;434;434;0;3057;3057;0
195;Totaal gemeentelijke taakvelden;Zuidwest-Friesland (CR);2023;471;471;0;3298;3297;0
196;Totaal gemeentelijke taakvelden;Zuidwest-Friesland (CR);2024;501;501;0;3518;3518;0
197;Totaal gemeentelijke taakvelden;Zuidwest-Friesland (CR);2025;552;552;0;3863;3863;0
198;Totaal gemeentelijke taakvelden;Zuidoost-Friesland (CR);2017;581;581;0;3112;3112;0
199;Totaal gemeentelijke taakvelden;Zuidoost-Friesland (CR);2018;578;578;0;3090;3090;0
200;Totaal gemeentelijke taakvelden;Zuidoost-Friesland (CR);2019;573;573;0;3061;3061;0
201;Totaal gemeentelijke taakvelden;Zuidoost-Friesland (CR);2020;587;588;0;3129;3129;0
202;Totaal gemeentelijke taakvelden;Zuidoost-Friesland (CR);2021;596;596;0;3169;3169;0
203;Totaal gemeentelijke taakvelden;Zuidoost-Friesland (CR);2022;630;630;0;3339;3339;0
204;Totaal gemeentelijke taakvelden;Zuidoost-Friesland (CR);2023;671;671;0;3532;3532;0
205;Totaal gemeentelijke taakvelden;Zuidoost-Friesland (CR);2024;766;766;0;4013;4013;0
206;Totaal gemeentelijke taakvelden;Zuidoost-Friesland (CR);2025;795;795;0;4152;4152;0
207;Totaal gemeentelijke taakvelden;Noord-Drenthe (CR);2017;613;613;0;3182;3182;0
208;Totaal gemeentelijke taakvelden;Noord-Drenthe (CR);2018;645;645;0;3357;3357;0
209;Totaal gemeentelijke taakvelden;Noord-Drenthe (CR);2019;623;623;0;3253;3253;0
210;Totaal gemeentelijke taakvelden;Noord-Drenthe (CR);2020;649;649;0;3372;3372;0
211;Totaal gemeentelijke taakvelden;Noord-Drenthe (CR);2021;635;635;0;3295;3295;0
212;Totaal gemeentelijke taakvelden;Noord-Drenthe (CR);2022;675;675;0;3485;3485;0
213;Totaal gemeentelijke taakvelden;Noord-Drenthe (CR);2023;717;717;0;3668;3668;0
214;Totaal gemeentelijke taakvelden;Noord-Drenthe (CR);2024;748;748;0;3816;3816;0
215;Totaal gemeentelijke taakvelden;Noord-Drenthe (CR);2025;829;829;0;4203;4203;0
216;Totaal gemeentelijke taakvelden;Zuidoost-Drenthe (CR);2017;563;563;0;3349;3349;0
217;Totaal gemeentelijke taakvelden;Zuidoost-Drenthe (CR);2018;584;584;0;3477;3477;0
218;Totaal gemeentelijke taakvelden;Zuidoost-Drenthe (CR);2019;590;590;0;3513;3513;0
219;Totaal gemeentelijke taakvelden;Zuidoost-Drenthe (CR);2020;609;609;0;3626;3626;0
220;Totaal gemeentelijke taakvelden;Zuidoost-Drenthe (CR);2021;606;606;0;3608;3608;0
221;Totaal gemeentelijke taakvelden;Zuidoost-Drenthe (CR);2022;613;613;0;3624;3624;0
222;Totaal gemeentelijke taakvelden;Zuidoost-Drenthe (CR);2023;636;636;0;3735;3735;0
223;Totaal gemeentelijke taakvelden;Zuidoost-Drenthe (CR);2024;708;708;0;4140;4140;0
224;Totaal gemeentelijke taakvelden;Zuidoost-Drenthe (CR);2025;767;767;0;4471;4471;0
225;Totaal gemeentelijke taakvelden;Zuidwest-Drenthe (CR);2017;375;375;0;2855;2855;0
226;Totaal gemeentelijke taakvelden;Zuidwest-Drenthe (CR);2018;374;374;0;2831;2831;0
227;Totaal gemeentelijke taakvelden;Zuidwest-Drenthe (CR);2019;405;405;0;3052;3052;0
228;Totaal gemeentelijke taakvelden;Zuidwest-Drenthe (CR);2020;395;395;0;2958;2958;0
229;Totaal gemeentelijke taakvelden;Zuidwest-Drenthe (CR);2021;411;411;0;3063;3063;0
230;Totaal gemeentelijke taakvelden;Zuidwest-Drenthe (CR);2022;425;425;0;3148;3148;0
231;Totaal gemeentelijke taakvelden;Zuidwest-Drenthe (CR);2023;474;474;0;3476;3476;0
232;Totaal gemeentelijke taakvelden;Zuidwest-Drenthe (CR);2024;517;517;0;3775;3775;0
233;Totaal gemeentelijke taakvelden;Zuidwest-Drenthe (CR);2025;544;544;0;3946;3946;0
234;Totaal gemeentelijke taakvelden;Noord-Overijssel (CR);2017;1092;1092;0;2980;2980;0
235;Totaal gemeentelijke taakvelden;Noord-Overijssel (CR);2018;1140;1140;0;3092;3092;0
236;Totaal gemeentelijke taakvelden;Noord-Overijssel (CR);2019;1213;1213;0;3265;3265;0
237;Totaal gemeentelijke taakvelden;Noord-Overijssel (CR);2020;1254;1254;0;3346;3346;0
238;Totaal gemeentelijke taakvelden;Noord-Overijssel (CR);2021;1239;1239;0;3285;3285;0
239;Totaal gemeentelijke taakvelden;Noord-Overijssel (CR);2022;1365;1365;0;3594;3594;0
240;Totaal gemeentelijke taakvelden;Noord-Overijssel (CR);2023;1485;1485;0;3851;3851;0
241;Totaal gemeentelijke taakvelden;Noord-Overijssel (CR);2024;1669;1669;0;4305;4305;0
242;Totaal gemeentelijke taakvelden;Noord-Overijssel (CR);2025;1808;1808;0;4634;4633;0
243;Totaal gemeentelijke taakvelden;Zuidwest-Overijssel (CR);2017;449;449;0;2910;2910;0
244;Totaal gemeentelijke taakvelden;Zuidwest-Overijssel (CR);2018;459;459;0;2966;2966;0
245;Totaal gemeentelijke taakvelden;Zuidwest-Overijssel (CR);2019;478;478;0;3074;3074;0
246;Totaal gemeentelijke taakvelden;Zuidwest-Overijssel (CR);2020;509;509;0;3250;3250;0
247;Totaal gemeentelijke taakvelden;Zuidwest-Overijssel (CR);2021;511;511;0;3246;3245;0
248;Totaal gemeentelijke taakvelden;Zuidwest-Overijssel (CR);2022;568;568;0;3594;3594;0
249;Totaal gemeentelijke taakvelden;Zuidwest-Overijssel (CR);2023;636;636;0;3973;3972;0
250;Totaal gemeentelijke taakvelden;Zuidwest-Overijssel (CR);2024;674;674;0;4198;4199;0
251;Totaal gemeentelijke taakvelden;Zuidwest-Overijssel (CR);2025;707;707;0;4367;4367;0
252;Totaal gemeentelijke taakvelden;Twente (CR);2017;1989;1989;0;3172;3172;0
253;Totaal gemeentelijke taakvelden;Twente (CR);2018;2058;2058;0;3277;3277;0
254;Totaal gemeentelijke taakvelden;Twente (CR);2019;2109;2109;0;3352;3352;0
255;Totaal gemeentelijke taakvelden;Twente (CR);2020;2165;2165;0;3430;3430;0
256;Totaal gemeentelijke taakvelden;Twente (CR);2021;2208;2208;0;3496;3496;0
257;Totaal gemeentelijke taakvelden;Twente (CR);2022;2296;2296;0;3622;3622;0
258;Totaal gemeentelijke taakvelden;Twente (CR);2023;2429;2429;0;3801;3801;0
259;Totaal gemeentelijke taakvelden;Twente (CR);2024;2673;2673;0;4171;4171;0
260;Totaal gemeentelijke taakvelden;Twente (CR);2025;2906;2906;0;4516;4516;0
261;Totaal gemeentelijke taakvelden;Veluwe (CR);2017;1858;1858;0;2742;2742;0
262;Totaal gemeentelijke taakvelden;Veluwe (CR);2018;1968;1968;0;2880;2880;0
263;Totaal gemeentelijke taakvelden;Veluwe (CR);2019;2124;2124;0;3084;3084;0
264;Totaal gemeentelijke taakvelden;Veluwe (CR);2020;2114;2114;0;3039;3039;0
265;Totaal gemeentelijke taakvelden;Veluwe (CR);2021;2138;2138;0;3050;3050;0
266;Totaal gemeentelijke taakvelden;Veluwe (CR);2022;2237;2237;0;3165;3165;0
267;Totaal gemeentelijke taakvelden;Veluwe (CR);2023;2431;2431;0;3396;3396;0
268;Totaal gemeentelijke taakvelden;Veluwe (CR);2024;2638;2638;0;3651;3651;0
269;Totaal gemeentelijke taakvelden;Veluwe (CR);2025;2859;2859;0;3932;3932;0
270;Totaal gemeentelijke taakvelden;Achterhoek (CR);2017;1058;1058;0;2647;2647;0
271;Totaal gemeentelijke taakvelden;Achterhoek (CR);2018;1087;1087;0;2715;2715;0
272;Totaal gemeentelijke taakvelden;Achterhoek (CR);2019;1139;1139;0;2842;2842;0
273;Totaal gemeentelijke taakvelden;Achterhoek (CR);2020;1154;1154;0;2877;2877;0
274;Totaal gemeentelijke taakvelden;Achterhoek (CR);2021;1193;1193;0;2967;2967;0
275;Totaal gemeentelijke taakvelden;Achterhoek (CR);2022;1233;1233;0;3057;3057;0
276;Totaal gemeentelijke taakvelden;Achterhoek (CR);2023;1334;1334;0;3283;3283;0
277;Totaal gemeentelijke taakvelden;Achterhoek (CR);2024;1437;1437;0;3533;3533;0
278;Totaal gemeentelijke taakvelden;Achterhoek (CR);2025;1594;1594;0;3906;3906;0
279;Totaal gemeentelijke taakvelden;Arnhem/Nijmegen (CR);2017;2415;2415;0;3305;3305;0
280;Totaal gemeentelijke taakvelden;Arnhem/Nijmegen (CR);2018;2515;2515;0;3421;3421;0
