ID;GemeentelijkeTaakvelden;Regiokenmerken;Perioden;Baten_1;Lasten_2;Saldo_3;Baten_4;Lasten_5;Saldo_6
1990;Overhead;Noord-Overijssel (CR);2018;13;96;-83;35;260;-225
1991;Overhead;Noord-Overijssel (CR);2019;5;98;-93;13;263;-250
1992;Overhead;Noord-Overijssel (CR);2020;13;134;-121;34;357;-323
1993;Overhead;Noord-Overijssel (CR);2021;12;146;-133;32;386;-354
1994;Overhead;Noord-Overijssel (CR);2022;12;147;-135;31;386;-355
1995;Overhead;Noord-Overijssel (CR);2023;10;160;-149;27;414;-388
1996;Overhead;Noord-Overijssel (CR);2024;10;192;-182;27;496;-469
1997;Overhead;Noord-Overijssel (CR);2025;4;201;-196;11;514;-503
1998;Overhead;Zuidwest-Overijssel (CR);2017;7;49;-42;46;315;-270
1999;Overhead;Zuidwest-Overijssel (CR);2018;8;50;-42;55;324;-269
2000;Overhead;Zuidwest-Overijssel (CR);2019;9;49;-40;56;312;-256
2001;Overhead;Zuidwest-Overijssel (CR);2020;9;51;-42;57;325;-268
2002;Overhead;Zuidwest-Overijssel (CR);2021;9;54;-45;59;344;-285
2003;Overhead;Zuidwest-Overijssel (CR);2022;9;56;-47;55;352;-296
2004;Overhead;Zuidwest-Overijssel (CR);2023;10;60;-50;62;373;-312
2005;Overhead;Zuidwest-Overijssel (CR);2024;11;69;-59;66;433;-366
2006;Overhead;Zuidwest-Overijssel (CR);2025;11;73;-62;67;451;-385
2007;Overhead;Twente (CR);2017;19;193;-174;30;307;-277
2008;Overhead;Twente (CR);2018;20;191;-171;32;304;-272
2009;Overhead;Twente (CR);2019;20;197;-177;32;313;-282
2010;Overhead;Twente (CR);2020;18;207;-188;29;327;-299
2011;Overhead;Twente (CR);2021;18;217;-199;28;343;-315
2012;Overhead;Twente (CR);2022;18;225;-207;29;355;-327
2013;Overhead;Twente (CR);2023;23;257;-234;36;403;-367
2014;Overhead;Twente (CR);2024;26;298;-272;41;465;-424
2015;Overhead;Twente (CR);2025;28;315;-287;44;490;-446
2016;Overhead;Veluwe (CR);2017;26;208;-182;39;307;-269
2017;Overhead;Veluwe (CR);2018;15;208;-193;23;304;-282
2018;Overhead;Veluwe (CR);2019;16;221;-205;23;321;-297
2019;Overhead;Veluwe (CR);2020;18;240;-222;26;345;-320
2020;Overhead;Veluwe (CR);2021;18;241;-223;25;343;-318
2021;Overhead;Veluwe (CR);2022;17;254;-236;25;359;-334
2022;Overhead;Veluwe (CR);2023;17;283;-265;24;395;-371
2023;Overhead;Veluwe (CR);2024;19;312;-293;26;432;-406
2024;Overhead;Veluwe (CR);2025;22;338;-316;30;465;-435
2025;Overhead;Achterhoek (CR);2017;11;112;-101;26;280;-254
2026;Overhead;Achterhoek (CR);2018;14;114;-100;35;284;-249
2027;Overhead;Achterhoek (CR);2019;13;120;-107;33;300;-268
2028;Overhead;Achterhoek (CR);2020;14;125;-110;35;310;-275
2029;Overhead;Achterhoek (CR);2021;14;132;-118;35;328;-293
2030;Overhead;Achterhoek (CR);2022;15;136;-120;38;336;-298
2031;Overhead;Achterhoek (CR);2023;15;152;-137;37;375;-337
2032;Overhead;Achterhoek (CR);2024;16;166;-149;40;408;-367
2033;Overhead;Achterhoek (CR);2025;19;179;-161;46;439;-394
2034;Overhead;Arnhem/Nijmegen (CR);2017;45;248;-202;62;339;-277
2035;Overhead;Arnhem/Nijmegen (CR);2018;54;256;-202;73;348;-275
2036;Overhead;Arnhem/Nijmegen (CR);2019;47;268;-221;64;363;-299
2037;Overhead;Arnhem/Nijmegen (CR);2020;47;272;-225;63;366;-303
2038;Overhead;Arnhem/Nijmegen (CR);2021;17;258;-241;22;346;-323
2039;Overhead;Arnhem/Nijmegen (CR);2022;17;267;-250;23;357;-334
2040;Overhead;Arnhem/Nijmegen (CR);2023;15;296;-281;20;391;-371
2041;Overhead;Arnhem/Nijmegen (CR);2024;13;322;-309;18;422;-404
2042;Overhead;Arnhem/Nijmegen (CR);2025;19;347;-328;24;451;-426
2043;Overhead;Zuidwest-Gelderland (CR);2017;4;71;-67;17;295;-277
2044;Overhead;Zuidwest-Gelderland (CR);2018;4;71;-67;17;295;-278
2045;Overhead;Zuidwest-Gelderland (CR);2019;3;72;-68;14;294;-280
2046;Overhead;Zuidwest-Gelderland (CR);2020;3;76;-73;14;309;-295
2047;Overhead;Zuidwest-Gelderland (CR);2021;4;81;-77;14;324;-310
2048;Overhead;Zuidwest-Gelderland (CR);2022;3;83;-80;14;332;-318
2049;Overhead;Zuidwest-Gelderland (CR);2023;4;91;-87;14;358;-343
2050;Overhead;Zuidwest-Gelderland (CR);2024;3;101;-97;13;394;-381
2051;Overhead;Zuidwest-Gelderland (CR);2025;3;111;-107;13;430;-417
2052;Overhead;Utrecht (CR);2017;39;417;-378;30;324;-294
2053;Overhead;Utrecht (CR);2018;32;437;-406;24;338;-313
2054;Overhead;Utrecht (CR);2019;42;482;-439;32;359;-327
2055;Overhead;Utrecht (CR);2020;38;500;-462;28;369;-341
2056;Overhead;Utrecht (CR);2021;38;516;-477;28;379;-351
2057;Overhead;Utrecht (CR);2022;37;530;-493;27;387;-360
2058;Overhead;Utrecht (CR);2023;39;584;-546;28;421;-393
2059;Overhead;Utrecht (CR);2024;43;668;-626;30;477;-447
2060;Overhead;Utrecht (CR);2025;45;700;-655;32;497;-465
2061;Overhead;Kop van Noord-Holland (CR);2017;14;143;-129;39;383;-344
2062;Overhead;Kop van Noord-Holland (CR);2018;6;132;-125;17;352;-335
2063;Overhead;Kop van Noord-Holland (CR);2019;6;140;-135;15;374;-359
2064;Overhead;Kop van Noord-Holland (CR);2020;6;147;-141;17;390;-373
2065;Overhead;Kop van Noord-Holland (CR);2021;8;158;-150;21;418;-396
2066;Overhead;Kop van Noord-Holland (CR);2022;9;165;-157;22;434;-411
2067;Overhead;Kop van Noord-Holland (CR);2023;10;182;-172;26;472;-446
2068;Overhead;Kop van Noord-Holland (CR);2024;11;223;-212;29;577;-548
2069;Overhead;Kop van Noord-Holland (CR);2025;12;216;-204;32;556;-525
2070;Overhead;Alkmaar en omgeving (CR);2017;3;64;-61;13;264;-251
2071;Overhead;Alkmaar en omgeving (CR);2018;3;67;-64;13;273;-260
2072;Overhead;Alkmaar en omgeving (CR);2019;4;72;-68;16;291;-276
2073;Overhead;Alkmaar en omgeving (CR);2020;4;74;-70;18;299;-281
2074;Overhead;Alkmaar en omgeving (CR);2021;7;79;-72;27;316;-289
2075;Overhead;Alkmaar en omgeving (CR);2022;4;78;-74;15;308;-292
2076;Overhead;Alkmaar en omgeving (CR);2023;7;82;-75;28;321;-292
2077;Overhead;Alkmaar en omgeving (CR);2024;5;89;-84;20;347;-327
2078;Overhead;Alkmaar en omgeving (CR);2025;5;91;-86;19;355;-335
2079;Overhead;IJmond (CR);2017;2;54;-52;12;275;-263
2080;Overhead;IJmond (CR);2018;1;58;-56;6;292;-286
2081;Overhead;IJmond (CR);2019;1;61;-61;4;310;-306
2082;Overhead;IJmond (CR);2020;1;62;-61;3;310;-307
2083;Overhead;IJmond (CR);2021;1;65;-64;7;326;-319
2084;Overhead;IJmond (CR);2022;1;69;-68;7;346;-339
2085;Overhead;IJmond (CR);2023;1;72;-71;6;360;-354
2086;Overhead;IJmond (CR);2024;1;80;-79;7;398;-391
2087;Overhead;IJmond (CR);2025;1;86;-85;3;423;-420
2088;Overhead;Agglomeratie Haarlem (CR);2017;3;70;-66;15;301;-286
2089;Overhead;Agglomeratie Haarlem (CR);2018;4;74;-70;17;317;-301
2090;Overhead;Agglomeratie Haarlem (CR);2019;13;84;-72;55;369;-314
2091;Overhead;Agglomeratie Haarlem (CR);2020;13;90;-77;58;391;-333
2092;Overhead;Agglomeratie Haarlem (CR);2021;14;94;-80;60;408;-348
2093;Overhead;Agglomeratie Haarlem (CR);2022;18;101;-83;76;436;-361
2094;Overhead;Agglomeratie Haarlem (CR);2023;19;110;-92;80;470;-390
2095;Overhead;Agglomeratie Haarlem (CR);2024;22;124;-102;93;525;-431
2096;Overhead;Agglomeratie Haarlem (CR);2025;27;136;-109;113;573;-460
2097;Overhead;Zaanstreek (CR);2017;2;59;-57;13;349;-336
2098;Overhead;Zaanstreek (CR);2018;9;67;-58;50;391;-341
2099;Overhead;Zaanstreek (CR);2019;7;64;-57;39;372;-333
2100;Overhead;Zaanstreek (CR);2020;9;67;-58;52;386;-334
2101;Overhead;Zaanstreek (CR);2021;8;68;-59;49;391;-343
2102;Overhead;Zaanstreek (CR);2022;6;66;-60;33;380;-347
2103;Overhead;Zaanstreek (CR);2023;7;70;-62;41;395;-354
2104;Overhead;Zaanstreek (CR);2024;8;75;-66;47;421;-373
2105;Overhead;Zaanstreek (CR);2025;8;82;-73;47;455;-409
2106;Overhead;Groot-Amsterdam (CR);2017;16;566;-549;12;419;-407
2107;Overhead;Groot-Amsterdam (CR);2018;12;601;-589;9;442;-433
2108;Overhead;Groot-Amsterdam (CR);2019;29;645;-616;21;468;-447
2109;Overhead;Groot-Amsterdam (CR);2020;45;739;-693;32;530;-498
2110;Overhead;Groot-Amsterdam (CR);2021;41;805;-764;29;577;-547
2111;Overhead;Groot-Amsterdam (CR);2022;35;804;-769;25;569;-545
2112;Overhead;Groot-Amsterdam (CR);2023;42;845;-803;29;579;-550
2113;Overhead;Groot-Amsterdam (CR);2024;42;895;-853;28;606;-578
2114;Overhead;Groot-Amsterdam (CR);2025;44;934;-890;30;630;-601
2115;Overhead;Het Gooi en Vechtstreek (CR);2017;4;73;-69;15;290;-276
2116;Overhead;Het Gooi en Vechtstreek (CR);2018;4;83;-79;14;326;-312
2117;Overhead;Het Gooi en Vechtstreek (CR);2019;4;85;-82;14;335;-321
2118;Overhead;Het Gooi en Vechtstreek (CR);2020;4;88;-83;17;342;-325
2119;Overhead;Het Gooi en Vechtstreek (CR);2021;4;92;-88;17;356;-339
2120;Overhead;Het Gooi en Vechtstreek (CR);2022;5;97;-92;18;372;-354
2121;Overhead;Het Gooi en Vechtstreek (CR);2023;5;104;-99;20;425;-405
2122;Overhead;Het Gooi en Vechtstreek (CR);2024;6;113;-107;25;461;-435
2123;Overhead;Het Gooi en Vechtstreek (CR);2025;6;116;-110;25;474;-448
2124;Overhead;Agglomeratie Leiden en Bollenstreek (CR);2017;5;135;-131;11;321;-310
2125;Overhead;Agglomeratie Leiden en Bollenstreek (CR);2018;15;151;-137;34;357;-322
2126;Overhead;Agglomeratie Leiden en Bollenstreek (CR);2019;7;155;-148;16;363;-347
2127;Overhead;Agglomeratie Leiden en Bollenstreek (CR);2020;5;159;-155;11;370;-360
2128;Overhead;Agglomeratie Leiden en Bollenstreek (CR);2021;5;171;-166;11;396;-385
2129;Overhead;Agglomeratie Leiden en Bollenstreek (CR);2022;5;175;-170;11;403;-392
2130;Overhead;Agglomeratie Leiden en Bollenstreek (CR);2023;20;200;-181;45;455;-410
2131;Overhead;Agglomeratie Leiden en Bollenstreek (CR);2024;20;219;-199;45;491;-446
2132;Overhead;Agglomeratie Leiden en Bollenstreek (CR);2025;17;231;-214;38;517;-479
2133;Overhead;Agglomeratie 's-Gravenhage (CR);2017;5;305;-299;6;357;-351
2134;Overhead;Agglomeratie 's-Gravenhage (CR);2018;17;320;-303;20;371;-351
2135;Overhead;Agglomeratie 's-Gravenhage (CR);2019;6;387;-381;7;444;-437
2136;Overhead;Agglomeratie 's-Gravenhage (CR);2020;5;393;-389;5;445;-440
2137;Overhead;Agglomeratie 's-Gravenhage (CR);2021;4;410;-406;4;462;-458
2138;Overhead;Agglomeratie 's-Gravenhage (CR);2022;6;433;-426;7;483;-476
2139;Overhead;Agglomeratie 's-Gravenhage (CR);2023;7;465;-457;8;511;-502
2140;Overhead;Agglomeratie 's-Gravenhage (CR);2024;5;531;-526;6;579;-573
2141;Overhead;Agglomeratie 's-Gravenhage (CR);2025;17;582;-564;19;630;-612
2142;Overhead;Delft en Westland (CR);2017;4;74;-70;18;330;-312
2143;Overhead;Delft en Westland (CR);2018;4;80;-76;19;350;-331
2144;Overhead;Delft en Westland (CR);2019;6;84;-78;24;363;-339
2145;Overhead;Delft en Westland (CR);2020;5;88;-83;21;377;-356
2146;Overhead;Delft en Westland (CR);2021;6;94;-88;25;400;-375
2147;Overhead;Delft en Westland (CR);2022;5;93;-88;23;394;-371
2148;Overhead;Delft en Westland (CR);2023;7;105;-98;29;436;-407
2149;Overhead;Delft en Westland (CR);2024;7;108;-101;28;442;-413
2150;Overhead;Delft en Westland (CR);2025;8;114;-106;34;464;-430
2151;Overhead;Oost-Zuid-Holland (CR);2017;8;88;-80;26;273;-247
2152;Overhead;Oost-Zuid-Holland (CR);2018;4;90;-86;13;275;-262
2153;Overhead;Oost-Zuid-Holland (CR);2019;8;98;-90;24;296;-272
2154;Overhead;Oost-Zuid-Holland (CR);2020;8;99;-91;25;297;-272
2155;Overhead;Oost-Zuid-Holland (CR);2021;9;102;-93;25;302;-276
2156;Overhead;Oost-Zuid-Holland (CR);2022;9;112;-102;28;328;-300
2157;Overhead;Oost-Zuid-Holland (CR);2023;10;119;-110;28;345;-317
2158;Overhead;Oost-Zuid-Holland (CR);2024;11;144;-133;33;414;-381
2159;Overhead;Oost-Zuid-Holland (CR);2025;12;145;-133;35;412;-378
2160;Overhead;Groot-Rijnmond (CR);2017;21;691;-669;15;484;-469
2161;Overhead;Groot-Rijnmond (CR);2018;23;677;-654;16;473;-457
2162;Overhead;Groot-Rijnmond (CR);2019;23;727;-704;16;504;-488
2163;Overhead;Groot-Rijnmond (CR);2020;24;730;-707;16;502;-486
2164;Overhead;Groot-Rijnmond (CR);2021;24;754;-730;16;515;-499
2165;Overhead;Groot-Rijnmond (CR);2022;22;771;-749;15;524;-509
2166;Overhead;Groot-Rijnmond (CR);2023;21;741;-720;14;498;-484
2167;Overhead;Groot-Rijnmond (CR);2024;47;929;-882;31;618;-587
2168;Overhead;Groot-Rijnmond (CR);2025;16;842;-826;11;557;-547
2169;Overhead;Zuidoost-Zuid-Holland (CR);2017;5;110;-106;12;274;-262
2170;Overhead;Zuidoost-Zuid-Holland (CR);2018;4;111;-107;10;275;-266
2171;Overhead;Zuidoost-Zuid-Holland (CR);2019;1;106;-104;4;286;-282
2172;Overhead;Zuidoost-Zuid-Holland (CR);2020;2;115;-114;5;310;-305
2173;Overhead;Zuidoost-Zuid-Holland (CR);2021;2;115;-112;6;307;-301
2174;Overhead;Zuidoost-Zuid-Holland (CR);2022;2;124;-121;6;329;-324
2175;Overhead;Zuidoost-Zuid-Holland (CR);2023;34;168;-134;90;443;-353
2176;Overhead;Zuidoost-Zuid-Holland (CR);2024;36;182;-146;96;479;-383
2177;Overhead;Zuidoost-Zuid-Holland (CR);2025;39;189;-150;101;493;-392
2178;Overhead;Zeeuwsch-Vlaanderen (CR);2017;2;32;-30;20;304;-284
2179;Overhead;Zeeuwsch-Vlaanderen (CR);2018;2;34;-32;20;323;-303
2180;Overhead;Zeeuwsch-Vlaanderen (CR);2019;2;36;-34;18;341;-323
2181;Overhead;Zeeuwsch-Vlaanderen (CR);2020;2;37;-35;19;355;-336
2182;Overhead;Zeeuwsch-Vlaanderen (CR);2021;2;39;-37;19;369;-350
2183;Overhead;Zeeuwsch-Vlaanderen (CR);2022;2;40;-38;20;377;-357
2184;Overhead;Zeeuwsch-Vlaanderen (CR);2023;2;42;-40;16;398;-382
2185;Overhead;Zeeuwsch-Vlaanderen (CR);2024;2;45;-43;19;423;-404
2186;Overhead;Zeeuwsch-Vlaanderen (CR);2025;2;50;-47;20;466;-446
2187;Overhead;Overig Zeeland (CR);2017;3;78;-75;11;282;-272
2188;Overhead;Overig Zeeland (CR);2018;3;81;-78;12;293;-281
2189;Overhead;Overig Zeeland (CR);2019;8;87;-80;27;315;-287
2190;Overhead;Overig Zeeland (CR);2020;9;94;-85;31;336;-305
2191;Overhead;Overig Zeeland (CR);2021;9;97;-87;34;345;-312
2192;Overhead;Overig Zeeland (CR);2022;8;100;-93;27;357;-330
2193;Overhead;Overig Zeeland (CR);2023;9;115;-106;32;402;-370
2194;Overhead;Overig Zeeland (CR);2024;10;129;-120;34;453;-419
2195;Overhead;Overig Zeeland (CR);2025;10;138;-128;35;482;-448
2196;Overhead;West-Noord-Brabant (CR);2017;26;203;-178;41;324;-283
2197;Overhead;West-Noord-Brabant (CR);2018;22;214;-192;35;339;-304
2198;Overhead;West-Noord-Brabant (CR);2019;16;204;-187;26;321;-295
2199;Overhead;West-Noord-Brabant (CR);2020;16;210;-194;26;330;-305
2200;Overhead;West-Noord-Brabant (CR);2021;21;224;-203;33;351;-318
2201;Overhead;West-Noord-Brabant (CR);2022;17;229;-212;27;358;-331
2202;Overhead;West-Noord-Brabant (CR);2023;17;249;-232;27;386;-359
2203;Overhead;West-Noord-Brabant (CR);2024;16;285;-269;25;437;-413
2204;Overhead;West-Noord-Brabant (CR);2025;39;328;-288;60;501;-441
2205;Overhead;Midden-Noord-Brabant (CR);2017;2;140;-138;4;296;-292
2206;Overhead;Midden-Noord-Brabant (CR);2018;4;147;-144;8;310;-302
2207;Overhead;Midden-Noord-Brabant (CR);2019;3;158;-155;7;330;-323
2208;Overhead;Midden-Noord-Brabant (CR);2020;4;164;-159;9;339;-330
2209;Overhead;Midden-Noord-Brabant (CR);2021;3;165;-162;7;335;-328
2210;Overhead;Midden-Noord-Brabant (CR);2022;4;176;-172;7;354;-346
2211;Overhead;Midden-Noord-Brabant (CR);2023;4;198;-194;9;394;-385
2212;Overhead;Midden-Noord-Brabant (CR);2024;5;214;-209;10;422;-412
2213;Overhead;Midden-Noord-Brabant (CR);2025;5;227;-222;11;443;-433
2214;Overhead;Noordoost-Noord-Brabant (CR);2017;7;166;-158;11;254;-243
2215;Overhead;Noordoost-Noord-Brabant (CR);2018;18;177;-159;27;270;-243
2216;Overhead;Noordoost-Noord-Brabant (CR);2019;13;182;-169;20;277;-257
2217;Overhead;Noordoost-Noord-Brabant (CR);2020;9;175;-166;13;264;-251
2218;Overhead;Noordoost-Noord-Brabant (CR);2021;11;180;-170;16;273;-257
2219;Overhead;Noordoost-Noord-Brabant (CR);2022;12;199;-187;18;300;-282
2220;Overhead;Noordoost-Noord-Brabant (CR);2023;13;221;-208;19;328;-309
2221;Overhead;Noordoost-Noord-Brabant (CR);2024;15;250;-235;23;370;-347
2222;Overhead;Noordoost-Noord-Brabant (CR);2025;10;247;-237;14;362;-347
2223;Overhead;Zuidoost-Noord-Brabant (CR);2017;9;223;-214;12;293;-281
2224;Overhead;Zuidoost-Noord-Brabant (CR);2018;7;224;-217;9;293;-284
2225;Overhead;Zuidoost-Noord-Brabant (CR);2019;6;236;-230;8;306;-298
2226;Overhead;Zuidoost-Noord-Brabant (CR);2020;7;243;-236;9;311;-302
2227;Overhead;Zuidoost-Noord-Brabant (CR);2021;9;257;-248;11;327;-316
2228;Overhead;Zuidoost-Noord-Brabant (CR);2022;9;276;-267;11;349;-338
2229;Overhead;Zuidoost-Noord-Brabant (CR);2023;9;308;-300;11;383;-373
2230;Overhead;Zuidoost-Noord-Brabant (CR);2024;9;359;-350;11;444;-432
2231;Overhead;Zuidoost-Noord-Brabant (CR);2025;8;363;-356;10;445;-436
2232;Overhead;Noord-Limburg (CR);2017;10;98;-88;35;348;-312
2233;Overhead;Noord-Limburg (CR);2018;2;96;-95;6;341;-336
2234;Overhead;Noord-Limburg (CR);2019;2;101;-100;7;360;-353
2235;Overhead;Noord-Limburg (CR);2020;3;107;-104;11;379;-368
2236;Overhead;Noord-Limburg (CR);2021;4;111;-107;15;391;-376
2237;Overhead;Noord-Limburg (CR);2022;3;113;-110;10;396;-386
2238;Overhead;Noord-Limburg (CR);2023;3;123;-120;12;426;-414
2239;Overhead;Noord-Limburg (CR);2024;3;139;-136;10;478;-468
2240;Overhead;Noord-Limburg (CR);2025;4;144;-140;13;493;-480
2241;Overhead;Midden-Limburg (CR);2017;1;73;-72;4;308;-304
2242;Overhead;Midden-Limburg (CR);2018;1;75;-74;6;319;-313
2243;Overhead;Midden-Limburg (CR);2019;1;75;-74;6;317;-311
2244;Overhead;Midden-Limburg (CR);2020;1;78;-77;5;329;-324
2245;Overhead;Midden-Limburg (CR);2021;4;92;-88;18;386;-368
2246;Overhead;Midden-Limburg (CR);2022;2;89;-87;8;371;-363
2247;Overhead;Midden-Limburg (CR);2023;5;101;-95;22;417;-395
2248;Overhead;Midden-Limburg (CR);2024;6;110;-104;24;455;-430
2249;Overhead;Midden-Limburg (CR);2025;5;116;-111;21;476;-454
2250;Overhead;Zuid-Limburg (CR);2017;12;228;-216;19;379;-360
2251;Overhead;Zuid-Limburg (CR);2018;16;236;-220;26;394;-368
2252;Overhead;Zuid-Limburg (CR);2019;14;238;-223;24;398;-374
2253;Overhead;Zuid-Limburg (CR);2020;15;245;-229;26;410;-384
2254;Overhead;Zuid-Limburg (CR);2021;19;253;-235;31;426;-395
2255;Overhead;Zuid-Limburg (CR);2022;20;268;-249;33;452;-419
2256;Overhead;Zuid-Limburg (CR);2023;23;286;-263;39;479;-440
2257;Overhead;Zuid-Limburg (CR);2024;28;315;-287;47;526;-479
2258;Overhead;Zuid-Limburg (CR);2025;19;334;-316;32;557;-526
2259;Overhead;Flevoland (CR);2017;4;130;-126;9;319;-310
2260;Overhead;Flevoland (CR);2018;3;132;-129;7;321;-314
2261;Overhead;Flevoland (CR);2019;3;135;-132;7;324;-317
2262;Overhead;Flevoland (CR);2020;2;144;-142;6;342;-336
2263;Overhead;Flevoland (CR);2021;2;143;-142;5;335;-330
2264;Overhead;Flevoland (CR);2022;2;151;-149;5;348;-343
2265;Overhead;Flevoland (CR);2023;2;165;-163;4;371;-367
2266;Overhead;Flevoland (CR);2024;2;186;-184;4;413;-409
2267;Overhead;Flevoland (CR);2025;3;198;-195;6;433;-428
2268;Overhead;Minder dan 5 000 inwoners;2017;0;11;-11;13;914;-901
2269;Overhead;Minder dan 5 000 inwoners;2018;0;12;-11;18;947;-929
2270;Overhead;Minder dan 5 000 inwoners;2019;0;14;-14;18;1156;-1138
2271;Overhead;Minder dan 5 000 inwoners;2020;0;15;-15;15;1185;-1169
2272;Overhead;Minder dan 5 000 inwoners;2021;0;15;-15;21;1215;-1193
2273;Overhead;Minder dan 5 000 inwoners;2022;0;16;-16;29;1284;-1255
2274;Overhead;Minder dan 5 000 inwoners;2023;0;17;-17;20;1347;-1327
2275;Overhead;Minder dan 5 000 inwoners;2024;0;20;-20;20;1574;-1554
2276;Overhead;Minder dan 5 000 inwoners;2025;0;21;-21;17;1653;-1636
2277;Overhead;5 000 tot 10 000 inwoners;2017;7;56;-49;47;400;-353
2278;Overhead;5 000 tot 10 000 inwoners;2018;2;50;-47;18;378;-360
2279;Overhead;5 000 tot 10 000 inwoners;2019;3;46;-42;29;395;-366
2280;Overhead;5 000 tot 10 000 inwoners;2020;2;34;-32;21;456;-435
2281;Overhead;5 000 tot 10 000 inwoners;2021;1;26;-24;25;457;-432
2282;Overhead;5 000 tot 10 000 inwoners;2022;1;26;-25;24;459;-435
2283;Overhead;5 000 tot 10 000 inwoners;2023;1;31;-30;22;540;-518
2284;Overhead;5 000 tot 10 000 inwoners;2024;1;34;-33;21;588;-566
2285;Overhead;5 000 tot 10 000 inwoners;2025;1;32;-31;23;659;-637
2286;Overhead;10 000 tot 20 000 inwoners;2017;30;435;-406;21;308;-287
2287;Overhead;10 000 tot 20 000 inwoners;2018;22;418;-396;17;317;-300
2288;Overhead;10 000 tot 20 000 inwoners;2019;17;358;-342;16;341;-325
2289;Overhead;10 000 tot 20 000 inwoners;2020;18;367;-349;17;361;-344
2290;Overhead;10 000 tot 20 000 inwoners;2021;15;376;-361;15;381;-366
2291;Overhead;10 000 tot 20 000 inwoners;2022;12;375;-363;13;403;-390
2292;Overhead;10 000 tot 20 000 inwoners;2023;9;367;-357;11;443;-432
2293;Overhead;10 000 tot 20 000 inwoners;2024;10;401;-392;12;496;-484
2294;Overhead;10 000 tot 20 000 inwoners;2025;11;456;-445;13;540;-528
2295;Overhead;20 000 tot 50 000 inwoners;2017;99;1700;-1601;17;284;-267
2296;Overhead;20 000 tot 50 000 inwoners;2018;85;1750;-1665;14;290;-276
2297;Overhead;20 000 tot 50 000 inwoners;2019;91;1892;-1801;15;312;-297
2298;Overhead;20 000 tot 50 000 inwoners;2020;87;1920;-1833;15;321;-307
2299;Overhead;20 000 tot 50 000 inwoners;2021;107;2019;-1912;18;333;-316
2300;Overhead;20 000 tot 50 000 inwoners;2022;108;2083;-1975;18;349;-331
2301;Overhead;20 000 tot 50 000 inwoners;2023;119;2299;-2180;20;383;-363
2302;Overhead;20 000 tot 50 000 inwoners;2024;115;2533;-2419;20;430;-411
2303;Overhead;20 000 tot 50 000 inwoners;2025;121;2664;-2543;21;456;-435
2304;Overhead;50 000 tot 100 000 inwoners;2017;113;989;-876;35;302;-267
2305;Overhead;50 000 tot 100 000 inwoners;2018;92;1054;-961;28;314;-286
2306;Overhead;50 000 tot 100 000 inwoners;2019;97;1185;-1088;27;327;-300
2307;Overhead;50 000 tot 100 000 inwoners;2020;107;1305;-1197;28;347;-318
2308;Overhead;50 000 tot 100 000 inwoners;2021;118;1383;-1265;31;366;-335
2309;Overhead;50 000 tot 100 000 inwoners;2022;109;1469;-1360;27;368;-341
2310;Overhead;50 000 tot 100 000 inwoners;2023;128;1660;-1532;31;399;-368
2311;Overhead;50 000 tot 100 000 inwoners;2024;170;1947;-1777;39;449;-410
2312;Overhead;50 000 tot 100 000 inwoners;2025;162;2018;-1855;37;457;-420
2313;Overhead;100 000 tot 150 000 inwoners;2017;33;534;-501;20;330;-310
2314;Overhead;100 000 tot 150 000 inwoners;2018;40;554;-514;24;339;-314
2315;Overhead;100 000 tot 150 000 inwoners;2019;30;561;-531;18;340;-322
2316;Overhead;100 000 tot 150 000 inwoners;2020;37;570;-533;23;355;-332
2317;Overhead;100 000 tot 150 000 inwoners;2021;43;594;-551;27;369;-342
2318;Overhead;100 000 tot 150 000 inwoners;2022;42;612;-570;26;378;-352
2319;Overhead;100 000 tot 150 000 inwoners;2023;88;700;-612;54;427;-373
2320;Overhead;100 000 tot 150 000 inwoners;2024;90;785;-695;54;473;-419
2321;Overhead;100 000 tot 150 000 inwoners;2025;99;836;-736;60;500;-441
2322;Overhead;150 000 tot 250 000 inwoners;2017;94;807;-713;41;352;-311
2323;Overhead;150 000 tot 250 000 inwoners;2018;108;842;-734;47;364;-318
2324;Overhead;150 000 tot 250 000 inwoners;2019;114;885;-771;48;376;-327
2325;Overhead;150 000 tot 250 000 inwoners;2020;114;954;-840;45;376;-331
2326;Overhead;150 000 tot 250 000 inwoners;2021;85;967;-882;33;380;-347
2327;Overhead;150 000 tot 250 000 inwoners;2022;83;1000;-917;32;390;-358
2328;Overhead;150 000 tot 250 000 inwoners;2023;86;1091;-1004;33;419;-386
2329;Overhead;150 000 tot 250 000 inwoners;2024;95;1232;-1138;36;468;-432
2330;Overhead;150 000 tot 250 000 inwoners;2025;92;1254;-1162;35;473;-438
2331;Overhead;250 000 inwoners of meer;2017;23;1219;-1196;10;518;-508
2332;Overhead;250 000 inwoners of meer;2018;36;1252;-1215;15;527;-512
2333;Overhead;250 000 inwoners of meer;2019;29;1364;-1335;12;569;-557
2334;Overhead;250 000 inwoners of meer;2020;32;1432;-1400;13;590;-577
2335;Overhead;250 000 inwoners of meer;2021;27;1515;-1488;11;623;-612
2336;Overhead;250 000 inwoners of meer;2022;27;1572;-1545;11;640;-629
2337;Overhead;250 000 inwoners of meer;2023;30;1589;-1559;12;631;-619
2338;Overhead;250 000 inwoners of meer;2024;25;1811;-1786;10;711;-701
2339;Overhead;250 000 inwoners of meer;2025;28;1810;-1782;11;709;-698
2340;Belastingen;Nederland;2017;4890;439;4451;286;26;260
